Module	TKO.DTT.5	TKO.DTT.4	TKO.DTT.6	TKO.DTT.1	TKO.DTT.3	TKO.DTT.43	TKO.DTT.2	TKO.DTT.34	TKO.DTT.33	TKO.DTT.35	IL17.DTT.143	IL17.DTT.28	IL17.DTT.27	IL17.DTT.142	IL17.DTT.29	IL17.DTT.144	IL17.DTT.26	IL17.DTT.25	IL17.DTT.141	IL17.DTT.140	IL17.DTT.90	TKO.DTT.45	IL17.DTT.139	TKO.DTT.44	TKO.DTT.47	TKO.DTT.46	TKO.DTT.48	IL17.DTT.132	IL17.DTT.131	IL17.DTT.130	TKO.DTT.144	TKO.DTT.143	TKO.DTT.21	TKO.DTT.20	IL17.DTT.129	IL17.DTT.128	TKO.DTT.16	TKO.DTT.18	TKO.DTT.17	TKO.DTT.142	IL17.DTT.120	IL17.DTT.49	TKO.DTT.19	TKO.DTT.141	TKO.DTT.140	IL17.DTT.127	TKO.DTT.156	TKO.DTT.155	TKO.DTT.154	TKO.DTT.32	TKO.DTT.31	IL17.DTT.118	TKO.DTT.23	IL17.DTT.117	TKO.DTT.22	IL17.DTT.119	TKO.DTT.24	TKO.DTT.153	TKO.DTT.152	TKO.DTT.151	IL17.DTT.199	IL17.DTT.116	IL17.DTT.115	TKO.DTT.128	TKO.DTT.127	TKO.DTT.126	TKO.DTT.125	TKO.DTT.124	TKO.DTT.123	TKO.DTT.87	TKO.DTT.129	TKO.DTT.78	IL17.DTT.106	TKO.DTT.77	IL17.DTT.220	IL17.DTT.189	IL17.DTT.222	IL17.DTT.188	IL17.DTT.221	IL17.DTT.103	IL17.DTT.105	IL17.DTT.104	IL17.DTT.53	TKO.DTT.139	IL17.DTT.52	IL17.DTT.51	TKO.DTT.90	IL17.DTT.50	TKO.DTT.132	TKO.DTT.92	TKO.DTT.91	TKO.DTT.94	TKO.DTT.93	TKO.DTT.95	IL17.DTT.217	TKO.DTT.89	TKO.DTT.88	IL17.DTT.219	IL17.DTT.218	TKO.DTT.131	TKO.DTT.130	IL17.DTT.86	TKO.DTT.106	IL17.DTT.85	TKO.DTT.105	IL17.DTT.88	TKO.DTT.104	IL17.DTT.87	TKO.DTT.103	TKO.DTT.60	TKO.DTT.109	TKO.DTT.108	TKO.DTT.107	TKO.DTT.56	TKO.DTT.55	TKO.DTT.58	TKO.DTT.57	TKO.DTT.59	IL17.DTT.200	IL17.DTT.202	IL17.DTT.201	IL17.DTT.89	IL17.DTT.203	TKO.DTT.113	TKO.DTT.112	TKO.DTT.111	TKO.DTT.110	TKO.DTT.70	TKO.DTT.72	TKO.DTT.71	TKO.DTT.74	TKO.DTT.73	TKO.DTT.76	TKO.DTT.75	TKO.DTT.69
MF0070	11873.5	16173.95	10134.08	8625.13	8939.68	12240.18	11051.8	14211.53	6592.53	10621.07	5408.2	29035.05	9736.87	22792.9	18148.05	8764.5	10185.58	9958.98	16978.13	20751.8	18514.63	4714.87	17659.65	8096.23	17597.65	13239.9	5830.6	26500.2	22036.8	18671.87	4831.83	14085.27	9409.25	6861.48	28613.97	7882.27	13776.85	16252.12	18801.3	17216.07	15995.55	13335.33	11101.78	10860.28	11375.05	5184.18	13307.77	16588.17	8988.62	6878.53	11368.68	27393.13	13566.73	15174.33	11545.78	26609.71	18763.73	6542.85	5279.45	14191.63	5493.57	10344.85	9224.08	6031.4	11772.87	6911.33	10578.17	15011.15	14102.79	10463.45	12082.62	2028.28	9392.65	5390.35	27807.04	10617.33	12700.74	7430.82	11873.45	4687.75	10608.62	11835.08	6916.6	13450.8	26496.6	16867.02	3795.43	16121.08	5398.18	9006.22	10701.82	9462.9	6891.67	12034.77	5518.08	11405.03	21317.97	10044.02	17098.87	7430.08	13787.7	8229.07	9418.88	13789.47	5370.65	22074.1	6524.7	9917.87	10051.48	15659.93	9310.72	9242.92	4384.17	7673.97	3853.02	12899.13	7727.03	13425.43	7227.47	21411.88	7862.35	10346.17	14233.94	8465.47	11051.63	11613.78	11223.33	19114.22	4087.08	21135.54	8606.58	15809.71	13463.55	7854.73	6517.95
MF0071	11814.0	16749.275	14539.925	27812.89	28187.77	18832.375	12585.265	21690.315	58014.79	14260.45	5194.365	28457.635000000002	42651.615	22658.945	16778.135000000002	10558.5	32436.835	11727.82	51348.085	29276.62	33170.555	67834.12	21798.99	38148.4	15033.595	13600.73	12113.51	20912.425000000003	16248.41	43441.215	7781.365	13747.380000000001	51471.915	30405.57	24638.985	37035.695	13497.48	18661.155	20299.59	17050.085	17914.635000000002	15553.995	26760.025	47893.945	29004.855	7453.47	18382.8	17476.095	14963.060000000001	37381.78	27204.845	29600.980000000003	13908.395	42040.755	11484.78	24342.440000000002	19933.4	58771.604999999996	35108.955	22120.260000000002	22975.645	30072.345	10105.335	16727.57	12771.71	8423.215	11917.220000000001	14984.735	51285.955	68416.61	33121.865	6347.105	9959.189999999999	8084.595	21547.44	42454.405	9697.595	31245.300000000003	11542.065	8984.165	25334.114999999998	29234.0	6236.935	17436.645	25918.27	42315.775	4019.6000000000004	27723.74	6952.1	24048.045	20654.41	11382.49	21781.184999999998	16916.265	9732.01	11069.115000000002	24841.14	26257.445	34016.455	6793.005	14654.369999999999	29746.065000000002	11949.72	18143.705	11548.15	22290.765	18855.785	28885.035	13458.1	18584.59	12217.474999999999	14656.965	3668.42	35360.31	30991.19	18010.71	54948.725	14777.18	34145.815	22070.705	39906.935	11931.34	12941.565	7348.799999999999	11277.125	28226.625	22682.004999999997	19206.975	5513.99	21105.79	35139.5	36979.455	15495.974999999999	41317.315	58172.24
MF0038	5296.5	17262.69	17168.76	29594.14	26066.77	19810.5	12495.0	21696.44	53650.54	15563.66	5410.7	29057.97	38609.03	22864.57	18174.47	10474.0	32765.67	11982.58	48707.46	30459.87	36041.39	54204.87	22817.74	37174.15	17582.85	13997.73	12937.26	19537.9	14560.27	47012.13	8601.24	13420.49	43531.0	28242.82	25357.75	40323.61	14571.69	18869.03	20613.3	15932.48	16981.02	16712.83	26079.69	42638.78	30775.98	9462.76	10147.67	1100.02	2146.0	37978.03	27797.26	11492.43	13461.45	42196.34	11699.28	20427.13	20126.15	48557.02	31823.04	22514.55	22102.48	32023.26	12040.6	17937.07	14187.27	10135.34	12373.93	15055.65	47605.12	60776.86	33494.95	4064.61	5490.73	8475.01	23312.11	39704.99	8285.95	31140.05	9953.34	9372.33	24396.7	28123.75	7069.02	19286.23	26912.02	38821.44	4296.85	27710.24	7891.6	26321.88	20889.91	12560.74	21083.27	1579.69	11888.14	11767.45	24541.64	25324.78	34233.37	4458.6	17840.87	30974.73	11461.22	19251.87	11967.05	22780.18	18867.87	29367.95	15562.06	18759.59	12599.64	16325.34	4080.17	38457.06	29283.94	17747.08	49486.1	13352.73	32481.9	22080.37	36592.6	14916.02	15040.69	8844.8	11384.04	27322.79	23204.34	19236.06	6038.99	21486.04	34559.5	39171.87	15790.31	31917.81	41331.97
MF0039	0.0	2.0	143.0	324.0	183.0	324.0	34.0	82.0	303.0	41.0	0.0	0.0	580.0	0.0	0.0	0.0	576.0	188.0	391.0	323.0	236.0	324.0	213.0	402.0	0.0	0.0	150.0	26.0	4.0	397.0	84.0	10.0	281.0	438.0	5.0	247.0	0.0	37.0	16.0	3.0	18.0	85.0	278.0	233.0	217.0	43.0	83.0	0.0	0.0	258.0	153.0	5.0	0.0	455.0	0.0	0.0	19.0	468.0	316.0	263.0	346.0	367.0	188.0	198.0	77.0	20.0	17.0	0.0	755.0	177.0	270.0	23.0	0.0	38.0	12.0	289.0	0.0	206.0	0.0	79.0	156.0	184.0	0.0	126.0	0.0	319.0	0.0	400.0	0.0	229.0	325.0	4.0	210.0	11.0	10.0	0.0	10.0	166.0	208.0	0.0	28.0	140.0	2.0	149.0	115.0	4.0	150.0	155.0	212.0	69.0	41.0	116.0	3.0	265.0	121.0	7.0	404.0	11.0	465.0	8.0	483.0	80.0	0.0	0.0	0.0	156.0	136.0	0.0	107.0	0.0	476.0	1264.0	0.0	414.0	340.0
MF0036	1642.0	1049.49	3754.3	8350.48	8420.393333333333	4534.748333333334	966.76	2503.19	15225.73	2324.0200000000004	432.0	28.25	24175.83	146.16833333333332	56.625	1537.5	16971.92	2039.4250000000002	25630.74	9166.5	9730.76	20274.78	5717.09	9719.431666666667	1317.7400000000002	443.91333333333336	3042.826666666667	1497.75	4335.736666666667	15427.78	2309.088333333333	662.595	14545.858333333334	7385.1849999999995	4672.79	16911.19	340.005	1748.3249999999998	1176.995	400.66499999999996	5095.028333333334	3292.83	6097.6883333333335	25302.99	9204.263333333334	2467.5533333333333	2904.0233333333335	2542.325	1897.0883333333336	9897.803333333333	6581.941666666667	4185.803333333333	572.6600000000001	20967.925	169.41500000000002	6413.208333333333	1195.42	16114.353333333334	14767.59	4733.156666666667	10030.4	14670.495	3464.96	9062.755000000001	2445.09	1809.98	1073.6966666666667	51.67	27261.5	17999.243333333332	15763.49	1560.31	4597.181666666667	991.1766666666667	5112.36	23112.31	3404.2883333333334	16669.38	3448.026666666667	2612.25	8516.24	10473.17	907.1533333333333	3196.7650000000003	963.5433333333333	17201.1	401.7216666666667	7680.65	1789.4733333333334	11299.32	4941.703333333333	1052.2566666666667	10481.435000000001	3449.8883333333333	788.34	419.625	1052.95	11662.26	7768.84	1397.168333333333	3074.253333333333	12996.33	809.3516666666667	4566.57	5663.5	262.25	5791.028333333334	12116.42	3618.7749999999996	2167.4049999999997	2344.3450000000003	5062.84	773.5283333333333	9663.828333333333	9191.116666666667	3083.175	15927.198333333334	1130.665	16068.1	333.55999999999995	17796.59	3670.2233333333334	1366.215	486.08	289.73333333333335	10316.69	8202.925	61.68666666666667	972.7966666666666	330.25	12526.556666666667	11193.968333333334	658.3683333333333	12990.944999999998	19317.983333333334
MF0037	3.0	34.0	0.0	485.0	401.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	78.0	0.0	0.0	0.0	0.0	0.0	257.0	0.0	0.0	2.0	0.0	2.0	0.0	255.58333333333334	0.0	5127.75	0.0	161.0	0.0	0.0	0.0	0.0	0.0	65.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.0	4.0	2341.57	1635.6733333333334	0.0	0.0	16.0	0.0	0.0	0.0	0.0	0.0	2.0	5.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1123.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	247.22166666666666	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	6.0	65.0	0.0	0.0	0.0	12.0	0.0	111.0	0.0	0.0	0.0	0.0	0.0	4.0	2.0	0.0	5.0	0.0	12.0	0.0	12.0	177.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	420.0	0.0
MF0034	2262.5	4888.75	5725.08	8639.83	7836.08	12460.83	11976.25	1789.18	7062.33	1738.42	40.0	29.25	9344.17	127.75	79.25	1537.5	9443.08	9699.08	14355.58	19819.5	14597.83	5062.17	16461.25	8381.33	836.75	447.5	1583.0	16254.0	15460.5	11474.67	4492.33	12504.67	8726.25	7298.08	14843.67	5440.17	8011.0	15482.67	17238.25	16203.37	15181.75	11404.83	10404.08	9878.83	11523.0	2581.33	12182.92	9996.42	10878.37	6840.33	10799.58	14843.33	13067.33	12958.33	5349.08	22318.01	18663.33	7429.75	6617.75	14667.08	4915.17	8090.75	5094.08	5596.5	9146.17	2513.58	1985.42	45.25	12229.29	8261.75	8329.42	4532.08	7464.0	3009.25	10542.14	8559.33	7870.59	6781.42	8606.65	4718.75	10527.42	12236.08	2474.5	12585.5	3142.0	14272.42	610.33	14614.58	4468.08	10068.92	10562.42	4549.5	7540.87	12295.17	5586.18	457.33	1445.67	7977.22	14168.87	2976.08	4378.5	8197.67	327.08	12707.67	2471.75	4791.0	4629.5	9025.67	5606.23	16162.83	9577.42	3911.17	621.67	10138.67	5854.42	11910.83	9085.48	13395.23	6868.87	165.58	6802.75	4868.17	643.29	1139.17	397.83	12059.08	11870.83	128.42	689.08	789.54	9103.58	17817.01	2209.25	8381.83	4660.0
MF0078	6352.5	1091.41	6773.01	9343.51	11589.09	3338.07	9315.84	4331.09	25646.01	6317.17	433.83	1217.25	16852.33	365.42	2775.75	247.5	6529.92	1190.59	18245.08	4125.57	9225.09	37686.5	2808.09	14808.42	11300.66	1139.83	9009.66	11499.75	6781.25	19802.93	1599.66	1587.09	24129.08	9267.34	8881.08	16987.51	2397.42	2477.16	1583.58	1737.04	2963.25	2873.33	6111.08	22916.33	8672.93	3876.5	2408.41	7670.67	1383.29	12348.5	7698.75	7575.5	580.83	15792.34	359.0	4435.01	983.42	28895.34	10089.42	3871.34	9795.24	12475.58	5484.67	5260.17	3600.09	2679.76	888.84	96.67	20915.79	34443.91	15373.66	1524.16	5220.92	1215.83	12244.64	14784.99	4859.42	6826.23	4415.31	2009.25	5934.41	5465.67	1349.25	2494.76	1677.42	15871.09	889.92	5443.66	2045.92	4617.49	4194.09	1026.09	6542.22	7843.08	4490.93	1686.25	1462.17	10241.06	10995.54	4427.92	6743.17	12260.33	2012.34	3317.07	6610.0	1087.25	7767.5	11035.75	6380.56	1585.16	1420.09	6904.17	2719.5	9883.59	12949.92	1992.08	26041.22	707.4	14453.05	418.66	18180.92	4962.17	4590.71	2492.83	330.08	8683.18	4864.84	94.17	2288.91	1502.79	16256.92	7299.76	806.59	19216.67	34327.08
MF0035	1987.5	4771.58	5286.75	7417.33	6881.58	12623.08	12042.25	2076.93	7643.83	2154.84	472.67	20.25	10303.0	92.5	93.92	1611.5	10479.25	9689.08	15789.83	20193.5	15383.0	5487.17	16383.25	8875.83	779.25	477.5	2151.5	16217.0	15445.67	10496.0	4789.83	12416.34	8646.42	7278.58	14759.5	6788.5	7856.92	15232.92	17006.17	15918.62	13708.42	12043.5	10260.41	9993.75	11686.0	3115.91	1997.67	446.67	532.29	7917.83	10945.91	10945.83	12787.0	8617.5	5285.58	20921.51	18192.83	6741.08	6005.92	13675.66	4922.34	6522.58	4723.75	6775.5	9122.67	2418.33	2072.84	59.08	11242.12	8130.75	9044.09	1108.41	3053.58	1172.08	9674.97	10457.5	7196.34	8093.92	9881.32	3778.58	9819.09	11862.58	2304.67	13433.67	3224.0	15220.75	940.83	16057.08	3739.08	9861.09	10347.42	656.75	7120.54	738.09	9813.35	618.5	1421.17	8912.39	15232.7	1315.75	3464.0	8719.5	291.08	12549.0	2434.75	4721.83	4662.17	9266.5	5572.15	15389.33	9019.75	3757.92	603.17	9512.17	5071.92	8978.33	8282.73	12597.23	7217.54	217.41	6947.58	4673.67	847.54	60.67	247.16	11227.91	11252.5	138.09	1203.08	1074.54	8201.58	16646.34	358.42	7572.66	6937.42
MF0079	173.0	506.0	673.0	2070.0	394.0	256.0	46.0	332.0	1694.0	696.0	432.0	0.0	336.0	18.0	34.0	0.0	530.0	27.0	736.0	274.0	450.0	1504.0	182.0	954.0	352.0	59.0	803.0	698.0	148.0	938.0	454.0	210.0	730.0	750.0	926.0	532.0	702.0	420.0	272.0	1140.0	924.0	40.0	696.0	236.0	334.0	66.0	272.0	209.0	125.0	1242.0	384.0	3000.0	230.0	508.0	118.0	256.0	336.0	300.0	330.0	130.0	298.0	354.0	6.0	724.0	168.0	184.0	68.0	4.0	802.0	1134.0	558.0	244.0	350.0	378.0	604.0	1098.0	474.0	1152.0	166.0	194.0	1182.0	876.0	258.0	90.0	284.0	320.0	314.0	342.0	116.0	840.0	492.0	174.0	534.0	30.0	3.0	158.0	208.0	170.0	280.0	226.0	778.0	664.0	8.0	478.0	94.0	942.0	126.0	952.0	248.0	594.0	162.0	262.0	0.0	3862.0	3174.0	1244.0	2932.0	172.0	406.0	6.0	390.0	212.0	78.0	16.0	10.0	742.0	424.0	5.0	576.0	165.0	400.0	1756.0	78.0	952.0	440.0
MF0076	4459.0	542.0	3096.5	1771.165	1276.415	583.915	191.25	846.5	1582.665	2255.5	432.0	608.5	1674.335	214.75	1408.625	126.0	1854.165	442.415	2464.165	1334.25	2588.0	1371.585	1158.75	1522.665	5549.5	434.0	2749.0	5359.5	3316.0	5086.835	560.5	1012.125	1284.375	847.415	4336.085	2563.335	1205.75	755.5	538.5	979.0	1462.0	1147.415	961.29	1887.165	1357.0	1672.165	5535.5	8134.0	4284.0	1462.915	1210.915	8954.0	299.0	2616.915	235.25	3005.5	644.875	1146.5	1063.0	505.665	1057.085	2394.25	2261.165	992.5	1599.335	1251.5	325.5	58.5	3204.25	3067.75	2893.335	489.0	2861.25	621.0	6168.0	2765.165	2981.0	2165.585	1791.0	591.25	1127.335	990.915	781.5	998.0	899.0	1779.585	514.0	1273.415	939.0	795.585	908.2925	1243.875	706.165	5723.0	148.58499999999998	817.75	265.7925	1350.0	2176.0	2855.0	3098.0	854.585	264.915	1064.21	2003.5	491.0	1824.5	1342.835	2778.165	605.0	389.335	2828.835	1078.085	1698.585	1292.4175	295.0	1757.915	319.5	1168.165	104.915	1798.5	3024.5	2083.165	1503.5	132.5	1141.165	697.165	14.0	907.5	406.5	1651.415	2139.415	312.0	1190.165	2543.75
MF0033	10171.0	14315.86	10664.965	15364.72	13191.935	10209.05	7263.22	17225.02	25978.37	12706.365	5605.785	0.0	0.0	0.0	18150.845	0.0	0.0	6378.235	0.0	0.0	0.0	26531.785	0.0	17973.775	18328.105	13444.065	9376.18	19788.325	0.0	0.0	4745.37	8190.025	21924.46	13870.11	0.0	0.0	10420.73	10093.365	11399.385	9973.885	0.0	0.0	13208.985	0.0	15444.89	0.0	9686.765	13676.045	8370.855	18258.115	13934.595	18710.215	7364.65	0.0	8934.99	0.0	10463.15	23614.725	0.0	11289.84	0.0	0.0	0.0	0.0	0.0	7827.17	0.0	0.0	0.0	30738.53	0.0	3849.9	0.0	6690.47	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10706.1	0.0	0.0	3909.725	0.0	4529.35	0.0	10960.53	9804.195	0.0	14096.77	8743.87	11472.41	22238.845	0.0	0.0	6764.17	13986.535	0.0	10284.26	0.0	0.0	0.0	10387.87	0.0	10140.865	9815.595	6414.885	0.0	0.0	17520.43	14587.27	11332.755	24098.7	7903.065	0.0	21661.25	0.0	0.0	0.0	8369.3	0.0	0.0	0.0	19127.265	5185.995	20955.52	17542.75	20485.2	14457.39	17602.73	24779.41
MF0077	302.6666666666667	364.8333333333333	1270.6666666666667	1476.6666666666667	290.5	367.1666666666667	87.25	440.3333333333333	1017.5	963.8333333333334	576.0	0.0	391.0	9.5	46.583333333333336	0.0	462.3333333333333	105.16666666666667	470.1666666666667	223.5	328.8333333333333	872.8333333333334	153.33333333333334	625.0	494.6666666666667	88.0	1352.8333333333333	358.0	74.0	673.5	279.25	148.58333333333334	489.25	466.1666666666667	463.0	370.5	426.8333333333333	344.6666666666667	284.6666666666667	585.0833333333334	490.5	51.833333333333336	686.0833333333334	191.08333333333334	234.08333333333334	38.0	206.5	139.16666666666666	116.66666666666667	718.8333333333334	402.1666666666667	1532.1666666666667	164.33333333333334	448.5	69.5	128.0	572.5833333333334	309.8333333333333	256.3333333333333	181.16666666666666	202.83333333333334	300.0	77.33333333333333	415.5	113.66666666666667	105.66666666666667	40.333333333333336	2.0	566.3333333333334	669.1666666666666	389.3333333333333	301.6666666666667	177.16666666666666	595.6666666666666	494.3333333333333	618.5	378.6666666666667	639.1666666666666	564.3333333333334	114.83333333333333	659.3333333333334	507.5	129.0	95.33333333333333	142.0	273.3333333333333	421.3333333333333	278.3333333333333	172.83333333333334	500.0	930.9166666666666	112.0	332.6666666666667	44.25	1118.0	224.16666666666666	284.4166666666667	143.5	236.5	214.33333333333334	410.8333333333333	395.1666666666667	12.0	319.9166666666667	80.5	474.0	110.0	561.1666666666666	212.33333333333334	728.3333333333334	102.83333333333333	171.66666666666666	1.0	2005.0	2388.8333333333335	670.3333333333334	1598.1666666666667	187.33333333333334	278.6666666666667	11.0	319.1666666666667	124.5	100.33333333333333	21.333333333333332	5.333333333333333	443.6666666666667	270.5	8.666666666666666	814.3333333333334	261.3333333333333	332.6666666666667	1507.3333333333333	69.66666666666667	577.3333333333334	307.3333333333333
MF0029	716.0	401.5	1546.33	3301.33	1287.83	1351.83	9982.5	635.43	2417.83	949.17	432.0	0.0	1961.67	11.0	34.0	0.0	1819.33	348.83	2295.83	1170.5	2133.83	2284.17	617.0	4164.33	545.0	269.0	1493.5	449.0	101.0	1618.67	487.83	161.67	1729.5	1782.83	473.67	1141.17	411.0	356.67	473.0	604.12	465.0	221.83	1892.83	2031.83	1863.0	582.33	381.17	172.17	179.62	2231.83	1459.83	1543.83	239.33	1716.83	67.33	136.76	505.83	2135.5	2707.0	727.83	1298.17	1372.0	128.33	1531.5	420.67	344.33	212.67	2.0	2576.29	2808.5	1603.67	377.33	182.0	552.0	4133.64	1470.83	2718.34	1851.17	8740.9	242.5	1256.67	1183.83	129.0	721.5	143.0	789.67	339.33	695.33	351.83	1474.67	1382.67	122.0	1261.62	36.67	20464.18	300.33	554.67	725.47	1871.87	238.33	669.5	1145.17	82.33	677.67	714.5	471.0	820.0	1142.17	1050.73	715.33	520.17	1085.67	555.67	3665.67	3293.17	691.33	2965.23	175.73	1711.62	35.33	1923.5	380.17	1391.04	16.67	14.33	1585.33	1252.83	82.67	720.33	1282.29	3233.33	3609.26	92.0	2231.33	1775.0
MF0041	1649.0	864.87	4634.01	8350.48	8420.393333333333	4031.8099999999995	1189.295	2503.19	15225.73	2324.0200000000004	324.0	24.25	14802.331666666669	94.045	34.0	1353.5	11411.168333333331	1826.8400000000001	17207.966666666667	7301.98	9730.76	20274.78	4200.26	9719.431666666667	786.74	443.91333333333336	3042.826666666667	1313.75	194.25	12492.89	2309.088333333333	835.715	14545.858333333334	7385.1849999999995	248.41500000000002	11502.595	277.795	1436.6599999999999	926.495	512.415	2164.71	2270.825	6097.6883333333335	15428.203333333335	9204.263333333334	2156.4416666666666	3238.6933333333336	2559.2400000000002	1946.3383333333336	9897.803333333333	6581.941666666667	4243.303333333333	522.415	10572.588333333333	198.66500000000002	4042.0	986.875	16114.353333333334	9265.948333333334	4351.09	6601.256666666666	7645.551666666666	1947.335	5619.336666666667	1700.1799999999998	2040.475	1073.6966666666667	54.86000000000001	18547.68666666667	17999.243333333332	10880.093333333334	1651.23	2346.266666666667	1046.0116666666668	1541.4950000000001	14261.405	1963.79	10586.926666666666	4258.67	2452.4716666666664	6857.801666666666	8143.931666666667	199.67	2754.5150000000003	261.21	12394.675	359.125	7575.088333333333	1624.835	8895.15	4941.703333333333	1052.2566666666667	8622.94	3493.7233333333334	3237.9533333333334	207.79	1052.95	6200.33	7743.969999999999	1411.5833333333333	2493.255	8803.581666666665	809.3516666666667	3195.6499999999996	3758.625	129.75	5791.028333333334	8592.46	3460.0699999999997	1440.245	2017.43	4027.51	192.17	9663.828333333333	9191.116666666667	2441.455	15927.198333333334	958.415	10204.556666666667	333.55999999999995	11210.141666666666	3562.5316666666668	344.83	531.165	198.33	8169.83	6130.921666666667	47.425	972.7966666666666	165.0	12526.556666666667	11193.968333333334	660.9483333333334	12990.944999999998	19317.983333333334
MF0085	4068.75	351.0	2078.4975	966.2475	784.7475	473.31000000000006	85.5	905.9375	922.6225	2803.44	0.0	909.0	1691.5025	263.0625	2071.3125	72.75	1400.8725	482.99750000000006	3124.81	1459.5	2760.9975	1064.6275	1297.0	1149.8725	7914.0	566.875	3144.125	7991.5	4965.75	6219.1275000000005	565.7475000000001	1032.315	1093.4375	421.87250000000006	6486.5025000000005	2339.7525	1642.3125	865.44	591.1875	1221.435	1497.5	1609.9975	692.8100000000001	2042.31	1108.5	2242.56	804.815	5506.5650000000005	701.8100000000001	1024.8725	998.7475	4804.3724999999995	111.2475	2505.2475	213.9975	3047.4975	136.935	858.375	612.375	429.81000000000006	954.5025	2263.25	3218.1225	1328.75	2243.0025	1512.435	318.315	67.125	1166.75	3039.375	3870.0025	318.2475	3764.3125	373.875	8274.9975	2913.2475	3265.4375	1911.0025	2027.7525	732.75	1463.7525	1197.9975	1098.375	1239.5	1242.5	2308.2525	307.4975	1731.4975	997.7475	251.7525	554.5649999999999	464.25	456.24750000000006	5322.3150000000005	274.7525	992.4975	146.19	2163.0	3327.0	3045.6225	3992.125	591.8774999999999	358.7475	1197.065	2580.75	688.5	1929.0	1299.2525	3837.81	224.1225	378.5025	3936.69	1602.1275	612.5024999999999	554.7524999999999	264.2475	1233.435	169.7475	888.9975	133.3725	1760.25	2967.2525	3102.06	1842.8775	182.4975	900.9975	420.62250000000006	12.502500000000001	730.4975000000001	428.75	1100.4975	932.1225	365.625	708.9975000000001	3053.8125
MF0086	19434.75	17801.9	19451.925	25521.14	24346.395	18551.375	12509.89	21651.44	46882.79	18425.075	5194.615	30269.760000000002	35730.615	23223.945	20896.010000000002	10257.25	28891.21	12311.195	46252.085	29492.495	37067.18	50051.37	23087.365	32529.025	29183.559999999998	14630.73	15908.009999999998	39274.075	28991.510000000002	49137.84	8234.24	16262.32	41537.04	25526.07	37988.840000000004	37308.195	16579.48	19765.53	21027.34	19698.945	21054.760000000002	17925.745	24682.65	40511.445	27056.605	10971.095000000001	21584.055	30148.589999999997	19195.955	32332.53	25412.97	41572.13	14487.645	40336.005	12043.53	32676.665	20333.025	44606.604999999996	27617.08	21755.885000000002	20363.02	30875.47	16252.585	16245.57	16646.585	11300.215	12314.845000000001	15139.985	42526.705	56445.735	33819.365	7182.855	18946.36	8818.095000000001	40440.035	38102.155	18418.445	28188.175	16015.74	9720.04	23911.989999999998	27077.25	8292.810000000001	18745.02	28434.145	38342.65	4476.225	27348.24	8527.975	21580.795	19709.785	13799.615	18742.809999999998	29780.809999999998	8581.96	12952.490000000002	23930.89	25272.07	34951.955	12921.71	22455.62	28542.565000000002	11737.72	19655.58	14229.400000000001	23448.39	18613.535	27724.66	19126.725	18849.59	12240.099999999999	19624.84	6732.17	30902.434999999998	25023.065	18961.085	44741.35	15337.18	29324.690000000002	22126.955	33885.81	18914.34	18847.44	11360.8	11598.5	25014.375	20493.254999999997	19243.725	6356.115	22086.54	31389.625	34497.705	16284.349999999999	32152.315000000002	46363.99
MF0083	0.0	74.0	592.665	1455.33	1109.33	234.82999999999998	246.0	164.5	555.33	227.17000000000002	0.0	8.0	720.17	0.0	0.0	0.0	1012.8299999999999	390.33	940.83	776.0	303.33	414.66999999999996	730.0	669.83	88.5	35.5	369.5	29.5	0.0	681.67	96.83	25.335	458.0	532.33	0.67	258.67	15.0	56.835	143.0	8.33	0.0	269.33	408.33	503.33000000000004	345.5	206.33	66.17	17.335	36.165	544.83	409.33	11.665000000000001	8.83	494.83000000000004	1.33	8.33	26.83	817.0	976.5	185.83	335.67	342.5	52.33	434.0	187.67	466.33	195.67	8.0	5280.0	831.0	544.67	252.32999999999998	7.0	124.5	16.33	454.83	0.0	417.67	2.67	92.0	253.67	304.33	0.0	345.0	6.0	539.67	31.33	415.33	158.83	345.17	390.83500000000004	13.0	387.33	12.67	22.17	10.83	156.33499999999998	236.5	384.5	46.165	266.0	298.67	32.83	420.67	249.5	0.0	411.0	365.67	457.33	102.83	303.67	441.66999999999996	11.17	647.67	568.335	28.665	680.33	33.33	389.33	17.33	703.0	291.17	23.33	0.67	6.33	728.33	341.33	2.835	111.33	6.5	2396.33	2315.83	21.0	1318.33	408.5
