OTU.ID	Mouse9A.DTT98	Mouse5A.DTT29	Mouse5A.FP28	Mouse6A.DTT35	Mouse1B.DTT15	Mouse1B.DTT18	Mouse10A.DTT109	Mouse9A.DTT100	Mouse10A.FP110	Mouse9A.DTT101	Mouse3A.FP16	Mouse5A.FP26	Mouse7A.FP40	Mouse1A.FP05	Mouse6A.FP32	Mouse10A.FP109	Mouse3A.FP17	Mouse10A.DTT110	Mouse9A.DTT99	Mouse9A.DTT97	Mouse7A.FP38	Mouse1A.FP02	Mouse5A.DTT27	Mouse10A.FP111	Mouse8A.DTT90	Mouse2A.FP11	Mouse3A.FP18	Mouse4A.DTT19	Mouse5A.DTT30	Mouse5A.DTT28	Mouse9A.FP97	Mouse9A.FP98	Mouse6A.FP31	Mouse10A.DTT111	Mouse4A.FP22	Mouse1A.FP03	Mouse10A.DTT113	Mouse4A.FP23	Mouse1A.FP01	Mouse6A.FP35	Mouse7A.DTT38	Mouse7A.DTT41	Mouse4A.DTT22	Mouse8A.FP87	Mouse2A.FP07	Mouse3A.FP13	Mouse9A.DTT102	Mouse10A.DTT112	Mouse1A.FP06	Mouse8A.FP85	Mouse6A.DTT31	Mouse7A.DTT42	Mouse1B.DTT16	Mouse1A.FP04	Mouse10A.DTT114	Mouse2A.FP12	Mouse2A.FP10	Mouse7A.FP42	Mouse7A.FP41	Mouse10A.FP113	Mouse9A.FP102	Mouse1B.DTT14	Mouse8A.DTT85	Mouse3A.FP15	Mouse8A.DTT86	Mouse9A.FP101	Mouse10A.FP112	Mouse4A.FP20	Mouse1B.DTT13	Mouse6A.DTT34	Mouse5A.FP29	Mouse6A.FP34	Mouse6A.FP36	Mouse2A.FP09	Mouse5A.DTT26	Mouse5A.FP25	Mouse5A.FP30	Mouse7A.FP39	Mouse4A.FP24	Mouse4A.DTT21	Mouse4A.DTT24	Mouse1B.DTT17	Mouse8A.FP90	Mouse10A.FP114	Mouse3A.FP14	Mouse4A.FP21	Mouse8A.FP86	Mouse8A.DTT88	Mouse9A.FP99	Mouse2A.FP08	Mouse5A.DTT25	Mouse7A.DTT39	Mouse8A.DTT89	Mouse4A.DTT20	Mouse6A.DTT32	Mouse6A.DTT33	Mouse6A.DTT36	Mouse4A.DTT23	Mouse7A.FP37	Mouse7A.DTT37	Mouse6A.FP33	Mouse4A.FP19	Mouse8A.FP89	Mouse8A.DTT87	Mouse7A.DTT40	Mouse9A.FP100	Mouse5A.FP27	Mouse8A.FP88	taxonomy
e449399592a664c7a14ab58227a5e98d	64	0	0	0	3	0	0	0	0	0	0	0	0	2	0	0	4	0	32	12	0	23	0	0	5	0	5	0	0	4	120	54	0	0	0	12	1	0	0	0	0	0	0	15	6	5	0	0	0	3	0	0	0	0	0	0	0	0	0	0	22	7	24	0	35	9	0	1	3	0	0	0	0	10	0	0	0	0	0	2	0	6	6	0	2	10	48	1	64	4	0	0	0	0	0	0	0	0	0	0	0	3	9	0	0	4	0	0	NA
62577b3d80d526df8050a2665f9d7404	63	0	0	0	4	0	0	0	3	0	0	0	0	2	0	0	0	10	8	13	0	6	3	3	4	0	0	5	0	3	3	6	0	5	0	0	0	0	8	0	0	0	0	24	6	0	0	0	0	12	0	0	0	0	14	0	0	0	0	0	3	2	10	2	8	0	9	12	3	0	0	0	0	21	3	0	0	0	0	8	3	2	0	0	2	22	9	0	26	3	0	0	0	10	0	0	0	0	0	0	0	10	4	12	0	0	0	0	NA
67f36cde6621770649cffd0a5c30fe42	60	0	0	0	4	0	42	0	6	0	0	8	0	0	3	0	0	19	24	12	11	3	5	0	3	0	0	13	0	7	3	9	11	16	0	0	0	0	8	0	29	0	0	21	2	3	3	5	0	17	18	0	0	0	0	0	0	0	0	0	0	0	11	6	23	0	0	42	2	0	10	0	0	20	25	0	0	26	0	15	3	2	0	0	0	45	8	0	24	9	13	38	0	27	21	6	0	0	2	2	32	52	2	12	0	0	0	0	NA
9e5cfc2267331f118498f7aca32fbda3	59	0	0	0	17	0	3	0	3	0	0	0	0	0	17	7	0	21	33	40	4	47	12	4	0	0	0	11	0	2	8	10	8	32	0	0	0	0	27	0	6	0	0	10	13	3	0	0	0	29	4	9	0	0	2	0	0	0	0	0	0	8	20	0	34	0	20	19	9	0	0	0	0	3	7	0	0	2	0	10	4	0	0	3	4	15	22	2	7	11	8	11	2	8	12	0	0	2	3	2	5	31	2	20	0	0	0	0	NA
09e73131aadbd76e5db00b54d75f4d03	59	31	17	57	10	0	7	46	0	57	0	0	11	54	39	0	2	0	10	5	5	8	16	0	0	13	0	36	53	79	47	41	18	0	0	84	0	4	27	42	9	6	8	0	9	2	80	0	27	4	17	12	0	36	4	14	19	7	10	0	68	12	4	0	4	94	0	4	7	31	0	90	74	0	42	17	58	0	3	2	48	0	0	0	3	6	6	4	11	6	27	7	2	22	27	7	70	25	12	17	9	8	7	2	12	85	25	1	NA
e98078504ed37e87ac417c1e685f3c4a	58	0	0	0	0	2	5	0	3	0	0	1	0	0	3	4	0	3	30	60	6	12	4	8	0	0	0	3	0	0	20	14	2	9	0	0	0	0	5	0	14	0	0	20	0	0	2	5	0	14	5	0	0	0	3	0	0	0	0	0	6	3	35	7	13	2	3	4	0	0	0	0	0	0	1	0	0	9	0	5	0	0	0	0	1	19	24	0	42	2	3	23	0	4	9	7	0	0	0	6	8	3	3	9	2	0	0	0	NA
b61ee4ecb0582e6350d1148cb523de88	58	215	392	75	117	7	61	41	76	42	33	403	86	15	135	121	9	103	47	41	122	95	313	203	17	256	6	233	246	228	82	79	118	81	34	139	73	33	40	131	81	23	136	35	265	167	43	97	8	16	119	13	27	12	47	151	146	67	39	197	143	61	65	217	39	164	126	336	89	25	537	95	196	352	311	512	444	303	48	143	104	14	77	104	190	268	25	15	81	248	93	102	28	123	53	32	58	118	235	116	302	357	36	28	28	82	370	30	NA
fd08a3ac31bb1caa4acf11da98288df9	57	0	0	0	2	0	9	0	0	0	0	0	0	0	9	0	0	0	14	9	4	12	0	0	0	0	0	0	0	0	7	3	12	0	0	0	0	0	14	0	8	0	0	5	2	0	0	0	0	2	14	0	0	0	0	0	0	0	0	0	0	11	7	0	3	0	0	4	2	0	0	0	0	2	0	0	0	6	0	2	0	0	0	0	0	10	6	0	13	7	0	10	0	5	3	2	0	0	3	2	18	9	0	3	2	0	0	0	NA
7f9cba984fef70b4ee0a0043fabffbb6	57	0	0	0	11	0	75	0	31	0	0	0	5	0	16	96	0	66	23	52	29	4	20	86	0	0	0	0	0	4	14	11	8	39	0	0	5	0	3	0	9	0	0	17	0	1	0	21	0	25	2	0	0	0	57	0	0	0	0	0	1	7	31	0	20	2	55	0	0	0	0	0	0	14	6	0	0	14	0	0	0	0	0	10	3	0	34	0	61	27	12	11	0	0	0	0	0	2	6	0	2	0	4	7	4	0	0	0	NA
d26f9b60600b724fa0c20c1caf177994	57	0	0	0	9	0	12	0	2	3	0	0	0	0	0	5	0	13	44	37	0	0	3	13	4	0	0	4	0	0	10	10	0	17	0	0	0	0	4	0	0	0	0	24	2	0	0	3	0	10	2	0	5	0	11	0	0	0	0	3	4	14	13	5	11	3	15	2	9	0	0	0	0	11	0	0	0	0	0	8	3	0	0	0	2	4	5	0	80	0	4	3	0	2	9	0	0	0	0	0	2	5	0	9	2	0	0	0	NA
170860bb761a94785bc0818032027e6e	57	3	0	0	10	0	4	0	7	0	2	2	14	0	57	15	2	8	37	56	87	253	72	25	5	0	0	54	0	45	25	20	74	25	0	0	0	0	211	0	36	0	0	22	39	0	0	0	0	24	25	3	2	0	3	0	0	0	3	0	0	4	15	6	27	0	19	143	3	2	2	0	0	22	46	0	0	48	0	52	11	0	0	2	0	92	36	0	24	87	51	21	0	63	40	12	0	0	7	9	23	37	0	49	6	2	0	0	NA
9e0cb08c3ea0122a214002d0d97a1dce	55	0	0	0	4	0	46	2	39	2	0	73	0	2	12	101	3	34	39	41	7	14	12	53	0	2	2	10	0	2	49	30	20	48	0	43	0	0	28	5	8	0	2	63	14	5	5	8	0	34	23	0	0	0	13	0	3	0	0	4	63	2	75	25	43	12	25	4	6	0	150	4	0	58	25	27	2	15	0	3	0	3	15	22	11	7	43	0	21	22	15	6	0	5	5	13	0	0	6	12	52	17	10	30	0	4	0	3	NA
1bccfb50ee07506a44537f2449581631	54	0	0	0	20	0	6	2	5	0	0	0	0	0	4	5	0	8	28	24	0	9	4	6	0	0	0	8	0	0	11	12	9	14	0	0	0	0	6	0	0	0	0	21	0	4	0	0	0	18	6	0	0	0	0	0	0	0	0	2	2	20	18	7	20	4	9	8	9	0	0	0	0	2	2	0	0	2	0	5	3	0	0	0	0	6	14	0	30	2	5	2	0	4	0	0	0	0	0	0	9	5	2	11	0	0	0	0	NA
c584905cb02110f5621d9075735d12f8	54	4	3	14	28	6	31	36	0	103	6	113	8	23	46	5	10	5	38	11	17	0	63	22	292	101	14	0	13	7	44	30	19	10	0	91	8	0	11	55	10	8	0	158	60	29	105	1	9	64	53	14	5	0	18	33	66	25	12	6	227	53	55	200	33	127	119	0	32	3	182	104	45	375	33	15	18	21	0	0	10	11	48	49	129	0	65	25	57	91	54	0	60	0	14	9	15	0	0	6	105	1	77	43	2	47	6	34	NA
5bf2262ea7be285248a688db93351dd0	52	0	0	0	11	0	0	0	0	0	1	1	5	0	1	0	6	0	21	53	3	8	3	2	0	3	14	3	0	3	14	1	2	0	0	0	0	0	11	0	8	0	0	10	36	5	0	0	0	5	0	0	0	0	0	1	2	0	0	0	2	45	4	10	2	1	0	1	9	0	3	0	0	134	12	0	0	11	0	0	0	7	0	0	2	2	2	0	13	37	10	0	0	1	4	0	0	0	6	3	4	0	0	7	3	1	0	0	NA
4f6f8f2b3e3966da6e698bf8b9455e8d	51	0	0	0	2	10	16	0	4	10	0	39	0	3	9	12	0	15	33	26	4	34	6	20	22	0	0	35	4	18	49	40	4	18	0	46	4	0	61	5	3	0	0	39	9	5	7	10	0	26	14	0	0	0	38	0	0	0	0	4	59	11	39	4	14	17	20	32	5	0	45	0	0	48	8	0	3	11	0	23	19	1	27	19	3	166	39	2	57	16	9	8	2	28	0	7	0	2	0	7	26	108	13	11	7	5	0	2	NA
a0adf234f4d7de26eb0d020166e47fa5	49	1	0	2	0	0	110	36	98	40	0	0	2	0	2	206	0	121	12	78	2	0	0	51	97	0	2	0	3	3	49	51	8	106	0	0	134	0	0	3	3	0	3	77	0	0	39	58	0	57	7	2	0	0	72	0	0	0	0	311	54	0	154	0	137	68	136	2	0	0	0	7	5	0	0	1	1	0	0	0	3	0	117	122	0	0	149	62	9	3	0	0	124	0	0	0	3	0	3	0	5	0	317	51	2	68	0	203	NA
f4f297232da0f8d7dae7f9c432501e22	49	0	0	1	19	0	16	1	18	0	0	8	2	16	76	33	1	16	21	15	9	33	17	27	0	0	0	11	0	0	47	28	38	27	0	15	0	0	22	10	10	0	0	53	66	6	0	1	0	31	144	0	0	0	0	0	0	0	0	0	5	6	18	18	24	1	5	0	19	0	14	2	2	9	15	20	0	2	0	12	3	0	0	0	13	4	14	0	25	12	0	44	0	2	47	64	0	0	9	41	2	7	7	14	0	0	0	2	NA
f245c43b07137fcf39bd48c41cd0045d	49	0	0	0	0	4	13	0	7	5	0	0	0	0	0	5	0	5	22	39	0	62	2	33	5	0	0	19	0	6	28	21	0	14	0	0	0	0	97	0	0	0	0	61	17	2	0	0	0	49	0	0	2	0	9	0	0	0	0	0	32	0	13	0	5	7	0	30	2	0	0	0	0	3	4	0	0	4	0	7	0	0	3	0	0	20	35	0	202	17	0	0	0	9	0	0	0	0	2	0	0	12	9	7	0	3	0	0	NA
212e3340b0fb036db0d85f300e95c3fa	48	0	0	0	10	3	25	3	11	2	0	12	3	0	3	8	0	30	22	21	0	10	6	25	0	0	0	0	0	1	14	20	2	34	0	0	0	0	13	0	4	0	0	19	7	4	0	11	0	15	15	0	0	0	36	0	0	0	0	2	3	11	27	2	11	4	32	0	10	0	15	0	0	13	7	0	0	2	0	0	0	0	0	2	3	0	17	0	39	2	4	13	2	0	7	5	0	0	2	0	10	0	6	13	5	0	0	0	NA
2a74c57a46daec3a3def19aa4ad0a52b	48	0	0	0	17	6	7	0	2	0	0	11	0	3	8	6	0	6	28	13	3	31	0	6	5	0	0	8	0	6	27	19	9	7	0	22	0	0	56	2	4	0	0	19	9	11	0	2	0	5	47	0	3	0	10	0	0	0	0	0	4	40	26	20	23	6	6	7	13	0	21	0	0	40	5	2	0	8	0	3	6	6	0	0	14	34	17	0	47	14	6	10	3	11	11	8	0	0	0	5	28	25	4	13	0	0	0	0	NA
c78aa6880e927e353480e3985481242b	47	0	0	0	39	32	2	0	0	4	5	0	3	0	31	0	2	0	37	88	22	31	2	4	4	2	0	26	2	8	12	9	45	3	0	0	0	0	33	0	7	0	0	64	34	69	8	0	0	19	32	0	6	0	8	0	0	0	0	0	4	56	24	28	9	3	3	171	30	0	0	0	0	13	5	0	0	3	0	26	3	13	0	0	22	72	22	2	159	159	0	11	0	135	10	9	0	0	3	0	5	60	2	9	5	4	0	0	NA
db97325ce1bae9ce9722bcc479e2730f	47	0	0	0	5	0	0	0	0	0	0	0	0	0	2	5	0	13	8	26	0	6	5	2	5	0	3	4	0	2	4	2	2	11	0	0	3	0	4	0	0	0	0	0	2	2	0	0	0	4	5	0	4	0	0	0	0	0	0	0	0	0	7	0	12	0	2	9	0	0	2	0	0	6	4	0	0	3	0	15	0	0	0	0	0	19	9	0	0	3	5	5	0	14	0	0	0	0	0	0	3	8	2	15	0	0	0	0	NA
33b68099f712688fce3a89de16ad7fc0	45	0	0	2	3	0	27	20	10	22	4	9	0	0	2	19	0	12	32	55	0	3	7	10	2	3	4	4	0	2	43	33	0	12	0	0	5	0	0	3	0	0	0	14	27	0	10	5	0	15	4	0	7	0	0	2	7	0	0	4	23	5	12	0	14	17	12	5	6	0	16	0	0	33	3	0	0	0	2	4	0	0	0	15	2	2	11	0	46	21	4	11	2	2	12	5	0	0	0	0	0	24	2	2	0	28	2	4	NA
8c18fc84f4d63716d53d228cd6fcbab0	43	0	0	0	7	0	0	0	6	0	0	18	0	0	0	9	0	4	20	10	3	7	10	0	0	0	0	11	0	0	20	22	0	8	0	0	0	0	6	0	13	0	0	0	3	13	0	2	0	0	5	0	0	0	0	0	0	0	0	0	0	12	3	25	0	0	3	6	6	0	38	0	0	26	6	8	0	5	0	10	0	0	0	0	15	12	0	0	14	6	8	18	0	0	11	0	0	0	0	4	9	4	0	0	0	0	0	0	NA
df6e7cb3635984725116b61be57f20d7	41	0	0	0	0	0	0	0	4	0	0	2	0	0	0	3	0	5	7	13	0	1	2	8	0	0	0	0	0	0	5	4	0	10	0	6	0	0	3	0	0	0	0	6	0	2	0	0	0	8	0	0	0	0	2	0	0	0	0	0	4	2	10	0	11	2	4	4	0	0	3	0	0	3	0	0	0	4	0	2	0	0	0	0	0	3	7	0	9	3	1	2	0	0	0	3	0	0	0	0	3	2	3	16	0	0	0	0	NA
644bf633912f48d076e9b35b1da36cec	39	2	0	9	34	30	17	26	5	41	10	14	0	29	9	5	3	20	33	21	0	6	5	72	15	11	5	5	0	3	8	15	5	22	0	43	23	0	24	10	0	0	0	8	8	28	79	27	4	7	13	6	18	7	64	6	4	0	0	87	135	54	11	91	3	92	34	11	39	0	4	9	6	94	0	0	0	0	0	6	0	18	8	40	68	50	3	5	47	23	0	0	0	7	2	8	4	0	0	0	13	25	6	6	0	32	0	0	NA
08577b6aac2f5f6555ea43652073b45e	38	0	0	0	4	0	130	0	105	0	0	0	0	0	2	126	0	90	19	45	0	31	3	99	8	0	0	0	0	0	30	20	5	145	0	0	0	0	22	0	5	0	0	114	0	0	0	42	0	251	5	6	0	0	67	0	0	0	0	6	3	1	192	0	129	0	95	0	5	0	0	0	0	0	1	0	0	2	0	0	3	0	4	20	0	4	250	5	14	0	2	4	0	0	0	3	0	0	0	4	7	0	33	103	0	0	0	2	NA
51e441cbdcc80da0656e82293ae160b5	38	3	0	12	7	8	82	2	6	11	4	0	5	44	22	7	2	4	35	17	6	7	0	12	15	0	3	0	0	0	59	44	15	5	0	48	0	0	6	5	2	0	0	0	1	8	17	3	0	0	105	4	0	0	4	4	2	0	0	0	7	4	9	7	0	16	2	0	161	2	0	4	0	0	0	0	2	1	0	0	2	7	0	0	4	0	0	0	47	0	0	4	3	1	19	17	2	0	13	33	25	0	0	3	0	4	3	2	NA
8f16da7656a7f1cbd95b8193bd34015f	38	0	0	0	12	2	8	0	4	0	0	0	0	0	2	20	0	5	19	28	0	22	2	5	3	0	0	4	0	3	14	11	2	11	0	0	0	0	15	0	0	0	0	8	5	7	0	0	0	16	2	3	0	2	0	0	0	0	0	0	0	16	19	8	14	0	5	0	0	0	2	0	0	4	0	0	0	8	0	4	6	3	0	0	3	9	19	0	6	4	2	5	0	0	0	0	0	0	0	0	0	9	3	9	0	0	0	0	NA
78d4a7090953f5b54ddaa1bce83e6f5b	37	0	0	0	9	4	29	0	25	0	0	2	22	0	17	50	14	75	16	25	9	78	5	85	0	0	23	25	0	0	10	9	25	88	0	0	0	0	43	8	17	0	0	28	11	0	0	14	0	55	31	4	0	3	16	4	3	0	0	0	0	6	29	0	23	2	114	10	6	0	7	2	0	35	0	0	0	8	0	14	0	0	0	16	0	23	42	0	11	17	5	27	0	29	40	19	0	0	0	9	28	34	9	18	7	0	0	0	NA
77a77eae86afdce64d710bd6818fef78	37	0	0	0	39	0	7	0	12	0	0	6	0	2	27	31	0	11	29	27	6	18	41	20	0	0	2	18	0	4	85	26	15	18	0	0	0	0	8	0	8	0	0	15	11	28	0	2	0	24	28	2	0	0	4	0	0	2	5	0	4	18	17	22	16	0	6	15	25	0	18	0	0	59	57	16	0	13	0	21	0	0	0	0	21	14	38	0	16	11	12	19	0	9	39	32	0	0	7	19	39	7	2	8	0	0	0	0	NA
c76ddc79ae7ee6143b3220e0858857e8	37	0	0	0	5	5	2	0	0	2	0	0	0	0	2	0	0	4	12	13	0	3	0	0	0	0	0	3	0	3	5	3	0	3	0	0	0	0	8	0	0	0	0	5	2	0	0	2	0	4	0	2	0	0	2	0	0	0	0	0	6	5	8	0	7	3	2	2	3	0	0	0	0	4	0	0	0	0	0	0	8	0	0	0	0	18	3	0	6	3	0	9	0	2	0	0	0	0	0	0	2	11	0	3	0	2	0	0	NA
34f937457eca33a3b558bf78f6b4f3e6	37	0	0	0	7	0	7	23	11	73	3	0	0	0	3	29	0	13	38	19	0	0	0	18	11	0	0	0	0	2	69	51	4	22	0	0	12	0	0	0	0	0	0	9	0	9	56	9	0	15	2	0	0	0	12	0	0	0	0	86	126	3	23	14	41	227	35	0	8	0	0	8	6	0	0	0	0	0	0	0	0	0	41	33	5	0	25	15	23	0	0	0	23	0	2	0	3	0	0	0	3	0	35	8	0	101	2	47	NA
bebf732d6c7bb7dc541611ecf85d0374	36	2	0	4	3	0	19	7	15	5	0	6	15	3	18	22	2	24	10	13	69	12	20	102	20	0	2	324	0	79	19	12	21	33	0	15	4	0	18	0	54	10	0	24	0	4	5	11	0	27	22	2	0	0	15	0	0	0	6	3	16	16	3	4	5	2	86	262	5	2	4	0	0	3	35	0	0	47	2	132	51	3	4	4	0	192	15	2	111	4	55	32	3	190	31	0	3	6	19	25	4	94	5	4	11	10	0	0	NA
0047d48fbaf4753f25019037ff802349	35	30	20	32	11	2	74	70	95	51	7	3	11	98	8	86	4	45	25	40	4	159	48	191	48	65	0	15	41	13	138	105	7	34	0	257	85	3	64	62	21	3	5	104	48	10	64	134	149	44	17	0	3	123	83	64	53	10	10	770	253	14	94	15	21	534	269	0	11	1	7	24	41	13	40	12	77	5	0	15	0	5	213	266	19	0	52	21	222	12	19	21	33	4	5	31	15	0	10	14	10	4	130	5	1	383	18	116	NA
cda4d243ad8b0e0814bd96abfbc9f6d5	35	0	0	0	8	0	167	2	108	4	0	0	4	0	10	138	0	138	8	61	52	27	15	162	14	0	0	28	0	2	9	9	15	215	0	0	8	0	31	0	18	0	0	63	0	6	2	74	0	31	17	8	0	0	170	0	0	0	0	7	0	33	155	2	51	0	134	20	27	0	2	0	0	0	10	0	0	40	0	9	2	0	0	31	3	12	87	4	31	4	6	51	0	18	10	1	0	0	5	9	8	31	13	54	8	0	0	0	NA
6f858676ace001f54549a9646247c0ec	35	25	19	47	3	0	19	76	27	89	8	17	13	11	33	64	2	45	9	30	10	2	2	16	43	17	7	4	36	28	62	61	30	48	0	0	64	0	4	126	3	14	0	11	19	7	108	40	9	17	6	0	9	8	33	22	22	13	8	137	108	11	22	13	39	166	64	4	4	12	1	76	63	4	9	27	63	4	4	0	16	5	55	50	10	4	15	25	10	4	4	6	36	2	6	3	40	2	10	14	40	0	71	5	6	129	28	44	NA
ee702aeb5cd061fabc6182d978666ee5	35	0	0	7	26	19	3	0	0	0	2	6	7	0	58	6	8	2	12	23	18	46	20	0	3	0	18	24	2	7	12	12	57	3	0	0	0	0	55	3	9	0	0	12	10	2	0	0	0	10	25	5	2	0	0	0	0	0	0	0	6	32	11	16	3	6	5	7	27	0	2	0	2	50	0	0	0	27	0	7	0	13	0	0	16	26	17	0	28	12	14	13	0	8	23	21	0	0	3	3	52	11	3	9	3	0	0	0	NA
b07e81a9d95bb89a8b08afb8f0dc1493	34	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	17	0	0	8	0	0	0	0	0	0	0	0	13	0	7	0	0	0	0	0	12	0	2	0	0	0	0	0	0	0	0	0	44	0	0	0	22	0	0	0	0	0	0	0	6	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	13	0	0	9	0	0	19	22	0	0	0	0	6	0	2	0	0	0	0	0	NA
478206657d921f42bd598e744c38f208	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	48	0	0	0	0	13	0	0	0	1	2	0	0	0	0	0	0	1	0	0	NA
5fe0b4222bb3b2c0045d9550c8adc802	34	5	13	29	15	7	0	23	0	36	9	39	5	122	30	0	0	0	24	25	28	25	46	0	26	14	0	13	5	7	9	2	23	0	0	206	0	0	98	71	60	10	0	55	2	9	68	0	71	22	90	27	0	16	0	9	6	70	21	0	108	14	38	29	14	70	0	77	10	7	19	53	11	17	43	6	18	53	6	13	0	17	46	0	23	77	11	2	51	15	34	93	13	12	58	45	22	0	3	9	43	33	15	22	29	24	8	4	NA
8f98fb8693ed59c21399d83ce2d10724	33	4	6	11	4	33	269	13	0	3	2	3	2	7	4	2	11	5	15	57	3	0	5	0	16	4	11	4	8	2	0	0	2	0	4	1054	7	2	5	11	8	4	0	0	4	0	50	10	5	0	336	49	7	2	85	15	3	5	8	2	7	204	72	14	7	4	0	5	602	2	5	5	4	0	3	3	5	3	0	3	52	16	20	11	3	0	0	8	0	3	7	4	8	11	15	23	0	9	6	50	4	0	3	7	7	4	2	8	NA
7d192d01fad5e411e543dc4b74f56342	33	0	0	0	39	3	50	0	7	0	3	0	7	0	14	9	0	8	9	9	23	24	24	9	7	0	0	1	2	0	15	18	25	11	0	0	0	0	28	0	39	0	0	125	14	15	0	0	0	186	21	3	5	0	2	0	0	0	0	0	3	69	53	6	16	0	5	0	13	0	2	0	0	11	16	0	0	57	0	2	0	19	0	0	9	0	101	2	27	40	17	53	0	1	2	5	0	0	8	5	5	0	24	19	5	0	0	4	NA
e0efbfeee27489354d38a3299e56eb8c	33	0	0	0	0	0	2	106	0	104	0	0	0	0	0	0	0	2	30	45	0	0	0	0	48	0	0	0	0	0	14	30	0	0	0	0	0	0	0	0	0	0	0	10	0	0	69	0	0	4	0	0	0	0	0	0	0	0	0	0	245	0	11	0	19	419	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	70	0	0	0	4	10	43	0	0	0	26	0	0	0	0	0	0	0	0	0	85	5	0	386	0	80	NA
50c444402975d39c64ed93315b288314	32	0	0	0	2	9	14	0	11	0	0	0	1	0	1	1	0	3	4	3	2	22	0	24	0	0	0	0	0	1	2	11	2	24	0	0	2	0	11	0	5	0	0	0	0	1	0	0	0	4	0	0	0	1	5	0	0	0	0	3	2	9	11	1	3	2	11	0	7	0	0	0	0	3	4	0	0	3	0	0	0	0	0	1	0	9	0	0	9	4	0	3	0	6	4	6	0	0	0	0	0	0	0	0	0	0	0	0	NA
24960e8f902c4608465a29d4770ba66a	32	0	2	14	16	12	2	13	5	17	3	3	0	19	19	4	2	4	19	30	19	10	45	15	11	5	0	83	0	4	6	8	19	10	0	0	12	0	36	11	43	0	0	18	2	9	25	11	6	14	37	2	5	3	12	2	0	8	2	12	46	75	26	17	8	19	11	104	25	0	3	13	7	11	65	0	3	20	0	81	12	27	7	8	9	81	8	3	27	23	62	78	3	39	15	27	9	0	0	4	15	16	5	17	23	8	0	5	NA
402a8b09c3e1b546cd9484973564b406	32	0	0	16	28	8	29	9	7	5	6	0	0	0	41	4	2	6	13	6	31	54	7	40	14	3	3	0	2	2	6	8	33	3	0	0	3	0	64	0	5	3	0	33	28	61	13	6	0	30	35	0	9	0	13	2	0	0	0	0	16	85	8	42	5	0	40	0	14	0	0	0	0	10	9	0	2	3	0	0	0	15	4	4	32	0	10	0	62	52	5	0	4	0	22	9	4	0	3	0	6	0	6	0	5	3	0	0	NA
c30a81a1a0b3cc752fdb1edee192134b	31	0	0	0	2	0	3	4	2	0	0	2	0	13	4	2	0	6	9	0	4	21	12	31	6	0	3	12	0	3	12	2	1	3	0	0	8	0	8	0	4	0	0	10	0	4	2	7	2	0	0	0	2	0	11	0	0	2	0	9	8	10	5	1	1	6	15	22	4	0	0	2	0	0	12	0	3	3	0	12	0	4	1	11	2	4	3	2	8	4	6	11	0	20	2	6	0	2	5	4	0	6	4	2	5	4	0	3	NA
5741050e0cb27d33070c7583d504eda6	31	0	0	0	23	0	25	0	14	0	0	9	0	0	7	32	0	57	21	14	0	3	27	40	0	0	0	0	0	7	14	11	5	54	0	0	5	0	9	0	5	0	0	34	0	2	0	17	0	15	22	5	0	0	40	0	0	0	0	4	4	14	34	0	8	2	29	0	3	0	6	0	0	3	17	0	0	7	0	0	5	0	0	0	0	8	20	0	19	0	9	27	0	0	16	28	0	2	0	9	16	2	2	4	19	0	0	0	NA
65f4983def94d4a7f0ca96d8c9de92b9	30	0	0	0	0	0	0	7	0	4	0	0	0	0	0	0	0	0	4	2	0	0	0	0	0	0	0	5	0	2	3	4	0	0	0	0	0	0	0	0	0	0	0	0	2	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	6	0	0	4	2	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	7	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	2	0	0	NA
74a64156b5dcf203c590fe58d0a47170	29	0	0	0	0	0	9	0	0	0	0	6	0	0	2	0	0	5	4	18	0	3	4	8	2	0	3	3	0	0	3	8	3	9	0	0	0	0	3	0	0	0	0	28	0	0	0	0	0	19	2	0	0	0	0	0	0	0	0	0	0	3	0	6	9	0	0	7	0	0	11	0	0	8	2	0	0	10	0	0	0	0	0	0	3	5	16	0	3	3	0	10	0	9	0	0	0	0	2	0	11	7	3	14	0	0	0	0	NA
6642549a3e50ba797204204ea03a1bfe	29	0	0	0	0	3	2	0	2	5	0	0	3	3	11	1	0	0	20	15	17	89	7	8	11	0	0	11	2	6	3	13	14	5	0	33	0	0	42	0	5	0	0	19	19	5	0	0	0	13	6	9	0	0	3	0	0	0	0	0	37	2	13	6	5	4	4	39	2	0	0	0	0	10	21	3	0	7	0	0	0	0	3	3	0	23	13	5	15	29	9	11	4	3	11	4	0	0	7	7	17	19	4	12	6	0	0	0	NA
