#OTU ID,Itg.04.DTT422.S14,LYZdtt308,LYZdtt307,LYZdtt306,Vil1.07B.DTT84,Vil1.07B.DTT83,Vil1.07B.DTT82,Itg.20.DTT506.S1,LYZdtt319,LYZdtt318,Itg.22.DTT520.S15,Itg.06.DTT436.S29,LYZdtt320,Lyz2.07B.DTT282.S124,Itg.26.DTT542.S38,Lyz2.04B.DTT246.S87,Itg.16.DTT484.S79,Lyz2.02B.DTT222.S62,Vil1.03B.DTT34,Vil1.03B.DTT35,Itg.26.DTT543.S39,Lyz2.06B.DTT270.S112,Lyz2.02B.DTT223.S63,Itg.20.DTT507.S2,Itg.22.DTT519.S14,SLCdtt022,Vil1.08B.DTT94,Vil1.08B.DTT95,Vil1.08B.DTT96,SLCdtt149,SLCdtt148,SLCdtt024,SLCdtt150,Lyz2.08B.DTT295.S137,SLCdtt166,SLCdtt168,SLCdtt167,Lyz2.02B.DTT224.S64,Vil1.013B.DTT156,Vil1.013B.DTT154,Vil1.013B.DTT155,Lyz2.06B.DTT271.S113,SLCdtt054,SLCdtt053,SLCdtt052,Itg.10.DTT459.S53,Vil1.04B.DTT48,Vil1.04B.DTT47,Vil1.04B.DTT46,Itg.24.DTT530.S25,Itg.16.DTT482.S77,SLCdtt114,SLCdtt113,SLCdtt112,Itg.10.DTT458.S52,SLCdtt006,SLCdtt005,SLCdtt004,Lyz2.07B.DTT283.S125,Itg.18.DTT494.S89,Lyz2.03B.DTT234.S74,SLCdtt132,SLCdtt130,Lyz2.05B.DTT260.S101,Lyz2.01B.DTT211.S51,Vil1.09B.DTT108,Lyz2.07B.DTT284.S126,Lyz2.05B.DTT259.S100,Vil1.010B.DTT118,Vil1.010B.DTT119,Lyz2.06B.DTT272.S114,Vil1.010B.DTT120,Vil1.05B.DTT60,Vil1.05B.DTT58,Vil1.05B.DTT59,Lyz2.08B.DTT296.S139,Itg.18.DTT495.S90,Itg.08.DTT447.S40,Itg.24.DTT531.S26,Vil1.09B.DTT107,Vil1.09B.DTT106,Lyz2.03B.DTT235.S75,SLCdtt070,SLCdtt078,SLCdtt077,SLCdtt076,Lyz2.01B.DTT210.S50,Lyz2.03B.DTT236.S76,Itg.26.DTT544.S40,Vil1.01B.DTT12,Vil1.01B.DTT11,Vil1.01B.DTT10,Itg.18.DTT496.S91,Itg.02.DTT410.S2,Lyz2.05B.DTT258.S99,Vil1.014B.DTT167,SLCdtt096,SLCdtt095,Vil1.014B.DTT168,Itg.12.DTT470.S64,Vil1.06B.DTT70,Vil1.06B.DTT72,Vil1.06B.DTT71,Itg.02.DTT411.S3,Itg.06.DTT435.S28,Itg.22.DTT518.S13,Lyz2.04B.DTT248.S89,Itg.20.DTT508.S3,Itg.04.DTT424.S16,Itg.04.DTT423.S15,LYZdtt356,LYZdtt355,LYZdtt354,Itg.02.DTT412.S4,Lyz2.01B.DTT212.S52,Itg.08.DTT446.S39,Vil1.02B.DTT23,Vil1.02B.DTT22,LYZdtt368,LYZdtt367,Vil1.02B.DTT24,LYZdtt366,Lyz2.04B.DTT247.S88,Itg.06.DTT434.S27,LYZdtt332,LYZdtt331,LYZdtt330,Itg.12.DTT471.S65,Lyz2.08B.DTT294.S136,LYZdtt344,LYZdtt343,LYZdtt342,taxonomy
MF0038,14237.38,43820.55,45244.05,36906.83,2719.33,1835.75,2756.5,25798.48,4579.52,20754.98,14584.58,3597.8,110169.18,32402.03,12345.85,14232.05,21292.07,10026.02,14987,2635.02,7699.5,7740.87,6841.52,16384.13,4158.44,34528.11,4928.41,4573.08,5409.25,43633.78,67498.42,2966.73,31697.05,3528.42,14984.96,38217.34,28637.9,11611.83,7895.58,7786,3894.67,9309.82,4696.82,12991.82,12001.15,3705.62,8423.95,5450.28,10504.9,14646.14,14060.04,12282.54,6403.28,2394.03,11698.92,7253.62,3768.82,2694.53,4938.18,23201.12,10637.83,23414.82,5777.98,7882.62,8978.47,3036.4,21449.02,7069.9,6737.33,6756,4089.62,2797.92,3128.125,4277.95,2502.35,15893.82,16965.83,13953.3,3694.1,5732.9,6290.48,5462.05,4542,8027.74,6289.16,13859.23,21229.3,5909.67,9511.87,3862.4,6619.95,6905.51,16719.38,13609.42,12091.52,4734.08,1402.53,631.48,22496.67,11693.15,2021.23,3570.08,3151,2962.28,15054.22,19435.71,10741.96,29345.82,7777.25,19932.26,6539.67,12520.72,43028.17,9706.05,5490.55,8299.12,11352.55,6913.98,47991.08,43249.97,6406.63,31315.49,18363.1,13819.6,13861.53,16314.13,33222.59,5033.18,7332.69,19493.62,31219.51,16273.77,
MF0039,88.5,108,173,0,0,0,0,43,0,176,59,14,76,44,22,69,38,12,282,36,24,13,6,58,9,175,0,0,0,124,684,14,71.5,4,13,29.5,18,22.5,65,361,16,27,0,4,7,7,32,9,15.5,50.5,22,26,6,0,4,32,12,31,20,127,15,26,0,10,0,0,17,8,49,5,21,0,0,0,0,11,113,49,25,2,36,5,12,25,32,63,47,1,22,0,0,8,111,16,12,18,0,0,105,11,0,0,0,0,47,68.5,20,54.5,62,78,17,21,0,24,8,9,12.5,0,94,55,19.5,19,215,46,62,68,14,11,25,183,58,102,
MF0036,7937.17,16156.145,15379.915,2703.625,2680,1810,2655,2304.906667,4682.515,10585.59,4492.695,1170.98,5515.111667,5027.58,4140.876667,1908.531667,6935.526667,1519.66,8639.446667,1366.683333,11925.56125,6614.303333,747.33,3318.045,3093.358333,7954.685,4851.75,4408,5359.5,23754.105,16247.525,2445.66,13827.76,515.5,23995.82,18588.59,19343.75,1528.42,3501.07,4536.891667,2243.955,2905.421667,2322.76,3667.141667,4553.703333,4283.528333,1437.553333,1219.845,2722.845,2895.581667,2359.33,1865.058333,1276.843333,900.93,4623.333333,3947.205,1971.153333,1288.388333,1113.825,5343.116667,5768.005,5883.25,777.75,3185.288333,5153.5,2616.75,7062.183333,3676.82,4149,5865.5,1229.72,2655.25,3023.25,4090,2175,1320.58,4701.933333,5422.696667,3645.33,4873.75,4087.25,3949.57,2077.396667,2257.325,2375.935,5691.125,2977.74,5653.835,3995.236667,1145.085,839.92,776.415,4971.71,9566.056667,4999.226667,2509.061667,12421.01,7353.71,5363.116667,7940.185,1973.5,3538.5,3140,4072.931667,5148.61,2417.691667,4784.421667,5673.101667,6782.206667,15640.31333,3930.96,2544.13,963.035,8136.97,1227.485,1915.038333,2988.198333,1701.635,7748.47,5274.555,1519.861667,3611.965,5716.121667,4592.5,9120.325,7315.826667,4320.131667,2194.468333,1293.796667,7647.035,3721.2,4417.075,
MF0037,64.5,30,31,13,0,0,0,21,11,30.5,38,23.5,19,27.5,14,13,21.5,12.5,97,16.5,11,15.5,13,15.5,13.5,104,0,0,0,105.5,284,18,101.5,7,43.5,223,64,14,2711.195,0,0,45,12,142,25,11.5,29,23,48,34,6.5,18.5,0,0,16.5,0,0,0,7,71,21,57.5,15,23,34,0,94,52,43.5,8.5,5,0,0,0,0,20.5,53.5,60,5,9,26,10,9.5,12,0,23,28,3,22,12,18,18,58,37,77,6.5,0,0,33.5,39,0,0,0,19,41,26.5,16,73.5,56.5,58,18,43.5,0,30,9.5,10.5,26.5,35,214,122,16,155,8.5,54,29,16,17,13,10,66,47,40,
MF0034,4917.14,9996.35,9782.96,1522.95,22,22.75,29.79,1855.12,1494.35,4468.47,5775.04,1288.59,5231.58,10350.5,5858.59,1509,11357.88,7095.19,11727.64,1429.95,19930.44,21665.03,5269.46,2893.67,2249.55,11132.58,11.33,48.04,35.93,18727.11,23495.22,1969.1,23110.99,1496.18,10300.48,15877.66,12333.53,4006.36,3308.11,3989.7,1156.76,4355.87,3206.11,8277.86,7908.93,1770.29,2673.37,1243.08,3126.18,4925.35,5240.47,5493.42,2625.5,405.5,2437.99,3872.48,1690.25,570,1400.23,8341.7,3835.19,7614.07,1079.5,5184.97,2909.43,532.27,14024.25,5794.35,2194.83,692.89,1711.8,188.54,7,22.5,0,8163.08,5084.96,5631.3,1472.07,783.87,2127.37,3766.23,1074.92,3918.02,2706.23,3595.65,2441.46,2181.35,6451.58,1906.88,2711.62,1271.01,4339.6,29854.35,8904.85,1530.68,365.4,177.6,5608.95,7174.07,2.29,9,0.5,3882.87,5918.18,4051.82,1957.18,8963.82,3757.31,8473.74,5193.26,4831.37,2412.47,7411.11,2090.29,2222.99,4133.32,3381.25,23044.53,20630.39,2467.06,14963.28,2150.54,5579.89,29567.56,22866.82,13723.56,2935.2,2206.87,6885.81,1868.38,4777.57,
MF0078,65733.98,46556.17,68636.38,12965.45,2919,2159.75,2818.54,8207.69,16615.52,113203.22,8856.79,6571.41,4194.67,20007.84,9335.5,5961.24,20387.29,85710.19,14486.39,4145.27,4525.45,13239.69,36779.12,11170.5,9932.3,15664.41,5086.75,5199.29,5581.43,93430.2,21070.3,5213.93,42603.65,6067.68,235727.8,78249.16,105835.03,21440.45,8376.2,10410.95,7681.01,7627.95,2045.11,8648.78,13665.02,17812.54,3221.88,3446.25,6295.51,7191.17,4470.81,3036.75,2787.08,270.25,18265.07,8446.65,3851,4981,3267.99,9091.62,30742.04,10917.15,2463.35,5663.7,24644.43,4625.52,13432.17,5894.51,8454.5,10746.31,2806.04,4617.54,3219,5456,2760,48910.49,9019.88,13477.87,4227.99,8227.7,7886.37,36271.98,4529.25,33096.01,42260.58,50239.65,27679.87,33650.43,6459.24,20642.46,21838.71,12481.43,10274.69,15578.26,7665.93,3334.6,18688.9,17081.02,10259.54,21880.41,2129.79,3762.5,3278.5,13235.62,51294.17,5613.57,13302.42,15522.23,29435.64,71176.3,95977.09,45400.36,18429.22,33459.02,46559.28,4607.15,8298.25,3817.08,20077.27,18020.32,4098.65,10205.53,20949.62,39670.64,18330.22,9134.08,5187.56,6219.04,3753.38,48538.13,14778.12,31546.99,
MF0035,3470.39,32899.42,10417.58,1340.03,2707.33,1831.75,2675.79,1732.78,1091.58,4668.3,4498.12,1032.09,4229.16,8845.75,3447.92,1387.25,8917.25,6611.86,2481.56,1043.7,19163.61,2399.28,5050,2379,1697.72,8356.16,4877.41,4445.87,5404.93,31125.42,13446.97,1742.5,17226.75,1361,8603.39,13526.58,11131.78,3639.61,5485.61,7694.95,2205.18,2925.12,3137.75,7967.25,7634.5,1469.29,2653.25,1544.83,3062.25,2024.43,4101.97,4203.75,1984.5,287.5,2156.24,3110.98,1369.67,332.83,1712.9,3625,3490.86,7464.5,842.25,2122,5436.1,2860.19,7844.75,4737.75,4980.83,6230.06,1917.97,2708.46,3023.25,4090,2226.75,7673.25,3695,5151.38,787.9,5273.62,4890.12,3659.65,534.09,3482.75,2465.06,3254.98,2426.46,2004.75,4718.33,1612.96,2277.5,1257.84,3352.5,8872.1,7354.25,959.68,202,94,4391.79,6300.57,1978.12,3544.83,3140,1889.37,4701.85,2493.24,3360.59,8738.25,1519.81,3131.41,4903.76,3394.7,410.39,5223.11,2029.54,2036.75,2864.49,2127.25,22055.86,19678.56,1680.56,14892.95,1986.62,4769.14,2831.39,8532.9,4748.64,2608.5,1178,5394.31,1579.05,2529.66,
MF0079,988,2333,1481,592,2680,1810,2655,811,588,861,1083,335,1114,1442,2003,358,2593,336,1599,211.75,1246,841,279,1041,735,5493,4851.75,4408,5359.5,15025,1322,533,10427,318,3020,7960,1035,642,1573.75,1183.25,483,1615,604,3325,1145,331,453,402.25,1426,775,2871,850,419,120,417,359,236,211,409.25,2767,833,1759,333,873,2603.25,2616.75,4141,3063,4074.5,5852.5,456.75,2655.25,3023.25,4090,2175,1350,2543,1895,245,4863.25,4038.25,254,296,345,152,872,488,235,1965,589,459,577,1654,4015,4205,369,43,58,1345,1562,1973.5,3538.5,3140,863,1279,946,1419.5,3702,545,1375,356,430,128,1106,348,734,825,575,2315,5298,427,4529,679,1998,1085,5103,2990,588,423,1218,843,1215,
MF0032,18.25,193.25,195.25,61.75,2680,1810,2655,157,87.25,133.75,67.75,17.5,48.5,77,59.5,10.75,63.25,22,58.75,211.75,352,191.75,23.75,64.75,34.25,27.75,4851.75,4408,5359.5,0.25,0.25,0,0.25,26,0.25,0.25,0.25,50.25,1573.75,1183.25,483,63.25,0,3.75,3.5,21.5,235.5,402.25,167,305.25,15,186.75,9,0,13.75,75.5,40.25,22,409.25,63.25,50.5,0,9,95.5,2603.25,2616.75,60,32,4074.5,5852.5,456.75,2655.25,3023.25,4090,2175,58,106.25,101.5,152,4863.25,4038.25,38.75,0,10.25,13,19.75,28.5,24.25,73.75,156.25,121.75,74.5,73,44.75,12,184.75,0,0,1190,5.5,1973.5,3538.5,3140,12,62.75,52.75,1419.5,83.25,51.5,69,56.5,62,40,58.5,61.75,10.25,165.5,77.75,450,44.75,207,52.5,69.25,147.25,60,106.5,60.75,13.25,49,159,54.25,127.5,
MF0076,36145.75,22181.835,42238.79,7952.5,2789,1981.5,2720.5,5008.71,12803.79,60221.96,11520.625,3386.5,12670.625,8719.5,15089.085,4191.875,9831.375,42599.165,2450.915,2957.875,14739.625,9919.25,18343.625,7536,15843.25,8707.875,4961.75,4797,5472.5,63474.46,3587.375,2273.125,39479.625,3080.125,140721.71,45764.125,62474.5,10304.5,12690.665,8598.25,12231,6845.25,3694.5,10612.75,12475.875,22425.5,2351,2388.25,3374.125,5917.335,1627.125,9415.75,9726.5,832,24988.375,18086.375,11738.125,7233.5,1531.415,6183.25,19209.415,7159.375,1656,3390.75,13879.5,3692.375,10308.5,2466.375,6497,9882.625,2570.125,3949.25,3120.25,4778,2466.5,24243.625,9553,13217.21,21869.5,6778.75,6000.25,21651.79,3186.75,17346.875,22234.875,27056.125,12967,21574,14470.875,10659,11256.75,6174.25,13193,28266.75,3679,7881.75,34549.75,15887,8065.415,19663.875,2051,3643,3203,17475.5,26689.375,4750.75,14887.21,12015,22793.875,48269.75,46325.375,21934.085,9050.125,27053.125,23288.125,4309.5,6994,3715.25,7431.96,6834.665,2960.75,3934.875,15535.625,18957.375,7289.085,2140.5,1069.375,9603.125,1711,21180.71,5831.75,14630.54,
MF0033,72032.38,60902.015,84365.96,33563.98,4264.83,3072.75,4145.52,21797.465,22109.975,120674.345,20192.725,7510.055,95219.93,26597.02,25173.345,11508.045,26213.99,89527.86,17180.58,5633.295,27480.96,28033.08,39640.37,16605.29,22421.655,24370.15,7526.62,7433.1,8295.84,127586.26,33411.48,5989.17,74356.815,6953.51,264638.115,92145.285,122037.09,23716.84,19155.76,15858.35,17725.675,13311.26,6563.3,20281.085,23939.735,32660.905,5773.9,6177.64,10001.37,14343.825,9658.595,14044.355,12647.52,1979.305,39500.87,22862.785,14038.12,10373.93,4187.665,16608.895,37338.415,18601.235,4362.33,9324.535,28243.535,6291.845,25273.495,8652.295,11995.915,15667.74,5043.19,6365.19,4733.25,7580.725,3878.775,53175.83,17526.48,23860.105,25371.36,11375.35,11186.475,41937.07,6870.06,36044.435,44963.585,54729.73,32548.435,39881.925,21319.605,22225.97,24459.615,14690.135,21085.11,51724.64,12698.975,10725.715,44206.88,24627.74,17765.77,34845.18,3139.425,5536.705,4842.5,26206.375,56055.18,14573.25,23387.875,26460.325,39797.37,89152.24,96964.255,50462.585,41218.895,48096.135,47930.315,10304.685,14468.71,9049.495,30492.65,27796.35,6739.84,22616.045,29096.15,42378.745,31952.845,19618.62,23906.685,14377.06,5097.42,49717.605,28080.99,36784.095,
MF0077,825.6666667,3859.223333,1437.36,469.6666667,3590.333333,2430.333333,3540.5,692.9733333,460.6933333,946.0566667,1274.166667,260.3333333,875.9166667,1259.083333,1298.223333,276.0833333,1682.333333,505.2766667,6981.75,548.1666667,6618.75,794.75,412.25,874.0833333,536.4166667,3414.583333,6470.833333,5901.5,7166.083333,10146.55667,1513.723333,370.0833333,6764.166667,245.4166667,2520.14,4982.333333,1282.25,532.5,3116.86,2492.416667,1830,955.3333333,478,2294.666667,743.0833333,314.0833333,789.1666667,945.5833333,1444.75,979.0566667,1685.25,1117.5,463.5,77,355.9166667,1141.583333,569.0833333,244.5,778.7766667,3745.333333,648.9433333,1236.583333,275,756.1666667,4266.166667,3572.916667,2769,1855,5788,7978.5,963.3333333,3572.416667,4031,5454.25,2905.75,978.9166667,2052.583333,1293.473333,412.3333333,6637,5637.583333,323.7766667,200.6666667,307.3333333,169.5,727.5,446,205.5,1278.583333,723.9166667,617.75,525.1666667,1275,2527.333333,2597.333333,556.9166667,64.16666667,143.3333333,2800.61,1083.916667,2631.333333,4723.416667,4190.666667,568.75,935.5,671.8333333,2320.556667,2159,497.3333333,1080,350.6666667,376.4733333,155.4166667,887.3333333,357.4166667,528.6666667,951.3333333,863.6666667,2120.223333,2921.943333,691.5,2634.666667,630.9166667,1547.916667,753.64,3073.25,1813.25,400.75,328.4166667,1067.39,657.25,938.6933333,
MF0029,3699.64,12725.51,5010.55,1583.7,2708,1827,2660.29,1428.03,1057.44,4719.88,2740.29,1125.09,4400.58,7241.75,3163,1395.25,5265.88,4753.03,13194.64,1227.95,2558.19,2363.03,3270.71,2033.92,1956.3,9576.08,4858.08,4439.79,5377.43,31877.52,11399.88,1641.1,19504.74,664.43,16535.64,14902.91,6660.78,2172.11,14596.7,14942.45,17523.51,1852.62,2933.86,11047.36,2784.43,1358.54,3930.62,3669.08,8431.93,2287.01,4892.47,7012.42,3834,310,2022.99,2542.98,1800.25,1708,1679.07,7415.45,2834.03,6018.07,1584.6,3016.97,4672.18,3047.27,4395,5619.35,5759.83,6620.39,1412.05,2846.54,3023.25,4090.5,2192.25,3392.83,4842.96,3618.46,903.57,5756.62,5709.62,1478.82,852.42,651.52,485.73,1871.4,2324.46,881.35,3578.08,2780.63,3198.37,2433.76,3275.6,8757.35,9185.6,1445.43,587.4,1754.6,5344.29,4722.57,1973.79,3551.5,3151.5,2164.12,3642.93,2214.32,3611.59,4040.32,1952.31,4143.74,1554.76,1372.03,503.97,4096.86,1535.54,2548.49,5508.32,7306.25,6356.19,5987.48,3014.31,6345.28,3417.29,6141.14,2688.22,8027.57,4860.31,1564.45,972.87,4492.72,2742.88,2731.66,
MF0041,6701.5,7929.995,5988.5,1184.29,2010,1357.5,1991.625,2424.335,655.96,3205.335,7708.485,940.41,1451.04,5518.915,7086.876667,2077.286667,5767.99,1352.5,11604.705,936.705,15598.86875,7683.138333,769.375,4530.745,6478.313333,8828.855,3640.1875,3306.625,4023.1875,35970.795,17623.375,2548.995,25139.845,559.21,18030.825,12032.255,16393,1419.5,3889.485,5111.391667,3143.04,3934.671667,1530.965,4629.681667,4931.045,9318.943333,1953.258333,1219.845,2722.845,4041.581667,2168,3860.558333,3985.678333,382.93,10084.08333,7784.785,4836.903333,3454.388333,910.79,6572.925,6803.655,4237.21,1099.79,3419.963333,2620.25,2183.373333,7244.513333,3676.82,3909.721667,5138.701667,1509.84,2194.243333,2267.4375,3067.9375,1631.25,1603,5163.268333,8626.616667,7526.896667,3975.245,3731.486667,4390.705,1984.83,2051.875,2170.295,6282.665,2312.49,4420.46,7415.821667,798.125,805.46,781.83,4971.71,20825.51667,4488.17,3105.521667,6579.17,3879.77,6192.576667,12064.515,1480.125,2654.6875,2355,5387.311667,4235.33,4121.271667,4788.916667,6863.375,7614.501667,14755.955,3556.92,2129.42,731.54,9076.705,973.87,2945.373333,3958.193333,2280.47,5044.255,3412.59,1941.776667,2669.425,6009.621667,3208.25,9651.66,7493.571667,4445.881667,4469.883333,1428.206667,6551.24,3358.91,3168.995,
MF0085,46947.2475,25680,48031.125,9126.9375,172.5,257.25,98.25,5290.32,11953.3125,81398.25,5004.1875,4441.5,2102.31,12022.245,6036.1275,3607.3125,11534.5625,63525.75,2993.56,2791.69,2265.81,8742.5025,27237.69,7407.6225,7120.2525,6008.06,162.9975,573,162.75,62499.1875,2948.875,1984.3125,28101.19,4290,176253.0625,50985.19,73622.875,15145.3725,3620.8725,3780.75,4969.5,4403.7525,1378.5,5889.75,9801.9375,12880.2525,1511.4975,1639.7475,2596.815,3713.445,1769.31,1603.5025,1833.75,162.75,13023.315,6848.94,2891.9375,3377.5,1459.8075,2034.0025,22206.12,7490.94,1680.75,2155.8775,16144.4375,1345.56,6544.2525,1538.69,2840.4975,3472.56,1225.125,1397.25,145.5,1016.25,425.25,35816.565,3579.6225,6648.69,2623.6275,2266.5,2418.2475,27004.185,3028.8725,24330.815,31214.685,36106.6875,18988.25,24832.6275,3731.565,15081.8775,16129.2475,8937.1225,4199.7475,11252.0025,2374.5025,1611.7475,13755.375,12593,3239.1225,10935.9375,116.25,166.5,102.75,9830.4975,36469.3125,2817.255,7843.9375,10814.3775,20953.6875,50855.13,69164.7525,32408.6925,13271.685,24772.3125,34281.9375,2326.6275,5019.7475,2334.75,9667.7575,9704.25,2230.935,5340.1275,13775.94,27043.3125,10539.1875,2782.3125,1415.8125,4125.435,1980.5025,30998.7525,8468.3775,21280.3725,
MF0086,144041.035,104456.68,175052.07,50197.415,3033,2342.625,2892.895,32749.565,48412.07,244891.495,42256.08,15054.76,123397.39,54175.31,55352.22,21528.165,53034.925,178651.29,33430.355,10823.015,48842.64,57983.885,78943.14,33650.08,48376.43,51395.98,5196.165,5604.27,5714.59,248999.025,65850.835,13645.095,150446.935,13811.89,541086.89,190477.865,256476.73,47229.355,31664.57,26375.325,31700.595,28911.445,13461.77,39536.015,49421.745,73395.51,10997.17,10252.805,18541.42,27661.705,16129.79,32965.23,30607.77,3594.64,85667.49,51102.82,33165.535,23039.515,7116.2,33746.915,78314.6,38815.895,8604.84,20488.095,48503.915,6048.935,55302.04,18959.595,13883.83,17923.6,9468.25,6390.5,3319.5,6193.425,3054.075,105870.41,37430.71,53038.415,64717.65,10640.35,12226.45,87041.685,13603.515,72341.94,90637.875,110668.015,60965.995,84507.85,50460.685,43517.37,47647.3,27901.225,44869.995,106984.48,27456.9,24842.805,97634.165,51605.46,34109.83,79851.26,2217.245,3866.625,3336.25,55537.35,113100.805,25659.495,50715.835,55599.9,81399.19,181405.85,195226.26,98216.35,60871.96,98979.02,95654.83,20113.095,30746.79,17680.87,59321.955,53942.595,13569.83,38821.06,62947.13,84863.065,63807.12,38477.495,34765.675,33070.12,10117.735,100144.96,43275.175,70192.255,
MF0083,202.08,193.25,507.17,57.375,0,0,0,109.17,46.67,239.04,101.875,32,48.5,77,59.5,96.5,63.25,28.335,247.33,47.67,110.83,124.17,27.71,100.33,30.96,161.33,0.33,7,0,43.33,839.33,13,51.67,22.5,12.33,156.67,15,70.79,60.5,0,0,134.17,0,23.5,10,26.585,38.33,35.33,54.92,111.34,30.33,41.67,9,0,22.71,77.67,18,31,78.33,150.67,50.5,13.67,9,110.585,69,2.83,124.335,27.335,94.33,15.33,66.5,0,0,0,0,48.835,127.33,128.5,41.67,16,78.33,33.375,14.33,54.67,62.33,141,28.5,45.96,60.21,19.17,34.33,61.83,136.33,46.21,73.335,64.33,38.5,26,179,40.5,0,0,0,9.33,62.75,84.34,130.83,64.67,163,148.34,42.085,42.17,13.33,41,52,19.17,108.915,14.5,481.67,291.67,76.83,100.67,168.96,105.625,136.33,117.25,89.5,22.29,49,263,76.96,162.25,
MF0040,550.11,1564.35,1006.01,382.08,2698.33,1827,2655.29,587.62,392.82,683.75,645.22,189.79,637.83,824.96,1084.5,201.75,1551.35,266.86,8333.415,395.585,1003.53,639.46,192.04,594.89,414.35,2911.08,4866.08,4438.62,5384.93,7793.54,2430.335,283.33,5279.15,205.1,1522.44,4026.21,595.68,432.68,2094.08,1842.25,830.53,890.25,336.53,1777.13,630.93,218.07,495.46,644.25,961.19,789.82,1497.14,654.42,234.33,60.33,259.32,1978.585,797.25,135.33,575.54,3182.335,519.5,913,180.33,537.5,3143.35,2650.71,2154.43,1592.76,4348.5,5997.03,725.42,2681.21,3023.25,4090,2175,762.86,1398.68,1158.21,316.33,4960.82,4206.39,215.32,167.96,250.585,146.415,460.08,291.36,152.68,1078.61,467.29,363.71,365.26,923.57,2063.18,2125.43,392.75,25.33,29.33,1946.96,861.07,1978.12,3544.83,3140,447.29,743.85,553.85,1710.54,1952.25,341.21,806.67,353.64,306.71,127.96,631.36,254.04,382.82,601.46,380.08,1851,3154.46,457.43,2574.03,490.15,1163.54,635.14,2677.4,1582.94,339.82,267.67,817.24,502.63,764.03,
MF0084,18.25,193.25,195.25,61.75,2680,1810,2655,157,87.25,133.75,67.75,17.5,48.5,77,59.5,10.75,63.25,22,58.75,211.75,352,191.75,23.75,64.75,34.25,27.75,4851.75,4408,5359.5,0.25,0.25,0,0.25,26,0.25,0.25,0.25,50.25,1573.75,1183.25,483,63.25,0,3.75,3.5,21.5,235.5,402.25,167,305.25,15,186.75,9,0,13.75,75.5,40.25,22,409.25,63.25,50.5,0,9,95.5,2603.25,2616.75,60,32,4074.5,5852.5,456.75,2655.25,3023.25,4090,2175,58,106.25,101.5,152,4863.25,4038.25,38.75,0,10.25,13,19.75,28.5,24.25,73.75,156.25,121.75,74.5,73,44.75,12,184.75,0,0,1190,5.5,1973.5,3538.5,3140,12,62.75,52.75,1419.5,83.25,51.5,69,56.5,62,40,58.5,61.75,10.25,165.5,77.75,450,44.75,207,52.5,69.25,147.25,60,106.5,60.75,13.25,49,159,54.25,127.5,
MF0082,33.75,224.5,251.25,62.75,2680,1810,2655,175,88.25,210.5,88.25,22.25,75.5,94.25,69.25,51,68,24.75,182,215.25,362.25,197,28,91.25,39,77.5,4851.75,4408,5359.5,26.25,289.25,0,17.75,26,1.25,5,3.75,60,1607.5,1363.75,491,76,0,9.75,4.25,24.5,236.75,403.25,168.25,319.5,15,192.25,9,0,16.25,80.5,41.75,37.5,416.75,131.75,56,0,9,100,2603.25,2616.75,71.25,33.5,4079,5852.5,463.75,2656.25,3023.25,4090,2175,62,149,114.5,158.5,4864.25,4041,40.75,0,27.25,22,39.5,58,26.5,81.5,156.25,121.75,76,118.5,48.75,14.5,189.75,0,0,1234.5,15.75,1973.5,3538.5,3140,12,72,81.75,1435.25,96.75,60.5,99.75,56.5,63.75,40,61.25,65.5,13,168.5,77.75,498,61.75,213.75,59.5,195,165.25,97,131.5,64.25,16.25,59.25,257,84.5,182.25,
MF0080,4071,10830.25,1921.75,454,0,0,0,673.25,152,1154,5044.25,274,434.5,1104.375,3264,237,3471.125,410.5,655.625,183.25,9575.125,1330.25,226.625,1294.375,6870.375,2688,0,0,0,21659.125,4705.875,1344.5,14040.75,90.375,9530.75,4044.625,2750.125,261.75,0,0,0,1294.5,2143.125,5601.125,4053.125,5290.75,1191.375,1087.5,2367.875,1325.125,0,2038.5,0,0,5819.125,0,0,0,303.625,4653.25,215.25,1569.125,424.375,1189.375,611.125,0,2529,1933.125,278.75,468.375,550.75,0,0,0,0,272.5,5169.75,4834,5005.125,382.875,357.625,194,0,436.25,0,817,490.375,0,3791,409,233.75,212.25,8406.125,15406.375,2210.25,2727.375,0,0,3058.375,7412.5,0,0,0,7377.25,1532.75,1783.375,476.625,1900.125,6678,10495.625,1746.125,1043.625,0,7067.5,281.875,1670.5,1246.625,849.5,1668.25,915.125,552.375,1290,467.5,1449,1254.625,2395.75,1399.625,2491.625,192.5,2566,1618.5,1307.25,
