#OTU ID,LYZdtt304,Itg.18.DTT492.S87,Lyz2.04B.FP244.S41,Vil1.07B.DTT80,LYZFP328,LYZdtt316,LYZFP316,Vil1.02B.FP20,Itg.02.FP408.S8,Itg.08.DTT444.S37,LYZFP304,Itg.02.DTT408.S100,Vil1.04B.DTT44,Lyz2.03B.DTT232.S72,Lyz2.05B.FP256.S53,Itg.10.DTT456.S50,LYZFP352,Vil1.05B.FP56,Itg.12.FP468.S70,LYZFP340,Vil1.09B.FP107,Lyz2.08B.FP292.S90,Vil1.08B.DTT92,SLCdtt020,Lyz2.03B.FP232.S80,SLCdtt146,Vil1.04B.FP44,Lyz2.01B.DTT208.S48,Itg.16.FP480.S83,Itg.26.FP540.S44,Vil1.01B.DTT08,Itg.04.DTT420.S12,Lyz2.01B.FP208.S56,SLCdtt164,Itg.18.FP492.S95,Itg.24.FP528.S31,Itg.26.DTT540.S36,Vil1.013B.DTT152,SLCdtt050,Lyz2.06B.DTT268.S109,Itg.10.FP456.S58,Vil1.13B.FP155,Vil1.05B.DTT56,Itg.20.DTT504.S99,SLCdtt110,SLCdtt128,Vil1.01B.FP08,SLCdtt002,Lyz2.06B.FP268.S65,Vil1.010B.DTT116,Itg.22.DTT516.S11,SLCFP146,SLCFP020,Vil1.02B.DTT20,SLCFP050,Vil1.06B.FP68,SLCFP164,Vil1.09B.DTT104,Vil1.03B.FP32,Itg.12.DTT468.S62,Lyz2.08B.DTT292.S134,SLCFP110,Lyz2.04B.DTT244.S85,Lyz2.07B.DTT280.S122,SLCdtt068,SLCdtt074,Itg.04.FP420.S20,Vil1.14B.FP167,Vil1.06B.DTT68,SLCFP128,Itg.16.DTT480.S75,Itg.06.DTT432.S25,SLCdtt092,SLCFP002,Vil1.014B.DTT164,Itg.06.FP432.S33,Vil1.10B.FP119,Itg.22.FP516.S19,Lyz2.07B.FP280.S78,Itg.08.FP444.S45,Vil1.03B.DTT32,SLCFP074,LYZdtt352,Vil1.07B.FP80,SLCFP068,Lyz2.02B.DTT220.S60,LYZdtt364,Lyz2.02B.FP220.S68,Itg.20.FP504.S7,LYZdtt328,SLCFP092,Vil1.08B.FP95,Itg.24.DTT528.S23,Lyz2.05B.DTT256.S97,LYZdtt340,taxonomy
MF0058,3446.5,700.5,171,6036,496,1192.5,1045,258,147,626,1251,461.5,326,566,73.5,386,423.5,583.5,466,666,103,142,7735,281,203,91.5,318,905,373.5,312,100.5,95,672.5,437.5,405,289,419,1747,704,372,260,36,10758,393,341,556,231.5,538,340.5,4591.5,233,387,109,141,123.5,543,185,4529,315,593,311,137,235.5,242.5,505,1180.5,88,123,9849.5,75,672,363.5,344,143.5,1623,188,61,453,117,190,288,92,971,130,72,1059.5,1575,650.5,564.5,3668.5,250.5,83,440.5,316.5,5679,
MF0015,83006.83,24672.57,26655.54,3588.91,29352.87,131050.15,66840.02,30627.26,16814.55,30704.32,68039.55,15591.33,12467.14,33525.46,6290.16,23146.48,23837.18,25214.98,30000.59,31469.41,70870.68,16898.93,7157.49,9558.33,74496.54,13946,20991.51,28794.55,30247.33,30783.79,4674.98,15015.16,35251.22,66953.73,36520.69,33345.94,17441.35,6344.25,16386.3,13694.83,37369.34,45656,7023.42,20153.47,22138.18,19986.69,16154.12,29808.93,19547.49,14990.82,12434.15,50760.47,13434.75,7335.92,7370.6,21059.25,18886.28,11447.66,26578.58,26889.17,14502.5,7309.27,17074.66,7971.33,8560.66,56206.59,17820.74,39871.5,6060.75,12902.15,39431.69,31701.81,26866.4,17423.16,16048.16,31150.31,76571.25,38557.3,9377.99,22994.94,15703.84,18271.74,109556.97,12219.75,8572.43,23440.88,71858.65,44199.06,35682.4,70202.91,31979.11,125120.75,18859.46,21588.49,50935.07,
MF0059,1379.75,17.5,0,3012,84.75,178.75,116,2.5,0,13,101.75,85.25,36,23.5,0.75,0,27.75,6,0,40,1.5,1.75,3827.5,0,2,0.25,0,0,3.25,1.5,7.25,0,1.25,0.25,0,0,6.5,873.5,0,3,0,18,5357.5,10,6.5,0,10.75,66,1.25,2219.75,0,15.5,0,31.5,13.25,2,2.5,2216,3,0,52.5,0,3.75,46.75,0,31.25,0,54.75,4912.75,0,58.25,5.25,0,12.75,698.5,0,3,0,0,0,31.5,0,88,3.75,0,5.75,230,1.25,2.5,181.75,16.25,7.5,10.25,5.75,102,
MF0012,19145.42,2559.75,4741,6030,1948.25,4037.33,5014,3579.42,882,3487.5,3508.25,915,1773,4113.92,546,2148,3540,3521,3914.75,1492.25,684.75,863,7656,927.75,9534,1522.25,2673,4640,1318.5,4417.25,453.25,730,4317.25,2733.5,1698.5,3704.75,2322.5,3110.25,2314,2088,5315,141.75,10716,1957,2189.5,2515.75,891.92,3881.5,2078.25,4500.5,1003,7694.25,1490.75,938.5,848.25,2275,1571.5,4445,1611,2751.25,863.17,790,2588.75,712.75,1081,10052,478,1055.25,9828.5,550.75,2551.08,2354.25,1538,2414.5,1512,682,4606.25,2514.25,373,2953,1429,1237.75,5355,464,652,2454,12605,3082.75,2867.75,7170.75,819.25,4504,1772,2750.75,6167.75,
MF0056,3146.87,1204.87,746.6,21.83,3854.23,3337.66,5593.25,1122.17,575.2,2637.48,4672.93,765.31,1017.13,1324.35,312.84,991.96,5662.02,2870.17,1488.55,3308.34,665.38,847.09,124.46,896.12,925.86,341.87,1849.95,1828.6,3151.24,2257.33,187.97,1105.14,3757.41,976.88,1243.77,1749.71,1081.57,2770.94,1207.4,1128.41,1093.05,340.31,45.96,909.72,808.03,1090.35,1010.57,1640.8,1652.17,1770.89,704.1,1229.58,1928.35,232.3,1158.13,2496.5,884.56,696.04,2483.29,1480.61,477.04,697.87,755.36,504.46,831.57,1813.28,1318.32,204.89,31.76,1205.25,1930.77,2037.91,802.47,1447.65,659.86,917.06,883.04,1971.06,734.84,1219.63,1026.66,544.75,6235.97,1209.8,689.17,1804.51,7248.71,3206.11,1986.73,8242.61,2786.81,3582.97,1333.64,1064.94,6710.86,
MF0057,6917.215,1272.475,618.55,14.58,1478.42,2358.87,4286.795,725.91,509.67,1374.34,4328.67,423.125,462.42,758.965,270.545,886.645,1869.205,1889.215,1342.83,2413.21,162.92,381.795,52.065,592.27,398.17,694.145,736.17,1492.55,859.375,1374.59,152.235,348.5,3010.705,973.125,909.67,880.17,966.25,2867.72,527.2,999.29,1068.34,31.625,48.565,695.65,322.58,346.55,552.95,1493.15,976.455,1541.045,842.33,2068.58,343,203.25,317.955,1869,287.58,1339.83,1560,914.83,314.92,239.17,668.135,250.045,442.12,1591.805,288.33,373.875,24.295,280,814.08,849.125,842.15,820.075,1171.42,388.33,135.83,1650.5,256.5,484.84,1355.91,454.5,2581.92,496.42,118.67,1606.09,4550.315,2058.795,1188.115,3469.465,830.125,91.58,1121.785,1322.205,4009.265,
MF0013,48918.63,10312.6675,7708.6225,0,0,42173.31,28323.8275,0,0,0,23516.1375,0,0,10569.5975,2648.505,0,0,10705.0925,11537.155,13296.62,27446.395,5620.83,3003.155,3644.08,19702.2425,4719.3725,0,10172.125,14408.855,11078.515,1816.4,0,14281.4575,20196.5775,18030.3075,11145.705,6190.855,0,7190.0875,0,0,0,0,0,6920.935,7758.8475,7250.23,10825.6325,0,0,0,16935.6575,5950.4875,0,3996.5275,10290.12,8898.6175,4344.72,0,9992.1775,5476.6225,2516.8775,5646.1575,0,3440.0125,17064.35,0,0,0,5700.0375,14942.4275,0,9369.8625,6209.24,0,0,30478.805,0,0,0,0,5762.2475,0,8878.48,3358.505,8920.4025,25553.32,15927.035,0,0,13607.9425,35554.4125,7101.89,8238.165,19538.4375,
MF0010,140581.465,34024.21,28440.685,5434.655,42462.265,201622.56,115440.975,36901.315,18916.965,38101.29,104516.16,20087.28,18566.78,43747.61,8180.72,29149.74,37267.815,37806.105,33492.295,47508.48,84053.33,25370.995,10406.86,12895.815,87243.41,16601.86,32283.46,43606.45,44354.96,32874.77,7853.49,20369.13,56336.465,82070.865,46603.77,34511.385,21859.545,13239.49,25961.44,17498.92,38580.365,51193.495,10569.795,27971.535,24655.645,26761.295,29425.345,37985.01,22782.73,18157.06,16282.635,49812.42,16510.56,9016.855,14216.805,34453.645,25844.525,13420.88,36480.705,32988.05,20559.15,8810.74,21420.345,11088.83,12399.9,74176.925,25033.84,46767.14,9270.385,22420.14,51813.93,45556.975,36305.89,18582.33,20902.58,49847.935,85658.81,47212.41,14515.025,26703.195,23055.59,27375.175,164391.105,29455.5,12787.58,36658.595,105351.625,71417.44,52681.905,104253.17,43009.8,185534.49,23897.475,29597.035,78052.93,
MF0054,39116.315,8478.79,5383.4225,0,10928.79,39838.795,26639.0375,9682.555,7409.85,10044.3825,21935.0975,5757.9,5057.0125,8454.3625,2329.1225,6610.525,9249.9125,9471.31,9946.51,10930.255,22989.2925,5101.9325,1959.29,3448.0725,15063.9775,4269.0725,9402.7925,8451.2375,12265.1775,9592.5125,1649.855,4408.6725,11864.81,19017.9425,17296.2075,9919.1775,5121.2975,5513.3325,5825.6075,4168.2,11320.4475,31813.235,0,6035.2025,5923.015,6169.9525,6657.9125,8751.54,6282.1775,5279.9875,3962.7625,14703.3575,5181.23,2025.805,4070.56,8566.735,8790.805,3556.7425,9796.9125,8416.51,4035.055,2370.7275,4325.4825,2429.855,3141.075,15102.0125,5301.4825,28983.445,1611.7125,5858.62,12449.315,9408.145,8871.165,5487.7225,5738.7025,10073.945,25819.0375,15344.155,3254.4925,7809.7875,5455.04,5377.305,31125.435,7498.1425,3762.405,7157.9125,22232.305,14384.595,12695.365,22873.0025,16280.62,33753.3775,5722.7475,7327.8675,16838.385,
MF0098,9465.25,2294.94,459.4966667,24.55333333,747.2233333,3049.056667,2714.173333,1152.446667,436,1346.773333,2323.666667,709.61,954.83,957.4466667,318.22,559.2766667,758.06,1364.336667,1409.28,1083.053333,507.7266667,690.8933333,166.4966667,486.11,548.83,757.1666667,1233.446667,1503.5,1222.11,1062.28,329.61,398.0533333,1532.94,4680.61,1180.83,850.1133333,1133.716667,993.75,1606.383333,1132.776667,572.33,495.8333333,115.2233333,1635.44,1241.943333,2691.28,925.8333333,3783.11,932.1633333,767.94,944.8333333,2425.223333,508.7833333,431.2233333,661.3333333,2152.11,1019.61,273.3866667,1549.666667,1290.89,526.11,383.7233333,740.0533333,809.9433333,731.17,3689.496667,317,46,74.66666667,925.7166667,2624.886667,1682.886667,1015.666667,1294.22,641.22,553.0533333,307.8333333,1791.166667,528.9966667,574.9966667,1356.28,459.78,1438.83,584,320.9433333,1210.61,3572,1144.553333,1971.5,3261.553333,709.8366667,1905.333333,1594.053333,1441.33,3384.39,
MF0011,65263.765,15972.315,25449.64,3401.37,22228.715,88807.74,62890.8,19364.295,21671.5,19649.275,46303.655,10551.15,8825.635,19733.82,4875.375,25607.37,17952.14,19179.03,35101.14,21583.165,41988.82,10789.22,5889.725,6867.385,36164.575,7837.01,15496.98,35063.05,22805.66,18794.185,3537.585,17643.44,25686.065,40751.435,47890.96,36362.15,10795.645,10448.44,13008.215,9043.915,37075.14,25466.075,6413.645,12184.84,12139.34,13108.53,13138.135,17470.78,13308.87,10494.23,14993.32,24840.25,9043.01,4467.11,7509.155,16677.915,17153.13,7740.305,19420.56,32184.16,10441.01,4463.07,9944.335,5295.75,6458.065,32781.46,20069.81,33899.07,5659.085,10162.99,25012.605,19674.59,16433.14,9239.945,11118.05,39393.62,54018.01,50337.22,13170.83,26476.32,11186.75,10952.41,62225.64,17258.235,7021.425,15564.24,47372.625,29640.585,26354.315,48911.91,23806.74,66715.315,11741.165,15701.845,36054.715,
MF0055,81613.59,23553.9,11294.49,3440.74,17829.34,47970.24,47756.61,12850.09,6750.67,17625.16,35369.92,10047.08,8201.91,18186.93,3869.58,11622.16,15969.51,23068.44,15417.92,12172.99,4546.1,6715.68,7058.91,8108.25,10136.16,9299.92,10630.1,29529.5,12902.08,13774.43,3069.58,7686.16,27795.57,58935.33,13921.16,12119.26,14054.15,4689.5,20039.23,13445.5,9603.83,612.75,6954.92,17422.9,17949.66,20800.26,8082.84,24788.66,11760.57,14026.49,12172.08,19120,4573.6,4186.42,7551.66,22095.17,9156.16,10570.24,15602.41,18183.25,9323.34,5410.84,13458.82,6664.67,8825.68,40562.32,4079.32,14831.75,5973.41,6915.48,32225.9,17821.41,20575.33,8703.99,12092.83,5346.49,22476.08,22315.75,4638.99,7695.33,14807.5,5889.59,22077.57,5090.67,3478,20525.25,73407.17,16895.58,22553.5,62209.5,15348.26,18977.75,16540.82,18466.57,40723.59,
MF0009,126472.3,48673.82,34058.24,3016.5,66363.92,181338.91,144776.49,57280.89,28154.13,53377.25,110766.95,27163.68,24120.23,52499.71,12837.72,32316.56,49348.67,52607.03,46695.22,51706.1,67104.18,26678.92,5715.06,17467.69,83803.13,24316.2,45403.58,57832.93,64731.71,49787.56,9979.03,22079.1,74934.09,108456.55,56862.58,46706.93,30532.77,16290.58,40949.36,22862.21,44243.56,52406.86,5738,40057.75,36323.7,43544.62,45399.9,57839.12,30967.95,20260.18,23628.17,72692.17,22370.81,12820.47,26532.13,57011.75,48909.32,12722.13,54236.08,45915.64,23761.03,12953.21,28382.36,16188.75,18294.26,89515.18,23654.42,55899.28,5504.75,34170.29,79794.72,54030.77,40060.95,28425.54,26669.46,55879.49,77113.66,66758.35,18305.95,38413.89,33654.35,33279.01,137949.36,59777.24,20582.82,45849.37,130109.75,78568.56,75947.99,136912.32,47159.71,144581.02,35704.31,41313.3,88127.82,
MF0007,20364.92,4022,10943.5,299.25,4973,99312.83,38036,9148.67,2049,7265,36359.5,3694,3274,14060.67,890.5,8601,5808.5,3065.92,6938.333333,13127.41667,33150.16667,10830,649,977.5,50875,2093,5685.67,2806,9715.833333,6950.333333,2163,7139,9462,7011,7652,8805,3374,1139.5,1476,1329,13278,6921.5,538.25,4553,3278.75,2740,8247.67,7561,3042,3353.5,1521.75,13343,3578,2573,1021,4826.42,3225,2125.25,5663.33,5852.833333,5458.17,840,3553,2705.75,1148.25,13074.5,11718,3251,462,6407,8616,16369,8150,3960.666667,2923,23079,32293.33333,7310,4519,7486.166667,3107.5,11093,84755.33,5384.833333,3623,6228.25,1224,28634,13870,10178,10414,110342,3304,2427.25,7653.5,
MF0008,25113.5,6761.75,13907.125,286.25,3932.25,117578.375,59870.75,14277,8265,10218.5,42720.125,7176.75,5890.5,16626,1350.5,11415.25,8059.875,5119.5,12630.75,12430.5,34053,11326.5,979.625,1237.5,55525.25,4226.25,11155.5,3365.75,9880.625,12068.75,2477.25,7784.25,11996.25,11362.75,18168.75,14450,4596.25,2633.625,4003.25,2680.125,23282,45545.625,611,7854.5,4234,4192.25,9284,10606.25,5507.75,3357.75,3355.75,25243.5,2980,3608,3026.5,6626,10258.75,1612.75,8508,10135.5,5904.625,1394.25,5343.25,3420.25,2487.75,18840.375,12622.25,48129,537.75,8735.25,11096.75,18707.5,11970,8487,4523.375,24128.25,52568.875,19139.75,5061.5,11161,4334.75,11994,88149,3893,5668.75,8084.25,7872,30708,22980.25,12656.5,27868.25,114903,5640,3621.5,10289.875,
