#OTU ID,Lyz2.04B.FP244.S41,LYZFP329,LYZFP328,LYZFP327,Lyz2.05B.FP255.S52,Itg.02.FP407.S7,LYZFP317,LYZFP316,LYZFP315,Vil1.02B.FP20,Vil1.02B.FP21,Lyz2.06B.FP267.S64,Itg.02.FP408.S8,LYZFP305,LYZFP304,Vil1.07B.FP79,Itg.20.FP505.S8,LYZFP303,Itg.16.FP481.S84,Itg.26.FP541.S45,Lyz2.05B.FP256.S53,Itg.12.FP467.S69,Itg.18.FP491.S94,LYZFP353,LYZFP352,LYZFP351,Vil1.05B.FP56,Vil1.05B.FP57,Vil1.05B.FP55,Itg.12.FP468.S70,Itg.02.FP409.S9,Lyz2.07B.FP279.S77,LYZFP341,LYZFP340,LYZFP339,Vil1.09B.FP107,Vil1.09B.FP106,Vil1.09B.FP108,Lyz2.08B.FP292.S90,Itg.26.FP539.S43,Lyz2.03B.FP232.S80,Lyz2.05B.FP257.S54,Lyz2.04B.FP243.S92,Itg.04.FP421.S21,Vil1.04B.FP44,Vil1.04B.FP45,Vil1.04B.FP43,Itg.16.FP480.S83,Itg.26.FP540.S44,Lyz2.01B.FP208.S56,Itg.18.FP492.S95,Itg.24.FP528.S31,Lyz2.02B.FP219.S67,Lyz2.08B.FP291.S89,Itg.12.FP469.S71,Lyz2.06B.FP269.S67,Itg.10.FP457.S59,Itg.10.FP456.S58,Vil1.13B.FP154,Vil1.13B.FP155,Vil1.13B.FP156,Lyz2.08B.FP293.S91,Lyz2.03B.FP233.S81,Vil1.02B.FP19,Lyz2.01B.FP209.S57,Vil1.01B.FP08,Vil1.01B.FP07,Vil1.01B.FP09,Itg.24.FP527.S30,Lyz2.06B.FP268.S65,SLCFP147,Itg.10.FP455.S57,SLCFP146,SLCFP145,SLCFP021,SLCFP020,Itg.18.FP493.S96,SLCFP049,SLCFP051,SLCFP050,Vil1.06B.FP67,Vil1.06B.FP69,Vil1.06B.FP68,SLCFP165,SLCFP164,SLCFP163,Vil1.03B.FP32,Vil1.03B.FP33,Vil1.03B.FP31,SLCFP109,SLCFP111,SLCFP110,Itg.06.FP433.S34,Itg.04.FP420.S20,Vil1.14B.FP167,Vil1.14B.FP166,Vil1.14B.FP168,Lyz2.01B.FP207.S55,SLCFP129,SLCFP128,SLCFP127,Itg.24.FP529.S32,Lyz2.07B.FP281.S79,Itg.08.FP443.S44,Itg.22.FP515.S18,SLCFP003,SLCFP002,SLCFP001,Lyz2.03B.FP231.S79,Vil1.10B.FP118,Itg.06.FP432.S33,Vil1.10B.FP119,Itg.22.FP516.S19,Vil1.10B.FP120,Lyz2.07B.FP280.S78,Itg.08.FP444.S45,SLCFP019a,Itg.16.FP479.S81,Lyz2.02B.FP221.S69,SLCFP075,SLCFP074,Itg.04.FP419.S19,SLCFP073,Itg.20.FP503.S6,Vil1.07B.FP81,Vil1.07B.FP80,Itg.22.FP517.S20,SLCFP069,SLCFP068,SLCFP067,Lyz2.04B.FP245.S42,Lyz2.02B.FP220.S68,Itg.20.FP504.S7,SLCFP093,SLCFP092,SLCFP091,Vil1.08B.FP96,Itg.06.FP431.S32,Vil1.08B.FP95,Itg.08.FP445.S46,Vil1.08B.FP94,taxonomy
MF0040,200,2523.14,1585.69,1017.33,337.43,144.835,5410.83,1492.17,1337.51,920.12,1508.42,827,373.43,3069.58,2041.835,1405.43,1261.71,934.94,1512.29,1108.21,342.32,706.14,1001.5,589.22,808.665,1308.92,1799.94,2885.92,1645.57,987.57,601.24,206,1243.62,718.19,823.835,664.69,742.76,578.26,349.96,396.33,433.29,917.86,605.54,313,1042.53,1300.6,1736.43,1415.89,780.64,1283.96,1960,528.29,1393.415,226.79,1770.89,367.38,781.96,430.71,3264.29,2273.38,898.78,562.96,1638.61,977.1,1092.79,941.75,949.78,1868.96,484.14,597.72,1431.08,746.25,816.5,1159.28,1304.75,774.25,1999.43,749.835,647.92,546.58,1035.71,2445,1484.43,1023.33,415.6,1004.83,1298.04,2274.01,1114.64,526.085,334.5,197.835,514.36,146.29,579.14,620.53,561.54,434.83,162.415,353.25,168.25,873.43,352.29,377.915,222.14,425.5,371.25,710.75,527.68,1915.64,370.43,2566.53,937.71,548.415,185.14,391.29,639.335,648.96,716.82,179,167.25,581,155.25,437.86,2848.86,1180.6,1176.71,705.33,1552,2537.67,256.93,1030.835,1151.18,444.67,429.96,418.165,5420.99,227.86,2476.46,1079.58,2921.03,
MF0084,0,141,82.5,167,0,1,80.5,116,111.75,1.5,3.75,1,0,101.25,101,3,0,102.75,0,1.5,0.75,0,1.5,30.75,27.75,94.75,4.75,6.25,8,0,0,0.75,55,40,84.75,1.5,0,3.5,1,1.25,2,0,2.25,0,0,2.5,0,1.75,1.5,1.25,0,0,0,2.5,1.75,1,1.25,0,21,18,11.25,2.25,1.75,4,1.5,10.75,2.25,2.25,1,1.25,382.75,0,15.5,1.75,4.75,0,0,37,13.25,13.25,3,2,2,3,2.5,1.5,3,4.25,3.5,0,7.5,0,1.5,0,54,11,39.25,0,0,0,0,0,1,1.5,0,0,12.75,36.75,2.25,3.5,0,3,0,2.5,0,0,0,1.25,1.25,0,0,0,0,0,3,1.5,0,0,0,0,1.5,1.25,1.75,19,16.25,0,18.75,0,7.5,1.25,2.5,
MF0082,0,313.25,118.75,189.75,0,22.25,99,639,488,46.75,119.25,128.25,0,159.75,663.75,15.5,0,411.5,0,120,12.75,0,71.5,97.75,95,173.25,78.5,102.75,54.25,0,0,11.25,1029.5,426,359.75,17.25,0,10.25,36.5,19.5,23.5,0,79.75,0,0,139.5,0,71.25,116.5,259.75,0,0,0,15.75,211.25,80.25,274,0,22.5,19.5,12.75,64.25,84.25,26,301.25,50.75,42.75,191.25,90,81.75,694.75,0,409.25,101,28.75,0,0,54,75.25,52.75,29.25,109.25,61.5,17.75,22.75,31,121,596,46.25,0,73.25,0,142.5,0,56.25,14.25,43.5,0,0,0,0,0,39,26.25,0,0,157.25,113,22.75,24.75,0,8.5,0,14.5,0,0,0,15.25,215.75,0,0,0,0,0,120,17,0,0,0,0,226.5,155,133.5,42.25,44.5,0,108.5,0,17,160.75,39.5,
MF0080,690.625,0,0,9449,1545.75,1311.875,2481.5,2465.125,2141.5,2434,2664.875,1388,2316.125,1227.125,3454.875,2913.75,2351.25,1704.875,4701.875,2871.75,640.125,4201.375,7859.25,1865,2569.875,4304.375,2423.125,3142.125,3042.75,4010.25,2098.5,499.375,4886.375,5443.375,9759.5,15188.375,9984,13968.25,565.625,1812.5,651.125,1206.75,613.625,1105.625,3406.875,3174.75,3848,6105.875,2823,2830.125,11059,2343.375,1944.75,535.75,5530.5,983.125,4451.875,4608.125,78560.25,19286.25,16176.375,1089.875,760.625,2912,1901.875,1266.375,1438,2167,1273.625,1261.625,1714.25,7377.875,5271.375,2902.5,1851.625,2524.625,5249.875,599.875,813.375,750.875,2104,2557.875,2151.375,1436.25,1868.875,2267.875,2274.75,3277.25,2157.125,1126.125,902.5,430,1553.125,775.125,16145.625,29033,12055.5,1139.875,582,1021.375,647.875,2218.875,811.25,4287.75,2936.5,2273.375,1982.5,2615.375,461.625,11769.75,1685.625,13378,5141.875,6859.125,961.75,3436.375,2684.375,4161.75,1418.875,419.875,383.875,1064.625,413.5,1864.5,3206.5,2720.625,3870.375,0,716.75,667.75,718.25,1994.125,2467.875,4715.375,6762.625,4506.5,6731.875,863.375,2493.625,3756.375,5137.375,
MF0005,7395.25,19577.64,18007.61,61332.36,13764.93,8786.86,72374.58,39661.42,45376.08,13298.54,14054.5,9883.75,11375.43,271046.41,37106,24971.83,10976.17,190323.41,16180.54,12145.46,3888.57,15333.89,21788,4843.58,8531.66,15720.8,6553.36,8927.5,19038.57,11703.32,11431.57,3299.18,17286.58,20176.41,38304,65894.75,51894.91,58929.68,11127.92,10760.64,42535.92,7029.11,34937.09,8838.25,10668.86,9547.93,13838.18,21601.89,11910.64,10368.75,27579.5,13804.79,8890.83,19204.5,15121.14,5325.21,11583.71,12156.21,156275.79,39695.46,33444.86,9111.58,38374.09,20207.93,5988.75,10056.25,18110.51,14899.41,7532.64,7685.64,6178.5,31927.83,15606.25,16409.84,7296,9090.75,14130.93,7189,3930.5,4851,13796.33,6442.08,6701.75,12013.25,15824.93,11974.75,12447.21,15737.93,16666.89,9331,4673.25,2082.5,19582.58,12230.58,36984.89,70342.36,29077.29,9310.41,3073.33,8341.08,10276.75,11071.93,3666.83,15661.64,12114.64,5412.75,4795.5,9123.75,47478.75,55302.92,26619.58,43381,17273.46,28768.36,5991.5,11755.79,9437.25,18056.67,26735.59,4714.41,10911.08,4012.25,19442.33,17855.33,14380,36989.06,11681.96,2839.66,5196.17,7233.84,4547.83,29843.42,13281.25,9688.5,13938.71,10910.25,40654.42,12082.09,113182.5,10372.25,63389.42,
MF0049,17806.085,78858.26,48162.225,81936.88,20088.875,9289.865,54902.92,67799.725,61947.25,25050.255,36855.62,27089.31,15074.445,151728.325,73467.82,22480.175,38496.625,121488.41,42587.57,23968.075,9452.32,26708.865,29626.705,33983.595,37771.725,55889.11,41150.79,51743.25,41553.56,27612.56,20980.345,6477.79,46395.07,43854.77,62962.385,80681.765,70231.82,83553.405,15751.765,11757.055,32620.375,20329.895,29672.62,22428.865,24009.47,31642.29,27273.715,43928.13,26106.52,55624.07,41270.375,27221.275,37415.27,15574.235,34168.555,21442.895,28301.295,19745.395,16691.61,6969.785,4550.76,21628.495,36893.22,26230.36,39486.97,19368.58,20028.095,34877.87,18695.955,23808.88,20449.22,34419.755,28518.92,16777.38,15813.25,18158.485,29036.14,15183.87,21599.99,11158.81,27163.1,49028.86,35051.765,19638.715,17958.13,16770.53,34858.39,51366.655,25544.745,13262.64,15437.43,9127.77,28263.8,14086.61,7012.21,21441.82,8553.515,25768.79,8727.095,12422.815,7958.975,31164.095,17697.3,17181.38,11155.09,18877.835,12397.61,12816.755,32267.725,72878.09,25071.865,68757.8,36923.7,38054.075,11147.555,17872.43,17716.6,25432.395,38537.5,9818.41,14595.085,22358.37,15928.87,24701.685,35797.665,25241.83,35412.605,7970.405,7724.085,8914.745,15087.095,45313.775,33624.38,15918.055,21534.04,15226.45,92692.77,16499.08,81852.57,25804.325,72466.96,
MF0006,40255.27,174440.52,100395.8,206963.28,40920.75,25754.13,271260.58,204992.66,230646.23,73814.88,96424.93,55457.75,35014.61,359633.03,149785.89,70408.31,106988.88,286011.15,85044.3,59938.38,17988.94,72597.51,71671.67,62435.36,80199.91,135886.27,79051.68,102568.7,115849.67,61777.21,40659.47,22757.78,82142.02,79426.8,118812.07,94833.13,86751.29,100307.52,33175.46,44123.13,90417.18,32761.31,111390.67,43625.5,63402.9,74362.65,82818.17,95426.39,65014.39,109297.46,84006.18,58388.28,76408.75,39944.4,73765.05,34185.12,67385.68,52003.19,202044.15,63043.87,46258.62,44508.11,104970.95,91180.06,74996.05,61526.7,82279.89,87619.56,38222.24,41179.59,53555.5,107572.56,89877.8,65901.87,31076.9,34437.47,61708.98,61206.42,57054.37,40491.82,74545,92420.66,72343.79,49762.65,63188,64375.28,74426.33,99345.5,69748,38679.98,28764.04,17401.12,61321.07,28617.86,70426.4,104728.13,61097.13,64236.4,26894.32,49358.43,28943.98,60928.49,44708.6,63439.36,44743.86,52788.15,35341.46,48093.72,95114.74,90082.18,69109.17,114524.11,87426.4,78774.28,26833.87,51403.59,33240.14,54873.54,87496.69,21204.66,41685.15,45122.28,49035.65,93498.74,83828.17,75634.83,78938.51,25372.15,33102.35,38771.3,35489.02,105590.79,104921.7,44020.93,62862.98,45432.34,223143.72,46149.82,173658.41,56258.76,132081.37,
MF0047,12134.64,67424.375,40027.845,70742.605,15855.27,7612.625,22570.44,52583.64,49209.385,23888.845,31383.48,21824.3,11573.59,15676.89,46244.725,25455.745,29435.925,30015.47,34438.535,21255.9,7658.21,24297.83,26285.39,24733.835,28548.585,45786.815,33557.55,42744.62,40626.89,23328,15125.34,6740.005,33481.98,32070.045,46022.265,39971.455,33450.755,43397.815,9855.525,12761.42,14894.57,14459.585,19756.45,15183.1,22061.18,27522.42,27089.84,36997.315,23447.54,36048.435,33677.06,19967.07,25305.05,7945.085,28496.76,16436.75,21557.8,13644.52,4528.46,3301.55,4127.15,15535.51,20328.465,25205.71,24700.91,19725.395,23729.74,30051.885,14777.415,17840.12,16339.355,23085.885,22835.75,13272.42,14099.875,14951.835,25850.18,18119.065,17293.16,11566.07,26283.915,40194.715,30454.12,17348.78,19315.215,20595.515,28362.56,37902.27,22901.31,12641.79,11931.755,7340.39,17460.58,7065.68,4189.71,10927.62,5014.47,17941.55,6927.54,12618.315,5970.285,23699.2,13539.835,18684.38,10917.08,15162,10052.925,13223.045,13955.525,31509.97,17487.46,33663.105,29285.965,27178.38,8253.5,17607.39,14294.885,19478.52,22029.56,7091.82,11494.13,16670.995,10078.605,21269.07,33684.055,29499.825,28089.285,5825.33,6702.375,6623.245,10476.635,26954.74,27465.345,9816.78,12649.6,11084.055,49947.99,12055.43,19233.125,21354.325,29265.5,
MF0004,2965.2,22811.93,13734.62,24307.42,3947.41,2360.07,6840.45,21227.82,23153.46,8408.43,10644.8,7736.9,2709.31,3232.8,14890.52,9267.66,11934.02,11551.42,10584.18,6229.07,1733.84,9107.38,8634.7,7329.43,9347.88,15543.26,7561.82,9155.5,14321.89,8076.19,3270.14,3067.71,9775.48,9737.02,13739.86,2896.92,1652.81,3642.51,3679.43,5257.43,6324.13,2631.77,9199.48,5362.3,7040.97,7888.96,10071.61,11857.48,7118.48,15450.57,9867.7,5165.33,11241.4,3477.78,9709.93,4898.72,6397.02,4220.17,1435.17,784.62,939.92,5033.12,8672.12,10232.56,10029.63,8143.3,11556.92,10059.87,3761.03,5204.68,6945.35,8740.83,10343,6853.22,4130.5,0,8268.61,8695.55,6773.1,5390.1,8466.22,7026.05,6961.41,4631.45,7415.21,7960.8,7299.92,8838.01,7823.08,4973.45,2906.15,1919.4,5753.12,2240.73,571.28,767.07,831.08,8470.2,0,6663,0,5694.91,5566.08,8041.78,5115.58,6144.5,3959.55,6636.65,6625.21,1429.78,7111.71,1921.92,11298.12,6787.17,3032.68,6957.33,3814.4,6099.42,9601.84,0,0,5542.53,0,10909.32,8518.17,9306.51,11015.62,0,2956.75,2825,2928.36,11732.13,11930.71,3693.45,4300.62,0,24981.09,4840.92,7184.53,6659.75,7539.97,
MF0048,37723.08,90249.82,48601.65,119107.63,27759.3,16286.01,315983.68,172120.37,192699.81,44656.35,56002.66,39249.95,24423.7,618826.9,143453.26,34781,64585.16,436750.44,52879.48,37266.15,11606.41,41076.36,37219.91,36899.83,46211.21,68208.28,52107.44,63788.08,60382.39,38517.73,28725.54,11377.55,69693.73,63969.49,89505.25,102822.57,96277.62,100920.04,36100.12,23846.75,108738.34,22541.65,107446.58,39603.15,37170.22,40419.72,46108.66,55379.9,41299.76,63736.05,47043.25,45870.14,48550.87,47212.39,46857.75,29508.95,49775.42,41862.03,52478.89,18571.23,11388.05,40901.82,108170.47,60348.36,43418.69,37746.99,52983.97,62214.74,27460.13,33347.73,29772.36,92661.94,49090.92,46176.2,18591.25,20213.22,34698.92,23718.91,26845.39,16602.21,43964.28,65299.05,49043.83,31872.69,36110.89,36503.15,51390.2,73806.2,45193.96,18404.96,18735.61,11136.71,60264.96,33874.3,37161.39,51854.17,34567.19,38424.49,15623.85,28676.38,23848.62,45664.32,26530.01,36079.15,27074.74,29345.25,20435.3,23251.69,115553.09,112732.24,65640.38,122868.21,59003.06,57536.26,20068.32,29161.11,18499.95,38232.7,78842.94,17729.23,32591.51,32073.46,47263.41,63636.99,46426.19,35785.97,52552.04,12761.23,15632.08,17397.82,28635.33,90627.93,64604.73,31804.44,52584.08,29294.48,156311.14,36824.85,249918.89,35764.15,152356.03,
MF0001,3164.55,17287.88,9735.99,23919.68,4230.39,2305.04,9599.55,15604.36,17027.26,9092.89,11847.95,5009.35,2272.08,4477.53,10350.84,11756.89,9136.49,10377.35,8057.64,5297.6,2374.36,8368.85,7761.47,3416.29,5325.11,11226.8,6233.71,7970.41,12958.14,6377.42,2621.14,3108.76,7000.68,6965.75,11873.28,5391.69,4146.74,6391.04,2518.73,5268.54,6337.2,3873.17,9516.27,5448.2,6616.64,7590.92,9449.27,10536.08,5858.42,10850.52,7267.47,4459,8552.43,3108.88,7159.72,4179.7,6140.23,4097.01,1725.88,1291.97,1223.6,3810.05,8866.91,10491.66,7235.03,9967.95,11978.11,11820.38,3212.2,3223.96,5860.9,9224.83,9305.83,6965.14,3925.75,4437.3,6167.44,9268.62,6768.98,5619.98,9593.45,8563,7701.81,5507.72,8283.84,8612.03,10380.42,13170.29,8253.31,5475.22,2523.35,1669.27,5290.15,1858.26,2161.78,1988.62,2505.25,7001.46,3179.43,6558.5,3311.55,4561.48,5697.66,7680.11,4555.82,5996.5,4216.7,7243.6,6995.26,2062.2,6888.84,2304.1,6710.72,7216.1,2997.88,5868.67,4167.27,6343.34,7803.53,1875.66,4058.75,5192.03,5011.7,9876.45,9025.27,14721.38,6153.88,2453.48,3229.92,3085.17,3156.44,10400.85,10141.76,2995.72,4328.47,3995.28,25823.94,4557.36,9905.96,5075,8595.47,
MF0045,4287.495,20728.04,11179.995,25861.51,4285.16,2308.08,10261.44,17591.79,19162.745,8205.915,9014.185,5791.75,2694,4832.545,15093.25,10413.41,10354.245,11156.13,8984.35,6206.64,1923.09,7955.41,8116.37,8211,8441.56,15710.135,10636.255,13191.25,15166.82,6138.67,4167.325,2863.73,10055.98,9273.63,13976.915,12258.125,7508.75,11476.5,2957.34,5331,6184.01,3894.16,9408.33,5022,7646.365,8080.525,10778.79,11475.99,7089.43,12721.91,8377.62,5016.51,8435.585,3353.14,7580.08,5077.335,6869.72,4308.85,2973.64,2114.52,2219.875,4798.42,8018.2,10579.615,9328.25,8057.125,11975.385,10453.32,3976.08,5182.745,5652.245,8719.805,7000.085,6676.615,4336.95,4506.635,7097.61,6946.77,6243.085,4337.095,9435.64,13092.745,8872.83,5336.385,7683.995,8656.045,8390.125,10954.83,9004.92,4298.535,4040.165,2553.835,4821.33,2078.07,856.5,1540,1003.335,6113.86,2266.33,5149.665,2606.45,6650.58,4243.16,7715.57,4453.58,5429.5,3405.58,5451.115,6755.43,9819,7035.51,9088.5,8558.25,7207.205,2602.59,6118.48,3993.235,6105.23,7246.36,2327.58,3926.615,5564.83,4339.265,8397.44,10823.51,10288.135,9318.58,1755.755,3185.97,3441.905,3815.58,10009.31,8355.75,3557.5,4321.005,3743.03,19980.075,4339.3,5721.5,5810.315,8096.75,
MF0089,1707.615,12833.24,6635.715,11036.625,2115.4,490.635,1045.875,7545.61,5986.125,2769.5,4498.67,3381.5,1320.045,1525,8721.92,3781.42,4161.91,4085.115,6550.525,3467.91,1198.83,4051.045,5695.24,4948.035,5884.135,8881.33,6630.35,8055.91,6006.24,4352.17,2029.15,863.41,9152.08,8269.74,11914.705,12755.475,7734.545,11365.08,1973.055,1285.535,1470.285,2500.57,1420.84,2793.375,3659.635,4720.41,4196.99,7440.83,4241.68,7972.57,7437.16,2999.135,5100.75,1476.25,5025.375,2749.125,5365.66,3131.955,31.5,31.625,104.25,3613.17,2183.5,2272.83,5460.125,2360.125,2320.215,5085.295,2424.205,3265.57,2325.615,3666.035,3242.125,1241.625,2879.5,3447.475,4681.035,1344.215,2453,1353.33,4432.5,7464.695,6426.955,1337.84,1386.535,2244.625,5286,8075.615,3228.375,1475.475,1792.08,1286.34,3166.865,1482.195,373.875,1552.17,507.66,2875.025,679.99,1008.025,381.385,4213.705,1909.4,2862.17,1153.77,2840.875,1950.035,2245.08,1097.18,10830.01,2467.115,9587.83,5003.375,5953.025,1578.24,2904.205,3335.545,4312.205,4140.43,1124.195,979.715,2819.785,858.34,2133.83,5140.99,3682.545,5098.945,609.84,519.75,487.91,1728.49,5625.33,3598.5,2838.795,3948.51,2952.83,5580.275,1681.365,1871.705,4018.66,5280.125,
MF0002,30190.08,60367.18,36268.54,69126.53,12100.79,9430.23,152445.1,115659.49,119929.8,33025.9,41536.49,24480.45,15199.85,551728.24,117198.65,21545.91,56807.28,397287.42,38293.53,26067.61,6564.92,32133.3,31246.74,30260.2,35568.76,49290.93,36332.49,45107.25,35152.9,30306.33,18341.3,6706.62,52981.36,47553.22,69692.07,87574.96,70089.78,71913.7,29094.41,16425.45,101915.63,14370.54,90132.7,30608.4,30180.35,33666.38,34482.24,38107.01,27462.53,61738.34,41791.08,30460.18,44502.79,41323.6,37944.77,17130.74,41150.55,38251.23,200242.6,52753.6,39598.69,30524.03,98058.52,45276.51,42327.4,28499.57,38839.6,48588.37,17375.32,20144.68,24366.03,84866.07,50601.34,45494.33,10866.25,12823.3,27979.41,16566.49,22449.14,12186.8,31036.74,48068.8,34132.48,17038.44,16792.71,18789.24,32594.58,47502.94,24829.74,11951.96,14160.36,8217.54,50273.02,28981.43,39871.5,73739.39,32251.23,35165.33,12438.27,21803.8,20939.12,30057.97,19284.89,26663.43,20307.76,25142.25,18894.22,20014.61,107077.66,95778.93,54920.37,82132.6,44087.6,34721.74,14828.68,22297.73,12585.45,29312.32,72611.28,16151.32,30084.18,23813.57,43523.33,52858.05,32344.33,22967.95,38242.67,10959.32,11081.16,11970.48,22760.57,80745.12,55436.3,27400.85,44482.12,23113.9,139865.4,30026.65,241476.35,28913.32,142646,
MF0046,10664.85,19873.48,11033.09,27514.22,6492.92,3975.61,159181.43,52249.88,73801.99,12848.28,11782.82,6512.95,5388.05,63087.39,15085.29,8618.42,11642.06,30684.06,8586.7,12454.03,2223.33,12265.42,11297.94,5667.88,8668.72,16360.57,6304.78,8582.74,14779.14,9986.95,4435.81,2699.16,7850.86,8076.86,13436.78,6655.49,5965.45,9144.8,2313.8,10762.8,21522.07,2754.87,38235.21,3578.4,7800.98,7702.65,11212.93,10954.38,12494.56,7666.62,12632.44,10981.17,5467.36,3204.18,12417.66,2870.4,14407.29,13863.85,4789.68,3126.19,1882.4,3856.18,22552.35,18647.63,4812.73,6827.4,10608.42,8103.34,5775.87,4147.72,5979.13,28869.66,12021.66,10672.48,4718.25,5509.27,8000.77,6652.99,3660.38,4452.54,7759.48,6250.81,6137.01,9692.02,14263.24,15759.89,9170.25,11517.05,11413.84,6095.02,3450.45,1627.04,4571.58,2479.19,28160.28,24565.69,23758.67,5644.42,1715.86,4824.33,2619.85,8789.35,2346.49,17710.94,9105.36,5681.5,4906.23,8580.53,19287.16,12245.87,7260.57,39862.4,11408.02,18396.06,2304.98,11682.01,4797.87,6090.01,6514.67,1896.82,4297.08,4217.03,4691.73,14574.18,8521.07,8756.82,8514.84,2626.54,5171.59,5918.01,7964.77,8528.42,13967.66,8462.86,13830.77,8767.81,5495.16,4543,4013.26,11059.83,1989.64,
MF0043,0,0,0,0,0,0,0,0,0,0,102,0,0,0,0,1246,68,0,188,0,0,194,187.5,0,0,0,0,331.5,224.5,212.5,0,0,0,0,0,1392.5,1192.375,904.25,0,0,0,0,0,821.5,92,0,95,272.5,0,0,156,0,0,0,246.5,0,230,161,287.25,164.875,60.75,0,0,0,0,0,0,146.5,0,0,70.5,233.5,88,26.5,52.5,63,102.5,179.5,199.5,136.5,409,150.5,162.5,265.5,199.5,120,63,63,0,76.5,102.5,0,356.5,85,462.25,561.5,230.375,0,72.5,129.5,132.5,162,0,67,42,91.5,53.5,86,0,283,145.5,229.5,148,289.5,0,75,103,326,0,0,0,596.5,0,71,572.5,2799,146,41.5,30.5,39,0,0,96.5,0,0,0,953.625,84.5,214,120,345,
MF0087,8432.49,34013.99,19309.09,22012.25,4685.65,3609.76,3894.5,20860.86,16967.5,8710,12021.42,7851.5,7251.92,3935.75,25469.17,7100.17,13356.16,9280.49,16034.4,10144.16,2861.58,12485.42,18652.99,14057.16,14746.51,21076.58,17293.1,19781.41,13267.99,13165.17,8128.65,1511.41,18510.33,17129.99,24152.83,31575.6,20363.42,27672.83,3760.93,5023.66,3659.91,6145.82,3867.59,6148.25,12286.26,14455.66,12736.49,17758.08,10986.68,22246.57,27219.16,8732.26,13980,2587,16791,6289.25,14643.41,12135.08,155277.5,38425.25,32419.75,6696.42,5021.25,8134.33,14825.25,5306,4800.34,10833.17,5914.58,7155.57,6528.99,17357.41,15540.75,7119.5,5945.25,7232.1,15798.91,3380.09,5977.75,3796.08,8068.5,13803.07,11788.58,5120.34,5293.91,6242.75,11100.5,16667.49,7019.25,5013.1,5607.83,3558.34,6129.24,3540.07,32377.25,57932.67,24396.41,8403.4,1861.49,3170.9,1711.26,10118.58,3363.15,10348.67,7248.02,7850.75,6273.16,7841.58,2585.93,24869.51,5029.24,27032.33,18552.75,15037.9,2742.49,9540.08,7038.92,10272.33,9933.93,3352.07,4238.59,7058.41,2895.84,7691.33,10657.49,6929.42,16054.57,3413.925,2253,2052.66,4273.99,11830.58,12347.25,13149.92,18150.26,12679.33,13841.15,3304.24,4871.58,12466.91,12754.75,
MF0044,27443.23,101038.06,58838.99,116210.62,25165.63,16170.92,147689.75,109841.86,111397.07,44254.18,55805.88,37342.4,23371.28,300116.75,101220.4,34733.67,59854.47,228672.83,52642.27,39624.61,11125.58,44813.9,42999.21,38874.5,46111.48,71313.74,50943.89,64909.45,61717.62,40980.95,28221.58,10900.03,54777.2,51569.33,74272.31,79657.86,74060.73,81863.5,24824.13,26545.34,71415.08,22356.16,72733.07,35352.55,39734.16,46039.06,48796.08,56359.39,42704.7,67381.11,54817.05,41186.78,45685.07,29731.78,49707.24,27868.48,46582.03,38533.59,188797.03,51170.96,39573.18,32081.38,74380.13,56879.81,45460.53,33975,45107.6,53497.75,26061.12,30236.4,30539.54,77073.26,57074.72,43285.39,19256.65,21848.39,39122.8,29407.46,30428.96,19912.94,41845.79,61034.06,46084.07,29830.77,33752.24,31289.18,47135.58,65811.57,41543.6,22432.84,21277.36,11996.01,43989.52,23672.04,40595.53,78989.5,33683.73,36921.29,13542.65,24826.71,17405.67,43041.1,24051.05,37857.99,26295.18,30595.65,22065.78,27278.47,72344.97,76549.88,46526.76,75224.59,56361.17,47963.8,15961.66,31926.35,20432.38,33865.61,60020.31,14972.93,27578.99,32455.75,32588.54,52495.05,47258.5,38488.52,48946.05,13164.51,16223.43,17935.79,22380.01,69771.52,58630.11,30734.86,41857.49,29734.73,116576.78,28363.81,135545.95,37773.53,93629.31,
MF0088,2747.23,19792.34,11034.26,8176.37,1824.91,904.83,1420.1,14668,13282.73,3776,6115.9,4891.95,2136.42,1634.73,14928.93,2560.66,6722.68,6869.04,5747.25,4498.49,1588.84,4352.36,3479.77,10182.75,11519.02,16887.47,9962.61,12524.91,9338.48,4899.55,3198.3,1097.23,9518.49,7824.59,7006.6,1143.88,727.86,960.71,1899.09,1935,2260.86,3529.26,3342.83,4455.15,4984.28,7540.64,4456.84,6032.99,5331.33,14983.41,5380.27,4132.71,8239.17,1423.39,5389.18,3882.19,5552.92,2789.05,2093.64,321.81,281.54,3522.39,3426.91,2830.53,10471.44,3108.15,2591.05,6117.22,3021.56,3905.17,2726.8,3311.04,4144.58,1756.78,1560.25,1731.35,5311.76,2190.76,3896.13,2119.08,4687.44,8292.23,6722.33,1707.77,1710.56,1890.48,5259.96,7746.46,2243.12,2562.52,2788.7,1984.87,3595.64,1377.82,180.89,297.91,417.96,6536.76,1019.78,1502.05,573.85,5327.5,2169.37,1945.72,1392.38,2374,1731.15,2766.45,1927.73,1070.31,1761.06,936.79,6745.56,1762.04,1174.84,2714.63,1363.37,2045.63,6639.27,1948.91,3105.25,4465.64,2345.15,3218.24,5590.21,2293.3,6683.47,1030.13,836.67,894.67,2762.15,8560.74,5533.25,2200.77,2539.81,2233.73,8942.8,1800.8,1882.47,4833,3576.61,
