Module	TL1A_FP_630	TL1a_DTT_266	TL1a_DTT_267	TL1a_FP_131	TL1a_FP_130	TL1a_FP_132	TL1A_DTT_626	TL1A_DTT_627	TL1A_DTT_628	TL1A_DTT_629	TL1a_FP_128	TL1a_FP_127	TL1a_FP_129	TL1a_DTT_158	TL1a_DTT_159	TL1a_DTT_89_Re_extracted	TL1a_DTT_85	TL1a_DTT_86	TL1a_DTT_87	TL1a_DTT_286	TL1a_DTT_287	TL1a_DTT_284	TL1a_DTT_285	TL1a_DTT_283	TL1a_DTT_268_Repeat	TL1a_DTT_160	TL1a_DTT_270_Repeat	TL1a_FP_157	TL1a_FP_159	TL1a_FP_158	TL1a_DTT_90_Repeat	TL1a_FP_270	TL1a_DTT_198_Repeat	TL1a_FP_265	TL1a_FP_267	TL1a_FP_266	TL1a_FP_269	TL1a_FP_268	TL1A_DTT_673	TL1A_DTT_674	TL1A_DTT_675	TL1a_FP_86	TL1A_FP_673	TL1A_FP_674	TL1a_DTT_229	TL1a_FP_87	TL1a_FP_88	TL1A_FP_675	TL1a_FP_89	TL1a_FP_85	TL1A_FP_677	TL1A_FP_678	TL1a_DTT_88_Repeat	TL1a_DTT_231	TL1a_DTT_232	TL1a_DTT_230	TL1a_DTT_194	TL1a_DTT_195	TL1a_DTT_193	TL1a_DTT_233	TL1a_DTT_234	TL1a_FP_285	TL1a_FP_90	TL1a_FP_284	TL1a_FP_287	TL1a_FP_286	TL1a_FP_288	TL1a_DTT_157_Repeat	TL1a_FP_160	TL1a_FP_162	TL1a_FP_283	TL1a_FP_161	TL1a_DTT_129	TL1a_DTT_128	TL1a_FP_230	TL1a_FP_197	TL1a_FP_196	TL1a_FP_232	TL1a_FP_198	TL1a_FP_231	TL1a_FP_234	TL1a_FP_233	TL1a_DTT_197_Repeat	TL1a_FP_193	TL1a_DTT_196_Repeat	TL1a_FP_195	TL1a_FP_194	TL1a_FP_229	TL1A_FP_626	TL1A_FP_627	TL1A_FP_625	TL1a_DTT_130_Repeat	TL1a_DTT_265	TL1A_DTT_630	TL1a_DTT_127_Repeat	TL1a_DTT_269_Repeat
MF0075	4480.81	11028.78	23089.29	3896.19	45050.38	43271.32	2645.18	2110.65	5055.24	25188.03	30699.75	40097.82	21579.36	3936.04	19150.82	15156.11	15361.89	9501.04	18948.29	9280.39	1935.32	5484.75	14289.5	15410.54	11847.75	16634.66	16685.93	50087.18	14188.61	17012.0	2120.16	70567.04	8509.21	26172.96	25902.25	23056.11	49109.96	41567.21	4967.04	3125.54	3761.93	19916.68	4726.11	3717.57	38330.34	15802.68	18171.86	4180.93	113749.23	19556.43	4508.34	4009.8	1914.96	16798.14	7505.5	7945.75	21378.21	9464.96	21461.32	13375.25	9065.25	11689.0	17136.05	12676.5	31597.5	14066.25	24742.54	12018.25	62164.25	128313.42	21411.25	58629.63	11532.18	12505.29	22657.5	34715.39	18295.39	4196.75	38219.64	27215.5	29628.04	22035.79	2500.04	25254.0	11063.18	23790.0	26194.46	16252.5	4351.55	2033.32	3413.68	6204.0	3421.57	10891.01	18341.36	2034.5
MF0072	588.67	2940.0	5669.0	13831.33	4833.67	1055.67	659.33	2633.67	536.33	1498.67	3590.67	2868.33	1877.33	615.33	1329.33	1628.33	4071.0	3428.33	13092.0	644.67	687.0	4588.67	3184.33	2318.0	8256.67	823.33	11669.0	1112.0	244.0	357.33	990.33	3286.67	2454.0	1594.67	3645.33	5030.0	17841.33	15191.33	500.0	859.67	517.0	5856.33	410.33	235.0	3252.0	7934.67	4895.33	656.33	8109.33	3082.33	4286.0	1248.67	1473.0	9015.67	957.67	5315.0	1727.67	2244.67	1015.33	3379.0	1424.0	2565.0	21555.33	435.33	1739.67	5481.33	8201.33	1422.67	7941.0	13718.0	2133.67	6756.33	4080.0	4090.0	2506.67	2112.67	857.67	5959.0	4514.33	2041.33	538.0	2147.33	150.67	250.33	530.0	617.67	268.0	317.67	881.33	461.0	779.67	6053.0	2175.67	1115.67	2643.0	1156.0
MF0073	6260.82	26457.03	60814.02	5057.64	54179.26	59997.73	4600.6	7128.98	6376.07	28199.86	59056.05	55567.0	35440.51	10447.1	31855.25	19148.11	34929.74	26447.31	49650.35	15820.32	5700.71	70638.32	43287.96	39296.45	11901.0	24114.37	27354.95	73420.24	18177.54	26958.83	5094.29	74126.67	14867.84	35552.14	44434.32	45408.74	35542.25	45013.94	6260.39	5184.3	5128.76	48250.79	7351.94	5745.82	48623.83	37220.0	43912.59	7817.43	133915.95	41401.93	7877.18	6584.72	5018.83	47619.5	10124.82	17568.03	33793.88	46168.0	33112.86	15708.12	13179.15	44136.4	27210.41	36105.05	44238.7	30751.9	31721.13	24866.17	49240.6	153855.24	49803.02	70258.02	31386.97	27632.64	39863.4	47828.2	26366.75	4386.53	266605.7	43327.96	26108.51	18552.96	3333.87	30795.96	11534.38	34024.47	33196.36	20958.1	7122.63	4739.91	5751.02	8965.98	12549.24	13637.68	35594.29	6932.06
MF0070	3809.98	9999.71	22772.69	17473.06	38705.58	42417.39	2336.68	1241.98	3758.41	19566.86	28678.38	40258.25	20775.26	3668.11	18533.42	13778.28	12595.66	6739.31	10136.02	15004.56	3115.79	3140.82	15797.97	16508.71	15199.75	14713.13	22235.2	49462.91	14087.04	16758.5	1621.96	70836.24	8521.34	27209.39	25487.82	25159.41	41705.26	45472.11	4257.81	2208.71	2911.1	15788.21	4655.78	3251.24	33901.51	10128.75	14588.76	3249.43	90804.29	17061.6	3922.01	3962.3	2011.16	12734.94	79858.4	4158.45	21992.04	10079.86	21378.95	20500.45	11071.65	12735.57	19972.58	12917.73	32152.2	52695.32	49685.47	11527.08	22149.35	111100.49	21486.18	52769.3	10139.31	10613.06	20913.4	38591.69	28499.59	61112.95	60071.71	23875.8	28831.84	28053.79	2980.37	26024.8	16165.38	24823.63	27797.86	15339.6	4037.72	1692.99	3360.35	11616.73	3230.24	9097.01	17107.96	4211.4
MF0071	9089.985	34880.03	120677.26999999999	10880.494999999999	54737.925	60633.395000000004	8028.935	13951.395	7578.155	30323.025	62029.465	57404.585	36699.345	11024.435000000001	32462.085	20326.695	49560.74	56005.645000000004	77733.35	18829.485	8092.959999999999	112136.735	46606.795	42980.7	16072.165	24600.705	46094.7	73811.24	18362.29	27113.165	9644.375	75594.83499999999	20615.59	35781.055	45623.155	47418.49	43580.835	52251.775	8001.639999999999	7491.715	7942.26	66488.375	9542.525000000001	8251.82	51012.58	83360.66500000001	62398.425	10842.265	133289.535	48128.265	9611.18	6443.635	8295.33	101299.435	83579.27	25016.03	36156.795	103980.35500000001	41445.195	23162.37	14633.400000000001	45885.15	31203.645000000004	36395.885	47109.615	59799.41	55011.729999999996	25206.085	49819.85	149836.74	53281.935	69175.60500000001	33876.22	29612.14	47912.565	50938.865	32090.125	62827.25	280861.78500000003	46518.795	28805.26	32645.98	3690.285	31192.795	14284.130000000001	34985.885	34127.86	21780.765	8744.465	11401.66	6030.685	11577.98	17451.655	14749.595000000001	38186.04	7577.8099999999995
MF0038	8398.07	33336.28	104128.52	6844.4	54573.2	61529.73	7274.6	12809.48	7700.57	29782.86	62703.55	57824.5	37733.51	11023.1	33326.75	21073.61	45558.99	47354.31	72049.35	21206.32	7886.21	101688.82	47800.96	45160.95	17150.57	24940.87	46892.45	70914.03	18438.04	27410.83	8851.29	61937.85	20108.34	34905.1	48119.32	49840.24	33252.49	45369.64	7581.39	7201.55	7370.76	62719.29	9020.94	7548.82	51099.58	70406.0	59227.09	10226.43	122551.4	47627.93	9816.93	7125.47	8175.83	79878.52	9185.97	24987.78	37926.38	84823.94	39574.86	26942.62	15604.65	48114.9	34651.16	36804.05	50074.2	46280.05	45776.26	27263.42	49447.2	148104.58	55664.52	66547.74	34647.47	30665.64	46681.4	28763.7	29042.27	5067.3	35915.6	48240.96	26188.2	21544.02	4068.37	17306.58	12876.15	35448.45	21227.05	22059.1	8530.63	9441.41	6285.02	12645.13	17172.74	15022.68	38541.04	7875.6
MF0039	26.75	182.25	355.0	14.0	34.5	97.0	59.5	291.0	16.5	37.0	431.5	210.0	251.0	73.5	188.0	19.5	202.75	133.0	462.0	76.5	88.0	614.5	429.0	318.0	17.75	124.5	97.0	185.0	38.5	44.0	26.0	49.75	0.0	18.0	216.0	83.0	6.0	109.0	33.5	44.75	20.0	298.0	13.5	10.0	85.75	146.0	283.5	23.0	512.5	122.5	15.75	9.75	32.0	306.0	9.75	232.25	83.5	82.0	28.5	61.0	20.5	249.0	52.75	43.0	185.5	111.0	61.0	236.75	39.5	484.0	422.5	62.5	724.0	587.5	123.5	26.5	56.0	7.5	12.5	135.5	5.0	7.5	4.5	4.0	4.0	38.0	2.0	18.0	48.0	49.0	13.5	17.25	25.0	14.5	521.75	0.0
MF0036	3046.67	11850.43	15824.545	672.585	4057.5950000000003	4523.84	1329.7166666666667	2762.4433333333336	1666.83	2989.0	21011.0	23530.456666666665	15270.991666666669	3174.9183333333335	6229.25	5684.92	10867.330000000002	9136.511666666667	20882.09833333333	4834.844999999999	2592.0416666666665	9809.346666666666	11427.744999999999	9781.985	3341.245	3938.825	8090.643333333333	3750.41	1696.665	1801.5	1751.815	3685.5950000000003	4124.005	2290.41	8604.09	6089.995	3874.665	5836.335	1564.915	2807.6483333333335	1416.845	14196.165	1624.08	2659.913333333333	6884.005	14223.793333333331	14961.781666666668	3869.461666666667	11015.91	8925.585	2853.75	1085.0	1465.1633333333334	21441.596666666668	1987.1116666666667	11821.494999999999	7791.585	40562.47666666667	14194.08	4291.045	3149.0416666666665	9413.61	12157.743333333332	2230.8999999999996	15281.276666666665	7908.335	9309.528333333332	7389.92	17338.083333333336	11966.92	11733.71	5506.42	10832.076666666668	9875.95	17427.026666666665	10969.59	14495.588333333333	8091.906666666666	125820.35166666667	16945.72	2696.755	6375.861666666668	662.335	11106.386666666665	4688.946666666667	14146.335	12230.243333333332	6639.276666666667	2787.58	3915.041666666667	1994.92	1633.415	3711.6499999999996	1691.25	10026.244999999999	2732.49
MF0037	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7833.849999999999	0.0	0.0	0.0	0.0	0.0	0.0	8069.25	6914.285	3353.278333333333	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15112.046666666667	0.0	2150.4933333333333	0.0	0.0	0.0	0.0	0.0	21810.518333333333	0.0	0.0	0.0	0.0	0.0	1850.75	0.0	0.0	0.0	1824.9866666666667	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7292.743333333333	0.0	0.0	6226.375	8128.283333333333	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14009.106666666667	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1725.485	5070.213333333333	9817.518333333333	0.0
MF0034	4173.48	10441.61	15479.79	3709.86	39170.88	37583.99	2277.18	1299.98	4059.41	24008.36	14322.58	21839.65	14609.86	3316.71	16587.32	13332.28	11806.56	6849.71	9303.62	8751.06	1721.99	3866.42	12613.17	14087.71	8005.25	13823.83	12919.6	39671.51	13365.94	14459.5	1326.16	69793.04	6557.04	22236.29	22684.42	18656.11	31562.46	33589.71	4831.71	2391.71	3091.1	15759.51	4224.28	3330.24	36271.51	10668.35	14672.86	3237.43	93300.89	17072.1	2224.51	7060.8	928.96	13065.14	9144.5	4633.75	14977.54	5012.46	11783.15	12052.75	9103.25	11583.17	6258.38	11888.33	25108.0	11285.92	22216.37	9705.08	27968.25	118289.09	19456.08	55798.3	7384.51	7615.46	20837.0	34942.39	11673.39	2740.75	37906.31	24068.5	25315.54	17307.29	2312.87	11092.0	10847.18	10359.83	13138.46	15083.0	2551.72	1763.99	2879.35	6263.33	2804.74	10217.51	11575.36	2020.5
MF0078	4368.86	15353.15	60638.62	14484.44	39431.17	35810.74	3262.52	5919.36	2822.2	17464.53	32925.0	31836.49	17825.78	3932.95	16270.07	13093.03	20433.47	26000.96	33764.62	7987.23	2738.99	49602.83	13421.66	11770.53	9089.33	13077.95	24884.68	36687.76	13153.36	15193.5	4464.41	70197.96	7334.21	9046.79	10470.17	11837.19	34069.54	39150.38	4452.41	2544.46	2782.09	23969.18	3470.19	3421.65	36377.97	39393.51	22924.86	4101.6	92317.6	15510.43	5562.89	1331.3	3832.38	63462.39	1165.0	9573.83	16075.21	54330.12	23362.65	5250.17	2836.0	10043.33	21272.55	5823.99	15320.83	16775.75	15899.12	10461.67	32882.25	110632.59	15961.67	52106.42	12562.59	11731.37	18033.83	37371.64	11935.63	8218.08	254443.8	15815.33	1485.96	9940.46	479.62	16907.33	792.93	17503.67	17188.21	6724.33	4068.01	5323.99	2113.43	6666.0	5565.9	8346.26	17341.94	3242.66
MF0035	5271.15	13608.94	26535.29	4233.19	49077.89	54610.66	3287.01	2317.65	5158.24	27136.86	34993.75	43884.48	24757.69	5204.04	23927.15	15066.44	28379.56	18460.04	32524.62	10957.73	2682.99	11700.75	28299.5	24672.21	8791.42	18992.66	14774.6	69442.51	15997.94	24576.33	2832.49	70407.05	8011.54	32388.96	34935.25	38910.11	33227.12	38855.37	5261.04	3241.88	3803.6	40112.84	6369.61	5044.24	41314.68	27679.52	34871.19	5541.76	121709.55	34608.43	5574.01	5086.47	2420.96	17340.97	7537.17	7600.75	25264.38	11215.63	24451.98	12437.75	9683.75	25035.67	24287.71	33107.16	39574.17	17069.25	27845.2	14962.25	37052.25	143587.92	30880.25	65778.3	14595.51	14294.96	31458.17	36870.4	22767.06	3162.75	37042.14	35696.33	25749.04	17369.79	2497.04	30379.83	11007.18	28239.0	32667.46	19446.67	5565.05	3216.99	5202.52	6374.33	4318.91	12284.68	23062.36	2285.5
MF0079	95.0	317.0	396.0	23.0	714.0	708.0	92.0	103.0	454.0	349.0	1.0	0.0	6.0	106.0	222.0	405.0	262.0	352.0	414.0	5.0	0.0	2.0	60.0	100.0	3064.0	1095.0	2724.0	562.0	32.0	156.0	406.0	1218.0	216.0	168.0	1176.0	644.0	15550.0	6672.0	89.0	442.0	494.0	250.0	64.0	312.0	910.0	62.0	395.0	472.0	1346.0	554.0	2174.0	84.0	860.0	234.0	68.0	1252.0	86.0	0.0	12.0	660.0	104.0	7.0	9696.0	9.0	940.0	184.0	206.0	178.0	28212.0	2636.0	22.0	1136.0	43.0	266.0	582.0	96.0	6.0	1272.0	1113.0	1868.0	4020.0	5076.0	47.0	2.0	12.0	0.0	0.0	24.0	53.0	144.0	18.0	343.0	90.0	167.0	173.0	156.0
MF0032	14.0	12.0	0.0	0.0	54.0	0.0	0.0	0.0	2.0	56.0	0.0	0.0	0.0	0.0	0.0	62.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	56.0	0.0	0.0	0.0	0.0	19.0	38.0	32.0	0.0	0.0	0.0	3.0	0.0	73.0	0.0	0.0	0.0	191.0	0.0	58.0	49.0	0.0	4.0	3.0	0.0	0.0	0.0	0.0	0.0	37.0	0.0	70.0	0.0	0.0	0.0	0.0	31.0	9.0	123.0	0.0	77.0	0.0	0.0	0.0	80.0	0.0	0.0	118.0	0.0	0.0	11.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	86.0	0.0	0.0
MF0076	101.46	693.415	1705.0	6899.085	1008.21	553.835	118.0	471.41499999999996	147.54250000000002	243.32999999999998	1336.665	873.915	769.25	133.66750000000002	497.25	873.0	1212.46	990.585	3367.165	2274.5	276.5	1308.585	816.085	1059.835	4763.375	343.9175	5618.1675000000005	485.0825	99.8325	139.75	470.0	1488.295	653.415	853.5825	1533.835	2132.5	9386.5	7528.4574999999995	128.25	150.71	117.83500000000001	1661.665	138.585	85.085	763.96	2114.085	1635.0	218.75	1418.3725	1128.585	2430.875	111.625	1125.5	1935.08	36343.375	1100.125	733.0	954.5	447.41499999999996	4514.5	1122.0	665.0	12354.625	200.165	1139.0	13224.0	12778.5	592.29	6215.75	2102.375	797.165	826.585	1273.915	1286.835	700.5	2025.0	5223.5	28920.5	12852.75	750.75	2623.0	6618.25	358.0	389.0	2646.0	579.5	848.0	175.75	156.585	122.83500000000001	79.835	3139.625	692.835	163.0	1048.625	551.5
MF0077	243.5	737.8333333333334	473.0	126.33333333333333	3951.1666666666665	518.5	124.83333333333333	208.66666666666666	622.3333333333334	1326.3333333333333	1082.1666666666667	294.5	316.5	97.66666666666667	537.5	374.0	1891.6666666666667	1482.3333333333333	2721.6666666666665	385.8333333333333	52.666666666666664	480.0	161.0	226.5	3147.5	869.0	2278.6666666666665	542.5	65.0	154.5	814.6666666666666	1223.8333333333333	280.6666666666667	303.1666666666667	826.1666666666666	683.1666666666666	9421.0	3920.3333333333335	257.1666666666667	320.0	303.1666666666667	1173.6666666666667	72.66666666666667	190.33333333333334	3904.1666666666665	1356.6666666666667	1187.6666666666667	323.8333333333333	5598.666666666667	1458.8333333333333	3257.8333333333335	412.5	1319.3333333333333	1020.1666666666666	78.0	1227.0	152.5	74.16666666666667	92.16666666666667	448.0	171.33333333333334	116.5	14297.666666666666	52.5	1226.5	404.1666666666667	559.0	253.0	21414.0	9870.0	225.33333333333334	4661.333333333333	901.3333333333334	896.5	1246.3333333333333	177.16666666666666	33.333333333333336	688.3333333333334	412.3333333333333	1436.5	2044.6666666666667	2605.3333333333335	46.0	8.333333333333334	16.333333333333332	41.166666666666664	4.333333333333333	88.16666666666667	145.16666666666666	143.0	60.0	499.1666666666667	210.33333333333334	988.0	1071.8333333333333	97.5
MF0033	0.0	0.0	51877.96	16291.585	30707.315	30927.65	3695.465	6250.575	3949.7	0.0	0.0	0.0	0.0	5569.665	16856.34	11430.97	23215.295	23520.62	36710.375	11232.995	0.0	50052.445	24560.545	22579.475	15156.21	12689.25	28849.525	37654.57	9194.57	13730.83	4769.71	39573.645	10318.07	19187.955	24708.525	26902.52	35864.44	37169.585	3961.995	0.0	3649.88	31537.91	4610.635	0.0	26625.99	35195.035	29345.91	0.0	70746.34	23495.63	8120.465	4355.07	4914.515	0.0	41888.07	0.0	18635.775	0.0	0.0	14486.91	8250.275	24198.4	32468.845	18535.89	0.0	38362.565	34283.53	13541.545	32787.1	0.0	27694.395	0.0	16997.635	15478.62	0.0	27014.335	0.0	0.0	148998.715	0.0	15980.405	17564.395	2089.77	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10201.315	8562.455	7851.675	19045.82	0.0
MF0029	3594.11	5630.57	20710.29	545.86	31270.84	41828.74	1607.43	789.86	3914.04	11945.19	29276.83	35141.4	19327.36	3826.46	18209.07	6441.36	8830.81	4393.96	9966.62	7757.31	819.24	2834.67	9641.67	8755.46	8325.0	13283.71	8076.1	50216.76	14216.19	16778.0	1868.91	10246.63	3213.04	25140.54	24800.17	23551.36	14894.54	19599.04	3340.16	1118.96	1228.6	12501.26	2634.53	2362.74	25163.31	8268.6	12905.86	2898.43	39041.59	12698.6	9052.64	8145.8	1343.71	4292.3	214.5	3810.5	15188.71	8385.21	16406.4	1222.5	671.5	5985.17	18523.13	5524.83	36756.5	17462.67	15466.62	11558.33	28694.0	47666.17	14922.33	32137.84	9330.76	9296.46	20444.5	10660.98	12910.14	2553.0	20143.81	25668.0	3089.29	3733.96	297.62	17346.5	231.43	18508.83	19076.71	13117.0	3620.6	1843.24	3115.6	696.33	3356.24	9905.76	16464.86	589.5
MF0041	1681.38	9127.95	15824.545	571.42	5995.264999999999	3719.925	1329.7166666666667	2762.4433333333336	1313.165	2398.165	14594.080000000002	8055.085	6917.005	3174.9183333333335	5120.25	3490.255	9664.29	9136.511666666667	20882.09833333333	5295.501666666667	1293.9616666666666	9809.346666666666	9390.16	9141.654999999999	2199.75	3281.41	8090.643333333333	3042.075	1486.83	1472.75	1751.815	2598.7200000000003	4124.005	1650.825	6914.675	4693.745	1545.5	4332.335	1397.875	1596.3183333333334	1416.845	12806.830000000002	1527.665	1358.165	6293.17	14223.793333333331	13552.5	3417.2533333333336	11444.99	7647.17	3291.045	1726.085	1465.1633333333334	15936.583333333334	2092.9866666666667	7760.871666666666	6189.5	9343.806666666667	7914.075	5354.46	3385.5416666666665	9142.665	9738.0	1310.815	4761.25	8530.085	10747.363333333333	6157.96	11381.5	14027.875	9781.585	7044.295	10832.076666666668	9005.415	9173.994999999999	9196.505000000001	9027.588333333333	2438.331666666667	139382.40999999997	7244.245	4957.591666666667	6792.1066666666675	853.6700000000001	772.5799999999999	2210.9466666666667	3783.085	1873.5	1349.995	1619.165	1225.4616666666666	804.42	1255.665	3711.6499999999996	1894.835	8618.619999999999	1854.16
MF0085	66.6275	199.7475	923.25	10343.7525	1329.75	459.87749999999994	21.75	39.9975	80.8775	442.87250000000006	262.7475	645.2475000000001	210.0	14.752500000000001	112.875	670.0	319.2525	74.0025	309.9975	288.5025	176.0025	51.5025	254.0025	552.5024999999999	5306.25	110.7525	7638.5025000000005	281.8725	26.8725	48.0	75.75	1173.5	290.4975	1101.9975	1397.7525	2722.5	12096.625	10468.25	84.2525	19.2525	26.0025	216.2475	124.2525	70.2525	739.8774999999999	136.2525	243.0	114.0	1355.1200000000001	234.5025	384.7525	65.5	207.75	34.75	558.0	22.5	183.2475	60.0	140.4975	1497.0	568.0	153.5025	3886.2475	76.7475	645.0	3674.3775	5350.7474999999995	181.2475	2060.25	2322.5025	299.4975	984.2525	339.9975	258.5025	32.625	547.25	342.75	4508.25	1816.0	45.0	366.0	1394.0	65.4975	179.25	339.0	32.4975	112.5	28.5	82.7525	64.2525	68.7525	4470.2474999999995	391.25249999999994	257.0	264.75	810.0
MF0086	8652.235	33257.58	102390.77	32593.1	68784.825	74957.89499999999	6882.56	11013.744999999999	7365.005	34439.575	61083.215	61276.46	38378.72	11632.685000000001	37518.835	24257.195	45801.115	45659.645000000004	67660.85	25101.61	8032.834999999999	97052.485	48790.295	45529.575	25510.79	28796.28	54494.825	86301.99	24025.04	32916.915	7968.375	105511.46	19098.34	38778.68	48891.155	53099.74	68862.58499999999	78843.275	8282.915	6482.09	6913.51	62794.75	9106.025000000001	7946.445	60800.755	67934.04000000001	58178.175	9886.765	161910.585	48061.515	7799.13	5876.0599999999995	6880.83	79507.81	119266.11	21779.155	39962.295	81897.98000000001	41514.32	31582.120000000003	16489.4	46959.4	31397.145	38132.135	51075.615	76726.86	76718.215	27486.71	55609.975000000006	187283.015	54605.435	86718.28	33283.47	29524.265	48595.065	63511.865	44015.665	94647.405	305469.28500000003	50321.045	33454.76	41754.295	4208.285	33162.295	19705.38	36761.635	37674.61	24181.015	8292.09	9064.535	6233.685	19618.355	16005.154999999999	16458.895	38971.79	8950.06
MF0042	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	335.0	2.0	0.0	0.0	0.0	0.0	0.0	34.0	74.0	76.0	0.0	0.0	0.0	0.0	0.0	28.0	0.0	31.0	0.0	0.0	0.0	182.0	0.0	16.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	105.0	0.0	0.0	0.0	36.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	12.0	0.0	0.0	2.0	42.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	908.0	0.0	0.0	0.0	19.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	36.0	2.0	15.0	0.0
MF0083	108.67	165.25	315.0	27.67	660.0	150.67	61.5	306.33	69.17	334.99	834.83	227.33	214.0	38.67	185.5	353.0	1060.67	988.67	3971.33	57.67	127.67	806.67	302.67	215.67	107.75	99.67	234.67	167.33	41.08	44.5	180.5	769.68	298.33	51.33	205.67	126.0	215.0	261.66	107.5	61.67	55.67	1925.33	183.67	100.67	811.0	2614.67	1536.5	206.0	1392.0	848.67	122.75	54.0	74.0	1951.66	17.0	918.0	167.5	128.0	151.33	374.0	146.5	194.67	214.25	92.33	146.5	97.67	296.33	157.33	78.5	1112.83	281.33	552.01	860.33	935.67	303.0	340.18	50.0	18.0	1106.5	235.0	9.0	81.34	19.0	8.0	8.0	38.33	35.0	77.0	180.67	117.67	95.17	57.33	80.0	164.0	734.0	0.0
MF0040	537.81	1062.7849999999999	6262.0	108.33500000000001	5045.67	5772.335	384.76	448.6	709.4	3630.665	2067.665	5081.665	2821.5	251.83499999999998	3350.5	1182.335	1345.64	428.62	1063.29	1790.335	27.335	54.335	1481.835	1842.335	2937.67	930.4549999999999	3963.43	12024.165	1108.665	1613.5	599.04	1878.96	393.16499999999996	16488.665	14235.335	11412.0	10167.54	5728.5	593.2149999999999	407.46	460.43	1020.76	449.69	264.07	3493.57	857.1	1167.69	357.76	11434.33	926.76	3729.57	3139.75	909.71	558.81	337.67	654.0	1312.665	149.38	980.165	1051.0	601.0	1232.335	16545.33	1201.165	9818.5	4182.335	5504.665	1927.165	19403.5	17210.07	6738.165	8724.83	1245.165	1049.835	3053.0	1414.0	1587.0	774.0	1838.97	3813.0	2353.29	3073.62	53.96	655.0	21.0	1185.165	2012.5	3954.0	568.26	384.57	721.1	343.0	1282.835	1473.03	2227.0	435.0
MF0084	0.0	0.0	22.0	7.0	8.0	57.0	4.0	1.0	33.0	0.0	0.0	0.0	0.0	15.0	222.0	53.0	229.0	22.0	96.0	5.0	0.0	2.0	26.0	26.0	811.0	158.0	505.0	139.0	24.0	29.0	364.0	406.0	131.0	168.0	40.0	120.0	1208.0	343.0	4.0	0.0	4.0	58.0	1.0	0.0	0.0	5.0	38.0	0.0	45.0	19.0	2069.0	24.0	685.0	0.0	17.0	0.0	0.0	0.0	0.0	0.0	22.0	7.0	9684.0	9.0	0.0	10.0	42.0	39.0	4859.0	0.0	16.0	0.0	43.0	266.0	0.0	28.0	0.0	0.0	55.0	0.0	6.0	18.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	330.0	9.0	0.0	150.0	0.0
MF0081	0.0	4.25	0.0	0.0	28.375	0.0	0.0	0.0	0.0	7.25	0.0	0.0	0.0	0.0	0.0	13.75	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	43.125	0.0	0.0	0.0	100.375	0.0	24.75	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.125	0.0	0.0	0.0	0.0	0.0	0.0	64.25	0.0	41.75	0.0	0.0	0.0	36.5	0.0	0.0	85.75	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.75	0.0	0.0
MF0082	0.0	0.0	115.0	19.5	391.25	101.75	31.75	66.5	64.5	0.0	0.0	0.0	0.0	46.5	260.25	87.0	245.75	46.0	118.5	18.75	0.0	173.0	164.5	119.75	908.0	193.5	568.5	186.75	31.0	49.25	379.0	472.0	209.0	175.75	159.25	176.25	1219.5	418.5	78.25	0.0	13.75	100.5	9.5	0.0	758.0	16.0	74.5	0.0	1589.5	33.25	2076.5	64.5	885.5	0.0	17.25	0.0	43.75	0.0	0.0	0.0	22.0	115.25	9728.75	27.75	0.0	48.75	77.0	126.75	4875.5	0.0	107.5	0.0	99.5	327.25	0.0	133.75	0.0	0.0	365.0	0.0	10.5	25.5	29.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	343.0	57.0	121.5	270.0	0.0
