id	KO	Vil1.01B.FP11	Vil1.03B.DTT35	Vil1.03B.FP35	Vil1.01B.DTT11	Lyz2.07B.FP283.S81	Itg.24.DTT531.S26	Vil1.10B.FP116	Itg.04.DTT423.S15	Lyz2.06B.FP271.S69	Vil1.05B.FP59	Vil1.08B.FP92	Vil1.02B.DTT23	Itg.20.FP507.S10	Lyz2.06B.DTT271.S113	Vil1.04B.FP47	Lyz2.02B.DTT223.S63	Lyz2.05B.FP259.S56	Itg.22.DTT519.S14	Lyz2.04B.DTT247.S88	Vil1.09B.FP104	Vil1.13B.FP152	Itg.26.DTT543.S39	Vil1.14B.FP164	Itg.24.FP531.S34	Vil1.010B.DTT119	Vil1.05B.DTT59	Vil1.07B.FP83	Itg.26.FP543.S47	Vil1.08B.DTT95	Itg.18.DTT495.S90	Itg.12.FP471.S73	Itg.20.DTT507.S2	Itg.12.DTT471.S65	Lyz2.03B.DTT235.S75	Itg.10.DTT459.S53	Itg.08.DTT447.S40	Vil1.09B.DTT107	Vil1.014B.DTT167	Lyz2.08B.DTT295.S137	Itg.06.DTT435.S28	Vil1.06B.DTT71	Itg.04.FP423.S23	Lyz2.04B.FP247.S44	Lyz2.01B.FP211.S59	Vil1.06B.FP71	Vil1.07B.DTT83	Lyz2.01B.DTT211.S51	Lyz2.08B.FP295.S93	Lyz2.03B.FP235.S83	Lyz2.07B.DTT283.S125	Itg.10.FP459.S61	Itg.02.DTT411.S3	Itg.16.FP483.S86	Lyz2.02B.FP223.S71	Itg.02.FP411.S11	Itg.06.FP435.S36	Vil1.02B.FP23	Itg.22.FP519.S22	Lyz2.05B.DTT259.S100	Vil1.04B.DTT47	Itg.08.FP447.S48	Vil1.013B.DTT155	Itg.18.FP495.S98	LYZFP307	LYZFP331	SLCFP131	SLCFP023	SLCdtt005	LYZFP355	LYZFP319	SLCFP005	SLCFP053	SLCFP095	SLCdtt095	SLCFP077	LYZdtt367	LYZdtt319	SLCFP113	SLCFP071	SLCdtt113	LYZdtt355	LYZdtt343	LYZFP343	SLCdtt077	LYZdtt307	LYZdtt331	SLCdtt053	SLCdtt167	SLCdtt149	SLCFP167	SLCFP149
K01551	K01551	107	13.03	18.86	11.29	161	48.4	156.4	139.4	385.43	69.2	413.26	35.49	87.29	145.2	104	34.29	45	27.63	150.37	246.86	5018.23	53.86	199.31	7	2.06	0	140.71	231.94	0.29	121.63	205	47.34	36.37	40.57	38.37	126.71	4.37	44.6	19.43	91.43	0	10	12.43	70	266.26	0	68.43	83.29	113	58.49	40	8.29	44	270	107.29	18	73	12.57	27.43	17	54	71.26	0.29	950	30.11	7	8	9	10.83	189.17	0	129.2	0	0.6	10	484.31	29.77	54	74	32	39.11	34.71	37.31	48.4	455.63	54.57	43.11	87.03	19.69	3.49	12.29
K01556	K01556	0	4	5	0	5	0	27	1	16	12	0	0	61	0	108	0	0	4	3	11	0	6	4	3	3	0	31	17	0	4	8	3	3	0	2	8	0	5	0	8	0	1	2	3	52	0	0	19	2	0	6	0	15	6	29	26	0	9	0	4	5	0	0	24	0	21	15	0	39	52	9	0	0	0	11	0	0	13	16	6	11	0	0	0	0	0	0	2	55	5	23
K01560	K01560	38100.75	4080	51176.25	21675.75	14412.5	3777.25	12310.5	69477.75	4537.5	85686.92	13032.5	7474.25	19675	6610.5	22243.25	36604.5	4294.25	9644.25	19716.25	11141	13634.25	3570	10030	9667.5	4848.25	585	26443.25	13109	771.5	7675.5	16841.5	10341	5990.5	36097.33	17663.75	12451.67	3318.75	2867.75	5809	50446.75	138.5	114232.25	10297.5	121023.25	19940.83	349.75	21944.75	19619	89746.75	2437.08	23092.25	13139.75	18762	113759.75	16231.5	37921	13753.25	22915.25	5710	2966.75	15538.75	6995	17336	28867.75	22699.08	8842.25	5079	4298.5	43989.75	48359.25	3732.25	5551.75	25100.5	17020.75	26188.25	14571.33	16186.33	269.25	14898.25	2552.25	45135.42	14312.5	108839.83	41890	65510.58	8473.25	8440.25	101338	92514.67	18298.25	20207.25
K01561	K01561	1	0	302	0	1	0	0	0	1	4190	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	4	1	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	1	113	0	0	1	0	0	1	0	0	1	0	1	1	1	0	0	0	0	1	1	662	1	1	0	174	15	0	0	1	0	1	0	0	0	0	0	0	0	1510	0	0	0	0	0	0	1351	0
K01567	K01567	11274.41	501.19	1178.3	1452.47	6379.75	1030.04	6961.32	3305.15	4722.5	2762.7	36232.16	2557.01	29431.7	1842.7	7210.26	471.93	817.83	740.42	5393.3	7789.82	1496.75	1264.74	10089.6	257	143	23.65	8871.66	6926.45	29	3677.75	2263.6	4458.16	638.17	654.16	774.47	2452.91	169.33	963.25	630	2661.54	11	213.3	648.73	810.83	24392.35	1	1483.4	4194.83	1746.44	1028.3	706.72	263.73	17401.83	2145.86	2884.63	9574.34	7733.87	1456.13	668.08	1530.1	1196.47	194.75	244.5	14235.09	580.67	6129.9	543.53	811.7	220.1	6195.97	785.53	6773.43	342.1	123.57	481.1	6842.16	909.05	1690.2	2774.64	1295.23	3579.65	14420.71	1130.61	1080.98	11642.9	2163.51	1524.57	5456.7	8976.46	1669.5	13601.04
K01569	K01569	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	3	0	0	0	0	0	0	0	0	9	6	0	0	0	3	0	0	0	3	0	0	0	6	0	0	0	0	11	0	0	0	0	0	0	0	0	0	24	26	0	21	0	0	5	0	0	14	0	0	0	0	4	18	0	0	0	0	7	14	0	0	9	0	5	0	14	0	0	0	0	0	11	1	23
K01571	K01571	11399.33	636.94	1391.63	1491.39	6415.75	1235.37	9272.4	4460.32	4799.08	3174.7	40899.49	2670.68	29563.2	2256.7	7848.18	501.43	823.83	897.59	5687.13	11019.65	13310.42	1587.91	11530.27	287	203.42	23.65	9062.83	7404.95	46.83	4394.25	2328.6	4703.91	755.17	686.24	870.72	2889.83	224.33	1267.75	683.17	2867.71	11	231.05	694.48	852.83	26003.68	1	2042.07	4312.33	1781.44	1411.13	770.22	295.98	17647.33	2177.61	2991.63	9567.59	7854.2	1573.13	765.41	1610.85	1214.47	803.67	268	14289.92	647.33	6191.73	592.53	1045.37	269.93	6366.55	800.61	7078.26	403.43	159.9	490.1	7234.74	1047.63	1748.2	3586.47	1349.06	3705.32	14517.88	1242.77	1303.56	12088.06	2301.59	1653.24	6568.95	10292.13	1753.33	15158.37
K01572	K01572	14033.83	1201.27	2405.77	3319.3	7005	1780.24	23269.52	7621.86	5583.02	6010.05	52557.58	5473.69	32705.36	4870.47	9690.43	5317.93	2066.58	2216.22	8870.59	21731.2	65245.93	3849.46	19421.24	607.75	473.32	40.9	11594.33	12745.55	60.16	7799.79	5053.93	7359.12	3009.79	4003.3	2097.18	7344.83	520.37	1965.88	1687.28	7391.82	11.5	1222.8	963.84	3008.41	34550.35	5.75	3808.68	4905.91	5436.19	2872.31	3584.13	1736.14	23364.49	4872.11	9289.04	13670.84	13725.7	3045.1	3770.69	2544.93	2047.22	2271.84	1033.66	20178.34	1995.54	9832.98	1532.28	1587.87	4603.74	10012.74	1360.86	9546.61	505.18	271.2	1446.85	24346.8	1718.96	2420.2	5738.72	2644.56	6899.69	15652.72	2944.41	3863.84	17347.36	8777.73	7860.11	17694.61	23032.32	7488.51	15576.03
K01573	K01573	4	90.03	20.86	13.29	0	48.4	1612.4	132.4	6.43	42.2	315.26	237.49	1.29	121.2	0	1.29	0	27.63	146.37	903.86	26010.23	43.86	306.31	0	26.06	0	0.71	65.94	0.29	53.63	6	193.34	13.37	5.57	16.37	103.71	24.37	35.6	13.43	110.43	0	0	3.43	1	123.26	0	87.43	10.29	0	272.49	1	1.29	1	1	0.29	0	4	1.57	44.43	16	6	592.26	1.29	10	40.11	8	0	44	19.83	31.17	0	46.2	0	13.6	0	79.31	50.77	0	6	0	73.11	29.71	44.31	37.4	284.63	95.57	70.11	829.03	33.69	8.49	10.29
K01575	K01575	36418.75	4939	73946.75	22164.25	11819	34036.5	6863.5	80520.5	11797.25	86957.59	8234.75	11858	30317.75	11615.5	13112.75	36556.25	4508	18201	30370.25	3537.5	9849.5	26283.75	6984	69617	7321.5	583	17291.25	27324.75	766.5	11055.5	25777	12708.25	14625.25	43076.66	34640.25	20192.84	3353	10941.5	6062.5	51874.75	126	129195.75	29147.25	120585.5	10985.91	343	21752.25	19185.5	116725	2149.91	62314	20220.25	7436.25	111778.5	42348	39195	26945.5	49054.25	4659.25	2561.75	28135	6738.25	20966	42013.75	9810.41	9140.25	3617	16221.25	22501	131841.75	30330.5	8465.75	38328	21694	29624.75	13516.41	25618.66	1877	21107	14035.5	44985.09	11487.5	84831.66	43666.5	83457.66	4823.5	10254	123277.75	98782.59	21395.5	16077.75
K01577	K01577	1646.5	1381.75	24264.25	594.75	580.25	40103	3853.25	28498	13080.5	13913.75	215	7163.5	20852.5	7735.25	19745.75	224.75	2882.75	22121.25	12177.25	927.25	28095.5	9860	13888	95211	9285.5	2191	1988	30670.5	4408	13940.25	38268	5116.75	13660.25	6998.75	27515.5	17509.5	5672.25	13492.75	314	4688.75	3140	69944.25	18901.5	3776	4363	1810	3524.25	853	27437.75	753.25	77971.5	21807	7591.25	2215	85514	5037	25239	78402	2694	2155.25	33154	17334	62110	13633.5	473	11889	4218	18154.25	248.75	83441.25	61852	17644	70319	14989	4985	605.75	9579.25	2988	19995	17013	586	270.25	883.5	2537	19871.25	469.5	13503.75	26073.25	44276.25	23995	8504.25
K01578	K01578	1	6	306	0	1	0	8	12	1	4190	4	2	0	0	1	2	0	0	0	13	0	0	0	1	0	0	4	1	0	16	0	0	5	0	0	13	0	2	0	7	0	1	0	1	125	0	0	1	0	0	1	0	0	1	0	1	1	1	0	4	0	0	1	1	662	1	1	0	174	15	0	0	1	0	1	0	0	0	5	0	0	0	1510	0	0	0	8	1	1	1351	0
K01579	K01579	3013.58	957.19	7745.11	1983.71	773.75	583.74	9681.47	2289.56	1086.84	2853.62	5818.67	2429	3243.12	2004.62	3069.83	4899.54	1449.83	1279.64	1571.12	7686.09	32498.4	18557.45	7804.33	1127.5	6116.56	2175	2797.12	4658.01	4423.37	2691.71	3147.33	1865.58	2233.62	3522.81	1334.46	4098.79	5130.45	633.43	1050.1	3956.59	3151.5	1019.25	219.76	2284.41	6008.82	1814.75	5689.6	560.62	3877.84	1656.9	3654.23	1462.2	5958.99	3140.66	6425.45	4233.84	6231	1604.73	3038.01	1334.33	1023.42	1643.43	914.12	6533.34	1479.36	3737.83	996.08	1261.67	4576.41	3983.92	627.66	2329.36	51.08	51.1	1040.5	17461.32	658.27	685	3066.92	1271.16	3192.45	1162.46	2038.38	2334.74	4162.96	5975.41	6243.45	11746.78	9506.2	5932.57	2152.04
K01580	K01580	2738.42	1028.45	1022.86	2119.04	481.25	814.9	8022.9	2042.41	519.84	2382.2	4790.76	2621.49	2473.37	2023.12	2108.17	4950.46	1241	1305.47	1553.37	6450.27	35668.4	35242.36	5399.48	1910.25	17779.31	6525	2096.96	4246.36	13245.87	1994.71	2621.83	1531.42	2147.7	3723.57	1180.29	3991.71	14809.12	907.43	1107.85	3863.35	9420	967	208.43	2318.08	3167.84	5434.75	10580.1	450.29	3722.5	2404.57	2725.41	1429.37	5683.91	2871	6148.62	3920.75	5732.33	1350.9	3037.93	2069.33	796.25	2738.93	740.37	6140.5	1487.86	3639.08	908.75	495.92	4359.66	3410.5	697.58	2010.28	32.08	50.43	956.75	16285.98	824.69	633	2815.08	1261.83	3153.28	1175.3	1782.64	2186.81	4357.38	5974.9	5997.78	11132.78	9234.77	5558.32	2070.45
K01581	K01581	36983	4185.5	49936.5	22273.5	11866.5	25165	7119.5	89736	12282	94609.5	8469	12887	32260	10914.5	27418.5	36831.5	2046.5	26332.5	25374.5	4327.5	38855	10352	15926	68374	17912	4917	17337	33185	9580	13533.5	37344	13381.5	16670.5	40122.5	40229	21932	13292.5	7897.5	6040	51810.5	6406	169552.5	21102	121347	13125	3963	26667.5	19237	105886.5	2949.5	78861	28212	12771.5	111682	75918	36891	29022	80915	2744	4655.5	34091	26080	58459	29259	9264	19753	4311	17976.5	22927.5	47888.5	59439	18410	80682	27091	30556	13690.5	16328.5	2890	31080	18019	43737	11742.5	83430	43294	65688.5	4519	19655.5	110863.5	127772.5	25189	20105.5
K01582	K01582	33	440.5	175.5	252.5	18.5	341	136.5	291	23	125.5	1274	377	73	187.5	29.5	66.5	4.5	83.5	269.5	200.5	140	774	222	6	11714	4350	37	196	8816	357.5	21	228.5	42.5	93.5	58	298	9729.5	402.5	63	226.5	6280	10.5	18	22	687	3620	5206.5	34	19.5	851.5	16	31	40.5	20	32	29	24	18	64	829.5	8	966	6	210	189	21	5	112.5	55.5	135.5	111	45	6	7	0	144.5	197.5	6	28	18	149	133.5	206	78	495.5	313	23.5	101.5	88.5	9	38.5
K01583	K01583	0	0	2	0	0	3	11	3	0	6	24	0	0	4	0	0	0	0	9	4	0	4	7	0	0	0	0	2	0	0	0	2	0	0	0	4	0	0	0	3	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	4	0	0
K01584	K01584	3.5	211.75	75.25	121.75	1.25	152	4.25	69	4.5	11.75	0	165.5	2.5	63.25	1.75	23.75	0.75	34.25	69.25	1.25	61.5	352	2	3	5852.5	2175	0	3.5	4408	106.25	0	64.75	13.25	38.75	21.5	101.5	4863.25	184.75	26	62.75	3140	2.25	1.5	3	15	1810	2603.25	7	1.75	409.25	1.5	12	2.25	0	0	0	4	0	32	402.25	0	483	0	85.5	88	0	0	40.25	27.75	42.25	52	0	0	0	0	44.75	87.25	0	0	9	62	54.25	93.5	13	195.25	106.5	3.75	0.25	0.25	1	5.25
K01585	K01585	2467.42	516.95	994.36	1840.54	488.75	434.9	8053.4	1900.41	544.84	2466.7	4440.76	2309.49	2553.37	1890.62	2492.67	4767.96	1235.5	1195.97	1272.87	6158.77	25871.4	2181.36	5572.48	299.25	6048.31	2175	2238.96	3748.36	4422.87	1778.21	2808.83	1425.92	2161.2	3304.07	1149.29	3883.71	5070.62	526.93	966.85	3811.85	3140	945.5	183.43	2116.08	3769.84	1814.75	4407.6	402.29	3716	1264.07	2901.41	1425.37	5660.41	2864	6214.62	4019.75	5786.33	1359.9	2931.93	1274.83	918.25	1312.93	718.37	5859.5	1320.86	3554.08	949.75	407.42	4372.16	3311	599.58	2078.28	30.08	28.43	969.75	16703.48	580.19	661	3017.08	1279.83	3058.28	1078.8	1622.64	2161.81	3674.88	5808.9	6056.28	9386.28	9280.27	5646.32	1958.95
K01586	K01586	63185.24	6888.56	79672.77	26510.22	23437	34941.53	43989.04	109094.96	25188.27	110087.99	65381.94	18322.05	80604.36	18738.82	60572.84	42827.01	12002.91	32323.74	32792.99	45654.77	81279.83	31596.3	54820.64	86659.5	14333.92	2799.65	45643.99	50164.35	5299.16	30465.89	52690.43	21783.38	17026.61	43881.62	34992.25	32585.83	10025.1	18661.43	8003.03	62573.56	3290	187115.3	19918.92	127565.99	62209.11	2199.5	29958.43	27904.24	110710.03	5650.32	83824.2	39512.97	60544.57	121812.02	154433.87	61443.43	48748.62	100760.93	16445.27	8358.18	43100.64	27391.04	79826.41	77095.43	145165.57	35341.73	11117.61	15393.62	50025.69	150372.21	46675.69	34438.79	95881.68	32443.42	30530.1	44692.52	28167.47	5471.45	39389.81	13247.64	54423.48	31526.88	119886.53	47217.47	102962.87	36955.49	33856.98	135471.41	159230.37	57675.61	56427.87
K01588	K01588	57400.33	6641.94	77639.11	25269.46	22424.25	24503.99	40414.72	88085.31	17535.34	101465.62	59481.42	15680.75	65216.87	15508.62	39532.58	42583.79	10870.58	18032.89	31158.62	43338.09	45538.15	28089.7	41621.83	49505.5	13427.06	2776	41896.62	35928.76	5266.87	21009.71	32076.83	18002.58	12069.37	43590.06	24237.21	24738.54	9417.2	13394.18	7780.6	60028.09	3279	131621.5	19538.76	125560.66	54689.07	2182.5	28066.6	26215.12	108514.09	5077.4	47898.48	24337.95	49214.24	120625.16	91918.45	57940.09	38085.75	47526.23	14740.76	5557.58	27501.17	10194.43	30299.12	70108.84	143842.86	22881.33	9094.08	9386.42	49600.66	146683.17	11936.16	19541.86	39566.08	22304.35	28612.5	41141.32	27602.52	3879.25	25673.67	7605.91	50517.45	17156.46	118226.88	46394.99	100083.71	33426.91	20837.2	132554.78	119086.45	42021.32	44168.04
K01589	K01589	72162.5	9560.5	135176	43929.25	23464.25	45261.5	22984	154904.5	16993	178008.67	17662.25	18348.5	53130.25	18879.25	26511.75	73271	9711.75	30702.25	48061.5	22887.75	21077.5	29802.75	26093	93406	19240.75	3341	36924.25	36285.25	5941	20610.75	29436	23307.75	16531.5	78517.83	43494	27647.92	11951.25	21501.75	11725	102174.5	3392	253686.75	36689.5	238555.5	24508.08	2496	45115.5	37930.5	201755.75	4555.33	75884.5	42171.5	15311.5	222083.25	121534	77692.25	34246.5	80828.25	10484.25	5865.75	36127	15459.5	36769	83887.75	134029.08	19965.25	4215	14158.5	45494.25	262479.75	18643.25	17461.75	76429	43516	53150.75	26739.58	50947.83	1574	36108	8958	88416.92	23186.75	167141.33	85006.75	166357.08	22868.75	21917.75	224943.25	173117.17	43661.5	24455
K01591	K01591	58754.33	6984.94	83667.11	25639.46	22828.25	45898.99	42651.72	109753.31	26129.34	108413.62	59671.42	21158.75	78718.87	20411.62	56567.58	42758.79	11034.58	34683.89	37924.62	44087.09	73442.15	34618.7	53202.83	108663.5	14980.06	2776	43884.62	59732.76	5266.87	29522.71	63033.83	21409.58	23150.37	47528.06	47306.21	37547.54	9941.2	18770.18	8018.6	62952.09	3279	188940.5	30381.76	128557.66	58614.07	2182.5	28795.6	26876.12	124758.09	5371.4	108279.48	39253.95	55875.24	122212.16	151666.45	59788.09	57224.75	107281.23	14998.76	6931.58	52249.17	27045.43	81644.12	70723.84	144055.86	33809.33	12502.08	24162.42	49707.66	147126.17	67981.16	33454.86	95964.08	32441.35	33124.5	41669.32	27797.52	6553.25	42388.67	22826.91	50901.45	17356.46	118581.88	48148.99	101225.71	33626.91	32015.2	145028.78	162644.45	55274.32	52425.04
K01593	K01593	0	4	5	0	5	0	27	1	16	12	0	0	61	0	108	0	0	4	3	11	0	6	4	3	3	0	31	17	0	4	8	3	3	0	2	8	0	5	0	8	0	1	2	3	52	0	0	19	2	0	6	0	15	6	29	26	0	9	0	4	5	0	0	24	0	21	15	0	39	52	9	0	0	0	11	0	0	13	16	6	11	0	0	0	0	0	0	2	55	5	23
K01595	K01595	1687.5	727.25	8020.75	920.75	515.25	21824.5	2420.25	25854	8686.5	12108.25	342	5669.5	13767.5	5013.25	17717.75	241.75	212.75	16863.25	6884.25	832.25	28114.5	6962	11758	60208.25	7437.5	2175	2530.25	23993.25	4408	8664.25	31277	3545.75	11179.25	4044.75	23223.5	13087.5	5409.25	5882.75	305.25	3282.75	3140	59574	10907	3080	4873.75	1810	3423	768	16490.75	736	61008	14968	7109.25	1969.25	59912	2440.5	19239	60398.25	306	1801.25	25075	17368	51375.25	1974.75	3061.75	11077	3515	14869.25	424.5	2337	56199	13929	56412	10137	4557	1328.25	527.75	2711	16913	15242	1954.75	381.75	6388.75	1827	1837.5	1229.25	11221.75	12614.25	44305.25	14817.75	8561.25
K01596	K01596	344.67	104	256.33	46.67	244	108.33	2765.33	594.67	257.33	473.33	4365.33	222.67	788	224	854.67	34	150	76.67	398.33	2686.33	5224.67	188.67	1531.67	22	53.67	0	577.67	879	12.33	352	214	335	89	25	96	483	32	163	43.67	284.67	0	32	19	93	2088	0	253.67	185	83	231	111	29	304	94	280	244	427.33	210	116.33	61	148	274.67	15	577.33	73.33	197.33	86	40.67	190.33	492.33	17.33	472.33	14.33	6.33	31	625	48	79	825.33	18.33	86	185.67	357.33	124.33	730.33	347.33	223.67	313	497	224.33	1644.33
K01597	K01597	37362.75	5000	75408.75	22394.25	12070	43705.5	8644.5	100240.5	16808.25	93576.92	8423.75	13665	40001.75	13588.5	30073.75	36618.25	4582	31755	30457.25	4227.5	37540.5	28780.75	17769	106261	8075.5	583	17291.25	40157.75	766.5	18560.5	44921	14931.25	19158.25	43155.33	44726.25	26293.17	3819	15811.5	6080.5	53520.75	126	184454.75	29189.25	122174.5	13053.58	343	22274.25	19491.5	117067	2274.58	97472	34933.25	13398.25	112449.5	101763	40543	35114.5	100143.25	4738.25	3943.75	42686	23524.25	69359	42391.75	9888.08	19529.25	4928	21976.25	22544	131997.75	64677.5	21950.75	94575	31774	31076.75	13638.08	25647.33	3153	34048	19434.5	45164.42	11572.5	84918.33	44197.5	84044.33	4902.5	21092	125036.75	127694.92	32560.5	20428.75
K01598	K01598	256.92	182.25	1636.83	441.92	49	341.83	449.58	4086.67	76.58	958.83	115.83	35.67	230	63.5	486.92	9	12	174.67	82.33	385.33	5171.17	79.67	104.67	1046.25	53.42	0	151.92	133.75	9.83	51	128	54.75	42	15.75	127.25	161.25	29	455.5	33.42	311.67	0	2255.5	52.25	31	315.25	0	253.42	87	43	127.25	450.5	28.25	72	55	125	545.75	81.33	580.25	50.33	35.75	184	318.92	28.25	744.08	2041.08	40.33	133	111.67	80.58	1560.83	99.08	228.33	11.33	0.33	4	269.25	246.75	24	781.33	11.83	1486.25	127.17	4362.08	63.58	438.08	900.83	47.67	167.25	1368	145.08	1617.33
K01599	K01599	18787.75	1611.03	11494.86	2776.54	6352.5	1683.9	7025.4	12394.9	8017.43	10454.37	12952.51	2413.49	30105.54	2972.45	13200.75	1082.29	2565.75	1312.13	4794.87	10834.61	26422.48	18460.61	8674.06	3606.25	6256.81	2226.75	17355.71	6431.44	4523.79	6518.63	5514.5	3170.09	1285.37	1183.4	1114.37	3623.38	5276.12	2132.6	1426.68	4103.68	3151.5	5095	975.93	1673	39794.09	1829	5302.68	7601.29	4325.25	1998.07	3451	882.79	38723	4096	5661.79	13803.75	10334.5	3984.07	3273.43	1479.75	2901.5	3462.01	1887.04	32134.75	6342.44	9367.25	2016	2249.5	1178.83	15405.67	2577.75	5688.45	623	402.6	1064.75	9661.64	2127.85	3404	3203	3057	3632.03	1477.71	12652.64	1164.65	18630.96	5841.57	4105.36	6630.78	26729.11	10038.74	24952.29
K01601	K01601	0	6	4	0	0	0	8	12	0	0	4	2	0	0	0	2	0	0	0	12	0	0	0	0	0	0	0	0	0	16	0	0	5	0	0	13	0	0	0	7	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	8	1	1	0	0
K01607	K01607	19313.08	1944.44	9825.36	3618.71	12035.25	22658.49	24236.72	27984.31	14491.09	18926.2	44257.17	12247.75	49787.62	9209.62	38135.83	6126.54	4965.08	18853.89	14256.87	20317.59	67808.15	10581.95	30239.83	60070	8051.06	2193	19832.87	35741.01	4455.87	16664.21	45204.33	9468.33	14378.12	8351.73	25187.46	21954.87	6168.7	7251.18	1742.6	11079.84	3163.5	60060.75	11861.51	8568.16	34759.49	1821.5	7393.85	5009.12	22512.09	3355.32	67453.48	16999.2	39914.49	9598.16	69464.45	17698.59	37277.75	64933.48	8023.01	4251.83	32485.67	22175.68	61896.62	17084.09	17444.28	25615.08	9609.08	16729.67	26783.66	9946.92	58899.66	26462.61	57543.58	10852.85	5829.25	24340.24	1657.69	4516.25	24543.67	18032.91	5827.03	5372.96	32208.05	5021.99	13277.38	12782.41	20407.2	32031.53	71282.03	30197.82	31558.79
K01608	K01608	3.5	211.75	75.25	121.75	1.25	152	4.25	69	4.5	11.75	0	165.5	2.5	63.25	1.75	23.75	0.75	34.25	69.25	1.25	61.5	352	2	3	5852.5	2175	0	3.5	4408	106.25	0	64.75	13.25	38.75	21.5	101.5	4863.25	184.75	26	62.75	3140	2.25	1.5	3	15	1810	2603.25	7	1.75	409.25	1.5	12	2.25	0	0	0	4	0	32	402.25	0	483	0	85.5	88	0	0	40.25	27.75	42.25	52	0	0	0	0	44.75	87.25	0	0	9	62	54.25	93.5	13	195.25	106.5	3.75	0.25	0.25	1	5.25
K01609	K01609	15960.5	1395.94	11114.69	3017.63	5890.75	1432.57	16708.55	10245.23	7360.17	11852.2	46077.5	4624.67	28651.12	4656.37	11620.75	5403.79	2884.58	2351.31	6337.7	15730.17	39155.82	20055.12	16530.75	2787.25	525.23	17.25	12886.04	12404.26	77.7	7598.71	6201.33	5385.83	3041.37	4230.06	1904.96	6784.54	523.2	1779.93	1573.52	6580.26	11.5	3648.75	1116.76	3380.41	30489.57	21.75	4006.77	4485.62	7270.59	2221.4	5335.73	2141.2	25538.74	5113.41	12174.45	12512.34	14895.83	5664.98	4997.09	1397.58	3007.42	1683.85	2232.37	21194.67	5638.94	10737.16	2262.08	2240.09	5342.74	12411.25	1732.49	9344.69	341.91	213.43	1915	25532.82	1612.27	2072	6823.25	2304.99	5036.95	2277.63	9992.71	3539.07	11421.79	10519.99	8761.37	17276.03	25891.7	13460.15	19001.62
K01610	K01610	50660.66	5050.62	57753.14	24700.33	18566.5	25904.91	20978.64	95240.89	17365.44	91124.79	51051.2	17047.62	63913.41	14659.62	36234.16	42008.33	4034.33	28022.65	31093.36	18643.62	71304.41	13085.14	31788.62	68887.5	12376.75	2759.25	27986.66	43642.65	5217.33	19742.39	42350.33	18453.22	19451.69	43960.88	41801.03	27525.75	8813.02	9033.68	7577.86	58025.6	3277.5	170722.75	21920.19	124163.91	40778.68	2158.75	27085.36	23751.91	111203.34	4443.69	82949.73	29875.49	35485.99	116362.66	84924.24	50351.84	42391.67	83714.3	6249.86	5464.83	35977.42	26702.37	59582.41	48237.76	9635.74	29266.5	5744.08	19987.5	27104.01	57139.16	60728.33	26961.03	81081.25	27281.27	31998	36179.28	17604.09	5179	35896.59	20582.33	47023.91	13410.25	82932.51	46675.91	79564.56	11397.15	26695.99	126667.71	146108.74	29851.53	33934.5
K01611	K01611	420.75	399.95	267.05	879.55	183	759.2	3364.75	836.5	287	374.45	1724.5	649.5	955.2	297.95	513.85	88.85	115.75	399.5	1150.55	2999.25	1253.25	689.9	923.75	84	5893.5	2198.65	573	779.8	4408	677.5	196.6	1327.75	133.25	77.75	509.3	1049.75	4940.25	360	73	474.3	3140	53.05	64.9	160	2041.2	1810	3323.65	216.5	105.35	626.55	138.4	75.4	465.25	147.2	389.8	333	374.7	311.8	163.75	1637.85	199.8	664.75	36.5	968.75	147.5	238.4	73.2	143.45	245.35	611.55	76.2	278.6	60.6	19.4	61.6	1070.9	276.3	84.2	86.8	20.4	3484.15	13894.8	448.95	159.8	1994.65	1167.5	657.15	177.45	3585.2	271.5	232.45
K01613	K01613	16629.33	1276.44	9910.86	3341.21	4897	31938.24	15124.22	45655.56	19929.34	23461.2	12114.92	11270	44532.37	10616.62	45761.33	5645.29	3193.83	32076.89	10333.87	12230.59	90789.65	12433.7	35125.08	96641.25	8601.31	2192.25	11926.62	43758.51	4466.37	20981.46	55720.33	8925.58	18516.87	7745.73	34784.96	24853.62	6303.95	11622.68	1925.35	10537.59	3151.5	113651.5	11598.76	7468.41	23462.99	1832.75	7013.1	6169.12	22833.84	2435.57	99515.23	31753.2	29919.74	6824.66	129718.95	15426.59	40887	114510.73	5628.51	4764.33	41916.42	37116.18	101482.87	23830.09	3806.53	30019.08	6954.58	21422.92	5363.16	12003.67	91843.41	32285.11	113028.08	20542.6	7541.75	24131.74	1718.44	6094	34453.42	23183.16	4072.03	2303.71	5515.05	4968.99	13918.88	9559.91	30878.95	27700.78	95808.03	36907.32	30506.79
