id	KO	Itg.10.DTT455.S49	Vil1.01B.FP07	Lyz2.04B.FP243.S92	Vil1.04B.DTT43	Vil1.07B.DTT79	Vil1.06B.FP67	Lyz2.01B.DTT207.S47	Itg.22.FP515.S18	Lyz2.05B.FP255.S52	Lyz2.04B.DTT243.S84	Vil1.04B.FP43	Vil1.09B.FP106	Itg.02.DTT407.S99	Lyz2.08B.DTT291.S133	Itg.24.DTT527.S22	Itg.26.DTT539.S35	Lyz2.08B.FP291.S89	Vil1.06B.DTT67	Vil1.02B.FP19	Itg.26.FP539.S43	Itg.18.FP491.S94	Itg.12.DTT467.S61	Vil1.07B.FP79	Lyz2.02B.DTT219.S59	Itg.24.FP527.S30	Lyz2.07B.FP279.S77	Lyz2.03B.FP231.S79	Itg.18.DTT491.S86	Itg.06.DTT431.S24	Lyz2.05B.DTT255.S96	Itg.08.FP443.S44	Lyz2.07B.DTT279.S121	Vil1.08B.FP94	Vil1.05B.DTT55	Itg.16.FP479.S81	Vil1.05B.FP55	Lyz2.06B.DTT267.S108	Itg.16.DTT479.S73	Itg.12.FP467.S69	Vil1.14B.FP166	Itg.20.DTT503.S98	Itg.22.DTT515.S10	Itg.06.FP431.S32	Lyz2.06B.FP267.S64	Vil1.013B.DTT151	Itg.02.FP407.S7	Itg.04.FP419.S19	Vil1.02B.DTT19	Lyz2.01B.FP207.S55	Itg.08.DTT443.S36	Vil1.13B.FP154	Vil1.03B.FP31	Vil1.010B.DTT115	Vil1.08B.DTT91	Vil1.014B.DTT163	Vil1.09B.DTT103	Itg.10.FP455.S57	Lyz2.03B.DTT231.S71	Itg.20.FP503.S6	Lyz2.02B.FP219.S67	Itg.04.DTT419.S11	Vil1.10B.FP118	LYZdtt351	SLCFP067	SLCdtt019	SLCFP091	LYZFP327	SLCFP073	SLCFP019a	SLCFP049	LYZFP339	LYZFP315	SLCFP127	LYZdtt363	LYZdtt315	LYZFP351	LYZFP303	SLCdtt109	SLCdtt001	LYZdtt303	SLCFP001	SLCFP109	LYZdtt339	LYZdtt327	SLCdtt067	SLCdtt163	SLCdtt145	SLCFP163	SLCFP145
K00048	K00048	22118.74	19903.21	38650.49	6175.29	4332.29	13542.28	14113.66	7542.72	6262.15	29962.93	14639.26	40680.87	7099.93	15961.45	10864.6	5541.09	21127.89	3831.32	18050.36	6208.09	15394.92	17963.27	14952.67	18066.68	6522.55	3508.39	49753.91	16723.6	40138.5	4366.27	11163.98	9393.15	65745.11	6533.43	17384.62	17188.56	13360.4	17175.71	12459.69	10730.33	26727.1	16054.95	14042.36	10406.7	9919.31	3312.25	9808.55	4249.94	16571.34	7952.23	22431.89	12484.96	5709.84	6496.57	9994.31	7364.65	33862.7	21321.57	20784.66	18116.87	10279.5	54147.48	131196.84	4971.99	6868.19	7506.4	46659.3	21427.24	8173.45	4890.82	45764.34	57756.98	9807.86	32406.35	27793.73	29882.12	199510.12	11864.08	2496.1	275040.87	6362.53	4363.03	9180.17	36450.64	13414.63	48214.26	48815.97	7968.32	16599.94
K00050	K00050	1189.5	1706.5	713.5	602.5	0	976.5	557.5	283.5	819.5	1124.5	2045.5	514.5	914.5	1095	854.5	390.5	232.5	26	1387.5	293.5	1184.5	1347.5	1218.5	1165.5	613.5	247.5	529.5	1461.5	523.5	849.5	521.5	535.5	2882.5	0.5	644	1994.5	790.5	82909.5	766.5	283	765.5	586.5	387.5	874.5	1021.5	246.5	777.5	252.5	434.5	416.5	775	1813.5	63.5	0.5	855.5	122.5	586.5	967.5	602.5	1876.5	698.5	1484.5	1041.5	226	236.5	586	1129.5	164	583	584	1241.5	2031.5	286	2693.5	791.5	730.5	1411.5	763	211	90617.5	693	541	620	1228.5	287.5	6689.5	5998	2152	938
K00052	K00052	17684.57	18897.72	16259.58	8487.62	4229.96	23789.11	17382.74	7865.06	10249.98	20443.76	24126.75	21212.28	10117.51	8874.7	18984.18	8129.67	7032.89	3859.99	18005.28	9445.25	23059.59	20180.27	21923.83	24005.02	11998.72	5851.89	11490.91	21847.43	8684.25	7241.94	15518.56	11610.24	27615.78	6373.6	16923.29	34866.23	20854.73	96375.88	20725.11	5687	16657.18	12848.11	10609.2	17239.95	12225.3	4606.67	15759.3	5017.2	17291	7169.24	5396.64	17049.04	5374.75	5583.48	10791.81	7322.24	18877.28	9148.32	18396.24	24813.95	11142.51	26408.9	35018.09	6649.33	3342.36	10527.48	51319.54	8139.32	12682.45	15379.24	41741.09	43126.31	4887.36	61517.68	30195.73	45303.29	27514.03	9417.58	2367.02	402074.88	11746.11	9648.53	8692.67	25806.98	5644.05	48179.6	31767.3	16744.23	11627.45
K00053	K00053	17564.57	18881.72	16352.58	8459.62	4229.96	23760.11	17548.74	7830.06	10283.98	20557.76	24044.75	21215.28	10088.51	8805.7	18869.18	8101.67	7013.89	3859.99	17926.28	9420.25	23045.59	20124.27	21915.83	24044.02	11950.72	5834.89	11577.91	21809.43	8665.25	7262.94	15449.56	11501.24	27788.78	6373.6	16944.29	34809.23	20644.73	96326.88	20666.11	5684	16593.18	12817.11	10593.2	17114.95	12220.3	4604.67	15705.3	5017.2	17451	7150.24	5396.64	17024.04	5372.75	5583.48	10763.81	7314.24	18820.28	9179.32	18327.24	24904.95	11102.51	26387.9	34855.09	6647.33	3342.36	10603.48	51243.54	8092.32	12672.45	15379.24	41653.09	42823.31	4911.36	61255.68	30003.73	45171.29	27140.03	9358.58	2366.02	401707.88	11721.11	9610.53	8632.67	25743.98	5600.05	48006.6	31867.3	16660.23	11539.45
K00054	K00054	26550.75	15764.75	55445	3056.75	123.5	6190	5027.25	13015	4005.25	32162.33	11200.58	30135.25	6245.5	17142.33	6321.5	6175.75	18703	7.25	24605.25	9966	12709.5	18278.5	5190.33	7346.75	4826.75	1590	57189	11919.25	37664.5	2154.17	16854.75	4200.25	56717.75	204.5	10129.25	5917.42	3201.5	20537.75	12893.75	73699.25	31212	21476.75	10965	5582.25	4113.83	5341	3869	8059	8729	6060.17	177743	9685.25	1189.5	1044.25	7093.33	1241.25	52590	23885.83	23642.25	8334.75	7263.5	42674.25	114939.25	5760	6193	12926.5	21794.5	19474.25	1916.5	1427	20094.5	71780.75	9649.75	2351.25	24804.83	7706.25	199443.25	16572	2869.5	13406.92	9384.25	3942.75	7352.67	26246.5	14307.75	43652	48873.58	9490.25	24176.92
K00055	K00055	6422	250	9004	518	79.75	43	153	6983	1497	4085	3663	6836.75	2576.5	1314.75	2591	2067	69	0	5864	3910	8570	4467	46	73	1954	47	3480	5108	490	683.25	7747	604.5	1480	0	1912	1186	525.25	4593	5283	66262	5958	8311	305	1459	5038	3345	348	981	134	1434.75	156162.5	1573	262	0	3516	88	16080	3785	5250	117	1173.25	7519	195.25	1467	339	9585	469.25	331	509	733	99.5	28132.5	1185	101.25	5350.75	153	10229.25	3304.25	567	224678.75	4307	1666	168.25	326.5	2093	8373.5	5313.25	6221	5003
K00057	K00057	45314.02	33662.05	71260.91	11338.09	4353.46	29669.51	22106.02	23395.12	21820.57	53134.14	34337.98	74328.61	20628.34	27558.54	26458.32	17055.87	25697.89	3867.24	48279.11	22250.58	35701.79	40010.69	26515.99	31264.02	20657.32	7616.56	68415.31	33834.09	47065.33	13727.1	32718.09	16547.79	84802.78	6585.1	28006.16	44952.15	26599.09	117951.61	35489.05	89234.58	47956.77	38682.44	22008.54	28157.87	15685.13	14365.67	20181.7	11307.07	25900.54	13608.14	182378.89	32414.64	7111.25	6641.73	19009.75	10833.66	73790.14	33747.7	41960.3	33378.62	18839.39	78605.31	149707.26	13147.13	9911.74	24141.75	93680.07	27587.22	15100.02	16566.97	61556.22	114058.76	14374.89	63561.98	51205.86	53097.54	226671.21	30019.24	5135.92	418306.8	20889.1	16779.72	14843.3	61265.06	20561.42	96455.4	83380.5	26276.36	35629.45
K00058	K00058	30600.15	24503.56	20067.67	13685.2	4551.46	34374.44	26320.74	11532.9	15556.81	29190.76	39165.41	37230.86	16144.17	14046.95	32836.51	12193.42	11369.89	3917.74	23411.78	12770.41	35786.26	31041.02	30275.16	38161.86	18797.64	8782.14	14785.66	35187.26	13013.25	11344.11	23684.89	19974.91	46408.03	6401.1	27576.46	51339.23	38054.06	104112.8	32164.03	9355	24321.51	17563.44	17775.29	29652.95	24681.63	6000.09	32638.55	5918.04	25658.41	11611.41	7698.14	27914.62	5842.08	5630.56	20230.65	8828.41	28678.03	14510.99	28002.57	40862.28	20652.6	49391.07	52515.01	8971.5	5369.95	25116.31	73540.45	10690.82	22147.37	24345.16	66221.26	59168.81	6947.61	93179.09	51279.23	63633.88	38173.36	16704.58	3581.77	1325090.8	18735.86	15019.45	12701.75	35290.15	9115.3	65619.52	50639.55	23745.81	16387.12
K00059	K00059	89604.04	63595.69	121379.16	26075.09	5138.92	63289.52	56323.38	38434.92	43252.21	106636.87	70995.8	138171.06	45945.02	56167.9	63019.46	33343.49	52546.28	4081.73	84568.31	36681.25	62741.58	76936.29	45176.66	78906.29	44487.14	15751.53	126624.37	66417.86	93709.25	29576.38	51602.77	39503.33	186027.06	6894.2	53261.23	96984.21	70355.11	228237.06	66580.67	110079.25	90271.81	67566.72	46539.4	65098.4	51792.6	25976.09	53894.15	23501.3	58626.4	29654.03	213606.28	63989.03	9464	7937.71	47514.57	16852.23	121646.21	67352.74	81164.53	80606.65	44561.12	151386.3	314545.43	25222.26	20032.07	47798.91	172471.98	54675.69	32199.7	38963.03	122555.28	207554.52	27565.62	164941.71	140829.31	119135.58	449089.76	58318.41	9951.09	2400444.01	38591.22	34005.96	34958.94	116721.96	41290	208923.3	174136.75	48852.31	63522.15
K00060	K00060	2669.95	867.52	648.45	2102.15	4147.42	3910.4	2270.53	430.4	529.9	2421.8	2714.5	437.43	1178.42	1218.17	3488.65	915.33	422.1	3797.67	1045.77	310.45	1117.6	1749.9	628.9	3855.75	1539	759.55	572.55	1844.6	528.55	812.38	570	2207.62	7608.67	6348.17	620.25	2807.5	2349.5	1137.5	1782.8	393.47	2898.6	1014.73	1716.6	1789.7	1287.83	227.8	4296	248.02	1744.6	1722.27	3123.1	1358.4	4568.88	5414.08	1475.88	5234.02	944.33	1142.4	3588.3	3773.7	2220.97	1158.5	1128.68	3179.17	210.43	1725.9	1006.93	358.73	564.03	3875.4	712.58	2463.38	757.1	2555.27	3001.67	1138.28	1498.68	1343.5	320.87	16944.92	1698.28	877.43	1590.05	786.22	1421.52	4530.47	5094	1421.73	2340.92
K00064	K00064	103.25	2.25	2.25	850.25	4130.75	3	142.5	0	0	225	0	0	170.75	160.5	59.75	28.5	2.5	3769	4	1.25	1.5	28	3	20.75	1	0.75	2.25	21	26.75	302.25	1.5	934.25	2.5	6320.5	1.25	8	22.5	165.5	0	11	115.5	56.5	0	1	591	1	0	82.25	0	1148	21	3.5	4509.75	5378.75	555.75	5120.75	0	160.5	0	0	241	3.5	73.75	0	4	0	167	0	0	37	84.75	111.75	0	122	1292.5	94.75	102.75	8.5	112.5	10387.25	36.75	0	653.25	243.75	75.75	1	0.5	1.5	1.75
K00065	K00065	1739.75	715	639.25	1551.25	4609.25	715	1210	554	493	1450.75	2557.75	595.25	2560.75	1545.5	2102.25	644.25	873.5	3769	424	445.25	1150	1501.75	377.5	1074.5	1106.75	292.75	563.25	1143.25	390.5	1463	1192.25	3232.5	2312.25	6320.5	748.5	1868.5	3801	1614.25	1994.75	473	1024.5	771.25	661	2119	18093	268	2125	175.25	1149	3572.5	3435.5	1353.75	4537.75	5396.75	8602.25	5265.25	1643.25	704.75	742.25	1419.75	2621.75	582.25	2795	283	117.75	2018.5	556	858.75	578	787	1690.25	4330.5	246.75	5459.5	22701.5	2590	2833	979	458.5	1344356.75	1449	890.75	1138.5	534.75	433	7890.25	2049.25	705.75	372
K00067	K00067	33594.09	21619.12	55793.61	8617.64	345.75	26208.12	18206.85	18365.02	25154.11	38873.66	29207.09	63315.33	18603.1	17624.32	23817.51	16118.51	7855.38	152.56	38013.24	20628.2	37656.28	32276.44	24847.4	23250.79	20049.69	6863.08	28673.62	34169.21	12833.55	14704.76	33546.12	15063.76	39072.64	77.03	25118.33	45564.87	25905.96	30247.51	32355.02	52906.38	28123.21	26647.54	13032.5	25929.1	25671.11	12055.89	17968.85	8494.08	18320.1	11607.57	9325.38	31514.98	2486.22	247.13	20538.93	5795.91	52091.23	23322.13	28662.28	24004.6	15734.65	70048.55	40827.45	10558.49	5697.49	20381.11	92994.6	10305.21	20186.77	17787.13	59222.6	126574.59	5827.57	61641.79	55123.13	49335.45	57922.58	22788.66	3695.82	977040	18143.59	17921.58	10154.55	43040.84	9253.53	84709.08	43872.69	33304.03	16928.14
K00068	K00068	360.75	59.5	200.5	1725.5	8266	224	603.75	13	32.25	906.25	95.5	8	388	515.5	383.5	122	74	7545.25	41.5	58.5	164	183.75	126.5	971.5	128	2.5	42.5	178	68.25	682	20	2060.25	5	12648.5	123.5	260.25	245.5	466	133	33.25	363	162	62	143.25	1375.5	19	123	165.5	503	2476.5	50.25	69	9023	10763.75	1329.5	10245.25	144	589.25	112	1547	617.75	34.75	353	24	10.25	204	465	146.5	13.5	80	601.5	940.75	18	928.5	10490	604.75	633.75	33	348.5	21856.75	409.5	57	1471	700.25	247	20	547	13	173.5
K00073	K00073	410.5	85.75	7.25	869.25	4215	10	262.25	11	8.25	510.75	50	669.25	479.75	471.75	122.75	60	10.5	3776.25	26.5	25.25	16.5	286.25	9.5	63.25	105.5	3.75	9.25	75.5	47	467.5	16	1258	2111	6328	10.75	32.25	194.25	697	238.5	96.25	538.5	83	17	81.25	3533.5	11	30	99.25	16	1681.25	603.75	36	4513.25	5385	2013.75	5193.5	695.5	285.25	12.5	7.5	580.5	183.75	129	0	41.75	3	184.25	52	34.5	38	235.25	168	1.5	162.75	12052.25	138.5	160.75	17.75	212	231932.25	59.25	12.5	778.5	343	82.75	8259	380.25	18	6.25
K00074	K00074	12276.16	5929.59	14038.84	5282.65	4292.75	11060	12573.17	5015.52	6987.15	13839.99	11901.99	17799.42	6520.09	4755.91	11664.24	4676.09	3469	3770.75	8407.33	4892.41	15468.49	11458.08	9196.17	15691.59	7356.58	2066.16	7220.18	14403.83	3687.91	4429.25	10235.67	6929.41	12876.25	6338	10154.58	18274.49	12268.34	9253.24	12337.92	14741.17	8252.83	6069.17	3960.24	9867	6763.5	2535.26	7489.91	1276.25	10428.4	4538.34	1698.5	9284.25	5047.08	5477.33	7790.42	6356.58	14944.41	9609.34	9424.33	14870.5	5757.43	26336.51	22991.66	1843.16	2102.93	8678.33	24157.25	3101.84	7476.42	3980.09	25965.58	47184.75	1209.26	42577.73	17953.84	26612.33	21387.24	5671.83	1273.76	507833	5888.83	4963.6	4580.16	11187.08	3193.17	20402.92	15811.93	9573.25	3884.75
K00075	K00075	47382.27	36508.05	71831.83	12295.17	4339.29	33017.01	22602.86	24099.46	24649.73	53940.81	37475.15	89035.7	20848.34	28103.78	26933.48	17747.79	26212.39	3841.32	50396.11	23110.25	44227.79	43640.27	32348.33	31711.02	21159.57	8357.64	68833.56	40480.93	49045	14840.61	36314.26	17523.62	92749.86	6573.93	34330.99	48899.98	26861.93	121283.03	38788.46	91959.58	48693.78	39744.78	23171.95	28516.2	16163.47	14491.42	20626.95	11603.73	26538.95	13944.97	180093.89	35902.39	7338.92	6629.15	19887.58	11639.32	77509.9	34264.37	42283.64	33769.45	19929.64	97635.15	155569.51	10976.96	10987.33	24572.08	112209.16	27739.89	20005.77	17002.89	79567.56	115581.43	14674.31	65298.06	51015.36	58000.96	227755.55	31164.08	5303.5	418545.21	21480.53	17244.65	15392.72	68148.56	20468.33	98797.98	87876.25	29169.45	35540.78
K00076	K00076	5153	2975.25	777	3643.5	4133.25	7949.5	2445	1132	3375	2593	6349.5	15208.75	2231.75	1738.25	4537.25	2052.75	890.5	3801.75	2732.5	1317.75	9778.5	5893.75	6045.5	3809.75	2441.75	1276.5	809	8816.5	2277.25	1933.25	4258.5	3467.75	15523.75	6337	6740.25	8099.5	2562	4333.75	5860.75	3185	3967	2021	2873.25	2367.5	818.5	509.75	3887.25	511.25	2129.25	2584	94.5	4097.25	4804.25	5425.5	2642.25	6016.75	4821.25	1724	4684.5	3512.5	3520.25	20310	11366.5	1019.5	1182.75	1790	19126.25	863	5249.75	3808.75	18639.75	6425.75	863.25	9998.25	3835	10690.5	3020.25	2753	452.75	23860	2160	1449.75	1857	7200.25	1520.5	5879.75	10131.25	3314.25	2092.25
K00077	K00077	20891.91	8248.38	34156.49	6828.72	4398.46	14818.11	10025.32	9950.04	10894.83	24664.1	15781.09	25513.36	10441.42	9558.62	17500.94	7838.58	3837.39	3848.49	15375.45	8483.09	20344.1	15978.94	12303.49	15110.18	10885.39	3076.23	15321.73	19042.1	5637.34	6561.86	17466.64	10649.08	26053.28	6386.6	11957.96	23658.91	19021.39	97679.39	16993.69	39055.83	16438.1	13265.44	6713.71	14373.7	18392.13	5087.91	11810.89	5247.95	8675.85	8305.57	7418.64	12807.29	5626.67	5542.4	14448.47	6883.16	28550.12	17102.56	18081.16	14746.2	9667.83	36158.39	25313.68	6438.67	2883.18	13892.9	26248.79	4363.23	10035.78	10190.65	27677.01	103976.56	3203.35	39955.45	53531.72	25993.71	45536.04	9791.75	2217.26	823613.55	9046.53	7387.18	7668.43	13219.4	6359.63	63827.68	29659.95	21422.98	7155.62
K00082	K00082	240	59	598	32	0	710	177	91	49	246	252	6	47	11	135	73	279	0	165	288	264	179	753	234	164	371	379	47	118	25	64	74	4	1	400	1495	78	185	225	1	77	70	471	208	21	136	786	3	1140	21	0	153	1	1	32	5	228	45	153	968	83	60	1852	4	0	7	3457	14	16	9	1501	1403	6	1654	791	5813	1811	0	0	3465	9	7	199	728	0	3	0	3	8
K00086	K00086	2812	54	8816	97	0	16	127	2087	1494	3987	497	2013	855	1134	998	855	27	0	2292	1459	1940	1256	0	150	972	11	3343	1595	257	481	3313	200	369	0	280	945	269	2122	1522	11344	2658	2341	146	592	28	953	66	449	138	465	352	1280	174	0	1003	43	6048	3736	2748	193	344	4162	88	462	126	2419	361	69	227	214	47	27553	163	171	2363	90	10051	804	134	1603	557	287	90	263	713	6948	504	4241	301
K00087	K00087	2849.25	1229.75	1343.75	2040.75	4529.5	2018	3048	864.5	882	3401	2928	391.25	2975.25	1944.75	4390.25	1084	897	3799	1692.5	700.75	1480	2575.5	860.5	5168.25	1701	957.25	1229.75	1969	704.75	1670.5	1046	4088.25	7231	6320.5	733.25	4045.5	5019.25	1453.5	2779.5	483	2914.5	1195.5	1560	3661	15360	430	4168	334.75	2739	3863.75	2919	1970.5	4569.75	5392.75	8059.75	5269.25	1814	1621.5	3612	5240.5	3274.75	1153.5	3867	793	361	2792.5	1514.25	481.5	834.5	3088.5	2287.25	3967.25	694.5	7870.25	19196.25	4754.25	2798	1209.25	394	1131276.5	1857.75	997	2853.5	1233.25	1113.75	6476.5	5470.25	1318	1881.75
K00088	K00088	45921.02	34892.72	72008.58	11715.42	4433.21	31014.51	22526.69	23678.46	22382.23	53905.81	36365.65	76720.03	21257.51	27961.95	26739.98	17280.87	25925.89	3871.24	49337.78	22571.25	36475.79	40732.02	29647.33	31698.02	20923.32	7895.89	68895.31	34556.43	47523	14310.69	33314.76	17327.29	85121.78	6589.1	29233.49	46381.48	27056.68	118705.28	36136.71	90366.25	48349.78	39205.11	22309.2	28571.2	22352.8	14576.67	20900.7	14100.4	26248.2	14696.89	183946.39	34447.64	7254.25	6641.73	21604.41	11124.99	74404.48	34089.37	42325.64	33669.95	19702.31	79303.65	150247.84	13565.13	10353.41	25320.08	94360.99	27638.22	16211.35	17473.64	62423.39	115125.26	14914.56	64229.23	59542.28	53520.54	227253.13	30907.83	5514.92	643885.88	22134.11	17796.73	16509.22	62105.23	20987.75	98740.9	85578.75	27472.03	36609.45
K00090	K00090	103.25	2.25	2.25	850.25	4130.75	3	142.5	0	0	225	0	0	170.75	160.5	59.75	28.5	2.5	3769	4	1.25	1.5	28	3	20.75	1	0.75	2.25	21	26.75	302.25	1.5	934.25	2.5	6320.5	1.25	8	22.5	165.5	0	11	115.5	56.5	0	1	591	1	0	82.25	0	1148	21	3.5	4509.75	5378.75	555.75	5120.75	0	160.5	0	0	241	3.5	73.75	0	4	0	167	0	0	37	84.75	111.75	0	122	1292.5	94.75	102.75	8.5	112.5	10387.25	36.75	0	653.25	243.75	75.75	1	0.5	1.5	1.75
K00091	K00091	63	178	144	15	0	79	236	37	156	191	64	60	64	98	68	41	40	0	125	34	89	44	90	111	130	18	144	97	37	146	41	79	441	0	60	171	164	32	46	8	70	39	46	130	6	32	70	31	236	15	0	93	0	0	44	0	60	96	83	201	30	154	136	14	26	97	29	53	37	34	331	225	45	193	178	210	202	55	23	407	88	84	25	19	31	108	469	97	33
K00094	K00094	103.25	2.25	2.25	850.25	4130.75	3	142.5	0	0	225	0	0	170.75	160.5	59.75	28.5	2.5	3769	4	1.25	1.5	28	3	20.75	1	0.75	2.25	21	26.75	302.25	1.5	934.25	2.5	6320.5	1.25	8	22.5	165.5	0	11	115.5	56.5	0	1	591	1	0	82.25	0	1148	21	3.5	4509.75	5378.75	555.75	5120.75	0	160.5	0	0	241	3.5	73.75	0	4	0	167	0	0	37	84.75	111.75	0	122	1292.5	94.75	102.75	8.5	112.5	10387.25	36.75	0	653.25	243.75	75.75	1	0.5	1.5	1.75
K00096	K00096	1229	439.5	1014.5	407	0	1206.5	4700.5	320.5	219.5	2575	911.5	104	660	351.5	1400	483	550	30	428	631.5	1417	1165	901	4613.5	1029.5	618	778.5	1365.5	377	300	409.5	925	302	1	675.5	2264.5	1685	637.5	1155	75	891	586	809.5	1811.5	150.5	377.5	1997.5	37	4051	711	48.5	422	49	1.5	648.5	91.5	633	1605	835	5608.5	895	283	3848	62.5	123	646	3879	723.5	616.5	1090	2533.5	5030	147.5	9589	2544.5	9034	2876	392.5	89	8343.5	452.5	402.5	795.5	1209	255.5	1799	916.5	857	191
K00097	K00097	8207.49	12194.97	9912.33	3799.8	4386.96	13219.94	5753.57	5162.88	4562.16	8530.69	12794.84	2584.94	4860.83	5021.96	7939.52	3779.33	3770.39	3798.24	11147.2	5552.75	9307.27	9735.44	10985.66	9389.77	5010.06	3577.48	7146.98	9049.68	4679.34	3763.94	8157.97	5479.25	12052.28	6352.1	7047.38	18050.57	7560.22	88815.56	9671.11	1531.83	10902.18	8709.02	6547.3	8024.95	16752.8	2549.08	10083.39	1533.54	8057.26	4682.9	5496.39	9701.87	4951.75	5474.23	8331.15	6097.58	9606.87	3327.57	12008.99	12276.03	6433.67	3859.06	10632.1	5270.84	1288.02	6462.98	28131.95	4693.73	4770.7	10214.32	14926.93	21781.31	3235.35	18053.86	21104.56	19101.05	12975.87	4081.25	1075.76	796847.13	6669.78	5041.85	3872.92	15010.57	3102.38	26819.35	14025.29	9743.56	8150.2
K00098	K00098	245.75	40	2.25	859.25	4130.75	3	194	0	0	336.75	19.75	316.75	170.75	173	79.25	32.25	2.5	3769	4	4.25	9	153.75	5.5	40.5	3.75	0.75	2.25	45.25	31.5	312.5	6.25	934.5	1053.25	6320.5	4.5	11.5	22.5	425.25	115.75	11	322.5	64.25	2	1	591	1	2	82.25	0	1151	24.5	19.75	4509.75	5378.75	563.25	5155.25	341.25	216.75	3.25	3.75	241.25	67.25	81.5	0	18.75	1.5	171.5	20.75	17	37	86.25	114.5	0.75	124	1535	97	106.5	9.5	158.5	10392.25	48	0.75	671	287.75	78	4098.25	5.75	1.75	2
K00099	K00099	19193.27	18952.97	16348.58	8496.67	4229.96	23933.51	17405.44	10529.46	18307.98	21517.48	24314.07	44240.03	14530.51	10627.87	20320.48	10985.12	7134.89	3859.99	24555.53	12414.25	23393.29	22159.52	21984	24136.27	15929.57	6206.89	11586.31	22281.18	9719.5	11879.27	16100.01	12519.54	28199.03	6384.6	18239.24	40030.06	23541.93	97747.53	22924.96	15535	16964.78	17519.36	11200.2	22759.95	12389.97	9147.67	16482.7	5980.4	17411.2	7698.97	5522.89	23954.39	5966.75	5597.48	12266.08	9679.74	21523.48	10116.54	18503.39	25143.2	11776.56	36084.4	35097.34	7554.13	3903.41	11382.58	72468.24	8153.97	13450.85	15484.64	42058.39	43250.01	4948.81	61763.73	30250.7	45540.29	27700.63	13820.58	2451.42	405804.21	11891.86	13210.98	9125.3	35685.23	6395	53566.4	36135.92	17915.78	12111.53
K00100	K00100	35817.11	30829.88	60445.74	8404.02	375.21	25150.51	17602.77	15800.44	17319.33	46709.49	26647.58	49517.11	17196.42	25164.96	23266.24	13890.53	24769.89	60.24	40278.2	16494.84	16407.3	30498.44	16815.33	27705.68	16988.49	7249.73	64218.63	20479.35	44795.59	11673.02	20554.34	14518.63	77643.78	239.1	18885.16	35280.07	26524.59	27535.79	25001.04	18762.83	40851.95	30056.69	20597.96	26145.45	20207.97	10370.41	18475.29	9996.65	21823.8	10889.63	28372.89	27898.64	2073.67	1193.65	16587.16	4817.16	52524.07	27231.7	36125.56	28813.2	16613.63	49840.39	136198.68	11822.47	8685.98	15757.25	69702.49	25805.63	9676.43	17267.05	39305.81	75500.76	13366.05	43671	44227.86	33347.46	210054.89	25727.25	4344.66	738925.21	16740.53	14238.38	12417.14	52953.65	18158.83	80962.98	68930.99	19378.53	31499.28
K00101	K00101	103.25	2.25	2.25	850.25	4130.75	4	142.5	0	0	225	1	2	170.75	160.5	59.75	28.5	3.5	3769	4	1.25	1.5	28	4	20.75	1	1.75	2.25	21	26.75	302.25	2.5	934.25	3.5	6320.5	2.25	9	22.5	165.5	1	12	115.5	56.5	0	1	591	1	0	82.25	1	1154	22	4.5	4509.75	5378.75	561.75	5120.75	1	160.5	1	0	241	32.5	73.75	0	4	0	168	0	0	37	84.75	111.75	0	122	1292.5	94.75	103.75	8.5	112.5	10396.25	36.75	0	653.25	243.75	75.75	1	0.5	1.5	271.75
K00102	K00102	1717	1036	307	613	0	936	637	248	572	1106	1433	902	1272	1674	1142	468	178	0	948	253	1334	1786	1019	1442	866	116	333	1975	385	704	511	475	5458	0	419	1722	1146	1382	764	557	976	508	368	1297	143	216	593	266	407	357	38	841	32	0	789	60	461	792	711	1046	990	2650	1415	94	120	615	910	138	584	463	846	1692	99	4608	493	856	1238	731	78	4725	141	122	947	1012	239	2481	1915	1944	282
K00104	K00104	2796.08	1506.42	918.75	1967.07	4227.17	2188.17	2022	478.18	857.82	2592.49	3572.83	1345.92	2448.1	2442.58	2259.91	894.67	607	3796.67	1399.5	568.75	1873.32	2697.83	1562.84	3129.25	1482.16	363.91	774.43	2722.5	634.91	1398.66	998.34	2398.91	6100.67	6337.67	895.91	3481.49	2323.26	84024.32	1634.5	906.34	1653	972.67	683.15	2339.5	4166.5	459.84	1954.16	423.08	1743.49	2339.59	3699.5	2265.67	4624.58	5406.58	3472.91	5334.58	1346.49	1729.67	1234.5	3897.17	2117.76	3781.34	2722.82	2804.66	260.17	2025	1541.42	344.67	1061.33	1323.67	1723.74	3260.08	193.01	8110.74	6064.76	2521.57	2325.49	1209.08	451.18	328781.5	1253.41	896.01	1867.83	1710.08	1016.59	8976.67	8228.43	2538.5	1366.75
K00105	K00105	0.25	0	0	0	4.5	2	8.75	0	1.25	50.25	1.5	8	30.5	161.5	0	0	3	7.25	1.5	0	0	3.75	1.5	0	0	0	0	0	3.75	12.5	0	105.75	0	7.5	0	3.25	5.5	0	0	10.25	0	0	0	2.25	26.5	0	0	0	0	170.5	7.25	0	3.5	6.25	141	3.75	0	4.25	0	0	96.75	2.75	5.5	0	1.25	0	8	0.5	0.5	0	5	6.25	0	7.5	7243	4.25	8.25	0	7.5	17.25	0	0	82.5	10.75	2.5	0	336	0	0
