#OTU ID,Vil1.01B.FP11,Lyz2.02B.FP222.S70,Itg.22.FP518.S21,Vil1.03B.FP35,Vil1.13B.FP153,Vil1.07B.FP82,Lyz2.07B.FP283.S81,Itg.20.FP508.S11,Vil1.10B.FP115,Vil1.10B.FP116,Vil1.04B.FP46,Vil1.14B.FP163,Lyz2.06B.FP271.S69,Vil1.02B.FP22,Lyz2.01B.FP210.S58,Vil1.05B.FP58,Lyz2.07B.FP282.S80,Itg.16.FP484.S87,Vil1.05B.FP60,Lyz2.01B.FP212.S60,Vil1.09B.FP105,Vil1.05B.FP59,Vil1.08B.FP92,Itg.20.FP507.S10,Vil1.04B.FP48,Lyz2.03B.FP234.S82,Vil1.04B.FP47,Itg.24.FP530.S33,Vil1.03B.FP36,Itg.02.FP412.S12,Lyz2.02B.FP224.S72,Lyz2.05B.FP259.S56,Itg.04.FP422.S22,Itg.20.FP506.S9,Vil1.09B.FP104,Itg.26.FP544.S48,Vil1.13B.FP152,Itg.10.FP460.S62,Vil1.14B.FP164,Itg.06.FP434.S35,Itg.18.FP496.S99,Itg.24.FP531.S34,Itg.02.FP410.S10,Itg.06.FP436.S37,Vil1.03B.FP34,Vil1.07B.FP83,Vil1.01B.FP12,Itg.26.FP543.S47,Vil1.10B.FP117,Itg.26.FP542.S46,Itg.16.FP482.S85,Itg.12.FP471.S73,Lyz2.08B.FP294.S92,Vil1.06B.FP72,Vil1.02B.FP24,Lyz2.05B.FP260.S57,Itg.04.FP423.S23,Itg.12.FP472.S74,Lyz2.04B.FP246.S43,Vil1.14B.FP165,Lyz2.06B.FP270.S68,Vil1.07B.FP84,Lyz2.04B.FP247.S44,Lyz2.01B.FP211.S59,Itg.08.FP448.S49,Vil1.13B.FP151,Vil1.01B.FP10,Itg.04.FP424.S24,Itg.08.FP446.S47,Vil1.06B.FP71,Lyz2.08B.FP295.S93,Lyz2.03B.FP235.S83,Lyz2.07B.FP284.S82,Itg.10.FP459.S61,Itg.12.FP470.S72,Itg.10.FP458.S60,Lyz2.08B.FP296.S95,Itg.16.FP483.S86,Lyz2.03B.FP236.S84,Lyz2.02B.FP223.S71,Itg.02.FP411.S11,Lyz2.05B.FP258.S55,Itg.06.FP435.S36,Vil1.02B.FP23,Itg.22.FP519.S22,Itg.22.FP520.S23,Vil1.08B.FP91,Vil1.06B.FP70,Vil1.08B.FP93,Itg.08.FP447.S48,Itg.18.FP494.S97,Vil1.09B.FP103,Lyz2.06B.FP272.S70,Itg.18.FP495.S98,SLCFP072,LYZFP308,LYZFP307,LYZFP331,SLCFP131,SLCFP078,SLCFP070,SLCFP023,SLCFP022,LYZFP355,LYZFP319,SLCFP005,SLCFP024,SLCFP053,LYZFP320,SLCFP095,SLCFP077,LYZFP356,LYZFP354,SLCFP112,LYZFP332,LYZFP306,SLCFP071,SLCFP004,SLCFP094,SLCFP052,SLCFP076,LYZFP330,SLCFP054,SLCFP114,SLCFP006,LYZFP343,SLCFP132,LYZFP344,LYZFP342,SLCFP096,LYZFP318,SLCFP148,SLCFP166,SLCFP150,SLCFP167,SLCFP149
PWY-6071,5.8613,3.7117,0,122.9084,437.9894,3.7913,2.0633,0,4.9411,7.0167,6.2995,3.3003,7.3109,4.9881,4.5157,144.3267,0,3.3707,17.3551,8.2755,0,19.8639,0,4.2088,2.1064,3.231,2.9538,2.3331,53.083,0,12.8148,1.1705,2.3086,7.7239,2.0901,2.9284,84.5301,2.9184,3.2383,3.3616,6.1297,4.6486,0,4.9624,37.8087,0,35.3965,5.7148,5.8034,3.3386,2.5084,0,2.9224,6.3074,9.8305,5.9846,3.5454,4.1574,6.8747,8.344,6.7555,23.6989,2.3633,4.8302,4.88,56.3545,3.3515,6.303,0,24.9632,11.34,2.8825,2.4562,2.5184,0,0,2.9198,3.7762,0,0,0,0,0,6.5757,0,4.0776,2.0973,5.454,0,0,2.4142,0,2.0944,0,0,142.5059,131.8479,143.7906,0,0,0,0,0,45.4385,67.6391,74.2247,0,0,33.4035,0,0,83.0357,125.6883,0,235.696,155.5935,0,22.2473,0,15.3026,0,196.0727,0,0,53.8717,155.2636,0,145.3799,51.3529,0,110.6307,671.5134,2.1136,25.9527,1.6919,8.6838
PWY-6121,72150.183,181767.9904,48304.5409,89847.4485,41343.2512,58800.6721,28339.4024,76525.0547,57432.9647,47777.3583,48338.8745,78237.2394,21795.0263,50504.4354,177799.7379,72421.0511,21899.4976,48811.9906,34832.6021,34482.0745,44323.6564,119215.9866,71450.5752,85679.2253,29310.1909,114804.9836,49287.6593,68557.738,45683.7513,61759.7792,51046.5971,13442.9323,97842.5296,50065.8944,49574.751,31732.2026,58923.9392,36967.5792,48119.0181,111385.3808,26183.7379,57373.6372,46027.9414,48571.076,68264.8301,51881.15,68507.3896,43607.6866,44812.123,59913.8222,46469.5307,39285.1599,32433.4241,36645.4312,47537.9758,19721.702,152490.4588,45323.79,23144.359,53298.9172,20493.3896,41589.4845,22906.2086,146571.0964,41916.3759,47143.7441,59641.413,35934.5703,25429.054,65460.1731,31585.9794,128009.3875,14397.3135,57090.8728,44282.9919,45109.2324,21595.4128,59796.8663,62884.304,141650.4096,106541.7177,13780.1036,72411.8797,48380.1369,56852.3703,38381.4867,51654.5059,39539.4547,61203.6671,33231.1116,28088.2538,37421.3333,28862.2722,36662.4183,15925.2313,111665.0145,86866.4077,150664.5976,30297.4924,32046.2897,28141.9152,10954.204,15212.4495,60664.656,172956.6641,14306.9932,12977.974,26000.468,59762.3617,45912.1887,33634.5987,56319.0697,186608.4792,10182.708,183395.4679,155005.2623,31916.4086,7710.9831,13463.3947,25925.6791,72070.4217,124916.7521,13087.1069,5284.2758,14581.3987,141089.875,19706.2265,81229.2145,63145.6135,10979.58,77934.2003,38587.2851,87226.9832,93816.1223,52164.9327,57171.313
PWY-6122,74334.0156,188891.2817,49278.5006,93108.8096,40334.8803,59670.0362,30449.8961,80809.2268,56913.2157,47669.6459,49248.9737,78109.3359,22085.2725,50702.5087,184808.4263,75134.8626,23523.646,49100.9372,35331.9512,35484.6855,44613.1025,123315.1202,73493.6,91101.8526,29035.696,118980.1151,50373.4015,70466.0274,46684.3038,61930.7533,52591.6312,13525.3465,101634.8,52202.6804,49580.6422,31600.564,56762.8642,37529.7135,48263.1133,116051.3227,27144.4838,59481.115,47048.7652,49206.3607,70801.1594,53066.4322,69185.324,44448.5639,44371.178,60785.0828,46519.2808,40151.0757,33628.1416,37015.1075,48172.1133,20037.9108,158367.3046,45174.5338,24071.1612,53106.9712,20936.6144,41909.7011,23774.5862,152096.2479,42314.4777,45258.5852,61531.5319,37170.9087,25767.5937,66387.6841,32648.639,132086.903,14904.031,58717.652,45565.9468,46715.1695,21675.3797,59769.5231,64510.1949,146974.8432,107949.1663,13875.2871,74807.7281,48912.7739,58507.9277,39157.4876,52250.3939,40765.0631,62720.3566,34371.5688,29010.6945,36690.8785,28857.055,37999.426,16220.2996,110849.8957,88131.838,151809.7428,30818.3184,32255.0525,29319.1112,11020.8925,15757.9981,62460.1529,178601.9042,14700.4516,12959.3521,27374.6877,61960.0735,47804.6633,34685.4044,56479.1092,194004.0053,10214.7359,185065.4007,157688.8605,32921.0115,8016.6732,14053.8856,26810.6333,74724.4201,124902.0788,13010.3218,5206.6979,15009.6551,147053.5193,20072.2107,83859.1444,65989.6554,11420.0728,78905.8801,38813.2916,89813.5554,96041.0121,52145.0016,58491.9151
PWY-6123,61243.6085,169631.6055,47142.6614,84861.7432,37789.5999,50752.2462,22913.3834,60125.1095,48776.6124,41413.5956,40686.0957,69693.7445,19434.1818,42717.4585,166894.9077,67724.9596,17616.8482,42161.7669,29269.9826,31362.4211,39343.1465,111215.7991,59898.4351,69000.4013,25181.5243,110143.2856,43009.3809,70194.1497,41145.3377,57550.9594,45611.0798,11198.125,94740.7227,40125.9274,43830.3115,28864.1859,55168.8028,35326.0452,43583.6067,98138.4426,26318.6559,59789.371,45655.455,42367.9364,62942.5969,43030.5002,57650.8251,39013.8919,38495.6094,58084.9352,40348.269,35470.8408,28036.8179,31286.6188,41172.7808,17399.4541,151489.1015,38387.9182,23206.526,48244.295,19637.3721,35028.2052,22775.6057,137046.7033,38719.0183,44002.9157,51478.1941,36055.0333,22043.1411,56547.0668,28241.2879,121136.646,11725.0859,56978.7931,39842.9675,45346.4931,17719.5875,51887.9451,58869.5139,131063.6495,104094.5008,11406.928,61587.747,41187.4539,57625.9902,36192.8242,42892.3688,33350.914,51873.0523,31625.6056,26061.9561,32223.1081,25755.8639,35467.5876,13254.7124,94024.4643,74309.0541,144264.8465,24838.1423,28846.3374,25088.8941,9763.5125,13566.7839,49733.0691,159690.5962,15065.3667,11299.1259,21416.7699,55780.8636,48175.8213,31957.3019,45942.4918,172412.2517,9468.1817,176639.3453,136367.3543,29261.428,8095.2757,13370.833,23609.9229,69733.9468,110457.3666,10514.3873,4874.0061,14829.8543,124870.9593,15333.0489,67760.9353,54208.5231,12086.8077,65631.7297,32677.1109,81610.1878,77547.6896,45483.7072,47852.7898
PWY-6125,60383.0581,180066.2366,53942.1454,95432.654,51986.8561,29468.9385,20857.1799,53045.909,32517.7179,23967.9535,32904.1476,27765.9838,21950.191,39169.3856,178055.1751,71610.1421,15847.1143,27026.4788,26121.7157,32615.4442,15233.9827,122174.523,24802.5434,64108.3963,23292.1362,137529.321,39449.5747,70512.2441,44176.2353,52211.6675,46837.137,9867.7581,111060.9073,32241.112,17738.2255,29218.2521,74532.8806,47079.8061,23096.6404,99183.7258,39706.6508,94714.2585,51418.4931,43239.6361,68313.137,36632.0169,56941.5559,40584.7281,18972.6545,64460.0616,18339.3802,38213.8376,27340.3566,20849.1742,36347.753,14982.568,196747.5615,30574.3792,33912.1079,20127.7987,17000.7994,22854.914,31894.9711,147255.6597,48318.5614,57440.685,51348.5084,48290.7414,22642.9039,36686.8895,28639.6234,142073.667,10900.944,82608.5512,42129.2525,66074.2331,16515.7678,30011.7865,71566.0311,138925.945,102166.925,9206.4799,61370.2121,41286.2592,87507.602,45433.4813,24337.385,26527.3908,20493.0531,40649.9682,30017.6578,14445.2147,29878.8679,47727.7194,14265.1906,81525.188,74138.1232,29688.3337,25629.3766,32184.2511,30369.7233,6614.1015,11039.0632,40472.741,180339.0386,27634.4675,7972.208,22967.9033,63521.6193,78460.6453,37052.5386,29159.6284,180841.8979,6760.5463,47236.3293,139253.1397,37332.0984,14326.3439,19265.0888,30329.9247,83294.8797,52006.2278,8372.7239,3441.7287,24514.0214,121187.7383,13064.0737,54589.5769,49619.4502,24182.4872,50386.6026,13965.3297,77102.4762,63203.6769,48956.1931,42112.968
PWY-6126,70257.4002,184334.4481,87855.3187,103182.5185,60087.1611,46962.2551,26857.2779,80048.0042,61175.6957,51144.5447,54202.6095,87195.7203,33580.2365,65719.1566,180652.9126,74743.8623,20353.5865,52958.7279,35288.3893,34102.8344,46303.037,129485.7677,55355.3035,96505.446,38813.9343,156472.0371,68266.7613,138442.0971,53546.0106,95794.9272,50034.476,13463.1214,120074.2606,54169.1374,51640.7343,53264.3598,90593.3609,76838.0126,63776.0623,111599.5984,73881.0019,141909.7137,89014.528,48871.8386,80104.3483,48967.8761,68163.7922,76381.9844,46345.8255,117401.0094,38125.6752,80325.362,32472.7154,36376.6933,70154.7073,21142.3313,231685.8068,62098.701,47111.9271,65167.1407,29276.926,39026.5605,39422.1023,151338.1471,80276.7699,67830.001,58704.5839,71494.3874,40013.42,61816.5684,32194.0781,153013.283,13611.1798,139570.2725,81862.6239,106005.6622,20659.7186,59800.5349,81303.3282,143814.5443,189806.8996,13449.3839,71502.2006,72744.7016,136956.9294,69968.4004,46375.2842,39050.6971,45134.5143,67005.5615,69151.4504,37810.4349,43343.6664,102981.796,21757.5838,107687.7011,86992.3755,169380.5944,40776.2584,38533.1762,42222.1808,15376.596,22290.9092,56560.6599,187338.6227,88647.5396,17497.0232,41252.4275,65175.3866,121220.8345,40063.0892,49662.8587,189869.4129,18843.8528,205111.0541,156608.714,52869.6852,41290.4817,39584.5174,47005.705,89771.8183,127195.0222,16850.7917,8724.2567,59237.3926,139586.8999,23608.8916,79122.3122,61078.5291,58513.8559,77167.2623,33983.2729,104260.5463,89284.059,67473.0723,63176.4089
PWY-6147,16913.7136,3699.1434,16242.3866,29057.9926,25948.5865,26747.1453,7428.3015,39244.1752,19631.5515,16383.2529,15043.3121,34777.8288,10829.0137,20185.6407,2015.7237,7185.1584,5258.6739,21989.302,12629.7137,2678.4581,14759.4716,18324.966,34472.8225,42325.2033,12384.6699,18019.5217,14141.1099,16190.5246,9437.2723,22716.3112,6178.896,5679.4016,4129.9586,22700.1035,13890.2295,15047.1037,36706.7024,21159.4863,17517.066,17288.0623,13153.5953,38711.8451,16898.2452,12672.1392,23491.2571,14638.1965,19460.1352,15856.3056,17710.4742,19430.2408,21176.3516,13953.0918,7876.8511,16258.0456,24548.0975,7514.4965,16520.0703,18291.4876,8716.7672,21892.6641,3785.7034,18062.5752,9072.2155,4180.2155,19476.7396,28914.2531,11182.9593,13527.1149,8611.5545,30367.9115,5352.3467,18321.5094,3077.808,23357.6376,10345.608,13393.2025,7454.5407,27668.5839,22584.92,6286.2209,37718.8373,5447.4092,19289.0013,21921.3808,23365.6683,18970.9972,23095.4888,11374.3833,30152.1678,11301.969,7579.7834,12742.9982,16013.4479,12837.9539,7038.3519,41698.2036,37439.2832,5460.0344,13733.417,7061.7004,8980.1043,3220.5351,2769.4349,6060.1012,96671.0061,8299.835,4718.9257,13595.2147,29868.7437,14329.7907,2123.6296,13329.1269,5864.4696,5859.1118,11856.4622,57442.0813,9744.5505,2759.3928,4791.0665,11154.4368,1946.2101,18551.6619,8536.3246,3005.9369,7718.9402,10076.5737,10767.0374,10922.0882,1422.7352,7834.8061,21574.2298,22472.9951,15695.3202,20027.9982,24243.4211,17877.6172
PWY-6151,51881.6085,156390.0446,53447.4498,81863.5039,23664.9283,43502.7301,19974.0163,48674.8236,47879.3596,37005.1244,37903.2054,64252.0393,20329.5925,45547.9308,153561.3819,60851.6259,15609.179,39499.3202,25868.2397,28796.5992,34756.8668,99241.9996,43633.2926,57361.5222,22518.9416,122829.0958,40248.9669,95064.1094,38516.602,59682.0694,41008.9934,9964.9681,92059.5381,32147.506,39451.2006,35224.8128,29654.1254,47444.5714,42929.7502,87961.9767,32756.3826,86164.8722,47800.0761,37851.9457,62009.9295,37312.8948,50453.8271,49770.3701,32651.2965,77913.6952,36501.8204,49804.9213,25441.6535,27891.87,48039.0299,15983.4333,156172.9208,43474.2511,35413.1725,45789.112,21271.3795,28187.1514,29990.897,127346.9307,51687.9789,22272.6126,44119.0339,39500.4018,27557.4767,46866.0453,25302.2717,122545.7289,10529.1129,86159.7837,53957.8095,66489.4561,15713.1352,47170.6738,62953.5586,121049.878,110497.8936,10289.4988,55160.8109,49145.4589,70542.7093,40481.353,33402.3578,29208.4513,35913.2509,42563.0738,32589.4385,30394.0513,26482.7991,45570.6343,13323.7854,83239.5597,63341.5118,142462.8549,21130.4829,29343.9619,25606.6062,10806.0567,16725.5139,49015.324,143300.053,43623.2939,12606.8702,18622.9404,50620.9988,56063.1869,31957.9965,44766.4106,159959.7185,11963.8977,169249.7376,115232.4278,31476.1958,20365.4127,15311.3415,23571.1289,72334.7591,103606.0174,8452.9552,5503.6967,32313.6607,115903.406,13181.4385,66288.2551,51766.8126,15760.288,60567.5979,24694.8673,78343.785,72840.5383,42302.9414,38079.5413
PWY-6163,24462.985,8426.9499,17871.0749,17571.0909,24782.3922,45438.1467,11691.1791,40599.1314,36375.2405,36023.6603,26734.5234,67958.7715,11480.505,27568.4275,4958.5736,9540.817,8535.5069,34804.8644,17939.1034,3367.985,39686.3009,16518.0192,61012.9252,45263.2713,16800.644,11140.8375,26900.7989,34968.3641,13096.9787,32520.8871,8344.3071,6351.7536,3748.4929,32420.7915,41660.7192,16853.165,36051.1401,11416.2175,37467.296,27516.0598,4919.019,5628.5332,18570.3242,12155.4238,16234.3042,26462.5358,23871.0848,23537.0689,35847.5218,28312.6183,37031.8671,17974.863,11677.854,25380.9866,30220.0679,9632.8249,6656.5081,25122.3549,3682.5313,45297.8564,11327.208,30447.5828,1811.269,6534.0001,13771.1772,27526.4073,18159.927,7642.8267,10344.6821,49451.5917,8538.3955,9830.6834,5277.627,13017.2194,17467.731,7848.156,9404.7839,44737.9748,8444.9259,10136.1197,51469.2518,6981.9108,21560.7793,25764.4057,9163.6547,12051.9371,38688.8555,22683.9626,55748.6107,9502.5879,10269.9564,28542.589,13314.1597,8923.9124,6923.9335,48163.2571,32807.2724,133639.0495,15294.1485,7622.6029,9552.0493,7016.8247,7709.4139,16417.1848,18576.3614,4049.6881,8098.8382,12470.3839,4167.3405,1344.2432,2641.6619,27041.992,16640.2493,8639.524,169817.9491,48471.3521,9389.1677,1859.9788,4227.7126,7728.7047,3089.4131,89990.8366,8398.677,4508.0245,4424.0334,27882.3967,10797.8759,31117.5322,9794.8273,136.439,44690.0028,35373.2697,35927.3818,43308.1684,22265.3305,35288.2207
PWY-6165,0,0,0,70.4022,11.9133,10.2818,0,0,23.343,33.6846,28.6161,14.3765,25.4815,22.7358,0,35.4289,0,14.1065,72.5475,0,0,31.8824,0,14.1104,9.1158,0,12.611,0,19.95,0,0,0,0,33.9558,9.9638,0,0,0,11.405,9.5944,0,0,0,0,129.8377,0,0,0,27.7729,0,11.4217,0,13.2834,28.2695,0,0,0,3.998,0,34.5472,0,105.1179,0,0,0,0,0,28.3064,0,27.9681,19.9333,0,0,9.212,0,0,0,15.3354,0,0,0,0,0,0,0,10.8885,0,15.7071,0,0,0,0,9.8633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.4482,0,0,0,0,0,82.2613,952.6426,3.9989,0,3.9991,7.9979
PWY-621,74278.4376,208691.9049,63883.5185,95082.2534,50898.0593,58272.1089,29530.1992,78920.9549,39963.8527,33116.2141,53194.5395,73240.186,26508.3735,53238.5786,205438.0446,81026.6867,22862.0467,53469.2144,34029.5068,38697.4829,35034.1751,136374.4431,72327.5948,93423.9426,32489.6804,152434.2948,64232.2997,91359.6108,53581.9387,61606.9127,55719.8641,9021.5152,130207.3067,51355.3841,33976.3337,33288.6922,73673.2508,53574.6877,47718.5614,119885.8027,56913.5431,92408.4605,60516.6678,48966.4995,64942.9395,50703.854,69941.2599,61400.9752,28756.596,84011.871,47753.8949,64115.9104,35141.7732,36821.5443,56601.5338,10684.4274,239903.297,51130.7092,37767.0163,50082.189,20340.6647,39747.6227,31515.3576,170745.6061,60156.1565,56150.7315,62539.7629,63743.2486,32240.4181,66958.6941,34383.7507,154732.0147,14695.1405,110731.9173,69719.886,89751.2114,21208.8517,64076.1236,70427.12,162462.0066,119812.3635,9798.4212,75525.9133,60205.5472,113766.2534,51247.9523,50350.6127,40449.964,59166.3375,55221.2977,58823.0273,22856.2454,28218.2969,84307.5893,18713.9861,111653.4312,79666.33,55866.941,38089.2623,38866.0383,38759.8434,11541.5701,17921.4556,62294.1643,126063.7278,69197.5589,12496.4785,37026.5752,47517.3273,108083.4429,42775.9739,52423.5018,214546.5878,15166.6326,36444.3448,143669.7996,48925.5988,34696.4562,35288.3293,41583.9304,95239.2559,81016.2753,13320.2358,6179.8907,46525.3515,154784.9848,22054.1047,84230.5047,67882.5671,44276.5875,76928.1451,36153.3166,85833.9243,95905.0203,47549.4509,59887.2108
PWY-6263,7736.8541,1164.3157,2291.0487,1255.6654,156.9395,7608.1954,1458.6187,9217.7536,1181.4039,4383.8976,4998.2652,5814.2828,5119.3543,5665.0175,844.0478,983.1533,773.6759,6913.9429,4351.7717,553.1146,3703.3811,4229.9803,4498.284,11159.8015,6041.3622,3582.7966,7469.1037,704.1909,3881.9474,5030.9391,2122.8635,2295.8035,184.6453,6410.7122,3580.3779,4885.1157,313.3707,3210.5612,4057.5824,5927.4386,1145.5928,1172.0939,4390.1826,5010.7306,1707.1419,6194.419,8227.1346,3535.6102,5185.3837,6078.8262,6807.1402,3817.1644,1939.9006,3626.1033,3902.2761,2301.7345,609.4252,3615.0286,618.1155,4816.5838,1399.3756,5560.1991,720.5968,990.2621,3129.3286,74.8771,5611.2111,764.5644,1582.1664,9647.5736,2138.3301,4814.7483,1024.3034,2217.6182,2413.3027,1405.9577,3132.0644,10131.8005,2670.0528,1411.232,8097.5349,1939.5674,5241.8772,6463.4433,5302.5711,2884.2326,4967.8889,2624.1201,6878.1408,2623.7302,2508.8288,1018.2452,7375.6522,2687.7098,1514.5875,14609.3728,13397.4497,2368.727,4592.3403,2746.5889,1796.2676,1734.8555,749.1778,1469.7078,9319.1289,1118.5219,1632.6113,2957.2882,1789.5943,114.6425,1180.368,2955.0339,1632.5038,1960.844,412.0222,22665.5329,1994.442,314.753,268.2017,2085.4559,1648.5427,12333.0476,2222.3415,1202.6834,955.1438,3505.0496,1573.5043,3643.7029,1540.1469,19.9241,4882.4397,2490.1966,5451.429,7342.9465,10444.6133,11559.5846
PWY-6269,10754.591,1749.4123,12589.1598,20035.4361,19526.5677,24807.6242,4339.084,21797.2633,8307.101,12063.1439,8092.971,33551.1831,10081.5406,10526.5235,946.7676,5095.8501,2540.9511,17521.9416,8645.1908,476.0696,15976.1642,12686.6482,30544.8137,26938.3351,5627.4414,14588.0616,11228.4182,16588.7126,4998.482,13734.3526,2868.5187,4094.7035,3404.7258,15348.3044,11925.9992,9618.0456,18806.467,16818.9638,14799.036,13040.189,11813.7569,37267.0311,15173.7972,5976.2034,21407.4783,9882.9489,5789.8481,15137.7819,11177.4282,15301.2817,17131.4596,10538.3252,7179.5472,10716.0111,17067.3687,6415.601,13041.8115,7958.5451,8530.0125,19205.5663,3430.7597,14124.6162,8707.6122,1913.268,12714.7607,10698.1981,7206.4743,10729.7364,4866.3406,28358.9781,5013.0219,13603.8867,1203.5177,19125.1579,6843.1366,11771.2708,4123.4625,21589.0706,17659.2615,3234.6865,30134.9178,3588.1768,11395.255,13844.55,20825.3844,14992.2372,17523.2222,10018.505,28175.6255,10183.2629,6972.0976,4709.5466,13733.4576,11703.3345,3378.6389,25960.3709,29733.8519,1583.0671,5219.225,2423.1839,5546.3564,1738.0352,2379.8939,686.1873,90984.6284,6724.9338,2114.5045,7706.5498,28943.1583,14335.3227,1174.3672,2790.6542,2055.3504,5168.2646,2903.3729,49231.2664,5670.5232,2387.7327,5002.0232,7692.74,1698.6442,5636.0546,3255.3909,2055.9025,6084.1706,2914.369,3790.2707,5806.3959,702.5247,7807.0297,21709.5964,19401.1813,14737.0319,15437.9647,15878.3778,13308.1457
PWY-6277,74334.0156,188891.2817,49278.5006,93108.8096,40334.8803,59670.0362,30449.8961,80809.2268,56913.2157,47669.6459,49248.9737,78109.3359,22085.2725,50702.5087,184808.4263,75134.8626,23523.646,49100.9372,35331.9512,35484.6855,44613.1025,123315.1202,73493.6,91101.8526,29035.696,118980.1151,50373.4015,70466.0274,46684.3038,61930.7533,52591.6312,13525.3465,101634.8,52202.6804,49580.6422,31600.564,56762.8642,37529.7135,48263.1133,116051.3227,27144.4838,59481.115,47048.7652,49206.3607,70801.1594,53066.4322,69185.324,44448.5639,44371.178,60785.0828,46519.2808,40151.0757,33628.1416,37015.1075,48172.1133,20037.9108,158367.3046,45174.5338,24071.1612,53106.9712,20936.6144,41909.7011,23774.5862,152096.2479,42314.4777,45258.5852,61531.5319,37170.9087,25767.5937,66387.6841,32648.639,132086.903,14904.031,58717.652,45565.9468,46715.1695,21675.3797,59769.5231,64510.1949,146974.8432,107949.1663,13875.2871,74807.7281,48912.7739,58507.9277,39157.4876,52250.3939,40765.0631,62720.3566,34371.5688,29010.6945,36690.8785,28857.055,37999.426,16220.2996,110849.8957,88131.838,151809.7428,30818.3184,32255.0525,29319.1112,11020.8925,15757.9981,62460.1529,178601.9042,14700.4516,12959.3521,27374.6877,61960.0735,47804.6633,34685.4044,56479.1092,194004.0053,10214.7359,185065.4007,157688.8605,32921.0115,8016.6732,14053.8856,26810.6333,74724.4201,124902.0788,13010.3218,5206.6979,15009.6551,147053.5193,20072.2107,83859.1444,65989.6554,11420.0728,78905.8801,38813.2916,89813.5554,96041.0121,52145.0016,58491.9151
PWY-6282,13.4982,9.7497,4.7398,1128.4379,22755.5501,6.7494,6.7488,0,122.2751,266.1613,16.8253,201.8836,19.0708,37.1217,14.2493,5642.7584,2.9997,21.0534,323.4464,16.4947,264.2164,11877.983,133.4017,9.2394,18.0826,9.4195,8.249,25.8553,174.2567,3.4199,35.3834,2.2497,7.4997,36.4038,393.8084,14.2464,24070.9468,23.243,79.7819,8.5795,14.9966,11.999,0,11.998,160.6212,16.2558,74.7032,55.1015,211.7971,10.739,4.4996,0,16.2246,403.3836,23.573,19.9365,9.7497,10.918,20.7498,155.3429,17.4815,128.0341,7.0788,11.9994,8.999,12239.0183,5.9996,495.4592,0,449.4477,25.726,5.2499,7.4969,7.4995,0,2.9999,40.7773,6.7494,1.74,3,1.74,0,2.9999,14.9971,6.4197,17.3362,263.2207,323.6581,164.6632,0,7.4989,502.0614,90.5915,4.7397,3.5995,2144.3518,294.8619,2347.4877,2.9998,0,0,2.9992,8.396,662.2936,292.4705,155.4946,16.242,19.1924,133.8894,2.9999,2.9998,270.4441,633.4344,26.9626,27401.5446,378.3152,0,47.8975,32.3699,33.7285,2.9999,551.1804,4.7989,0,113.0792,4861.0773,4.7993,2819.8827,168.6396,0,944.6106,1835.4067,1227.7932,1323.8748,3885.2023,29.4783
PWY-6317,58556.3553,158955.5735,77604.8666,89163.5125,49683.1963,48523.6504,23831.7509,69120.5474,53844.2944,44176.6237,47934.569,79211.6215,26850.0272,55786.6772,155101.2637,63723.6417,18363.4183,47912.9155,29656.9541,29585.2402,40741.1628,109916.2224,62011.1661,81731.6798,32158.2853,132929.8698,59039.5413,122208.876,45830.1177,85551.2634,42993.7342,11323.9113,104587.1283,45249.4346,46022.6692,45534.8168,75641.685,66428.8092,57345.766,95660.7899,65373.6279,122391.1319,78323.0314,41526.806,69634.7152,41842.5376,56912.3836,65704.0992,39801.7866,101231.951,42536.0499,70012.0912,27582.0512,31873.4393,60173.3705,18205.9456,202953.9821,54718.2508,39633.7513,59109.4395,25842.9247,34843.2857,33483.91,130516.6694,69854.6559,56383.1073,48978.2459,62584.6,35088.7153,56981.2464,26984.0467,130529.104,11991.5704,121413.9929,72167.7297,91978.3078,17152.7461,57119.7098,69562.2881,124207.0249,169748.3252,11651.5972,61748.1884,62139.0079,118650.8671,60843.1676,43985.0099,34015.7282,52382.2408,57850.0052,61218.6165,33860.72,34868.3907,91321.142,18791.7464,93757.1858,70861.9126,162428.6341,34231.4391,32877.0583,36520.9996,13115.9619,19464.0846,54074.8455,159909.0031,76287.1733,14892.9373,35924.8814,55906.7236,107339.8122,34286.8498,49629.557,163364.8163,15552.8056,195058.8564,127327.8569,45744.0105,35802.5108,34845.5825,41112.2047,76379.8455,117558.282,14078.925,7025.7894,50796.2978,123495.7655,20694.5888,73681.0279,55841.5692,52104.6959,69358.5627,33257.0587,91613.3622,82319.097,55294.0554,50057.1077
