#OTU ID,Vil1.01B.FP11,Lyz2.02B.FP222.S70,Itg.22.FP518.S21,Vil1.03B.FP35,Vil1.13B.FP153,Vil1.07B.FP82,Lyz2.07B.FP283.S81,Itg.20.FP508.S11,Vil1.10B.FP115,Vil1.10B.FP116,Vil1.04B.FP46,Vil1.14B.FP163,Lyz2.06B.FP271.S69,Vil1.02B.FP22,Lyz2.01B.FP210.S58,Vil1.05B.FP58,Lyz2.07B.FP282.S80,Itg.16.FP484.S87,Vil1.05B.FP60,Lyz2.01B.FP212.S60,Vil1.09B.FP105,Vil1.05B.FP59,Vil1.08B.FP92,Itg.20.FP507.S10,Vil1.04B.FP48,Lyz2.03B.FP234.S82,Vil1.04B.FP47,Itg.24.FP530.S33,Vil1.03B.FP36,Itg.02.FP412.S12,Lyz2.02B.FP224.S72,Lyz2.05B.FP259.S56,Itg.04.FP422.S22,Itg.20.FP506.S9,Vil1.09B.FP104,Itg.26.FP544.S48,Vil1.13B.FP152,Itg.10.FP460.S62,Vil1.14B.FP164,Itg.06.FP434.S35,Itg.18.FP496.S99,Itg.24.FP531.S34,Itg.02.FP410.S10,Itg.06.FP436.S37,Vil1.03B.FP34,Vil1.07B.FP83,Vil1.01B.FP12,Itg.26.FP543.S47,Vil1.10B.FP117,Itg.26.FP542.S46,Itg.16.FP482.S85,Itg.12.FP471.S73,Lyz2.08B.FP294.S92,Vil1.06B.FP72,Vil1.02B.FP24,Lyz2.05B.FP260.S57,Itg.04.FP423.S23,Itg.12.FP472.S74,Lyz2.04B.FP246.S43,Vil1.14B.FP165,Lyz2.06B.FP270.S68,Vil1.07B.FP84,Lyz2.04B.FP247.S44,Lyz2.01B.FP211.S59,Itg.08.FP448.S49,Vil1.13B.FP151,Vil1.01B.FP10,Itg.04.FP424.S24,Itg.08.FP446.S47,Vil1.06B.FP71,Lyz2.08B.FP295.S93,Lyz2.03B.FP235.S83,Lyz2.07B.FP284.S82,Itg.10.FP459.S61,Itg.12.FP470.S72,Itg.10.FP458.S60,Lyz2.08B.FP296.S95,Itg.16.FP483.S86,Lyz2.03B.FP236.S84,Lyz2.02B.FP223.S71,Itg.02.FP411.S11,Lyz2.05B.FP258.S55,Itg.06.FP435.S36,Vil1.02B.FP23,Itg.22.FP519.S22,Itg.22.FP520.S23,Vil1.08B.FP91,Vil1.06B.FP70,Vil1.08B.FP93,Itg.08.FP447.S48,Itg.18.FP494.S97,Vil1.09B.FP103,Lyz2.06B.FP272.S70,Itg.18.FP495.S98,SLCFP072,LYZFP308,LYZFP307,LYZFP331,SLCFP131,SLCFP078,SLCFP070,SLCFP023,SLCFP022,LYZFP355,LYZFP319,SLCFP005,SLCFP024,SLCFP053,LYZFP320,SLCFP095,SLCFP077,LYZFP356,LYZFP354,SLCFP112,LYZFP332,LYZFP306,SLCFP071,SLCFP004,SLCFP094,SLCFP052,SLCFP076,LYZFP330,SLCFP054,SLCFP114,SLCFP006,LYZFP343,SLCFP132,LYZFP344,LYZFP342,SLCFP096,LYZFP318,SLCFP148,SLCFP166,SLCFP150,SLCFP167,SLCFP149
PYRIDNUCSYN-PWY,26541.9395,11728.9232,8310.827,5185.9281,26709.6935,38209.4411,12054.8465,36811.1286,25367.1621,22754.1083,26153.341,41057.7751,10865.1725,23865.2928,7410.7623,4709.3302,9137.1492,29819.9586,12318.3148,4791.9807,21780.5423,13757.6994,29811.1399,41017.2106,16879.8332,11526.0048,29772.4601,2094.9029,13536.5781,15948.9537,10093.8377,6069.2789,1862.0171,23735.0118,22249.5034,12482.8806,39534.3339,12041.2893,22507.9038,32689.36,7359.8727,3485.5471,7753.1092,14464.0588,12320.0484,23851.6521,24944.9813,15696.2862,23109.5203,16111.7251,31782.2842,22366.7626,11582.0335,16905.9288,24243.9131,6387.3952,4772.6561,26242.9708,2467.5867,26409.6194,3821.7915,20999.4808,1582.0021,9307.2784,16575.6967,30178.3099,20304.2403,4113.2958,13285.3311,38205.7524,9425.7797,11765.5841,5815.7315,12581.5333,22517.8029,8974.5793,9011.0744,39385.0397,9498.7847,14251.295,18422.2009,6233.2097,24516.6074,25184.6422,10210.4171,10634.162,22420.0857,14679.5138,28531.0595,13261.2203,16271.3683,18716.1589,13678.8014,17436.3089,6891.587,42976.411,32649.4936,22283.15,14938.6096,8627.4602,9989.2313,6896.194,7987.7162,28375.3595,21063.0769,3447.6766,7897.4806,13122.6578,4159.0548,1999.4485,2753.2312,26380.8854,23383.6387,6382.1861,11136.0387,49858.2398,10251.5389,1738.7004,3878.2393,8966.3163,2639.0628,44029.5901,7873.3652,3415.8648,4098.4332,42966.8552,10243.6561,38670.9986,25708.3931,187.6077,27070.7191,24011.5149,16372.3993,42797.9234,23853.9966,31918.9916
PYRIDOXSYN-PWY,710.097,178.8376,249.6722,1098.7385,16816.6897,1688.9837,213.0282,825.7101,4838.4973,4674.7925,1548.6054,3207.3349,330.3073,1046.3147,259.101,2220.0873,64.9529,808.6244,1450.5035,175.2662,1443.2229,5956.7344,1191.9724,788.5717,1123.7441,525.4013,1994.4903,64.8285,1069.739,351.0308,503.3944,340.002,13.9865,1351.6055,2588.7376,226.7861,31074.1364,426.2303,1326.6349,775.7992,60.147,44.9575,346.1389,457.7167,522.7552,1173.427,762.5826,371.1767,3766.2404,461.8204,1261.7566,679.2484,283.6885,1375.0912,657.8996,165.8733,58.5658,909.4737,131.6501,1815.2657,124.9752,1762.8494,49.9699,198.476,482.7865,25846.5042,575.37,451.7781,213.026,2287.5322,271.6761,498.0986,107.7116,595.7204,594.441,417.8872,438.036,743.8129,384.4844,737.9382,479.851,232.4521,575.7848,925.7828,384.4048,185.2865,2787.7447,760.6845,1145.5157,437.7034,74.3163,3375.6097,614.8337,43.2161,722.2755,15098.3244,1256.7944,1548.5112,589.6268,334.8433,2229.7175,214.9221,115.5033,986.9753,903.172,149.6958,281.3695,1039.3578,310.7977,8.1158,123.5106,1114.8598,890.8536,366.484,3079.3374,1736.3009,1936.1138,51.8434,211.688,787.5701,182.7311,714.6481,732.4554,144.7796,98.8643,3098.9892,353.1046,1866.5129,466.2793,0,4717.2185,3262.9794,1493.681,1032.244,3599.1564,1897.6972
REDCITCYC,669.8823,56.4812,19.2006,16660.1932,1096.1166,116.1604,4.3739,1629.1731,71.4884,116.8461,82.3605,45.4736,15.7378,75.6216,39.0317,750.1865,0,650.7725,338.0868,46.3506,386.172,381.6416,162.3692,1808.6816,56.7304,22.7198,149.0821,48.4768,1955.5212,38.3953,60.9326,2.6241,18.9818,38.4689,702.5609,99.7902,214.678,902.0984,24.4847,153.4502,1977.8998,63.9592,59.2263,142.1108,3713.1011,156.8805,1334.409,95.9313,99.468,217.9405,40.2153,1301.4753,25.3404,260.4303,356.9925,14.8438,255.1246,727.9726,15.7046,59.4261,14.8338,77.1723,5.2408,76.0715,41.8287,143.1641,296.3475,107.7237,26.1506,169.9099,90.4377,47.9426,5.2461,3280.6755,1785.4277,484.3824,20.0949,267.4568,27.9101,59.2124,118.3282,0,168.885,163.7021,128.3667,78.2989,157.0023,102.9062,117.0476,52.2593,57.473,426.6161,4.3741,1003.1578,13.9784,359.3745,366.8104,329.595,15.7398,125.492,20.9701,123.6672,67.404,121.3783,238.8901,277.046,53.8176,12.2433,75.3586,0,307.6306,227.223,317.7656,0,496.0092,419.7254,31.4295,106.3274,0,41.0058,645.1953,490.375,6.9959,0,231.8268,407.6011,0,353.7985,154.391,0,281.2257,1665.5395,89.7883,91.7069,12.2453,103.9454
RHAMCAT-PWY,1694.3353,355.4108,176.9721,3403.7754,23320.3628,1050.5518,469.4287,642.1322,2310.7245,3717.2719,509.7263,2744.084,1062.5118,591.7436,203.1595,2209.339,309.5468,1278.7311,4518.2019,170.229,2085.8287,2158.78,3911.0823,749.0666,268.2122,1691.6055,466.3394,670.6952,1157.7295,383.8035,833.8652,287.165,360.59,1761.2471,2501.9298,1244.8368,34975.1897,771.2216,1278.0776,1706.0936,96.4117,3028.6181,304.2543,732.1809,866.6253,1273.9986,2495.376,1690.4427,3232.5196,1194.5182,1028.1785,806.2384,1136.5743,4969.8333,869.6932,314.4191,4746.3428,1285.8149,334.8588,2204.2465,224.6023,3170.4152,217.7899,525.5335,972.5035,28331.5588,947.1013,5412.1895,281.9886,2001.8008,575.6484,829.888,229.1159,1169.691,355.0759,315.0664,419.2535,1275.5747,672.2244,1150.9809,434.4283,372.6964,1459.5974,247.3451,1452.6773,919.5282,3878.2995,1442.913,3120.5528,530.4231,111.6578,2279.3929,965.639,87.6994,205.2433,16271.1065,5010.6308,4578.9442,823.9118,405.035,255.5611,251.5023,594.7216,284.0037,4272.4089,324.1244,263.5176,487.3212,816.8042,48.1832,154.3137,808.1947,2805.9104,334.2675,1878.3419,6064.8493,327.1052,123.1099,411.2411,244.4787,141.0582,1387.4929,201.4754,123.022,333.7769,9488.2983,583.7715,4560.1296,388.5004,1.3109,5991.0309,3929.9605,1324.5507,4553.2253,474.3699,1156.2001
RIBOSYN2-PWY,23181.3917,5843.2906,16574.5162,20942.2349,32632.9993,24064.3206,8533.8587,37834.132,24893.363,22561.8005,16954.6335,42926.1539,15134.1594,28609.087,3498.8964,7404.6156,5683.3192,19063.5019,13043.2691,3806.814,19759.1382,18970.3149,29517.9435,42351.1336,15808.3469,19648.2448,18527.3627,38193.6299,13223.522,20970.762,8729.5776,4719.7076,3219.8683,26095.3239,20190.3753,21289.018,47682.9642,26857.6502,22107.0852,19254.653,7117.1463,40404.6442,9955.6833,14209.9854,12592.0737,17263.8239,26176.3577,28121.029,22068.3165,41239.4765,16105.8562,26991.0881,9412.9725,13221.3819,33306.01,4678.7634,7355.6961,25529.1818,4939.2451,27088.0449,6706.5707,19977.1562,3204.0467,7476.9417,29209.2137,36274.9111,17062.5671,6426.8962,13513.2728,26371.9478,7058.0292,19314.9275,4077.9256,46449.1859,24165.1853,32151.3161,9249.3319,23274.4871,15715.8359,9189.7877,24512.6347,4678.1562,19165.0386,32322.0897,25976.5305,17434.2151,22359.2867,10945.318,28792.9039,20324.4995,8215.2263,16774.2215,18774.0658,10327.6029,8800.9626,47357.8736,31163.7471,6414.0154,16936.1304,12335.0098,13982.7755,5751.5749,4832.4368,8648.1828,20892.5419,33836.2952,7055.1516,14189.737,4289.3315,1230.2352,6013.4488,17350.7465,7083.2167,8138.2988,17739.319,48594.7678,15739.8044,13975.7964,4808.9438,9699.8068,8595.8214,29879.6954,8855.9857,4263.186,23300.4516,9586.0799,11482.1013,12743.6454,2934.1314,225.4686,28351.2615,23164.8614,14972.3957,27014.3231,24029.3092,28521.6592
RUMP-PWY,20617.797,13869.8953,3887.0249,19788.2069,4201.9658,16759.719,11161.2167,31222.1171,15900.0672,12459.7972,22645.5509,16448.2857,6843.3736,16348.5391,8819.0413,2110.4772,8790.7237,22135.7127,6707.2586,2980.2188,10117.4551,8378.8208,14208.207,36562.0282,11943.4931,10502.4454,26370.0151,1843.0583,10290.3769,3264.0828,7350.0237,4990.8164,1686.6517,16673.619,12066.5903,5904.2924,3802.3572,8623.9074,12152.2681,33603.7709,10384.5157,1511.1859,4616.0696,7601.9437,14359.4088,18879.1594,15103.9267,12105.5041,10803.741,9566.9197,15283.5917,24095.9277,9905.7032,12505.9123,12724.6738,5449.565,4932.1472,22622.0846,1859.6261,12376.6476,3127.1068,11916.273,1190.6787,8911.8384,11667.7075,1395.9521,15997.5532,2633.1899,12806.3934,22320.1467,7523.8533,5198.4067,5297.8657,12938.2215,26171.2847,10848.5812,4372.3537,25063.6441,3606.6774,14464.7607,4522.1193,5378.5439,21170.5824,16356.2135,7182.4647,5636.8348,9977.8473,10824.8331,10149.4353,15382.8054,20010.357,10584.4123,7450.005,23238.0146,4728.1339,8612.6204,24728.4314,15442.7955,11409.6729,2001.028,7963.8868,6075.571,8421.3589,27622.3129,12913.6363,2953.1213,6893.0999,11958.1,2764.6796,2931.106,871.4177,24883.3363,29442.7082,5267.0206,9116.5262,33701.6202,7552.3699,2083.515,2852.517,7302.0189,1362.0602,32710.372,5146.1304,2332.15,3667.9278,52688.1695,8334.7428,36530.0835,28497.1114,267.4511,10294.4968,10555.5863,17190.2168,34752.8244,16300.4138,24622.4453
SALVADEHYPOX-PWY,13954.9681,1478.0564,2001.0821,3853.6664,23251.0866,3559.1968,9175.1435,34600.7195,6498.7559,11671.8093,7125.3906,12234.045,4855.847,8528.0289,547.4682,9140.8509,6862.0121,3514.1782,6016.4603,402.5914,10021.7273,19023.0481,18895.9661,38202.3909,3625.0808,9492.0158,8133.3915,1002.3312,3966.0439,3496.2303,4452.661,807.0897,104.8507,21423.1689,9093.4566,1234.5557,21814.1446,1679.9843,5211.896,12813.6541,409.4599,314.1386,5327.7333,3938.0868,3418.6372,7483.2003,12249.0916,5946.2903,11756.8409,2424.4005,2480.7446,2121.173,4131.6722,5254.6919,7151.7755,741.7042,162.3601,4886.7302,2425.0947,6760.8201,1005.5434,9784.6748,1379.5343,977.2701,616.928,9756.6882,9923.9958,3236.362,387.9382,7569.7874,2483.3692,5163.4302,3154.7443,626.5517,856.5071,318.8242,2561.4744,3098.4026,3370.951,3061.7253,5182.2454,1081.9564,12640.8719,9122.0175,4377.51,4922.8671,12825.3542,6720.5881,15825.3653,693.5447,1003.088,4198.2788,3862.759,147.2148,5510.4815,12161.4291,13513.8005,4599.5772,13213.9616,811.036,9158.738,606.0018,650.9604,1405.3618,5437.9883,1381.7121,628.3899,14883.161,1095.596,348.737,340.2378,1908.434,2458.0373,1398.4785,31967.2607,18484.9258,7756.901,765.9373,2787.2275,8166.8959,340.1382,4795.6823,5962.7077,440.8853,1744.6344,8020.6942,10027.1745,5371.7595,713.4343,7.4983,17930.4691,16077.3873,6328.5059,11830.3052,6199.3301,17900.1358
SER-GLYSYN-PWY,41800.7827,24112.3771,12070.1741,21789.7865,34439.468,48854.9945,20652.7417,54676.4875,37171.1673,32692.4696,39998.5127,62369.6581,12510.8637,34781.231,15123.3296,16433.3879,15971.3616,39515.0545,23744.2913,7707.3355,31692.1098,37216.6967,63541.1014,61637.7815,22150.173,22063.6865,39307.7103,5673.6487,22596.8457,18892.3132,17894.5183,7966.6626,3745.1369,38572.5525,33121.0992,13612.5316,46201.5258,15708.5971,33257.8279,59716.0742,11958.5264,6638.9858,10644.591,20754.1171,24836.219,38652.0248,36532.4183,28629.5995,31542.2018,21687.3953,39768.3472,28224.1283,21161.8317,28908.7414,31656.5929,7917.7728,9585.0545,35385.1401,5913.6383,38869.6511,5855.9606,34807.8924,3162.0827,17607.7982,21584.5371,35504.5993,31869.751,10641.702,18318.4169,53958.7644,16593.6508,17253.2288,9514.1257,20600.6327,33087.9073,16084.3108,13669.2668,49114.4619,13705.7706,26736.9694,22043.117,8878.9311,41358.9244,32068.4131,15988.579,15789.0701,43208.7585,31186.9048,53429.2921,20184.1549,21857.2868,25339.7078,14304.74,23847.0062,9493.0108,69524.4659,50974.5157,34001.8609,22146.1247,11624.997,14853.3214,8688.5239,11395.2468,49102.8607,35716.733,5600.5945,10259.9724,17992.2187,8222.7297,5263.6933,4386.7738,46987.4051,46328.2434,7625.1249,31109.0807,79984.8068,15818.1157,3078.7248,8686.3124,14440.0622,5253.5089,70821.4093,9236.7662,3809.7421,6391.6932,81415.1716,14636.3039,66364.9958,45539.8956,417.5344,54987.4723,33855.821,28210.252,74560.5719,31542.9795,42269.2883
SO4ASSIM-PWY,5557.3762,480.5593,928.7393,9536.4721,11355.5601,6425.7409,1148.6769,5704.101,2930.9771,4429.3984,2784.0049,3333.0327,3089.846,2874.2261,357.0677,2853.6628,453.2264,4551.082,1873.8804,236.1378,2414.229,6971.7656,2976.5292,7530.4539,3099.297,1709.3212,5133.7575,308.0403,2383.7849,2116.7657,1031.0341,1115.6232,75.2589,2912.3375,2861.5532,2048.5681,16729.1759,1378.34,1612.7216,4083.5694,955.2863,479.2096,2138.4203,2326.4362,2086.9397,4300.0616,4529.0168,1549.2915,4226.4939,2684.2488,4466.8492,1760.6695,1378.7233,2534.4439,2106.3133,1074.5412,266.6672,1705.2203,416.4467,2166.8346,665.258,3107.9657,359.0206,402.4684,1149.8779,11092.297,4139.5779,608.5278,591.5992,6684.0715,1634.5436,2089.0721,547.0549,1634.6576,1204.9522,610.5101,1566.5535,6655.2033,1121.1089,620.2073,3456.8124,921.5531,2727.4257,3046.3051,2405.8107,1365.3879,2988.3744,1741.1826,3337.989,1092.2857,1205.8904,1916.7575,3775.4848,1297.0974,1039.4216,2433.668,7232.096,2136.3337,2469.1543,1126.1068,2844.7984,827.3509,353.5415,704.5395,3916.9594,553.9658,760.9839,1937.3253,756.3127,62.5295,526.5384,1048.9036,765.7933,1104.2037,11466.8217,12673.4134,2007.742,188.8222,405.6742,1353.4531,795.0681,6261.9456,1353.7217,600.7401,499.6905,3500.6252,771.1462,2427.3168,988.3809,7.3231,2476.8091,4324.1218,3429.6991,2842.0101,6481.0084,10890.9746
SULFATE-CYS-PWY,10082.5357,1021.1132,1893.6598,13444.6856,18302.8094,11910.2147,2206.7375,10696.9023,5926.6459,8379.6589,5551.49,6942.2487,5106.587,5719.6093,752.3448,5025.4634,925.4681,8631.9523,3762.2366,504.3363,4878.4402,11993.0494,6197.33,13652.736,5817.3382,3312.1893,9400.0244,641.2336,4575.0857,4201.0234,2084.8906,2108.1938,163.6293,5758.1228,5723.3506,3874.6035,26393.6566,2719.0957,3374.7726,7829.7279,1814.0667,971.4934,3834.3764,4482.2196,3960.8428,8137.7179,8617.13,3192.0146,8053.9441,5135.981,8500.868,3520.3355,2667.829,5042.0998,4249.7758,2036.1929,577.2679,3552.2321,804.322,4493.9357,1271.2301,6151.4619,661.4764,861.1604,2381.3553,18275.4189,7522.8022,1261.2556,1252.1263,12572.3929,3022.9651,3935.8868,1099.7248,3216.6743,2488.327,1260.7629,2989.2543,12374.5424,2236.1739,1321.022,6588.4767,1800.7471,5383.4422,5909.7508,4360.0952,2703.6174,6049.6216,3556.7197,6841.0567,2169.2966,2393.2578,3911.5662,6352.639,2550.7859,1977.4778,5211.6035,13174.7041,4304.3131,4693.5027,2228.4632,4663.1184,1616.4588,739.2872,1523.7959,7406.3409,1066.9933,1537.1133,3631.1714,1461.1753,130.7633,1002.5887,2267.3248,1640.7132,2031.7589,18574.8451,22584.1291,3653.2561,373.1468,814.6034,2560.2749,1439.5722,12394.7797,2533.4664,1117.0688,984.7237,7124.6459,1592.378,5027.8024,2018.7268,15.5399,5184.4951,8207.3666,6395.0129,5917.5409,11420.0924,17808.5516
TCA,10656.2475,2447.1338,3429.029,13969.3278,30149.1724,10188.6282,2479.1255,15531.1884,10475.7164,13492.6653,11784.6527,19100.7622,3542.7244,11517.698,1434.8931,5194.2714,1738.8891,12778.1958,8830.4374,1234.68,10649.8794,12723.2692,9754.4751,14282.1738,9738.0516,4907.1858,10114.3064,866.7903,7013.1626,6761.3893,3862.6988,2924.2761,645.2592,13482.982,11877.8035,5352.8817,47644.1279,4835.7364,11292.4721,6786.5377,2558.6834,1114.9689,3840.6349,6450.1228,5248.6258,11380.8137,13411.4735,6766.7809,13175.0697,6494.9099,12075.9883,6130.5375,3176.0983,12025.5827,10909.529,2586.0884,1423.828,7920.2245,848.8815,11424.5023,1307.7771,13929.866,703.0361,1959.4729,4550.142,37310.1716,7444.1705,2046.6555,2712.9992,18661.8804,2363.8946,4968.682,1912.9361,5035.3804,5561.9172,2665.5199,4712.6492,16618.9993,3885.9198,3168.0858,8275.1867,2846.8411,8607.1199,9444.8667,4519.4831,4585.7462,9941.934,8849.1225,15808.9351,2828.4318,3041.7225,8169.8023,7139.5429,3010.1014,3530.3698,19743.8235,16559.7862,4709.6341,9818.2575,3191.5938,5717.3126,2663.5894,1202.1443,3484.4437,9702.7714,2279.6784,3127.9185,6656.6425,2003.7069,204.8185,1360.6956,6337.4048,3316.1107,2928.5592,17089.6576,24817.7249,5886.6276,695.8399,1244.1619,4816.0795,1599.4208,16871.1996,5206.8541,2056.6581,2353.8219,7768.9983,5417.8836,8687.9669,2101.9604,36.0869,11515.1696,14875.8693,4702.255,9913.6534,14867.076,9125.0667
TCA-GLYOX-BYPASS,813.3309,70.2881,24.5451,3142.4954,1131.2505,147.7263,5.612,1865.8607,85.7662,117.6985,104.8866,8.9892,20.1556,96.3991,48.6404,872.0209,0,782.7631,407.7586,56.941,437.9314,480.5435,99.2526,2054.4459,72.5365,29.0627,188.9667,52.6149,1946.0311,49.1124,76.8856,3.3711,23.1477,22.4185,742.2376,126.3748,239.6918,963.8099,8.9831,192.9388,1093.0599,77.756,75.1451,179.2535,1745.2154,198.8911,1568.216,120.5726,79.9781,271.8993,51.5175,1340.0668,32.2878,303.9569,433.8761,18.9901,260.128,827.1356,19.7453,23.5308,18.8715,98.2535,6.6887,92.9636,53.2794,152.4331,367.4313,129.5828,33.2392,216.1025,112.2112,61.1354,6.7222,1907.6109,1566.9156,504.665,25.7266,338.2414,35.6252,73.985,150.306,0,212.2599,206.3601,161.0871,98.7207,110.2872,125.7988,64.6763,65.9535,72.5139,326.0594,5.621,983.0053,17.876,414.4965,462.1436,400.4029,20.1988,156.1143,26.7948,151.9588,80.9024,149.313,299.9715,314.4577,67.8771,15.701,93.2162,0,328.2515,276.0057,363.3424,0,641.3554,531.6379,40.0637,114.3042,0,52.1044,605.3247,615.0502,8.9789,0,264.7245,501.1822,0,431.1368,185.7084,0,335.8424,1767.2549,113.4932,115.2186,15.7341,132.3324
TEICHOICACID-PWY,13036.0845,20990.9777,38730.8927,53471.1984,13002.0293,16846.0159,9752.7054,18516.4861,18451.5181,12092.4932,23934.4374,15163.6847,13366.6607,23040.6015,14964.6314,6743.4501,8116.2267,19270.5123,9485.9208,4568.3217,6460.5331,25706.2883,7359.4008,26710.9596,13266.058,53715.5326,31143.0698,56340.0341,17890.2276,34501.0345,5013.0549,5639.1345,32945.5436,10131.3298,10603.9931,21518.8314,17110.2861,38501.6268,14704.294,35852.484,35965.7222,78241.5463,39832.2609,13369.7773,41834.9011,18756.2756,12469.8134,29662.7552,9200.7116,48176.4492,19517.6831,35197.5267,4991.3956,10671.0345,24483.1636,6849.281,98500.4806,26886.0056,22883.4232,12663.3307,9534.7983,10120.797,17823.5014,15662.7812,38473.6265,14955.4963,12785.8159,35380.8345,18432.9078,15718.2694,5158.8761,35956.2222,5526.9639,68153.6841,37014.5406,51772.8543,1830.0823,25413.9217,30257.7042,19609.3811,77368.623,5710.901,17868.7121,28046.5157,71267.4561,33168.0924,6838.7742,11576.2527,4886.7878,32105.8191,30588.6095,9163.1831,17750.0731,42020.0039,8026.3569,13525.4228,28812.1909,17504.7008,13490.5168,11271.6467,17121.3701,6474.1033,10340.661,29759.1732,100150.9272,23888.0429,7139.2661,16065.2879,37150.4469,64014.3486,9933.9568,22056.498,48565.4748,3621.3566,10287.3894,52757.6607,23046.8838,11136.9473,14650.9615,22075.3743,24831.9965,29648.8884,4600.3842,1770.7569,20508.5166,73977.8859,7354.3875,40519.6678,36582.8837,24624.5582,11858.6455,3339.0865,32983.6477,40286.691,29573.9368,21618.4977
THISYN-PWY,12755.9096,3783.7945,5806.9771,3999.105,26353.5626,14752.0345,2884.7536,17177.0661,19682.7215,15944.2174,13583.8574,25518.6272,5646.21,16392.7842,2340.4839,4472.0961,2240.4118,14625.8982,9270.8315,2970.0041,12138.7885,12086.2009,13656.2733,16537.785,12759.0179,6203.0978,12290.5095,998.8704,8145.4726,13312.9785,5613.9742,3803.2067,878.6634,13605.2305,14080.3294,9197.6731,43299.112,7465.2786,13543.3788,9014.979,2047.8935,1252.9618,4555.6194,10158.7732,4397.4502,11255.3678,18501.3246,8858.5718,16804.8889,9454.965,14473.1375,7626.9996,3975.8106,9792.9437,13852.8151,3284.738,1924.9571,16130.5849,936.8075,16892.5383,1635.6501,14159.5688,810.9557,3959.6407,10100.7455,34356.8742,9139.6905,2201.8546,6023.2148,18855.2389,3469.1726,8080.2175,2452.2781,6098.4961,6049.6602,2823.4147,6787.3165,19838.0031,7233.132,5552.4921,13630.3408,3920.6751,11228.6794,14218.6858,5382.8168,6765.3928,15335.2493,6776.0848,15580.2212,3520.9122,3445.0806,14559.5677,9121.8361,3349.0803,4604.6464,39036.1366,20707.7058,5421.0938,10398.3277,7230.8828,5386.5387,3181.3328,1139.1069,8557.3197,11894.1289,2140.5685,4505.0333,6215.6728,2201.7429,249.5193,2029.3812,16538.7824,5855.1276,3304.1714,7377.6939,30881.856,6196.5889,477.7891,1195.9759,4666.6504,1697.8223,26728.573,6415.0081,2401.3343,2257.3802,8221.573,7113.6982,10853.5385,2728.1178,47.6542,19124.9509,14898.7897,6100.1508,20256.7239,17581.07,17145.963
THREOCAT-PWY,15.0936,12.9089,0,306.37,527.5648,0,5.401,0,14.9598,18.3755,16.2207,10.3913,19.4341,12.9808,15.8319,330.7179,0,11.8037,45.1136,22.3983,0,50.4466,0,13.4425,5.4117,11.897,7.5787,8.5773,137.5585,0,33.2355,3.2446,8.4897,23.9031,6.702,8.774,228.6423,9.9074,9.7389,11.8081,18.3262,18.7681,0,12.959,99.7207,0,95.2747,22.4928,16.8124,12.6086,7.7822,0,7.5297,16.0977,25.9366,18.231,12.4374,13.7644,19.2494,22.6959,18.1553,60.2332,6.4514,18.8926,14.8916,134.7095,8.6237,16.4907,0,64.1478,31.1381,10.7177,9.5536,8.4511,0,0,9.2374,12.5832,0,0,0,0,0,17.3065,0,16.0401,6.6262,13.4806,0,0,8.8626,0,7.2114,0,0,403.5843,365.2902,249.9785,0,0,0,0,0,81.3126,180.7583,208.8273,0,0,90.7088,0,0,192.7199,294.4343,0,357.6087,426.0567,0,71.1645,0,55.2107,0,479.1867,0,0,152.6603,316.5002,0,489.1573,95.2325,0,227.1401,579.1989,5.4137,108.1026,4.3285,22.5712
THRESYN-PWY,51585.2055,156374.5172,49590.203,83161.8268,40278.989,52334.0943,19976.3834,57193.3007,52343.5439,43962.2197,39873.3557,75174.058,19078.0263,44564.8144,153545.637,62540.0658,15663.3956,44408.4569,26253.5536,28614.2979,42057.6822,102253.2139,61624.4442,64243.7369,26338.0605,123318.5823,41634.3495,91573.7502,38266.2154,54483.0743,40916.369,10302.6499,89702.6524,41614.7377,46185.6643,33343.1911,56263.6498,43897.5011,46464.659,88268.696,28712.5092,80948.0039,44186.9658,37365.9124,62387.5574,38561.3555,49398.2917,47425.099,40977.105,74591.3957,43051.8598,46367.0425,24489.4584,31154.8305,43229.1915,16298.0887,147542.9649,42711.4709,35512.149,51841.1569,20879.082,36551.5192,30104.3709,126939.6141,47880.8209,44341.811,44214.7813,36131.7494,25902.9084,58102.9798,24968.4206,122805.0208,10550.4316,80487.168,51255.1321,62621.2477,15999.0392,54987.4087,62884.364,120826.5104,100982.3144,10847.7037,53874.4017,45212.4108,64540.7424,37205.5273,44180.2538,30295.3716,53319.6314,40483.9574,29236.7746,34782.1854,25258.036,40122.2607,12481.0501,84859.4522,61658.5422,143395.047,24313.5633,28227.5113,24771.0879,10802.3348,16682.2997,48662.4278,144071.4787,39542.6472,12717.0863,20339.0653,50837.4864,49216.7494,31740.6985,46162.4227,160012.2987,11733.931,176719.6105,115431.2698,29861.9266,18115.5583,13331.4644,21283.8505,72299.0965,111263.5581,11682.7118,5984.6293,29794.673,117682.8623,16149.0644,66768.6984,52154.0878,12957.2446,61754.1183,36358.1555,78468.3646,71463.4326,41754.6503,47987.2984
