#OTU ID,SLCFP072,LYZdtt342,LYZFP308,LYZFP307,LYZdtt308,LYZFP331,SLCFP131,SLCFP078,SLCFP070,SLCdtt022,LYZdtt366,SLCdtt070,SLCFP023,SLCdtt005,LYZdtt354,SLCFP022,LYZFP355,LYZdtt330,LYZFP319,SLCFP005,SLCFP024,SLCFP053,SLCdtt114,LYZFP320,SLCFP095,LYZdtt356,LYZdtt368,SLCdtt095,SLCFP077,LYZdtt367,LYZFP356,SLCdtt024,LYZFP354,SLCFP112,LYZdtt319,LYZFP332,LYZFP306,SLCFP113,LYZdtt306,SLCFP071,SLCFP004,SLCdtt113,SLCdtt004,SLCdtt112,LYZdtt355,SLCFP094,LYZdtt343,SLCdtt076,LYZdtt344,SLCFP052,SLCFP076,SLCdtt096,LYZFP330,LYZdtt318,LYZdtt332,LYZdtt320,SLCdtt078,SLCFP054,SLCdtt052,SLCFP114,SLCFP006,SLCdtt054,LYZFP343,SLCdtt006,SLCdtt077,SLCdtt132,SLCFP132,LYZFP344,LYZFP342,SLCdtt130,SLCFP096,LYZdtt307,LYZdtt331,SLCdtt053,LYZFP318,SLCFP148,SLCdtt150,SLCdtt167,SLCdtt149,SLCFP166,SLCdtt148,SLCdtt168,SLCFP150,SLCFP167,SLCdtt166,SLCFP149,taxonomy
PWY-7446,0,128.237,107.4683,107.6169,211.3896,88,0,0,0,32.2465,52.7465,0,0,42.3573,40,0,27.75,60.75,50.8366,52.2464,0,0,187.7342,24.3278,0,56.5,453.1811,0,0,44.75,54.25,0,83.4455,0,88.9007,140.4987,125.3045,0,62.4736,0,16.6575,9.6,24.5882,0,62.247,0,54.25,23.0828,163.9829,10.25,0,0,136.25,137.2091,61.3953,50.8502,13.0241,0,3.5,0,37.4805,0,94.2324,79.3174,15.6765,0,0,92.4507,36.9803,11.3077,0,222.1152,107.7075,4.4318,83.9273,542.5606,0.3327,0.3125,0.3331,1.6396,0.333,0.3125,17.9135,1.25,0.3125,6.9553,
PWY-7456,542.6393,343.5473,20111.5395,1277.2155,4168.8353,205.7725,488.7551,205.1457,535.0742,3771.0328,1366.8658,174.3517,29.6651,132.3104,118.9579,125.2119,117.5221,316.3959,241.1436,0,16.2026,191.6152,158.0434,63.2299,10.8853,654.5026,2068.7633,56.0903,119.6683,2666.2863,663.7385,107.6753,655.7068,278.6436,251.5075,263.4425,1717.2749,126.4766,257.5679,881.8054,32.575,41.4235,63.4341,0,394.2608,321.9695,156.7432,736.2314,1255.1349,70.7652,110.7493,45.8141,364.4572,1881.5115,522.5804,409.8836,534.1577,75.8237,139.0526,96.9591,14.3014,122.1953,339.1558,223.5688,329.7772,328.6081,437.0856,2308.6027,76.9989,3.5901,0,1546.7712,544.3139,513.6272,6700.2954,4064.5649,2828.6744,4049.3542,602.1227,948.3045,7635.1854,3805.1605,2845.5168,80.5387,196.0885,500.7429,
PWY-7527,15.5057,0,0,64.5251,0,0,0,0,20.3485,0,32.8897,0,0,0,0,12.6788,13.493,0,82.4412,0,0,0,0,0,0,0,72.4346,0,24.8737,61.9578,33.0618,0,18.6722,0,0,0,75.8598,0,0,31.9737,0,0,0,0,21.2555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60.2316,0,0,0,0,19.3732,25.5425,0,0,0,0,0,0,13.2444,64.8341,0,49.9116,4.9476,4.4974,4.9661,4.821,4.9594,0,85.4245,
PWY-7539,7183.3885,4310.5268,41225.4448,35491.9707,27667.4716,5018.1931,12795.9176,7609.1168,9401.8567,17633.9419,16651.7751,1713.2771,3465.1543,6791.6246,1193.9982,3202.7966,6064.0222,5285.9851,95381.0404,10135.0819,5032.1565,13142.6526,9634.1515,29590.555,14339.9984,6021.4844,30150.0023,5142.2704,2448.8361,26205.2443,13220.2832,2917.288,5587.364,6017.3763,11056.4581,13275.7346,55399.8191,2988.4631,4863.2946,10273.5941,3487.8091,6023.1375,2554.6035,572.0544,4871.1154,4778.1094,2248.5529,6253.3388,8702.8359,10855.3638,2348.5402,18812.1298,18184.0383,18733.6833,5017.32,28115.7677,5347.5536,8128.1529,13445.7557,3051.648,9196.4825,5189.624,8769.586,11166.8258,4563.6909,13921.0196,10023.6873,10297.8222,1397.1777,2262.3547,7843.2765,31641.7834,9696.3333,11965.5516,21271.4575,20719.3394,25960.8489,33402.8149,28693.4326,15908.3863,30960.8087,32590.7844,19806.8441,24483.051,34395.7521,17443.7286,
PWY-7560,8237.5595,13729.2578,52615.6118,36978.909,30290.1152,135407.0621,17507.3215,9041.9171,11957.9644,26331.4425,25869.0183,3634.031,8300.7845,3628.7456,24793.2521,10106.6795,29159.2235,31260.7214,27291.4212,5130.4011,9561.6589,15284.5365,9373.1156,6475.4288,2701.2336,11393.3561,35669.5855,1283.1403,3170.9708,31136.3259,34690.3604,5413.6308,23624.4607,8512.9777,4048.2016,170792.6284,57566.1334,3970.0684,23341.0447,12085.4559,2327.5121,5001.1468,2593.4171,1485.5201,11238.3716,5883.2668,20737.3939,10754.6856,17736.412,10698.9,3497.113,1778.0191,96599.0739,16845.9708,36052.3979,93040.4717,7111.1922,9137.9385,13139.3254,4501.2028,5526.3224,5049.2993,39860.4229,6666.4039,5713.9935,15721.7716,11889.421,42565.8531,23818.8348,3368.4638,305.7148,27094.92,30332.5865,14182.5882,45736.0282,33936.1992,32805.4293,31522.4246,46894.5182,42919.3935,60975.2041,35093.0761,48454.7769,28153.5204,20040.3218,36244.0179,
PWY-7663,16658.6396,45261.4225,109650.1928,84947.5759,83248.9228,151463.2336,30194.8575,31181.3547,30661.7965,39298.4222,34087.1193,9025.7605,7127.1771,15535.5838,48348.6117,10832.0281,34567.9616,35157.8733,177181.9756,26267.4654,9040.2111,29316.1339,15996.5628,61676.9589,70579.8954,112538.7858,50632.2838,31977.7557,33739.0776,46393.5155,31397.1296,7112.4346,174773.8742,11777.8351,33258.1503,213068.4518,152577.2441,5271.0198,41951.5972,35825.0165,12140.3543,12345.337,10454.6126,2110.6801,59902.8052,19724.5612,32573.4602,65539.5782,61780.1998,32032.0565,72695.0386,65229.9341,95674.1384,153150.1236,54687.0385,129155.54,44011.8863,13178.8914,35135.5511,5674.4724,23016.6138,10091.0109,110579.208,26900.0096,53687.4188,29688.5988,19094.5354,49305.8835,40175.6105,6485.5456,25112.4823,121093.7723,35019.6013,28980.7254,74395.2723,39042.8676,86603.4373,156551.7615,145470.1461,91041.4394,67091.741,131677.9533,71780.1572,53821.7286,326078.8126,45370.716,
PWY-7664,5.4833,787.9652,2493.1449,440.3593,1911.2174,3318.215,4.6276,0,0,779.9311,280.8953,42.4924,4.6485,163.4483,382.9326,12.9527,810.6583,334.4899,445.6288,216.2378,24.4438,22.3885,721.8422,198.5568,4.5403,335.0582,2026.8379,4.1996,4.3746,364.8326,350.6956,5.4873,926.7588,37.2536,438.1805,31681.3052,549.8789,0,383.1044,0,66.0252,34.5236,81.5167,0,499.5059,37.753,355.8049,78.8159,871.6252,46.1044,4.6251,12.3448,738.0272,1348.2158,442.5808,475.3083,49.7796,5.5984,78.1396,0,161.3702,19.9929,6811.3968,322.5859,54.3537,73.2407,7.0868,3567.6897,234.0076,38.6455,0,1152.2693,573.3752,132.4829,1099.5743,2123.5466,53.1008,374.8218,90.5741,1636.5555,791.0381,289.836,1539.452,4576.7857,29.6696,44.3487,
PWY-841,13923.4389,41913.3745,88250.0666,74613.2016,70525.9153,41998.7812,25536.7408,30788.1847,27686.067,33681.8008,23954.7217,7902.2538,7481.2373,13718.7367,28477.9101,11795.4632,44264.6611,13151.3546,166882.2055,19688.7478,8950.8808,22399.0366,12928.0296,58512.8159,59141.6236,113414.8235,37291.2132,29112.4806,34443.783,35933.4701,34274.8327,7643.9337,178006.8025,7477.1164,31453.8577,65088.2045,138126.4858,3001.696,24537.4236,33047.9095,10393.2354,10576.2383,10036.022,1034.5453,57373.2467,15821.0325,21414.1143,64756.2021,60912.2091,26733.8195,75972.1688,52866.9812,65280.5981,147227.2092,37489.3648,48170.6012,42940.9427,9121.0462,30579.915,3834.2007,18638.8724,8005.2785,123001.3295,24717.8963,52886.6919,24516.9312,13977.9305,59648.548,51633.4512,5183.1223,16039.516,111514.4914,21327.3475,24863.5709,56421.6995,17810.4104,84797.4673,152802.9486,146723.4259,77885.7144,32822.6366,121971.9362,69261.8871,47757.0649,316196.876,44261.4636,
PWY-922,10350.5973,13877.9321,33847.8637,34936.9799,41881.9612,11598.7759,18041.5779,15778.5103,22058.754,18366.6923,6721.1089,5263.9018,5394.032,21528.686,4018.9789,9809.0253,22717.9037,2526.3642,116805.6189,64026.4225,6067.64,21413.322,18354.6986,40753.8948,86574.9685,13820.7587,13361.7432,24362.582,13843.5456,11560.2612,14279.4136,4602.7952,39357.6728,7874.5989,18153.1099,8521.7952,65537.6814,3315.7356,9684.028,29343.222,29477.3521,18854.2461,12970.1461,1643.1776,9178.3843,26823.0258,7756.9877,23319.8833,21137.9241,28208.2533,32318.5885,62913.577,17691.9972,46621.78,16697.6319,25351.4605,10575.3731,6274.8039,19661.4666,3151.3786,41162.0511,6869.8463,59398.0638,31231.2945,11816.7049,10065.7876,9202.3107,30969.8922,27374.4512,2397.6142,45151.1451,53862.4158,5812.7278,18971.8923,25549.2792,2235.3895,71435.1576,71423.1598,97251.2472,50723.0622,4826.1069,60987.4464,34047.5882,33390.889,116949.1275,21176.4743,
PWY0-1061,789.7963,4324.0935,1954.9148,4352.201,3797.6594,6856.1249,1757.7502,168.5165,3608.1494,2359.8626,1028.4194,162.4536,740.376,862.8065,5471.1086,1033.9918,576.2145,764.4501,5790.565,1402.0863,619.908,2246.7495,1212.654,1215.7216,78.912,793.035,4566.8745,42.9507,95.8643,1588.8437,1042.2389,204.0484,3685.2643,485.1206,1336.3207,3115.832,5223.2783,118.3991,776.1498,2776.3118,863.2533,151.231,611.0162,18.9194,4794.9142,303.54,833.5413,1703.433,5122.4865,2301.5734,256.299,141.6534,2106.0188,3488.8433,3450.8622,2052.3788,623.7374,1195.3995,598.0399,152.6311,1184.292,203.1909,13355.4693,1792.4235,467.6655,335.3212,874.8579,4389.9073,701.8524,134.4873,14.9656,2939.6035,3417.8487,1163.2437,1891.8023,4818.1528,20373.9138,1580.4117,7340.4676,1970.3072,3739.3312,2414.0458,633.1211,3322.4782,3631.2922,4913.7509,
PWY0-1241,913.9526,1006.9979,1207.6479,7123.8299,2333.0843,1946.3515,2694.3033,1217.5857,1968.0443,3585.6162,2759.6417,249.1488,940.5757,253.9397,139.7118,353.3242,685.6356,1844.8929,3947.0205,670.867,935.1972,1677.5017,938.264,820.1488,73.6008,353.3433,2371.6804,70.4634,521.5191,3376.2766,1070.0207,354.9601,715.574,1082.1484,477.4979,10028.2751,12359.8894,403.428,480.829,1765.7223,153.704,374.7772,216.5932,73.899,395.2141,196.3382,670.7892,734.3909,1188.0721,1189.2965,726.707,41.7519,6354.6533,1042.0846,876.5423,889.9719,290.283,1325.1221,750.2679,681.9502,579.088,438.1022,3167.1407,413.0715,150.3362,1238.1274,853.2086,1969.9357,927.2868,257.8506,12.0149,1444.8985,3097.2041,2240.9865,1295.2774,2483.6359,6702.0237,876.723,10243.9419,2988.4263,1490.6047,5624.7479,2669.6883,6211.1755,2190.839,9754.4465,
PWY0-1261,2463.3763,4021.3437,13081.0446,16430.9523,8946.7746,10992.1864,10956.7852,2491.0586,1323.993,7494.0079,5997.8727,975.2276,3287.3226,2631.8681,947.4848,529.5146,4579.8071,5201.0809,6989.6269,7139.9537,4590.2841,3550.2149,8093.895,2236.27,487.6284,2913.1263,12063.4037,1191.9157,584.9567,7811.3375,5729.2813,1650.5617,3553.9698,2770.352,1849.8473,66062.7168,21519.9914,1454.1148,2342.5559,4911.5434,345.4481,4378.7476,2006.5501,315.7158,2197.5574,1641.2496,3037.2712,2807.955,6500.6825,1959.4742,525.746,616.4633,12656.5247,6007.5305,3953.1744,5706.474,1777.5296,4317.8333,2678.4181,2808.9304,5850.2765,2761.6829,12083.754,3777.1762,1464.1613,7052.1366,6111.853,9695.9198,1009.1442,1629.2352,188.3576,10749.6782,7684.4904,8891.9495,7621.3734,12163.5481,14813.2304,6770.7497,24197.0691,7210.7966,13102.9557,8919.8266,7681.2908,17514.9378,17904.972,3690.5901,
PWY0-1277,0,226.9147,197.1055,151.4039,397.4962,145.7988,0,0,0,56.8007,99.0633,0,0,75.3409,70.6414,0,49.9821,101.1104,83.3867,78.8959,0,0,302.1935,42.12,0,93.4989,802.0784,0,0,90.4788,98.3121,0,150.4664,0,149.5178,228.4235,189.964,0,111.204,0,27.0529,17.2848,41.2409,0,111.4423,0,99.9274,40.6608,293.9985,19.5611,0,0,233.1657,266.9386,114.0726,91.063,20.8957,0,6.9902,0,67.0718,0,167.2249,143.7219,26.2804,0,0,181.711,64.266,17.0906,0,376.7482,187.1565,7.6122,156.983,946.4965,0.5217,0.5215,0.5217,2.581,0.5217,0.5217,35.7522,2.0765,0.5203,10.8038,
PWY0-1296,14084.8426,41233.8499,74030.8594,68081.6942,70111.0916,190931.6709,27311.546,24140.3638,26754.9288,31089.7853,22822.0541,7579.277,8316.5619,10261.5079,43573.0744,13606.663,47130.9678,34203.3965,145785.1238,12814.7822,9252.7889,27247.2443,9869.8136,51056.6717,42716.4518,99226.3027,33491.4742,22786.9784,28554.4382,30197.6908,40270.1947,7100.772,161217.8674,8471.0962,27650.4795,229548.4055,122333.9651,3687.2969,35372.0681,28906.1815,7332.9365,7418.0169,7588.3891,1557.6476,53200.3369,12897.679,30139.7447,55283.068,55697.3593,24364.7259,62982.6561,39183.0084,119243.2927,130260.6339,59402.0528,108078.2463,36921.999,10252.9314,24284.4231,3845.6726,13128.8627,5845.7968,117958.3008,19042.3589,45531.1417,28761.4753,18304.9286,65037.5513,51928.1827,6950.9186,10632.2458,102113.0389,34678.7591,17915.8269,62122.8862,34208.018,72405.4887,128428.3582,123025.3907,86238.4019,60648.4737,101698.1002,72785.9597,33819.8428,265031.167,50918.0741,
PWY0-1297,14501.078,39680.4798,69566.7788,63635.391,67740.8605,162125.6403,27576.7032,26156.9774,29163.9007,29436.6849,20370.6339,7793.0758,7953.757,13809.5729,43122.9025,13900.2048,36414.7667,30753.8865,151679.9196,20169.3005,8812.0755,29238.0319,14486.0481,53435.8178,55786.494,98216.2165,28174.51,26121.2508,30161.9582,25103.3352,26349.7857,6633.7573,158388.2065,10450.6641,28530.9701,197049.6906,116456.9296,4589.5253,35755.7845,34533.0647,11090.9186,10931.944,9836.1067,1922.5682,52333.9996,17622.3267,29114.5299,56252.2352,52854.0856,30110.6569,66931.8939,48197.6673,93732.6862,130304.1983,52239.1404,110268.9094,36899.3405,10010.6957,26704.2031,4529.0732,19462.9296,7718.9084,108013.8984,24077.6782,45829.2846,24550.9045,17166.8263,50595.988,44533.4341,5830.0246,15687.0837,101725.4559,28887.583,22831.8911,54566.5729,23329.2178,87157.6799,132025.5365,138577.1465,84481.4135,38784.2087,103451.0434,58748.0312,36200.7828,275947.8718,43940.9452,
PWY0-1298,11331.9892,38253.4325,65592.0718,57400.7026,62998.2684,137431.5388,18776.3402,23831.7334,23221.9462,24989.3575,19478.3707,7205.899,5333.3179,11500.4378,42329.5155,11135.3344,34534.6109,28112.6348,149615.6577,15291.3867,6443.3212,18814.983,10032.3207,53334.7395,51910.5814,97381.9959,27281.4522,25707.9214,29126.2409,24025.2485,23915.9491,5688.5413,156976.3609,8309.2543,28267.2931,167658.0465,108183.6579,3687.3624,35378.0303,27022.7339,8654.4144,7911.576,8532.2964,1689.4984,51309.0232,14116.6316,28532.0988,55048.0654,51118.6102,22384.0345,65132.7236,47161.4277,81844.2862,129131.7834,45733.8192,109766.0336,36173.5064,8223.3967,23777.8204,3681.6499,14856.4135,5396.9053,104773.1401,20717.8973,45385.7738,19001.2869,13163.2936,46901.1872,42962.2475,4734.7208,13944.5848,98429.9958,25580.7738,16747.6518,51022.7478,22820.937,67203.8015,129608.915,116032.2203,75175.0668,38041.6766,99631.9018,55879.2808,32345.9231,273839.8997,29285.6842,
PWY0-1319,20273.133,47310.6548,102723.746,83830.1136,79620.2495,163154.8838,39945.006,35549.1942,39244.6248,45071.945,33580.5522,10599.9921,13337.7211,27703.5409,51329.7114,19617.043,53390.1865,37872.2458,169502.2901,77767.9994,14937.5653,39448.795,29776.3338,59142.5471,109586.3152,115035.4562,49279.5444,37134.8341,37825.6243,45115.4757,47706.9251,9987.6072,183846.7705,17677.7959,32075.1457,203516.0517,149771.0025,7850.3919,43833.0237,48818.4732,36286.0069,26504.3208,18479.9148,3500.9232,61617.7253,36226.6143,36160.4984,70103.5289,64355.0425,43516.0168,84483.7329,80064.6166,119070.3229,150633.1295,56041.6181,129482.8169,44936.4872,16182.7387,38591.7588,8167.7771,52171.4375,12575.4975,132750.7188,41836.1553,54905.2895,31136.4238,23202.0436,74154.3701,58058.1519,7174.5981,52236.9291,118937.9213,37371.8453,36463.4943,75698.6091,40343.7649,122761.7117,165134.0415,185599.7375,96902.3972,70711.4392,132157.7405,85081.3139,59792.4055,336517.7476,60782.0904,
PWY0-1338,0,190.3359,250.0936,174.801,362.7205,117.45,0,0,1.2388,67.0222,89.1387,1.2437,0,55.0422,46.7331,0,38.9681,87.1922,95.1528,60.8762,0,1.2473,207.9042,47.2057,0,76.3553,769.9819,0,0,103.5874,94.2745,1.1945,128.793,0,112.344,180.9946,221.4089,0,86.3243,0,22.9424,16.5596,34.0347,0,70.3692,0,78.776,48.0953,252.3918,22.9697,0,0,199.0364,266.2714,117.1242,77.1796,24.3544,0,8.1191,0,43.8993,0,147.6885,118.048,30.1502,0,0,171.2951,44.3953,15.5703,0,354.6067,157.0689,9.4528,184.2934,1002.651,0.6241,0.6239,0.6241,2.9814,0.625,303.8177,646.2244,2.2982,0.62,12.6266,
PWY0-1415,34.6648,318.0635,449.4078,237.1959,532.8443,497.4889,92.2337,53.1702,47.0714,716.1431,146.8491,61.9291,110.3407,460.2726,91.5978,102.1101,384.4319,163.8962,231.3735,146.8781,245.2357,21.3356,483.4786,63.522,2.9579,139.9723,1018.6467,23.1565,2.9747,166.3849,194.188,52.9018,277.785,112.9675,195.0408,468.4252,276.8043,70.784,151.6364,88.1091,46.9807,26.587,61.3812,2.9322,152.2878,65.7775,145.913,249.019,407.7419,71.8584,64.8577,7.2879,377.4375,348.7415,157.9963,143.5104,120.714,26.6248,10.396,34.9107,105.7191,17.7164,588.5656,737.8314,116.1426,76.3119,2.9965,1120.4554,92.1385,26.0082,2.8553,485.0079,289.5336,45.96,392.3591,1113.4949,2471.9753,1091.1415,322.6279,133.5119,1053.2494,1135.8386,378.2299,1775.4552,98.8211,38.418,
PWY0-1479,1202.6926,1671.3901,1989.4144,5701.6797,3084.7685,3261.1143,4984.8626,751.9186,1733.1679,5384.4171,2598.4382,462.4238,1469.2081,748.7909,204.7036,867.232,1143.492,2214.9866,3523.3371,2086.1917,1709.356,2493.3346,2104.8676,958.2673,139.9477,578.7285,3607.5027,383.9319,243.315,3117.0653,1483.0688,592.3585,975.2541,1263.8258,682.1032,2350.5979,9670.2832,460.0134,747.3908,2349.9325,540.5904,990.9302,721.7264,95.9441,620.8994,447.1794,1125.6134,1086.4612,2097.3856,2066.3373,401.857,168.4695,5269.9349,1747.62,1352.3112,1499.5323,397.0418,2052.5926,1188.3322,1017.6611,1733.8702,869.8833,5180.3066,1185.9043,260.8322,1976.0293,1828.6419,3579.2173,478.0158,527.4779,41.1394,2437.1877,3374.0692,3815.3749,1988.0849,4249.3726,9121.4481,2308.815,12323.9691,3377.6787,3681.5161,6520.9271,2237.7263,9653.3154,4562.8203,6750.1338,
PWY0-1533,23.0532,237.5894,484.4704,825.8525,528.9846,1143.4155,367.0473,132.2849,28.3685,112.1023,94.928,15.0637,1.7769,72.4102,67.6396,3.5435,351.6727,107.0655,253.2377,90.6185,0,0,323.2405,66.577,5.2095,99.9065,798.9832,0,57.7836,79.4612,97.9625,0,299.9646,15.9248,157.392,12259.8961,971.0689,0,111.8572,28.8158,31.5671,15.9497,37.3166,0,110.9851,23.4977,94.4262,82.3822,320.818,19.9448,22.8115,3.5114,242.6464,271.2215,129.1782,105.0135,113.1897,0,6.2208,0,67.7003,0,2329.2002,135.3909,72.2968,370.9896,285.4114,709.9806,67.9532,83.7442,0,652.7389,196.5582,16.8745,222.9701,1166.6756,64.5145,1.4285,198.4011,644.4569,239.0516,10.9812,43.5781,2217.9473,1.6363,452.3778,
PWY0-1586,19601.0767,44284.8362,85853.1289,82969.4704,76038.3412,20763.6679,37606.1382,32333.6376,40027.1497,39891.7652,27973.3966,10351.1312,9370.9933,31317.4617,37260.803,16199.4177,36852.5482,28394.9644,182379.9353,85295.2213,10368.7984,41553.1027,31093.46,63174.4543,103429.4893,101566.8388,34492.5853,34945.0176,35978.7428,31737.7674,26321.3697,7771.7345,169099.516,17711.5564,32961.8061,16427.4888,148628.2371,7661.6126,32273.5712,48521.2473,39688.222,29355.9328,20079.497,2967.4109,57098.9829,36091.0835,25355.3707,68855.8114,61219.7171,43859.2113,83215.3322,78954.0581,34152.3358,144732.2471,31699.6659,133885.6419,41360.8244,14142.854,33541.1005,6867.1925,57423.2132,10304.0532,120527.3038,45886.3751,50822.5908,28722.7403,22424.3509,54087.406,47308.7189,6964.9385,49393.8652,123230.4488,13167.3342,29348.5401,63972.8871,35374.9061,121291.7635,162235.1989,173708.9353,84685.6194,54474.9535,123634.1981,70906.7183,50674.2371,309303.5761,55085.611,
PWY0-162,15019.622,40665.9639,87218.379,74308.3474,70179.3053,36458.7738,27750.1997,32114.2759,31230.6349,34080.4398,22312.6381,8436.6644,7440.0513,18294.4291,24861.1367,12002.0361,43760.0026,11425.897,166496.8051,31717.517,8875.843,25160.343,14913.8038,58467.5783,82803.501,111896.69,36174.1056,34070.5059,35855.2034,35070.3606,33582.7134,7636.7125,175100.2012,7759.3847,31339.7535,57455.6234,137454.5947,3022.4804,22026.5423,38576.3889,16288.3451,13721.3073,13021.2045,1218.3496,55773.5767,21491.7426,18990.6691,66106.4836,60210.7526,32183.5661,79786.6206,67945.3313,60449.687,146403.3086,35557.9345,39961.613,42994.5122,9456.7355,32732.2091,3921.081,27147.4063,8839.3943,121253.9593,30833.9232,53023.3952,24522.6947,14520.7215,59058.4559,51124.3414,5225.041,27292.3354,111654.4328,19701.6248,27543.6181,56206.9941,17370.0505,94327.7506,155412.8345,160180.3844,79278.0355,31592.5872,123742.0671,69019.7948,50853.0274,325192.6126,45585.5122,
PWY0-166,13635.7616,39076.8539,72750.3478,63360.7448,60900.328,38841.0558,24568.0974,29270.4372,28680.3581,30152.9155,20635.6975,7940.2238,7353.9736,18015.6697,31952.3421,12004.7356,40917.0244,12881.9682,156370.1528,32704.6399,8690.5952,22889.9349,14767.9857,55479.5798,79492.6285,103786.2927,28812.5787,32019.9792,33532.9952,27750.1257,30754.5312,7192.7908,165434.3965,7434.325,29491.2325,60093.9514,119557.7112,2924.0891,28027.3218,35841.5545,16641.6208,13769.1633,12751.8878,1332.5581,53293.2806,20731.0286,22940.4321,60495.6047,54642.817,29854.4932,75630.5141,64560.0008,59884.6906,135123.4326,34576.147,63732.9492,39090.5649,8313.2819,29365.1022,3730.1126,27403.8526,8046.8563,113967.597,29660.286,48871.9739,20552.6823,12561.6833,55181.2347,48397.3766,4708.2675,27320.6714,101259.949,19198.1715,25048.2267,46927.5427,13255.3639,88851.3125,143861.6499,147189.3575,75364.5987,26491.9592,112999.3551,61431.993,46211.4332,304127.6401,39261.5028,
PWY0-321,0,193.0376,159.5446,149.9059,290.152,167.3707,0,0,0,47.065,88.5385,0,0,65.0104,58.9323,0,52.9369,92.7455,78.0636,82.0142,0,0,282.2308,37.9182,0,89.1781,675.3553,0,0,75.298,94.1356,0,142.4006,0,128.8565,277.6918,177.8777,0,92.5252,0,24.3611,14.7846,33.5388,0,97.3162,0,81.1171,33.4978,242.0859,17.1851,0,0,217.2719,205.0632,89.8895,77.5076,17.2955,0,5.3162,0,59.9461,0,181.9767,122.9915,21.5814,0,0,167.4543,56.4584,13.4724,0,300.9962,162.7559,6.5266,122.9502,731.7504,0.4993,0.4889,0.4993,2.497,0.4982,0.4983,29.2296,1.9993,0.4963,10.1605,
PWY0-41,0,225.964,219.8618,188.7861,10485.8706,136.4769,5.3976,40.3435,0,102.8141,101.7913,1.1984,40.8869,1324.1774,62.4929,19.1959,39.9726,125.749,105.9199,138.0361,18.1682,20.5121,350.8317,43.9254,0,96.176,801.0869,0,79.6003,104.2481,107.5023,5.196,163.5867,1.4997,178.3184,191.0839,271.2947,0,110.2941,0,50.8756,18.8701,75.9738,0,95.494,15.8754,100.8838,746.3838,329.6262,32.3399,188.7553,3.5778,296.8811,808.4714,144.7815,115.0929,464.2563,2.399,11.1639,0,113.1968,0,198.1424,3218.9545,268.7437,4.0631,0.9999,401.3594,85.3886,17.887,0,1420.0669,195.5351,7.4704,451.8721,980.3246,2834.6705,129.0969,6131.9087,25.9802,136.6888,345.7979,131.4189,3.88,46.4822,12.4562,
PWY0-42,0,127.5997,110.2342,85.9977,193.3498,136.2644,0,0,0,34.3799,52.5992,0,0,41.479,40.099,0,42.5954,60.8493,47.32,52,0,0,188.4832,22.241,0,56.5993,450.0999,0,0,44.8491,54.7463,0,103.8322,0,87.3495,231.8284,99.5996,0,61.8494,0,16.0976,9,22,0,62.0994,0,54.3493,19.848,159.199,10.6279,0,0,136.7485,135.3789,60.1974,48.5992,10.25,0,3.5,0,39.1494,0,150.2587,80.3901,13,0,0,132.6539,36.9946,9,0,195.3498,106.5996,4.4627,80.0144,530.0027,0.3836,0.3676,0.3836,2.0791,0.4161,0.6132,21.4044,1.6658,0.3775,5.5566,
PWY0-781,1192.2729,9795.3988,17732.3221,16017.4199,11735.8622,18715.9962,5367.3046,1529.6526,1934.6187,7342.4592,3948.4425,740.5434,2486.5912,4790.4702,6116.2023,4407.9477,3620.4176,2173.8244,17780.7365,3671.835,2138.5118,5279.1013,2771.7733,3995.4882,284.5142,2420.8707,11884.7226,130.5883,944.7622,6600.0535,6565.2352,833.7668,11385.3168,2477.2009,3207.0416,9201.0606,21308.6737,1078.0165,1863.5367,2856.4229,2147.3105,906.1877,1840.2018,149.9363,9395.1158,1263.6495,2937.277,5886.8231,12732.8553,4777.326,1903.8316,577.6954,6937.3275,12026.179,9805.1304,6070.7019,3046.0768,2416.1072,1388.7507,1202.101,3307.6089,585.3672,32808.994,9080.9734,2555.589,1903.719,1850.4987,17257.7848,3686.6347,720.1007,11.1859,10490.3804,9013.8209,3820.7514,13941.1163,11876.7754,34583.4239,10549.5544,20192.4772,7539.1686,14472.0378,9786.8119,11529.2023,11130.8898,10652.2488,2660.5435,
PWY0-845,927.4206,655.9137,19935.6012,1602.9245,2764.3926,2081.3082,748.209,424.8382,3154.3698,3074.6752,1449.5729,211.5426,270.7192,271.5652,142.9773,151.3708,1275.1261,485.0797,1162.1659,193.4424,351.8968,1351.2932,780.9769,413.1282,10.4476,645.3809,3009.6181,21.1459,157.8594,2169.9535,1402.8733,153.7587,1180.5957,473.4711,339.4953,5835.0627,2217.9375,167.974,293.5714,2644.3119,68.0719,134.0239,119.454,13.7641,570.9904,298.7648,352.8416,964.0649,1454.7766,1032.6036,238.3193,62.2318,895.6891,1857.9231,501.6117,285.1886,382.0686,888.2792,364.187,182.1114,126.2894,156.3462,4617.1294,407.8149,257.8706,431.8004,445.479,2467.8933,630.9982,108.6952,0,1304.0115,749.4601,964.8825,6290.1644,4223.82,1707.9822,2784.0052,1301.7934,2185.8463,7289.1864,3171.7903,1317.0407,4502.8299,573.3943,3125.8299,
