#OTU ID,Itg.18.DTT496.S91,Lyz2.05B.DTT260.S101,Vil1.06B.DTT70,Vil1.03B.DTT35,Vil1.01B.DTT11,Itg.24.DTT530.S25,Vil1.06B.DTT72,Itg.24.DTT531.S26,Itg.04.DTT423.S15,Lyz2.06B.DTT272.S114,Lyz2.04B.DTT246.S87,Itg.20.DTT508.S3,Lyz2.06B.DTT270.S112,Itg.16.DTT482.S77,Lyz2.03B.DTT236.S76,Vil1.04B.DTT46,Lyz2.02B.DTT224.S64,Vil1.02B.DTT24,Vil1.02B.DTT23,Lyz2.06B.DTT271.S113,Lyz2.07B.DTT284.S126,Vil1.09B.DTT106,Lyz2.02B.DTT223.S63,Itg.22.DTT519.S14,Lyz2.04B.DTT247.S88,Itg.06.DTT434.S27,Itg.22.DTT518.S13,Itg.02.DTT412.S4,Vil1.03B.DTT34,Itg.26.DTT543.S39,Itg.04.DTT424.S16,Lyz2.01B.DTT210.S50,Vil1.08B.DTT96,Vil1.010B.DTT119,Vil1.05B.DTT58,Vil1.05B.DTT59,Vil1.010B.DTT120,Itg.12.DTT470.S64,Itg.02.DTT410.S2,Vil1.05B.DTT60,Itg.08.DTT446.S39,Vil1.08B.DTT95,Vil1.01B.DTT10,Itg.26.DTT542.S38,Itg.18.DTT495.S90,Lyz2.04B.DTT248.S89,Vil1.010B.DTT118,Itg.20.DTT507.S2,Itg.12.DTT471.S65,Lyz2.03B.DTT235.S75,Lyz2.05B.DTT258.S99,Itg.10.DTT459.S53,Itg.08.DTT447.S40,Vil1.09B.DTT107,Vil1.01B.DTT12,Vil1.013B.DTT156,Vil1.07B.DTT84,Vil1.014B.DTT167,Itg.26.DTT544.S40,Itg.04.DTT422.S14,Lyz2.08B.DTT295.S137,Itg.06.DTT435.S28,Vil1.06B.DTT71,Itg.16.DTT484.S79,Vil1.04B.DTT48,Lyz2.07B.DTT282.S124,Itg.06.DTT436.S29,Lyz2.08B.DTT296.S139,Itg.22.DTT520.S15,Vil1.07B.DTT83,Lyz2.02B.DTT222.S62,Lyz2.01B.DTT211.S51,Lyz2.01B.DTT212.S52,Vil1.02B.DTT22,Lyz2.07B.DTT283.S125,Itg.10.DTT458.S52,Vil1.08B.DTT94,Itg.02.DTT411.S3,Vil1.014B.DTT168,Vil1.09B.DTT108,Lyz2.05B.DTT259.S100,Itg.20.DTT506.S1,Lyz2.03B.DTT234.S74,Vil1.07B.DTT82,Vil1.013B.DTT154,Vil1.04B.DTT47,Itg.18.DTT494.S89,Lyz2.08B.DTT294.S136,Vil1.013B.DTT155,LYZdtt342,LYZdtt308,SLCdtt022,LYZdtt366,SLCdtt070,SLCdtt005,LYZdtt354,LYZdtt330,SLCdtt114,LYZdtt356,LYZdtt368,SLCdtt095,LYZdtt367,SLCdtt024,LYZdtt319,LYZdtt306,SLCdtt113,SLCdtt004,SLCdtt112,LYZdtt355,LYZdtt343,SLCdtt076,LYZdtt344,SLCdtt096,LYZdtt318,LYZdtt332,LYZdtt320,SLCdtt078,SLCdtt052,SLCdtt054,SLCdtt006,SLCdtt077,SLCdtt132,SLCdtt130,LYZdtt307,LYZdtt331,SLCdtt053,SLCdtt150,SLCdtt167,SLCdtt149,SLCdtt148,SLCdtt168,SLCdtt166
PWY-5918,2148.4629,443.7273,1993.7397,1107.7516,488.2163,1221.538,3574.3989,687.0392,971.8081,1371.774,219.9906,566.0684,815.4097,117.8815,155.3464,709.9099,344.8052,788.0682,720.9259,301.505,4911.0731,5094.8102,407.4034,231.5756,347.752,663.3825,285.6536,282.2863,12046.3957,13223.3956,387.4027,504.9048,5408.5526,7427.5964,4222.9421,2243.5876,3075.7689,719.5898,228.6143,3043.9815,54.0172,4522.9687,318.669,969.7141,2838.4087,4426.9604,5351.1867,1302.8153,216.3995,790.5626,59.6456,523.514,481.4597,5572.7722,630.3711,3295.5916,2725.1702,820.142,419.1899,694.4462,240.8364,300.5986,3160.5626,453.1943,879.7053,442.4335,141.9356,321.8009,4390.6983,1854.4201,131.0632,4847.0242,269.95,348.1079,1095.353,243.8842,4893.6359,85.8261,4131.0981,3014.5065,156.1592,666.8404,329.967,2686.2219,2732.9404,1101.8391,7308.6462,220.4776,1489.3496,554.9876,1104.5188,1492.6445,252.6814,121.6191,2206.2996,153.5741,283.0158,804.1669,237.9168,1917.0768,39.1923,299.7595,91.5518,410.5971,288.7617,44.5029,104.9429,4.9369,263.0175,242.6404,1438.1937,714.8036,12.4474,644.1366,282.3552,252.5589,766.1904,17.4541,29.6834,4699.605,560.847,129.3954,44.0065,948.0693,494.5479,76.7857,5339.9556,3844.8413,543.4541,2171.5252,4265.7583,165.9101
PWY-5920,268.077,122.0628,0,558.9425,273.5275,266.4234,0,181.5396,234.2362,610.8891,38.2534,242.749,97.7674,45.4586,69.55,143.5261,146.756,294.9894,58.7212,61.0405,232.2712,289.4698,82.4731,99.6497,184.4936,245.5209,143.4042,147.7268,231.6328,1338.2602,154.456,99.6512,37.8013,135.2013,1.9993,0,15.9399,21.5755,119.9489,0,27.7496,1.9993,56.6721,205.4299,386.7262,364.0068,416.9475,229.0121,45.8604,137.137,20.4255,77.7124,209.6313,96.7568,381.5235,1166.8285,0,131.0857,204.1738,68.4391,81.7248,131.2522,1.9991,187.4074,175.6442,213.8475,53.3608,159.9143,259.8217,0,61.8172,1861.1199,113.5452,13.6463,518.6075,48.0621,11.978,35.4987,891.436,332.095,57.586,208.0343,145.6273,0,1349.6194,40.9195,246.9427,34.2344,439.842,242.8284,537.5561,105.949,86.9205,21.3277,153.5194,15.8848,106.9384,71.6765,62.4766,974.676,0,130.1759,0,112.7719,22.7793,20.0891,57.5697,0,94.8511,17.1876,76.2764,166.8104,0,210.9172,99.9737,130.6689,39.6323,6.8048,0,289.5459,49.031,0,3.7833,364.5319,102.4596,25.3744,3.9981,3.9973,3.9816,330.996,39.7584,7.7656
PWY-5971,408.3361,483.3999,2293.084,993.1642,601.2501,1634.3643,3975.2576,813.2997,437.2739,1997.3146,113.0744,446.3919,989.7103,85.9571,125.2624,826.5116,328.6609,1068.5817,843.4944,353.1835,365.4583,9019.0438,121.3986,196.4209,543.4818,795.117,331.786,309.8608,321.4938,1735.5312,298.8513,186.3684,5680.0112,12394.848,5997.5901,3053.3093,5089.423,53.1427,237.4974,3400.4806,56.7554,5762.9953,370.302,315.1405,568.365,6118.7482,9496.926,333.3153,79.6628,198.787,64.1507,130.7605,556.768,9253.5902,768.3133,7550.1373,3144.7436,946.6633,411.0981,201.4117,132.6999,415.9085,3296.7284,330.1771,1070.7111,441.9466,117.2467,325.2786,400.077,2385.3919,158.3953,10264.3692,310.0273,379.5455,1802.8783,74.3362,5208.1271,62.8064,5263.0923,5073.7605,162.8054,819.3819,312.7126,2913.365,7068.0051,1677.3798,362.7923,259.9259,2763.9693,878.6181,2442.8884,1036.4016,357.8997,60.5537,208.9358,412.8832,447.4183,1013.8883,434.3357,2582.7776,5.9982,433.5121,5.9961,515.7948,543.5262,44.8795,109.0634,0,546.619,442.6912,102.604,971.825,13.9899,1648.5743,487.2832,540.0953,67.1628,111.5221,28.5391,415.3196,68.9181,93.7652,50.683,1427.5627,637.3162,188.9246,56.9219,530.0129,98.0995,1117.3611,345.3995,31.8469
PWY-5973,25467.0052,15301.9682,2423.5073,7481.6276,28945.3083,19605.028,4252.7645,33148.2264,104478.2985,7154.5952,15023.153,38671.3911,43569.4777,13518.6638,48542.2153,12498.1394,29728.2246,9266.7558,18519.6595,18347.1944,35530.2057,12062.3089,46997.3068,24501.2151,37133.7279,50917.8632,20017.4373,59017.3105,33141.2517,37731.7529,46259.2513,39501.3551,6320.3297,15771.1555,6371.8637,3193.3446,6080.458,33847.2715,72795.0249,3617.5146,11941.6991,5989.8787,17539.0787,30865.5459,24465.6801,30415.7885,13210.3086,22266.2558,14988.0017,49216.9941,20922.3024,30984.5686,27733.1662,10891.8479,25710.7403,16365.2574,3317.0465,17025.8957,27306.3627,83818.8155,8715.5554,66807.9667,3673.9669,34507.6451,8234.7509,38492.9744,9437.1494,64370.6097,28038.4735,2476.5381,103542.6447,32528.938,54812.0924,11692.4566,5908.8612,37106.0155,5737.8344,31742.0052,28291.7666,6041.2081,13385.4838,26612.6192,44158.6457,3185.1666,18018.8982,7323.1726,25057.4347,7712.7057,14254.0481,43753.3377,78524.4073,36361.2285,33152.225,8429.5089,12638.1722,46924.5035,34027.8729,14069.5755,109280.9551,49036.2635,28017.4901,45115.9438,6620.1414,31892.2511,40340.952,10375.0025,9139.2856,1947.9005,58107.8079,31513.3203,63364.0764,59670.961,51656.7297,147610.6393,52903.1496,124378.5812,42627.5366,31939.433,8881.4297,22963.5586,51900.7316,28074.2296,6113.4413,116124.2205,33772.5529,26225.0217,81442.8837,149070.5132,137881.0186,64683.3255,122752.152,307509.7575
PWY-5989,245.7324,292.7605,2260.846,613.0245,361.9664,995.9622,4016.8342,477.933,261.9665,1311.3345,67.9654,268.8253,594.1185,51.7156,75.1375,507.3682,197.7825,665.7264,513.0995,213.0067,219.9322,7007.7406,72.8829,117.8723,326.5868,478.6471,199.9506,186.0662,193.8965,1045.4228,178.9509,111.8991,6037.9119,9231.7017,5179.6104,2712.5611,3891.6103,31.8991,142.5932,3420.4118,34.0992,5309.4915,222.9965,189.4089,343.0185,3784.7211,7205.9329,200.7245,47.8601,119.3265,38.5378,78.4179,335.8546,7380.5899,461.675,5164.0907,3100.0441,565.6924,247.5715,120.7981,79.955,249.7286,3519.3571,198.7781,672.9941,266.3129,70.5521,195.3922,240.7148,2187.5159,95.0504,6564.8481,185.859,230.2513,1220.7098,44.6018,5468.4105,37.683,3310.5061,3994.4164,98.1515,493.3653,187.8421,3028.3269,4865.4926,1085.1012,218.7393,157.6395,1742.7051,527.5352,1480.6254,628.0379,215.8331,36.361,125.5561,243.0937,270.7559,621.7226,260.5009,1587.2656,3.5975,261.2223,3.5988,307.7609,325.2269,26.9533,65.4701,0,328.0545,265.7915,61.558,585.0002,8.3805,985.3554,292.6161,323.8728,40.3067,66.9876,17.1417,249.7968,41.3466,56.3298,30.4921,856.8456,385.9093,113.6273,34.1598,318.1388,58.8711,678.8971,207.3669,19.1075
PWY-6071,105.7323,131.9657,2326.7896,289.1487,167.0008,414.3577,4170.4031,206.3825,97.3563,601.7629,15.5463,118.6741,262.539,22.3453,33.8928,232.6352,72.5711,279.7899,226.0245,86.6644,88.4275,4906.2122,33.5532,48.0426,96.8719,204.8761,73.7726,81.8406,83.5506,477.2993,71.877,40.1527,6327.0678,6997.1685,4823.2336,2571.8765,3146.9823,8.7647,63.7902,3563.1406,14.6703,5216.6385,101.6778,83.29,150.5076,1837.3888,4998.0944,90.2345,19.508,53.7228,17.1221,31.1675,142.435,5816.5693,214.2777,2100.155,3166.6899,251.9185,104.2907,26.3962,35.4463,88.4715,3700.9457,92.2084,326.5064,108.3303,25.0982,82.1101,94.189,2143.9598,32.3584,3260.593,84.9776,106.9758,539.9191,19.5374,5722.1214,16.6041,1599.901,3113.1971,44.6817,214.6721,71.2386,3132.9656,1592.6124,535.7473,87.8755,67.5609,648.5219,176.5386,265.9091,41.7779,78.7143,0,58.4706,54.2627,84.6404,258.2263,80.6925,618.9942,0,66.9842,0,118.5757,84.8376,13.2376,30.6189,0,88.1833,74.4163,29.7346,221.081,0,186.9407,82.424,69.9057,15.3741,4.8579,0,110.3688,19.2688,0,12.356,274.0136,148.4944,5.7522,0.4227,0.4165,0.4226,0.422,0.4221,0.4209
PWY-6121,26061.8521,17732.4977,2432.9737,7934.3823,30210.843,17431.1481,4286.6174,28481.4412,102913.2088,7207.8819,12520.0237,42393.561,42982.6631,13071.3368,50300.8362,14006.0353,32878.1402,9781.4091,19636.2678,18935.544,40294.5885,12672.9379,51311.1526,21479.6974,37613.4795,57048.8451,15545.1234,58505.6464,34288.5276,33502.7915,44436.0931,38104.9496,6361.1577,16152.8817,6491.2967,3259.3916,6307.2041,41189.5411,67104.6137,3658.9907,10811.1663,6117.547,17643.477,27484.678,25732.8691,30706.839,13678.2271,22560.7927,14925.8011,52006.3892,27067.6861,28606.9719,30514.3932,11286.8058,27202.1846,14086.6744,3364.199,15777.714,26981.7966,85615.3985,9499.5616,71756.3018,3696.3982,41661.8215,9172.0448,45838.9463,10197.4367,70101.1769,26723.2414,2541.1229,111049.0877,33769.4823,57911.1589,11240.9603,6392.3153,30880.4182,5779.1039,28733.515,28171.7279,6344.7116,18339.9098,15214.6958,46575.0653,3229.1991,16853.1149,6893.8968,26480.1417,8263.7121,12100.3596,44507.4366,79951.6304,41620.5138,33694.2104,8042.2147,11203.9786,24195.2249,22714.6567,13672.0618,119595.397,58386.0487,25816.2467,52798.7989,9851.1794,32341.2772,20981.2131,9384.9546,8289.1389,989.7712,59896.8349,20737.402,66098.9704,68641.9625,43486.6327,152805.1186,54714.6572,38539.1387,45455.4374,33582.6683,9141.1389,21317.1026,54649.4321,32912.3887,6318.3436,119347.9345,38766.6089,26581.462,84077.0607,158322.1763,145902.0023,71110.9346,128580.4795,313411.7888
PWY-6122,26671.4456,18017.5341,2207.7688,8143.8479,31030.6138,17766.7559,3884.2455,29508.1135,106563.4163,7188.9761,12853.547,43119.8725,43716.1206,12779.5676,51992.9961,14042.5079,33648.4331,9904.3536,19996.6981,19140.4279,40892.1998,12159.0501,52376.0316,22012.5393,39102.5145,58543.8739,15748.3596,59827.8199,35219.9194,34250.2337,45989.6756,39364.8393,5753.1347,15478.7671,6006.0022,3002.892,5996.5251,41723.3547,67416.1837,3315.4359,10852.3163,5599.9998,18195.3551,27898.0981,26215.5816,31381.7467,13183.6995,23360.9784,15042.3185,53436.2641,26714.9375,29505.2864,30832.5703,10687.2556,28030.3499,13893.3793,3055.314,16272.1836,27105.3696,88543.4147,9671.382,73885.8524,3342.0209,41655.5715,9169.6417,46443.8753,10439.6287,71621.7284,27388.9289,2327.5821,114187.3957,34060.2194,59871.6002,11250.5763,6402.1847,31715.5446,5229.1886,29448.5117,28552.4216,6025.1508,18133.5202,15635.824,47874.9027,2925.2527,16423.5862,6872.4402,26937.9623,8379.8475,12276.7616,45873.5113,82166.8203,41835.6709,32327.838,8319.6122,11584.389,25065.3749,22367.7618,13506.6436,123546.6515,56625.5172,26851.2845,51252.402,9922.4337,33475.918,21565.4958,9473.0391,8594.0977,984.821,61650.1269,21332.1017,68314.6731,70534.5084,45241.7039,158469.8212,55607.2326,39236.8859,46660.548,33521.8412,8939.5076,22015.7855,56408.3173,33371.417,6648.1691,123778.8913,38099.8709,26134.6276,84726.4144,162867.3613,148722.348,71444.691,130944.5745,324126.4689
PWY-6123,23390.8212,15092.2721,2162.5248,7131.4713,27497.1327,16032.0842,3811.6151,29079.6631,98754.5349,6251.671,11261.6988,34867.2386,40529.847,11390.883,46863.3164,11990.8582,28592.8629,8412.6673,17090.2163,17022.7227,34519.3972,10980.4311,45872.0493,21379.9519,34525.8657,50945.5288,13785.4929,54657.6226,29996.0154,29542.2809,43079.1997,34707.5395,5668.6526,14452.0222,5700.165,2857.6386,5593.9516,36560.2525,63863.5375,3256.5257,9663.1976,5376.4381,15992.1388,26488.4287,22548.5603,28437.0249,11966.0051,19625.6482,13918.4712,47847.3709,22376.5055,28793.4726,27158.6726,9881.725,25103.2153,13564.0342,2978.1698,15143.7484,25036.5187,80550.7239,8352.4311,65296.8438,3297.3076,34259.574,7546.4373,35929.8188,9121.3872,62458.844,23998.1792,2235.0456,101408.3695,30314.3153,53603.3451,9922.9222,5234.7074,31037.4235,5146.3152,28290.4573,24477.2117,5536.1128,15274.0928,14285.6574,42803.6788,2862.3629,15620.9059,5996.856,23315.9064,6985.1536,12344.084,40968.9734,69718.3714,35653.5084,27792.3464,7455.3622,11217.9782,24858.6493,21728.12,12298.2711,109733.6455,46326.5109,25753.8639,42166.5701,8222.7832,30079.5647,21068.1496,8900.2709,8390.5834,933.2127,55192.3246,19667.4944,61496.0781,60868.9987,44684.4888,142059.0944,50225.2969,39250.3178,41335.3653,28967.3751,7631.6187,20855.5577,50575.2912,25092.0005,5069.0023,107931.4127,34439.4542,22957.6666,78754.2458,145048.1387,134689.4929,60494.4576,117789.5451,296942.0997
PWY-6125,26398.8862,12515.6188,2424.8767,7464.6034,28926.3859,15926.2365,4261.7005,43380.8252,115688.7489,6803.0237,12374.068,35896.6112,31253.8542,9037.8113,53215.005,11360.005,28727.212,8478.6431,18166.7729,18181.4522,32002.8774,11475.3024,47076.5112,30436.7648,39891.996,52066.766,13517.9378,64321.4182,22921.6349,37111.6762,52510.4774,36166.7831,6343.2116,17060.5472,6356.0128,3194.6589,6386.761,41198.5966,61605.1947,3639.7981,10945.2206,5991.8839,16924.8418,33319.4883,24488.7714,35135.2815,12738.4073,21233.6781,18220.4959,53439.0531,17919.4765,42589.9798,30581.9084,11019.17,26622.9937,21541.6162,3325.5565,18785.0827,30554.9179,89161.8176,8539.7253,69283.9659,3688.5483,31518.8226,6816.3217,31481.6507,9451.0261,63910.9293,27276.0993,2488.743,105787.9625,32400.7348,56769.506,10396.8148,4995.3346,46788.9416,5761.5149,36971.9367,23524.8305,6077.6378,12115.7272,16938.8254,48510.7289,3195.4657,21738.3274,6579.9896,20955.3462,5966.5897,20709.7615,41885.6836,71825.2623,32148.4158,20855.8025,8363.1721,17410.5344,29824.7354,10443.1999,13468.6551,114691.1602,31926.7187,34316.4542,31429.3379,7196.9705,33503.3722,26579.6325,12472.425,12547.4177,1118.595,57879.9865,21525.144,67411.8285,60011.2545,66891.0074,151646.1745,32070.4762,55145.887,43601.0294,31531.3162,8100.1819,29973.938,54357.0017,23229.8952,5110.7063,115592.4795,17106.7129,25836.9767,91502.108,159783.3809,159396.6858,25641.6771,126181.9553,336979.2428
PWY-6126,45337.7746,19044.1235,2723.7205,8597.7192,30837.1809,26345.6562,4801.4928,60694.6393,134022.7694,9287.3328,18209.9642,46677.9379,53155.0672,15803.5135,56766.6763,17508.5425,31725.7514,12407.7428,26893.6623,25857.0283,50314.5305,13654.562,49853.4779,44314.6781,48526.5771,56956.5052,24943.8358,77005.3284,31754.3458,44477.2073,63137.5297,41323.5038,7158.3241,19116.0145,6974.0631,3513.3137,7029.664,69341.0479,109262.3816,4094.1999,18393.1517,6666.3404,18624.4363,50819.0232,37122.6746,42606.5468,14972.4565,27190.2448,29729.9955,57350.4519,26414.3789,60970.7577,48081.1519,12496.9446,27889.1851,36336.9833,3740.623,24067.5555,48302.7246,97115.3218,9539.8564,74958.441,4168.064,43376.3246,10808.9563,43194.8748,10764.5075,68362.2817,40024.058,2759.6126,109762.7938,34961.9711,58446.0031,16664.3447,6564.5489,73115.6979,6499.8959,49085.5693,35202.1576,6864.7643,18007.5525,25975.0863,54646.2501,3624.9685,28265.3823,9640.999,35806.5091,8943.2324,33876.2646,47989.7327,83605.2166,49250.8223,36001.508,11053.7944,31507.5393,37547.7598,33434.0854,33362.5281,118801.168,53870.6202,40231.7455,48629.7669,11328.6138,34612.7757,35391.8404,29911.164,20573.8797,3646.0174,62705.4651,30486.6252,73419.6726,67724.4011,88807.1425,156802.3528,58105.1512,95601.7264,46722.0755,42097.5024,13876.0306,47045.3192,57015.2335,32072.2976,7071.9016,124317.1727,40286.9031,39382.1337,135329.662,176616.4018,199900.6706,62965.7266,141349.9802,353452.3143
PWY-6147,11138.543,6535.909,1978.025,2417.7824,3848.5414,5643.7585,3566.9122,19941.3616,15949.116,3657.1063,4563.799,17300.4427,6036.2927,5464.2004,9359.9329,5096.6877,5867.3664,3702.0444,6850.0925,6922.9667,13724.2524,5545.7154,6328.1367,7798.5199,10754.4827,7839.4666,5798.9957,13877.8251,7291.3715,23174.3151,7819.4593,4446.9627,5401.2394,8243.3135,4132.2487,2208.25,3167.8995,11259.3945,21039.0846,3030.25,4049.7724,4466.2566,2272.6626,11491.3768,11447.7702,14378.4385,5777.5077,6757.9121,5989.2968,7903.5396,12207.9757,6514.8166,11365.8012,5694.2914,2665.0502,6334.1376,2714.6165,9969.5469,14933.4469,6781.0196,1958.568,9148.9765,3151.25,13761.2718,4593.7446,16052.4069,1937.0886,10190.9405,12029.9205,1825.3846,8410.8525,6913.0627,3182.8918,4334.456,2650.8076,7796.3716,4888.2235,9257.1306,13227.9113,3128.8107,7530.6473,4074.8745,8407.8347,2704.4593,8485.6482,2531.7373,10483.9507,2458.8461,3542.2118,4819.8055,28821.9644,16963.128,16722.9641,1650.088,5784.4068,2398.1744,5387.3727,8378.2051,6065.4456,30650.7771,5182.5677,26417.232,2733.3684,11201.6934,4837.2764,5048.0172,2121.4327,488.5798,5617.4221,2355.1334,5740.6196,9645.7104,18788.6251,18869.8888,5711.02,28434.497,5245.7961,13562.4692,5347.0236,9737.7851,4352.1813,14372.1882,2365.6073,33981.9657,9999.0758,12246.3427,24601.775,31887.957,27184.2762,34417.2209,32096.3987,33426.7632
PWY-6151,25552.0094,14613.9388,2141.923,6647.6001,25373.6278,18019.7864,3779.564,40364.9555,97117.7344,6546.445,12572.8684,32121.3546,41834.6833,10287.6292,46036.4296,11269.3652,25859.8894,8725.9302,18873.6718,18339.1904,36900.6799,10422.2826,42359.7922,25650.7742,36597.6311,46199.0265,14811.0713,53839.0081,20346.385,32423.8463,43229.7211,32727.8492,5611.7667,14397.3602,5531.9965,2787.7748,5453.5936,48919.3762,66826.0392,3226,11892.3588,5237.8862,14608.0719,34120.4645,22582.3688,32030.6457,11312.6713,18469.3276,20125.7726,47091.4526,19562.3057,41473.6138,32690.7032,9539.3834,22986.5211,13175.8579,2935.524,15465.601,32493.3041,75517.6199,7783.8757,60592.4046,3281.3675,33390.209,7178.86,32977.6479,8476.2467,57287.7674,25094.8947,2169.7251,93357.294,28339.0828,49318.4652,11409.2705,4739.3861,48537.2923,5101.3976,29552.0968,23901.6825,5331.3532,13397.0785,15557.9208,43465.6818,2849.7899,12137.7268,6012.581,20090.7296,6663.2408,12122.3038,38399.0254,66110.5559,33822.5045,26204.2304,7468.5329,20352.5673,28109.7891,22548.7514,22617.0762,101117.2882,43512.1551,26298.874,38179.9562,8777.5315,27446.7628,23594.8217,19296.0307,12993.0805,2036.1793,52044.0274,21334.5425,59349.3865,55814.7822,48872.2183,129713.1162,47881.0993,48191.7073,38830.633,28902.5968,8003.51,31421.4067,47574.2292,21791.7992,4268.1082,99167.6717,31286.5329,22435.2164,89063.4157,143065.7005,137018.1601,48353.4816,105745.6378,282442.1411
PWY-6163,12001.9529,9524.2983,2219.9261,2716.3573,4759.832,11420.0298,3977.9314,3824.4964,15240.6128,3848.0347,7885.1961,16235.6411,25379.8044,11167.5514,4323.0559,8472.5483,7158.5153,5109.0966,8993.6341,8100.4075,23969.8229,7753.8133,6457.8205,4017.4609,10421.4875,11167.1197,12508.6559,9513.452,27688.3412,28901.6372,6510.7751,11177.8384,6022.4458,7873.0524,4650.1578,2442.2174,3313.2763,16134.3944,32654.2407,3368.2397,6705.6559,5007.1028,4157.2534,11771.8206,12223.2492,8064.2971,7958.7927,8464.9219,4842.4005,5369.3854,14923.789,3926.1843,12999.7363,6784.0149,3361.0547,6985.9208,3039.1974,3710.8265,10273.5835,9956.3217,2277.6104,10654.5143,3511.8803,17953.8147,5111.4131,20899.1807,2527.1831,10879.4537,12252.0864,2042.7574,9182.5582,8894.0767,3865.5301,6783.7044,3696.3675,8983.5055,5445.3654,4555.9058,16125.7865,3811.6376,10098.8103,16210.248,7921.4016,3021.2411,8458.4404,4260.0358,18943.0014,4573.8585,3671.7388,12772.2846,25561.1605,25341.2084,25321.7861,3055.0246,3816.5647,24988.1486,31062.2059,8819.8084,8507.3149,35445.5154,690.5808,30913.6106,4441.7084,2798.0558,21337.0351,4369.3263,2089.3383,1442.2672,10413.7242,19342.5731,9679.7869,15935.1127,1021.5567,12638.934,35490.7416,85271.8157,6121.2069,10028.8129,4041.9591,7548.5998,4693.0059,14111.0411,2990.9113,20477.9533,30517.2517,11616.4747,35665.9118,24739.8217,39333.7135,61827.7879,27492.7311,14458.5687
PWY-6165,39.6775,0,0,54.2854,0,27.7197,0,0,176.9099,3.9877,0,11.9848,0,11.9795,0,43.5239,0,0,0,47.4759,87.3371,94.0838,0,0,0,0,23.8232,0,281.6411,0,205.7452,0,0,27.1348,0,0,0,0,0,0,11.938,0,0,0,11.9785,0,149.3705,11.9555,0,0,0,0,67.1867,23.1135,0,11.8316,0,11.8802,0,107.0092,0,15.9364,0,19.9479,31.3394,39.6829,42.1765,0,23.8415,0,0,0,0,0,0,0,0,0,105.4885,0,0,11.9512,0,0,0,46.272,0,0,0,0,0,116.2056,0,0,27.1105,0,0,35.5433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119.8809,0,0,0,0,0,0,1.8822,1.5993,1.8822,1.9972,1.9724,1.5997
PWY-621,37742.6385,13347.8693,2939.9582,8251.9019,34199.2228,21162.4701,5202.7932,36566.7441,139388.6141,7621.39,15455.9941,43558.7552,37115.6298,11497.8576,57836.3568,15254.4,35706.019,10854.6316,23506.4222,21202.7641,38725.3361,13446.3481,57531.4839,37901.8545,45102.2047,62179.8673,18014.0774,74797.8833,31228.3258,21550.7926,63682.9984,44828.4752,7597.1172,18795.3567,7985.1199,3997.6108,7414.4837,60830.5891,75101.3415,4426.5454,13658.9843,7406.0272,20205.1081,36834.1007,29320.1767,34928.2133,14566.3323,26432.812,24486.2864,61143.8955,16832.2109,54792.3964,39453.0431,13282.441,31076.6561,33015.4323,4059.7387,15129.4698,33803.8823,105347.3043,10482.1374,81377.6982,4479.9848,43634.655,10003.7438,44937.7822,11311.9798,77909.738,31248.8853,3074.6434,126134.6792,39563.3218,66326.5685,12215.8611,6768.2415,62610.1702,6936.5767,42556.3327,27363.6063,7451.4903,11658.8947,20998.5288,55901.4539,3863.2639,26717.4838,8251.1174,29088.9162,8100.9189,31419.7036,51250.3301,86285.3632,40609.8408,25146.6803,10544.9132,24733.1403,37563.3774,12277.8363,25493.8838,135649.776,51289.516,39203.6306,46095.2048,10201.0592,31020.3001,28775.6004,23678.623,18166.2222,2458.1569,70194.5946,27515.0439,78991.8975,75097.1117,73903.9543,168330.275,42549.7847,15093.7469,52461.3042,38420.7819,10661.7023,39182.8001,63709.5556,32163.6675,6959.5162,123968.6522,22438.3899,31829.0014,126497.5976,182104.7286,200945.0662,65281.0403,137641.7579,376902.6348
PWY-6263,2582.1925,1203.9172,0,276.6664,670.569,1354.6492,0,440.1625,2576.9307,597.2795,742.2588,4766.8251,1251.2655,3074.4602,362.6107,1848.3646,1243.9019,783.1749,1387.423,2165.7929,5310.712,459.8498,471.9999,1102.7969,1529.2885,2859.2744,1637.9607,1686.8023,11151.3954,1978.7454,1193.536,889.5705,45.6289,391.214,1.4995,0,68.015,2359.4933,5278.0114,0,1018.5941,69.3659,739.6282,2803.3887,4215.8772,854.3126,875.4798,2043.1481,935.387,442.1516,4986.0596,557.2106,2942.3258,253.05,757.9545,319.9716,38.1549,617.5611,2792.5916,2831.111,473.1725,2575.8609,1.4982,3595.6495,773.2841,2500.4128,668.8545,2057.432,1900.1223,49.5954,636.0588,945.1619,549.7605,873.324,408.792,655.0691,0,1232.6389,2569.941,95.4434,3527.5978,1121.1723,1432.0611,0,61.2251,558.2734,7567.8398,863.2133,57.9777,1678.1926,5633.7924,6536.0696,6307.1134,370.7682,374.8944,266.5144,3514.8898,1241.0349,995.9976,5372.8618,83.754,7533.7418,764.0631,883.2824,845.8356,606.7049,293.9561,158.3351,947.1633,1145.902,1332.2006,2634.1934,52.0724,2145.0256,2189.0159,1952.7853,535.3751,1615.7582,862.9637,572.0671,301.1364,2490.1639,434.782,2731.8954,5848.5262,4348.8264,12213.3734,2201.5503,16654.3331,2541.6994,17034.3482,4293.5943
