Module	TL1a_FP_139	TL1a_DTT_245_Repeat	TL1a_DTT_244_Repeat	TL1A_FP_637	TL1a_FP_174	TL1A_FP_638	TL1a_FP_210	TL1a_DTT_73	TL1A_FP_639	TL1a_DTT_74	TL1a_FP_171	TL1a_DTT_75	TL1a_FP_170	TL1a_FP_173	TL1a_DTT_77	TL1a_FP_172	TL1a_DTT_78	TL1a_FP_205	TL1a_FP_97	TL1A_FP_640	TL1a_FP_98	TL1A_FP_641	TL1A_FP_685	TL1a_FP_207	TL1a_FP_99	TL1A_FP_686	TL1a_DTT_173_Repeat	TL1a_FP_206	TL1A_FP_687	TL1a_FP_209	TL1a_FP_208	TL1a_FP_241	TL1a_FP_243	TL1a_FP_242	TL1a_FP_245	TL1A_FP_688	TL1a_FP_244	TL1A_FP_689	TL1a_FP_246	TL1a_FP_169	TL1a_DTT_142_Repeat	TL1a_DTT_242	TL1a_DTT_243	TL1a_DTT_241	TL1a_FP_64	TL1a_DTT_206	TL1a_FP_65	TL1a_DTT_207	TL1a_FP_66	TL1a_DTT_205	TL1a_DTT_246	TL1a_FP_61	TL1a_FP_62	TL1a_FP_63	TL1a_DTT_76_Repeat	TL1a_DTT_208	TL1a_DTT_209	TL1a_DTT_97	TL1a_DTT_98	TL1a_DTT_99	TL1A_DTT_640	TL1a_DTT_210	TL1A_DTT_641	TL1A_DTT_642	TL1A_DTT_687	TL1A_DTT_689	TL1a_DTT_170	TL1a_DTT_169_Re_extracted	TL1a_DTT_171	TL1a_DTT_172_Re_extracted	TL1a_FP_75	TL1a_FP_76	TL1a_FP_77	TL1a_FP_78	TL1a_DTT_139	TL1a_FP_73	TL1a_FP_74	TL1a_FP_142	TL1a_FP_141	TL1a_FP_144	TL1a_FP_100	TL1a_DTT_62	TL1a_FP_143	TL1a_DTT_63	TL1a_FP_102	TL1a_FP_101	TL1A_DTT_638	TL1A_DTT_639	TL1a_DTT_64	TL1a_DTT_65	TL1a_FP_140	TL1a_DTT_66	TL1a_DTT_141	TL1a_DTT_140
MF0072	3363.67	6184.67	5924.67	2666.0	10645.67	1748.0	5107.67	7610.67	2059.0	3260.33	8237.0	3057.67	3485.0	16799.0	14415.0	1594.33	14385.33	7872.0	5473.0	7391.67	4809.67	5200.67	734.67	8655.0	3296.0	1927.0	2255.0	6811.33	1193.67	67462.33	60964.0	1012.33	1425.0	950.67	40748.33	4512.0	33287.33	8008.67	43667.0	7440.33	1211.67	1903.0	3314.67	3386.67	4382.67	6554.67	32064.67	11659.0	27018.67	15175.0	14745.33	7127.67	6382.67	9801.67	4344.33	15799.67	14050.0	5208.33	3992.33	5593.33	943.67	18691.33	570.67	659.33	673.33	1205.67	3754.67	2061.0	5335.0	1572.33	6788.67	9311.33	8958.0	19355.33	5179.67	4671.0	4115.67	2584.0	3448.33	4548.67	10103.0	7189.33	3600.33	4692.67	4096.67	6310.67	503.33	2607.33	20766.33	17867.33	7717.0	12670.0	4639.67	4933.33
MF0073	54223.64	18976.22	30704.03	17183.85	50507.79	7044.28	42247.71	49475.17	11113.59	41420.53	145629.52	25592.85	58622.42	44483.37	29723.38	18212.6	26641.64	53297.13	42773.07	8928.41	60173.24	7608.51	10779.62	66730.58	47795.98	24114.33	7160.03	63323.79	16172.59	81308.66	78392.3	59434.01	73090.32	68184.05	80132.36	7162.34	97173.54	11710.32	78404.77	45076.88	6344.02	60970.7	69648.2	54984.46	55133.02	41037.67	117305.12	68223.33	81273.61	157242.2	43213.94	59827.39	62928.83	51307.02	12109.91	36539.24	33238.1	54608.09	46542.23	63287.36	9121.6	103570.75	7460.22	9023.68	7194.16	3620.7	46945.07	30829.85	54771.6	28734.94	48373.39	28947.72	30354.75	70583.23	60120.19	38353.77	44291.24	52510.79	52196.48	76452.71	56258.99	76325.92	69792.74	41886.65	48152.66	35430.28	6241.25	26197.95	41783.38	31526.91	170012.4	27157.32	75870.93	47067.27
MF0070	43823.47	6640.55	9021.86	11157.35	32880.12	4116.78	25931.54	27531.17	6903.09	27426.2	103728.69	14665.84	40903.42	18765.62	7119.88	10911.44	5400.5	40967.05	30133.48	687.82	44210.82	1611.84	7322.12	42061.25	35515.1	16658.99	2911.7	47357.04	11014.75	4688.08	4191.55	56002.85	68993.15	63857.55	24125.96	1833.42	58682.96	2614.74	25760.76	28879.22	5104.85	54869.7	62635.95	47712.7	46294.68	30945.75	75669.28	49907.25	43283.11	132593.95	16106.61	26383.16	34372.66	28659.81	6202.08	12102.4	6488.85	37843.01	32553.56	43007.12	6045.51	13903.5	4941.46	6206.26	4915.66	1797.86	31623.65	16476.35	35608.35	21231.02	24774.81	9443.81	9498.2	33316.83	43514.18	20876.13	24272.99	35324.29	40845.07	55939.11	33849.91	48998.42	47976.48	26360.15	21928.59	9771.11	2937.06	19011.29	7558.38	6221.41	117838.82	4512.15	53883.85	33207.44
MF0071	53800.555	17465.385000000002	29333.695	17407.6	49790.455	8480.53	41020.625	48192.585	12786.84	42153.115	144491.52	25893.015	58934.92	38754.62	32520.905	18909.934999999998	29366.725	50498.685	41432.32	7132.245	58945.655	9369.470000000001	12906.785	65810.83	48374.98	25437.33	10472.43	61398.125	22005.004999999997	48675.745	49369.8	59769.595	74094.82	69018.215	64253.445	7752.965	83246.375	13403.52	59244.020000000004	43046.465	6407.185	61546.1	69063.11499999999	57840.625	54563.435	39687.21	109048.405	66040.705	89518.725	154924.475	40320.275	60986.055	62951.745	49773.685	14388.494999999999	30972.405	27985.6	54220.925	46786.315	64062.695	10948.265	101918.58499999999	8477.635	10814.515	13386.494999999999	5828.035	47074.235	31796.1	55025.1	29408.525	51016.805	46855.985	60249.685	65838.815	59352.354999999996	39321.52	49145.905	53919.54	51557.815	77600.125	60224.990000000005	74685.755	72202.07500000001	40859.815	70151.325	82313.195	13466.224999999999	30817.034999999996	52988.485	35324.415	167775.4	44125.490000000005	75355.345	46240.354999999996
MF0038	44194.57	19183.72	19911.68	18029.85	56319.83	8626.78	44341.21	40870.63	12949.59	32645.25	144234.02	22437.75	59614.42	47552.87	39196.38	20206.35	36122.64	20380.0	42648.32	13847.09	49844.54	12281.26	12534.62	32781.0	48646.73	25685.33	11440.53	23754.66	20419.09	85175.4	79066.05	49656.66	62216.89	52421.68	95853.66	10488.59	98399.04	17668.04	91878.87	43651.74	6948.77	50642.9	60468.34	57388.21	46635.23	19271.42	114953.34	30425.0	101965.61	62228.0	44878.19	53606.24	52175.59	46727.32	15272.91	29914.82	22698.0	48947.86	42224.36	59369.55	10665.85	21058.16	8340.72	10591.68	11849.16	6589.2	47355.75	33458.6	55135.07	30129.19	52312.64	53157.97	66551.79	69785.0	46545.17	35358.0	48597.74	54303.29	40053.56	77390.46	62644.99	49188.62	71848.74	29422.31	64388.91	69651.78	10556.39	29424.45	62791.88	41216.41	140002.03	47911.32	58832.36	38419.83
MF0039	29.5	122.5	147.0	32.0	46.75	10.0	66.5	37.0	11.0	44.0	53.5	3.0	23.0	96.0	39.0	15.75	0.0	31.75	20.75	0.0	24.0	10.25	15.0	81.0	6.25	10.0	73.0	18.25	20.0	4.25	8.75	24.0	53.0	41.0	163.25	4.75	19.0	21.75	76.25	39.0	79.75	11.5	24.25	15.25	16.0	32.25	69.0	58.25	80.5	101.75	261.75	55.0	65.0	59.0	88.0	30.5	51.75	177.75	19.0	26.75	31.75	177.75	18.0	25.5	2.0	11.0	32.75	188.75	32.75	110.25	64.25	114.25	46.0	73.0	23.0	45.0	53.0	244.0	10.75	18.75	125.5	27.0	149.0	3.0	133.25	169.5	11.0	41.0	248.0	215.0	57.25	130.0	54.25	16.0
MF0036	6165.5	4871.665	9132.836666666666	2205.0	7408.25	1887.5	4966.25	5581.08	2486.0	4423.085	11144.5	2702.34	5184.0	5357.5	5962.5	3514.83	5271.0	4641.33	5284.005	1458.25	3924.835	1313.33	2001.0	18589.08	5569.915	2505.0	1952.6599999999999	9557.42	5351.5	10676.625	10015.75	2562.5	4195.5	3135.33	10255.65	1218.67	5366.75	1489.4099999999999	5780.594999999999	5602.0	1194.5	3300.0	3162.08	4246.425	2051.755	4268.5	7968.335	10326.994999999999	8721.575	13901.125	8703.085	18419.66	7665.585	8911.175	4954.858333333334	10093.93875	12497.8125	6688.915	4106.59	6067.91	1648.75	42506.06166666666	1102.7599999999998	1598.5100000000002	4640.0	993.085	4658.42	6089.665	4736.92	3385.175	12195.08	9822.0	5725.76	12481.085	3849.175	7856.425	6428.745	7866.25	3515.75	7018.08	12616.080000000002	5722.17	8929.515	2879.495	14555.25	12947.956666666667	3682.716666666667	6087.5	13616.255000000001	8925.005000000001	9799.75	8936.92	5608.495	3727.25
MF0037	0.0	5287.238333333334	8101.336666666666	0.0	14155.701666666668	0.0	0.0	15284.088333333333	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2692.9666666666667	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20162.6475	0.0	0.0	0.0	22445.565000000002	0.0	0.0	0.0	0.0	28119.071666666667	0.0	8250.861666666668	0.0	0.0	0.0	40722.25	12091.465000000002	0.0	0.0	0.0	4684.858333333334	6829.938749999999	0.0	20576.73166666667	0.0	0.0	3213.2233333333334	18664.016666666666	0.0	0.0	0.0	0.0	0.0	6761.316666666667	0.0	0.0	0.0	9989.63	12700.501666666669	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18485.65166666667	0.0	28552.52	0.0	0.0	0.0	0.0	0.0	11943.485	0.0	0.0	0.0	0.0	0.0
MF0034	46915.27	9964.75	22505.86	13467.35	28609.52	4899.28	16413.14	28333.47	8280.09	27479.2	107062.49	15572.34	42881.72	16002.42	8053.68	9782.94	6464.81	40615.75	32743.68	859.32	45741.52	1720.34	8359.62	43137.25	37209.6	19046.49	3292.0	47951.54	12352.75	10033.38	13155.75	56182.25	69189.25	64144.75	20804.46	2141.92	59168.56	4316.74	26747.26	30419.22	1658.25	55386.0	63452.75	48430.5	47114.18	30406.25	77631.18	48674.25	44640.01	129702.75	19078.21	30476.16	36604.66	31181.81	4276.58	19381.0	6583.25	39214.01	33827.76	45452.12	7005.01	28739.5	5720.46	6951.76	5735.66	2103.86	32262.85	12823.15	37624.95	20211.22	27121.11	9438.01	10358.4	36594.33	44432.48	22378.13	25662.79	30715.89	42494.97	57990.61	31320.91	48596.52	47450.88	27340.25	22979.09	9580.31	3508.06	24675.79	8567.08	5879.41	120216.42	5097.15	56132.05	33904.24
MF0078	44042.27	7494.33	9794.53	10194.93	24055.55	4940.31	16004.64	29022.97	7451.34	28805.03	114690.7	17256.84	42339.31	11800.58	10127.43	2441.44	8123.81	44749.0	30994.6	1001.99	44287.85	1728.47	7853.5	56194.5	36355.31	15537.41	3334.5	54924.79	13542.46	6027.71	6207.0	57645.5	70719.5	65932.0	16300.37	1962.63	60672.72	1265.99	24773.52	30138.47	1731.75	57049.5	65138.83	52049.67	45900.51	34401.0	74825.73	56991.83	49257.43	141838.5	17721.04	26551.91	33650.86	27747.26	7293.63	10214.67	16999.0	39585.93	34113.13	46118.37	5741.6	75598.33	4502.18	5451.51	8234.16	2341.53	33621.23	9418.82	38472.53	13031.3	24736.66	11215.17	11282.65	33249.0	44854.56	21593.21	25971.62	33547.77	41726.3	58601.61	31070.32	51589.77	49812.73	28431.29	31882.09	39376.93	8349.01	17588.37	12825.91	8962.86	127756.37	9348.9	56835.0	35624.99
MF0035	47413.44	11575.59	14445.36	15857.35	43214.86	6583.28	36311.31	42600.47	10355.09	36566.53	124309.82	20669.35	52138.22	38575.59	22726.18	15241.27	20250.64	47348.08	37129.52	7979.16	55548.19	6722.68	10304.62	46883.58	42161.43	23268.33	4623.0	52534.04	15111.59	67977.21	62797.75	56424.41	69340.42	64109.25	66339.45	6407.42	90270.56	10313.07	69404.43	38500.38	2490.92	57073.5	65094.42	50032.34	53049.02	35192.92	109299.02	57442.75	73151.68	139811.75	32584.04	41765.99	55161.33	42739.32	6714.91	19282.67	14953.75	47470.34	41430.43	55447.61	8148.35	16325.67	6670.13	8023.76	6762.16	3148.7	39819.35	23115.15	46677.95	24820.89	38319.61	19448.67	19262.07	57654.83	55027.99	30434.97	39706.46	41809.39	47467.13	67304.61	48752.91	69449.52	58475.88	37354.25	41036.76	26215.98	3978.39	23872.95	24737.08	21544.41	149918.25	15898.82	67154.88	41478.07
MF0079	1409.0	51.0	62.0	193.0	316.0	82.0	96.0	518.0	199.0	241.0	3869.0	80.0	1874.0	460.0	865.0	142.0	902.0	943.0	1263.0	104.0	594.0	115.0	122.0	556.0	945.0	259.0	358.0	359.0	145.0	3303.0	1530.0	0.0	0.0	1.0	352.0	41.0	136.0	111.0	180.0	1833.0	338.0	16.0	0.0	3.0	294.0	1252.0	1450.0	1861.0	1335.0	5394.0	104.0	2171.0	1120.0	1438.0	2007.0	6461.0	1555.0	709.0	339.0	362.0	166.0	8484.0	107.0	115.0	95.0	150.0	508.0	116.0	766.0	110.0	1407.0	580.0	645.0	2461.0	196.0	1115.0	999.0	372.0	900.0	1641.0	5090.0	168.0	955.0	80.0	746.0	673.0	103.0	304.0	1146.0	1126.0	870.0	1230.0	350.0	228.0
MF0032	87.0	199.0	182.0	78.0	173.0	21.0	39.0	95.0	34.0	122.0	243.0	41.0	112.0	105.0	130.0	0.0	163.0	147.0	122.0	160.0	76.0	130.0	28.0	159.0	227.0	43.0	67.0	197.0	189.0	790.0	550.0	39.0	52.0	71.0	1717.0	173.0	727.0	234.0	951.0	67.0	0.0	26.0	33.0	48.0	91.0	48.0	403.0	72.0	549.0	146.0	215.0	325.0	173.0	190.0	164.0	78.0	51.0	178.0	72.0	87.0	23.0	43.0	25.0	27.0	22.0	25.0	42.0	0.0	47.0	62.0	232.0	857.0	781.0	346.0	107.0	141.0	77.0	55.0	64.0	171.0	61.0	63.0	107.0	29.0	70.0	3.0	10.0	57.0	1036.0	176.0	105.0	193.0	81.0	0.0
MF0076	995.625	466.585	295.665	216.335	1683.875	80.58500000000001	705.0	624.3325	144.5	463.5	2273.4975	225.085	1086.04	852.0	631.625	755.04	649.125	1019.375	766.6675	73.875	490.6675	104.125	0.0	1454.915	623.5	175.29250000000002	351.165	749.96	0.0	3321.875	1609.375	370.415	610.335	395.665	1062.705	133.08249999999998	669.17	218.705	551.375	1108.7075	592.375	913.25	519.125	573.71	234.20999999999998	1422.125	1187.625	2026.125	1144.29	5887.875	1180.21	1698.54	874.9175	1022.8775	2510.0	7500.25	1589.375	928.2075	452.83500000000004	664.9549999999999	150.83249999999998	8636.875	113.0	157.17	0.0	120.125	567.0	506.28999999999996	866.96	645.13	1049.9975	994.46	638.835	1662.375	367.8775	767.3775	703.5	867.0	613.25	1114.3325	10926.0	740.335	1102.8325	266.08000000000004	1130.875	2352.0	91.585	422.5	1799.17	1029.42	682.75	892.6675	688.8325	568.5
MF0077	5060.666666666667	233.33333333333334	206.33333333333334	873.3333333333334	2560.0	442.6666666666667	191.5	2714.3333333333335	943.6666666666666	1469.0	13998.666666666666	1164.0	7906.666666666667	938.0	9809.666666666666	130.0	9889.0	1337.8333333333333	4717.5	1197.6666666666667	2945.6666666666665	2699.0	694.3333333333334	839.6666666666666	4037.1666666666665	1165.3333333333333	3909.3333333333335	564.1666666666666	728.0	4739.5	2286.8333333333335	25.0	43.333333333333336	43.333333333333336	1401.1666666666667	1632.5	401.5	3838.5	628.8333333333334	6952.0	535.5	60.0	48.833333333333336	111.16666666666667	2489.0	1713.1666666666667	11612.666666666666	2576.1666666666665	18391.333333333332	7334.5	480.6666666666667	8839.666666666666	5001.333333333333	6164.333333333333	3208.6666666666665	8709.666666666666	2114.1666666666665	3206.5	2094.3333333333335	1818.8333333333333	728.1666666666666	3683.8333333333335	377.1666666666667	528.1666666666666	746.3333333333334	1871.6666666666667	2273.1666666666665	482.6666666666667	4436.833333333333	618.6666666666666	7167.5	17711.666666666668	28441.833333333332	10666.333333333334	1037.3333333333333	5273.0	4090.6666666666665	1865.1666666666667	3656.5	6795.5	12004.333333333334	811.0	4235.166666666667	583.0	2585.0	2417.8333333333335	461.6666666666667	1171.6666666666667	18782.333333333332	11334.333333333334	3222.5	19187.0	1549.5	1156.0
MF0033	0.0	12418.595	18373.35	0.0	33143.405	0.0	24344.39	28819.52	0.0	22592.68	0.0	14754.51	0.0	31553.535	26257.79	0.0	24613.485	31217.34	23311.56	0.0	32558.355	8519.465	0.0	37185.54	25259.765	0.0	6682.365	34866.435	0.0	75631.47	70198.925	0.0	0.0	34604.76	61182.97	7324.295	65071.135	12545.62	61477.76	0.0	5449.02	31382.95	0.0	30119.04	30491.595	24369.795	77494.445	40640.54	62929.94	88386.075	29097.46	32315.98	34451.75	30089.195	11276.62	30665.905	23962.225	29883.085	25496.43	34510.47	5608.76	69920.41500000001	4317.195	5418.505	0.0	3787.435	25832.145	17214.9	0.0	15591.91	0.0	29926.55	36620.295	44249.73	32978.78	21652.035	25545.805	27407.595	0.0	41095.365	37530.495	41569.325	37292.835	23244.86	32531.99	34986.875	0.0	0.0	40459.005	28679.37	0.0	29509.16	40176.825	26168.65
MF0029	17202.77	2058.17	3049.69	9035.6	42387.81	4406.65	18048.64	22568.8	7518.34	17292.2	39995.69	18295.18	35440.97	17131.84	109405.93	6916.69	107746.81	10121.83	16098.27	15931.74	22328.27	38629.89	6999.33	23957.33	20014.31	12345.08	45700.5	14350.96	6983.8	6491.38	5538.0	11325.83	7938.67	9686.83	25466.87	22962.29	13808.48	56124.15	10546.43	25377.3	1078.0	12636.0	11461.0	8248.67	27143.35	9059.5	108754.23	18514.5	199697.26	58695.0	6595.46	46729.57	35993.53	38436.77	28125.46	7638.0	3596.5	19188.26	18910.97	21165.53	6137.43	17666.84	3843.59	5623.93	8632.33	22151.53	20264.56	15566.9	38056.7	10002.81	53122.82	235868.84	399640.57	60128.5	13789.57	35327.22	25720.04	25230.27	17278.3	32882.19	31558.41	19427.94	28549.8	11815.45	19492.84	8834.43	3561.68	13653.87	222526.25	118839.7	31610.37	232442.57	17466.33	11906.99
MF0041	6306.835	6409.903333333334	9132.836666666666	2464.085	12333.045	1931.42	5932.835	8098.83	2456.25	4494.5	18006.495000000003	4120.345	7333.08	11703.21	11059.985	2000.1999999999998	10354.6875	5946.915	6785.3	3602.5950000000003	5655.545	3443.1712500000003	1591.0	17613.58	5735.205	2358.585	3429.046666666667	8828.295	3362.005	27549.765	25968.3125	1696.33	2875.17	2484.33	24139.2275	3074.30625	19719.125	4917.96	24400.775	8683.83	710.625	3737.5	3273.29	4449.755	4565.425	4584.585	25886.254999999997	9392.665	29846.58	10207.0	13138.625	15222.825	8837.67	11279.93	4954.858333333334	10093.93875	14640.875	6686.705	5271.675	6882.495	1753.25	54133.63	1064.1299999999999	1476.045	2934.25	2127.8216666666667	5930.17	5132.205	8376.085	2646.92	11612.865	14144.755	14921.801666666668	19498.085	5380.68	8285.595000000001	6838.875	6847.5	5145.12	9002.125	8411.125	8087.67	8334.46	4671.495	13027.625	12947.956666666667	2246.5233333333335	4281.665	16710.99	13077.61625	14480.705000000002	12505.633749999999	6883.285	4983.415
MF0085	1161.375	202.0	219.5	327.1275	592.0024999999999	107.88	138.75	570.5	226.375	390.2525	3219.495	134.75	1591.12	587.3774999999999	805.75	785.4975	854.125	153.0	1106.2475	179.7475	605.2524999999999	159.4975	140.125	159.0	976.3775	296.3725	281.7475	197.0	322.2525	794.2524999999999	559.75	39.0	52.0	71.0	2059.75	220.1225	807.0024999999999	250.125	1047.9975	1469.875	307.5	26.0	36.0	63.75	368.6275	52.5	1704.4975	76.5	1591.9950000000001	148.25	314.5025	2078.5	1149.6275	1348.5025	1824.0	224.25	51.0	911.7475	376.5	452.25	186.995	11634.0	115.375	143.7525	103.0	137.7475	445.25249999999994	274.7475	660.2524999999999	406.75249999999994	1311.3700000000001	1374.0049999999999	1273.5025	2298.8725	299.5025	1013.7525	872.375	577.0	772.8774999999999	1470.0	4411.5025000000005	268.125	1116.2450000000001	140.6225	589.75	638.625	100.5025	391.6275	1932.7525	1033.3775	868.6275	1103.125	412.62749999999994	228.0
MF0086	68869.055	18415.135000000002	31050.695	19658.85	57439.405	8803.73	44304.625	54002.685	13666.79	48756.865	177415.27	29261.865	71847.57	42308.495	23022.28	20350.434999999998	19690.925	65343.505000000005	51356.695	5509.7	76159.43	5924.725	14258.935	72014.58	60545.955	29382.88	6760.879999999999	76506.75	23034.855	46915.87	47975.925	81525.845	103605.57	95218.215	63753.07	6005.5650000000005	104002.25	7880.11	65927.77	49896.715	7071.185	82419.7	94180.73999999999	76004.25	73608.135	50358.96	131763.235	80255.205	87551.425	189890.575	42616.025	58817.354999999996	69060.495	52603.535	12449.595000000001	33043.155	27469.225	65400.350000000006	57545.065	77381.17	11389.34	104820.20999999999	9147.36	11341.64	12471.095000000001	4294.5650000000005	55985.31	32770.1	64592.875	33665.3	51024.729999999996	26044.43	23643.665	66984.115	74978.355	41208.97	51969.380000000005	61646.39	67092.49	95141.42499999999	65310.91499999999	90076.605	85397.3	49701.965	66562.025	66302.445	10930.125	32924.034999999996	30346.915	22209.945	207387.375	19663.62	94309.62	57149.505000000005
MF0042	0.0	4.0	42.0	0.0	18.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	3.0	0.0	6.0	0.0	0.0	0.0	1.0	10.0	0.0	0.0	0.0	912.0	13.0	0.0	124.0	0.0	0.0	3.0	5817.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	27.0	21.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	44.0	0.0	0.0	0.0	0.0	0.0	87.0	0.0	0.0	0.0	0.0	0.0
MF0083	1147.5	618.34	239.66	293.0	235.01	79.0	98.5	745.0	152.0	513.67	1190.32	209.34	279.66	145.01	726.0	85.33	624.0	329.66	919.75	33.67	601.0	47.0	123.66	1347.33	941.0	255.0	374.33	531.17	227.01	40.17	48.0	339.66	849.34	445.66	210.82	50.83	592.01	101.32	275.67	538.66	107.0	1537.5	600.0	629.34	297.0	560.0	1609.0	1223.5	607.0	1417.0	1823.67	2178.0	1124.0	1448.0	524.33	64.0	1214.5	934.0	485.0	891.16	139.5	2667.0	103.0	130.51	108.34	51.67	498.33	150.33	783.67	391.35	1359.0	744.17	548.0	2446.0	520.01	1097.0	825.0	499.0	597.75	1042.66	1532.0	1303.67	677.5	259.66	1079.5	1722.0	132.0	622.0	1785.84	1324.01	866.0	776.34	746.83	641.5
MF0040	3782.74	5344.67	5397.53	3316.93	9937.74	2026.21	4568.81	9266.24	2496.14	4620.26	10243.5	3588.81	4933.71	15942.0	14245.43	1296.165	14100.54	7417.0	6284.5	7344.81	6185.17	5058.46	1083.17	6169.0	4537.21	2922.21	1828.07	5795.62	1678.03	67319.04	60815.0	366.33	290.0	303.67	39903.04	4503.36	32501.47	7743.96	43172.43	7926.4	497.67	1177.0	2417.67	2124.17	5546.88	5734.67	34812.1	9934.0	27370.17	13020.0	12572.62	8697.38	9938.53	13117.03	3094.76	15571.67	12385.0	5994.26	5096.76	6595.9	1042.67	11866.33	688.62	744.585	921.69	1200.1	4217.53	2692.165	5921.43	674.33	9468.1	8618.9	9120.43	22442.83	6047.03	5971.71	6229.31	3009.12	4249.83	5996.53	8607.14	8583.9	3640.4	5382.96	3033.31	1508.1	704.54	4916.335	18864.54	16472.69	10229.07	11827.5	5333.17	5240.62
MF0084	0.0	47.0	9.0	0.0	28.0	0.0	96.0	201.0	0.0	140.0	0.0	46.0	0.0	13.0	74.0	0.0	57.0	943.0	0.0	0.0	0.0	0.0	0.0	556.0	0.0	0.0	24.0	359.0	0.0	3303.0	1530.0	0.0	0.0	1.0	47.0	3.0	33.0	41.0	11.0	0.0	313.0	16.0	0.0	0.0	0.0	1246.0	0.0	1861.0	2.0	5393.0	9.0	0.0	0.0	0.0	824.0	6448.0	1555.0	228.0	108.0	23.0	5.0	2650.0	3.0	3.0	0.0	3.0	10.0	1.0	0.0	18.0	0.0	78.0	0.0	0.0	50.0	0.0	3.0	7.0	0.0	4.0	0.0	0.0	0.0	0.0	21.0	4.0	0.0	0.0	622.0	53.0	0.0	72.0	4.0	161.0
MF0081	45.625	0.0	0.0	0.0	25.75	4.25	7.5	96.125	6.625	67.0	110.5	0.0	47.75	14.25	90.0	0.0	49.25	18.875	30.5	67.125	27.125	50.5	5.75	75.5	50.875	8.25	0.0	37.375	18.5	69.5	60.75	0.0	0.0	0.0	0.0	22.75	0.0	49.875	0.0	45.625	0.0	0.0	0.0	0.0	20.0	20.875	53.625	25.75	71.375	41.5	0.0	138.375	120.625	91.125	0.0	8.5	23.5	53.5	75.0	64.75	8.0	0.0	2.5	0.0	6.25	10.0	0.0	0.0	44.75	16.125	172.5	141.125	99.375	132.75	0.0	95.25	70.375	35.75	36.0	74.125	65.25	49.0	52.125	0.0	63.375	0.0	4.0	23.0	187.0	28.125	68.625	33.375	0.0	52.25
MF0082	0.0	62.0	26.0	0.0	132.75	0.0	150.25	1139.5	0.0	527.0	0.0	312.0	0.0	81.0	487.0	0.0	405.5	1001.5	482.5	0.0	936.5	26.25	0.0	958.5	497.5	0.0	84.0	607.5	0.0	3307.0	1537.5	0.0	0.0	71.5	107.0	56.5	96.75	104.5	35.0	0.0	343.0	116.0	0.0	0.0	216.5	1364.5	1009.5	1970.5	313.5	5793.0	77.75	4413.0	1281.5	1273.0	1247.0	6467.0	1578.5	788.5	457.5	745.5	51.5	2772.0	40.75	49.25	0.0	48.0	185.5	84.25	0.0	100.75	0.0	658.75	284.75	1669.0	641.5	1322.5	396.0	114.25	0.0	63.5	5498.5	877.5	238.25	387.0	343.25	697.25	0.0	0.0	1703.0	429.0	0.0	411.5	1013.0	570.0
MF0080	0.0	336.0	314.0	0.0	618.375	0.0	0.0	675.25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	280.75	0.0	0.0	0.0	0.0	0.0	0.0	0.0	953.75	0.0	0.0	0.0	407.625	0.0	0.0	0.0	0.0	572.75	0.0	417.25	0.0	0.0	0.0	1037.25	1087.875	0.0	0.0	0.0	1806.0	137.5	0.0	883.0	0.0	0.0	123.5	9111.0	0.0	0.0	0.0	0.0	0.0	795.375	0.0	0.0	0.0	1578.0	714.125	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1391.625	0.0	1109.625	0.0	0.0	0.0	0.0	0.0	1698.5	0.0	0.0	0.0	0.0	0.0
MF0005	46944.94	10651.42	22111.86	15650.35	42334.19	6496.28	35893.81	41504.14	10239.09	35853.53	123588.49	20381.01	51673.72	37885.92	21993.68	14955.77	19662.14	45849.75	36630.68	7733.99	55234.19	6505.51	10201.29	45278.25	41637.6	23084.49	4226.0	51477.87	14983.42	70950.0	62936.0	55855.58	68637.25	63662.75	64772.29	6236.92	89223.39	9951.41	68258.76	38102.55	2144.92	55605.0	64567.42	49422.67	52723.85	33439.92	107384.85	54923.25	68777.18	132877.75	30377.54	40728.83	54344.33	41867.48	5364.91	22470.67	14843.0	46295.34	40832.09	54719.45	7950.18	27893.5	6526.63	7769.09	6664.99	3047.53	39362.52	22568.65	46225.95	24254.05	37103.78	17440.84	18423.9	56478.66	54575.15	29836.13	38972.46	40074.89	47255.3	66666.78	40234.41	68213.85	56465.71	37038.92	38834.26	21236.48	3865.39	23450.12	21314.5	19895.74	149508.42	14042.15	66656.72	40948.57
