#OTU ID,LYZdtt305,LYZdtt304,Itg.18.DTT492.S87,Vil1.07B.DTT81,Vil1.07B.DTT80,LYZdtt317,LYZdtt316,LYZdtt315,Lyz2.03B.DTT231.S71,Itg.10.DTT457.S51,Itg.20.DTT505.S100,Itg.08.DTT444.S37,Lyz2.05B.DTT255.S96,Itg.24.DTT527.S22,LYZdtt303,Itg.02.DTT408.S100,Vil1.04B.DTT45,Vil1.04B.DTT44,Vil1.04B.DTT43,Lyz2.03B.DTT232.S72,Itg.04.DTT421.S13,Itg.18.DTT491.S86,Lyz2.01B.DTT207.S47,Itg.10.DTT455.S49,Itg.08.DTT443.S36,Itg.10.DTT456.S50,Lyz2.08B.DTT291.S133,Lyz2.04B.DTT245.S86,Itg.06.DTT431.S24,Vil1.08B.DTT91,SLCdtt021,Vil1.08B.DTT92,SLCdtt020,Vil1.08B.DTT93,Itg.12.DTT469.S63,SLCdtt147,SLCdtt146,Lyz2.03B.DTT233.S73,SLCdtt145,Lyz2.01B.DTT208.S48,Vil1.01B.DTT09,Vil1.01B.DTT08,Itg.04.DTT420.S12,SLCdtt165,SLCdtt164,SLCdtt163,Itg.26.DTT540.S36,Vil1.013B.DTT152,Vil1.013B.DTT153,Vil1.013B.DTT151,SLCdtt051,SLCdtt050,Lyz2.06B.DTT268.S109,Lyz2.08B.DTT293.S135,Lyz2.02B.DTT219.S59,Itg.18.DTT493.S88,Lyz2.01B.DTT209.S49,Vil1.05B.DTT55,Vil1.05B.DTT56,Vil1.05B.DTT57,SLCdtt109,Itg.20.DTT504.S99,SLCdtt111,SLCdtt110,Itg.20.DTT503.S98,SLCdtt001,SLCdtt129,SLCdtt128,SLCdtt003,SLCdtt002,Itg.26.DTT541.S37,SLCdtt019,Lyz2.04B.DTT243.S84,Itg.16.DTT481.S76,Vil1.010B.DTT116,Vil1.010B.DTT115,Vil1.010B.DTT117,Itg.22.DTT516.S11,Vil1.02B.DTT21,Vil1.02B.DTT20,Vil1.02B.DTT19,Lyz2.07B.DTT279.S121,Vil1.09B.DTT103,Vil1.09B.DTT105,Vil1.09B.DTT104,Itg.06.DTT433.S26,Itg.12.DTT468.S62,Lyz2.08B.DTT292.S134,SLCdtt067,Itg.02.DTT409.S1,Lyz2.04B.DTT244.S85,Lyz2.07B.DTT280.S122,SLCdtt069,SLCdtt068,Lyz2.07B.DTT281.S123,SLCdtt075,SLCdtt074,Itg.22.DTT515.S10,Vil1.06B.DTT67,Vil1.06B.DTT69,Vil1.06B.DTT68,Itg.04.DTT419.S11,Itg.16.DTT479.S73,Lyz2.06B.DTT267.S108,Itg.16.DTT480.S75,Itg.12.DTT467.S61,Itg.06.DTT432.S25,SLCdtt092,Vil1.014B.DTT163,Vil1.014B.DTT165,Vil1.014B.DTT164,SLCdtt093,Lyz2.02B.DTT221.S61,Itg.26.DTT539.S35,Itg.02.DTT407.S99,Itg.08.DTT445.S38,Lyz2.05B.DTT257.S98,Vil1.03B.DTT32,Vil1.03B.DTT33,Itg.24.DTT529.S24,LYZdtt353,LYZdtt352,LYZdtt351,Lyz2.02B.DTT220.S60,LYZdtt365,LYZdtt364,LYZdtt363,LYZdtt329,LYZdtt328,LYZdtt327,Itg.22.DTT517.S12,Vil1.07B.DTT79,LYZdtt339,Lyz2.06B.DTT269.S111,Itg.24.DTT528.S23,Lyz2.05B.DTT256.S97,LYZdtt341,LYZdtt340,taxonomy
MF0040,766.53,51210.59,1782.89,3959.43,3046,17327.085,2490.32,2611.31,577.5,279.86,2014.17,832.14,696.72,658.04,91158.005,530.96,1278.19,778.21,1282.82,508.93,736.86,1122,541.12,1025.96,1661.38,554.43,1049.46,129,242.04,5406.65,677.33,3967.79,662.67,4530.39,920.86,1534,211.25,398.11,4631.08,434,523.62,286.82,208.14,572.92,948.01,10586.085,743.07,1542.64,2575.96,2877.495,557.165,368.5,348.14,518.51,829.18,1979.54,475.5,6337.6,5458.12,3601,415.5,945.64,763.33,302.665,629.5,184.5,182.33,471.67,7948.915,508.33,772.43,246.42,868.14,1074.25,2913.32,4587.37,1548.49,343.57,486.87,174.5,231.35,1368.63,5242.56,3580.87,2527.19,449.57,1408.43,351.5,600.28,873.64,329.75,355.71,3690.67,394,343.99,260.17,530.25,372.54,3797.24,6850.6,4990.51,901.53,82405.085,647.64,2141.03,1050.29,870.96,309.81,1449.51,912.87,1451.12,3847.04,312.79,306.83,964.42,825.665,959.11,1076.5,472.88,626,42580.665,974.165,1082.08,488.04,865303.915,2460.29,2592.1,4639.6,5378.15,1001.835,523.57,4147.71,1173.54,420.14,507.68,1434.46,20004.58,2340.29,
MF0084,147,1379.75,16.75,3901,3012,123.25,178.75,1292.5,160.5,0,4.75,13,302.25,59.75,10387.25,85.25,111,35.5,850.25,23.5,0,21,142.5,103.25,1148,0,160.5,0,26.75,5378.75,0,3827.5,0,4358.25,4,0.25,0.25,6.25,0.5,0,32,7.25,0,0.25,0.25,1,6.5,873.5,1055,591,0,0,3,84.75,20.75,7.25,7.5,6320.5,5357.5,3590,8.5,9.5,0,6.5,115.5,112.5,0,0,97.5,66,6,4,225,27.25,2219.75,4509.75,764.25,0,75.25,31.5,82.25,934.25,5120.75,3268.25,2216,10,0,52.5,75.75,62.5,3.75,46.75,4,0,23.75,6.5,31.25,56.5,3769,6737.5,4912.75,241,165.5,22.5,57.5,28,5.25,0,555.75,345.25,698.5,0,6.5,28.5,170.75,6.75,11.25,31.5,64.5,0,87.25,87.5,73.75,5.75,147,230,122,166.5,180.25,243.75,5,4130.75,653.25,37,10.25,5.75,154.5,102,
MF0082,305.75,2746,304.25,3901.5,3013.5,579,1116.75,1558.75,308.25,0,118.25,163,313.75,269,10905.25,136.5,210.75,114.75,877.25,139.5,0,77,233.5,184.5,1164,0,182.25,0,43.5,5378.75,0,3843,0,4371,67,278.75,200.5,29.25,110.5,0,56.75,33.5,0,18.25,30.25,28.25,105.25,1843,1608.5,723.5,0,0,102.5,155.25,468.25,85.5,217,6320.5,5366.5,3590,28.75,132.25,0,48,148.25,125.5,0,0,211.25,447.75,120.5,18.5,356.25,82.25,2266.25,4509.75,805.5,0,100.75,40.25,84.75,983.25,5120.75,3286.5,2234.75,49.25,0,110.75,134,119.25,368,73.75,164.5,0,63.5,190,526.75,79,3769,6738.5,4914.75,266.5,186.5,149.75,139.25,73.75,124.75,0,585.75,403.5,815.75,0,328.25,58,202,47,83,196,71,0,197,195,123.5,303.5,595.5,897.75,452.25,256.75,336.5,261,88.75,4130.75,721.5,94.5,123.5,71.5,1782,2092.5,
MF0080,895,17984,2803,82,0,2251,2498.625,7473.875,826,1264.75,940.375,3389.75,930.625,1837.75,339389,1242.625,1204.25,1557.75,969.375,1000.5,1616.875,5394.25,0,3510.625,1250.375,1706.125,671,338.25,1095,0,761.875,0,881.625,199.75,2295.5,2596,1297.125,327.75,6408.25,2314.125,403.125,271.25,472.75,2946.25,1924.75,2531.375,1208.5,0,0,0,1220.125,1698.875,816,659.75,1920,5358.25,1631.625,0,0,0,0,929,1241.5,835.875,2277,422.625,0,1336.25,0,0,1598.625,686.125,1079.5,2841.375,1060.75,0,1187.75,891.375,828,412.375,1728,1359,0,613.125,712.625,1274,2498.375,408.75,0,2254.5,930.375,393.375,0,0,688.25,0,1848.5,3622,0,0,0,1559.5,3120.625,1297.125,2877.875,3869.625,1194,1966.75,3270.25,2069.125,1507.25,2431.625,970,1177.125,1533.75,1804.125,1907.875,1139.75,498.625,1613.375,2563.125,3606,4335,1665.625,3086.625,5068.875,3628.75,4512,0,3502.5,1242,0,1334.75,689.75,1181.5,1932.125,7036.875,5815,
MF0005,67958.42,23421.59,5370.89,8351,6462.58,175550.5,100656.66,15381.17,18157.67,8473.17,7871.59,10556.39,7471.64,4768.04,39238.59,5873.21,13945.5,4616.17,5298.33,11955,41395.08,15680.75,5400.83,17778.08,7911.84,7941.58,14117.42,2282.84,38971.5,11847.91,2141,8333.67,1922.5,9714.33,6394.61,17372.86,3421.5,4367,42769.75,1459.25,6186.91,2383,7455.5,24367.75,7709.33,39685.34,2742.07,5476.89,9638.54,11063.14,3089.25,2583.5,1314.67,13848,7809.84,14193.29,3139.59,12856.17,11263.25,7379,10068.5,4138.33,2636.25,2866,24219.33,2419.92,11254.5,3591.5,9475.91,6179.33,5511.68,6677.92,23290,11758.25,8039.67,10274.16,7235.57,1880.82,5258.16,2197.75,4010.51,6829.59,12468.84,8952.75,6883.91,41476.34,7024.93,5491.17,12967.42,11707.64,2732.91,2677.59,3073.75,1915.75,2664.67,6145.75,12960.83,18309.46,7591.42,14398,10302.16,7763.76,15903.92,4433.64,10696.75,14632.29,17521.5,8236.5,9870.17,8444.54,5590.79,6106.91,4374.34,6832.25,7636.75,5192.08,7894.11,3503.5,5087.92,6318.5,53320.16,88415.84,120771.75,6326.42,6162.88,3222.96,8766.61,29380.93,12093.57,32971.09,3850.82,8399.67,6820.33,3144.17,3459.18,5222.96,722120,9544.92,
MF0049,52514.525,163579.145,36527.895,12749.94,9721.16,247646.325,102483.86,51226.505,22345.49,11111.555,22081.785,33522.535,13994.065,27322.13,771439.86,16770.445,25573.33,15585.475,13160.125,32080.405,43531.425,30641.545,28087.825,31102.285,13432.17,21632.82,18265.555,7111.9,27718.535,16873.225,10989.45,16148.135,15496.94,17177.835,20586.885,47015.03,14552.935,10509.47,66893.735,48785.385,9062.86,6345.47,15294.62,56059.915,82704.32,76163.22,22046.59,11506.36,13043.305,18621.535,19967.83,27287.93,19624.465,31051.415,36720.315,33680.78,32094.155,19143.565,18400.855,11095.76,20310.785,25543.28,24758.6,26066.015,26510.71,3747.99,12221.095,29633.56,30843.515,35426.56,27243.515,7428.43,36947.635,36865.015,23151.46,15466.33,20324.58,16576.205,13167.63,6383.405,8822.78,19150.785,21026.635,17990.88,18523.83,32633.715,29684.61,14945.06,13149.265,23532.57,20427.17,10069.685,28330.41,12247.625,13773.59,14074.81,68761.88,20236.765,11445.15,22016.85,16447.805,17597.035,105052.28,30744.09,55617.86,29439.675,32371.16,32535.13,18630.29,20581.56,21284.585,40308.575,20105.365,13010.67,18880.095,15061.665,33890.575,23869.585,11196.85,29213.185,103565.135,87756.42,102968.165,36240.335,921274.115,130770.81,80581.39,108759.635,115591.24,45586.5,18612.85,12675.48,15608.625,13041.235,24159.87,37361.92,810254.08,79534.64,
MF0006,124768.78,154634.85,60500.85,6133.56,4519.22,490456.53,224076.59,95320.24,46490.07,24029,54533.79,72665.13,25979.13,56785.67,718028.42,35064.34,49394.65,33875.98,22585.95,65652.52,90703.45,66870.49,54399.84,68897.78,25942.04,38388.93,40964.9,15439.7,64801.38,7179.42,15274.9,11646.13,22751.77,11502.65,42014.38,116723.24,31052.26,22016.34,113134.39,79200.05,22093.81,13468.84,27308.13,136529.7,127510.92,208167.68,40045.85,28059.15,46694.67,58500.38,46256.85,57908.58,30237.65,60312.05,70592.07,63238.1,54656.52,6718.32,9292.4,4149.03,39242.99,57714.5,34996.24,41464.6,93204.34,8779.85,36775.13,62827.14,56887.42,74309.57,56679.62,14421.07,88064.17,65347.61,32306.92,9065.37,32304.24,32002.84,32283.22,17088.26,13691.52,33728.9,14908.41,15496.16,19222.55,72300.95,61183.05,27888.5,34086.58,51084.63,36568.71,23410.92,49613.2,25919.69,35642.72,22844.71,112568.56,74367.59,4043.47,10450.3,7954.77,37507.71,56594.52,50947.12,94652.29,74036.14,71346.48,50819.56,37337.64,38598.42,34072.37,67862.66,37623.6,31616.7,35559.54,30391.3,56990.54,46990.5,27264.56,53955.09,103025.29,171290.35,196084.71,64388.2,89127.04,190470.81,144708.31,223464.19,196502.18,119414.56,39845.54,4514.67,20901.68,21098.43,41433.81,58904.06,1551215.21,109575.07,
MF0047,17421.015,126902.71,26551.335,4679.315,3567.99,214873.05,45587.915,38928.09,9623.895,5915.84,15856.37,28751.495,10603.62,19984.9,517165.44,11716.42,22858.52,12950.6,8873.98,20902.03,20480.14,24593.605,17574.82,19465.65,8275.435,13649.855,11157.26,4994.45,10758.92,5608.6,8338.48,7141.095,11391.26,7192.335,15345.375,36293.215,10736.595,7668.17,34282.195,29511.9,6254.935,4201.285,9560.495,44555.18,71270.315,60552.77,15965.505,8444.785,11171.995,16703.455,16652.495,19758.165,14912.86,23157.92,24609.11,27086.285,18790.915,6375.23,6958.815,3772.01,12178.455,18018.36,17708.01,19364.92,19921.355,2664.48,8049.34,22437.2,22005.055,23785.195,22867.085,3943.495,22867.98,25927.145,14387.57,5782.755,13757.68,12102.235,8974.405,4818.12,6011.505,12813.86,8791.775,8685.31,10018.095,12973.93,22636.42,10687.345,6252.445,16737.52,13337.995,7250.77,23352.595,9489.78,10807.515,8657.215,47354.245,18338.375,3863.065,7923.265,5924.265,12583.13,99267.825,23563.425,39452.445,23769.615,21004.4,19196.5,13029.26,14337.13,15556.155,27833.19,12338.735,10511.255,13226.55,11859.77,22906.92,17248.75,7833.955,21227.755,66678.445,36277.78,36215.1,20478.51,904867.02,82854.48,64578.86,90513.175,79790.445,36290.51,14397.31,4263.895,9292.34,8725.52,16823.79,25219.485,780845.98,53221.875,
MF0004,6646.12,25557.22,6658.08,4129.36,3177.5,6873.31,17427.59,26766.53,3141.55,1527.62,5890.47,9902.03,2988.88,7007.88,266479.33,3002.62,2048.27,3650.17,2950.94,7689.61,5695.32,8017.95,8351.98,5921.32,3997.87,3426.76,3809.58,1169.6,4115.18,5474.39,1668.05,4558.58,3026.15,4994.28,4993.37,12358.67,4566.4,2029.87,8006.08,11098.2,2279.73,1338.19,2818.03,11944.6,16840.26,24976.52,4444.14,6479.07,10674.32,13601.42,5746.5,6634.3,4101.98,2794.71,9885.36,7215.83,8134.85,6331.86,5716.33,3629,2411.75,6569.28,3281.15,5174.15,10236.45,1116.43,3688.65,9041.95,3923.83,8474.1,4762.16,945.2,8557.38,8618.6,5460.44,4832.68,3705.09,4146.04,2859.88,1878.1,1312.56,4725.57,5888.23,4176.43,3398.42,4352.49,8294.81,2320.15,2200.17,3980.68,2822.4,3017.83,4955.3,2878.3,4240.24,2177.4,15147.4,8816.47,3777.39,7066.11,5146.86,4395.57,6103.03,7389.03,14745.22,8485.38,7107.82,3367.03,4755.71,3543.13,4214.13,4815.32,6175.98,3294,3562.5,3381.66,4704.17,4143,2370.97,5171.65,3674.73,9450.94,9665.7,9600.68,9212.26,30553.83,19524.56,27712.61,26860.04,14335.71,5079.39,4215.58,2985.18,2031.18,3290.96,5605.97,10688.19,13123.38,
MF0048,168637.41,200804.11,43162.51,13508.52,10231.9,540377.12,289503.08,116204.65,55623.57,26131.89,37713.68,47164.37,18870.69,40218.84,1496183.13,27392.22,46045.36,23037.11,18383.19,54441.7,111963.38,41606.68,31287.41,63495.9,23058.83,37962.37,44649.44,13697.46,86148.66,18498.98,13629.91,17252.69,19324.2,18706.56,30317.3,72814.76,19200.12,20375.97,120191.31,47517.35,19085.31,10279.38,30173.21,102266.67,135658.12,158360.1,28265.87,18589.69,18611.11,32667.8,25677.91,34078.78,26554.32,65343.55,48368.77,38406.57,30811.64,19460.1,19687.13,11433.02,35823.16,34867.61,34019.79,33927.86,73499.18,7289.53,32611.11,40969.2,72214.45,53425.79,44492.42,15920.95,83010.83,52094.44,29304.78,17057.75,25784.1,23070.85,24359.85,11065.39,17291.36,28422.23,22680.9,21120.02,22285.69,96150.03,40225.7,29351.37,33885.47,43004.36,29436.93,16550.29,39928.31,17143.34,21352.54,25557.7,87896.76,49650.7,11483.99,23306.09,17094.09,30835.35,46709.45,43299.99,75125.59,50177.35,64838.23,52986.39,33949.97,31002.55,31116.51,60290.98,22808.15,20450.26,28473.69,22721.05,41481.59,30630.34,22637.94,42434.7,136691.58,217306.45,271885.08,40535.67,61330.95,101979.96,84793,128096.58,108775.01,91199.39,27526.31,13146.21,25765.42,20759.19,33856.71,39197.42,1570248.52,111473.45,
MF0001,7353.32,25601.21,6182.5,307.61,115.83,181605.83,8258.85,10389.53,1834.87,1430.99,4775.56,6741.37,3422.6,4683.86,246210,2747.97,15464.33,2858.84,1790.42,5238.11,5061.95,6811.38,4763.43,4532.35,3730.64,2139.29,3518.08,1225.24,3936.48,69.22,1368.45,472.5,2152.52,450.61,3615.4,14137.52,3560.02,1992.82,7684.08,7919.8,3600.76,3337.84,1696.53,12530.49,12378.5,26594.99,3249.14,5101.68,7727.28,11149.61,6074.83,6658.7,2519,15799.34,6261.45,7621.25,5440.99,1.86,602,73.5,2496.75,4106.11,2518,3755.68,9133.88,1197.63,3479.02,7474,6215.41,14718.4,8715.9,1260.89,7216.93,6975.4,2613.26,486.56,2799.11,2313.07,4866.36,2432.4,1251.25,4452.44,990.5,945.9,1033.85,3992.38,5139.74,5171.27,2434.02,3644.38,3187.01,2866.25,5566.78,3081.87,3852.79,1127.18,6617.5,7162.7,95.14,856.94,864.94,4498.96,5518.7,3927.36,8238.05,7735.03,6506.77,8890.36,5447.6,2895.61,1873.45,10294.35,3120.52,2985.5,3134.91,2755.64,9654.35,8985.16,3184.87,3314.01,3408.41,6686.51,6862.72,5057.9,12803.04,9259.5,11073.32,33874.52,15317.83,12611.68,3682.56,80.33,2407.06,1739.05,3927.5,13679.95,729230.84,5928,
MF0045,6315.47,41386.325,10137.66,5896,4539.625,94503.5,16147.835,13541.5,3474.335,1651.165,5149.245,7934.66,2986.15,7659.08,253475.915,3875.415,9797.34,4021.495,3314.16,7653.17,5860.69,6602.43,6908.335,5555.415,3346.39,5139.665,3330.25,1849.33,4034.59,8075.5,2676.92,5761.25,4236.165,6590.125,4483.665,10103.695,4007.25,2552.415,8475.59,13902.75,2175.085,1450.415,3381.83,12582.005,28142.415,19784.915,6159.075,5997.065,7691.15,9510.385,5623.915,7937.075,5825.665,9980.33,9340,6681.66,8164.5,9483.5,8060.375,5390,3226.415,7596.41,7412.67,8060.165,7918.98,1024.375,2870.485,9266.67,5471,10093.165,8113.75,1209.005,7143.245,7620.16,5316.91,6910.125,4087.175,4938.25,3223.75,1461.585,2656.805,4394.495,8130.625,5393,4090.33,4371.46,7516.585,4246.415,1979.145,4427.755,5877.08,2546.165,8243.165,3605.755,3447,3445.75,20062.495,7454.105,5654.375,10159.125,7388.125,3735.17,46483.26,8524.505,14030.08,7452.94,6968.83,8173.25,4366.035,3921.425,5527.58,11298.915,4890.83,2823.265,3911.84,3547.06,7257.325,6220.42,2337.545,7159.085,25913.31,10807.745,9636.245,9111.415,444326.295,36187.75,22689.16,26959.415,30337.58,14287.485,5040.83,6237.25,2923.165,2972.42,6450.83,9081.745,371635.41,23691.335,
MF0089,2797.295,14787.5,5456.775,2114.17,1589.115,91556.67,7159.08,3968.84,1961.09,1478.75,2208.58,5341.41,1437.875,4194.865,22350,1784.33,8631.34,2239.16,1973.65,3338.09,3828.525,5183.33,3100.67,3821.66,1430.09,4424.785,1356.035,859,1507.535,2710.58,1854.715,2521.41,3446.625,2697.875,3469.66,6795.815,2392.42,1022.205,5967.805,9115.625,955.035,923.455,1968.66,4767.815,12139.705,4274.545,3555.4,2028.5,1447.25,620.5,3954.785,5812.525,3472,8841.365,4907.215,6024.725,4601.215,3163,3024.715,1822.51,1741.83,2716.4,3741.17,3855.785,1888.83,513.885,831.75,3693.09,3338.705,6816.83,6464.465,865.305,3067.74,6092.82,3484.115,2416.205,2895.465,2631.455,1681.205,740.545,321.625,2689.035,3094.705,2823.26,2873.115,2356.75,4797.375,3177.5,920.92,2075.26,2590.57,1133.25,7872.66,2394.305,1717.125,2070.955,8999.945,1401.92,1885.375,3643.41,2697.705,2080.805,2971.865,4722.34,9464.115,3904.455,3397.535,4439.58,1782.295,2650.18,3946.33,5847.535,2751.75,1351.215,1689.465,2356.65,4844.98,3746.25,1011.205,4297.205,6093.545,8949.535,7740.66,4978.75,9883.865,20337.67,11562.855,18729.615,17021.875,4752.455,2989.58,2066.625,1674.16,2094.76,3666.945,5298.32,373370.445,19231.965,
MF0002,152096.21,127830.64,37718.79,5387.09,4019.07,493377.85,241486.77,57412.01,48290.07,23974.36,32885.48,35273.64,9154.88,31230.47,539215.08,20185.26,40817.26,18983.73,14081.79,48912.6,97684.44,35407.35,33696.79,56029.11,17064.11,32692.11,36522.4,10770.62,79788.37,7625.75,8741.33,9095.73,12982.86,9201.84,24915.61,56638.73,17993.7,15921.61,113760.69,52149.85,16507.36,9272.81,23094.82,66395.5,87222.86,99632.05,23405.8,10687.05,11023.65,15258.17,19760.91,28043.45,18141.01,58431.79,44883.5,31243.61,35217.55,6766.5,8349.09,4195.02,33855.16,32516.39,23574.88,26215.61,64105.1,5877.47,28681.36,28856.53,44156.25,43801.46,34926.4,14038.53,71277.11,39793.94,15136.54,6858.05,13239.44,17571.95,21907.4,9519.39,10020.17,19762.18,8935.92,9780.73,11309.42,88132.12,33791.94,24243.28,30973.69,30713.72,24452.02,12187.16,23130.56,12461.67,15560.05,22060.2,85199.93,38928.33,3930,9450.66,7309.25,24393.73,39077.14,28643.02,55214.65,43651.81,52552.77,42538.5,21349.04,22164.6,20446.97,45029.86,25456.02,15172.18,19213.61,17714.04,31526.9,25414.68,13960.56,31400.29,129985.53,201779.71,262103.33,43272.71,45933.27,120080,73651.74,108621.99,113817.52,65421.87,20363.32,4535.25,18254.63,14499.38,25528.62,31248.38,1546600.37,84364.74,
MF0046,15850.84,10277,3732.59,7963.61,6139.66,36602.72,39739.31,16459.95,11375.74,4438.26,4712.4,11882.71,3732.75,5094.39,53195.59,3443.27,2191.02,3178.51,3408.95,8838.61,6042.18,9457.01,3031.36,13959.28,6129.53,4261.22,7464,3198.48,4546.88,10853.38,1434.48,7891.17,1585.96,9078.94,5641.83,8816.99,2088.29,2957.42,9810.83,2343.1,1593.52,668.04,1914.03,19746.06,6771.14,28476.23,3493.64,5087.33,8358.4,8760.27,3251.33,2738.73,1854.47,2975.9,3656.79,7383.42,1810.23,12661.53,10847,7192,8669,3132.94,2924.44,2885.28,14995.51,1782.9,2687.62,2193.02,5361.82,3912.13,6714.94,1743.36,19203.83,4859.8,8010.13,9913.62,5342.75,1835.5,3582.72,2142.3,3042.56,4887.38,11247.64,7622.8,5535.31,4559.12,6685.37,1575.04,3781.49,5988.98,3569.77,1296.09,3678.98,1910.74,2247.86,1289.78,4434.86,12701.56,7566.81,13697.19,9900.1,4610.12,14000.37,3737.94,5636.05,12140.73,4700.87,2557.36,6330.17,4692.47,4220.15,4468.61,2215.96,5830.83,4572.74,5451.17,5162.48,2834.82,5576.24,5669.27,4201.12,10072.3,8060.27,2649.47,8055.64,8748.92,11035.7,18608.1,13459.85,14286.42,3352.73,8278.75,2921.04,1934.82,3452.23,3128.48,7793.04,8021.32,
MF0043,0,5041.625,104,8.5,11.5,0,0,0,0,48.5,0,143.5,98.125,122.5,0,0,0,0,0,0,175,166,0,152.5,249.875,152.5,0,0,52,0,21.5,0,32.5,0,97,132,21,0,471.125,0,0,0,127.5,421,493.5,688.75,0,0,0,1494,154.5,215.5,0,0,0,111.5,0,0,0,0,96.625,0,46.5,85.5,52,34,44.5,159,129.375,140.5,0,16,0,119.5,17,6.5,17.5,0,0,0,0,228.25,8.5,11,34.5,60,142,0,56.5,0,0,0,69,0,0,0,0,44,0,9.875,0,252.125,204.5,0,124.5,155,524,0,887.5,170.75,100.5,0,0,0,224.25,58.5,0,0,0,88,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,
MF0087,6066.92,122749,15052.15,3904,3012,216450.42,19937.58,7641.34,5347.34,4222,9423.58,13999.16,2933.5,10696.99,214717.25,5680.08,17787.34,6869.16,3946.4,8759.34,7670.9,15036.83,10496.67,11404.41,2430.84,9703.91,2707.41,3227.83,3187.66,5378.75,3507.09,3827.5,6446.75,4361.25,9095.16,14396.19,7336.92,2068.83,26613.93,27959.5,1995.91,2096.83,3785.16,10546.69,25083.33,19045.42,8618.15,3307.5,3889,2573.5,8911.495,10313.4,6806.5,17040.99,12970.84,16052.85,13967.09,6320.5,5357.5,3590,6705.33,8208.65,8027.67,9561.41,7809.83,1253.26,2452,7934.34,7615.25,11865.33,13610.59,1891.93,7684.49,13165.57,5150.99,4567.75,5340.84,6543.08,4085.83,1958.92,1148,4543.16,5277.75,3544.25,3485.74,4530.5,12776.75,6043,3301.92,8072.51,6867.57,1915.25,10669.16,6207.345,2852,4924.08,29397.32,9057.67,3769,6737.5,4922.75,4507.93,101071.07,9674.84,20700.24,11825.58,6362.16,12253.915,4270.67,6541.93,8272.83,10997.91,8015.5,4310.59,5495.84,7198.9,11394.23,8132,2159.58,9654.58,62739.09,20089.41,19196.91,13465.25,893105.41,63047.67,35938.73,50452.24,52535,9307.83,7303.33,4130.75,3304.91,3863.51,7898.82,13358.57,768525.73,40789.09,
MF0044,90809.7,163773.88,42438.55,9238.7,7067.4,268396.27,160552.24,83182.35,34348.11,19434.35,31064.49,47669.26,17498.87,35854.83,1707738.25,23196.53,28610.75,22008.97,16149.21,45387.74,72518.94,41986.53,34687.18,51090.26,18762.62,30323.4,31760.74,10081.46,51629,12163.38,11154.29,13532.73,16705.32,13925.45,28537.91,66904.44,19687.32,15045.28,92279.64,56852.25,13961.58,8316.5,20870.1,85619.2,104336.98,99090.83,28133.64,16270.63,19657.97,37687.61,28701.18,35979.91,24533.81,39470.07,44616.2,40434.51,36589.19,12953.7,13645,7591.02,34960.91,34197.15,28107.57,31032.08,56569.63,5994.69,23273.29,35919.82,34816.37,44256.52,37187.05,11206.93,60933.66,42972.39,24436.75,11823.67,22783.19,20578.52,19581.97,10121.69,12276.76,23611.86,16858.31,15991.94,18089.98,57570.4,39505.48,19300.23,23535.55,35585.9,23738.63,13722,33183.83,16130.64,18887.58,18961.02,88264.31,44764.39,7642.73,15920.44,11903.85,26136.48,39793.74,39150.08,61008.66,48962.29,48325.04,37398.35,29954.22,27028.32,25682.53,45838.32,24768.34,20991.29,26141.86,20672.18,38466.3,28360.84,15591.17,38888.25,88249.8,136699.08,164643.51,42060.56,59744.5,143830.15,96079.75,133374.17,135231.86,73346.04,24417.73,8984.17,19057.72,16552.53,30529.24,38270.78,806527.38,87381.29,
MF0088,5072.06,41227.45,6700.37,170.68,124.83,6046.7,12881.08,29158.89,3069.01,1335.23,3275.7,6285.98,1841.61,4497.02,692964.96,2409.81,1785.17,3260.63,1759.3,5374.68,3535.24,3681.68,7054.74,3832.99,2165.23,3516.46,1705.04,1324.14,1024.09,67.65,1113.4,1363.71,2228.62,944.22,3612.14,6812.96,3102.87,1446.56,7712.29,14654.6,1178.57,1226.97,1453.14,3701.39,5527.88,14124.43,4618.07,4744.94,5222.19,12247.47,3974.33,5176.4,3665.66,1637.81,7696.02,4836.96,8679.14,25.93,533.46,32.5,2034.25,4593.97,3111.53,3304.53,2988.83,624.34,944.87,4215.85,9468.87,4038.8,4006.92,497.94,4825.48,3873.8,1955.39,98.42,2227.59,3034.1,1249.77,992.8,2919.87,2690.58,274.16,711.51,1050.04,2080.21,5393.11,1285.62,1119.71,2879.84,4303.86,1170.96,5142.23,2336.07,1459.87,2863.28,17035.03,2327.01,7.82,352.01,329.26,2557.25,2306.06,5237.72,5599.44,3971.19,4326.41,2917.47,5086.57,2284.02,1930.11,4640.49,4918.83,1785.25,2730.66,2152.66,6248.79,4324.66,1055.86,5119.36,9430.51,13918.9,11892.77,7768.08,12186.96,39221.46,20098.44,25497.84,30547.86,4570.15,3409.24,244.04,3242.92,1795.01,3986.64,8297.94,9301.97,23290.86,
