#OTU ID,Vil1.03B.DTT33,Vil1.05B.DTT57,Lyz2.07B.DTT281.S123,Vil1.010B.DTT117,Itg.10.DTT455.S49,Lyz2.02B.DTT221.S61,Itg.10.DTT456.S50,Lyz2.06B.DTT269.S111,Lyz2.03B.DTT232.S72,Vil1.09B.DTT105,Itg.20.DTT504.S99,Itg.20.DTT505.S100,Vil1.04B.DTT43,Itg.24.DTT529.S24,Vil1.07B.DTT79,Itg.18.DTT492.S87,Vil1.014B.DTT164,Lyz2.01B.DTT207.S47,Itg.26.DTT541.S37,Itg.02.DTT409.S1,Itg.22.DTT516.S11,Lyz2.04B.DTT243.S84,Itg.06.DTT433.S26,Itg.02.DTT407.S99,Lyz2.08B.DTT291.S133,Itg.24.DTT527.S22,Itg.26.DTT539.S35,Vil1.09B.DTT104,Vil1.02B.DTT21,Vil1.03B.DTT32,Itg.22.DTT517.S12,Vil1.02B.DTT20,Lyz2.04B.DTT244.S85,Vil1.06B.DTT67,Vil1.04B.DTT44,Itg.24.DTT528.S23,Itg.08.DTT444.S37,Itg.12.DTT467.S61,Itg.16.DTT480.S75,Lyz2.02B.DTT219.S59,Itg.12.DTT468.S62,Vil1.04B.DTT45,Lyz2.03B.DTT233.S73,Itg.18.DTT491.S86,Lyz2.07B.DTT280.S122,Itg.06.DTT431.S24,Vil1.07B.DTT81,Lyz2.05B.DTT255.S96,Lyz2.01B.DTT208.S48,Itg.02.DTT408.S100,Lyz2.07B.DTT279.S121,Vil1.013B.DTT152,Vil1.05B.DTT55,Itg.18.DTT493.S88,Vil1.013B.DTT153,Vil1.01B.DTT08,Lyz2.05B.DTT256.S97,Itg.04.DTT421.S13,Vil1.014B.DTT165,Lyz2.08B.DTT292.S134,Vil1.06B.DTT69,Vil1.08B.DTT92,Itg.10.DTT457.S51,Lyz2.06B.DTT267.S108,Itg.16.DTT479.S73,Lyz2.05B.DTT257.S98,Vil1.08B.DTT93,Itg.20.DTT503.S98,Itg.22.DTT515.S10,Vil1.013B.DTT151,Itg.16.DTT481.S76,Vil1.02B.DTT19,Itg.12.DTT469.S63,Itg.08.DTT443.S36,Lyz2.04B.DTT245.S86,Vil1.010B.DTT116,Itg.04.DTT420.S12,Lyz2.02B.DTT220.S60,Lyz2.08B.DTT293.S135,Vil1.07B.DTT80,Vil1.010B.DTT115,Vil1.08B.DTT91,Vil1.014B.DTT163,Vil1.05B.DTT56,Lyz2.01B.DTT209.S49,Vil1.09B.DTT103,Vil1.01B.DTT09,Lyz2.06B.DTT268.S109,Vil1.06B.DTT68,Lyz2.03B.DTT231.S71,Itg.06.DTT432.S25,Itg.08.DTT445.S38,Itg.26.DTT540.S36,Itg.04.DTT419.S11,LYZdtt351,LYZdtt364,SLCdtt050,SLCdtt110,SLCdtt075,SLCdtt019,SLCdtt002,LYZdtt328,SLCdtt021,SLCdtt111,SLCdtt074,LYZdtt304,LYZdtt317,LYZdtt305,LYZdtt329,SLCdtt092,SLCdtt020,SLCdtt128,LYZdtt341,SLCdtt051,LYZdtt340,LYZdtt363,LYZdtt365,LYZdtt315,SLCdtt069,SLCdtt129,SLCdtt109,LYZdtt352,LYZdtt353,LYZdtt316,SLCdtt093,SLCdtt001,LYZdtt303,SLCdtt068,LYZdtt339,SLCdtt003,LYZdtt327,SLCdtt067,SLCdtt163,SLCdtt164,SLCdtt145,SLCdtt146,SLCdtt165,SLCdtt147,taxonomy
P162-PWY,740,57,1376,1564,2523,2116,2394,2016,2049,908,2280,2746,877,2925,0,4704,2038,1655,3269,2249,1581,2131,1877,1503,1341,2497,669,925,1044,1901,2213,402,1535,0,1550,2188,3656,1989,3653,2719,3074,1996,1053,1656,810,667,239,603,4078,1301,1893,0,0,3297,0,603,2663,3182,1735,1156,342,438,1366,2412,1661,2894,559,1427,1127,287,2849,260,2662,1468,602,1335,1041,2752,2216,96,78,15,1415,266,3157,198,784,1705,256,1414,2530,2231,1956,1454,1772,10806,1501,1445,1062,525,6473,12282,1021,2330,3291,6600,2310,1285,6705,1160,1585,1756,5979,1355,9585,6279,7633,6164,7355,403,1056,2211,4153,3121,4723,639,11440,1203,1524,3292,2049,873,2341,3171,3245,1125,2427,2765,
P163-PWY,97,0,98,348,452,228,400,224,218,139,406,363,90,506,0,212,290,263,256,115,139,234,200,115,196,265,113,234,137,229,213,113,147,0,176,465,1159,398,385,294,506,134,75,212,72,177,0,200,173,130,286,0,0,161,0,92,451,408,284,158,19,67,151,733,164,317,73,673,155,25,333,58,376,285,75,441,219,360,209,5,10,7,252,26,255,32,104,585,13,127,523,295,189,226,701,1159,239,113,120,96,232,2670,60,163,611,913,449,322,1865,155,179,75,1289,119,1276,752,779,1579,190,52,78,1730,455,1327,214,54,4125,56,195,171,1198,57,1439,180,413,53,565,447,
P164-PWY,3529,543,7060,10499,10981,6915,8988,5106,11473,12762,11593,11256,8672,12677,356,15331,11004,10492,9820,5855,8807,12691,6931,6381,6499,13502,4392,14187,6349,8133,9999,3220,6373,298,5318,12650,12811,8622,16822,14819,11921,5366,3731,6958,5218,3594,3695,4436,18432,5897,12384,32289,990,9863,38159,2023,10116,13025,9095,4923,8447,8447,4000,11962,6081,9331,10977,9099,5446,29561,9720,1789,8262,12607,2083,16052,5416,16866,7988,2826,3464,850,16307,5589,11831,8910,2875,8708,9198,6649,15703,5279,9461,9107,14743,53718,18420,6294,3443,2124,29796,41280,3331,7125,14884,28175,13899,11637,21604,10586,6016,12820,31549,12989,37536,25037,39159,40208,19618,3503,5645,18875,14438,34435,20405,12182,71508,7276,39298,12227,49676,5897,33403,32289,33926,5681,20731,26474,
P221-PWY,0,0,0,0,297,0,23,36,0,0,0,55,86,0,0,0,0,41,0,0,0,772,0,50,431,212,29,0,0,0,34,0,0,0,0,0,0,0,0,0,0,68,26,96,21,0,0,0,0,36,398,0,0,0,0,0,0,0,0,0,0,0,0,0,170,0,0,102,166,0,68,441,0,329,0,0,0,0,0,0,0,0,310,52,0,0,0,0,0,253,0,0,0,124,1,1,2,1,2,1,869,8,2,2,2,5,1,11,1,1,1,2,9,3,1,1,1,210,4,1,1,1,1,1,4,14710,1,2,20635,60,907,1,8861,2,1117,0,4,1,
P23-PWY,2578,2757,1763,9322,12240,1109,7525,2330,6834,19900,3795,6247,7166,7816,272,8859,10741,9927,12579,15744,3248,11401,2549,7785,8657,8303,3823,15818,7172,1744,5916,2398,2732,1229,5884,4744,12455,9416,7255,2075,9899,5234,3668,9041,1324,2520,9337,3254,1962,5994,10421,11833,554,14635,16927,243,1076,5427,9615,1911,10009,11508,7246,2924,24431,5071,13860,9993,10494,13437,6199,2716,9927,12717,2429,17624,1757,1716,4683,3060,5460,1556,11444,9216,2081,16176,673,1548,6147,9357,1790,9651,5094,5935,5422,4451,2759,4265,1789,2062,20871,18295,1949,4983,6017,11118,4437,11735,6855,3838,2350,2743,19204,2237,4217,4283,5624,24716,6555,3340,5813,4916,5218,5215,7364,18483,24488,3170,62734,12448,78737,4678,17481,2825,15911,3398,8612,5690,
P281-PWY,0,70,0,149,83,0,13,19,0,347,0,29,134,0,322,0,135,1331,0,21,0,257,0,47,82,42,37,359,0,0,18,0,0,166,0,0,0,0,32,29,0,18,7,55,24,0,233,32,0,38,115,112,356,0,0,0,0,27,0,23,146,229,0,0,153,0,342,32,0,0,35,74,0,192,0,418,0,0,21,192,436,333,225,412,0,491,0,0,346,98,0,0,0,84,9,16,10,17,12,3,72,1697,6,32,6,82,9,9,213,19,11,13,307,7,254,9,13,1160,12,3,6,2,6,6,53,6,205,4,18,83,71,2,1854,12,1285,1,7,3,
P341-PWY,563,45,1742,2196,3734,3415,3045,1617,4663,785,5628,4299,1162,5793,0.825,6936,2916,5441,2867,1689,2886,4722,2406,1340,2766,4411,1172,1350,1258,1577,3621,583,2089,0,1487,5463,5135,3130,4860,7891,4265,1578,1305,2655,1020,1231,197,907,7559,1500,1559,0,41,4593,0,550,3405,6102,2364,1816,197,786,1295,3333,1527,3454,1110,3168,2146,184,3157,332,2828,788,742,1822,1987,8586,3650,134,38,50,1329,444,5460,201,799,2684,266,2601,4758,2278,3178,2597,3925,15178,4803,2968,1886,413,3675,9269,1016,3736,10834,9226,5159,3323,5226,6480,1917,3674,8519,2407,11953,9352,20899,3108,4791,1209,1634,4918,5291,9994,18499,268,8915,1645,1873,1843,1029,926,5158,7075,10102,2457,4653,9033,
P4-PWY,4636,13431,4669,13602,15027,6935,12510,6407,10169,20487,8731,9640,10002,16610,15510,17059,15684,15742,17996,10727,7861,15584,6863,10230,9976,13940,6630,19109,3562,12073,9537,2230,7407,14037,10257,13945,19361,11214,12478,10884,12298,7678,3581,11070,4684,4894,15562,7282,18971,8490,15637,12022,23511,13632,12724,1972,16098,9994,11281,6656,26142,18336,4397,16929,15237,9697,19445,11951,7999,8481,8743,6421,9143,15625,2945,21731,6123,10820,8523,12417,17973,20217,14001,22593,12495,22710,2557,9618,20492,9091,14477,5083,12492,10741,19934,39925,7313,12110,5653,3499,30955,43808,3547,6920,26566,37138,17242,29970,25813,12829,7113,10004,50737,5615,22469,19956,29579,45834,9629,4533,8550,21482,17724,41772,13475,42493,49210,6670,934865,23415,167065,7321,48890,65215,35134,12926,28738,20669,
P42-PWY,10325,3555,12067,17342,22982,15086,12440,13811,20426,25910,11541,40171,10851,21631,391,22281,19393,20497,27201,30522,7322,29405,34051,14342,16494,15650,13029,21195,12133,13239,15308,5472,6727,1663,14419,12372,28661,27267,27199,25260,18321,15698,9883,20005,6050,22738,11317,9768,12355,10622,19164,23675,790,31771,32213,4435,11045,34686,20071,8468,12450,13652,14975,14483,61097,19497,16674,32775,31097,35275,29251,6631,16686,19154,5464,24804,9935,12801,18736,3813,6922,2117,21380,11156,19644,19771,11353,7465,7575,18916,26417,25787,11089,15188,32366,19745,13021,7068,5584,6239,27408,37480,5740,6203,18582,46954,68601,27794,56207,5311,6144,9586,77097,15578,17015,35105,148642,41172,13441,13868,11922,29162,54733,34299,16396,30812,90353,6679,90443,26033,115603,10033,51016,7377,13007,4091,51085,44575,
P441-PWY,14697,17426,9901,19922,44870,9442,23321,10665,25249,24222,23252,21115,14076,22653,20359,32834,21329,21400,23343,27439,11206,46780,21035,20610,30988,23101,13347,22440,15388,19680,15884,6686,13394,18410,17643,17563,30254,35329,41066,24594,32405,15629,12152,31123,9304,12736,19875,12463,11275,17282,19055,20282,30875,34419,26033,7151,25643,36134,19496,11190,33681,23339,14601,20247,27155,25269,24968,38996,26002,21781,26217,12497,23788,21357,7160,27021,11666,17194,16871,15968,23528,26625,21442,28903,13454,29247,12775,10708,26236,34501,36126,15118,20148,20733,59257,44357,13891,13899,12964,7278,35008,81913,8984,16539,35111,84459,143599,77124,78500,21409,11585,16166,73539,13810,50504,49914,58860,57474,23194,12935,22667,50028,36012,165853,41693,32716,87780,10200,147022,24967,110580,16382,83417,69910,62906,20606,67820,48819,
P461-PWY,6598,19812,2439,7675,20372,4203,9892,4210,10873,22863,12145,11036,8445,9513,22899,8165,12458,11378,9400,13417,4577,20642,8727,7885,15062,9135,4736,18861,7048,5786,5907,2761,5357,20684,9122,8197,8186,14850,10056,10280,8517,6425,5927,12700,3664,5198,22494,2631,5985,8222,9203,11265,34710,9548,13819,3490,4523,14868,9190,5137,38102,25539,6524,3470,12238,5890,27362,17406,11244,8337,10421,5735,8714,12497,3045,21639,5073,7166,7758,18022,25615,29799,9815,32696,6533,30009,6690,1918,29741,16286,17245,5138,7280,9291,20937,16533,4786,5316,6396,3127,20054,35480,3291,6622,15240,50847,83830,33546,34788,9748,3541,7088,29099,3789,28218,17155,16381,33085,8492,5241,11376,17587,12264,94433,23350,13392,44526,5314,46606,11434,61592,7432,26788,11050,30573,7080,18913,13587,
P562-PWY,988,9,1988,1081,1479,1346,701,413,1906,383,4852,4411,621,1503,195,1888,1261,4411,1743,993,2133,1899,769,778,725,3323,598,515,1732,3256,1942,807,2199,45,1446,1802,1326,979,811,2987,1822,984,774,834,1428,322,136,265,3280,1452,1038,2180,139,944,1355,610,2278,890,1027,736,29,231,264,1082,289,1408,437,2567,657,496,542,987,933,987,598,1355,669,3121,1283,81,321,152,1075,222,2913,348,681,615,165,840,3238,419,1993,950,1453,5510,3261,791,731,209,5563,3615,355,771,2466,4816,1511,1489,3095,2781,706,4118,2206,1867,2975,3285,4512,15326,2663,1015,389,2349,1629,2371,3718,355,4582,1093,1209,3657,706,718,3465,4558,5225,3467,1687,5942,
PANTO-PWY,7043,12883,9852,13314,16360,10853,11647,9468,18116,18818,12914,28804,8505,23832,14823,19966,16148,15008,32009,21958,9733,21742,20269,11162,10229,17103,8834,15990,12414,13730,17496,3994,10317,13412,11656,14825,21591,16698,25761,19097,14398,21601,10143,14112,4575,10954,14878,7119,15060,9661,14829,16930,22473,27263,21042,3972,15307,20694,14470,8118,24905,16520,10466,13397,41110,24670,17891,18159,18003,21469,28694,6240,12368,14486,5342,18583,9574,11711,25580,11643,16895,19259,15014,21242,15718,20531,8359,8402,19269,12274,19191,17849,11713,10932,26444,30445,11625,9635,7065,3949,26321,39661,5851,9909,24931,48052,75908,34047,48353,14258,7090,9448,97263,11587,22136,31972,94278,38560,14516,7968,8693,25734,35018,40095,18999,161507,64784,6674,739894,20742,110606,7458,31547,12014,7550,4687,24497,18477,
PANTOSYN-PWY,8701,12891,11548,15785,21528,13077,15009,11300,22590,20240,15815,32602,9950,28804,14816,24361,18992,17888,37782,26965,11821,27988,28248,13880,13511,20821,11335,18057,15250,16303,20664,5036,12470,13414,14277,18257,26237,21546,31731,23119,18152,23289,11975,17930,5652,15974,14985,8918,18987,12108,16936,17464,22467,32318,22161,4880,19027,28286,17539,10163,25082,17018,13345,16835,46831,29440,18360,23936,23548,22148,34267,7625,15451,16342,6475,20749,12025,14785,29705,11717,17104,19303,17277,21387,18689,21503,10051,10476,19393,15966,24226,20454,14726,13331,37025,37700,13970,11896,9047,5308,26413,49118,6887,12026,31164,58728,96379,45155,57259,17763,8562,11566,114325,13693,27850,38367,100800,43942,16896,10569,11396,35766,46907,53958,22985,147810,76032,8011,682761,24166,105742,9965,43654,18283,12878,6970,36758,26683,
PENTOSE-P-PWY,9405,16792,6863,12164,31311,9337,19524,7135,26975,19913,10527,17083,9505,15525,19404,11387,12275,15228,17610,22269,5989,36370,33896,12376,18398,14109,11940,16005,13441,9213,10771,6187,8726,17534,12208,8911,25418,25274,20812,16934,18711,9173,10237,19363,5434,17761,19006,6809,6052,12114,14223,24209,29435,18815,31088,4739,8582,41063,14527,10400,32190,20874,15574,9683,30331,13016,22698,26242,22325,28322,19314,10787,16175,17678,6719,19471,13243,13204,21502,15231,21971,25272,17430,27336,8043,25909,10323,4842,24958,21622,28352,12628,9380,14809,55479,25294,13993,11635,11672,5536,33264,48417,6317,11298,40512,67039,105029,59263,52745,24414,7186,12377,110725,14302,34842,32942,37153,53200,13812,11081,16177,56564,60914,80641,28168,149580,75905,7933,611969,28110,131460,12539,58585,19464,38054,12958,45986,32621,
PEPTIDOGLYCANSYN-PWY,18632,17591,19938,28896,58909,25717,39078,20596,47704,30355,34827,48655,18165,51548,20212,49811,32669,36792,58361,47426,24050,67505,74231,28942,35545,42013,24419,29624,26515,30391,34061,11212,24865,18323,26602,37827,52885,50150,62332,46002,42990,32083,19210,41756,12945,57344,20738,18349,51111,26330,30471,24927,30639,54474,31540,9769,44489,84506,32436,20419,34575,25045,27984,40225,66540,50382,26632,58482,49322,28981,54645,13564,34137,28433,12058,34774,25124,41087,46086,16292,23837,26475,30616,29720,37959,31067,18254,24979,26941,44172,52703,31179,34534,28296,227518,94639,25725,23684,19410,14893,37959,93221,10494,21813,63624,98534,189104,152722,97515,35766,15104,22992,166058,21572,60561,68054,116796,66748,26947,28000,34914,175877,123692,227250,41580,125506,111031,13178,720655,37780,159402,30157,130030,138423,104923,46848,137242,102390,
PHOSLIPSYN-PWY,18817,21302,21446,30186,61050,27551,42253,22149,50273,34701,38826,53434,19036,56545,24312,54899,34934,39305,64362,49816,26722,69454,75559,30515,36517,45897,24818,32174,28841,32845,37424,11799,27242,22035,27824,42091,54364,50312,67021,49104,45783,35767,20409,41265,13831,56871,25065,18511,57611,28011,32045,25899,36851,56795,33097,10422,48753,87020,33816,21904,41849,30136,29519,43634,68635,54908,32020,58645,48732,28888,58434,13647,35979,29435,12697,36469,26559,45323,50996,19701,28336,31787,31775,35937,42085,36091,19044,27520,32616,45797,55187,32431,38139,29363,230233,110642,28591,26377,20559,14750,47286,104706,11069,24171,69386,107868,200182,158060,104851,38448,16703,25713,184988,22629,67272,75083,131319,74874,29876,27756,35997,179392,128292,233019,45709,229107,115491,14518,1009794,40599,184961,30979,128966,158943,120486,51621,125964,99581,
POLYAMINSYN3-PWY,873,162,1270,1762,3195,1477,2409,1718,2266,1791,2351,1435,2040,3125,25,3662,1963,2872,3357,2017,1909,3009,1085,2096,1910,3411,1360,1730,778,2207,2256,515,1590,255,2821,2679,5133,2811,2888,3009,3339,1505,846,2028,1226,743,495,1205,1368,1801,4291,3225,67,2486,4673,651,1689,2233,1913,1529,525,1535,1001,2896,2244,2396,1490,1831,1560,4454,1918,611,2443,4129,440,3217,1180,2794,2042,411,936,291,3578,902,2588,2047,692,1404,222,1486,2470,1467,2593,2675,2854,3392,1656,1175,699,349,2927,7525,705,1161,2670,5638,3246,3701,4115,1148,1078,1608,7866,1373,3601,4445,4383,6080,1155,711,1294,3292,3012,3592,2249,980,11663,642,405875,2345,49126,755,7882,5436,5683,1293,3501,2991,
POLYAMSYN-PWY,1542,11902,1754,4644,3634,2094,3185,1856,3063,12348,3286,3200,4435,4086,13686,3914,4863,4076,3929,3285,1955,3801,2375,2263,2199,3579,1595,9911,1448,2863,2586,749,2172,12460,3351,3027,5505,3143,5032,4244,3654,2806,994,2404,1300,1243,13158,1749,3269,2282,5964,7191,20860,3284,8685,776,1793,4615,3136,1591,22521,14088,1553,2884,2673,3011,15248,2705,1934,6053,3838,640,2839,7051,815,10618,1952,3605,2596,10571,15086,17805,4608,18989,2888,17325,915,1641,17345,2373,3869,2569,2685,3105,5379,5881,3006,2140,1284,640,5089,13624,1611,2652,4758,10708,7080,7700,7817,2709,2633,2833,14917,2509,6642,8122,8209,10453,3350,1340,2567,6218,7106,6470,4793,1857,21001,1168,631661,4352,71102,1357,4408,2350,5757,1060,5487,3997,
POLYISOPRENSYN-PWY,12356,14328,11246,17000,44030,14175,23296,12032,30778,22486,14436,32705,11061,21774,16790,22551,19067,20359,29194,28484,7562,51517,59636,15423,27440,17199,14003,19815,15827,13786,15526,6695,11285,15202,13740,12494,26895,33289,29742,24057,21849,16284,11717,24122,6045,48826,16722,10267,12369,14881,18247,17752,25453,32984,23348,5408,13291,65955,19653,12130,27920,19127,20377,14037,52163,21139,20827,45800,36206,23585,29873,10939,19205,18253,7862,22740,15502,16428,26149,13013,19533,21940,19264,23645,18432,24943,11822,7092,21453,35227,33588,22527,11952,16213,183750,16064,9786,8653,14050,11481,21958,44159,4913,10000,39302,64732,144911,120839,47043,24293,5386,8860,102624,11989,32421,28123,96288,48365,15029,21587,26239,139130,95461,181146,27219,119492,68160,7236,661300,29567,120057,24091,76671,41621,67110,18016,75824,57746,
PPGPPMET-PWY,265,6858,431,3223,670,197,577,223,353,9381,400,350,3036,404,8292,419,2931,3776,515,728,293,1220,209,688,758,536,185,7834,261,393,365,134,110,7523,489,422,589,493,606,448,673,489,140,234,312,98,8060,1074,563,774,3634,3245,12571,386,3435,58,267,788,1192,310,13498,9994,157,530,640,231,10188,489,410,2060,466,299,401,4570,45,8242,419,418,409,6626,9694,10857,2249,12118,485,12151,113,316,10941,677,205,204,289,1002,623,1606,218,339,177,56,880,1207,326,450,713,7895,431,584,1127,491,636,172,1035,173,404,535,1093,8400,197,84,154,1432,1102,676,431,471,11479,137,13430,982,1593,264,4471,293,4646,363,376,320,
PROTOCATECHUATE-ORTHO-CLEAVAGE-PWY,0,0,0,0,263,0,0,0,0,0,0,66,0,0,0,0,0,619,0,0,0,1195,0,66,442,114,0,0,0,0,42,0,0,0,0,0,0,0,24,104,0,50,19,200,12,0,0,0,0,42,185,0,0,0,0,0,0,0,0,0,0,0,0,0,602,0,0,77,82,0,0,347,0,314,0,0,0,0,0,0,0,0,614,0,0,0,0,0,0,322,0,0,0,98,1,1,3,2,2,1,660,9,2,2,3,1,1,1,1,1,2,2,9,3,1,1,1,182,4,1,1,1,1,1,4,11021,1,2,14214,42,667,1,6832,2,2626,0,7,1,
PRPP-PWY,8753,13599,6027,13853,15371,6389,9598,3566,11696,21167,5676,6651,10148,10690,15808,8973,14615,16219,14052,12332,4137,20784,19624,8105,9261,8439,5928,19099,8215,9637,7423,3463,5139,14298,10115,8111,15698,14235,14101,10134,10620,9867,4197,9743,4450,13322,15884,6788,6558,8362,15572,13635,23942,11776,16730,2252,6154,23340,11656,5150,26548,18667,4776,5934,14073,7121,20053,12572,12432,14120,12350,4045,7850,17213,3168,21825,7694,9888,7958,12488,18478,20662,15162,22785,8282,23535,4736,3884,20636,9520,21039,7508,7237,10796,22694,14354,6151,6327,4530,3918,31411,43531,3310,6121,15871,27076,17840,17088,29268,10437,4751,7021,50404,5280,14585,14697,17455,50207,8849,7890,8924,23168,11715,22360,15999,66318,58590,4397,264267,19296,156485,10087,47377,6524,24188,2043,18903,13686,
PWY-1269,3903,16919,4948,9337,7582,5813,3953,5292,5911,18866,3985,16075,6099,7527,19700,8420,9494,8781,10922,12606,2401,8544,12750,5900,6025,5384,5141,14018,4386,5374,5674,1921,1841,17791,5698,4013,11652,10400,11721,9267,7198,6280,3489,8208,2197,8100,19005,4762,3604,3553,9774,11330,29893,15665,15405,1697,4766,10966,9490,2872,31975,19231,5285,5030,32175,7666,21566,10944,12881,16904,12827,2239,6756,10532,1647,15586,2952,3589,5813,15044,21900,25526,9677,26971,6826,25763,4757,2460,24603,5840,8952,12806,3787,6046,14429,9467,5212,2962,2183,2658,12604,20175,2848,2932,6849,19263,27744,11555,27323,2720,3029,4015,33529,7212,7965,16237,81645,18327,7800,5768,5008,11745,20974,14439,9008,131638,46819,2795,730270,5799,100472,4136,13520,3529,1918,1593,19341,13769,
PWY-1622,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,113,0,0,0,319,0,24,17,30,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,11,0,0,0,0,0,0,11,27,0,0,0,0,0,13,0,0,0,0,0,0,0,15,0,0,0,0,0,14,21,0,29,0,0,0,0,0,0,0,0,239,0,0,0,0,0,0,65,0,0,13,45,1,0,2,0,0,0,6,3,0,0,4,274,13,64,0,0,0,0,1,0,0,0,0,967,0,0,5,3,3,12,8,4,72,0,149,2,18,362,590,6,363,0,0,0,
PWY-181,38,0,32,20,71,0,0,0,21,0,0,0,54,45,0,0,0,185,39,0,0,780,47,38,148,72,26,0,0,27,0,0,0,0,0,0,0,0,0,31,0,0,18,52,16,0,0,0,0,33,40,0,0,0,0,0,20,0,0,0,0,0,0,0,275,0,0,0,0,0,22,71,0,40,0,0,0,0,0,0,0,0,409,0,0,0,0,0,0,107,0,0,19,92,19,0,6,0,0,0,15,9,0,0,10,656,34,163,0,0,0,0,3,0,0,0,0,5816,0,0,15,16,16,35,18,337,192,0,2008,6,230,1286,2538,12,1855,0,10,0,
PWY-1861,5584,292,9262,10544,16847,9724,11650,6222,15794,6411,19801,19976,6770,22913,58,26666,13102,15146,20287,9342,11448,16407,13611,7535,8035,18089,7119,8059,8455,11722,13179,3848,9164,88,11654,21825,20990,16694,31552,19918,17083,10557,5792,18827,5947,8892,1297,5023,22652,8334,10056,13948,230,28167,15865,2764,14106,18322,12367,6993,2239,3438,6215,11613,17615,14901,4129,14207,10155,11580,24064,2128,12317,7215,3020,11518,7721,21328,13169,900,1844,413,9581,1699,17879,4851,4882,8572,1999,8095,20383,10861,15710,10440,26768,59288,17522,8836,5313,3486,22227,44886,5853,10026,25189,28949,21651,16882,39916,15739,8122,16913,49617,10656,35537,32264,67587,22027,14885,5294,6950,27796,25134,37322,30402,4716,46345,6180,12570,29897,29799,4198,31807,30344,44278,9439,28846,39896,
PWY-2941,12260,830,7918,11897,41014,11436,22540,9526,28159,9642,14207,22932,10099,18416,511,20826,14392,15548,18106,28045,7959,46223,56610,15076,25143,18542,12853,9691,14149,11968,12858,6018,9752,848,14956,11910,26781,33141,29175,20592,21459,13982,10813,30778,6745,46468,2385,8242,8679,14988,14678,9308,1029,33184,15870,5592,12567,63695,18801,12197,3600,2920,18660,11918,37703,18394,3762,44296,36122,13819,28631,10438,19049,15756,6489,12960,15918,18106,25864,1570,5266,3053,18342,2139,10438,9506,11944,6555,1787,32746,35092,16529,10471,17752,203930,9666,6605,5049,14767,12026,19065,34334,4370,6543,39544,61905,153337,133830,37201,25681,3626,6860,104402,4198,30719,11922,11068,45432,10797,23769,23731,158478,104402,203912,25076,5491,45533,4870,12848,28739,90992,25184,76397,28085,70049,12951,65565,29787,
PWY-2942,18497,19576,21234,30405,56610,26839,39663,21419,47371,32736,37334,50039,19269,54114,22434,53236,34302,39235,60004,47686,25734,63749,71851,29631,34302,44245,24145,31672,25985,31651,35830,11169,25440,20330,27755,40698,54621,49103,65556,48794,44326,33017,19196,42254,13775,54841,23000,18874,54549,26982,32573,29852,34002,56295,37486,10127,46923,83733,33701,21065,38381,27621,26868,43289,63500,51739,29429,57395,49406,34372,56153,13100,34535,30055,11516,37094,25736,43664,46544,18103,26266,29335,32491,33010,40001,33917,18464,27192,29916,41837,54703,31514,36459,29865,211896,103182,28965,24397,19170,14031,41531,99650,11075,22406,65633,101942,179141,143991,100600,36077,16322,25229,165333,24521,64954,73650,124184,70431,29396,27188,31457,165850,117874,216136,45099,155167,119863,14009,1026221,37720,193958,28781,132164,143389,98770,46072,134535,105572,
PWY-3001,14505,15481,20057,25767,43344,25128,32969,18847,39707,26300,34547,45289,16541,50374,17858,50353,29308,35735,56566,36342,24139,50542,48159,23806,26049,40475,20088,25476,22355,29967,33434,9440,23700,16177,24526,38156,49356,40416,62103,46414,39502,31611,16674,36619,12067,31875,18141,15624,55109,21021,28164,22821,27079,51918,27937,8907,45255,59470,27644,17498,30393,21928,20058,40820,55929,48710,23326,41619,32900,27500,53095,10026,29677,24136,9798,30337,20955,41579,40817,14223,20741,23282,26447,26007,39188,26676,15324,25800,23543,29703,44027,28308,34180,25396,97039,109526,30865,25695,16934,10452,42969,103989,11825,23186,62518,97068,136512,84785,102992,33528,17631,26692,163538,26306,65445,76649,138991,66536,32106,20571,24368,95126,83860,126532,44195,165924,121897,15133,988418,36343,180047,19643,83675,125611,61550,38027,84821,79673,
PWY-3781,2936,187,5351,6855,7532,6103,4674,7898,2929,4364,6142,26873,2176,7148,906,14018,8803,5153,11758,17500,2767,6421,13524,6701,8121,6302,1712,3475,5219,5607,5838,1034,1615,348,4715,3866,6957,5609,14737,8769,7860,8904,4080,6380,2100,5625,885,2122,4542,3161,5329,1912,852,22224,2829,1962,6083,8983,9657,3254,692,574,7480,3931,51792,9505,1165,4891,4744,2948,15651,1907,8054,3098,1064,5079,2128,3077,8111,493,1305,829,9248,1145,9508,1402,5781,2320,932,8760,7578,18709,3758,3495,5234,8610,2453,1896,1822,1003,20672,24454,2160,2834,4881,15991,22757,5828,17806,1872,2365,2543,31884,2602,8112,8404,82231,27638,8646,1473,2532,3832,18157,8074,9658,393427.2126,23858,1650,2219584.614,7760,163477,2801,32807,7048,12724,1617,5030,2965,
