,Vil1.01B.FP11,Lyz2.02B.FP222.S70,Itg.22.FP518.S21,Vil1.03B.FP35,Vil1.13B.FP153,Vil1.07B.FP82,Lyz2.07B.FP283.S81,Itg.20.FP508.S11,Vil1.10B.FP115,Vil1.10B.FP116,Vil1.04B.FP46,Vil1.14B.FP163,Lyz2.06B.FP271.S69,Vil1.02B.FP22,Lyz2.01B.FP210.S58,Vil1.05B.FP58,Lyz2.07B.FP282.S80,Itg.16.FP484.S87,Vil1.05B.FP60,Lyz2.01B.FP212.S60,Vil1.09B.FP105,Vil1.05B.FP59,Vil1.08B.FP92,Itg.20.FP507.S10,Vil1.04B.FP48,Lyz2.03B.FP234.S82,Vil1.04B.FP47,Itg.24.FP530.S33,Vil1.03B.FP36,Itg.02.FP412.S12,Lyz2.02B.FP224.S72,Lyz2.05B.FP259.S56,Itg.04.FP422.S22,Itg.20.FP506.S9,Vil1.09B.FP104,Itg.26.FP544.S48,Vil1.13B.FP152,Itg.10.FP460.S62,Vil1.14B.FP164,Itg.06.FP434.S35,Itg.18.FP496.S99,Itg.24.FP531.S34,Itg.02.FP410.S10,Itg.06.FP436.S37,Vil1.03B.FP34,Vil1.07B.FP83,Vil1.01B.FP12,Itg.26.FP543.S47,Vil1.10B.FP117,Itg.26.FP542.S46,Itg.16.FP482.S85,Itg.12.FP471.S73,Lyz2.08B.FP294.S92,Vil1.06B.FP72,Vil1.02B.FP24,Lyz2.05B.FP260.S57,Itg.04.FP423.S23,Itg.12.FP472.S74,Lyz2.04B.FP246.S43,Vil1.14B.FP165,Lyz2.06B.FP270.S68,Vil1.07B.FP84,Lyz2.04B.FP247.S44,Lyz2.01B.FP211.S59,Itg.08.FP448.S49,Vil1.13B.FP151,Vil1.01B.FP10,Itg.04.FP424.S24,Itg.08.FP446.S47,Vil1.06B.FP71,Lyz2.08B.FP295.S93,Lyz2.03B.FP235.S83,Lyz2.07B.FP284.S82,Itg.10.FP459.S61,Itg.12.FP470.S72,Itg.10.FP458.S60,Lyz2.08B.FP296.S95,Itg.16.FP483.S86,Lyz2.03B.FP236.S84,Lyz2.02B.FP223.S71,Itg.02.FP411.S11,Lyz2.05B.FP258.S55,Itg.06.FP435.S36,Vil1.02B.FP23,Itg.22.FP519.S22,Itg.22.FP520.S23,Vil1.08B.FP91,Vil1.06B.FP70,Vil1.08B.FP93,Itg.08.FP447.S48,Itg.18.FP494.S97,Vil1.09B.FP103,Lyz2.06B.FP272.S70,Itg.18.FP495.S98,SLCFP072,LYZFP308,LYZFP307,LYZFP331,SLCFP131,SLCFP078,SLCFP070,SLCFP023,SLCFP022,LYZFP355,LYZFP319,SLCFP005,SLCFP024,SLCFP053,LYZFP320,SLCFP095,SLCFP077,LYZFP356,LYZFP354,SLCFP112,LYZFP332,LYZFP306,SLCFP113,SLCFP071,SLCFP004,SLCFP094,SLCFP052,SLCFP076,LYZFP330,SLCFP054,SLCFP114,SLCFP006,LYZFP343,SLCFP132,LYZFP344,LYZFP342,SLCFP096,LYZFP318,SLCFP148,SLCFP166,SLCFP150,SLCFP167,SLCFP149
b08002696e45f7e121334d154e2f5d4a,2,0,2,6,0,0,0,0,4,18,0,1,0,6,4,0,0,3,1,0,20,0,20,3,3,0,0,0,3,0,2,0,0,0,16,0,0,0,0,1,0,0,0,0,3,0,1,9,19,0,0,0,3,6,2,0,0,4,0,3,0,0,0,3,3,0,0,0,0,4,2,0,0,0,0,0,7,0,0,0,0,0,0,0,0,8,16,6,18,2,0,9,2,0,0,19,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,10,0,0,0,0
204736c3bd4a4c1f840e9fc99a5155d2,3,7,0,42,186,35,0,13,10,304,29,72,11,66,0,14,6,18,32,0,139,27,24,6,25,10,5,4,59,32,21,0,0,57,118,0,43,5,24,7,0,0,4,11,30,18,14,20,199,8,4,0,7,58,7,0,0,17,11,30,3,59,3,0,0,21,7,18,3,131,2,0,3,3,3,0,18,12,3,3,7,6,6,16,3,6,17,34,32,0,6,11,7,0,5,21,13,7,28,0,0,10,11,0,0,0,17,32,0,0,0,12,0,5,0,18,7,5,0,22,22,0,10,29,4,8,7,16,50,0,0,16,264,8,26,1,12
bbf6f74f140636ff3f33ef2bc3d892a3,13,7,7,27,3,125,4,11,2044,1414,92,150,14,67,1,15,1,52,158,0,1264,29,86,31,46,17,53,3,14,36,11,0,0,124,1116,1,2,4,57,7,0,0,16,3,68,59,9,29,1029,5,67,14,93,140,26,0,2,22,2,146,0,377,2,3,2,0,19,147,3,285,15,5,0,6,1,0,39,38,3,14,17,3,6,1,6,6,147,45,103,9,2,1067,107,0,15,249,28,0,0,20,30,20,40,10,17,8,20,24,0,37,0,47,33,80,11,95,31,5,7,125,12,0,0,6,39,35,0,0,0,0,0,21,453,1,0,2,10
6f06d4c3412c12274598b1a4bc468d3a,0,1,1,1,0,1,0,1,1,134,1,215,0,1,1,1,1,10,1248,1,156,1,431,1,0,1,0,1,1,1,1,0,1,2928,142,1,1,1,775,1,0,1,0,0,1,0,1,163,39,1,1,1,1,30,1,0,1,1,1,69,1,168,0,1,1,0,0,1,1,1655,0,1,0,1,1,0,1,1,0,1,1,0,1,1,1,1,3,467,3419,1,1,1,1,1,0,25,1,1,0,0,1,0,0,1,1,0,0,1,1,0,0,1,1,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,1,1,0,3,0,0,1133,0,0
c8433912bf1d2d7d9dd177739211ae41,0,0,1,2,7,0,0,1,203,1043,15,834,1,27,0,19,0,11,217,0,481,2,731,1,0,0,0,2,15,0,1,0,0,792,640,1,6,1,297,4,0,0,0,0,24,1,11,47,1541,2,0,1,6,134,1,0,0,5,0,343,1,214,0,1,1,0,0,3,1,157,3,0,0,5,1,1,1,5,1,0,1,0,0,3,1,2,1167,323,851,0,1,97,1,1,0,966,35,20,0,2,0,0,0,0,0,0,0,0,26,0,0,30,27,0,0,22,0,0,0,22,0,0,25,0,0,0,30,0,23,0,0,694,75,0,2415,9,1
8a8c39a3e855256f236f71f39bf300aa,0,0,0,8,0,0,0,0,0,0,0,0,0,17,0,0,0,4,3,3,0,5,0,6,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,11,0,0,36,0,0,0,0,0,4,0,0,0,8,0,0,0,7,0,7,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,0,0,28,0,0,4,0,0,0,0,0,0,0,0,105,2,7,36,0,2
a172874a13d3e6df1391f0797d95d6bc,0,17,0,11,3,28,0,2,89,122,9,112,0,30,4,19,7,6,65,0,142,7,51,0,4,0,0,7,11,3,17,0,0,78,150,0,3,2,55,5,0,0,0,0,24,11,0,17,129,7,0,0,2,60,3,0,0,10,0,74,0,166,0,0,0,0,0,8,2,126,2,0,2,0,3,0,26,5,0,0,0,0,0,4,0,2,82,67,62,0,7,58,6,0,0,209,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,12,0,14,0,0,0,35,0,0,0,0,10,0,0,9,0,0,0,126,249,1,4,1,3
762fd96b2d1336974fba68fedd33fefa,4,0,0,7,8471,6,0,0,740,813,7,82,3,42,0,13,0,25,40,0,298,26,73,0,0,0,0,9,27,0,4,0,0,62,466,0,6620,0,36,0,0,0,0,0,41,0,5,7,791,5,0,0,4,36,5,0,0,10,0,52,0,327,3,0,0,3851,0,14,0,48,8,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,107,35,67,0,0,660,18,0,17,187,0,7,8,6,0,0,14,0,0,0,0,16,0,0,0,3,0,0,4,0,0,6,0,33,0,0,22,7,0,0,5,0,61,0,0,52,948,15,4,2,3
76d6be90e19a660c9a84b35fa31d801c,0,0,3,19,36297,0,0,1,764,1031,16,738,6,49,0,37,1,38,204,3,422,29,363,3,10,5,0,27,50,6,8,0,0,335,797,1,47370,7,331,23,1,0,0,6,41,5,26,93,618,22,0,6,11,111,6,6,0,23,13,537,9,190,3,1,0,31125,0,22,0,132,4,0,1,1,0,0,7,1,2,1,2,0,0,0,5,18,933,107,343,6,1,1093,64,3,10,8922,46,153,0,0,0,0,2,84,151,0,19,43,76,0,0,127,165,7,259,105,0,0,0,97,0,0,172,14,0,2,226,4,2112,70,0,2383,447,44,1838,21,21
861fb4882b4c65b68e5998bb89ad59e8,0,0,0,11,0,0,0,0,363,592,4,222,0,28,0,14,0,18,85,0,86,5,94,4,0,0,0,0,18,0,0,0,0,139,118,4,2,0,40,0,0,0,0,3,35,0,5,30,310,16,0,0,0,56,0,0,0,10,0,63,0,109,0,0,0,0,0,3,0,53,4,0,0,0,0,0,4,0,0,0,0,0,3,0,0,8,189,68,115,0,6,150,18,0,0,337,0,5,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,4,0,0,0,0,16,0,0,197,205,9,21,1,3
64864a4b76fc5cccc00f4e44f8dbcff4,12,5,16,26,5,11,9,28,64,238,27,677,9,81,6,88,5,32,296,0,342,108,1314,51,8,57,12,41,75,6,5,0,0,642,602,9,22,12,242,29,7,0,5,9,59,26,27,182,566,33,9,8,20,313,13,0,4,47,64,348,5,370,13,16,3,0,6,77,11,584,11,12,3,10,14,4,10,4,17,6,16,0,12,7,11,55,664,398,994,0,49,126,21,6,0,460,15,13,12,7,5,0,15,0,17,4,0,25,3,3,0,3,37,24,15,38,3,12,0,64,8,1,22,3,0,0,15,12,77,0,0,374,660,29,341,3,7
7186c67c129c329bce7d6c988267b231,0,0,0,4,0,47,10,24,0,12,9,68,14,9,0,8,7,23,17,0,86,4,44,36,5,21,11,5,5,0,5,5,0,35,32,2,0,5,32,10,0,2,3,0,6,14,0,18,13,6,35,6,15,28,10,4,0,6,9,55,5,44,4,0,0,0,4,3,0,71,4,7,0,0,3,0,2,19,0,4,0,6,0,3,4,5,25,31,88,0,2,3,17,0,0,10,61,0,9,0,5,5,0,0,5,0,0,12,0,0,0,5,0,0,0,134,4,0,0,0,0,0,5,0,0,0,5,0,0,0,0,34,85,0,4,0,0
46864a6aa122ecb439eb59a3c0542ee6,0,0,7,17,0,1,0,7,83,156,8,561,8,75,0,32,4,14,131,0,193,32,913,25,3,17,0,25,35,0,0,0,0,330,120,7,4,5,195,7,0,0,0,1,59,3,14,146,136,14,2,7,16,116,18,0,0,23,4,255,0,200,0,0,1,0,5,22,0,281,10,1,0,1,3,1,0,0,1,0,0,0,0,7,9,32,650,360,720,2,4,24,9,0,0,399,8,27,2,2,5,0,0,3,19,0,0,14,2,3,0,18,5,17,32,71,0,9,0,17,7,5,36,0,0,0,30,4,51,2,0,598,81,15,357,1,2
8f2b821cd45696bb55b164853a1917c3,0,0,0,0,0,0,0,0,66,141,0,9,0,3,0,0,0,2,5,0,25,0,10,0,0,0,0,0,0,0,0,0,0,5,43,0,0,0,3,0,0,0,0,0,5,0,0,0,142,0,0,0,0,6,0,0,0,0,0,13,0,15,0,0,0,0,0,4,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6,13,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0
2e11ee45d4ccab0775222da825d3bd42,10,0,15,28,7,14,0,78,32,107,22,683,6,92,0,88,0,49,391,0,273,60,240,77,13,46,11,28,34,19,0,11,5,433,141,17,4,11,270,40,3,3,27,8,72,5,16,61,106,71,13,5,14,277,29,5,9,24,63,318,5,303,19,0,10,1,9,53,7,172,9,5,0,9,20,11,11,13,5,0,46,11,17,14,19,52,92,210,249,11,42,25,14,5,12,414,9,8,0,4,13,4,24,0,5,0,6,48,1,14,9,12,123,7,2,63,3,9,6,253,16,9,9,16,3,6,23,10,38,4,0,179,801,2,187,3,2
a5641950b2a3a47827849d91242f0ead,5,12,18,38,7,20,6,29,13,122,15,896,6,184,4,94,4,71,200,0,272,38,1199,44,11,37,13,46,48,0,6,5,5,310,179,20,13,13,319,25,6,8,2,2,144,18,23,186,127,67,10,9,29,199,32,4,6,36,6,336,6,297,0,12,10,6,13,56,4,170,22,2,3,22,0,4,3,6,13,4,4,0,0,8,22,86,572,463,834,0,41,25,28,8,5,725,14,32,9,0,9,4,0,0,29,3,0,54,7,0,0,11,23,13,51,62,0,16,0,46,20,0,50,5,9,0,26,3,45,0,0,526,413,8,496,3,2
37e0f2e7c7ab2a2f738b92a61085aec0,11,8,7,9,2,116,10,195,6,22,24,176,50,47,4,18,8,102,34,4,49,14,2148,209,22,69,70,9,23,64,29,14,0,111,29,16,2,31,69,32,5,2,45,6,24,31,25,49,14,36,60,35,101,37,102,10,1,56,3,95,7,126,9,5,7,0,33,9,3,171,18,44,8,7,10,1,17,94,18,37,51,30,17,27,9,26,707,351,2018,14,16,17,59,3,11,96,129,0,17,19,20,0,0,0,76,0,6,15,10,0,10,74,1,18,11,326,4,25,10,11,23,0,3,6,10,2,22,7,26,0,0,148,191,7,55,11,13
6f0b4058c92e83c77533a218739a0e38,0,0,0,0,28,0,0,0,13,0,0,11,0,0,0,20,5,0,115,10,13,127,9,0,0,0,0,0,22,0,0,6,0,0,20,0,17,0,16,0,0,0,0,10,0,0,15,0,18,0,0,0,0,10,14,7,0,0,0,31,5,44,0,0,0,12,0,0,0,28,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,9,0,16,0,0,10,9,0,0,66,55,62,0,0,0,0,0,24,38,0,0,0,14,0,0,31,59,0,63,84,0,0,0,0,0,0,86,0,0,0,59,0,118,28,0,93,43,1,89,1,4
87ab9c664033e00f6b64f2afc71a6d90,0,0,0,6,0,0,0,0,18,68,0,54,0,8,0,7,0,9,22,0,46,10,46,2,0,0,0,6,6,0,5,0,0,25,42,0,0,0,26,3,0,0,0,0,6,4,0,8,74,0,0,0,0,29,0,0,0,3,0,51,0,36,0,0,0,0,0,0,0,36,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,48,22,39,0,3,23,0,0,0,52,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,54,0,8,0,0
3e514d4fe509d063c262ab3e3b224da1,0,0,0,3,0,0,0,0,0,7,0,71,2,11,0,11,0,6,27,0,14,0,103,0,0,0,0,9,9,0,0,0,0,18,22,0,0,3,27,0,0,0,0,0,7,3,3,39,3,3,0,0,0,39,0,0,0,0,0,39,0,36,0,0,0,0,0,6,0,41,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,13,24,42,76,0,3,0,0,0,0,28,0,4,4,0,0,0,0,0,7,0,0,0,0,0,0,0,0,4,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,49,0,86,0,0
5b74065cc4963be8f6447b2c9ffcbc87,0,0,0,0,48,0,0,0,133,462,0,371,0,0,22,52,0,12,18,0,624,34,603,0,0,0,0,0,22,0,0,0,0,0,525,0,37,0,133,0,0,0,0,0,0,0,0,0,740,0,0,0,0,0,0,0,0,0,0,196,0,15,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1008,325,819,0,55,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,209,0,0,0,0,0,0,0,0,0,0,0,0,176,1,1,0,0
eee9bab26577ab7978a3c7bb4a082922,0,0,54,7,7,2041,0,20,206,41,5,631,0,0,0,22,0,329,149,0,44,69,0,46,0,7,5,0,12,0,0,0,100,15,91,0,17,57,484,319,250,22,0,92,5,1988,10,0,30,0,230,176,0,2033,5,0,180,69,0,181,0,605,0,0,46,0,0,44,30,1651,0,0,0,131,529,333,0,366,0,0,0,0,83,5,58,11,4,1562,0,59,294,145,0,279,45,0,0,0,464,17,82,116,161,0,0,287,40,333,1,0,0,0,0,56,0,0,9,151,239,0,385,0,0,150,23,221,0,123,0,0,0,0,1,50,1,916,24
5167710b7280856d9e512a4f58068687,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,3,7,0,29,9,139,0,0,7,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,2,0,0,0,0,6,0,0,0,0,0,4,0,0,0,2,0,0,0,16,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,115,36,165,0,3,3,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,21,0,36,0,0
07a0081d4bc5233563d0269fc2c734d0,0,0,0,0,3,0,0,6,0,6,3,90,0,7,0,5,0,4,10,0,12,7,38,8,4,12,3,0,4,0,0,0,0,51,3,0,0,0,29,0,3,0,0,0,0,0,0,16,6,3,7,0,0,16,9,2,0,5,8,49,0,32,3,3,0,0,3,5,0,25,0,0,0,0,0,0,0,4,0,0,0,6,0,0,0,3,26,19,27,0,0,0,5,0,0,15,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,3,0,0,0,5,3,0,0,0,0,0,5,0,0,0,0,12,35,8,23,0,0
f7040b791e2687141adc7be4ad81afd4,27,1,5,6,0,188,110,172,4,34,20,235,65,79,0,9,89,75,46,3,44,11,117,204,18,34,46,6,11,25,14,44,0,139,55,15,3,39,95,58,1,1,29,10,6,82,22,38,44,34,42,72,135,53,316,32,1,90,4,115,8,86,0,3,5,0,58,9,4,224,20,15,43,5,27,0,9,52,12,13,37,53,29,66,4,37,144,81,166,9,14,18,79,0,0,203,209,0,13,17,9,2,4,0,47,2,0,4,10,1,7,47,0,25,0,629,21,6,2,8,0,0,43,2,14,3,19,6,20,0,0,112,283,2,97,2,35
5adc2daa2981bc07e21b14d53496ff67,0,9,9,0,4,0,0,21,5,0,0,4,0,0,13,0,0,10,0,3,0,0,0,6,0,11,0,6,0,5,3,0,11,7,3,3,0,6,3,10,5,804,0,3,0,0,0,231,5,36,3,9,0,0,0,0,9,7,0,0,3,0,0,109,5,0,0,4,7,0,8,15,70,5,4,6,4,7,7,128,13,3,8,0,12,171,3,0,3,8,8,0,5,11,1,2,4,5,4,2,3,1,251,1,1,1,77,2,1,1,1,1,2,16,53,37,12,1,20,2,26,4,116,1,2,1,3,1,615,1,1,36,0,0,429,0,0
f6fdab15a19dca0441b10f8c0969cb4d,0,0,0,0,0,0,0,0,0,5,0,11,0,0,0,0,0,0,3,0,18,2,24,0,0,0,0,0,0,0,0,0,0,3,25,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0,2,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,12,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,13,0,0,0,0,0,9,0,0
720832273d925b4115ed01c6d3df48eb,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,4,0,0,0,0,0,4,0,0,0,3,0,0,0,0,5,0,0,0,3,0,3,0,3,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,1,0,0,1
96c7cedbae877361d087a8b39206d408,0,0,0,9,12,0,6,0,7,8,0,8,0,0,0,6,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,6,0,16,0,10,0,0,0,0,9,8,0,0,0,0,0,0,24,0,0,0,0,0,0,0,14,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,7,7,0,0,13,13,9,0,0,0,0,0,4,10,0,0,0,5,0,0,4,11,0,4,14,0,0,0,0,0,0,25,0,0,0,12,0,71,9,0,28,1,3,26,13,1
b472d29ebb2e4b918cf5f7e0d7b46ce9,0,0,0,2,0,0,0,0,0,0,0,9,0,2,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,4,8,0,0,0,7,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,2,0,11,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,4,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,7,0,4,0,0
