#OTU ID,Lyz202BFP222S70,Itg22FP518S21,Vil106BDTT70,Vil107BFP82,Vil110BFP115,Itg24DTT530S25,Vil104BFP46,Vil114BFP163,Lyz204BDTT246S87,Vil102BFP22,Lyz201BFP210S58,Lyz206BDTT270S112,Itg16DTT482S77,Vil105BFP58,Vil104BDTT46,Lyz207BFP282S80,Lyz203BFP234S82,Vil109BDTT106,Itg24FP530S33,Itg06DTT434S27,Itg04FP422S22,Itg22DTT518S13,Itg20FP506S9,Vil103BDTT34,Itg06FP434S35,Lyz201BDTT210S50,Vil105BDTT58,Itg02FP410S10,Itg12DTT470S64,Itg02DTT410S2,Vil103BFP34,Itg08DTT446S39,Itg26FP542S46,Vil101BDTT10,Itg26DTT542S38,Itg16FP482S85,Vil1010BDTT118,Lyz205BDTT258S99,Lyz208BFP294S92,Itg04DTT422S14,Lyz204BFP246S43,Lyz206BFP270S68,Lyz207BDTT282S124,Vil113BFP151,Vil101BFP10,Itg08FP446S47,Lyz202BDTT222S62,Vil102BDTT22,Itg10DTT458S52,Itg12FP470S72,Itg10FP458S60,Vil108BDTT94,Lyz205BFP258S55,Itg20DTT506S1,Lyz203BDTT234S74,Vil107BDTT82,Vil108BFP91,Vil1013BDTT154,Vil106BFP70,Itg18DTT494S89,Itg18FP494S97,Lyz208BDTT294S136,Vil109BFP103,LYZdtt342,SLCFP070,SLCdtt022,LYZdtt366,SLCdtt070,LYZdtt354,SLCFP022,LYZdtt330,LYZFP354,SLCFP112,LYZFP306,LYZdtt306,SLCFP004,SLCdtt004,SLCdtt112,SLCFP094,SLCdtt076,SLCFP052,SLCFP076,LYZFP330,LYZdtt318,SLCdtt052,LYZFP342,SLCdtt130,LYZFP318,SLCFP148,SLCFP166,SLCdtt148,SLCdtt166
PANTOSYN-PWY,6165.8974,11021.986,2069.3581,18041.4033,26151.7623,5334.2654,18078.9143,39342.0375,4403.9303,22921.4595,4013.7247,6522.5713,6769.9065,8514.8349,6755.3499,2861.8368,11768.6734,7391.5459,1974.8644,11273.5695,1746.4465,6129.2821,17916.1803,23631.9337,12533.715,5685.7229,4799.295,8829.5323,15244.6603,23029.2539,9598.8231,4899.719,16848.8497,3016.5905,9215.0678,17790.4956,7788.1815,13368.5167,5861.1981,9410.9519,2597.2509,2782.8107,15963.5091,40373.1005,12493.9576,9186.4876,13896.4003,5455.4293,6322.5596,10210.2281,5200.1303,5011.0311,5356.9635,4323.3957,9606.1442,2771.6087,19609.8494,13065.8497,10409.4008,15678.3178,5627.2887,2637.7799,16757.6641,6707.5056,8368.03,19236.4609,19654.7217,1666.4382,1290.2505,2426.6976,8608.7902,9722.4084,4515.4546,48081.2394,3954.8079,837.5852,1475.2354,560.7364,3530.5304,7963.2931,7446.4125,3305.979,37089.9206,11326.7257,15014.4686,4381.4922,1866.2847,27483.1252,18719.6244,10402.0513,29208.4569,27456.3391
PENTOSE-P-PWY,6675.5808,7395.2912,2791.1321,22434.8119,21099.629,9812.8323,22836.5607,39046.8781,6309.2779,22574.0431,3212.9934,7769.9482,7533.1726,11407.8539,7428.2158,9696.36,17471.3615,10395.1707,2937.7648,12730.1282,1197.1263,8679.4298,28372.1901,11349.5903,39181.855,8235.7959,6721.8657,12194.9964,9597.2373,12926.1055,12186.2368,3192.4263,15355.0975,4625.2136,9395.0532,18519.9822,11172.7737,9812.4182,16127.3601,15091.7699,5165.0474,4574.2296,19059.0478,37108.678,25440.7139,4593.369,5084.2687,4741.106,3588.0732,9828.2597,4916.7613,6703.6134,4789.795,8097.3888,9312.3275,3716.205,23067.685,14800.6488,18308.2851,18402.2686,7812.6264,3838.4455,14364.8601,8216.9439,11681.8323,23175.5758,13006.0667,2932.7795,1493.7619,4742.9149,8401.8401,7194.1729,9079.3756,67969.6713,4264.4901,3672.2406,3416.0482,791.1527,7911.375,11990.9904,12415.5014,4403.0281,24567.0776,18987.3707,6674.5435,4861.6717,3402.6314,32901.731,16311.0477,20534.6698,28673.172,14581.6402
PEPTIDOGLYCANSYN-PWY,174566.0575,75556.386,2295.3645,52045.9271,54576.4067,22864.1547,49746.7641,79226.6091,16359.4106,56933.0769,171592.3947,47193.2124,14850.7692,70124.9901,15920.0798,18994.3345,137632.4036,11988.3605,116942.1247,53085.3384,110467.7323,22442.0308,48702.0252,30955.467,103102.7223,39187.6205,6067.8153,76218.4706,59394.1584,94836.9938,70523.6364,16317.3167,98925.8937,17598.3728,43158.6039,43142.3939,13108.2871,23632.1791,29601.6522,89450.8802,39384.5648,25455.5649,39402.5781,57567.1976,54013.2274,34609.7134,104056.882,14616.9077,62485.8885,70294.3537,89667.4137,5420.9008,12151.7832,27060.8589,49010.9326,3025.0378,45480.5201,24262.2499,36259.9275,31309.3097,59575.8359,7931.9437,34260.3275,45493.9511,36192.5285,42679.196,34224.6033,9874.8616,46697.0794,19282.0616,35109.5324,180480.0842,15453.3088,138975.4895,39858.7495,33863.0469,17302.9665,3151.1893,33716.9184,67250.659,40376.8126,81518.2717,117077.931,145249.9194,37416.8125,58485.7201,6390.1262,70371.8161,34348.4326,93054.4832,63283.3503,325366.594
PHOSLIPSYN-PWY,173038.1381,76475.689,2912.1987,55732.1494,49874.7013,23894.7073,47311.1581,80856.7321,16965.549,55188.4738,170536.7538,48081.9188,14362.9578,70631.326,15295.6792,19278.7499,138987.0483,12655.679,120543.3212,51962.2247,110774.2323,23303.8385,51636.4891,34710.7845,103859.3297,39984.8617,7305.6606,78662.5431,56920.7792,95534.4117,69536.4848,16016.1559,100185.2453,17756.1894,43886.7555,43404.1558,13677.6362,21154.1754,30935.6232,89727.8617,40388.0306,25957.6325,38039.036,59711.8967,55064.4371,32324.3231,102067.7396,14305.0393,63749.3921,67125.4868,90260.0047,6934.1674,11049.8281,28647.946,48852.8134,3850.9229,47096.5303,25652.9597,37241.2448,32699.6819,60093.4258,8072.3722,30813.5045,45457.4309,37623.1313,42415.3891,29402.0785,10142.9288,49303.8751,17756.765,35723.4282,176654.0023,16661.0962,142402.0638,41874.8011,37310.7093,17825.0523,3310.91,37181.6861,67561.2924,42161.6889,81999.8497,107364.0154,145578.0196,35683.9812,50664.0708,6632.3938,70849.0592,36455.6035,93998.2568,64932.3328,324256.139
POLYAMINSYN3-PWY,183.9404,264.1993,11.6305,703.3102,1816.957,1460.4786,799.7884,2831.3506,524.0284,644.8627,228.0352,658.4985,326.798,1017.5016,375.0046,152.6579,370.5189,250.423,333.5542,525.1203,44.0319,1414.5431,1744.8067,391.8811,853.7646,1360.7419,14.8854,292.3078,589.2476,277.1363,557.7757,250.1973,791.5714,338.4037,1593.3347,632.3875,496.6574,371.2192,781.7606,945.5081,346.5519,125.164,924.2903,773.9309,742.8259,338.2905,212.7516,69.3095,470.5854,207.4979,257.7354,69.8626,133.9876,687.1836,443.0181,25.4939,2775.1696,1562.1182,1498.5513,1410.9521,272.3344,353.6944,1099.0527,2532.9264,175.3965,1297.1602,979.7064,251.0228,879.7695,146.6908,531.5844,2270.7152,318.3154,2786.5703,699.4619,38.5756,136.665,25.7282,345.1067,736.0572,285.7505,110.762,576.9347,1500.6358,152.2273,297.0383,235.4557,2806.81,3600.344,329.933,3769.177,212.7088
POLYAMSYN-PWY,192.8852,530.0489,2514.932,1097.5058,3102.4039,2450.0574,967.131,3801.0179,1871.7084,1213.8345,619.958,829.9778,2725.4783,1016.6107,1794.4045,161.0171,379.9884,5526.6548,355.6372,681.7312,43.6918,2763.05,5060.7925,1238.4299,945.3322,2705.1697,5266.1861,416.2184,663.143,388.7357,607.3972,1404.2024,843.0759,1186.9327,2420.5074,900.0761,5713.1894,423.4752,942.1089,1084.7718,588.4785,132.0539,1029.842,750.5608,1183.4694,493.29,314.3821,1396.206,1341.3513,220.3951,315.1303,6138.1181,141.1598,2772.4568,469.8858,3361.4251,2927.8355,2534.6354,1699.1886,1917.8227,346.4962,375.1551,2093.0427,2816.8755,174.4112,1674.6657,5019.0774,610.9676,527.7429,150.7747,4353.2398,1855.4532,345.9409,2980.7069,1700.8842,50.9303,340.1191,200.6414,556.5775,757.3704,295.78,118.7556,602.4709,1562.0198,396.8551,382.1503,558.262,2963.9597,3902.1236,339.3985,4857.6455,214.2326
POLYISOPRENSYN-PWY,154977.6497,64984.6482,2147.8065,29541.5371,31768.809,17796.1238,35561.8226,37711.7435,12620.6228,44163.3565,153124.3399,33809.3223,9315.7594,61428.6329,11756.3511,14478.3401,123429.3046,10066.3711,98581.6496,45440.0638,99085.1709,16348.7461,33083.2242,20566.6331,86874.0022,32661.758,5541.3042,65914.9719,50106.8161,78281.1507,59731.2893,12886.0688,84903.1238,14968.5236,37277.3523,22056.687,11120.6043,16409.4661,24112.4144,78894.0329,35535.1388,19828.3728,29145.8466,44704.8551,45359.7532,28289.3324,91745.1275,11361.2135,55499.5307,58698.6146,80639.9454,5105.0575,8437.8795,18423.6793,42976.945,2834.1434,23593.4121,20562.0017,24849.4431,22757.4547,51710.4243,5818.2986,20852.0787,38034.3296,31460.5899,32114.0044,25133.0722,8252.3075,33306.3323,14600.0473,13427.3735,157316.5108,12281.8866,117964.5923,27854.9657,31393.5574,15595.2602,2504.9769,30373.2194,59105.1981,35724.2835,73439.0176,52868.5929,128615.2072,31766.0011,45387.6983,5018.2206,47411.6867,17964.5327,74039.0143,30398.9937,291620.2466
PPGPPMET-PWY,25.6233,0,2363.1171,45.6006,214.5619,816.8073,76.8182,107.4324,66.7417,49.9801,6.8749,521.0701,72.2843,241.5094,478.3298,17.4908,14.9993,7403.755,11.2495,386.8301,3.7499,228.3229,89.9244,246.193,29.9959,158.4517,5706.0042,17.4986,106.1613,156.7764,116.1769,38.0844,22.4978,195.2172,198.3737,26.2384,7698.2821,44.9617,9.3736,307.6771,11.2485,10.6229,338.5678,119.9049,9.9991,0,72.4775,200.5191,54.3542,4.9998,0,5653.0328,7.4979,472.568,178.4588,3155.5943,220.1232,2850.3752,180.2034,329.3575,3.7499,143.6484,94.834,342.4526,0,352.9541,175.7694,17.4866,99.846,0,227.2978,275.4286,17.4908,266.0496,154.0418,39.9824,72.3749,0,39.9843,136.7497,25.6194,0,339.5805,396.4301,8.7492,91.1666,22.464,411.9709,1404.453,10.6244,453.7431,18.1246
PRPP-PWY,3664.9905,6524.9457,2378.8565,4394.051,17615.1278,6563.086,18262.0265,18912.2731,2507.9504,15568.8442,1161.6253,5463.4833,4166.2363,24352.4916,7631.757,1262.9951,3723.7722,10761.8806,891.5996,10938.24,1036.1978,4338.2032,9378.8828,7265.8931,5547.9759,4067.5856,6129.5901,2475.4223,6064.4148,10889.4642,8000.7084,3047.4206,2377.7605,3831.7116,4691.023,3266.9593,11669.6138,8249.9467,2934.9477,13949.565,837.0423,1222.0654,10154.439,29553.6355,3905.5027,3163.951,7979.9223,6405.3486,3097.7626,3087.438,1717.1953,5671.7637,3203.6512,3685.4732,5017.4777,3150.6544,16695.8636,13801.0901,8737.7482,6117.0116,2422.5984,2810.8321,9871.1239,6283.9254,12744.0441,8485.7679,8716.7145,1049.4218,1817.8304,1051.0423,5695.7399,7592.0711,2844.5941,14716.0035,2897.7915,369.5627,2240.3798,325.2187,1852.157,1710.9375,6074.1687,1046.7326,13521.19,11592.9315,3769.3404,3976.6121,1848.6036,19535.8413,11471.0937,9274.2412,12630.5123,24327.6859
PWY-1269,2710.4826,4232.4081,2791.6436,8457.3978,15663.0562,2056.0482,9548.46,13900.2843,1380.9779,11682.8387,1739.2164,2657.4699,4693.675,3139.5794,3985.1261,1298.5907,3921.4895,6754.7363,617.1402,5619.7229,642.1264,2528.2641,7648.4911,11071.6984,5402.7037,2374.8633,5774.8166,3034.0563,7387.464,9530.1858,2925.3242,2446.9406,6665.4062,1484.8391,3498.5903,9536.3383,6823.2114,8417.3853,2099.1827,3312.3918,488.9488,1089.6536,9268.5651,27723.4889,5829.2443,4516.7042,7122.2364,2977.5201,2406.946,4333.6114,2064.716,6876.2892,2897.2942,1781.1024,3627.2342,3773.453,8748.0675,8417.9537,3751.7295,7022.9633,2416.3652,1178.0458,11335.9476,2887.6197,3441.1309,8945.4955,15638.5827,558.0792,526.8095,768.7457,5432.9377,4196.0759,1855.1771,19360.1812,1494.3721,287.8803,480.8148,246.0928,573.8487,2725.4799,2857.336,1152.247,20603.9869,3770.9191,7699.7459,1958.8106,875.7558,11815.1229,8340.1784,4230.3049,13587.6443,10151.1737
PWY-1861,10601.4848,3884.9687,11.9756,45662.8682,17892.3722,3957.6722,27298.6411,24710.6401,2669.5805,17631.7334,7095.2863,2880.7595,6317.9042,2505.0018,6824.4098,10365.9791,10101.5069,1724.0456,1743.4613,8116.5341,1410.4975,3397.9024,23180.3432,5483.8194,33064.3242,3910.9645,35.8994,4992.7132,15391.2655,2016.6717,12658.9713,3188.2855,9368.8796,2529.013,2890.27,39061.5724,1486.2388,9391.2405,11901.8522,3926.9496,2027.2023,3119.2337,14216.5543,1836.0123,17906.4092,13009.2943,2446.7706,2563.0806,2276.1214,26830.118,9432.2742,33.9197,6600.9722,3322.0773,3732.633,89.9721,14057.9295,1634.7053,13999.9914,12880.0469,19574.6761,2075.4913,13576.8641,5858.036,7987.6109,13999.7545,7155.931,1407.013,1490.2871,10695.689,7294.1612,25655.3196,6914.5165,38707.8982,1485.3273,2033.7688,1509.1752,413.6094,3120.9038,3330.5491,7365.6051,1499.5429,59035.5411,5519.498,2909.9862,35774.897,2815.7131,13182.0772,20778.0567,16171.3927,33009.7774,4021.3269
PWY-2941,155938.965,62292.7015,530.4356,37282.8158,36987.9419,15566.269,43362.1482,42725.2111,11064.4699,41392.8226,153830.2716,30527.0562,9715.5775,61850.0663,13255.8572,16617.5472,102427.9286,8319.4673,77646.3618,46458.9061,98623.1217,15718.1011,32528.8642,12900.591,91405.0181,33574.6047,3420.6974,65918.0874,41889.4995,78040.6812,57644.008,11891.4377,67764.5532,15335.0431,29851.7033,33387.9993,9181.3091,18251.9772,25326.677,79467.3072,22038.9725,17854.0562,30528.5813,47152.2601,46950.2443,26872.9902,92626.1539,9688.483,42163.6131,54112.8614,66984.6419,811.5566,10168.2506,17980.3582,39077.143,518.6205,24993.3105,21198.8771,27957.1689,23706.2058,53383.9383,5507.8156,19853.5727,38599.4809,29878.5671,28760.9304,20750.1845,8068.264,34035.2237,14014.8323,12828.1097,160672.8938,9025.273,119619.4949,28413.3566,24495.7882,12154.084,1657.3535,30878.1565,57053.2529,36718.7532,65762.4323,80169.5862,129820.3019,32551.4841,52191.6158,5199.483,50952.6506,6359.0392,73679.4198,26006.0521,286919.2795
PWY-2942,157385.4642,67930.0425,2652.6096,56435.7516,53056.8893,20666.8224,49242.2004,81325.2223,14676.9164,51185.8026,154638.8357,42292.3905,15258.9961,64617.7373,15875.1542,18603.1712,107204.7614,12481.6673,91574.1142,49348.503,99543.4198,21645.1493,49352.2432,30806.1742,97318.7949,37188.0919,6708.4052,71655.5571,46371.8759,89696.5754,61460.4092,14308.6843,78085.399,16642.0804,34366.3119,46434.4019,13411.6108,23400.6071,29239.1465,82203.2331,24016.6961,22206.5527,38957.1811,60699.1842,51936.7693,29167.9392,95249.0851,12678.3566,45964.8108,57621.5477,69641.677,6321.3659,11914.5777,26655.9668,41724.4853,3519.8614,46740.1198,24929.8001,35951.3078,30993.1339,54625.3282,7621.0222,34746.0072,42375.6691,32925.3651,39357.7205,34947.2439,9071.2608,45451.9126,15467.3127,35222.1094,163390.4761,13969.5369,136599.3395,38960.4859,25491.8724,12983.4943,2469.1297,31962.7452,59854.6268,38815.5992,67206.8321,112288.9352,133232.0037,36002.2351,52811.5462,6377.546,70453.9696,38031.1665,85227.5516,67558.4248,291114.8307
PWY-3001,26468.1314,19621.9869,2589.591,53494.3072,42813.9648,13416.9954,38072.6361,68896.958,9565.5494,39074.2498,16740.7328,16573.7844,11861.0121,24285.5742,11292.2154,14419.5156,30108.7442,10113.2607,11187.1388,25983.5906,6371.5835,12555.5262,39395.8739,29964.7103,58682.3188,18240.2827,6021.5231,19272.3876,30680.9613,31539.9433,29583.1132,8523.7457,34251.7166,8072.1575,16277.0515,44564.3396,10677.0825,19728.2005,20721.193,24581.651,7720.603,8987.4899,31644.085,39484.4585,35138.2269,19245.8894,27112.5876,8506.1521,12478.7768,34085.0373,18423.3618,6260.4368,9982.4697,12272.5484,18529.6344,3482.2617,43057.3154,13444.6746,30396.0548,23024.9236,21600.3782,6023.3625,29544.0002,21838.5975,17946.0639,33930.0238,28413.5595,4735.2942,14175.1404,12439.9024,19344.2894,49423.1762,10311.9975,92300.6445,9567.9092,4330.5521,4381.0557,1310.2822,8443.8534,22263.7546,16166.8488,8258.1048,89550.9273,36084.0886,19733.3169,37629.008,4408.0611,57038.935,37340.5282,41246.5133,64118.2179,46927.6798
PWY-3781,1775.1792,3320.7467,0,16483.4286,1212.824,1445.6049,8203.9812,5002.1893,763.0624,8858.8188,1287.4188,1629.6276,4654.0065,8325.1886,2776.702,1381.9402,4617.6016,649.6797,774.3656,3978.5541,267.0955,1859.5325,6814.3223,15019.6247,11551.9406,1032.6909,1,6179.0299,3169.8593,7407.1858,2509.7795,1390.4542,7961.5174,1131.0959,3434.682,11040.9384,1199.3364,7477.8274,3491.2087,2078.4579,782.2771,1836.4232,2979.5728,81.9601,10576.5051,2346.6397,809.6857,1344.0425,888.7845,3592.6185,2018.0637,0,2965.1776,1583.8812,1671.2963,0,2851.9097,62.9034,3810.541,9445.6235,3190.8675,845.4697,797.6208,2361.8833,2637.8657,9239.5156,9516.7932,537.6777,239.7126,1072.8558,5082.8056,2955.3414,2855.3915,32615.8248,1154.2921,413.0542,362.6525,203.8456,247.8058,1846.8274,3319.071,2085.4173,18635.2443,1868.6886,2295.8542,2918.2599,720.8242,2951.5738,2728.7146,8046.0358,2952.3825,5820.5879
PWY-4361,0,0,0,47.4162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.6076,0,0,0,0,96.6792,0,0,45.3301,0,8.2908,0,0,21.3156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.2986,0,0,0,0,0,0,0,8.146,0,0,0,0,0,12.5863,0,19.7799,0,0,7.7786,0,11.2471,0,45.8098,0,0,0,0,0,0,0,0,0,0,0,15.6029,0,0,7.9576,2.9788,2.6996,0
PWY-4984,944.1699,27194.6227,44.911,291.3731,7679.0068,6358.8383,13847.2997,14421.7922,4620.4974,11950.3901,2153.7111,4965.5315,5365.952,2099.7339,5748.5276,139.0254,824.3715,1092.0695,29370.3683,1564.4246,12355.6178,8507.5798,11165.0313,627.8117,3636.0594,6188.1639,153.5875,28012.899,13557.3334,34482.3979,4428.652,5300.3914,27278.7966,2396.1789,11791.4502,4649.967,1049.9618,372.4438,524.111,12376.4464,942.6533,5409.1308,1076.0308,10821.0738,2820.8742,10172.4288,771.303,3892.6847,11353.1071,22849.0873,24139.2771,14.9732,64.7419,7151.9701,633.1108,0,1082.2857,6554.762,1008.1658,11486.9412,21298.0661,97.8043,4687.7065,6673.2369,11481.7776,6385.979,8928.9465,2841.7247,5976.0013,2742.9562,12331.3613,7051.6002,4543.9218,731.2075,8379.8695,4866.2659,3784.1609,631.8034,8920.6679,3472.0398,14534.3943,3323.3528,657.2122,865.8466,10016.778,148.7421,1897.6792,1743.9595,5421.6808,14850.8535,9287.1955,32770.9256
PWY-5005,0,0,0,2.3996,0,11.1811,1.6079,0,0,3.1916,0,0,0,0,0,0,0,0,0,0,0,2.3991,0,0,0,0,0,0,0,0,0,0,0,0,4.0061,0,0,0,0,0,0,0,0,0,0,0,5.5903,0,0,0,0,0,0,4.0045,7.9852,0,0,0,2.3992,0,0,0,0,5.5871,0,0,0,0,0,0,0,0,0,0,7.1871,0,0,0,0,0,0,0,0,15.9778,0,0,0,0,0,4.7963,1.6079,1.6079
PWY-5022,812.7488,1521.1621,0,6474.1365,5181.68,1200.8061,3356.5983,5727.3118,620.3347,3580.4867,656.5422,804.0555,1838.8369,4483.5759,1232.2287,619.3667,2597.5104,950.2849,653.1268,1983.437,128.8973,917.7078,4523.7702,6123.7892,6256.8918,985.8418,3.199,3334.8831,1854.8837,3717.8918,3735.5799,694.5434,4361.1637,592.1522,1920.3482,3477.7498,1243.1242,3215.3784,1908.4937,1337.6287,449.1451,1060.0509,1584.8815,959.2823,6234.9367,1020.4283,369.8379,527.257,525.727,2582.4443,1200.0552,2.312,1306.2716,798.772,844.5361,0,3481.1625,1711.6944,3748.8111,4886.6942,1979.8259,629.6293,2632.5022,1321.6306,1281.969,4352.7294,3444.2315,474.0781,179.6998,542.5008,1691.9669,949.3246,1013.3797,19661.4987,593.5212,263.0472,288.4573,100.6452,853.9005,2073.4839,1452.4731,1659.7272,8189.4052,2072.8287,1077.7616,1590.0161,304.3489,4464.6456,2493.262,5325.1266,3938.9259,3071.7666
PWY-5088,1.9281,0,0,1.9282,1.9999,2.2463,2.0453,7.1458,2.1732,1.9999,1.9792,2.245,2.1947,2.2398,2.2444,0,1.8945,2.2488,1.7981,2.244,1.7985,2.2335,17.9637,209.2813,1.8943,2.2202,1.4998,0,2.1062,2.2311,2.2141,2.1699,1.8946,2.2375,2.2354,1.7999,2.2487,2.1816,1.8522,2.2043,2.0739,2.0656,2.2389,0,0,0,2.2121,2.2386,2.1897,0,0,0,0,2.2437,2.233,0,3.3747,2.2491,11.6244,223.0327,1.7993,2.2316,0,2.2428,0,2.2198,2.2339,0,2.2257,0,2.2358,2.2394,0,2.2414,2.2353,2.1915,0,0,0,2.2076,0,0,2.2437,2.2433,0,2.2257,0,6.6508,0,0,0,0
PWY-5097,157332.3535,67683.3038,2568.2285,56972.0311,52719.0762,20540.6355,49470.1821,81271.52,14569.0311,50889.2421,154567.0742,42081.565,15192.4317,64217.6179,15862.0778,18942.9669,106101.3131,12225.4083,90480.9876,49255.361,99450.248,21533.8331,49962.5756,30813.788,97715.9008,37091.8544,6516.8898,71709.2069,45664.594,89505.2044,60979.7662,14132.192,77009.2634,16633.6965,33851.3695,47219.5476,13143.7675,23271.7186,29405.1646,82133.6612,23457.6247,22071.9487,39158.6869,60290.1248,52137.7778,28860.6759,95095.4795,12558.5423,45162.0776,56945.3947,68753.8567,6116.7338,11903.8778,26474.7013,41462.7723,3407.5137,46503.3197,24685.8259,35856.1358,31017.4596,54491.8248,7602.7955,34563.4621,41948.583,33040.1807,38998.2139,34538.7686,9053.2208,44497.0247,15279.7151,34909.5615,162972.8729,13969.0715,136599.621,38606.4041,25163.5653,12814.5619,2427.2725,31951.2597,59562.3506,39030.8748,66704.1271,111921.2528,133033.4623,35928.7847,52753.9438,6467.5228,70198.1122,38420.1771,85116.2213,67778.6728,290411.9028
PWY-5100,220435.8277,94021.0981,2138.2955,58034.9161,59782.0809,27945.0839,59381.4134,86397.3638,20706.7403,70262.8158,216796.0454,55637.0262,13384.1352,89016.0377,17762.3826,26406.1861,183831.843,12327.8362,146502.7533,65618.8324,141523.3847,26697.1772,66557.73,32643.9226,136310.2401,48265.278,5140.8849,94346.5956,73894.3021,112861.0024,93141.8877,19285.1558,123377.9193,21915.6596,54529.4112,45586.3182,14030.3863,26626.1085,39720.6095,112879.2066,53637.5543,31005.7144,49546.7943,63952.8683,69846.5403,42875.3175,129651.1602,17064.2851,79846.9814,87267.0782,115281.7491,5105.9501,14737.9054,29582.9513,63992.8312,2847.6426,58682.3327,28078.9898,43203.5623,36147.3766,72054.7,9618.1535,33261.6112,54589.7392,50010.8217,51464.6786,30867.5998,12584.2136,47302.1563,23694.2829,33462.4402,224502.5809,19209.8988,185667.2496,44108.994,42894.73,22231.8752,3669.8311,42152.0729,85251.0007,53879.8416,104087.2066,116402.0428,190135.3808,47217.8452,68729.7956,9060.2766,80875.1959,42991.9393,115123.5348,79696.4161,418687.1119
PWY-5101,15828.9106,11303.9837,2770.9782,65899.1509,38395.2939,10590.5133,41834.1516,74203.8469,7569.2796,35464.5017,9599.0384,9087.7472,12985.5457,17957.2724,11737.5883,15375.7957,18443.06,9303.7762,4915.3351,19364.0499,3138.7023,10525.5278,46451.8411,35037.4532,51198.028,12860.5574,6077.769,10874.2944,23929.1425,19372.1307,20492.8758,6666.0349,21057.32,5688.4985,10523.1957,54582.6956,9678.0974,19877.5674,19411.2432,15830.8783,4692.2912,5133.4238,31605.4056,41032.2112,30821.7675,15960.5148,16390.4813,6784.4521,6879.0132,27226.3341,11489.9005,6761.1962,9887.4674,9065.5474,12389.4885,3759.8137,49376.3975,14237.8151,32459.3902,25579.0093,18353.4399,5485.7332,28553.6953,15683.0145,14624.2145,33692.203,28912.3181,3474.3113,7724.4161,10621.2872,15490.87,32211.367,10603.163,79397.8735,5191.4431,3014.0769,3052.521,906.0708,6637.455,14824.2651,13605.7508,4776.5625,76079.2737,23961.3026,15731.3006,33519.1476,4683.8541,56342.6665,44290.857,25736.2742,74965.9115,28260.4179
PWY-5103,12784.2093,9198.6612,2769.4825,53835.6906,32289.4631,8276.4126,34900.6358,62721.8084,6047.3795,29557.1369,7924.4836,7299.3816,10662.4318,11682.7192,9685.7759,11861.8935,14132.991,8651.0564,3818.8204,15564.8539,2483.8512,8420.7656,36278.6519,30033.1356,39220.6431,10186.0043,6072.1781,8387.4153,20289.0424,16112.8319,16393.1926,5616.2214,17414.7267,4322.1943,8598.9804,45248.2067,8974.2486,16961.5219,15088.5927,12166.7388,3623.8314,4194.1685,25333.029,34040.8945,24334.9959,13747.0136,13446.0979,5506.911,5596.6794,23285.951,9561.2888,6752.7083,8425.1224,6901.5736,9869.2157,3747.6003,41694.8971,11074.2333,26836.1184,21277.5422,15823.7847,4468.1597,24099.7048,12319.1336,11142.9574,27714.4744,24904.2055,2684.8386,5247.0285,9102.4846,12963.3942,26255.878,8210.9522,63414.8471,4168.56,2262.2534,2287.7235,685.8605,5170.991,11661.1189,10392.1628,3723.92,65473.4121,17928.3237,13055.8959,28852.1997,3476.9276,46453.9234,37517.0943,19676.8049,61704.3653,21736.0709
PWY-5104,14342.23,12020.5337,2436.4044,54496.2059,36828.1416,10617.4123,38584.9468,71186.8455,7731.5298,33882.3014,8515.4146,10282.9579,12259.0715,13461.2788,10945.7333,15644.5891,18023.7646,8524.2795,5954.6195,17606.2867,3249.7249,10944.4969,47610.8906,32282.2569,49131.346,12913.641,5317.6548,12266.0373,21368.7929,20531.9587,19645.4309,6472.8104,21543.7893,5771.4183,10414.2173,47390.2524,8892.4552,18291.7186,18008.1444,14507.2363,4680.9894,5681.6438,31108.5147,36338.8162,29978.8093,14240.6377,14562.069,6751.4307,6980.873,24399.7551,10249.1098,5942.8401,9032.289,10174.8456,11666.1844,3300.0578,48599.662,13091.1069,30661.3359,23483.9893,16319.0334,5379.7716,27474.311,14988.2627,15136.0739,31104.1619,26993.9529,3554.0212,9542.5057,9747.5841,16634.8755,28341.9658,9847.3991,72168.772,6028.6555,2524.9166,2806.2536,968.3434,6388.7975,13503.7763,13731.3064,4336.8972,75802.5786,21681.218,14418.5709,29014.3678,4980.3845,54352.1491,43396.0134,27762.5441,73793.6488,24237.3456
