#OTU ID,Vil103BDTT33,Vil105BDTT57,Lyz207BDTT281S123,Vil1010BDTT117,Vil105BFP57,Lyz202BDTT221S61,Itg02FP409S9,Lyz204BFP245S42,Lyz206BDTT269S111,Vil109BDTT105,Itg20DTT505S100,Itg24DTT529S24,Vil109BFP108,Itg26DTT541S37,Itg02DTT409S1,Itg06DTT433S26,Vil110BFP120,Vil108BFP96,Vil101BFP09,Vil102BDTT21,Itg22DTT517S12,Vil106BFP69,Itg16FP481S84,Vil103BFP33,Itg08FP445S46,Itg24FP529S32,Lyz206BFP269S67,Vil104BDTT45,Lyz203BDTT233S73,Lyz207BFP281S79,Vil107BDTT81,Vil104BFP45,Itg12FP469S71,Itg06FP433S34,Lyz205BFP257S54,Itg18DTT493S88,Vil1013BDTT153,Vil102BFP21,Itg04DTT421S13,Vil1014BDTT165,Vil106BDTT69,Itg10DTT457S51,Vil113BFP156,Lyz205BDTT257S98,Vil108BDTT93,Itg20FP505S8,Itg22FP517S20,Lyz203BFP233S81,Lyz202BFP221S69,Vil107BFP81,Itg16DTT481S76,Itg12DTT469S63,Vil114BFP168,Lyz204BDTT245S86,Itg18FP493S96,Lyz208BDTT293S135,Itg10FP457S59,Lyz201BFP209S57,Lyz201BDTT209S49,Vil101BDTT09,Itg04FP421S21,Itg26FP541S45,Itg08DTT445S38,Lyz208BFP293S91,SLCFP021,SLCFP069,SLCFP111,SLCdtt075,SLCFP051,LYZFP317,SLCFP093,SLCdtt021,SLCdtt111,LYZdtt317,LYZdtt305,LYZdtt329,SLCFP075,LYZdtt341,SLCdtt051,LYZFP305,SLCFP129,LYZdtt365,SLCFP003,SLCdtt069,SLCdtt129,LYZdtt353,SLCdtt093,LYZFP353,SLCdtt003,LYZFP329,LYZFP341,SLCFP165,SLCdtt165,SLCFP147,SLCdtt147
PWY0-781,2689.7461,4268.9256,2937.3119,7532.4764,9634.4013,4804.5527,5534.5199,3820.8662,4455.1304,8875.0763,3508.9613,8438.452,24616.9157,8872.9057,5976.4913,3394.8994,7977.8266,25741.7688,5830.5624,2155.5767,5084.8399,7790.1968,8213.4171,15483.0976,9906.1723,8975.5207,7133.0131,3609.5125,2182.2835,3948.0813,5196.9062,7474.5646,16528.377,5518.0673,3824.2062,7506.4851,6173.9451,5332.7145,4352.8213,7220.4057,8921.6471,2810.8426,1536.2031,5256.9005,7543.4,8699.9757,14424.1082,5003.6337,7775.2356,9863.8278,5147.6342,6022.7408,5762.8258,2063.6576,10071.9945,5312.0113,9564.6221,9096.5329,6259.9591,1452.7549,5024.5817,8729.8442,3241.3437,6849.4477,2190.8984,1137.514,4695.2739,3066.1217,4155.6706,24481.1291,2334.9789,1720.261,4361.8755,14766.821,9187.4621,18145.2441,2426.6212,31897.1529,3961.622,11728.5993,2346.0124,26606.7229,5816.0791,5101.7303,2563.7898,13524.038,6417.2628,9153.3102,20622.0118,15797.118,14298.1023,6000.361,14064.7636,7540.9832,6883.1441
PWY0-845,936.4818,4691.6053,1025.9601,3277.3313,4199.0217,620.5725,557.2534,625.6734,562.8265,5757.3481,595.1296,864.7164,824.4864,964.2436,1014.0602,940.4895,2902.7655,7614.4192,1955.3522,498.9016,785.8273,2041.606,1611.924,2729.3981,1283.238,1259.1195,958.0587,1182.099,388.8733,842.5926,5346.7106,2508.2035,1405.1859,801.1065,485.7224,1074.0709,6942.4104,2131.1846,1525.5058,2020.4365,9218.7806,291.6614,2073.9288,635.5812,6577.6397,2004.5266,1656.6477,1230.5556,1565.4414,2653.0016,1182.0003,684.9218,1284.5797,264.8767,1094.1019,586.6343,1375.1776,1105.4733,387.866,537.719,748.478,1464.5162,802.7032,892.1844,1814.6918,1615.7218,1153.8252,279.3791,3110.9318,6017.1182,1234.3014,586.8369,485.0864,2383.8287,3842.3,4721.1105,552.7415,2612.1677,1220.6783,1330.8092,958.8487,1819.0762,1433.9348,1343.1725,1027.2869,1283.2163,611.4488,2007.1495,1416.8448,5363.0209,2581.3184,868.7881,2164.3083,2649.3002,4806.0216
PWY0-862,251.054,4613.766,150.4238,2247.7207,231.086,112.0184,69.3004,96.7754,165.7916,6736.0585,49.3544,158.4888,2978.3936,125.6752,331.4123,181.8444,323.6241,9475.0134,176.1514,257.2989,78.2261,250.5401,120.2893,178.1831,123.407,197.3046,84.4506,385.1858,60.933,88.4459,5484.9469,170.3259,115.0619,124.5965,37.5132,131.0897,7139.4106,163.2662,153.7385,1289.9103,9475.6639,44.9258,193.5659,96.3239,7368.7405,86.9615,151.5022,203.2286,226.1438,214.8766,140.1791,86.7873,839.8396,46.6488,104.3342,296.16,99.5833,146.2553,75.1617,122.1592,65.2963,127.1672,74.0429,86.4302,517.2311,147.4022,284.3466,38.6432,252.5595,12485.8722,445.3268,150.7992,84.9985,830.5889,809.2217,934.8748,47.8827,1092.4604,89.7334,1199.6884,126.2285,648.5097,202.7341,282.597,84.9749,785.23,196.8487,497.3574,387.5574,827.5217,588.9971,274.8662,572.7128,1211.9454,308.3633
PWY490-3,1975.8965,24.7164,3708.8461,3687.9537,5315.1822,1886.4548,1736.0171,1946.3206,1160.7315,1499.0678,4935.3436,2045.4083,30824.2134,2678.0609,1840.6306,3644.7673,14094.3151,28043.4514,5877.4135,2941.2765,3006.7475,5492.587,10758.8714,7248.0672,5104.0039,2414.8039,1836.5724,2334.6787,1131.1106,4981.5891,132.7693,6037.8121,7582.5502,4669.6566,2902.8872,10569.6285,2.9999,7232.3632,3420.9954,2971.1282,200.1755,1246.7995,112.2806,3973.9505,291.9266,8120.7562,5060.5025,3693.1444,4676.0917,8443.3529,6958.8011,3781.7007,901.4945,682.6965,7051.84,1227.1534,4151.6325,4878.2506,2992.355,1355.3226,2180.252,3320.3324,3041.03,2077.3095,5092.6505,2033.867,979.6958,1225.4644,4742.9997,1913.8682,3062.2016,1994.6361,1173.9289,1733.8416,1444.8172,14115.5997,814.4432,14153.3714,2961.3242,2509.7731,2264.6536,6719.1413,5252.3797,5265.5269,1549.9535,5062.1437,4401.5669,3285.9321,3467.1984,11374.4684,10008.1302,663.411,3903.1147,4632.9513,9474.7139
PWY4FS-7,15409.4039,5058.9194,13391.6611,18927.5982,48372.8247,18596.6383,26508.7758,20367.6838,14131.9736,12133.9641,27806.9417,31675.2548,77164.6659,32916.7705,33520.6885,55651.3801,45776.8218,100136.6204,40438.8544,17957.5783,20332.6294,45389.7143,39015.8473,55134.761,32229.7945,36771.1229,21508.369,30002.7743,13157.3355,16579.1169,6337.3092,33252.6604,44328.4063,37089.3605,19099.186,32150.6954,12466.1102,44818.1591,66796.7934,22889.8943,10881.993,19407.6737,42468.4434,32401.8152,10000.968,48211.2897,42831.9966,71901.9411,50094.7962,33543.8071,35376.0326,24978.1729,47825.4603,9391.8483,32261.0894,40087.6225,42587.9751,33642.6765,26161.5607,11735.783,25539.3373,34276.7692,18431.8025,25229.8115,14648.8488,10340.7734,16551.046,16865.6352,19717.4994,178684.7679,27873.8866,9583.2117,24560.1017,340178.3203,97221.5718,104753.6707,12382.03,969325.6822,18061.192,343400.1816,10236.6519,989760.9324,23693.3038,28202.6345,20048.0049,130944.442,40963.9584,29996.8083,38415.4425,70861.1303,45585.7076,26268.5715,69607.8688,24428.7661,51619.5233
PWY4FS-8,15409.4039,5058.9194,13391.6611,18927.5982,48372.8247,18596.6383,26508.7758,20367.6838,14131.9736,12133.9641,27806.9417,31675.2548,77164.6659,32916.7705,33520.6885,55651.3801,45776.8218,100136.6204,40438.8544,17957.5783,20332.6294,45389.7143,39015.8473,55134.761,32229.7945,36771.1229,21508.369,30002.7743,13157.3355,16579.1169,6337.3092,33252.6604,44328.4063,37089.3605,19099.186,32150.6954,12466.1102,44818.1591,66796.7934,22889.8943,10881.993,19407.6737,42468.4434,32401.8152,10000.968,48211.2897,42831.9966,71901.9411,50094.7962,33543.8071,35376.0326,24978.1729,47825.4603,9391.8483,32261.0894,40087.6225,42587.9751,33642.6765,26161.5607,11735.783,25539.3373,34276.7692,18431.8025,25229.8115,14648.8488,10340.7734,16551.046,16865.6352,19717.4994,178684.7679,27873.8866,9583.2117,24560.1017,340178.3203,97221.5718,104753.6707,12382.03,969325.6822,18061.192,343400.1816,10236.6519,989760.9324,23693.3038,28202.6345,20048.0049,130944.442,40963.9584,29996.8083,38415.4425,70861.1303,45585.7076,26268.5715,69607.8688,24428.7661,51619.5233
PWYG-321,273.7981,3187.2023,181.3455,2624.1608,279.4263,135.0613,83.5933,116.6746,199.0139,7436.0211,59.7909,138.8425,212.9625,107.3434,397.2937,219.0708,390.97,8668.9636,212.839,302.4467,94.4493,302.623,145.4556,215.524,69.7984,136.2871,102.0784,460.5035,73.4803,106.7852,5450.3601,205.8803,139.0765,150.2922,45.32,158.2494,8099.9616,197.3447,185.7542,1519.5542,9499.7687,14.9547,233.8688,116.1635,7734.2451,105.2594,182.9519,244.8632,272.8844,259.8708,169.2915,65.6434,312.8871,56.2675,126.0237,348.5471,80.7726,176.4078,90.5594,146.5232,78.9205,138.6125,73.95,104.4188,620.956,177.8989,342.0183,46.5918,305.062,6481.2958,533.6231,181.6773,102.5376,1005.7427,972.1444,1126.161,57.826,1322.9245,108.526,531.7859,152.227,786.0002,244.5806,340.5041,102.7142,893.1393,236.8454,597.7609,466.1934,997.342,708.3893,328.2465,686.9225,1436.8155,372.9925
PYRIDNUCSAL-PWY,6237.2649,3750.5344,9430.8339,11314.5625,35706.3963,13892.3265,14052.4349,10364.6119,8126.264,7341.8698,14414.25,21138.1669,10567.4206,22058.675,14664.4465,9931.8094,9991.4886,49318.1752,22246.6008,8626.2384,13861.8038,34422.677,26080.7697,32520.9081,18623.0741,21811.0214,14862.3861,21796.7724,6883.7266,11679.2101,4410.2974,22131.8501,23682.5757,15214.7604,11939.8583,20030.5329,8858.3571,26232.1059,19210.2821,12258.9133,7571.4645,5589.96,4034.0224,20795.1998,6129.1061,28307.4485,26738.9195,16569.4211,23234.4024,22523.3147,22377.8799,13736.9919,4704.2495,4930.0669,20334.4005,24181.6939,19144.2042,26734.0042,21027.3936,4738.8388,14688.5688,17171.4632,9493.539,13735.0486,8920.4355,5520.3666,11285.8488,8772.4142,15675.0882,16961.8484,10936.2926,6950.099,17143.0965,219339.9911,19029.8876,83861.0121,6815.985,774482.2519,14250.6427,14209.9354,6170.3168,60325.4388,14220.9313,18296.4921,6722.6996,32591.3123,25153.2821,24823.0006,15145.026,60346.6122,27708.2229,12988.5903,36329.9088,14609.7611,31414.5863
PYRIDNUCSYN-PWY,5962.5067,3769.2095,9142.9774,10182.777,28813.3659,7031.6513,9065.416,7967.3039,6239.7404,6811.5133,13192.9024,14809.657,35632.5984,18498.3172,11891.709,12824.5622,22480.9712,42959.4916,22135.1894,7524.3011,10195.205,32457.2075,24918.9907,25790.6472,16182.9772,16284.3138,10403.3386,21281.259,6264.766,11161.5704,4471.9396,19324.151,21006.2848,14556.8051,8476.1566,18730.3649,8477.5538,22745.6745,19018.7861,10368.0161,7623.7359,4822.3307,3039.2152,13886.61,5933.5483,22554.5144,18697.3552,19320.0769,16836.021,26229.763,18115.0747,10847.3599,3854.8018,3818.2204,17782.4893,22279.9736,16581.2885,16006.2345,9312.0705,4900.0621,11212.2937,15423.4395,9298.0472,12045.2519,10300.8993,4899.6153,8110.8211,5789.4998,13535.6033,23291.7002,9494.0048,6138.3923,13189.1361,217236.7809,18505.817,63305.5813,4572.2159,774087.5542,11377.8002,17568.7614,5948.2689,887820.4796,13035.4951,16570.1153,7373.8181,68606.9184,22767.0221,17110.2759,13279.3399,46325.9488,23427.6037,12095.362,34133.7158,13067.1081,26538.9171
PYRIDOXSYN-PWY,711.4271,3646.1973,788.2032,2517.4138,3286.4118,476.1972,435.063,481.2094,422.4639,4420.7764,466.3221,668.1009,641.2837,749.8148,785.2976,723.1845,2275.2371,5209.6456,1530.1752,380.0822,604.4868,1596.5954,1278.1504,2110.4812,1005.544,978.6729,716.6815,905.6905,301.6452,651.6143,4148.4243,1960.4187,1100.7665,622.2479,380.5951,854.3964,5849.7646,1667.6358,1164.8279,1520.2804,7130.2996,224.657,1470.4251,494.195,4996.4895,1538.792,1277.8011,960.1601,1206.296,2136.8186,918.759,533.5084,919.4173,204.0184,873.9071,447.9082,1068.537,862.8246,299.9889,414.208,574.8648,1154.2213,628.3379,689.9338,1487.0544,1186.5296,861.9093,213.174,2323.6369,4465.8202,905.1243,451.0372,364.5868,1867.0927,2802.1416,3751.5079,420.7744,2059.7895,946.1887,1015.0516,720.6576,1473.1196,1086.8807,1041.7689,776.5479,1010.5824,474.7099,1551.8758,1026.9949,4273.9678,1992.4045,693.3994,1695.9203,2010.1955,3658.9817
REDCITCYC,549.1385,796.3953,82.7065,2407.636,155.3782,22.7232,27.9613,20.975,128.3085,6271.1167,30.593,24.4808,491.1572,89.0193,244.2574,78.4054,54.099,1828.7248,248.7707,270.5035,24.4726,115.278,45.4511,136.1546,55.9023,94.2372,24.4723,433.3679,21.8358,31.4504,3561.3851,96.5754,569.8445,43.6782,13.9893,63.7581,3076.6701,62.911,50.6705,1141.0432,5977.3251,403.8014,57.9106,39.3254,6657.4267,31.4794,55.9275,31.4673,66.3705,103.0049,110.7844,518.9576,151.6097,0,55.9103,319.1108,569.8061,43.7017,40.1933,153.1553,43.6698,113.323,38.4188,27.9688,85.341,0,41.8992,47.0941,46.2935,367.0547,69.7316,24.4506,0,484.8688,556.5098,604.7431,105.7053,582.5723,20.982,433.8926,33.1489,603.5888,94.1436,40.2089,20.9623,346.6143,40.2171,114.2606,22656.3834,502.9547,200.3823,13.9905,15.7455,1303.9367,104.773
RHAMCAT-PWY,671.4383,3625.337,1097.701,2120.4107,3818.4639,1500.3707,824.2357,1350.394,1183.5889,3902.4977,641.8837,1327.081,3076.7411,1320.3312,1045.6909,924.0472,1547.6595,9985.0898,1836.8401,591.3752,720.344,2281.6035,2250.9538,2365.9917,1280.5911,1809.5127,2460.4778,620.247,801.4522,1861.6898,4049.311,1533.4609,2034.2677,1776.5432,1148.968,1364.9171,8186.872,1592.7638,1720.8057,1623.2386,7000.4004,439.1654,472.4974,2084.9729,4876.8504,1549.292,1668.4814,3032.1243,3532.0422,2348.9684,1758.458,977.3412,1018.4515,463.2858,1111.9288,1324.0081,1838.6187,4803.0189,2812.7111,591.5819,2847.3053,1599.2572,659.1204,1909.2987,1264.0626,556.4154,1317.0271,566.4254,2827.6763,6896.6585,1480.734,581.089,781.4658,3665.2335,4820.5485,6605.1824,674.2591,3027.0971,2068.2242,2013.1219,910.3161,9600.1611,1264.1248,1239.8976,695.5927,3019.1512,2277.2598,3815.1529,1790.5216,8165.0825,2692.4874,1783.2663,3314.1325,1696.6236,3102.5904
RIBOSYN2-PWY,6777.884,3794.8164,8737.773,10234.5569,26354.733,8129.2438,10445.8191,10520.9457,7274.2071,7313.6307,14506.1076,14847.1593,10365.5771,20346.9616,13913.6457,11603.4987,16928.1669,48162.5226,23081.0304,9316.8818,11788.9067,23748.1498,21407.1981,28974.552,16428.6691,17092.1017,12311.6792,21558.353,7323.8738,10767.4342,4567.018,18531.6278,24267.6673,13833.9665,8117.1437,16268.7369,10822.9862,25936.5248,18110.8375,10740.6168,7819.0617,6729.1405,6517.998,14696.3798,6449.0459,23608.0474,23300.3171,25610.6574,18252.3207,22089.9961,18431.6817,12548.6984,5450.6168,4997.9616,16902.4625,23797.7309,21008.3853,17193.4983,11027.6926,5193.0032,12146.8695,19039.6015,9681.0427,12867.5915,10117.6749,5342.4643,8713.7646,6659.3254,13301.0114,29174.0771,10962.6234,6662.1291,13831.0861,238657.8433,20672.3823,63224.0479,5522.3315,784610.4374,11767.9565,18468.4211,6088.0469,942575.9332,14523.6261,16161.1851,7752.9497,73774.5503,21347.0442,17228.8208,22245.1235,46059.6463,23379.2091,14089.8152,36912.9877,15155.4131,26166.9
RUMP-PWY,3416.1514,92.983,4507.5092,4879.124,10783.7057,4127.4708,2938.7964,4510.8654,2963.0666,2475.9345,8174.8393,6793.1281,32417.1132,5505.5782,3022.7857,7213.6278,18123.0164,40598.6005,10181.1625,4927.1839,4216.1982,11399.5319,15254.9964,10827.8126,9929.6193,7644.6775,3091.7894,4206.4825,2386.8899,5749.6368,456.0692,9696.4464,13576.7987,9222.6645,3754.5918,12951.0893,1809.8532,10528.5651,10054.8095,5910.4786,447.1728,3294.7255,314.7327,6289.5144,921.3958,14740.661,8701.791,9783.3176,11366.8537,12955.9668,11811.5325,6727.9031,1933.8374,1522.8179,11224.2354,6146.6504,10127.5322,9829.1978,5811.3311,2599.6592,5676.4922,6322.5982,5404.0664,6280.6694,5520.4989,3107.6653,3895.6195,2030.3456,5719.6621,8424.0797,7306.2484,2089.5081,4872.5137,10811.9309,5994.2456,18912.8161,1750.179,24965.2577,4479.7434,11315.4999,3838.4771,14097.8186,9041.9073,5621.0901,3974.3071,13505.9934,12033.5197,4440.8609,18153.1786,13268.2371,13406.3278,5834.5083,13205.9487,7811.552,14517.5537
SALVADEHYPOX-PWY,3987.2253,6815.0241,6363.9487,8947.1805,12814.1863,4897.0638,5131.7425,5756.454,4379.8549,13784.1297,9941.2256,6929.7346,1529.3159,6114.2931,6023.3364,5272.4083,3242.6676,60509.6831,11706.9578,6590.9391,6723.8369,9890.3548,5982.6487,17320.3319,6380.8556,8685.9469,9167.4392,4667.3673,3317.6669,8808.4374,8246.9673,9806.1387,12013.0786,9940.548,3969.2107,5851.0397,11615.2509,15636.7461,9463.7027,6303.9288,14204.4569,2904.0731,1119.7336,6565.8813,12203.4357,17894.9541,13579.6377,12876.9078,11509.2017,5987.0226,4671.4983,6866.3335,3015.8629,1995.8978,6179.8435,5396.6473,9531.0269,9598.9247,7405.055,2939.0324,11335.1156,7808.4192,3303.1107,7046.4049,3173.2408,4087.6701,3833.6237,2212.5891,8856.5339,13753.3924,9237.2162,1785.9098,4939.5022,18464.1874,9841.3943,21586.0506,1559.553,15106.357,8444.0233,7475.2006,4509.3146,24759.4643,10337.7367,12749.5891,4391.2403,13644.4776,12546.7836,6538.9769,8215.6643,22891.7802,10839.8193,4802.9908,9997.4677,11448.8525,15478.7065
SER-GLYSYN-PWY,10801.6342,3903.2239,13094.7365,14520.7768,46854.7858,17217.0354,15114.6281,15633.5552,11824.7913,9670.5178,22896.6465,25559.7793,55608.4511,26281.62,21227.4026,27540.0695,32466.08,85590.1908,39348.1698,13382.0674,17249.9603,43625.4873,38364.7549,45001.2659,25765.5324,26714.4813,17295.2568,25747.1784,10855.2695,16355.9968,5006.4919,32357.8717,32612.9267,30445.8973,14308.4234,29128.7443,11482.6973,35544.2523,43824.3012,17757.2243,8569.4139,11735.353,6326.5188,26328.9348,8101.5231,41329.8825,32639.327,36917.1088,39215.5162,35174.4861,33437.5044,20008.8882,6306.1922,7327.9963,26602.6246,31928.4507,31253.0989,32097.6507,24013.4777,9669.1089,23323.3707,23033.3378,15277.5756,23998.6087,13689.7384,7826.0808,12750.7432,14757.655,19086.0489,41412.2303,17713.5506,8783.114,20654.9714,249460.1004,38765.3854,91588.4361,10545.8194,803661.0599,18702.1994,36627.4177,9349.9853,906154.0751,19203.7262,24634.0586,13926.2572,85960.764,33612.8237,30553.5092,25933.7896,70645.04,45601.8493,16087.6997,52377.1627,19006.8211,44718.9027
SO4ASSIM-PWY,996.1636,4812.9403,1073.3877,2711.725,4823.835,892.6743,1221.7002,795.7357,877.5003,4960.2136,1616.0627,1926.7129,794.5627,2026.8463,1655.4647,1053.5777,1161.0589,9115.8181,3672.4279,887.0708,1402.9219,4967.9047,2798.645,4172.1653,2071.3932,2212.8609,1210.3698,1862.6259,888.107,1089.8209,5286.0459,2760.7402,3241.0895,1291.9258,1527.5927,2985.4778,4969.8362,3512.5742,1844.9945,1619.9699,9245.1477,606.5521,1251.2577,1992.9729,6135.3652,3436.2804,2828.3673,2529.2726,1787.0331,3751.2053,2208.2734,1755.2369,894.1843,413.2794,2998.4057,1017.6892,1988.2028,2190.5901,1219.7062,915.7772,1019.3346,2244.7013,1056.0013,1401.731,2196.1718,1307.3034,1115.7677,499.4257,2392.8752,6256.7814,1364.1604,1142.9223,1713.7407,4119.2871,1786.6718,8020.0321,348.4186,3188.4014,1345.7128,3700.8771,821.5638,6495.4071,1813.8618,5572.6504,780.6833,1480.814,5727.2054,1540.2088,13243.3433,6322.0269,2983.9376,1449.8597,1442.9116,2891.2912,3582.9727
SULFATE-CYS-PWY,1944.6302,4483.4566,2125.5254,4826.9468,9421.9227,1861.3394,2446.3787,1637.8943,1752.6089,6685.7395,3238.8567,3868.3774,1730.109,4107.4196,3304.069,2194.5519,2461.7855,17076.5344,7209.0642,1787.116,2810.5159,9517.845,5679.4907,8237.1918,4152.7321,4412.3626,2449.2227,3831.6273,1762.2562,2199.6394,5275.4575,5477.6338,6344.3705,2682.5257,2975.7222,5832.6197,7423.0116,6872.8126,3802.9398,3160.7573,9114.0331,1231.8332,2170.6619,4002.3554,7023.3325,6721.4087,5628.4338,5055.2031,3710.4633,7342.996,4498.7686,3470.0447,1674.9894,844.8671,5833.5999,2189.3227,4041.4953,4470.1262,2548.7252,1775.0121,2120.1376,4415.047,2146.0564,2864.8475,4092.1197,2285.4179,2208.85,1054.3013,4451.1024,11447.1462,2672.1416,2186.587,3425.6987,9077.4552,3699.2415,16186.9481,740.5505,7138.3972,2719.8882,6953.2745,1602.4517,13912.9582,3518.9665,9814.9512,1583.0784,3254.9854,10366.7188,3222.5974,17343.3498,12672.8931,6066.8283,2903.8376,3097.7436,5287.7624,7140.4074
TCA,3944.3874,5206.9568,4369.3742,7612.9328,17905.7419,3207.0733,4471.8699,3224.4027,2617.429,7498.5754,9463.5844,5906.5041,8767.603,6837.5089,6715.6926,5553.557,8855.378,20309.8596,13449.6676,3955.1573,4394.3812,17912.7925,11385.0175,16729.6552,7511.7459,7230.9479,2962.0413,6561.9349,2646.109,4021.6291,6023.2614,12144.3014,10012.6324,5805.1933,4182.1046,10080.3716,10032.3558,12003.6344,7987.3909,6480.5231,10379.2351,2363.663,3034.5917,5548.3216,7938.2672,9738.7346,8582.3135,8705.3458,7436.7027,16727.194,8689.6097,5736.7805,2941.3255,1534.0319,10408.5875,4186.8473,7705.7818,8068.1798,4102.551,3087.6072,3878.8698,7603.23,6010.1313,4955.5239,6696.9031,3506.0307,4069.8878,1949.3913,8105.8649,14563.8091,4210.726,2998.4283,3266.6965,61521.0874,7113.7887,29020.9924,2054.943,77031.322,5414.4779,7906.1142,3693.3405,1226189.721,6803.9305,8196.186,4162.2287,74532.2674,6361.1925,7337.0469,20370.2216,20918.8349,10543.7036,7157.3771,13203.0566,8249.259,13319.4739
TCA-GLYOX-BYPASS,567.7357,4868.8907,101.2242,2356.1705,79.3556,28.6887,22.3172,6.7151,152.8081,5800.008,39.0012,13.4403,531.7211,64.0434,294.5099,97.2483,48.2018,2096.3484,265.1904,311.4194,22.3086,15.0102,17.9542,91.7667,5.6187,35.6881,4.4885,509.5025,27.6875,4.4895,5500.661,121.8541,632.8475,48.6407,0,81.2899,3035.3589,25.7829,20.1449,1184.1793,9487.4591,378.2168,62.9875,50.0155,6780.6801,0,17.9425,7.8656,5.6153,82.6731,139.0409,563.0312,170.6249,0,44.7537,360.469,597.4766,22.4011,50.6294,184.26,33.0623,40.1659,47.6331,10.0883,93.9308,0,32.95,58.0539,57.9856,462.3499,86.5693,31.0971,0,602.8024,616.0262,753.1572,61.1496,699.3953,0,529.7064,6.6982,760.8194,39.6152,51.4478,8.9276,409.3796,6.7438,140.3041,1507.2149,617.4923,248.0219,17.9328,7.8564,1382.8959,66.7666
TEICHOICACID-PWY,5460.5579,318.653,2845.9645,4651.6716,5911.4137,2137.7538,5272.3046,5395.091,2505.7125,3068.4109,3289.5821,4676.9737,35526.6404,5580.46,7630.1564,8699.7133,22041.4459,15366.2106,9222.5075,4749.4971,2910.1864,5292.8599,12711.2672,11388.4908,11107.642,7270.8462,2833.5194,3478.6368,2113.7069,3712.1047,700.9528,7315.4436,13781.0235,7764.9566,3559.5445,13442.4232,2588.1353,9458.8677,7596.4293,6815.3351,1246.9621,6630.2797,6499.5954,6837.6184,1519.7012,8330.9389,9324.6823,18430.9287,7237.3511,9167.8465,10053.9337,7160.6237,28912.788,2185.0266,12132.7616,2970.5561,15082.6119,5253.5022,2597.555,2196.2053,4072.5128,9209.5575,6281.2728,3985.2326,5873.6248,2366.7169,2090.5598,1299.7857,2584.4809,114203.2848,11578.8686,2293.42,2291.2858,35587.2129,15176.2497,12619.9605,1558.9425,27146.0332,1514.789,75126.5466,1927.3535,5994.6831,4330.4079,2114.3378,3108.0912,12999.0099,6046.0321,4145.535,20140.5453,7197.3016,14750.42,6977.2555,19705.7383,3982.6608,10112.2492
THISYN-PWY,4064.8436,3773.9305,4981.7598,6814.714,20582.0189,4188.4203,5026.1984,4493.4516,2889.2958,6067.2797,8218.3261,7357.0018,7900.7932,8709.0046,7419.5822,7324.0406,11433.309,17087.7147,16499.2914,3766.5351,5126.7682,19405.0119,16220.9862,17210.8408,9922.2524,9602.7247,4372.4523,7368.1237,3542.7652,5762.6145,4481.8461,13290.1362,12152.7534,8441.1732,4759.9886,11947.3512,8851.5443,14654.7682,10374.617,6238.0835,7597.7127,2551.1719,3560.2661,6606.0842,5815.8353,12147.7816,10446.1425,13525.1789,11302.8399,19886.0118,10069.2442,6231.8345,2181.3586,2097.5283,12431.5572,5153.6426,10667.5783,11121.0156,4572.2617,3461.0664,5988.8962,10890.1815,6263.7667,7547.9927,7492.6419,3027.1442,3965.9112,2241.0814,7133.5712,17978.9971,4276.2845,3249.4635,4006.379,57869.2157,11797.3294,40410.6284,2791.659,72085.9031,6514.7302,9375.6835,3492.625,1080964.354,6431.5083,9769.0042,4768.6839,62802.1574,10729.037,11818.5014,6381.3325,35300.0648,15499.0238,8890.3306,20516.0961,7927.631,15531.7148
THREOCAT-PWY,260.0554,0,84.3584,1602.6149,26.9078,25.1927,0,6.4919,147.6104,296.3654,22.0363,0,22.4066,25.8819,255.9889,42.5765,15.0789,119.8153,9.654,292.328,21.5295,0,0,18.382,7.0211,0,5.5596,380.235,37.6972,0,0,10.8081,9.324,8.4528,0,31.2669,0,16.2184,0,1108.1266,0,0,46.7623,48.2955,0,0,0,7.5776,7.6159,12.2697,111.7184,17.2663,161.7649,0,0,318.3229,7.0214,6.4289,30.3006,67.8252,0,8.6562,29.0169,9.4333,20.3728,0,37.261,26.3758,58.3389,337.5443,98.0158,0,0,515.9866,593.429,501.2788,0,216.0044,0,422.1382,0,169.9305,0,24.1807,0,258.6104,0,104.5409,390.3111,469.9201,101.249,12.9759,1.0832,563.1822,1.0824
THRESYN-PWY,13573.3056,4825.993,13647.9557,18926.0678,49999.158,17445.7273,22773.1481,17102.3562,12750.0982,12422.544,23242.8587,29319.8267,77661.6555,29583.9436,27252.5259,50610.9401,42843.4143,77380.565,41183.6927,14150.3646,18555.0897,46715.2913,40986.9083,54452.0936,29545.7965,34199.4002,20339.2434,26359.6527,11379.8879,16609.0752,6023.3273,33587.5234,38664.0319,31850.2283,18689.3399,31685.1986,13608.1799,43286.3217,58640.6835,20502.6881,10268.5144,15878.6615,9445.1079,30698.298,9465.3633,42177.4133,37587.599,63871.8194,43421.764,38137.8245,33647.6943,22020.5708,24365.1653,7906.645,30477.4404,33865.8264,35621.792,32615.7932,23898.0813,10088.8712,22340.1463,31151.7025,16833.0784,23277.4899,16228.7927,8723.1036,15501.9486,13523.7546,19804.9757,163280.9443,18108.365,9503.1592,22024.4508,283059.5974,88195.1389,104905.0708,10710.1216,809967.1466,19192.6054,312469.0689,9384.3016,912160.7658,20966.0561,28108.0895,16563.4709,99339.285,37638.7892,29664.6075,31037.0078,76813.4512,45721.7592,25364.3134,66156.6492,22489.7641,51198.5384
