#OTU ID,Itg18DTT496S91,Lyz205BDTT260S101,Vil113BFP153,Itg20FP508S11,Vil106BDTT72,Lyz206BDTT272S114,Itg20DTT508S3,Lyz203BDTT236S76,Itg16FP484S87,Vil105BFP60,Lyz201BFP212S60,Lyz202BDTT224S64,Vil109BFP105,Vil102BDTT24,Vil104BFP48,Lyz207BDTT284S126,Vil103BFP36,Itg02FP412S12,Lyz202BFP224S72,Itg02DTT412S4,Itg26FP544S48,Itg10FP460S62,Itg04DTT424S16,Itg18FP496S99,Vil108BDTT96,Vil1010BDTT120,Itg06FP436S37,Vil101BFP12,Vil110BFP117,Vil105BDTT60,Lyz204BDTT248S89,Vil101BDTT12,Vil1013BDTT156,Vil107BDTT84,Vil106BFP72,Vil102BFP24,Itg26DTT544S40,Lyz205BFP260S57,Itg12FP472S74,Vil114BFP165,Itg16DTT484S79,Vil107BFP84,Vil104BDTT48,Itg08FP448S49,Itg04FP424S24,Itg06DTT436S29,Lyz208BDTT296S139,Itg22DTT520S15,Lyz201BDTT212S52,Lyz207BFP284S82,Lyz208BFP296S95,Lyz203BFP236S84,Vil1014BDTT168,Vil109BDTT108,Itg22FP520S23,Vil108BFP93,Lyz206BFP272S70,SLCFP072,LYZFP308,LYZdtt308,SLCFP078,SLCFP024,SLCdtt114,LYZFP320,LYZdtt356,LYZdtt368,LYZFP356,SLCdtt024,LYZFP332,LYZdtt344,SLCdtt096,LYZdtt332,LYZdtt320,SLCdtt078,SLCFP054,SLCFP114,SLCFP006,SLCdtt054,SLCdtt006,SLCdtt132,SLCFP132,LYZFP344,SLCFP096,SLCdtt150,SLCdtt168,SLCFP150
PWY-7198,66.3484,257.7461,97.8205,38.4726,45.168,441.9707,24.4849,6.9993,38.4477,626.7647,34.9708,90.7629,1018.2028,418.3529,48.9057,20.9877,83.8661,164.0388,10.4981,41.9772,6.9985,17.4942,420.6772,3.4997,0,3.4986,41.9659,146.6731,1767.3345,0,484.2784,41.9484,52.3848,41.6358,228.608,425.8288,115.113,34.9303,38.4553,313.7311,13.9945,1113.5869,150.8282,3.4998,83.8724,83.3851,0,174.0038,3.4998,3.499,34.9327,3.4999,215.2076,45.2452,38.4711,337.0418,76.8219,24.4618,990.1773,628.5042,0,0,20.9694,66.4438,146.8551,513.2892,180.9823,0,223.0176,258.0936,3.4998,139.4784,191.959,6.9991,52.1823,31.228,6.9982,0,17.491,0,24.4556,444.8451,0,10.4989,935.7778,1423.8392
PWY-7199,11684.2466,8565.8945,27022.4845,36149.8192,3662.4785,3926.7802,17781.1401,6315.0432,21842.7546,16521.1455,3948.4618,9427.6107,27589.0228,5197.3762,11917.7185,20946.9127,12183.4581,41696.5621,10022.3001,14449.2801,17540.3198,11872.3404,9398.1923,2773.6517,5495.9143,3738.7441,12313.0877,22737.991,28125.988,3124.515,9741.6164,4226.1011,8597.4751,2804.2576,16589.8077,27575.4804,11368.9351,8377.2192,20635.6751,37827.3441,16950.6186,19120.5856,4670.9468,13178.1614,11522.0431,2979.9127,15442.2428,14083.0468,5738.2527,4155.0828,8716.6191,9774.3482,15612.5906,3950.5397,14676.6963,27184.8488,10127.0854,7556.4843,56727.6873,31226.5983,9145.9407,4558.5469,9404.2185,4788.166,10364.4202,33166.878,16279.5709,3057.4712,164329.9363,17165.0347,1349.7638,37634.9405,94055.5814,9422.0281,7461.2147,3568.4449,3831.8227,4906.9282,9018.7898,14898.1229,10664.996,16432.5341,85.8192,35804.1581,29007.7087,32375.396
PWY-7200,16436.8644,9160.9345,32133.8714,36277.9971,3737.1456,4656.6129,23276.2396,16144.1171,19813.7447,18535.4242,10140.8892,16338.0282,13316.0096,5955.7861,15217.9205,22824.3867,22633.4792,40201.4235,21203.2749,29541.498,20304.1338,22453.7511,20992.4734,7866.0154,5583.7042,4732.9332,22621.2582,34661.6249,16165.6407,3193.6744,17777.3183,10007.892,12839.9058,2889.3494,15094.5467,26681.139,17631.7796,10356.7359,21759.528,17785.8195,21452.4064,16451.8901,4884.9446,24027.0796,22610.2434,5233.229,31172.9515,18074.7601,15444.5275,6459.3458,11031.8955,23710.7492,16831.4496,4671.7563,24741.8935,15749.5178,16402.6581,9456.3189,60828.9271,43962.7967,16753.6691,5326.6146,9653.5303,13504.1716,28586.9428,24929.8741,19847.7842,4386.2849,45836.4715,31860.4547,4432.9911,28040.7975,47499.6647,19902.3612,6284.6392,2702.8262,8743.2962,5636.8308,15727.9982,16250.4315,9623.8256,28669.5893,296.8111,54352.9265,58895.6955,42371.9253
PWY-7208,49078.9593,20189.1889,63567.4265,87942.9961,4391.6747,9682.6651,50652.7666,62170.1599,60270.3805,38159.8911,38525.0898,35461.1711,50790.0545,13266.5764,42707.0553,53450.0455,58832.404,104827.1223,56180.9795,84949.0319,56661.1866,81622.7491,69658.3911,80190.6439,6516.7925,7060.6508,53652.6426,75104.2321,49606.5921,3749.6933,44552.1832,31425.4767,39455.0378,3439.4279,39439.1037,74528.0304,50996.6288,22349.3429,66393.2232,71600.2405,47780.7445,43231.328,11814.0803,85497.1328,78008.305,11887.2127,77093.3544,42860.2142,66232.3336,15015.8894,22796.8474,86654.256,37227.7482,6907.5824,75262.4126,63451.9737,45634.0033,23607.9663,117182.3773,88417.0627,42216.7034,18354.7818,35310.282,68480.5031,134564.92,58184.1416,56723.8385,12053.4441,234177.1995,75272.4957,96354.7651,65136.3781,134143.9385,52439.8062,18436.3456,9315.098,63237.2587,15164.8741,50111.2885,35194.741,26050.2425,86567.2287,63981.9489,146271.7749,154006.1444,98357.4715
PWY-7210,94.6208,363.4577,139.5691,54.9316,64.2762,607.5279,34.9637,9.9983,54.8652,882.4918,49.934,129.4529,1378.1256,579.5651,69.7647,29.9697,119.6861,233.8314,14.9957,59.9464,9.9962,24.9856,598.408,4.9993,0,4.9968,59.9214,209.232,2352.3693,0,686.7399,59.8834,74.7107,59.2064,323.9874,603.1669,164.047,49.8323,54.8848,442.3729,19.9865,1534.6611,212.1707,4.9994,119.6872,118.5843,0,247.5774,4.9996,4.9977,49.8398,4.9997,305.6587,64.4285,54.9289,474.3622,109.5731,34.9055,1403.9676,893.3207,0,0,29.9198,94.875,209.6732,724.3019,257.4048,0,317.3259,367.9058,4.9996,198.6795,273.5955,9.998,74.1838,44.2928,9.9952,0,24.9778,0,34.8864,632.2547,0,14.9974,1331.9801,2005.7021
PWY-7211,3172.7819,2558.4113,23090.8194,4465.0926,4342.0216,2953.0737,3126.2579,818.4322,3966.8219,6711.8476,1788.7239,2711.5264,7412.0072,3168.0208,8530.3463,3208.0393,6364.5024,6158.6615,2299.2394,3613.2745,2929.9365,2362.6953,2902.3833,1020.7491,6489.7713,5506.2874,3667.2543,11518.0781,9540.08,3707.721,10775.4453,3254.3138,12645.8053,3363.6598,5815.7701,9738.3819,2927.7997,2492.6285,2677.5912,8901.306,4101.8136,9808.6627,3245.287,3050.9021,2529.2634,1443.9228,3301.9937,3164.852,1768.6806,1001.6517,2166.4163,3520.3814,9412.4469,5329.3076,2706.2562,8647.8883,2535.6924,2822.1096,35909.5758,12173.6497,1118.4046,3271.2423,5097.6689,2361.8333,2867.4039,10298.0207,4723.584,1133.5166,35748.338,7159.4162,432.4362,5303.614,4249.8049,356.6078,3768.6612,1690.1389,3801.9354,1971.9981,2344.1543,4068.7982,3799.7327,10305.0058,143.2789,10923.3029,30661.2917,15287.8767
PWY-7219,42070.7984,18029.9519,56648.4448,77847.0855,4643.0875,8612.5419,44292.2532,53322.34,54560.7632,34706.8524,33365.1182,31174.397,46916.7434,11617.48,37268.155,46801.6365,50959.3058,88781.5181,48966.729,72216.8241,48072.6021,68346.408,59101.44,66370.0668,6921.8834,6658.2956,46942.8128,66415.4151,46065.0876,3960.7528,38390.0283,27220.5205,33415.1246,3614.354,37074.2439,64744.2227,43165.2231,19670.6277,58092.8488,64625.6483,42501.1023,41491.8703,10446.9206,71904.8577,65368.1241,10391.4418,67083.9325,37154.7125,57151.7986,13419.9795,20446.1318,73847.3299,33236.0479,6587.4884,63374.5768,63881.858,39302.4067,20219.3723,107174.9848,79176.1739,36327.5581,16244.2511,29565.8356,59109.8021,116250.0009,54638.499,53080.9803,10697.1266,203206.1618,66394.3042,80070.8228,56927.8362,125966.8177,45444.4081,16155.5425,8054.8361,51992.7239,12955.1778,41886.0336,31321.4702,22796.9225,79080.9648,52255.4119,124899.8963,133731.7964,90308.8555
PWY-7220,63313.3468,24083.7487,78231.1126,91681.8624,5039.1444,12388.5791,58227.6387,67962.7985,50964.739,40097.122,35853.8426,33856.744,47675.3711,15823.6859,46409.3517,66053.5076,64552.4243,126886.1016,53586.2615,95770.1951,77515.9335,119549.3121,79443.1896,113738.9416,7510.7718,8077.4587,56504.7469,77078.2581,51085.746,4287.805,61248.6659,29533.0843,50884.8929,3941.5926,36284.6824,97490.5163,72894.3016,28060.8319,82987.4133,70935.7371,49654.02,36193.0537,12946.8705,120696.7978,100670.7939,12163.3123,71829.0747,54136.112,61154.2272,15381.0747,23090.0432,111172.1433,45868.2365,7569.3612,102446.5558,32446.6747,64491.2688,29080.7366,115854.9926,105521.327,46314.0276,24134.4638,51949.2514,91901.8127,124359.5752,56653.1828,45735.9982,14466.6555,207707.1681,73424.9431,131453.3836,62064.6323,72348.3589,50173.8362,20284.8009,12248.4858,97132.5668,18309.7289,71458.2222,37252.4825,27959.2475,81577.6266,92759.7736,179728.8346,170460.1656,90678.2352
PWY-7221,40459.4249,16870.9098,63290.4214,76577.6721,3835.9233,8320.8185,43463.3592,53002.6439,49758.0715,32865.9995,33040.7225,30632.6715,42133.1774,11213.7617,35562.032,45314.9224,49789.7853,85553.2154,48326.7324,71448.7721,46471.3619,67497.5727,58776.2031,66000.6534,5696.015,6041.0634,46025.9697,64498.1325,42212.1602,3274.2047,37707.1596,27072.7695,33906.0426,3000.8961,34922.261,61364.8959,42271.8779,18553.5818,55500.0508,58263.6665,40358.8895,37696.8966,10082.1156,70739.6535,65316.6345,10194.5579,66310.5028,36550.9987,56756.5788,13060.7951,19511.0284,73262.791,31407.9831,5966.6929,62452.588,53175.6031,37873.0993,19993.5005,100866.1609,81999.2082,35584.6921,15330.082,28848.589,58727.8467,115444.4739,50185.3012,48939.6185,10212.6164,181097.0992,64764.49,80023.5687,52642.7729,115563.2632,44844.3604,15744.6612,7593.8991,51813.3763,12634.4721,41329.1125,30688.4366,22404.8645,74929.6428,52243.8456,124534.33,130841.2237,84634.151
PWY-7222,63313.3468,24083.7487,78231.1126,91681.8624,5039.1444,12388.5791,58227.6387,67962.7985,50964.739,40097.122,35853.8426,33856.744,47675.3711,15823.6859,46409.3517,66053.5076,64552.4243,126886.1016,53586.2615,95770.1951,77515.9335,119549.3121,79443.1896,113738.9416,7510.7718,8077.4587,56504.7469,77078.2581,51085.746,4287.805,61248.6659,29533.0843,50884.8929,3941.5926,36284.6824,97490.5163,72894.3016,28060.8319,82987.4133,70935.7371,49654.02,36193.0537,12946.8705,120696.7978,100670.7939,12163.3123,71829.0747,54136.112,61154.2272,15381.0747,23090.0432,111172.1433,45868.2365,7569.3612,102446.5558,32446.6747,64491.2688,29080.7366,115854.9926,105521.327,46314.0276,24134.4638,51949.2514,91901.8127,124359.5752,56653.1828,45735.9982,14466.6555,207707.1681,73424.9431,131453.3836,62064.6323,72348.3589,50173.8362,20284.8009,12248.4858,97132.5668,18309.7289,71458.2222,37252.4825,27959.2475,81577.6266,92759.7736,179728.8346,170460.1656,90678.2352
PWY-7228,24065.3014,11633.4893,49403.7963,48854.0729,4350.6408,6391.506,33927.6318,52548.265,24381.3601,24768.4739,32966.2149,28538.5273,13596.0426,7943.0145,21322.7079,29705.7443,42377.6488,47805.8533,46828.9082,61767.3506,26649.5593,43056.3127,50316.9988,35895.3262,6475.1682,6386.3879,42175.6662,55042.9373,17124.0744,3718.9232,33314.7547,26886.7818,19729.2241,3391.6711,19133.6203,33015.6002,28106.924,13972.993,27679.6372,17872.5176,29763.4955,20884.9523,6296.8024,44234.3571,44694.5979,9261.6671,64255.5165,25336.9577,57713.9729,10382.3537,15802.2931,68788.8734,21822.1972,6088.5222,41800.3785,18184.0823,27544.4205,13209.5204,78248.0763,68721.0016,31151.4675,7171.0817,12064.1565,61317.1082,116322.0534,29741.7231,26607.1396,6654.5632,42127.3029,59133.2385,62236.4516,30022.694,54858.6151,43719.8398,7568.5671,3078.6238,21910.953,7431.8929,27609.6675,21884.8726,11913.081,50647.8456,21556.7241,85440.7066,122818.4456,59127.8026
PWY-7229,47381.7971,19809.8197,62657.7946,82967.8679,5027.63,9733.3667,48513.4086,58940.7855,54942.9933,36502.1193,35099.8317,32692.508,47684.0719,12938.2741,40208.1494,52565.7331,55504.9282,99773.9821,51569.7295,79973.4755,55825.7105,80766.0929,65658.2686,77415.2399,7496.4518,7356.1932,50557.5784,70405.0094,47814.095,4286.4663,44759.925,28741.2757,38015.6677,3916.6006,37419.8944,73437.2193,50760.9566,22022.4214,64638.9339,67350.1701,44764.3508,40701.021,11197.8233,84205.746,74736.2381,11135.932,70381.9439,41883.7596,60179.7722,14028.0564,21317.474,85030.8536,36770.5269,7166.3708,73288.122,52322.9733,45507.5798,22683.9645,111015.3198,87200.2861,40001.5857,18233.1477,35158.5008,68207.0262,122248.1981,55312.7677,51979.2152,11757.5342,211548.5939,69826.1001,92971.034,59888.0024,107804.1794,48191.7853,17483.1348,9136.7112,62432.2026,14431.4937,49477.7123,33135.8945,24468.8314,81244.9532,61375.7673,141372.5325,146739.7608,91639.6504
PWY-7234,23211.0858,15014.0719,27110.8057,54152.8803,3811.6151,6187.1391,34526.4705,46838.0984,28646.6915,28914.2341,31325.4485,28520.7297,27782.746,8334.0694,20718.716,33584.3447,40825.5034,57191.0419,45454.2042,54537.8877,28511.214,35083.2216,43005.121,26218.9457,5665.722,5589.4083,41997.8633,57019.92,27056.8253,3256.5257,28355.0072,25041.359,13276.4616,2975.9675,26034.9079,37780.6447,24828.691,17234.032,32185.7992,36096.1865,33962.6239,25564.253,6812.132,38496.5612,35993.3816,9084.0676,62322.8918,23865.4447,53564.6339,11653.4733,17495.3118,58679.7246,24202.0685,5529.8355,35969.6588,22399.4693,25155.8876,13147.5247,92722.7644,69331.1056,28646.0359,8164.9317,11289.861,55663.1142,109692.4394,37921.9643,36776.809,7682.8593,176620.1231,60683.2605,44675.9196,50108.8385,39084.6362,41284.3729,7394.6742,3322.4083,14746.8299,7420.6171,20805.2876,24597.759,13203.3435,63891.69,12084.9188,77621.8578,116874.6382,75000.5249
PWY-7237,862.7,354.3,3147.6,12898,6.5,301.75,3338.4,395.5,814.55,946.45,78.5,921.1,2968.75,517.8,753.1,2949.5,904.1,737.5,1077.15,587.25,231,446,383.85,451,14.75,10,859.5,3172.25,3040.75,0,768.05,292.5,590.2,0,787.7,1767,220.05,137.7,1026.5,2068.1,346.95,2721.3,385,90,317,186.3,477.55,2442.25,218.25,975.75,538.5,702,1622,74,959,5606.45,772.5,1442.6,7908,7333,187.25,192,66,151.9,238.95,1581.85,303.65,64.35,115.9,924.65,108.5,828.5,302.75,607.85,1737.3,55,287.25,186.5,2658.35,4030.15,3143.8,742.5,2.5,2417.25,4716.95,3111.5
PWY-7242,8483.1438,4272.5641,41786.176,27889.9223,4258.5664,3403.1718,12309.5415,3136.4615,13351.2718,8774.0649,2607.0529,5640.4875,16292.4567,3448.8995,10114.5195,9529.0649,7837.9731,14360.978,5684.5476,8824.5105,7993.248,7618.7515,3957.0505,3048.7082,6464.2345,3630.1047,8004.9337,16487.0413,17523.4128,3630.4196,6680.348,2346.9525,14923.4782,3234.7089,10817.3201,19327.0774,6823.6948,2104.2504,16727.5432,21939.9823,12448.5134,16545.4041,4009.2498,9734.1552,3151.3478,1639.3655,8333.9392,8189.6147,3046.704,3122.4519,6240.7289,5342.3634,12885.9026,3994.5437,8452.1674,29546.1447,7090.5487,5479.1544,38396.4774,37397.0526,5935.7337,3588.5324,5746.3182,1906.9213,6541.9554,28272.5983,16104.8749,2499.4957,2540.8833,9731.7811,726.5651,6416.0019,5168.8795,5123.5158,6765.9461,1886.7739,2430.4263,4278.0932,8544.0413,12514.1493,9891.2003,11933.1738,33.4846,24192.3576,13572.0066,18942.3824
PWY-7254,2040.5957,432.3115,938.8338,1393.2301,4487.8909,1071.32,576.5683,196.5867,550.2969,289.2458,39.691,313.1179,318.8105,562.1041,48.6123,193.0278,1648.7859,32.9048,52.1916,185.6189,85.4718,766.2687,255.8874,1603.2437,6797.3576,3430.4231,121.7185,1139.6511,53.9004,3819.3364,3013.0773,942.3611,3292.0965,3414.5125,209.5255,305.4053,357.5511,12.7174,622.8444,15.743,473.7929,66.1327,634.6337,35.8433,91.9171,85.458,260.3485,250.4115,265.7723,4.4962,17.2216,23.9165,2977.7576,3510.9458,67.0578,43.4634,3.7491,11.9802,307.9772,587.5273,107.4646,46.0923,526.0376,64.3225,164.0519,1393.4857,194.7139,10.4606,435.1652,625.3782,8.8969,200.5195,157.421,935.9958,5.9963,0,197.0714,0,5291.5366,14.9848,0,302.557,0,3839.3715,71.0798,78.5878
PWY-7315,2419.7503,1272.9971,5276.6826,4305.4445,3617.7557,1405.2115,1736.1073,822.7137,1500.7964,4129.4909,335.1769,1088.4789,5243.8558,997.2615,822.3881,1152.6497,1238.9468,1244.3151,1119.4582,771.3829,363.4126,1029.3264,652.1343,197.0342,5444.448,3291.8353,152.4772,1332.0774,4738.9338,3073.7632,4065.6939,473.7,3169.9292,2766.1999,4859.9812,1828.9432,867.8277,272.1484,1940.8628,7888.8672,659.4811,8873.5965,731.2043,419.8083,636.8714,288.213,542.5886,1854.1447,947.6579,167.0352,574.6965,552.567,4325.2939,3256.4035,1091.6159,27100.22,1298.4928,483.832,9544.1254,4623.3949,918.3408,412.757,707.4299,981.5638,620.6962,5406.1268,1314.092,115.7571,1310.2013,3064.1516,123.3626,2541.2802,968.4994,1122.5461,1035.0338,242.9199,139.9348,110.3208,542.4233,398.6003,534.8998,3314.3049,9.9943,1292.3913,2904.5346,6314.7541
PWY-7323,5186.4146,3308.0389,31704.9496,13944.6359,3625.6758,2500.3967,10553.6828,3180.802,11979.5597,9445.6225,3164.2863,5390.9366,10947.2091,2673.2529,11102.8624,8658.9924,7852.1353,13215.1856,5497.496,7898.2318,8927.6099,7024.9014,2381.2785,1771.5315,5477.487,3278.9884,9944.4983,16982.1807,17044.4809,3088.7423,5023.2701,2228.144,7533.9598,2789.0259,9630.737,10070.1655,7037.8577,2872.4775,14657.8136,14818.8898,12362.0821,13393.5881,2951.2084,9723.6028,2126.2665,1569.3445,9975.8796,5980.0184,3366.0982,2018.7244,5958.2442,7171.6331,7124.7256,3403.1217,6822.4038,15585.3214,8491.2697,4089.8031,39621.2845,12365.5168,7681.0777,3856.563,5272.5881,2369.4233,7338.1035,27817.6766,14970.0383,2519.0496,15409.8586,8882.3269,235.6465,4953.1424,8781.4526,5202.3038,5449.0157,1885.539,1845.1447,4120.1319,2251.6504,9551.0996,5698.9606,10807.89,29.7265,20494.6169,19193.6864,16641.7524
PWY-7328,3010.3749,1400.8662,22751.0749,12056.8183,919.3552,1127.3231,5063.8171,618.235,7660.4565,4985.4878,466.0222,1347.9785,5508.013,961.3035,6110.6241,5160.1144,4477.4516,5173.0617,2126.9345,1880.2634,4492.8173,2839.0015,1089.9314,1119.2698,970.4955,4144.9363,4719.2811,8346.0293,8994.7132,800.179,3444.8346,789.5374,4199.5569,909.7518,5679.2608,3376.8653,2684.5935,2232.6918,3661.6519,7178.0458,3391.1883,7941.5788,700.4641,2754.072,1335.4993,613.8117,1815.1788,2226.2317,708.0048,1007.584,3127.3893,2330.7605,3250.4683,3843.5604,3040.8125,16157.536,7652.0514,1452.1128,19740.972,5291.8762,2799.6758,1479.1157,1112.6934,1777.1406,629.972,4737.1802,2020.4256,745.8655,19820.7054,2599.4793,112.4104,2129.9886,1660.3722,1129.1772,2302.2428,1157.2861,859.2821,770.7311,803.6419,2357.5806,1432.1103,4723.4929,17.4969,13244.6097,11988.6849,6346.3115
PWY-7332,1188.5764,383.1026,17266.7795,3448.7737,0,420.7308,1151.4825,275.0842,1995.522,687.2103,41.9462,629.7881,820.9076,659.7658,191.3752,1131.6056,202.1635,986.1556,672.6805,503.9159,440.3185,1122.3979,337.5681,24.4913,0,27.887,101.2675,794.162,977.652,0,653.7089,163.5017,2369.9125,0,753.3409,3153.2844,460.4237,224.9272,1809.9574,954.7153,449.2977,3247.5402,117.3803,240.6849,122.2749,151.6001,410.3191,408.1585,136.1723,484.0056,299.0148,219.8505,853.505,27.8832,257.9448,1241.976,1229.1043,10.494,2214.4968,2285.4081,122.0596,59.2594,232.4894,261.4083,362.8572,3271.0452,1418.6389,20.9546,3.4999,671.7534,31.4882,347.7989,261.9683,429.7337,416.3378,183.9427,31.4812,27.9306,101.2552,76.7634,41.9024,576.3446,0,2131.3816,1240.97,4408.556
PWY-7371,1043.8774,451.7202,47.3099,4234.6483,0,218.2335,1923.8388,123.1375,3377.7964,1964.7389,197.7789,461.2693,1614.3338,286.4977,2711.6309,2212.257,1638.3426,1884.7899,864.096,579.7747,1928.559,1143.558,454.5196,427.2463,15.5,23,2075.7206,3574.1022,2032.051,0,288.5717,299.8947,103.6824,13,1597.8674,1341.0105,1024.4843,983.6072,1294.7013,1981.0996,1389.8513,2558.8575,271.8155,1096.9428,271.3813,270.9154,750.2982,703.1286,195.1802,442.7079,1422.4555,942.2173,1017.8117,31.4344,1062.3644,4142.9373,3436.5327,580.2691,6266.9242,2375.4646,1042.3893,626.4302,433.6052,624.329,343.0538,1857.8695,901.0855,279.2568,138.0865,1039.1144,18,1034.5168,689.3344,179.7905,858.8186,510.6885,345,306.1689,196.2389,907.1642,567.624,1404.2754,7,5296.0785,8525.9404,3396.9316
PWY-7374,991.2227,444.4613,38.7641,4181.611,0,210.9973,1888.5588,121.6562,3344.5954,1800.8089,195.2186,399.1095,1255.0988,256.9366,2670.4618,2157.8162,1611.5648,1864.5532,844.1929,562.7463,1913.153,1130.1014,360.0658,425.1322,15.5,21.6981,2053.0675,3559.3708,1630.701,0,256.3098,297.9175,94.7975,13,1494.3523,1315.0751,1006.4254,978.1188,1279.5597,1491.028,1347.8931,2157.7599,248.9213,1084.9729,260.8494,223.4836,723.407,631.6098,182.839,431.6235,1397.851,934.8448,929.2661,30.191,1051.8653,3575.7217,3407.3526,575.7083,1402.476,1724.7906,1035.3632,619.3398,425.1212,606.0265,255.6787,1545.357,809.5471,271.8723,86.5628,804.8815,18,769.1995,629.7651,177.0113,847.8863,503.0453,339.6797,303.2605,192.2238,891.5032,561.4761,1268.851,7,5269.2447,6463.0353,2084.3098
PWY-7377,8637.7132,4425.4307,605.774,15628.4598,0,2132.0208,7606.5273,6802.3796,4941.7174,4864.7979,238.6707,384.1125,1013.8492,1486.84,4202.0742,8129.9006,4139.1537,13329.1914,445.8406,7695.4794,9489.8922,16459.4306,5692.9997,11851.128,23.2251,615.9502,5679.4845,2507.2615,4295.7616,0,10987.945,367.0176,353.5806,0,937.2442,12594.4497,10019.9328,6312.4149,6600.3169,7000.455,2493.0121,681.7555,1338.2839,12513.1326,10204.0111,762.0957,720.0296,8921.5789,616.8574,509.9512,585.9647,17402.2582,9377.4903,270.6609,14502.784,295.9566,13020.3266,2948.0592,10737.5101,17876.898,2078.516,1950.3387,3552.411,28657.6885,288.2716,1344.4711,672.7716,887.4331,944.3875,1465.4314,18686.2633,995.3178,23413.7415,1077.2133,2632.771,1225.1336,5858.0686,1765.7528,6050.0298,3042.643,2636.6656,3245.8176,7806.1824,4834.2552,22447.0043,4046.047
PWY-7392,17004.3255,10580.1549,31076.679,45389.6017,1091.9321,4459.7603,20895.4868,7144.5635,31993.5737,18903.411,5512.7938,9940.4081,16079.9192,5996.7128,20630.0572,26667.9685,18539.6442,43740.7141,12177.1974,16454.2814,21920.24,17616.1749,9449.8463,10339.9265,1316.7501,3581.7332,17335.0126,29830.308,21142.0438,916.8281,11414.1358,4331.5804,10232.8539,1083.9747,21044.3409,34810.5892,14068.1422,11781.2188,31653.2037,34484.6658,22051.1576,22362.6088,5874.4057,21754.5243,9563.7274,3419.6577,15544.1952,15949.3947,6117.9197,6719.8386,10767.5911,13644.7731,18399.5964,3714.7119,18818.4975,23526.6551,17781.9863,9210.9059,57281.6622,34304.8771,10830.7965,9458.4974,10925.3763,7713.0155,14737.4379,30927.6381,29300.1297,5896.1138,37004.1419,21475.9369,2153.7112,31585.9261,67163.8537,8908.1439,9433.0266,4644.9995,6719.5748,5708.5128,7934.0066,17032.3364,12739.3491,44060.9876,367.9288,38975.9299,41396.7196,49958.2323
PWY-7400,16563.1024,9889.3834,21504.6844,46276.8483,3738.2867,4095.7133,19647.7637,7991.117,35499.4087,19451.2719,4325.2157,7587.2566,28798.4365,5075.6273,19220.8253,22207.9372,18394.8487,23260.3611,10443.4793,14377.9814,16063.3605,17562.7224,9829.5534,12810.0054,5623.0751,4014.8058,16969.6078,26596.6076,28205.2573,3183.14,13157.7788,4445.81,7777.1179,2888.9508,25292.5239,30386.1275,12930.8665,10290.5054,27006.3764,35166.5022,18718.3986,29810.5313,5602.9587,20137.2725,10231.1154,3250.3623,11262.0024,14410.929,4472.5074,6741.4476,9667.211,16546.6855,17840.6439,4120.0148,17368.2775,49279.6595,18040.7108,7913.6185,43875.6511,37338.7871,7623.5236,9746.9296,8453.6645,12088.7396,10862.3041,27013.2063,34444.1236,5620.7644,26804.2183,21021.8957,3239.0221,16983.3625,14836.4559,6429.3741,8594.4437,4076.4104,7451.7424,4356.1412,10223.0319,14382.3491,11125.1802,49392.0952,580.215,36703.4801,44390.336,52643.1059
PWY-7431,16.6528,0,0,3.6363,0,4.7968,2.6665,6.6628,21.329,30.8844,0,14.0392,75.1818,3.9988,0,15.5784,1.9591,13.7483,10.6619,6.6652,0,3.9995,20.6932,0,0,0,0,0,72.172,0,3.7636,0,0,0,31.7748,5.333,2.6664,0,23.2136,73.2891,9.3318,67.9328,3.1993,1.9047,16.1201,3.8595,17.3244,13.0225,0,0,15.7849,2.9996,21.319,0,3.902,107.0811,3.1996,6.6644,190.2422,25.3233,0,0,0,0,0,16.9911,0,0,0,0,0,0,9.3331,0,7.0567,6.6628,0,0,0,0,0,0,0,9.5482,20.8106,0
PWY-7446,75.8671,108.6825,319.5,0,3538.5,456.75,83.25,28.1404,2.6592,13.1552,6.7031,52.7943,0,209.1789,1.25,60,33.8716,0,9.8692,58.5,1.75,1.75,51.7464,4.8372,5359.5,2655.25,3,29.0546,3.5,3023.25,1430.0112,161.2247,1575.9904,2680,4.8438,7.2381,73.9975,5.4869,2.5,6.5288,73.7077,19.09,236.7304,3,3.75,17.5,66.6793,67.75,67.7658,1.5,2.2978,0,1190,2616.75,2.5,0,1.25,0,107.4683,211.3896,0,0,187.7342,24.3278,56.5,453.1811,54.25,0,140.4987,163.9829,0,61.3953,50.8502,13.0241,0,0,37.4805,0,79.3174,0,0,92.4507,0,0.3327,0.3125,17.9135
