#OTU ID,Itg18DTT496S91,Lyz205BDTT260S101,Vil113BFP153,Itg20FP508S11,Vil106BDTT72,Lyz206BDTT272S114,Itg20DTT508S3,Lyz203BDTT236S76,Itg16FP484S87,Vil105BFP60,Lyz201BFP212S60,Lyz202BDTT224S64,Vil109BFP105,Vil102BDTT24,Vil104BFP48,Lyz207BDTT284S126,Vil103BFP36,Itg02FP412S12,Lyz202BFP224S72,Itg02DTT412S4,Itg26FP544S48,Itg10FP460S62,Itg04DTT424S16,Itg18FP496S99,Vil108BDTT96,Vil1010BDTT120,Itg06FP436S37,Vil101BFP12,Vil110BFP117,Vil105BDTT60,Lyz204BDTT248S89,Vil101BDTT12,Vil1013BDTT156,Vil107BDTT84,Vil106BFP72,Vil102BFP24,Itg26DTT544S40,Lyz205BFP260S57,Itg12FP472S74,Vil114BFP165,Itg16DTT484S79,Vil107BFP84,Vil104BDTT48,Itg08FP448S49,Itg04FP424S24,Itg06DTT436S29,Lyz208BDTT296S139,Itg22DTT520S15,Lyz201BDTT212S52,Lyz207BFP284S82,Lyz208BFP296S95,Lyz203BFP236S84,Vil1014BDTT168,Vil109BDTT108,Itg22FP520S23,Vil108BFP93,Lyz206BFP272S70,SLCFP072,LYZFP308,LYZdtt308,SLCFP078,SLCFP024,SLCdtt114,LYZFP320,LYZdtt356,LYZdtt368,LYZFP356,SLCdtt024,LYZFP332,LYZdtt344,SLCdtt096,LYZdtt332,LYZdtt320,SLCdtt078,SLCFP054,SLCFP114,SLCFP006,SLCdtt054,SLCdtt006,SLCdtt132,SLCFP132,LYZFP344,SLCFP096,SLCdtt150,SLCdtt168,SLCFP150
COMPLETE-ARO-PWY,12692.0862,10128.2014,22760.5491,41046.4776,4519.219,3912.3615,16370.9514,4323.7714,36639.8462,18316.4471,3641.9541,7467.2795,41770.2136,5158.6834,17170.8696,24294.7267,14041.7879,32676.6336,8977.3939,9504.8373,16415.8192,10952.6805,7156.3886,5651.6195,6844.5454,3744.5866,12291.3701,24241.9241,37059.5741,3828.8463,8459.3744,3729.5502,7526.4797,3450.9251,26661.479,30220.7092,9560.7979,10367.8974,26541.3069,47257.7888,18416.8971,31572.6519,5262.7582,13726.603,8271.9555,2672.5204,10770.0532,12168.6946,4053.2229,5740.5026,9204.3593,7746.9962,17014.98,4281.4858,11859.1638,57349.7775,12655.1963,6897.8836,46080.44,27516.1547,6149.1275,8970.3642,8249.7411,4537.3654,9636.4642,33503.1502,31268.2688,4879.9272,181269.3322,17651.4413,1181.5818,37666.0671,46094.6579,6108.8903,8335.6905,4505.8036,4441.5177,3537.7286,7683.3774,14250.2435,10806.0493,37224.7363,167.2815,35813.4093,28294.3339,47683.0675
DAPLYSINESYN-PWY,22513.9375,13763.9001,14284.9131,56940.888,4265.9334,5068.593,22823.4929,19255.8426,43069.6753,21593.6455,5873.1881,10535.9335,34714.7602,5944.6403,23645.6641,27985.9193,21699.8435,60092.765,15401.9395,27799.6462,29538.3419,38018.213,21843.3339,36227.5357,6379.189,5301.2306,18195.1068,32960.9323,30362.9513,3632.0952,22393.6845,5614.2643,11981.5561,3303.1949,27080.826,36167.4648,23465.1669,16835.1511,33379.6659,43124.924,22783.1867,32151.3634,6734.9362,37721.2873,33069.0195,3983.0417,13920.82,20513.071,6698.7763,8448.7473,11988.5063,38221.9246,21640.1657,5231.9378,36578.718,41817.9253,23319.0273,8788.9228,50453.9074,45467.6325,8251.6995,11082.935,10289.966,46471.9069,16649.1871,28989.1795,39422.8986,6536.5184,177573.5924,27774.8564,44866.7005,43479.7564,110444.8206,7846.6768,10065.7362,4998.9544,17703.5464,5172.0995,15505.7975,17064.5352,14009.0723,57698.7849,22606.6421,43976.6768,62340.6273,62057.3263
DENOVOPURINE2-PWY,26985.1003,14641.4807,46009.3095,59986.405,4226.7226,6987.6763,37839.3774,51994.5122,33565.1073,29373.0197,33154.8964,29980.7773,22807.6512,9067.5018,25332.1287,35643.1986,44979.4687,58536.9709,48111.5924,62269.0252,31319.0898,43569.5168,49776.1591,34339.0272,6287.3552,6265.6236,44881.865,60508.7161,26187.0739,3609.1378,33383.104,26770.9333,17971.0967,3302.6059,26070.8447,41467.0671,29645.4814,17084.0768,36041.879,29713.5051,35095.7106,28310.6693,7606.5332,46556.6383,43987.252,9733.337,65716.0412,27460.1631,57028.4641,12004.0609,18143.6871,68022.8684,25755.1829,6101.1877,43302.0687,28384.2111,29762.9307,14876.1849,92314.189,74619.224,32109.5716,9671.3874,13958.0976,61910.6975,116099.7654,39408.1712,37019.5798,8190.7267,79854.9848,63211.0059,56818.1474,41368.2865,49229.3263,44166.8198,9602.6365,4131.4302,20211.57,8515.0881,26536.8683,25877.4417,15016.1298,64020.4083,17439.8398,90271.105,127394.7973,73906.6967
DTDPRHAMSYN-PWY,19973.9656,14517.0704,41137.7352,49301.3847,95.894,6002.5189,24398.5446,18841.1683,37515.9015,21001.074,4879.8219,8459.7811,37933.0765,7284.6158,20539.5745,34957.1508,19863.5112,49005.837,10203.7793,22119.497,34111.1247,41391.3007,15228.7202,22512.2349,115.9888,2606.0599,20396.2198,28065.8072,37809.1994,20.9297,27586.0737,4141.6911,8539.3612,123.8959,25375.6904,44828.1786,29947.4376,17477.0929,38957.6079,44961.3163,21837.7354,29447.4514,5886.4864,42899.1754,21681.926,3746.653,13382.9712,20185.697,5198.8321,6568.6234,9960.6121,44994.2252,22536.6177,1947.541,32031.9057,45748.7558,27826.8575,11000.5546,60920.2271,45098.3985,13626.6884,13545.4784,20778.8291,41899.8679,13381.1743,36902.5954,39816.7561,7590.7583,173485.3721,21203.2106,27165.8431,38686.5932,44353.93,8586.3596,9797.5383,5768.6732,25373.2803,6164.0573,23012.1084,17027.9235,12167.0514,52844.7579,10075.6169,55806.6644,62275.8818,55620.3373
ECASYN-PWY,148.2529,165.4584,772.7669,0,3606.9337,773.4793,163.925,47.9389,4.8815,25.1195,10.1691,107.9585,0,396.3556,2.7181,125.6538,70.3883,0,14.8721,112.6797,3.1934,3.6039,106.6379,6.8904,5437.6809,3175.9605,5.9247,45.7309,8.7243,3079.5823,2311.2766,263.945,2731.787,2751.8442,9.1143,13.1563,141.2906,7.3276,5.8947,12.8638,120.5395,36.4267,382.0453,5.3695,8.7343,36.4602,108.846,137.69,116.0129,3.0392,3.7544,0,1968.9245,3123.6084,5.568,0,3.0548,0,232.1911,445.4957,0,0,314.7901,45.8311,113.7231,881.8324,111.6474,0,267.0666,317.0487,0,127.2597,105.7456,23.4182,0,0,60.3267,0,140.5067,0,0,214.9508,0,0.6248,0.6246,42.7094
ENTBACSYN-PWY,381.0792,482.8499,1626.7753,0,3875.7147,1760.7608,436.3301,128.4979,10.6609,55.8213,29.28,264.1414,0,958.7904,6.6645,316.0948,173.5147,0,42.5877,309.444,9.3302,9.3306,268.6524,21.299,5800.3213,4628.5955,15.9908,119.6361,18.6502,3316.5007,5939.3282,783.8798,6391.5377,2988.3685,19.974,31.9672,387.2477,22.6009,13.3274,27.9747,332.6251,78.2593,1034.9322,15.9934,19.9587,91.7118,306.9482,355.4554,324.1442,7.9893,9.3256,0,4905.5937,4438.4138,13.3272,0,6.6643,0,508.891,1002.7223,0,0,944.1044,114.383,299.3927,2172.5384,284.7938,0,698.9033,826.49,0,314.6309,257.0264,54.5469,0,0,193.6819,0,395.9606,0,0,478.3036,0,1.3333,1.3333,91.7785
FAO-PWY,805.5484,341.3972,948.0043,544.5855,7077,1208.1537,397.666,108.1397,205.5355,262.0909,29.7035,203.1411,155.9262,597.6307,130.6851,240.8983,652.1941,66.5574,63.7492,214.026,94.434,277.6219,198.5712,605.8814,10719,5310.5,114.7067,411.8444,117.0741,6046.5,3548.0262,632.0449,4367.5372,5360,299.5953,148.0772,288.7688,21.7857,223.1036,37.6456,285.8053,141.7125,721.9819,49.7869,279.9861,78.6067,211.1553,239.4413,211.3934,24.2747,65.1626,19.5545,3296.5744,5239.996,51.5094,35.2641,71.6744,22.6006,519.1284,591.0999,43.5919,36.0428,579.1637,119.5523,198.3341,1463.753,332.8294,22.1575,12640.4485,546.413,2.2486,196.826,189.2302,304.5282,2.9655,23.55,153.6283,0,2763.1782,39.4986,0,871.4242,0,1194.5243,98.5906,74.287
FASYN-ELONG-PWY,24707.4569,13488.3155,47014.6997,57284.0597,4380.7034,6962.0451,37442.4507,49806.5753,31289.3802,28873.9969,32239.6818,29735.9334,22109.6817,8705.3153,24827.3097,32599.4641,41665.9285,57343.733,46792.6167,60920.7855,29390.8739,41198.2295,47205.7169,32530.0233,6516.7945,6289.5912,43716.58,59566.4366,30480.6116,3728.9445,30761.5735,26271.991,18121.3331,3423.7302,24168.1276,39012.2342,27864.083,15379.412,33369.03,33463.7961,34196.804,28532.9248,7945.4935,42765.0674,41975.3093,9398.9681,65346.7614,27899.2972,56099.5702,10667.7361,18375.1874,63379.0842,24593.7874,6244.1247,42059.1835,30520.2268,27977.1662,14481.1275,101433.7003,74549.3367,30447.1056,8262.5192,13895.1177,60899.0629,112261.2407,47196.1432,30381.7073,6762.3887,77965.1792,59556.4546,56714.4715,36458.6792,128270.3652,43208.4698,11146.8626,4347.3113,19312.0568,9424.5637,23715.0018,27078.2328,16163.0889,47241.3358,19266.07,80485.1355,125245.0613,65815.6223
FASYN-INITIAL-PWY,205.1258,245.329,18644.5578,0,4171.6555,1121.6466,224.172,62.6678,17.5449,269.6352,13.7337,164.6509,220.3664,559.3454,15.0684,183.5286,145.055,2.8499,29.4695,155.1139,11.8722,19.3683,149.6836,12.4954,6292.8294,3816.8421,9.9978,62.2433,176.6271,3560.2228,3335.5022,382.248,4085.6438,3186.4637,336.5013,19.6445,206.6391,16.6154,9.0983,129.4873,165.6538,106.7238,562.9102,7.499,411.7919,58.7967,162.6527,201.0441,154.3094,6.2466,33.9788,1.45,2854.9986,3786.6518,14.4463,137.2576,75.492,2.9996,1786.052,1234.6889,0,13.5353,518.8603,111.5781,216.2155,1325.1042,225.2741,2.999,23249.4744,487.0884,6.9991,245.0018,270.9347,33.5781,3.9991,0,94.0655,14.2843,208.8222,46.9451,3.9994,2306.9032,0,28.4665,172.8372,1100.9968
FERMENTATION-PWY,21138.4127,6026.316,38058.0579,25066.7788,6204.1197,4159.3445,18651.5223,9756.897,21431.7095,16441.6218,1908.0936,8022.9559,18292.8352,4878.906,18705.9346,16737.8833,16381.7278,41535.3773,10261.9961,27001.3636,25631.2337,34170.1734,14404.6574,15232.129,9387.2868,5567.1947,12214.2193,24264.7531,24660.5266,5296.2772,16044.9195,3436.8313,21497.5037,4740.8228,16070.8339,30668.7246,23914.834,4580.9057,29687.7535,28976.3886,15076.5459,21924.4375,5089.4063,39575.6751,17302.0502,2715.1471,10551.1448,17284.6583,4225.7621,4444.0837,10181.7372,24570.6762,13444.026,5591.4185,29509.4845,24392.4648,19576.8314,9900.2183,51886.722,24972.3441,12869.3994,7779.6283,18342.6869,3589.7317,3483.2427,25441.8287,11664.599,3778.8006,27373.7732,13503.7493,5184.003,9653.7619,6430.3853,6198.4938,8549.1218,4244.9182,15244.5384,7721.8956,20235.9367,14471.4647,11622.8737,17370.2629,434.2554,59401.9164,32489.221,35007.0487
FOLSYN-PWY,11386.9943,5419.121,37347.7887,31243.912,5198.2139,4699.8385,15406.9732,3297.7577,22216.03,16315.9055,2422.563,5738.2119,16857.1067,4324.1654,15421.7462,18447.1214,14673.209,17429.1702,7836.6272,7612.6935,15235.2116,14143.4493,11018.9986,8768.4453,7796.2332,5740.7622,14842.2694,24987.9935,19676.4026,4428.4123,14128.6094,5443.5478,12620.6946,4003.4274,18326.3486,15722.4007,12614.5087,7003.9844,15165.2022,19947.0684,12856.8505,18787.4903,4093.5476,13470.0855,16779.0547,2407.6314,9801.8292,13445.4227,3277.9685,3612.6623,8658.3576,11005.8184,15717.9716,5704.0091,13319.4437,26013.3583,17976.985,6249.901,46257.975,24521.4063,8099.3516,5364.6386,6062.4191,10046.7165,4935.436,21885.3886,10636.397,2589.2101,12218.8426,14516.3564,1118.4901,9956.5954,11801.7883,5202.0405,7311.9455,3150.6512,4996.8221,3147.314,13026.836,8694.0714,6965.1861,18677.1917,170.2147,45796.4671,39663.1429,21841.5641
FUC-RHAMCAT-PWY,704.424,742.83,13197.1919,1065.7449,3579.7385,1194.8255,1163.4674,445.2439,1469.4025,1955.6389,146.8896,884.9558,2840.1529,955.0349,318.1945,2868.8994,1119.0011,626.7358,803.5644,522.9825,379.7372,747.7843,941.6131,119.5929,5399.0789,2820.6699,304.263,3156.2822,3434.8052,3048.5322,2892.499,751.9973,4563.1759,2714.8005,1999.0006,1223.4991,585.4306,313.1143,1313.7229,2368.2013,993.8878,3628.2874,667.849,348.8291,611.3754,321.3891,976.326,2335.9425,390.1973,422.3717,626.7431,735.7614,3360.2316,2922.5038,971.3102,4632.3055,777.9891,357.9542,4746.2687,18175.9225,309.8154,287.6263,508.997,418.2248,418.3134,3122.0849,651.0853,121.2992,526.3087,1402.1088,114.3373,924.5649,656.8663,495.4212,269.5958,89.1715,261.0208,56.8518,706.8374,1365.2114,872.1879,1601.422,2.2352,5998.7055,3080.3882,3597.385
FUCCAT-PWY,895.0518,787.5535,8606.472,17604.3386,3557.83,1083.9634,4549.4342,560.5931,1664.829,1446.5845,152.079,1295.8154,4409.8756,1038.9827,1670.6228,2774.1257,1233.9383,1129.2254,1616.2517,927.8358,358.259,651.9312,703.8369,122.9191,5373.8521,2697.7443,1219.6196,4238.8066,3528.0446,3023.25,2853.6391,553.9146,3804.4716,2697.33,1917.4921,2729.2008,436.5076,311.0142,1894.5759,3095.3419,997.5804,4184.6452,1117.5909,299.3176,458.0955,336.8609,892.1185,1877.123,388.0841,1256.0692,1064.3762,1001.2642,3055.8533,2717.3182,1259.5898,7212.8547,1160.7043,2264.1138,3019.489,20191.5863,334.3018,316.3506,548.5139,312.446,279.6369,2885.5037,554.7082,131.7403,354.8449,965.7551,142.3464,678.7564,486.1358,394.3367,2696.1491,166.2353,513.6495,352.085,675.0048,5315.52,4513.2008,1091.1895,8.6661,3903.1551,2549.933,3061.5468
GALACT-GLUCUROCAT-PWY,4858.071,2836.7504,12050.8246,23550.3527,3825.7657,2255.1572,10169.7574,3073.5466,8330.0347,5831.9766,2180.516,4496.7503,10698.3887,2554.1962,7047.9855,7920.5619,5508.1242,9940.0325,4222.2478,6383.1596,6412.9103,5804.1019,2244.6175,1449.5959,5805.3106,3015.572,6739.2601,13247.7448,11786.1525,3265.7899,5519.18,1652.9006,4970.6992,2906.5748,6732.7559,15572.1325,5604.8931,1394.7031,13169.6934,12955.1471,9481.1116,11654.0204,2658.7161,7724.5231,1958.849,1236.5542,7318.9284,5572.4385,2523.1256,2191.0048,4688.7567,5518.5853,6998.039,3119.4216,6394.6191,25380.2494,5633.2594,4463.5932,24541.0524,21133.4979,5370.903,2813.7891,4662.2174,1362.8232,5263.4102,24332.4406,11672.311,1986.891,1289.6623,6412.2702,408.4428,3258.7316,4395.937,4307.6197,4960.6318,1468.3351,1850.4786,3387.5748,3570.1996,10015.6586,7167.0122,6884.7215,24.6726,16394.5272,9870.2156,10793.7377
GALACTARDEG-PWY,157.3883,142.789,1727.2898,0,4044,564.1338,132.0154,47.718,218.2854,94.1089,9.1271,94.59,97.765,274.3932,8.1212,112.7826,75.6522,0,42.0303,89.2096,3.3668,3.2886,113.3099,13.6715,6125.1837,3036.4825,5.5953,108.1789,88.4265,3455.1429,1734.6248,209.4598,2018.908,3062.8571,67.2942,14.7339,106.4255,24.6992,29.2278,62.6931,161.569,251.2036,322.6213,9.7138,40.3603,46.3645,98.962,153.5074,96.0698,4.9406,53.0417,32.6512,1552.2544,2995.6882,34.9476,575.1552,6.4216,19.5769,274.4734,5114.9099,21.9529,0,260.5344,35.4486,76.9071,668.2205,76.8782,7.4183,171.5662,255.5902,23.405,105.865,64.4873,50.8334,5.7693,0,56.4029,0,122.4501,93.8085,44.6205,164.3199,0,1157.4412,80.7792,78.8398
GALACTUROCAT-PWY,6867.2302,3584.0942,26449.9242,28492.0831,3542.2938,2436.5139,12184.1637,3046.9399,11484.9239,8150.7655,2437.2897,5426.8454,15545.4963,2836.5442,9235.265,8923.7569,6605.7629,12752.89,5472.9553,7881.4335,7121.6873,6381.5246,3216.07,1550.2161,5379.3895,2836.5689,7734.4402,16005.9891,16220.6711,3024.2994,5345.4216,1827.6468,7452.4975,2692.5915,9903.3909,18008.2697,6013.6823,1769.1132,14953.9888,19281.9156,11171.6154,15648.2731,3355.3309,8532.2348,2825.3026,1500.697,7990.9948,7452.4519,2834.5895,3098.275,6024.8984,5281.3746,8788.4704,2998.4387,7768.612,29833.191,6511.8039,5336.9702,32329.4534,29368.7917,5601.3065,3164.5654,4803.399,1740.9547,5939.7356,26953.6287,14127.8648,2248.9693,2160.0166,8725.5941,643.308,5428.3265,4882.5515,4652.3541,6683.3058,1655.2327,2016.0992,3970.5881,3443.7342,12727.8076,9911.8908,9198.3248,28.694,18934.0484,11494.4463,16108.7036
GLCMANNANAUT-PWY,29609.1876,9077.6926,52401.3397,60630.8681,4245.1192,5781.5006,35484.3182,48030.5134,37995.7277,26390.3416,35044.4903,31674.3434,25053.7451,8419.6677,26324.5306,25992.1533,44079.3887,56864.788,50029.6127,65165.9853,24664.5822,39536.605,54542.7031,47927.6461,6284.3661,5845.0763,41141.5524,59676.1456,25745.9311,3629.1581,23161.6214,28329.8878,30983.2668,3301.5431,25889.5988,40276.6536,23515.9077,6382.418,38233.2544,38259.0547,36345.4526,28780.9678,8219.8524,45068.6057,52855.5881,9687.5883,70144.0251,25562.4787,61042.6019,11696.7678,18159.7193,50313.2734,20515.3303,5992.415,42134.0763,42642.7103,19807.8728,15100.4727,94642.1177,81666.6916,32807.0899,7388.1414,16463.2189,32365.6033,123429.2382,42247.8964,35553.1083,7011.5667,18454.9976,64567.0326,60911.7211,31999.4151,100167.7475,46898.7989,10160.2448,4373.9972,33279.8923,9335.2032,27249.6079,26743.4846,18113.9025,54846.8536,39833.2378,101271.1152,112392.826,69634.6118
GLUCARDEG-PWY,217.9633,142.789,1727.2898,0,4044,568.628,132.0154,47.718,218.2854,214.474,9.1271,114.6492,178.4135,274.3932,18.4269,140.2426,107.3199,0,42.0303,89.2096,3.3668,3.2886,157.6926,13.6715,6125.1837,3036.4825,5.5953,108.1789,239.1876,3455.1429,1746.3858,209.4598,2018.908,3062.8571,169.8762,21.2598,106.4255,24.6992,66.0201,111.7913,161.569,251.2036,326.292,16.3185,95.7272,71.6082,110.8931,213.6009,106.0095,4.9406,53.0417,32.6512,1558.999,2995.6882,81.1749,575.1552,14.1156,19.5769,442.6144,5114.9099,21.9529,0,260.5344,39.7215,76.9071,724.2329,76.8782,19.4294,175.7983,291.1147,36.899,128.5333,64.4873,50.8334,16.072,0,56.4029,0,129.629,93.8085,44.6205,191.576,0,1157.4412,176.3911,162.2065
GLUCARGALACTSUPER-PWY,157.3883,142.789,1727.2898,0,4044,564.1338,132.0154,47.718,218.2854,94.1089,9.1271,94.59,97.765,274.3932,8.1212,112.7826,75.6522,0,42.0303,89.2096,3.3668,3.2886,113.3099,13.6715,6125.1837,3036.4825,5.5953,108.1789,88.4265,3455.1429,1734.6248,209.4598,2018.908,3062.8571,67.2942,14.7339,106.4255,24.6992,29.2278,62.6931,161.569,251.2036,322.6213,9.7138,40.3603,46.3645,98.962,153.5074,96.0698,4.9406,53.0417,32.6512,1552.2544,2995.6882,34.9476,575.1552,6.4216,19.5769,274.4734,5114.9099,21.9529,0,260.5344,35.4486,76.9071,668.2205,76.8782,7.4183,171.5662,255.5902,23.405,105.865,64.4873,50.8334,5.7693,0,56.4029,0,122.4501,93.8085,44.6205,164.3199,0,1157.4412,80.7792,78.8398
GLUCONEO-PWY,31702.951,15070.4519,51813.912,68622.6151,5029.0716,7515.746,37238.0221,29531.8493,46063.9252,28120.3601,22177.2366,24667.1422,34057.6338,9481.692,32636.202,39513.1464,36805.1286,66205.8015,32437.6754,51122.6643,41955.1486,57118.8796,28662.9979,46969.392,7492.7204,6649.2121,38150.3151,55019.7309,37792.9287,4291.4566,32928.1769,15965.2359,27376.4084,3905.3056,28161.729,50281.4928,36558.5036,19382.5397,49057.6339,50564.7885,36396.0658,33811.4108,9242.0219,54215.1161,40137.6349,7604.1053,51577.9432,29144.7314,29538.7856,9519.428,17212.9022,60813.1998,27833.2269,6435.8549,51711.135,45405.4148,41236.7815,16588.3229,95887.3808,61075.5743,29631.3394,12872.2324,22821.3662,59677.8357,66711.6539,47083.8262,42981.0375,8716.79,53599.4967,46323.8567,59661.0228,29485.6492,75776.4881,32227.2655,14288.7555,6964.465,30194.5438,11686.0258,26553.5849,27818.5109,19814.5603,50466.7832,31502.2486,93304.9856,106738.0557,69125.0752
GLUCOSE1PMETAB-PWY,145.7967,189.949,5226.8524,0,3665.2224,937.0611,166.2068,48.4758,3.9999,78.9005,38.315,100.3367,239.3514,454.2023,346.7984,119.8374,285.28,0,15.9972,116.9159,3.4999,3.4999,102.9195,7.9997,5505.7905,3622.0718,5.9996,186.7261,540.9056,3121.336,2813.0782,338.769,3404.2989,2821.0999,57.4506,91.2685,173.1111,24.4835,37.6465,156.2862,145.5626,111.3391,506.5826,5.9998,7.4997,34.9403,115.8959,173.7097,123.3537,16.9888,19.4903,0,2378.2958,3603.0684,4.9998,49.9785,2.4999,375.0169,194.9558,466.4029,0.66,138.014,389.8984,44.1413,116.9329,931.0847,109.712,4.6589,280.9369,324.4394,0.66,123.8479,101.6133,21.834,365.2421,11.3314,75.2783,21.3207,152.6828,3.9997,4.6595,216.1651,0,97.1189,13.8392,35.1523
GLUCUROCAT-PWY,5166.4022,3067.9267,10149.6162,23703.1607,3987.6294,2476.7102,10203.0399,3345.8345,8643.6097,5682.469,2285.7728,4407.3783,10932.6354,2916.7497,7339.8435,9171.799,6102.5937,10923.4864,4104.3981,6950.3286,7641.3704,7341.0673,2412.1597,2582.9479,6048.903,3209.1377,6928.3911,13175.2566,11921.7215,3402.263,6330.9222,1779.9691,5025.8884,3029.1224,6525.6584,17206.6341,6687.835,1569.6765,15049.4169,12751.2025,10048.901,11554.5994,2738.9983,9371.0772,2151.3347,1286.2126,7452.5845,5792.1388,2575.4221,2132.9538,4510.5343,5965.5116,7434.3562,3341.0683,7430.715,26093.3824,6437.3972,4708.282,23278.2549,19516.3805,5870.4765,3332.7992,5565.9854,1374.0326,5647.6914,24563.0012,12824.7852,2287.3779,1293.0686,6367.8024,455.8974,3229.9809,4507.8335,4637.7351,4826.7963,1714.9916,2502.8171,3621.2944,8374.5946,9529.6217,6817.6087,7515.8452,31.483,20337.4479,10914.3852,10754.9843
GLUTORN-PWY,10619.945,5761.9117,22206.3099,35299.5576,3563.6885,2597.0059,12741.6919,2556.1604,31156.651,13453.9245,2618.5305,5110.7108,23326.971,3151.2411,15948.2526,14777.63,10886.6924,9668.2689,6747.7168,5716.1928,8461.7719,7586.483,3492.4482,5355.1955,5414.2382,2823.3526,9846.3988,19927.3557,21649.8522,3025,5558.3638,2373.2533,5895.5029,2732.5858,20906.0373,20615.0135,5961.6039,5303.7147,20516.6309,27694.5426,14028.502,26080.5388,4307.0196,9783.5845,3383.5708,1849.6512,8001.4599,8133.6874,2632.0009,4845.9448,7689.8144,5519.5767,11550.0148,3116.2791,7494.3846,46811.4926,11227.9744,4946.4283,35327.022,20756.7933,5441.0339,7821.5116,5835.2049,3330.6095,6506.9362,26111.1738,28941.2323,4128.1303,16018.8602,12398.3451,759.8387,7357.8692,4930.5246,4061.1495,7166.2196,3282.1043,3332.1841,3296.2386,4750.5025,10638.6957,8733.1787,37486.3756,131.1128,22227.0045,21894.2167,39809.7762
GLYCOCAT-PWY,25335.5786,12653.6663,41232.1059,64816.172,4905.5594,5285.2241,27955.8723,10950.7545,52952.3378,25924.1728,11637.468,15873.6367,41180.6107,7019.8332,29876.7669,29324.3939,29080.3463,30610.3358,21254.7952,19728.1803,22302.8733,23902.7472,15414.5393,23100.8019,7350.8851,5084.7269,26219.3163,44080.8843,39689.5601,4168.5979,14151.8594,8782.5172,14757.7872,3792.8623,35797.9291,41044.8258,16800.103,12224.0567,46796.1771,52601.3633,32700.1054,40551.3873,8205.6216,32388.5544,18253.3761,5191.057,26684.9293,16923.3002,11702.6144,11254.4678,15076.3319,18292.1603,22745.7442,5513.1301,23156.3132,64834.5031,21735.2364,11637.0819,71321.262,53025.2204,15917.4707,14112.881,12019.671,10999.898,35594.6984,46596.1672,50718.6263,9008.9892,39676.9379,39710.9525,3432.2971,26386.2118,13292.1862,14917.9757,12927.8776,5403.6447,10775.183,7291.0134,11171.0242,23625.9004,17862.4521,71325.0181,806.6848,64269.7824,53737.555,83151.3463
GLYCOGENSYNTH-PWY,34780.4328,14127.8595,47478.593,73985.5971,3834.5248,6240.1901,38389.5467,42800.9943,51443.0164,31516.2926,31958.5054,29988.0242,46425.3105,9304.4555,33488.3374,34718.2667,45718.4727,75052.9928,47546.0435,63392.1715,31508.9529,41264.8254,53094.0888,52171.019,5658.2038,5382.8036,41542.5757,62199.6382,41706.5143,3264.6088,21260.8929,25674.9939,30621.2605,2998.6703,33899.8631,48787.9937,24463.1853,13806.5039,46856.5956,61203.8584,39185.0409,39523.9435,9581.0611,46778.5666,54895.4036,9537.2078,64252.0349,28178.2409,54865.1673,13074.8241,19734.609,44613.514,26757.398,5679.8068,46575.008,65015.6998,25622.5491,16860.1223,96379.8897,71281.5696,30788.2229,11649.3961,15809.4855,30406.9954,112166.3379,48480.9578,49731.4715,8608.8929,195060.99,63321.2907,60856.7531,54591.9995,12800.2056,42557.0647,14304.4137,6115.7883,31652.701,10766.9052,23255.3118,29496.0397,21675.5601,73727.7759,43737.7749,101815.6625,111643.86,86864.7592
GLYCOL-GLYOXDEG-PWY,737.8869,224.9177,1282.4305,451.3936,4113.9786,802.0207,305.7202,98.8025,234.8705,184.6855,14.7192,267.9651,598.5599,488.4305,18.0411,231.5011,646.4641,1.1398,30.213,133.0055,18.4394,258.424,179.4847,540.4343,6197.0667,3459.6841,26.9028,418.9911,1148.752,3516.2358,2329.0173,508.6431,3430.8756,3137.3349,144.7881,116.9374,219.4023,8.4777,221.1788,125.6106,244.96,620.9889,398.8355,10.9697,59.0763,67.2102,154.8931,192.1188,156.2326,2.9944,8.3456,5.5713,2004.3812,3429.121,21.1602,177.7988,44.2786,33.4366,679.4495,1064.0368,47.9029,20.7227,345.9192,62.9636,138.4883,1023.8068,146.4271,28.6377,355.3345,370.8464,16.2545,165.6052,179.1071,266.1565,15.8821,0,98.9726,5.6888,594.9295,55.5174,0,731.5539,0,1868.9282,148.1177,412.0681
GLYCOLYSIS,32230.3997,16085.467,53243.6636,74311.301,5226.8591,7907.2299,38082.7146,30330.1499,52939.0889,30945.4837,14634.1844,21835.0469,38469.2246,10208.3178,34511.7544,42982.0073,38171.9913,73517.5898,30741.4691,42954.5198,41726.2404,55477.3901,29900.7396,46289.2484,7789.3283,7281.5506,38740.626,55941.5843,44017.4476,4456.4605,31999.6513,14579.2969,25553.6417,4065.3728,34899.5449,57479.0706,36042.3187,18137.1853,47568.8536,61456.0734,36102.0018,40097.0733,9531.963,54599.1948,40413.3707,7341.9245,41907.2256,28970.6769,20372.8611,10779.0751,18724.4481,58540.6988,30097.8918,7140.0552,50083.5099,48052.7365,39477.2738,16687.7531,88323.0265,71030.7449,25654.9231,14092.9903,23430.24,49658.3433,37183.8768,51718.4118,41908.436,8360.1117,98162.671,42685.2444,56797.9757,52208.9495,88407.5934,24763.797,14893.4657,7717.0514,31734.3808,10282.9484,25782.0351,27816.2372,20468.1954,51484.2227,31448.5858,98402.597,106951.6781,69379.9871
