#OTU ID,Vil101BFP11,Vil103BDTT35,Vil103BFP35,Vil101BDTT11,Lyz207BFP283S81,Itg24DTT531S26,Vil110BFP116,Itg04DTT423S15,Lyz206BFP271S69,Vil105BFP59,Vil108BFP92,Vil102BDTT23,Itg20FP507S10,Lyz206BDTT271S113,Vil104BFP47,Lyz202BDTT223S63,Lyz205BFP259S56,Itg22DTT519S14,Lyz204BDTT247S88,Vil109BFP104,Vil113BFP152,Itg26DTT543S39,Vil114BFP164,Itg24FP531S34,Vil1010BDTT119,Vil105BDTT59,Vil107BFP83,Itg26FP543S47,Vil108BDTT95,Itg18DTT495S90,Itg12FP471S73,Itg20DTT507S2,Itg12DTT471S65,Lyz203BDTT235S75,Itg10DTT459S53,Itg08DTT447S40,Vil109BDTT107,Vil1014BDTT167,Lyz208BDTT295S137,Itg06DTT435S28,Vil106BDTT71,Itg04FP423S23,Lyz204BFP247S44,Lyz201BFP211S59,Vil106BFP71,Vil107BDTT83,Lyz201BDTT211S51,Lyz208BFP295S93,Lyz203BFP235S83,Lyz207BDTT283S125,Itg10FP459S61,Itg02DTT411S3,Itg16FP483S86,Lyz202BFP223S71,Itg02FP411S11,Itg06FP435S36,Vil102BFP23,Itg22FP519S22,Lyz205BDTT259S100,Vil104BDTT47,Itg08FP447S48,Vil1013BDTT155,Itg18FP495S98,LYZFP307,LYZFP331,SLCFP131,SLCFP023,SLCdtt005,LYZFP355,LYZFP319,SLCFP005,SLCFP053,SLCFP095,SLCdtt095,SLCFP077,LYZdtt367,LYZdtt319,SLCFP113,SLCFP071,SLCdtt113,LYZdtt355,LYZdtt343,LYZFP343,SLCdtt077,LYZdtt307,LYZdtt331,SLCdtt053,SLCdtt167,SLCdtt149,SLCFP167,SLCFP149,taxonomy
COMPLETE-ARO-PWY,25851.0354,2921.7799,19047.1466,5094.5302,12634.7269,3777.021,37716.1338,16688.4286,11148.9186,18210.1381,62767.528,9007.7365,45763.0761,7890.7749,29247.4045,5765.7032,6814.2086,3977.2221,10881.8571,44178.5098,30382.6264,28851.3038,39482.9877,5581.6611,8824.7787,2775.6048,28041.2284,23731.965,5685.6342,12767.6132,19784.9334,8866.4251,4548.9689,4764.353,4013.1797,13159.838,7644.9522,3884.1017,2307.9112,11426.2789,3989.3214,7649.2925,1829.3007,7532.4147,51634.8251,2320.2537,9910.581,9223.9704,8854.0082,3831.6586,13571.1557,4622.0883,47223.2494,11638.9471,52733.6228,23196.8357,25369.9571,9405.686,10628.0706,4377.2616,10564.4881,4160.8579,10873.3034,33067.6025,144876.9837,15506.0782,7890.2747,3811.4608,20830.2588,19511.9334,4031.5285,12778.7839,1638.4259,823.1406,2346.1723,27918.9763,3069.6175,4001.4046,9912.8044,4141.5081,11468.7613,18660.022,34480.8343,4765.3597,22521.6642,31726.3225,10621.0625,25659.0148,41266.5475,22758.2412,36715.5927,
DAPLYSINESYN-PWY,41465.3831,4702.8982,56522.3893,6519.4505,18929.2804,33909.2367,34875.6336,42895.5855,17946.7652,46584.4704,51115.9456,11472.9086,67466.8066,11841.4296,45633.8239,5119.9793,10087.7632,17888.3392,18988.1886,37914.2837,12271.9798,31948.1975,38770.3444,74954.2965,13768.9621,2978.4753,35965.661,33922.6597,5741.8824,21009.2771,40121.5779,13064.8336,9557.9807,12565.1059,17203.623,21978.3201,9482.4861,16256.3573,3098.5728,18018.8673,3728.104,60574.967,17029.4288,16356.0094,56457.5002,2368.9118,14375.4077,16545.6801,38748.2643,4215.7415,58200.9443,23126.1587,54680.4071,24389.0213,119916.9802,36998.836,33692.4935,56549.6814,13116.6884,6135.7229,32481.8313,8128.8336,50111.429,50918.2854,143121.2957,22608.5473,9935.8437,10282.1986,40619.0531,137022.6501,22106.4368,21442.9083,44029.0278,15417.9478,4248.044,26038.3196,21048.3901,4571.1291,15698.7691,7144.3207,21951.2734,25740.7203,77729.8266,6820.6275,56667.023,30606.1385,13625.3422,56527.4535,71095.1629,41806.0231,47830.1397,
DENOVOPURINE2-PWY,64096.5486,7665.3991,93702.5583,29279.1702,23309.5775,37105.54,31611.9976,111639.1895,22213.8402,120988.775,35183.8404,18940.9154,70987.4956,18805.1272,43323.6353,48257.3733,11129.0075,26817.947,39256.1039,26403.7812,66277.4166,35322.2789,31820.8761,78249.7375,16477.5365,3168.4626,41736.178,43337.5452,5957.0546,25375.5203,40102.0566,21751.3853,17071.9981,52671.4516,36696.2691,31117.0307,10979.9707,17802.1318,8842.8948,70062.2053,3656.6295,179627.3668,28144.3153,146798.6846,45192.6763,2473.9875,32699.4968,29784.3755,136428.3784,5429.5423,72724.5897,33949.3495,37568.2019,139678.7156,110003.7314,64827.0892,44606.1248,74432.8503,14139.4907,6748.2431,38522.1586,16601.7314,44583.1569,78371.5214,52955.7856,27117.3008,8123.0164,14800.3047,47345.907,176889.8429,21373.8599,24134.3939,63801.2207,30911.6411,35755.686,37557.4786,32975.7029,3305.1054,35238.977,11438.4594,58681.5763,21855.6936,129024.163,54370.7579,116697.1116,23989.4521,26195.6285,159293.2488,154618.3276,50495.4708,46097.9201,
DTDPRHAMSYN-PWY,27451.1646,4189.6253,44792.8623,5109.5899,13456.7541,38969.1885,40488.9027,31067.5877,20021.3824,32252.9074,50599.7508,14899.3481,56922.2818,14991.4432,34729.4063,8200.9309,11015.694,15246.9537,24984.0704,42343.0779,63729.3052,31144.8034,39875.3202,75276.7253,9247.1101,226.1199,28756.7118,42717.4202,199.146,20307.6968,42798.6293,11706.9542,15326.0745,15799.0948,24912.3054,26983.446,3750.0964,14306.513,2835.1667,17546.6834,49.6148,32435.0388,25008.7722,12650.8324,47359.4211,71.207,8394.3039,10057.0629,48291.252,3897.6972,64734.8953,15675.1354,47562.1795,16411.7308,89015.7683,29987.8027,44722.4251,45204.2221,14905.6627,4166.9279,34161.8284,4731.9266,31571.9356,52248.8598,141812.7026,16864.9139,11578.8607,16508.4285,35454.1986,130944.5366,33343.8226,17511.6001,22584.7566,8561.9406,7422.7997,31399.4999,16875.3469,5288.4211,18840.7322,16341.1236,10503.2089,8486.6659,53608.3978,8204.9174,51126.4196,32042.1059,15685.3704,62278.8021,62677.1968,40777.179,40691.5186,
ECASYN-PWY,7.786,379.3794,135.3601,203.4072,2.5714,275.6928,10.5873,149.5465,8.9684,27.0891,0,304.6247,5.1443,123.6606,3.6933,43.4629,1.2972,67.947,148.399,3.1212,153.1037,596.2102,4.9375,5.1561,7292.5877,2322.5114,0,8.4055,4623.8841,207.6961,0,133.5526,27.6976,69.2318,43.2531,207.4645,5762.5724,323.6669,49.0195,129.9723,3179.8367,3.8796,3.4567,5.7017,35.5215,1903.4978,3899.6141,14.7713,3.0266,711.0963,2.9898,22.9485,4.6909,0,0,0,8.8267,0,64.385,617.1171,0,892.2377,0,161.2908,168.1527,0,0,75.1729,53.4997,87.2419,83.7276,0,0,0,0,98.9164,168.468,0,0,15.4112,122.789,110.0694,185.3636,27.9915,413.8577,207.3325,9.131,0.6246,0.6235,2.3982,11.7877,
ENTBACSYN-PWY,18.6524,944.5103,398.5717,624.9901,6.6592,751.4295,22.6464,362.5658,23.9146,62.5425,0,831.9414,13.3265,328.8687,9.3295,126.1424,3.9974,180.307,359.6781,6.6649,326.0442,1786.4991,10.6629,15.9839,11458.1968,2736.6551,0,18.6553,5238.4019,546.748,0,335.4962,70.3392,205.1956,113.82,529.4157,8146.1616,892.8495,135.3736,331.2315,3378.9292,11.9904,7.9774,15.9913,79.6818,2170.547,9372.4584,37.0923,9.3314,1410.3274,7.9984,63.7424,11.9933,0,0,0,21.32,0,167.405,1619.7298,0,2268.9478,0,450.9162,459.3584,0,0,211.0594,147.0047,224.1742,269.966,0,0,0,0,236.1886,442.7437,0,0,47.8036,326.8605,282.4595,487.8759,69.126,1015.7361,554.3887,19.9839,1.3333,1.3333,5.3325,27.9559,
FAO-PWY,233.2041,925.5989,6939.8357,475.5884,23.0011,448.1556,111.6369,349.5145,64.8356,5900.7567,33.6063,499.0133,646.2791,203.4211,284.7137,98.9929,4.4366,125.6213,245.502,215.7014,184.2511,1033.6959,18.8063,34.0587,11711.831,4350,153.6513,76.2773,8816,541.4325,359.0705,239.3997,87.4907,130.418,210.5366,372.7622,9736.8277,540.4933,84.9331,245.1671,6280,79.1221,11.1713,37.6817,428.9729,3620,6269.8441,91.1854,29.0429,1086.7738,1018.6464,50.9405,102.7799,36.562,137.1367,151.1134,82.8899,97.32,140.7941,1115.1698,37.1016,1399.8414,249.9767,406.8915,1217.0519,63.2073,67.072,1164.2498,508.8018,373.5077,199.0573,5.1925,1.4992,0,107.1499,216.9021,255.3409,24.4246,55.306,35.925,241.8846,192.5251,2624.7709,208.9297,601.9445,341.576,41.931,11.2909,147.8251,2135.5096,115.4682,
FASYN-ELONG-PWY,60156.3742,7338.178,91021.0409,29505.1162,20277.7649,35197.3214,33040.4684,105705.789,19755.1391,123814.8154,36146.6479,17919.6236,64909.6241,17510.2647,34672.6738,48216.4577,10016.9289,26135.5316,36524.3391,27488.5885,66467.1324,43001.5722,32101.8375,76562.8526,16364.0581,3309.8858,35111.2134,38886.498,6185.6132,23707.9893,32312.0783,21415.6608,15671.0836,50686.373,32981.7315,28186.7117,11175.9389,17272.7924,8752.6407,67762.4001,3784.855,169522.6376,24445.6223,141568.1759,42187.1503,2564.8473,33399.5337,27858.185,127278.2547,5533.7046,65905.1298,33219.1214,36136.7759,134148.15,102103.7172,61430.112,40023.4311,71349.8817,13431.9822,7667.0018,31881.0498,16121.4167,37818.6891,77679.1831,38182.0806,27009.972,6205.6157,13283.6147,34342.6084,173700.7592,21532.0565,22768.2414,62709.3488,29996.5104,33381.8867,43587.1691,32742.4865,3505.9218,32757.9909,10744.7284,59172.7472,32168.7559,108117.5704,52917.573,115668.1492,26190.1246,27679.9783,152643.0222,141306.0907,48887.0543,37745.7216,
FASYN-INITIAL-PWY,11.2481,524.3712,939.3074,300.8207,5.6238,413.5519,221.971,218.8725,15.892,9300.9413,111.1877,428.821,7.6995,177.8931,6.874,60.6808,1.8748,98.4143,273.2218,328.5836,19651.9412,885.4602,66.4927,9.999,8975.7571,2704.9789,13.5462,45.9154,5378.2719,286.4385,0,167.551,39.8891,99.4048,65.4339,280.1828,6989.0365,485.6348,66.5629,207.9932,3670.8339,8.1241,5.8988,9.9955,374.7245,2208.8908,5511.5027,21.4315,4.3748,1033.0377,6.2495,31.4218,5.6245,2.4998,1.45,2.4999,12.4975,5.3496,81.8448,917.7309,0,1388.4451,3.9496,245.7273,1961.3283,2.4998,2.4993,104.9554,545.3431,243.7467,129.2025,15.9927,2.4999,2.9996,2.4994,217.7562,260.1527,0,0,22.4627,273.4894,223.1052,3836.9329,34.4438,717.0827,322.4064,94.6748,265.193,49.0538,3222.8366,24.565,
FERMENTATION-PWY,14983.0254,2836.898,22110.4505,3979.0726,3676.4868,10252.417,23899.1255,30987.8669,16260.4565,27145.2323,25081.381,10938.3857,32630.2896,9791.9018,32552.3176,2992.6792,4912.565,15285.7326,14793.1731,23795.2948,56189.418,16176.4148,24801.2898,15731.0631,13733.6194,3934.8201,13327.9559,33611.2884,7902.054,16376.8794,31225.12,8091.5158,14750.7217,10841.3278,17148.2673,21706.0455,10294.8694,8202.1516,2548.2885,11144.1814,5475.0878,19752.613,7767.4697,8965.4825,22696.4571,3250.1342,12560.5783,2880.1693,30725.5803,3962.0362,44487.048,16656.1137,26843.5547,9713.4324,66929.8598,19505.1912,32401.8517,32970.1832,6609.2722,4005.4342,18422.0239,16922.627,17432.462,27990.4628,8757.4265,19596.8571,6561.4812,12245.3096,4561.1841,20513.9409,16018.8839,21979.142,4657.5638,2664.4323,8083.2308,23944.4386,3315.693,4360.5957,21989.5601,13793.8382,6156.859,4106.2692,16162.4698,5652.7175,19688.5681,12285.8689,20167.1254,34139.3164,71649.3083,29779.4659,21788.5226,
FOLSYN-PWY,25259.7863,3731.6599,41467.4478,5862.6001,6631.2058,7255.4968,20093.9285,26825.695,13200.2569,23760.2364,21083.0046,6859.7395,38042.7245,7644.3577,23040.0665,3401.9092,5845.1304,5732.2456,9195.2552,17657.5482,55633.3854,29036.0156,17219.0483,20294.6874,14587.1263,3527.0538,20410.7333,13840.0895,6887.9253,12933.9271,14798.1282,7725.6668,4018.0364,4560.4756,4724.7768,11046.1461,10388.5682,6598.7497,2222.2015,9984.725,4546.7848,19588.2108,3590.6194,4876.47,32848.9098,2836.9919,14517.2408,8454.4984,17168.1172,3671.6683,18421.2949,4904.4305,29522.6575,7751.5697,28368.5103,19741.5528,19465.3878,21595.062,8401.8697,3608.6403,10632.1228,6708.0801,11509.1099,39208.5951,14238.1418,14110.3035,4681.7274,6804.4393,5861.1412,45185.977,5632.2288,12509.0264,890.5422,766.1255,3644.2002,21850.7537,6422.8578,2517.5051,11487.4352,2522.1837,9970.8592,4106.5344,23927.5508,3735.6418,17875.6495,15719.2949,12624.5113,22823.0817,45624.3332,27272.3779,31061.8717,
FUC-RHAMCAT-PWY,2706.3864,628.8224,972.3844,836.537,503.9437,733.4196,3409.7016,1547.2297,787.1574,1302.8031,5471.9424,994.0878,1200.595,742.9296,686.242,267.9197,274.9832,391.5122,1766.9671,2996.594,19153.6321,1691.6373,1466.0802,183.2197,6373.4436,2275.5363,1685.0534,1532.288,4515.6561,882.5016,775.259,1089.3387,226.37,616.6037,263.022,928.2563,5312.3283,774.9772,285.8086,1292.8054,3161.0235,63.8558,297.3775,372.2939,2444.7906,1844.171,4166.9817,700.8869,892.5827,1315.3835,496.7401,107.0107,1398.7199,957.5417,714.279,480.9838,493.2147,307.6283,425.9378,726.0056,400.095,1734.6428,40.8368,5269.9746,427.0407,1282.1296,119.8684,394.0339,107.8372,2164.0888,263.7941,670.7852,60.0665,44.3613,132.0592,1894.7081,503.5657,129.094,378.9959,101.9246,333.9575,344.8104,609.7183,302.2219,4830.8978,746.4,372.5504,2041.4089,10452.2647,169.7875,1917.5522,
FUCCAT-PWY,6533.5937,504.8817,637.1057,698.6404,4463.9615,550.8352,3162.0321,1207.711,1648.4703,1160.8177,8781.2622,1738.7128,19100.0199,708.6593,3956.8454,246.561,365.3394,328.3787,2315.4014,3345.7498,12278.7705,852.3515,2043.5776,85.4249,6127.9415,2238.4989,3377.4092,1364.1119,4447.582,1179.9739,977.807,2246.1489,282.3927,597.9403,201.9424,925.4759,5137.4823,583.8551,252.7375,1605.8554,3151.125,36.0681,389.7702,275.5551,3838.1368,1810.7496,3804.6512,1038.6958,1511.1564,1246.5126,345.5071,159.8503,1777.9593,1244.8834,1479.4845,5062.2384,3353.2114,1199.086,433.9679,735.5874,406.9725,1540.4857,29.2851,5859.9312,286.1276,5339.3269,216.229,411.7469,73.2128,1775.8245,375.1257,6310.8532,80.673,44.317,141.4512,2059.7034,391.0082,200.5698,3636.3405,129.1749,207.7747,301.6775,388.8473,261.7901,5367.1122,503.1504,857.5311,1693.4766,12773.5466,230.2986,10560.0872,
GALACT-GLUCUROCAT-PWY,11372.0989,1202.7693,4086.9499,2511.9631,5547.47,1337.6967,10984.1259,5139.0204,4208.114,4342.7043,29066.1666,4900.1645,24289.31,4064.695,6488.5921,5218.0427,1785.8146,2318.528,5529.669,9514.3487,27831.6872,3772.3228,9556.8503,671.9838,6989.2361,2395.1761,8350.0899,10968.4278,4798.9047,4562.2331,5651.2648,4190.9867,3325.9798,4214.3038,2097.3308,6284.1521,5889.2577,1394.9042,1332.7459,5843.3295,3393.2045,1571.6476,837.0719,3243.4104,11518.9561,1962.6612,5259.0135,2745.1511,5937.6117,1973.6535,5347.4191,2029.21,9589.4965,4561.6913,9640.825,9561.9172,14203.3352,3985.7548,3782.6315,1672.526,2028.0574,1918.998,1410.1797,11048.301,2052.3508,8623.3425,1692.7642,1951.0838,5508.7805,6010.057,1383.8975,8227.3395,296.9029,168.5837,1633.9368,20510.7217,1064.6633,1374.3817,5724.7194,2066.7755,3605.1709,1611.0869,2797.8326,3299.3262,9302.7825,7648.7414,7702.2967,14692.9681,27322.7768,8054.2103,9745.7715,
GALACTARDEG-PWY,84.5429,269.851,133.311,159.8856,5.2908,206.932,90.1468,169.4408,8.6988,59.2306,691.0015,234.7817,10.7114,112.0672,3.3961,34.901,15.6937,62.1644,197.0171,73.371,1260.8267,450.0407,20.9946,5.2761,6700.1984,2491.3152,84.4158,169.5697,5039.7502,227.0196,0,105.043,27.615,56.2711,37.6842,175.7511,5580.1093,246.4016,36.6364,129.559,3588.5714,3.8992,16.2328,28.8542,103.7211,2068.653,3028.9585,77.2012,11.2163,518.2077,2.9375,18.9262,144.1927,17.3879,0,0,7.6561,0,81.4265,498.6515,3.6306,665.4178,0,246.3083,119.6876,77.8036,0,61.484,36.4324,127.0455,71.194,7.8479,5.6244,5.3461,10.7738,92.9331,116.7024,0,15.977,14.7871,78.8909,77.4311,131.2387,37.9446,991.4362,161.5352,27.6652,9.4259,3785.3389,5.7406,107.9577,
GALACTUROCAT-PWY,13969.9806,1271.365,4222.5033,2691.4492,6774.1061,1432.9839,15068.6798,6899.6844,5033.7945,6993.2081,34944.393,5352.3331,28967.7159,4613.8966,9328.5266,5431.402,2213.3846,2708.6871,5848.1986,15687.6569,37837.582,4035.414,15081.0578,745.7981,6610.844,2230.3575,10888.4138,12701.516,4456.0652,6545.6798,6315.6464,5437.2731,3556.5874,4081.2282,2280.5086,7005.9149,5710.0057,1810.9493,1456.8677,6872.6254,3140.8995,1835.7784,814.1793,3689.8987,15634.4511,1819.1812,5169.3299,3413.3785,5698.6501,2486.6711,5684.3062,2540.8709,13414.8282,5519.1767,13029.3763,13029.383,15737.2969,4625.6577,4448.1201,1953.4391,2291.9055,2847.1879,1557.5752,15602.5473,2901.241,11997.0362,1920.7261,1921.9211,6884.5303,8170.2738,1506.4386,10867.4452,427.4867,258.84,1694.2629,22703.6532,1346.7139,1544.6503,6721.6782,2222.2643,4044.5258,2114.9911,4234.688,3554.6699,12941.346,9592.0589,9186.0458,15284.8653,32557.0292,9955.7622,12058.5939,
GLCMANNANAUT-PWY,63241.2559,6625.0528,75366.0909,31630.9157,23485.3005,22677.0594,27716.8139,119835.9519,17548.9245,116404.9152,54627.562,17901.8822,71208.7472,15653.9304,47704.1559,51896.9831,5769.869,31004.879,33830.9469,26474.1712,75190.9553,16726.626,37648.9169,65976.3981,14721.6715,3237.7286,37496.8204,44112.9403,5981.7253,22154.2699,44139.208,22016.4292,17716.2232,52282.5945,40693.0462,28957.045,10738.32,11294.4533,9201.9052,72212.7185,3671.796,209058.4688,18166.3641,155685.9909,47240.3887,2478.4592,34357.7763,29604.2347,128153.2845,5462.6854,80472.9811,36009.6434,44661.0813,146895.7072,110577.1524,63462.3863,42789.9506,91593.8562,8512.4165,7817.507,37582.5697,28368.2023,69000.2568,60254.8879,25262.0893,31202.0616,6150.0532,16057.2772,41712.5813,82613.9779,51083.6773,29407.236,92738.8052,33309.5825,37432.2843,38178.4019,24083.3917,4701.7966,40119.8808,15255.5672,64741.3148,33569.6213,121080.6475,57415.555,103934.3706,19623.0355,28811.6603,151554.0906,172541.1049,36145.0147,42323.118,
GLUCARDEG-PWY,84.5429,269.851,160.9813,159.8856,5.2908,206.932,242.6608,251.1568,8.6988,112.7739,691.0015,247.4212,21.7732,132.5738,3.3961,34.901,15.6937,76.8347,197.0171,156.8612,1260.8267,450.0407,49.1389,5.2761,6700.1984,2491.3152,84.4158,169.5697,5039.7502,311.2515,0,105.043,36.9977,59.8243,43.3434,204.8437,5580.1093,246.4016,36.6364,173.9278,3588.5714,3.8992,21.7348,28.8542,213.633,2068.653,3028.9585,77.2012,11.2163,522.9225,2.9375,18.9262,144.1927,17.3879,0,0,7.6561,0,81.4265,507.1365,9.1938,665.4178,0,246.3083,123.1728,77.8036,0,65.613,36.4324,127.0455,71.194,22.681,14.9955,13.1678,10.7738,114.9008,116.7024,0,15.977,14.7871,80.967,81.1387,136.6791,37.9446,991.4362,171.7764,58.8958,22.915,3785.3389,5.7406,107.9577,
GLUCARGALACTSUPER-PWY,84.5429,269.851,133.311,159.8856,5.2908,206.932,90.1468,169.4408,8.6988,59.2306,691.0015,234.7817,10.7114,112.0672,3.3961,34.901,15.6937,62.1644,197.0171,73.371,1260.8267,450.0407,20.9946,5.2761,6700.1984,2491.3152,84.4158,169.5697,5039.7502,227.0196,0,105.043,27.615,56.2711,37.6842,175.7511,5580.1093,246.4016,36.6364,129.559,3588.5714,3.8992,16.2328,28.8542,103.7211,2068.653,3028.9585,77.2012,11.2163,518.2077,2.9375,18.9262,144.1927,17.3879,0,0,7.6561,0,81.4265,498.6515,3.6306,665.4178,0,246.3083,119.6876,77.8036,0,61.484,36.4324,127.0455,71.194,7.8479,5.6244,5.3461,10.7738,92.9331,116.7024,0,15.977,14.7871,78.8909,77.4311,131.2387,37.9446,991.4362,161.5352,27.6652,9.4259,3785.3389,5.7406,107.9577,
GLUCONEO-PWY,58870.1554,6258.8247,71216.0802,21001.6645,17211.4229,48701.1353,40487.7757,56331.706,31181.961,81409.6027,50121.7443,19512.7979,84873.3232,19706.8809,56653.1213,38269.1471,12886.0803,27472.5922,29173.4931,38996.0143,76713.7745,42346.4847,46718.1127,107300.1996,17586.1446,3633.0436,42394.7854,46929.7717,6923.5782,30439.2363,51562.1565,17755.0026,20208.041,37805.7895,26331.0028,33821.2156,11772.3305,20667.9791,7418.6267,47235.2134,4369.181,76932.6284,28270.7482,47608.0424,58183.7777,2864.2815,26933.4704,23598.3401,87043.158,5680.0092,81540.8894,31943.4465,59095.979,55812.8159,131384.8079,50209.4214,53082.9647,93876.8102,16786.1534,7517.4945,44967.8848,21891.2749,62130.6599,83402.2155,43086.0504,31669.6265,11831.0636,16934.7938,40124.3388,178622.4741,39258.19,30244.6133,61087.4585,21564.8283,17709.576,42000.7024,28215.2181,5973.9645,32578.8548,16941.7873,38575.2374,16484.5235,57634.6287,32078.2264,82765.5663,31850.0253,31986.8576,114059.2497,139183.6084,60460.4212,60672.1952,
GLUCOSE1PMETAB-PWY,88.2824,439.7798,366.363,263.5449,26.4869,367.2072,630.8015,163.2206,35.6387,383.4939,58.6346,359.5114,4.9999,126.1818,898.3299,47.4762,1.4999,85.7363,230.5114,591.4746,9774.1707,725.868,111.2269,5.9999,8564.6048,2457.1064,51.3123,6.9997,4816.9195,211.9332,0,129.1951,26.4883,77.4412,64.956,262.1217,6684.809,399.2736,61.1138,148.6685,3213.2504,4.5,2.9999,5.9999,179.7464,1985.8312,5066.201,45.9633,3.5,876.7119,3,23.9948,4.4998,0,0,0,112.5574,0,118.2404,816.7515,0,1474.3279,0,171.4766,176.5527,2.6599,75.7816,81.7028,56.1285,85.1361,104.5798,430.2598,0.66,0.66,0,93.4048,179.9278,27.9434,1506.874,30.6396,127.85,109.6491,187.5136,26.6527,400.3947,215.0382,102.6861,26.4976,382.083,2.6599,2987.8042,
GLUCUROCAT-PWY,11521.3953,1554.4977,14911.3971,2601.8487,5841.2925,1816.9664,11314.8097,5669.7061,4773.2783,4220.0523,29719.0012,5668.567,25177.781,4631.3498,6746.5867,5291.2784,1944.9703,2924.5344,6185.3295,9138.8205,27532.7287,4494.4496,9305.4011,914.4712,7541.9392,2489.4849,8595.7556,12940.3742,5005.7778,4714.7477,7457.4361,4187.2007,3985.1242,4446.745,2870.2049,7482.9598,6286.4443,1546.5529,1384.7873,6152.1542,3535.7637,2033.413,957.4422,3690.8566,12029.1611,2046.0425,5653.2268,2923.5149,6488.8913,1946.5053,8204.992,2346.0609,9900.3958,4929.495,10584.1191,9264.1972,15961.3073,5068.7122,4147.2722,1837.7172,2700.408,2026.0627,2101.1677,10561.7808,2270.4533,8398.3599,2078.4934,4193.8321,6225.0076,5804.45,1960.9609,8441.8236,333.7524,182.9981,1951.4254,20509.1574,1069.5315,1615.0629,6598.127,2584.9857,3843.6491,1719.8511,2913.0841,3599.4376,9036.8274,8324.9409,8254.0597,16516.7562,30898.1972,8858.2089,10599.4652,
GLUTORN-PWY,21869.708,1725.7957,6719.1741,2742.5089,10721.2347,1528.3963,21401.0416,8060.236,9183.1142,14164.1459,50154.6304,5633.7448,39444.7878,5095.2719,26963.7097,5485.2924,5869.0222,2209.5017,7158.9174,22445.1138,32309.4357,20645.7294,22428.1602,2267.4117,6609.9457,2193,24930.4774,15566.1169,4499.6098,11063.218,16424.445,6263.2605,2934.3443,3957.4825,2070.6982,9797.964,5689.4134,2406.5261,1585.5404,7497.4766,3155.294,2893.1797,1204.9285,5477.9092,44367.4758,1841.937,6557.6054,7302.0346,6836.6574,2737.1846,8036.6559,1968.724,41771.133,8381.2044,11235.6548,18250.2229,18770.2971,7006.5583,8815.6619,2840.8443,9339.6288,3677.1116,12185.1439,28210.4786,18337.0777,13715.5111,6924.8719,2428.8724,25502.206,15076.1911,3065.2943,11078.0108,1352.4643,622.3919,1829.478,22029.8112,2006.8816,2792.207,7398.2889,2956.2657,4244.9446,5514.3129,33430.9509,2983.4885,15902.3689,13968.331,8780.078,16341.6219,34034.6999,21728.6585,33430.5188,
GLYCOCAT-PWY,47860.3318,4194.8192,19413.6023,10109.6121,23617.0158,6044.3952,41129.706,37579.9837,18045.9119,37354.9983,74857.9029,13119.2208,73930.3814,12063.7873,57796.2812,16799.215,10541.9637,8097.7867,18905.3303,44277.902,60284.5694,10595.8804,46752.566,10083.7759,12375.802,3296.8829,47078.2304,37442.4328,6488.1829,22302.2993,45227.1034,13899.3186,9576.471,13078.713,9222.9473,24954.7256,9907.5081,7463.5704,4546.771,26979.2477,4297.0251,25656.3528,4019.5882,29284.0422,67648.2996,2673.3393,17907.4913,18048.0035,25474.9597,5269.0212,34024.6842,7419.5031,68124.4937,39446.0161,39098.0432,44949.6201,41700.6182,27404.4545,15207.5737,5972.0573,30290.0932,6757.0067,47689.2332,53704.5515,81893.0801,26581.2507,12702.1245,6029.9343,50348.192,42690.2351,10647.5222,24794.0443,7980.5934,2409.1521,6966.8614,41117.9409,7260.1644,4999.1945,20073.6079,7392.3259,23540.7404,16190.6154,105717.3613,12603.2317,46209.7778,31161.9952,20318.7741,59683.3687,93779.4036,42551.9736,59976.692,
GLYCOGENSYNTH-PWY,68222.2299,6461.2562,65174.2855,28174.518,27137.5818,20351.4685,44417.0492,114883.7125,22632.6666,113570.3643,74669.1118,18781.0711,86961.3398,17585.2104,62269.2127,46541.2579,9481.0534,30612.4265,32093.305,49538.1891,71978.5526,14525.8077,57750.6783,62283.157,13634.1734,2877.2087,47518.2169,50471.4166,5420.2851,27717.6681,52071.3649,22507.8421,16739.7486,46162.674,35943.6653,30883.5997,10262.8962,12707.0353,8660.0566,67476.1644,3318.8598,196751.8546,14988.6262,140723.073,66517.6288,2245.313,31423.0224,30622.9755,114048.6238,5817.779,78562.8032,36964.4342,63137.5171,134586.202,145103.1231,66091.1213,49057.6988,94382.1249,13490.7447,7255.0129,40659.0088,28319.3517,77960.2851,70150.6574,159754.2307,36702.9626,10785.828,13782.705,54344.6383,82011.3824,48755.9699,35075.082,94150.7202,31539.4476,33643.7283,44044.8382,22176.7938,5951.1062,40605.0785,13815.7688,56671.6725,21027.5555,131029.941,51639.5914,98420.7721,36377.8183,31583.0184,138413.4682,167118.5261,46958.1736,58741.8583,
