#OTU ID,Vil101BFP11,Vil103BDTT35,Vil103BFP35,Vil101BDTT11,Lyz207BFP283S81,Itg24DTT531S26,Vil110BFP116,Itg04DTT423S15,Lyz206BFP271S69,Vil105BFP59,Vil108BFP92,Vil102BDTT23,Itg20FP507S10,Lyz206BDTT271S113,Vil104BFP47,Lyz202BDTT223S63,Lyz205BFP259S56,Itg22DTT519S14,Lyz204BDTT247S88,Vil109BFP104,Vil113BFP152,Itg26DTT543S39,Vil114BFP164,Itg24FP531S34,Vil1010BDTT119,Vil105BDTT59,Vil107BFP83,Itg26FP543S47,Vil108BDTT95,Itg18DTT495S90,Itg12FP471S73,Itg20DTT507S2,Itg12DTT471S65,Lyz203BDTT235S75,Itg10DTT459S53,Itg08DTT447S40,Vil109BDTT107,Vil1014BDTT167,Lyz208BDTT295S137,Itg06DTT435S28,Vil106BDTT71,Itg04FP423S23,Lyz204BFP247S44,Lyz201BFP211S59,Vil106BFP71,Vil107BDTT83,Lyz201BDTT211S51,Lyz208BFP295S93,Lyz203BFP235S83,Lyz207BDTT283S125,Itg10FP459S61,Itg02DTT411S3,Itg16FP483S86,Lyz202BFP223S71,Itg02FP411S11,Itg06FP435S36,Vil102BFP23,Itg22FP519S22,Lyz205BDTT259S100,Vil104BDTT47,Itg08FP447S48,Vil1013BDTT155,Itg18FP495S98,LYZFP307,LYZFP331,SLCFP131,SLCFP023,SLCdtt005,LYZFP355,LYZFP319,SLCFP005,SLCFP053,SLCFP095,SLCdtt095,SLCFP077,LYZdtt367,LYZdtt319,SLCFP113,SLCFP071,SLCdtt113,LYZdtt355,LYZdtt343,LYZFP343,SLCdtt077,LYZdtt307,LYZdtt331,SLCdtt053,SLCdtt167,SLCdtt149,SLCFP167,SLCFP149,taxonomy
PWY-7527,0,0,0,0,0,0,0,0,0,0,0,0,33.9881,0,0,0,0,12.0006,0,0,0,0,0,0,0,0,42.8102,25.449,0,0,0,12.6971,0,0,0,13.6643,0,0,0,24.3422,0,0,0,0,51.3198,0,0,0,0,0,0,0,0,0,100.6659,108.2354,0,88.6493,0,0,22.264,0,0,64.5251,0,0,0,0,13.493,82.4412,0,0,0,0,24.8737,61.9578,0,0,31.9737,0,21.2555,0,60.2316,0,0,0,0,0,49.9116,4.9594,85.4245,
PWY-7539,16162.575,2413.7109,29764.2774,3394.4219,6695.3541,21910.465,16736.4687,15172.7584,11312.2331,18819.1693,26577.0103,7422.0583,39769.4614,7439.062,13490.1005,6150.4318,5574.5269,8341.4229,11856.1612,14081.1735,36617.2607,14782.4927,17265.674,42367.9653,8404.3581,2208.25,13339.6012,17556.9355,4459.4826,11405.808,15620.9861,6867.9573,6911.3915,8639.0563,7843.3814,12421.1386,5688.2818,9917.5712,1909.5442,9233.7732,3151.25,16295.784,10454.1249,4412.8842,23240.5986,1825.1365,6632.5405,5035.7021,20619.2188,2625.3727,26850.9967,9249.532,20542.5432,6300.3301,37580.7884,17440.3446,23595.4804,24858.5487,7402.7146,2352.5572,12681.8804,2564.7881,13366.7857,35491.9707,5018.1931,12795.9176,3465.1543,6791.6246,6064.0222,95381.0404,10135.0819,13142.6526,14339.9984,5142.2704,2448.8361,26205.2443,11056.4581,2988.4631,10273.5941,6023.1375,4871.1154,2248.5529,8769.586,4563.6909,31641.7834,9696.3333,11965.5516,33402.8149,28693.4326,24483.051,17443.7286,
PWY-7560,26752.3153,2759.7722,14119.4296,5121.2962,12777.5633,4917.1286,37511.1938,15537.8024,12796.3281,21526.5748,59103.7181,10162.6001,48488.2935,9290.8199,31706.9542,7798.6913,7637.4595,5391.2442,12312.7335,41811.721,42234.7803,26467.6859,39136.3046,6162.7113,8490.6132,2309.2252,27716.2171,26685.0839,4646.8924,14733.4941,24130.7274,9853.8793,5968.6538,6997.6781,5064.9622,15760.7878,6778.7538,4943.3595,2525.5734,13136.8688,3178.3019,7898.9928,2334.9721,9179.8478,49210.9433,1902.9248,9128.8607,9450.7701,12994.5957,3652.9117,17631.4871,7109.6854,46333.2239,13328.897,66347.4599,24796.5907,28754.5982,12478.9176,11514.1118,4760.5284,14344.1816,4995.1959,18072.9096,36978.909,135407.0621,17507.3215,8300.7845,3628.7456,29159.2235,27291.4212,5130.4011,15284.5365,2701.2336,1283.1403,3170.9708,31136.3259,4048.2016,3970.0684,12085.4559,5001.1468,11238.3716,20737.3939,39860.4229,5713.9935,27094.92,30332.5865,14182.5882,31522.4246,46894.5182,28153.5204,36244.0179,
PWY-7663,65031.4471,7880.2001,94429.7439,29897.1414,23474.1132,40286.1973,44775.2305,112319.6766,24870.0573,127869.7203,70083.0708,20090.0296,85766.9367,20130.6579,40821.4844,48329.1338,10764.6344,29272.1767,39215.0845,46137.0305,68919.9184,43001.5722,49837.5072,92982.0755,16865.8798,3316.0413,39368.0198,48681.6493,6203.7171,28591.2328,38650.9081,23910.0622,17180.1246,51078.6216,35193.5404,31500.2222,11622.2299,20360.4085,9014.7723,69668.9933,3788.5382,176260.9272,24783.292,142139.2288,59206.0429,2565.1949,34367.2303,29822.1373,128166.9269,6306.2961,76520.6207,37245.4074,47441.7451,135222.3433,141974.7918,66311.3581,47974.6362,82519.3437,14280.364,8041.1236,36883.511,16121.4167,45274.5975,84947.5759,151463.2336,30194.8575,7127.1771,15535.5838,34567.9616,177181.9756,26267.4654,29316.1339,70579.8954,31977.7557,33739.0776,46393.5155,33258.1503,5271.0198,35825.0165,12345.337,59902.8052,32573.4602,110579.208,53687.4188,121093.7723,35019.6013,28980.7254,156551.7615,145470.1461,53821.7286,45370.716,
PWY-7664,20.8516,803.6742,1638.9696,524.9162,10.2897,679.1115,310.1939,405.8112,28.7532,14139.9511,155.5827,603.0646,14.3054,267.0446,12.5265,90.8855,3.432,172.2021,382.4229,458.7467,26350.582,1274.8067,93.052,18.6404,11389.3264,3056.4638,24.92,81.2037,5894.2588,400.3867,0,255.3794,67.1527,147.2138,114.2218,439.4095,8665.4988,791.9874,105.5279,359.4695,3802.461,15.1585,10.8397,17.9184,579.0402,2430.551,8041.6718,38.5535,8.0511,1394.2114,11.644,52.8207,10.3694,4.6332,2.7024,4.6636,22.2359,9.9736,123.1369,1256.6416,0,2013.6115,7.2422,440.3593,3318.215,4.6276,4.6485,163.4483,810.6583,445.6288,216.2378,22.3885,4.5403,4.1996,4.3746,364.8326,438.1805,0,0,34.5236,499.5059,355.8049,6811.3968,54.3537,1152.2693,573.3752,132.4829,374.8218,90.5741,4576.7857,44.3487,
PWY-841,61312.7043,7329.9566,89397.7025,28610.2062,21904.3723,34382.801,28668.531,106023.628,20872.6957,116996.7661,31915.5327,17744.2774,66288.0358,17628.922,40646.6816,47283.0823,10460.5233,25032.9643,37047.6179,22902.3661,65648.036,34251.0215,27911.5186,72406.1936,16174.7351,3227.6709,39424.9154,39800.2451,6089.629,23764.3134,36809.7768,20606.3191,15943.5254,50880.265,34277.9449,29075.9022,10918.3203,16561.4269,8566.2676,67745.1529,3761.0477,169708.8998,26331.1934,143068.9891,42556.9129,2528.7564,31994.5713,28534.538,130888.8379,5223.3371,67309.7819,31776.6074,35721.0253,136002.28,99873.847,61790.7152,41401.834,69252.6295,13346.6178,6461.42,35638.6936,15661.9304,40930.735,74613.2016,41998.7812,25536.7408,7481.2373,13718.7367,44264.6611,166882.2055,19688.7478,22399.0366,59141.6236,29112.4806,34443.783,35933.4701,31453.8577,3001.696,33047.9095,10576.2383,57373.2467,21414.1143,123001.3295,52886.6919,111514.4914,21327.3475,24863.5709,152802.9486,146723.4259,47757.0649,44261.4636,
PWY-922,22007.4865,4368.2144,62970.472,4467.4356,8853.4709,43151.2498,9310.8046,64755.2042,17335.7971,56054.2214,9641.283,12558.9863,36967.3395,12910.5595,31276.8376,3648.0503,4959.9502,28794.501,24377.6146,4859.8787,35868.6066,28937.6362,19344.3816,103685.7181,9282.8493,763.7559,16413.8275,40996.2177,1025.1971,18952.2118,45926.7538,11616.554,17664.3093,18773.7995,38582.7229,25434.3065,4629.6197,15733.2149,2292.4254,21033.9207,174.3553,128318.6616,25546.4817,23578.5433,14509.7894,457.1035,14582.3519,10379.1662,62715.1821,2334.2622,93983.8667,30968.871,15020.0594,23639.2752,105021.4364,23230.454,35571.8494,94289.8301,5238.9996,3928.0559,42123.0547,21843.4818,69877.2738,34936.9799,11598.7759,18041.5779,5394.032,21528.686,22717.9037,116805.6189,64026.4225,21413.322,86574.9685,24362.582,13843.5456,11560.2612,18153.1099,3315.7356,29343.222,18854.2461,9178.3843,7756.9877,59398.0638,11816.7049,53862.4158,5812.7278,18971.8923,71423.1598,97251.2472,33390.889,21176.4743,
PWY0-1061,1579.6052,1745.0157,5394.5424,2091.6995,406.1911,1963.2515,2322.5132,12096.6546,434.6864,3872.3571,2182.3268,1221.8947,1012.7609,946.597,2663.7258,205.0612,182.8149,790.8462,1706.9559,3162.0784,13904.9765,2431.8024,3091.903,3043.3249,15608.4216,4009.2733,6709.7648,488.185,7696.453,1117.3062,1046.5833,723.2524,330.4072,398.0982,703.1139,1438.3426,12098.3504,2428.6951,281.6423,1642.391,4889.5014,7161.2073,224.2649,149.9226,6570.0981,3188.5651,14223.7043,514.5436,411.7934,2638.3001,1808.128,183.063,1701.7647,368.5103,419.019,1931.2009,723.6611,2077.8359,414.8523,2239.9528,822.0462,3402.3827,932.034,4352.201,6856.1249,1757.7502,740.376,862.8065,576.2145,5790.565,1402.0863,2246.7495,78.912,42.9507,95.8643,1588.8437,1336.3207,118.3991,2776.3118,151.231,4794.9142,833.5413,13355.4693,467.6655,2939.6035,3417.8487,1163.2437,1580.4117,7340.4676,3322.4782,4913.7509,
PWY0-1241,5024.315,409.264,1087.829,518.7986,848.8755,398.2738,2436.4755,1163.6614,2771.9687,6380.7871,2145.644,899.6285,6473.7534,1085.8999,4861.8928,283.1334,1156.9465,550.7079,720.5744,1812.7088,7257.4116,1206.0133,1992.2667,472.0929,6056.4559,2185.2633,4126.9076,1613.6289,4447.2059,2444.5907,1606.9496,1113.8065,419.9138,250.9707,286.1423,1459.4933,5032.9224,522.7304,240.1325,958.3331,3140.5,231.5523,330.7107,466.1255,7016.0782,1827,3241.9001,1480.6808,1997.5638,680.8936,890.1298,554.4715,5907.1817,635.269,3382.4786,2343.1149,2627.6268,2202.0945,1881.5125,814.8294,1125.3943,1350.153,1177.854,7123.8299,1946.3515,2694.3033,940.5757,253.9397,685.6356,3947.0205,670.867,1677.5017,73.6008,70.4634,521.5191,3376.2766,477.4979,403.428,1765.7223,374.7772,395.2141,670.7892,3167.1407,150.3362,1444.8985,3097.2041,2240.9865,876.723,10243.9419,6211.1755,9754.4465,
PWY0-1261,6467.525,2657.82,7193.8889,4434.2305,1847.0102,2885.6973,9919.3971,6066.9138,4505.845,22253.221,10359.301,6449.5544,2229.5851,2906.8523,2880.7231,4353.336,2789.5021,2619.8703,6009.184,8509.0601,16161.1877,6231.5432,7882.5593,334.8688,16699.3105,4349.335,5108.0191,7649.5237,8592.6951,4829.1376,3528.5422,2288.6034,2220.0976,2976.5138,2107.1964,5009.4286,12428.0807,3205.2933,1226.2778,4326.613,5772.7138,364.4781,796.3895,2581.6055,8367.0888,3531.06,14903.0199,1765.5151,4029.8744,3417.5011,1673.0045,2546.4754,8300.3273,4258.709,2522.0907,1605.2064,1712.9099,458.9852,4725.6796,4238.522,770.9753,9474.5373,859.743,16430.9523,10992.1864,10956.7852,3287.3226,2631.8681,4579.8071,6989.6269,7139.9537,3550.2149,487.6284,1191.9157,584.9567,7811.3375,1849.8473,1454.1148,4911.5434,4378.7476,2197.5574,3037.2712,12083.754,1464.1613,10749.6782,7684.4904,8891.9495,6770.7497,24197.0691,17514.9378,3690.5901,
PWY0-1277,7.2324,331.9242,132.6357,181.2068,2.5892,257.1907,8.8637,137.7134,9.2736,23.9516,0,263.3829,5.1919,123.1951,3.625,41.2598,1.5583,65.5971,134.4693,2.6082,127.9135,564.3975,4.1703,5.9402,7317.8924,2598.8749,0,7.284,5227.1608,206.7841,0,123.1901,26.2166,60.6055,40.5038,193.7149,5989.8856,301.1795,45.1436,117.726,3687.6189,4.3793,3.0698,6.0823,31.0254,2146.2814,3522.8832,14.2889,3.4669,618.0678,3.0984,21.3223,4.6726,0,0,0,8.2066,0,58.1142,569.7422,0,778.4972,0,151.4039,145.7988,0,0,75.3409,49.9821,83.3867,78.8959,0,0,0,0,90.4788,149.5178,0,0,17.2848,111.4423,99.9274,167.2249,26.2804,376.7482,187.1565,7.6122,0.5215,0.5217,2.0765,10.8038,
PWY0-1296,63428.9576,6928.4006,79991.9211,25768.0722,29092.3949,25419.8853,38971.5657,91368.0707,17460.6289,96037.6375,65850.4915,17083.2613,90841.6529,15125.6003,39621.6048,40338.9436,10059.1072,19137.8684,33607.5289,45421.5165,23963.5507,34018.125,41115.1397,53200.1846,13409.0891,2802.0101,40574.5336,36168.1298,5265.844,19174.104,32351.355,20787.225,11843.9588,42944.6774,25727.8943,23144.861,9462.5745,13509.8017,7415.9917,59610.0231,3278.5,137722.3769,20315.7872,124768.3041,46864.3693,2173.1252,27790.0635,26467.2688,108862.2981,5090.7084,51077.0508,25397.8794,44218.8933,120224.9615,105772.5141,63258.4024,39447.5027,52161.5789,12622.0659,6024.4245,28029.7894,9091.5549,31664.2634,68081.6942,190931.6709,27311.546,8316.5619,10261.5079,47130.9678,145785.1238,12814.7822,27247.2443,42716.4518,22786.9784,28554.4382,30197.6908,27650.4795,3687.2969,28906.1815,7418.0169,53200.3369,30139.7447,117958.3008,45531.1417,102113.0389,34678.7591,17915.8269,128428.3582,123025.3907,33819.8428,50918.0741,
PWY0-1297,55795.6487,6741.3042,80920.5407,25275.3142,23735.252,31101.0138,34142.0097,99004.2059,18622.164,97868.3852,35131.254,17535.7826,77320.6078,15963.3094,40762.8831,39793.0272,8439.994,24117.0303,34814.331,36874.1241,44188.7883,33074.4108,40591.7301,68369.7107,14692.9842,3025.0243,33783.5825,41853.0683,5690.4389,20890.7261,40574.4158,20288.1059,15436.6374,43974.8737,32190.7407,26745.9946,10109.5942,15227.4587,7269.9927,59440.0459,3565.7053,156358.5057,23771.3468,125365.061,41638.7908,2348.6975,27971.2105,25027.9392,114484.8359,4773.6373,66992.9687,30397.5572,39338.2676,119345.276,115488.8239,56865.9755,41937.8895,68249.2221,10095.5497,6321.0573,34560.2108,12953.4645,42546.0643,63635.391,162125.6403,27576.7032,7953.757,13809.5729,36414.7667,151679.9196,20169.3005,29238.0319,55786.494,26121.2508,30161.9582,25103.3352,28530.9701,4589.5253,34533.0647,10931.944,52333.9996,29114.5299,108013.8984,45829.2846,101725.4559,28887.583,22831.8911,132025.5365,138577.1465,36200.7828,43940.9452,
PWY0-1298,48510.5173,6362.6327,79243.6791,24554.539,18935.3095,31124.3062,31587.7488,93176.9347,15498.3333,96856.4403,35448.1144,15095.0026,58482.0779,14628.2402,28759.3621,39058.7933,7631.0692,21407.3416,32704.8506,33922.7263,23813.748,28460.5391,36683.4805,64248.4581,14721.8262,3066.0942,28543.8987,34377.5436,5758.7202,18349.8375,29888.7934,17923.2236,12590.076,43313.8645,29407.0547,23115.908,9960.026,14838.1299,6921.308,57408.1806,3628.5523,149729.1702,23124.6528,124372.3778,39670.7869,2379.0489,27304.1752,23455.3799,112031.3641,4135.0311,57381.102,27650.6504,35226.7229,117829.737,103140.3681,51491.9504,32891.6324,58134.7149,8910.6667,5847.4817,29439.4856,10658.9612,33572.7506,57400.7026,137431.5388,18776.3402,5333.3179,11500.4378,34534.6109,149615.6577,15291.3867,18814.983,51910.5814,25707.9214,29126.2409,24025.2485,28267.2931,3687.3624,27022.7339,7911.576,51309.0232,28532.0988,104773.1401,45385.7738,98429.9958,25580.7738,16747.6518,129608.915,116032.2203,32345.9231,29285.6842,
PWY0-1319,69365.5455,8095.6776,95762.8169,30397.874,26720.5639,53152.5072,47308.1616,125990.4379,30705.6979,125169.2491,74642.8952,24952.0367,96967.0553,23396.4771,63200.1437,48301.6155,11965.9853,40014.2522,45387.197,49290.9452,79267.0604,39756.7647,60207.8504,124128.8127,17524.7661,3320.6215,47170.9557,68503.2573,6291.7023,33790.8713,70373.6358,26260.5461,26179.9912,54050.6312,54420.269,42279.1312,11646.1209,21503.2579,9208.5093,71856.2357,3932.51,215420.8606,34927.4221,146362.0224,68766.1808,2602.5722,33836.8683,31493.9989,142569.9029,6275.0177,122754.1969,44847.0641,62836.3572,138883.1773,173259.967,69394.9651,65245.3776,122223.9262,15892.2555,9369.4498,58990.7161,32154.3324,91968.1716,83830.1136,163154.8838,39945.006,13337.7211,27703.5409,53390.1865,169502.2901,77767.9994,39448.795,109586.3152,37134.8341,37825.6243,45115.4757,32075.1457,7850.3919,48818.4732,26504.3208,61617.7253,36160.4984,132750.7188,54905.2895,118937.9213,37371.8453,36463.4943,165134.0415,185599.7375,59792.4055,60782.0904,
PWY0-1338,8.495,251.5762,130.1517,139.2086,2.5198,182.9937,162.5592,142.9943,10.9285,29.778,525.8132,228.4466,7.4828,108.3883,4.2949,31.2071,1.8377,54.7023,141.0736,162.142,84.3462,428.4671,697.4651,6.4646,5869.1275,2175,0,181.8834,4411.5978,523.5646,1.2419,372.1229,24.9836,56.3614,28.7752,182.2337,4880.0731,244.284,31.2216,103.7381,3142.294,5.8734,3.6168,8.0093,1509.5017,1810,2762.2245,14.5124,5.3166,464.3767,4.7383,21.5925,6.7559,1.2283,1.2483,1.2286,10.6854,1.2387,50.993,426.37,1.2444,483.0999,1.2226,174.801,117.45,0,0,55.0422,38.9681,95.1528,60.8762,1.2473,0,0,0,103.5874,112.344,0,0,16.5596,70.3692,78.776,147.6885,30.1502,354.6067,157.0689,9.4528,0.6239,0.6241,2.2982,12.6266,
PWY0-1415,249.038,570.9398,1072.428,307.5368,12.7078,310.5368,717.2391,469.5625,28.4419,1183.2865,568.6036,419.1419,250.2884,146.9243,237.6223,262.7714,2.2451,125.2579,194.1869,643.3715,3223.9189,1374.6168,986.0632,47.3545,7472.7692,2560.5336,172.5362,749.5705,5129.0631,846.4411,166.3917,348.8623,113.6773,315.8191,229.9868,254.8196,6093.8227,395.1414,119.1788,167.4573,3561.3621,43.8651,13.1702,194.9865,1085.3779,2103.9292,4180.5034,38.0485,60.1344,741.9888,226.9993,49.5207,201.4863,111.9501,139.027,161.9412,68.7587,43.8891,91.6707,795.9227,15.9416,1173.5076,154.7974,237.1959,497.4889,92.2337,110.3407,460.2726,384.4319,231.3735,146.8781,21.3356,2.9579,23.1565,2.9747,166.3849,195.0408,70.784,88.1091,26.587,152.2878,145.913,588.5656,116.1426,485.0079,289.5336,45.96,1091.1415,322.6279,1775.4552,38.418,
PWY0-1479,2224.0762,730.2824,1759.9605,1061.2201,651.8104,674.5196,3908.998,2109.3338,1227.5924,9574.2199,2860.3593,1794.7631,3155.228,1219.9133,4295.2669,938.7532,903.1309,839.7409,1320.7009,3052.1673,3992.4787,3100.2734,3647.4303,1100.9639,8572.2431,2441.4895,7116.8089,2745.6644,4810.9092,3067.1471,1401.4088,1363.1213,691.4211,621.6556,555.8687,2090.663,6649.4386,966.0192,378.784,1695.5874,3208.082,571.3759,223.8043,734.7959,10749.7472,1985.6061,5654.0318,895.3923,953.7855,1111.889,1090.3144,744.7011,4628.33,844.6447,1172.3697,1465.1106,1218.5289,1211.5178,1799.2829,1556.7587,626.4064,4092.7823,1440.0671,5701.6797,3261.1143,4984.8626,1469.2081,748.7909,1143.492,3523.3371,2086.1917,2493.3346,139.9477,383.9319,243.315,3117.0653,682.1032,460.0134,2349.9325,990.9302,620.8994,1125.6134,5180.3066,260.8322,2437.1877,3374.0692,3815.3749,2308.815,12323.9691,9653.3154,6750.1338,
PWY0-1533,487.6741,335.2565,601.2353,285.0369,3.9918,253.3765,37.6908,146.7586,9.7337,5874.6861,867.0078,290.4334,4.4425,117.5475,4.8864,45.2459,71.3978,60.1396,350.0314,91.1541,109.2524,605.4757,17.356,7.0688,7285.5575,2683.4199,277.186,204.2804,5437.7669,208.009,0,116.2811,31.0275,129.827,37.9111,204.8959,6073.9084,298.0924,81.8088,129.6123,3864.6154,5.769,52.0835,77.5056,366.9972,2229.4879,3676.8839,101.6529,218.5157,666.4429,4.4427,21.2535,521.454,61.8856,0,1.7776,8.8855,1.7772,126.6409,643.7039,0,774.4835,1.7767,825.8525,1143.4155,367.0473,1.7769,72.4102,351.6727,253.2377,90.6185,0,5.2095,0,57.7836,79.4612,157.392,0,28.8158,15.9497,110.9851,94.4262,2329.2002,72.2968,652.7389,196.5582,16.8745,1.4285,198.4011,2217.9473,452.3778,
PWY0-1586,69102.5277,7904.758,96863.8493,27914.2139,28458.1867,60855.1653,23807.4143,125283.6937,31964.4432,116377.8956,77150.0622,24015.1977,107285.113,22951.5348,56929.3779,41197.5839,8862.3889,39968.6993,49024.7092,21152.4594,51814.8555,43020.7118,46507.1372,138864.5354,20537.23,4266.0614,43682.9376,67560.294,8156.3198,32426.6707,68838.8048,26570.8387,27253.5594,51483.5554,58509.5055,41352.6723,13355.9454,23119.1927,8580.2954,67721.8394,5216.299,201611.2673,40581.6402,131800.3937,64445.1856,3359.5707,33766.502,31885.6242,142335.7944,5787.7741,130543.1823,42585.907,51685.6352,127268.4705,155739.2804,70289.4877,64944.0043,123469.5375,9186.6518,7398.9721,60856.0616,26509.9622,87708.6538,82969.4704,20763.6679,37606.1382,9370.9933,31317.4617,36852.5482,182379.9353,85295.2213,41553.1027,103429.4893,34945.0176,35978.7428,31737.7674,32961.8061,7661.6126,48521.2473,29355.9328,57098.9829,25355.3707,120527.3038,50822.5908,123230.4488,13167.3342,29348.5401,162235.1989,173708.9353,50674.2371,55085.611,
PWY0-162,61280.0154,7312.6334,91072.1484,28113.8154,21956.2388,42841.172,27354.5042,115068.0811,22970.7785,119680.3356,31817.9996,18652.0262,68678.6061,18679.7086,43951.4511,46493.3629,10263.0561,31371.7204,38795.0671,21183.364,75058.6152,35750.9006,27317.6298,96062.9393,16398.6713,3123.7575,39457.8157,43983.2932,5919.4401,26074.7218,41952.1626,21429.8688,18933.3077,51450.688,42875.4683,31852.2255,10810.9862,18733.7586,8520.4802,68032.9524,3687.2744,196433.1417,30227.0793,142645.214,43505.4692,2452.1933,31633.8265,28732.0827,135045.237,5199.2662,86536.0551,37816.5932,35887.8129,134995.9483,111763.4503,61900.2053,44216.3766,91602.2459,12962.8833,6648.8838,42545.1898,22160.4015,53194.983,74308.3474,36458.7738,27750.1997,7440.0513,18294.4291,43760.0026,166496.8051,31717.517,25160.343,82803.501,34070.5059,35855.2034,35070.3606,31339.7535,3022.4804,38576.3889,13721.3073,55773.5767,18990.6691,121253.9593,53023.3952,111654.4328,19701.6248,27543.6181,155412.8345,160180.3844,50853.0274,45585.5122,
PWY0-166,52966.0851,6720.4222,84900.2991,26092.1068,18887.1964,42011.6609,25083.3602,106547.7982,20924.4146,108927.0308,24391.4022,17479.3626,57554.7983,17185.9401,40252.2084,42272.0398,9327.0951,29966.1268,36058.6678,20196.3454,60888.0742,33421.227,26053.3539,94027.091,15639.5204,2993.531,33835.9515,41780.836,5654.858,23518.5752,41391.4038,19286.8423,18260.6613,48007.4889,41795.3965,30206.4154,10217.0917,17541.4573,7572.8788,62337.7647,3538.4327,184431.2179,29652.8704,133167.6554,34995.1705,2347.8099,29008.4798,25345.8686,127759.7993,4423.5016,84877.7054,35617.2,31084.6827,125407.535,108518.4066,54286.4228,41296.9045,88083.6365,11713.6033,6524.8355,41507.9422,21184.1845,52648.2663,63360.7448,38841.0558,24568.0974,7353.9736,18015.6697,40917.0244,156370.1528,32704.6399,22889.9349,79492.6285,32019.9792,33532.9952,27750.1257,29491.2325,2924.0891,35841.5545,13769.1633,53293.2806,22940.4321,113967.597,48871.9739,101259.949,19198.1715,25048.2267,143861.6499,147189.3575,46211.4332,39261.5028,
PWY0-321,6.895,314.7116,143.04,182.0358,2.4121,224.2085,8.2034,107.1409,8.4893,23.4647,0,246.0179,4.9626,94.4328,3.4868,36.9417,1.3372,52.7645,106.2936,2.4571,92.2029,518.2983,3.7549,5.2953,7315.1096,2680.5718,0,6.65,5438.3389,165.8605,0,98.8831,21.7956,58.769,34.6275,156.457,6081.4857,274.0604,38.5595,97.3381,3853.9431,4.0655,2.7098,5.5877,29.2859,2235.6244,3454.4316,13.152,3.3666,581.1538,2.9659,18.1517,4.4464,0,0,0,7.6737,0,48.9967,578.4048,0,701.981,0,149.9059,167.3707,0,0,65.0104,52.9369,78.0636,82.0142,0,0,0,0,75.298,128.8565,0,0,14.7846,97.3162,81.1171,181.9767,21.5814,300.9962,162.7559,6.5266,0.4889,0.4993,1.9993,10.1605,
PWY0-41,240.4524,737.6234,8740.0555,398.5756,11.9888,319.9754,78.9875,333.8733,28.3144,145.112,103.3194,304.2864,622.3017,165.7098,53.0057,58.2198,1.4977,93.2132,186.2109,288.1299,1751.8867,608.0835,133.6236,23.8299,6656.9927,2477.4808,53.6281,50.2281,4967.8139,567.3104,420.1667,228.0854,72.5966,89.6141,198.5637,253.0371,5550.5082,511.0567,68.4884,194.9106,3533.0145,68.427,6.4502,27.0655,81.982,2036.7186,3366.3857,52.5138,22.1698,706.8878,991.0112,33.1027,93.9819,23.9493,16.1889,29.6413,84.2593,23.2835,133.4324,551.0467,11.8851,849.3733,248.3988,188.7861,136.4769,5.3976,40.8869,1324.1774,39.9726,105.9199,138.0361,20.5121,0,0,79.6003,104.2481,178.3184,0,0,18.8701,95.494,100.8838,198.1424,268.7437,1420.0669,195.5351,7.4704,129.0969,6131.9087,3.88,12.4562,
PWY0-42,3.8415,215.8979,111.2783,121.8497,1.5203,152.0997,8.8122,77.868,5.5,19.816,0,165.9964,3.0285,65.4398,2.346,24.2262,0.75,34.3488,69.3494,2.9668,61.5994,352.0999,3.0387,3.4426,5853.9987,2175,0,4.8655,4408.1,132.7308,0,77.7668,14.1268,38.849,21.5982,107.5448,4864.5489,186.4321,26.0985,64.9342,3140.1,2.6768,1.5,3.4426,33.5412,1810,2603.35,7.9303,1.8314,409.9452,2.1127,12.0968,2.8368,0,0,0,4.4554,0,32.0988,405.4985,0,483.0999,0,85.9977,136.2644,0,0,41.479,42.5954,47.32,52,0,0,0,0,44.8491,87.3495,0,0,9,62.0994,54.3493,150.2587,13,195.3498,106.5996,4.4627,0.3676,0.3836,1.6658,5.5566,
PWY0-781,5811.2875,2937.4305,19012.8319,4038.2015,2634.5143,3894.7401,6499.152,20905.217,4835.0697,9937.6499,16800.6898,2354.3707,9374.9539,3459.008,5752.3137,1658.8704,1572.8989,2588.0321,3486.2295,5983.6137,1468.3213,19205.3047,12534.1994,7503.6246,11365.8252,2816.9211,15696.9805,9656.1309,5469.1823,6124.9673,7439.5815,2808.6067,1786.774,2455.231,2637.4734,5238.0216,8447.2097,4577.8254,962.1314,4899.183,3584.0908,10888.411,815.1007,2721.6674,16981.0086,2256.4317,11574.553,2471.3811,2598.993,2667.9705,10557.9675,775.3426,5628.4616,4751.4789,5483.0624,7917.5788,4360.0169,7624.0203,1462.9768,2719.3671,3704.395,3419.6062,4947.6566,16017.4199,18715.9962,5367.3046,2486.5912,4790.4702,3620.4176,17780.7365,3671.835,5279.1013,284.5142,130.5883,944.7622,6600.0535,3207.0416,1078.0165,2856.4229,906.1877,9395.1158,2937.277,32808.994,2555.589,10490.3804,9013.8209,3820.7514,10549.5544,20192.4772,11130.8898,2660.5435,
