#OTU ID,Lyz204BFP244S41,Itg10DTT456S50,Lyz203BDTT232S72,Itg20DTT504S99,Vil101BFP08,Vil114BFP167,Itg18DTT492S87,Vil1014BDTT164,Lyz201BFP208S56,Itg22DTT516S11,Itg24FP528S31,Vil108BFP95,Vil103BFP32,Itg26FP540S44,Vil106BFP68,Vil109BDTT104,Vil103BDTT32,Vil102BDTT20,Lyz204BDTT244S85,Vil104BDTT44,Itg24DTT528S23,Itg08DTT444S37,Lyz208BFP292S90,Vil110BFP119,Vil104BFP44,Itg16DTT480S75,Itg20FP504S7,Itg12DTT468S62,Lyz207BDTT280S122,Vil109BFP107,Lyz201BDTT208S48,Itg02DTT408S100,Lyz205BFP256S53,Lyz202BFP220S68,Vil1013BDTT152,Vil101BDTT08,Lyz205BDTT256S97,Itg02FP408S8,Lyz208BDTT292S134,Itg22FP516S19,Vil108BDTT92,Itg04FP420S20,Itg10FP456S58,Itg18FP492S95,Itg12FP468S70,Lyz206BFP268S65,Vil113BFP155,Itg08FP444S45,Vil1010BDTT116,Lyz203BFP232S80,Itg04DTT420S12,Lyz202BDTT220S60,Itg06FP432S33,Vil107BDTT80,Lyz207BFP280S78,Vil105BDTT56,Itg16FP480S83,Vil107BFP80,Vil105BFP56,Lyz206BDTT268S109,Vil106BDTT68,Vil102BFP20,Itg06DTT432S25,Itg26DTT540S36,LYZdtt364,SLCdtt050,SLCdtt110,LYZFP304,SLCdtt002,LYZFP328,LYZdtt328,SLCdtt074,LYZdtt304,SLCFP128,SLCFP092,SLCFP002,SLCdtt092,LYZFP316,SLCdtt020,SLCdtt128,SLCFP050,LYZFP352,LYZdtt340,LYZFP340,SLCFP074,SLCFP068,LYZdtt352,LYZdtt316,SLCFP110,SLCdtt068,SLCFP020,SLCdtt164,SLCFP164,SLCdtt146,SLCFP146,taxonomy
PWY-7219,29207.5567,29629.4138,42253.7717,28004.1665,29638.6518,60978.9896,37348.2571,24302.051,55727.34,17852.9113,42481.1248,149901.9579,43622.9076,41372.9139,39371.5207,15752.4551,24753.687,9273.5863,21537.5702,20549.3153,26512.0237,44175.1228,24052.0039,104233.4997,35687.9066,56641.2598,53403.295,36804.367,11464.3981,90833.7567,40482.4736,22719.8952,10753.5858,65238.4332,12039.8472,7394.6426,34072.6315,25284.6272,19730.5903,56392.2472,9600.1001,23073.6394,42641.4747,56783.0741,40289.1591,28382.9527,56695.872,31225.0673,22029.5577,78247.0281,20092.7005,34056.5483,45400.8774,4641.7642,14712.6093,9198.4276,51241.8149,33961.7578,44424.7914,20069.5421,7791.6799,42145.8275,43751.6895,24170.0535,109162.134,26113.4879,27154.1653,102994.6625,38930.9088,50424.475,108956.7,74056.9411,173348.4907,22162.2099,47128.67,20092.9788,36207.5484,124146.0155,15015.4084,29304.9654,14942.4184,42100.4084,81745.6299,50272.2643,25134.6026,14197.4773,142964.0434,187051.8811,10177.7584,13609.9218,19831.2574,94302.9066,34351.3186,17494.1755,53767.0309,
PWY-7220,40336.6543,33363.9926,49265.5071,20962.7748,29861.7793,105834.9222,23967.8117,23960.3133,43687.3834,11884.9374,54274.2249,166323.1411,44481.5981,52074.9141,25978.3645,18407.0476,19943.9358,11602.0473,19179.1298,18908.8752,22133.9687,44256.2551,25894.7996,148559.7272,36164.8129,38857.8009,60702.217,36460.9695,10676.8833,108260.2171,15764.9006,24957.1579,10410.9721,70841.6675,15430.0735,7162.3684,24739.3089,31920.0363,17285.6819,64203.0683,11868.1647,26114.6266,60874.4534,60579.7394,47287.8256,29391.6089,91014.6759,40512.8522,25898.9483,99811.7807,20398.7986,24363.6177,49686.2112,5302.094,14910.4834,10903.6414,44294.4466,33062.0035,31041.1469,13523.8873,9110.0728,53159.7872,46471.5263,20648.6893,37027.5926,15279.3041,20522.7754,107875.8122,33779.8055,38329.2989,67874.5511,51883.4429,153898.4298,24062.4938,65736.4245,25706.1086,34219.1472,150261.6079,9601.8736,14403.8283,13432.3401,31111.4188,42361.0651,42234.1781,28149.7672,16930.2608,155936.6412,220680.706,8446.455,9660.488,20295.0281,52250.7861,43586.7421,15968.6116,74565.834,
PWY-7221,27485.3884,27370.5337,38874.0336,25336.8208,27468.8244,61091.1258,32104.4664,21644.5072,47906.1822,15512.6724,38976.7138,149376.6157,39626.4731,37246.4107,34417.0805,13867.0987,22399.8027,8767.0616,19375.6952,18618.5064,22892.544,39117.9486,22424.9,100519.2394,32812.139,49648.0307,50400.4624,33077.7142,10562.7773,86769.5606,31412.4607,20882.009,9452.121,61315.9901,12728.5585,6950.5759,29653.3905,23143.6692,17589.1037,51154.7551,7989.2815,22264.7616,40723.2898,51647.1118,36346.2777,24912.5318,57352.6669,28767.3031,19758.7012,76575.6621,18700.9578,29489.6752,43714.7366,3865.177,13718.9582,7671.793,45892.0844,31937.803,38295.6912,17008.4702,6558.6143,39163.9302,41276.7397,20808.1892,78682.4768,23296.175,23591.2718,94097.0721,35358.5825,42041.6071,88578.3869,63493.4183,155793.938,21244.3847,46070.3475,18942.0914,33918.0619,114915.1285,13102.412,25294.0501,13819.5885,36201.4454,69413.8457,44921.6599,23225.4735,13947.4056,136883.732,177981.086,8832.5718,12193.9689,18380.0012,77542.1979,31779.5261,15494.2642,51517.0649,
PWY-7222,40336.6543,33363.9926,49265.5071,20962.7748,29861.7793,105834.9222,23967.8117,23960.3133,43687.3834,11884.9374,54274.2249,166323.1411,44481.5981,52074.9141,25978.3645,18407.0476,19943.9358,11602.0473,19179.1298,18908.8752,22133.9687,44256.2551,25894.7996,148559.7272,36164.8129,38857.8009,60702.217,36460.9695,10676.8833,108260.2171,15764.9006,24957.1579,10410.9721,70841.6675,15430.0735,7162.3684,24739.3089,31920.0363,17285.6819,64203.0683,11868.1647,26114.6266,60874.4534,60579.7394,47287.8256,29391.6089,91014.6759,40512.8522,25898.9483,99811.7807,20398.7986,24363.6177,49686.2112,5302.094,14910.4834,10903.6414,44294.4466,33062.0035,31041.1469,13523.8873,9110.0728,53159.7872,46471.5263,20648.6893,37027.5926,15279.3041,20522.7754,107875.8122,33779.8055,38329.2989,67874.5511,51883.4429,153898.4298,24062.4938,65736.4245,25706.1086,34219.1472,150261.6079,9601.8736,14403.8283,13432.3401,31111.4188,42361.0651,42234.1781,28149.7672,16930.2608,155936.6412,220680.706,8446.455,9660.488,20295.0281,52250.7861,43586.7421,15968.6116,74565.834,
PWY-7228,18558.8956,16704.2277,25444.9937,11770.7379,18070.905,33406.049,11744.0669,10712.5369,23531.0538,4847.4548,20140.4336,145968.6715,19940.7947,14931.5293,14898.8172,8705.2789,9791.194,5068.4493,8253.0534,10504.2811,8326.2825,16106.4358,17706.7132,74366.381,17662.1695,20745.7922,31679.8634,14870.0287,5688.8586,54019.3097,5718.9347,11124.3101,3754.6531,48177.1181,9341.8103,4534.2331,8686.9116,10160.9787,10665.6974,23085.1669,7045.8321,18497.8595,24912.1632,20384.0881,14290.3668,9401.4016,23843.3705,13559.0289,12309.2972,69340.7931,12957.8343,14087.7319,36431.4695,4132.3524,9082.4887,7881.2585,19657.0564,13124.3169,14643.7263,4504.0902,6920.9815,20675.6288,29549.6145,7135.0839,12114.4639,5213.4488,4784.3971,69121.0896,14816.8121,12247.8227,31605.6017,28399.8693,116015.2311,14587.4434,31476.012,8194.6961,18552.7887,91436.8472,4427.0768,6299.7425,6209.1626,16220.618,23609.1233,24929.4165,17776.8565,10019.6926,121778.7091,163224.0498,2270.6567,4369.2611,7850.6272,24293.0828,16964.3765,5105.0539,22036.0339,
PWY-7229,32363.269,30946.7845,44569.4598,26372.7467,29951.2057,71464.7926,33491.0608,24604.1292,52964.3393,16173.5349,46055.7978,158635.9863,44415.3594,44440.392,35397.7283,16739.6316,23783.9363,9938.6593,21389.2768,20446.2879,25741.1927,45064.7645,24698.1998,116444.9922,36399.7187,51519.3037,56034.7866,37433.5862,11459.2321,96272.5379,29613.6534,23612.6384,10828.1104,67326.4505,13026.7688,7433.5461,31737.6408,27201.4992,19123.4905,59303.867,10503.4466,24293.8946,47828.0844,59251.2764,42770.1139,29051.9418,65073.1294,33864.3996,23283.9229,86307.4509,20377.6512,31498.0641,47344.9678,5068.692,14890.959,10100.0407,50090.5596,33998.7913,40722.0306,18257.4129,8549.5713,45345.9455,44960.8527,23671.5886,74631.0191,22592.0141,25636.2232,105110.8118,38225.4628,47484.8745,96476.114,68180.0672,169820.6428,22803.0459,52145.2169,21764.1926,36427.528,132133.8183,13380.7439,23720.3966,14780.5472,39160.8244,67344.0492,48647.5557,26174.7034,15114.4853,149056.4519,199541.408,9858.6467,12571.1477,20366.1238,80007.9666,37292.4382,17443.0402,59438.0123,
PWY-7234,21179.2315,20502.6272,31007.5554,15254.9935,21811.8058,24965.6735,12018.6879,14066.6587,33342.1253,7383.1912,28831.2084,139026.0371,28869.4291,21885.5895,16193.7353,10840.8688,13451.1281,6232.9093,12078.3163,12237.6038,13211.3131,20754.9412,20370.6993,83401.0484,21125.524,27564.691,37626.3892,18678.5543,7305.0527,73381.2868,8652.3661,15472.5579,6597.3839,55825.3282,7385.6846,5544.2823,14258.3433,16495.5378,13992.1327,32666.5748,6644.1312,20056.8491,27024.68,23173.6111,18901.4603,17036.9383,13534.7544,16575.693,14257.0629,64114.204,16284.9091,20341.4884,40122.2317,3711.0442,11494.0486,7130.6594,27093.9706,20916.1352,17427.711,6857.2769,6204.3031,26832.9871,36061.1691,9847.7106,13412.4087,4837.6507,7301.5923,84227.1764,19357.1263,23547.996,44537.2487,41489.3459,83807.4923,16464.917,30791.2722,8883.5971,24059.5881,105418.7109,3859.221,7200.2192,5555.2696,24842.0064,35908.6545,34529.2568,20599.1393,10010.6286,128211.7893,167489.3612,3009.5615,5157.2578,8072.6989,39024.772,23880.679,7253.3258,26165.6985,
PWY-7237,1313.6,1033.7,2039.75,3245.25,1397.9,246.75,2025.9,710.9,5901.7,1693.7,957.75,6133.35,2379,1846.85,1815.4,386.35,3204.5,904.8,2273.7,835.75,1037.05,1136.5,790.8,1088.25,1135,1931.25,4243.3,2232.85,1621.5,387.35,3455.1,1291.1,396.6,4015.3,2301.3,790.9,3126.4,564.6,686.7,2532.35,147,681.5,1061,1093.6,1786.65,1101.7,178.6,378,1266.5,959.9,525.5,3786.55,668.3,14,1113.2,137,2182.6,874.2,2099.8,1063.1,186,1664.05,2928.2,1706.5,6632.75,3594.9,751.7,4590.9,6091.3,2812.7,6214.7,2350.95,13491.25,1901.25,2078.5,1852,2966,4106.7,594.95,4288.85,1561.8,4188.9,4862.9,2281.65,509.75,800.5,4557.9,3894.1,340.7,1321.9,670,1940.95,897.3,1714.7,5090.75,
PWY-7242,7714.9317,9758.8591,15533.9566,12866.1939,12790.5595,1613.5634,16821.477,12299.6288,28435.8591,9623.6455,12118.5887,14622.1953,16957.3921,14779.5616,14842.4659,10725.0021,11943.7841,3736.412,9806.8568,7423.4194,10506.916,19287.9336,6960.0689,7541.7189,12783.6697,28309.7962,19516.3409,15955.5849,5916.2503,7353.238,29242.0505,8069.6436,4234.2491,19762.8113,9380.6229,3302.9646,18162.7694,7102.5211,8629.3682,22157.8821,7986.0311,4496.4449,8973.176,19063.7354,15023.1356,11995.9787,2287.8,11657.5053,13782.6189,9997.8768,6387.6204,17564.7714,11298.3434,4164.8914,5361.9501,8248.1622,21114.8938,13920.4938,20578.5075,11875.472,6983.7561,15865.8204,14945.8226,12256.0245,62273.493,15660.9168,15096.3482,31988.5467,20666.4915,25143.5162,59718.2646,32325.822,86405.1626,9729.3874,11371.9951,7556.469,13124.8252,34542.7417,8694.7793,19119.6783,8835.5633,16547.4905,38867.2972,19341.3436,8509.254,4441.9862,20477.9087,32233.927,5029.328,6724.0513,8890.0074,57511.374,13458.9536,9557.1526,18034.4471,
PWY-7254,0,250.2067,90.6558,53.8531,125.4339,167.1669,202.3028,1866.1219,200.0367,0,119.2518,4139.0946,45.4083,50.898,83.7998,4474.5567,123.6355,92.903,11.2392,124.915,166.042,53.9045,2.9992,235.4414,47.4232,222.6048,5.2492,303.78,138.0474,833.6678,53.8283,282.4614,2.2493,95.7066,2112.5149,33.4994,17.2333,11.9865,164.6356,13.4941,6152.8377,8.9887,419.6706,252.8609,394.1759,3.7492,53.5938,0,4936.4777,20.971,0,77.7025,17.9777,4033.1723,0,7563.6817,137.4374,29.9682,74.8538,8.9926,6717.7853,21.9992,27.7181,53.8079,747.4296,110.4328,50.7663,322.0898,593.9507,254.8554,551.907,186.9106,4110.1484,4.4985,48.589,60.4517,14.9796,357.869,214.6696,113.432,39.6371,139.6964,329.9781,124.0037,70.0892,14.9743,274.7112,555.6205,23.92,77.4381,70.1472,502.1429,10.4924,3.7487,59.8705,
PWY-7315,4431.2721,4935.8502,8954.0573,7344.1438,4126.1678,1287.5127,9332.9173,3863.1898,19796.9244,4369.0047,5124.2773,1618.4576,6625.1875,6319.3422,7391.2495,5124.9599,5736.3222,1382.48,6393.5622,4459.1689,5608.9216,8062.9585,2505.8143,1342.1816,6696.3872,7429.8436,8757.6385,7459.0113,1634.1805,1620.3591,18056.0224,3843.5892,2219.2235,10102.3488,1946.8016,1695.5627,11477.2152,3250.1694,1921.0953,8928.5986,6086.7717,1492.9339,3599.1116,7411.0071,6678.2659,5175.6426,3177.6209,3451.5965,5874.6855,3871.8101,1429.7707,12071.3693,2056.4552,3359.7827,1053.3006,6416.9021,5823.9709,2040.2758,14061.7648,5211.6021,5623.401,4988.264,4051.541,6589.6722,54719.8646,8068.5685,5309.7099,20874.2146,5260.8985,13983.0169,44082.1104,26552.8224,23287.2135,1542.8888,2587.9695,1795.5471,3747.7292,19803.6289,3135.6324,6167.1774,3820.0639,11799.1412,24051.4689,7560.3322,4902.211,3253.3219,15483.4909,20656.0435,2638.6488,2903.1409,2011.3261,11801.3336,3153.554,4512.4238,5586.5848,
PWY-7323,4802.4704,4412.9875,8993.9393,5086.3132,11504.4338,1524.461,8091.3881,6413.8732,20361.8321,2838.9249,8302.393,7318.2331,12317.8277,11191.6989,13376.4663,5571.0567,5772.7386,2163.1087,2978.7558,6261.0432,4545.2738,12797.5426,4768.2839,6573.5228,11853.5952,13444.0085,13402.2933,8963.9606,2397.3441,6248.8174,12331.293,4070.4154,3176.5623,15191.524,6423.9948,1861.1497,6546.083,4597.1987,2909.5766,11798.3051,5331.2307,3149.5936,6677.1055,14972.6152,9972.5808,5772.6434,3130.87,9413.9625,8006.7553,9852.8129,3223.3697,11461.9383,10439.5937,3366.4436,3965.7435,6183.7479,18079.9021,15206.3047,14429.8736,3186.8875,5460.7423,12359.4861,8339.7889,4673.7587,31758.1617,4709.8497,3688.9339,21733.5532,5652.4579,19115.8165,41326.9838,12349.681,76377.9771,7284.3105,5451.4809,4271.8794,2994.4096,30825.4164,3696.2962,4468.8632,5832.2568,14661.5482,15006.1363,14627.009,6594.4756,4321.5799,18641.1694,22434.8903,2355.6504,2890.392,7230.3007,11137.0592,10511.5403,3808.5474,10532.6032,
PWY-7328,2163.8263,4876.1294,3727.2766,5947.4707,4183.714,1008.1418,6952.7643,3492.6218,7015.255,2592.8164,4015.376,6504.3093,6754.7029,5324.8229,7441.2291,4377.9712,5073.2645,1131.8939,2662.4592,5187.9176,3322.1604,6106.8632,2099.309,5991.8996,7511.399,7572.257,9128.8125,7467.5904,1356.7536,2323.8995,4089.6671,3473.7392,1981.1943,5266.4721,4448.9203,1389.8076,7396.5771,3327.0952,1577.2779,7322.2591,5302.2624,1397.3654,3607.8347,7028.2794,6878.7436,4964.1047,4903.2715,2939.3653,4685.3791,2576.9856,1773.6502,3280.2131,2091.8584,1789.6386,1257.9619,4469.5601,5584.9849,3124.2756,10348.9627,3197.5784,3508.6356,4918.5981,4090.2673,4010.6477,16685.2697,4684.9661,3397.114,12469.3889,4280.5337,7350.2812,20526.016,18613.6435,16524.2248,2566.1269,3076.888,2465.1559,2262.2558,18302.8351,2711.3681,3125.6714,2982.6196,9218.9106,12156.2474,5151.4301,3158.3404,3010.9507,17449.7254,15567.4957,2172.4957,2951.3315,3399.1105,8341.5573,3023.89,2091.0525,5455.2914,
PWY-7332,382.188,1370.4574,1646.6816,1652.9853,621.948,0,2628.753,1016.0304,1227.2602,525.9916,897.4189,592.6136,587.8683,1474.9102,1681.3403,397.4733,639.9454,237.1504,1110.4626,415.4244,1102.287,2614.4002,717.6286,522.4124,518.383,2952.4643,2215.0499,2506.1486,482.7301,73.4375,2363.2178,1858.9883,345.3238,1200.8926,2306.1251,205.6622,1857.1813,492.649,625.0043,1383.4403,184.7868,357.6125,869.0513,757.5927,1499.1405,1097.3167,174.4484,647.7145,1110.9357,445.2913,441.5188,2590.8453,1046.1763,3.4973,1128.1616,93.4865,928.252,517.0122,2169.4112,1188.1816,69.3599,645.2904,2743.7042,1320.3839,5907.2534,1454.4816,1237.9572,4835.7815,1714.5081,1527.5894,7215.7868,1245.7696,6978.3741,429.5051,790.1794,634.3405,1087.9199,3935.11,742.2906,838.1895,481.6958,2688.3766,5416.6744,1048.1417,417.9372,117.6853,5450.2,2873.5131,493.655,124.2357,1279.6584,572.83,352.5558,1033.5199,1723.1262,
PWY-7371,431.2775,861.4906,731.8859,1014.2426,868.1761,147.5,2203.293,1160.7846,3263.5016,458.9274,1033.7068,2225.2579,1251.7964,1667.6291,2379.3909,396.9344,1010.7157,167.4719,501.3397,810.6099,824.6101,1398.4014,619.5426,2228.0377,929.2057,2401.4684,1407.9666,1655.3704,462.448,447.3046,681.3963,680.5844,414.2849,1916.6258,0,290.7309,1505.011,633.0614,399.4234,1373.5152,141.635,350.0199,686.2867,2197.1756,1144.355,768.2865,28.4211,495.2577,850.0042,559.7732,528.2966,837.6429,545.8515,35,538.8525,110.9348,2475.5893,1288.6673,3369.9842,470.5144,69.8342,989.0281,1864.6639,975.1637,4808.8592,233.2493,293.3068,4425.8609,535.6986,3314.9209,7245.1688,592.871,53296.4716,179.64,433.3433,243.3682,275.0177,3406.2533,660.0263,484.7888,157.8373,4124.2006,2705.7897,1822.8408,91.2653,133.9775,4064.4855,2959.5658,144.2245,353.4174,657.5897,1153.8041,492.9289,241.0884,563.5596,
PWY-7374,295.3138,690.4423,605.5465,959.67,841.0952,146.6934,2136.0305,1083.2014,2130.5519,398.055,841.8383,2201.5829,1074.6635,1160.1072,1953.8068,326.5869,901.8997,155.5291,408.0447,689.34,662.4138,1123.398,476.5536,2171.3378,787.5642,2182.0291,1300.3012,1507.3071,375.5684,427.5562,533.523,518.848,388.5828,1066.0411,0,285.7118,1460.2991,507.7465,339.4193,1207.6807,137.1803,240.3458,562.0353,2061.3851,1036.179,681.3595,23.0769,462.8596,703.8274,389.9548,314.8078,616.4096,433.3395,32.3248,343.0203,103.2348,1668.0306,1036.9675,2917.2633,407.0196,64.8114,916.6595,1241.993,842.376,3542.5688,214.289,268.6159,3381.1304,487.2265,2239.5619,6170.8165,547.19,53188.9586,158.1005,410.77,226.1732,246.0612,2225.3344,622.9318,467.1616,146.3768,1083.4981,2552.9328,974.6392,89.0837,125.442,1286.9254,2562.3829,123.144,344.3116,631.7114,1111.4746,479.2073,213.9263,553.6828,
PWY-7377,6107.9673,3026.8,5416.8506,2637.3374,123.8679,13811.7285,3284.8427,2478.4226,482.0441,1463.6802,6202.9276,3394.0161,4751.4241,5831.0452,106.0212,239.5984,1801.2995,872.7304,3143.8871,1392.4327,2446.917,5629.5662,149.3531,21586.3023,2813.0433,1607.7644,8443.1844,3521.5302,352.2286,3606.4084,283.3781,2962.204,1504.1151,836.6431,0,0,2730.8462,4076.1569,435.6193,8293.6433,0,648.5168,6294.2066,7835.7969,5119.3788,2191.1152,462.2155,4611.7112,1979.4155,7173.9594,370.674,223.0326,1605.4114,0,102.3909,87.2685,1695.8875,78.6827,2287.7395,568.846,0,4971.6334,822.7627,2237.5578,429.9784,745.524,1228.3219,11878.2987,1330.9434,1073.8312,1070.1165,850.183,15424.8226,1246.0506,10625.677,1578.5827,4245.282,33234.2425,618.6225,526.2022,1383.4696,700.4852,212.1443,196.0522,534.4954,1323.5537,879.3981,33243.7386,532.501,829.953,1509.8407,9518.0313,6679.1272,428.7385,1895.1226,
PWY-7392,15741.2567,16743.1025,24110.7688,15162.2784,16937.2546,10374.9907,17877.4535,13250.1691,29348.4324,8093.756,24250.8164,29144.2459,22162.6457,23329.8368,16208.4457,9050.1357,11735.3972,5346.7728,11643.6237,11488.0971,12536.4945,23840.194,12064.8653,53582.5129,20210.2004,28091.5504,30779.6513,20712.1883,6234.1085,50562.0026,10400.4651,12977.903,4686.5859,34092.2995,7046.141,4254.4867,13078.5152,14522.5906,11003.2404,32213.7551,6339.2396,10339.4647,19926.5801,32735.5696,22787.4869,13720.5148,7239.6046,17753.7827,12688.7424,22124.1733,11087.9165,17709.3146,20784.7457,2221.5764,8245.8465,5055.7881,26035.0217,14483.4835,16643.6708,6728.4309,3920.772,24274.9681,24296.4183,11841.2517,16805.0539,6728.7328,10938.9757,57023.9135,20129.3182,17505.3662,46060.5941,37700.1627,81193.3581,12491.1914,20331.7314,11380.9842,20476.7289,66140.092,5519.7776,9876.6983,6953.1891,19718.0899,34345.7883,27369.6251,12942.0092,8045.8661,54965.5629,69481.2937,3478.532,5952.1264,9597.0243,36153.9565,19540.8778,9221.3417,29685.5304,
PWY-7400,15361.7179,17521.0096,24961.8957,20334.6802,17268.0783,9005.1328,28052.3274,16574.1473,38966.8725,13056.7924,20787.9188,33424.8501,29786.4264,22614.2744,30737.8759,10403.5912,19156.3768,5418.1823,15450.7667,14302.1189,18345.6727,28935.8695,11820.5604,49440.8522,22588.2911,41342.2056,30705.327,24075.7361,8100.6849,49214.9134,33111.0967,13090.4672,7262.3587,31058.8673,7581.3005,5008.0545,25702.5428,11357.7704,12571.2438,30816.6852,7538.4113,9464.2169,17386.4463,33145.0484,23356.5374,17097.7524,6332.5813,16602.3544,15015.3465,19382.6013,11754.8894,24745.4059,17565.8911,3698.6767,8768.1931,7383.5685,33882.0266,24237.8394,34402.1309,15207.1231,6307.7092,23263.2507,25643.4276,16926.3922,89409.7513,21180.208,19639.7427,59430.6116,28094.3927,35112.2275,83477.1732,52181.5046,138467.363,11539.922,20204.434,11107.9544,23810.6479,68531.6636,12040.3223,23058.3215,10292.4602,29300.5086,63657.7608,33229.6385,11011.0865,7578.7149,53382.8431,77165.6629,7199.433,10105.7816,13793.8367,70299.8306,17783.3427,11225.7352,24418.3331,
PWY-7431,21.3517,48.9237,28.1008,5.9992,21.6676,0,33.9925,12.2137,197.5977,15.0214,88.4949,3.9516,68.1656,47.0646,164.9619,8.6459,30.0876,0,14.4693,29.984,28.023,58.6131,20.8459,5.2172,44.2045,81.9388,25.3242,71.7357,8.6444,9.3501,60.1616,45.2721,8.273,188.7267,0,0,15.0268,34.6375,8.7755,59.917,0,25.3249,56.4048,32.5463,126.825,40.1826,0,34.5675,14.4701,71.8844,12.5286,77.1834,20.5064,1.3319,22.8337,3.7293,99.8991,41.3064,151.3243,16.3867,0,25.377,19.2827,19.7534,97.7278,51.404,35.2798,260.5862,43.9629,0,0,31.9889,71.9543,0,71.7076,25.3063,24.796,149.8892,25.286,0,73.9898,0,0,0,22.6457,24.1205,0,93.6669,22.1256,9.6602,80.9854,57.9538,111.7183,5.378,37.5137,
PWY-7446,0,0,30.1828,9.5,14.1617,54,21.9379,698.5,1.6654,0,0,9.9228,3.9888,1.5,2.6545,2218.2432,41.2699,38.3554,4.9731,35.5,12.3575,13,1.3269,3.2,0,73.8498,2.2446,0,49.4392,1.9722,0,85.25,0.9979,1.6612,873.5,9.5767,7.6553,0,61.9935,0,3835.2032,0,0,0,0,1.25,18,0,2219.75,2.6544,0,7.5735,0,3012,0,5369.9131,2.3263,1.9767,6.2334,3.8182,4933.2404,1.9921,5.25,8.5184,251.1723,0,8.5886,119.7366,86.3136,82.5,180.25,40.6906,1427.4744,0,20.979,16.3372,0,128.2824,0,0,13.25,27.75,111.9167,42.2798,0,0,87.5,190.7332,0,0,0,0.333,2.6923,0.3332,19.789,
PWY-7456,593.0546,770.0084,1568.4187,273.3087,1449.9652,180.4158,407.0685,394.9603,3679.2242,311.8239,1382.2159,207.6359,2362.8695,1918.1694,2668.4376,699.1468,1060.7323,360.261,340.1967,689.5025,586.0269,1826.2405,316.0653,169.657,1866.472,1215.4135,1481.7951,1485.3642,389.8213,325.5307,613.6444,714.501,296.8281,4947.4846,3695.9186,211.9034,592.1497,467.3627,201.6694,2189.0644,56.2708,406.7344,1140.4965,1336.7396,2128.5909,1832.603,956.1118,1411.6205,1711.8973,1939.1879,352.684,991.7075,1219.3894,5.9281,633.7345,18.8236,3062.1421,3017.8936,3353.1332,562.8873,8.3233,2216.4641,580.9945,537.2738,1167.8697,939.429,886.6239,4382.1371,1107.9692,3537.496,3433.2577,688.9603,5006.0353,1707.2055,1687.7467,996.9451,521.0636,5993.9374,918.0603,699.9004,1416.4134,3549.0815,1203.3291,3350.8141,481.5752,1110.4628,3308.1082,4055.5296,601.1908,664.1445,2971.6284,780.0423,1260.1492,453.3177,2005.8849,
PWY-7527,0,13.8928,0,17.7044,0,0,0,0,0,0,0,28.0977,0,13.491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.3441,0,14.0002,0,0,0,17.9811,0,0,7.4136,12.1428,0,0,0,0,0,0,0,0,0,0,27.3558,0,0,0,0,0,0,0,0,0,18.2538,0,82.7067,0,0,23.1818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.4349,0,0,11.3968,0,14.3518,0,0,0,4.9069,4.9165,3.7417,4.7575,
PWY-7539,12307.8215,7805.502,14824.6412,11265.5698,12525.2543,15516.8544,13373.5542,8510.1104,19043.8035,7070.9081,12773.1409,15049.079,17268.8001,15707.6025,17438.2014,5615.802,10529.7087,3605.1852,9996.4453,7578.2235,9420.8535,17059.4288,5728.8033,24450.4489,13330.3397,19853.0734,21464.6864,12452.6704,4524.7669,8126.1298,12586.9948,7685.0582,4106.3851,16330.5296,6190.7919,2430.3363,13011.1919,7392.6395,4653.4742,17830.6725,5477.0768,4070.2147,11180.9527,16122.4205,13733.0945,9391.4137,2682.6835,11593.76,8608.1504,16084.0813,6033.2837,9636.9438,10893.5948,3328.2996,4703.2434,6171.6182,18700.6084,15536.5235,18417.2541,7802.3854,5450.7699,17490.8168,13613.8651,9098.0956,35514.4032,12339.7595,11193.7252,29996.9429,15331.434,19744.4481,36143.2727,24524.3965,55468.285,9029.2632,13213.5109,7715.6019,13898.0677,50487.3929,6092.3495,13892.6274,8409.1137,17196.9204,23990.8433,15024.377,7047.2981,5173.3172,21818.9854,39263.9938,4320.4245,5874.8476,7626.3425,35280.0472,15303.1775,5800.3654,16882.461,
PWY-7560,14584.0363,16833.0552,24280.8073,20676.6607,18562.1217,8726.8675,29451.5299,17777.6001,41586.8,14123.4053,25928.7448,23360.3058,32884.7974,27261.9143,31946.8971,12461.55,19824.6592,5577.6562,15879.4516,14103.513,20396.3104,30956.3639,10818.5327,48804.5882,23510.071,42559.6166,30784.6834,25479.9546,8039.1469,49557.18,35530.8233,14947.8484,8743.9738,30960.8239,8388.1196,4578.8432,28585.6555,15979.1888,12307.0047,35224.2075,7696.6671,8991.3066,17716.3315,35120.8527,26016.4768,21447.7916,5769.3038,18288.6666,17052.9582,18371.0586,10941.9171,25274.041,18122.1936,3604.551,8837.2643,7197.6579,37824.9139,26721.7139,37363.8212,16462.1416,6071.546,26263.1936,23481.2263,18722.7579,98049.871,22531.7709,21476.4023,55344.788,27760.0873,42760.0464,91804.5151,53972.3855,132434.6071,12597.6132,17951.2726,11692.3143,22317.7571,61343.6619,12632.5111,24434.0838,11742.7928,32465.7297,65303.9584,33808.9406,11764.9328,8077.0073,46269.2436,59253.7199,8402.1511,10925.5557,15386.8022,74585.1883,22630.0053,12440.4913,27834.1768,
