#OTU ID,Lyz204BFP244S41,Itg10DTT456S50,Lyz203BDTT232S72,Itg20DTT504S99,Vil101BFP08,Vil114BFP167,Itg18DTT492S87,Vil1014BDTT164,Lyz201BFP208S56,Itg22DTT516S11,Itg24FP528S31,Vil108BFP95,Vil103BFP32,Itg26FP540S44,Vil106BFP68,Vil109BDTT104,Vil103BDTT32,Vil102BDTT20,Lyz204BDTT244S85,Vil104BDTT44,Itg24DTT528S23,Itg08DTT444S37,Lyz208BFP292S90,Vil110BFP119,Vil104BFP44,Itg16DTT480S75,Itg20FP504S7,Itg12DTT468S62,Lyz207BDTT280S122,Vil109BFP107,Lyz201BDTT208S48,Itg02DTT408S100,Lyz205BFP256S53,Lyz202BFP220S68,Vil1013BDTT152,Vil101BDTT08,Lyz205BDTT256S97,Itg02FP408S8,Lyz208BDTT292S134,Itg22FP516S19,Vil108BDTT92,Itg04FP420S20,Itg10FP456S58,Itg18FP492S95,Itg12FP468S70,Lyz206BFP268S65,Vil113BFP155,Itg08FP444S45,Vil1010BDTT116,Lyz203BFP232S80,Itg04DTT420S12,Lyz202BDTT220S60,Itg06FP432S33,Vil107BDTT80,Lyz207BFP280S78,Vil105BDTT56,Itg16FP480S83,Vil107BFP80,Vil105BFP56,Lyz206BDTT268S109,Vil106BDTT68,Vil102BFP20,Itg06DTT432S25,Itg26DTT540S36,LYZdtt364,SLCdtt050,SLCdtt110,LYZFP304,SLCdtt002,LYZFP328,LYZdtt328,SLCdtt074,LYZdtt304,SLCFP128,SLCFP092,SLCFP002,SLCdtt092,LYZFP316,SLCdtt020,SLCdtt128,SLCFP050,LYZFP352,LYZdtt340,LYZFP340,SLCFP074,SLCFP068,LYZdtt352,LYZdtt316,SLCFP110,SLCdtt068,SLCFP020,SLCdtt164,SLCFP164,SLCdtt146,SLCFP146,taxonomy
COMPLETE-ARO-PWY,14230.4819,17597.1222,24508.6189,21671.768,18144.6734,6263.473,31635.4305,19354.5057,43223.9747,15239.5713,25977.3524,24733.2378,34145.0383,27625.8824,34173.5217,14126.1396,21332.0488,5574.9835,16854.9261,14540.6826,21933.465,32011.9923,11008.2919,41089.7934,23424.658,46566.6391,29506.7719,26620.544,8476.8598,45198.4111,39496.2519,15267.7867,9147.4342,30373.9129,7957.2844,4725.0156,31382.0263,15684.1769,12968.5541,35178.8026,9102.9874,8736.1507,16227.7788,34174.6658,26581.2499,22823.2259,4711.7362,17635.8722,18607.733,15892.5369,11467.2059,26662.8831,16890.2499,4438.153,8807.5888,8796.954,38494.466,27492.3978,40040.74,18284.1655,7489.2908,25733.6804,23757.5492,20108.4792,108083.6843,24669.3132,24139.4432,54947.0553,29851.9529,44918.5362,98448.7835,58294.5714,145220.6096,11927.0224,15602.0825,11789.799,23802.1763,54994.8843,14133.9649,26750.4447,12035.591,33787.693,70794.3308,34289.2197,11293.1014,7784.6794,45291.7328,53638.2617,9176.8674,11818.9319,15796.8469,83463.5317,21441.6992,13159.8869,27437.1043,
DAPLYSINESYN-PWY,17775.1925,21095.3096,28596.3503,23063.7639,19319.3236,37584.5251,31656.4044,19003.145,41105.1955,14441.8042,25269.5832,47007.6598,31188.9042,26948.8534,31563.0832,12280.8727,19950.2642,6172.8824,16709.7749,15714.3259,21148.5652,32987.7044,15628.4255,78600.6804,25230.4439,46645.0907,36318.0391,27965.2278,9366.3033,68249.6238,32729.0609,15672.241,7929.5212,38244.3664,8671.803,5604.1518,28328.3078,15951.5304,14697.2066,38719.4894,8106.7777,11932.0456,22384.2006,41466.5965,28835.2966,20702.9512,5779.9734,20025.8849,17054.9847,23538.4543,13913.6112,26380.1076,21501.6009,4187.1809,10143.6738,8336.0576,37626.5726,22598.4979,34637.6247,16662.3346,7129.7091,25645.5408,30606.203,19101.3424,77889.1008,23138.7098,22073.4933,69914.3369,32047.9654,36535.0494,82460.6697,54665.7306,144724.1284,13570.9945,26210.3343,13872.7788,27732.5325,78345.2588,12762.8538,24510.3303,11069.9414,29063.1216,60495.8803,37104.4038,14395.0225,6576.373,73554.3732,101120.5221,7824.3233,10944.1109,15212.665,72917.3175,23111.5301,13052.9455,32310.2276,
DENOVOPURINE2-PWY,22389.158,21379.3957,32158.6847,16915.5992,22905.5741,32048.6269,17326.8049,15099.7552,34326.7742,7894.3114,27632.3417,148169.9181,28465.5785,22160.829,21383.9706,11397.1279,14499.4606,6572.7757,12359.8456,13873.0666,13216.2834,23689.4415,20654.2828,87159.1607,23524.8116,30906.1056,39967.0271,21235.6781,7805.262,69689.7554,10385.3763,15202.418,5938.1739,56360.0085,10044.4294,5758.6189,14581.0233,14771.9009,13993.8353,32889.5347,7921.2099,20666.4051,29363.1515,28964.8997,20961.5137,14978.5921,19596.0853,18520.8336,15873.4086,71192.9285,16087.7688,20709.4798,40984.8839,4167.449,11544.1334,8143.1426,29160.5429,19903.0319,22118.1543,7636.3878,7016.2955,27845.3704,36154.7663,11242.8746,21313.1617,8423.1786,8405.6919,84259.7475,21694.6301,21261.4702,50614.4638,42364.5884,136370.4194,17557.1156,34876.0361,11009.039,24832.6477,107771.7778,6654.1298,10217.5142,8476.0217,24398.0302,37858.8212,34498.652,21007.841,11380.7099,132706.8068,176562.9122,3756.6461,6602.2219,11010.6686,40197.8471,23129.9054,8009.1195,29530.7595,
DTDPRHAMSYN-PWY,19653.1568,16955.7822,25879.19,19410.2442,18481.4833,23545.8379,27210.1404,17064.1335,38091.2803,12542.9779,29142.8834,27713.2766,32152.1605,29373.5145,29312.9558,11399.2958,18319.621,6023.6086,15616.6525,13301.3397,18970.4773,32426.756,10521.461,73129.6465,22609.3713,41765.728,32705.1057,25335.7477,7651.4043,57105.0179,30698.1186,14623.2083,8684.4786,30354.5917,8975.5979,4369.4636,26296.3851,16360.0211,11620.5173,34764.2274,4361.3118,9112.8228,23660.6775,37279.3218,26945.7069,20475.5737,5541.2385,21682.1155,16667.702,31833.7077,10930.1427,21573.292,19201.5525,886.4595,8884.1957,2703.9433,38835.1377,26125.6875,33201.8842,14856.4539,2061.448,29175.2957,23964.6867,17509.2678,82870.7282,18985.2753,20837.2823,53313.2976,26608.5625,42619.4813,84818.2057,49705.6413,112442.1905,12679.5757,22326.0739,12593.8497,21712.8195,80714.2575,11459.2548,21200.4329,11441.9035,31768.0987,52652.3196,34143.9166,12124.1021,9072.6272,46936.9591,77875.9505,7936.1521,9822.1627,16789.821,68361.0242,26495.9932,11740.7851,30166.8123,
ECASYN-PWY,0,0,55.3409,22.3827,26.2679,100.1861,37.9778,1193.2973,3.1129,0,0,16.785,7.4498,3.7374,4.9729,3196.4973,71.4613,64.8431,9.1115,79.3729,24.6309,31.7561,2.4237,7.178,0,129.4762,4.3449,0,99.0768,3.7004,0,183.7157,1.8505,3.1178,1607.879,16.653,13.3934,0,107.14,0,4532.9761,0,0,0,0,3.1087,43.0034,0,3440.5983,4.9516,0,13.8896,0,3188.9633,0,5806.6641,4.3582,3.7254,11.7264,7.3496,5227.4664,3.7237,12.8495,15.6272,481.2951,0,15.8598,227.9216,148.99,183.4488,396.1394,66.1812,2761.0209,0,39.375,30.7432,0,270.3735,0,0,31.8394,67.8494,227.3495,96.2343,0,0,210.894,407.6209,0,0,0,0.623,6.1491,0.6236,37.8979,
ENTBACSYN-PWY,0,0,124.467,50.3174,57.0953,281.8412,88.4895,2908.5151,6.6641,0,0,39.9531,15.9875,7.9967,10.6575,5609.7375,164.7808,161.7822,19.9269,185.1865,54.2584,69.0616,5.3307,15.9882,0,302.3609,9.3297,0,234.4814,7.9975,0,434.5038,3.9966,6.6653,2927.579,38.1626,30.562,0,268.0486,0,5222.1828,0,0,0,0,6.6629,95.6509,0,6369.508,10.6638,0,30.5343,0,3459.0115,0,6458.2983,9.3288,7.9953,25.2843,15.9509,5798.3171,7.9971,27.9555,34.4862,1131.8562,0,34.506,531.6852,340.5255,428.564,929.3592,165.2488,6669.1933,0,86.21,67.4742,0,612.6225,0,0,69.6991,146.4266,524.1378,210.945,0,0,462.2373,938.3411,0,0,0,1.3333,13.3243,1.3331,82.4027,
FAO-PWY,0,85.6485,88.8512,59.6204,87.4143,166.6606,98.3689,1992.2133,22.3416,7.4975,40.1283,1595.3156,276.7039,62.6188,56.3553,5364.7831,219.832,107.3526,16.2394,273.3561,57.6192,161.5374,10.0744,572.389,173.357,252.8813,40.9691,135.8781,146.288,339.1774,0,305.2162,12.2233,43.2616,2387.9437,27.3436,32.3448,28.885,181.6226,20.0755,7845.3404,18.6002,136.9641,90.0392,156.2821,13.5666,83.7944,61.5731,5803.3384,12.8497,38.6736,37.2216,49.199,6024,8.0313,10715,65.8212,52.9036,42.5837,17.2674,9830.1656,45.1762,77.3077,45.38,795.8289,23.7362,56.9931,378.626,334.2648,249.0455,543.0541,145.0913,4138.0872,82.5631,75.2651,49.6323,0,491.4343,62.0703,46.4858,56.2025,215.4174,356.1632,166.1961,25.2395,17.2554,369.8265,657.0098,39.8887,0,65.4865,179.512,54.4716,14.0841,64.8127,
FASYN-ELONG-PWY,20963.1938,19469.5477,30901.1071,15883.8873,24824.1898,31328.357,16507.5003,14742.9333,37378.1962,7331.9894,26089.4791,142095.8673,30277.7599,23714.2875,24613.9676,10440.5178,14540.4355,6445.1994,11244.9499,14488.4581,12017.5095,26023.2221,20347.0706,72013.4496,25448.7063,30990.8514,40308.119,20691.1787,7495.8875,51615.8288,9021.4221,14324.6649,6518.0354,56565.9729,10600.8353,5679.5137,13669.9692,14209.9084,13178.0623,32226.5506,8084.6432,19927.4296,26878.6462,28639.7725,21310.9288,14646.1836,18502.2303,19180.0336,15329.8426,66896.294,15658.0455,19200.5215,39967.9221,4344.0206,11401.3465,8544.3401,32543.9636,20818.8384,26009.251,7048.0661,7408.9173,29360.5936,35700.8779,10430.3691,23330.5358,9124.2106,7641.5511,83589.3416,19246.3343,30687.2572,54692.5627,38187.2919,140231.3663,18519.756,32777.5605,10726.2705,21792.193,110490.7432,6429.3306,10311.3041,10668.0936,29451.947,33835.1536,34131.2026,20935.8958,11528.749,129620.1679,172830.1266,4184.7399,6643.2157,11345.4481,37389.7824,25902.1978,7604.4728,28146.2986,
FASYN-INITIAL-PWY,92.7638,8.1482,180.3231,39.413,230.0802,152.6065,74.4693,1723.3849,217.1144,13.8429,138.6168,615.7179,85.9421,112.2233,191.0545,4587.2094,88.5482,92.0502,45.3105,136.6284,81.6105,78.096,47.8686,559.2595,104.0679,182.6396,80.436,80.0205,142.1019,168.1193,37.9776,311.6663,22.6948,286.7918,3342.7888,27.8986,34.9019,45.0923,161.2921,106.396,5935.6875,42.3749,13.5456,87.8508,84.7047,104.5776,280.5231,36.412,4856.8292,128.1771,35.6521,74.7165,135.7396,3812.6091,44.0944,7138.1566,87.9514,128.9555,137.4101,41.1468,6329.5422,104.0083,92.5213,29.0761,688.6506,56.9243,116.9115,561.4847,237.9909,369.6923,651.9649,128.9698,3862.8121,173.9782,325.0089,152.8876,95.5144,795.9815,135.2141,62.9125,224.9118,646.059,402.1755,516.798,19.9865,153.7373,1529.7018,1002.5599,100.3694,101.5226,564.5931,113.6857,369.8183,11.6193,118.5058,
FERMENTATION-PWY,9896.9182,7863.3502,15188.9486,7143.2412,16837.7203,16625.3812,10030.9034,9886.4739,27440.6344,4358.528,15676.5816,14023.0078,22771.1164,20502.9782,21600.188,8210.6375,9233.4529,4101.6417,4986.0376,10100.4327,7234.2301,22461.0218,8532.5822,25767.5143,20514.4206,20740.2716,24573.0665,14047.1024,4376.1809,20389.6785,5162.9589,7461.3653,5329.6986,30170.5207,8904.0345,2806.4564,7892.2536,8920.2549,5153.434,20193.0638,7923.9128,6853.4296,19071.0202,25921.5634,17051.5138,10233.9703,24443.2233,14573.5127,12243.3423,22016.1191,6472.0701,8151.7947,14604.5457,5639.274,7629.454,10036.0514,28491.2429,17422.675,22922.9728,4506.2377,9046.9671,21592.6262,16694.689,6925.6174,22491.6118,9365.2088,6528.7955,38019.5167,9087.7504,26242.5131,40599.9082,14122.7397,100245.4896,12395.7648,21741.6118,9309.5116,7381.1506,57560.2153,4980.9257,7708.5341,9288.5649,22702.436,12015.9842,27190.9504,11897.7934,7740.0458,37237.3677,33005.4892,4426.8643,5166.5836,11649.9966,19623.1791,14187.7285,5969.6517,27755.4287,
FOLSYN-PWY,6157.945,8674.3177,11221.9024,10209.7754,11236.7957,8348.255,14478.125,11372.8643,19143.0508,5547.9994,11728.1981,29795.4667,14259.8309,13274.8488,18489.3786,9859.122,9047.6759,2794.38,6727.7063,8092.5975,8832.5729,14881.4677,6178.3347,23953.9792,12275.2242,18572.5608,17354.439,12840.5161,4947.9766,10090.649,8073.474,6825.6882,3830.816,17475.0749,8716.998,2707.0614,13211.2399,5800.3073,5074.9672,15906.393,8884.4732,3611.8004,9177.4597,17042.8277,12654.3916,10946.4253,7933.7516,8671.4649,13266.3053,10134.5666,4293.1933,8433.266,8787.6641,4972.4133,4535.8104,9527.7457,16987.8313,14217.89,21915.0772,8251.0175,8303.7231,13045.5572,12069.5143,8512.794,33584.6931,11672.6684,7432.8246,31443.9016,11496.4085,19469.9668,41072.183,19752.1382,103889.0978,8679.4029,12482.4464,6240.5134,8527.6438,36067.3666,7084.1435,11226.5044,8601.0107,16216.1156,23615.2831,14663.1822,5886.4959,7442.899,24632.7693,34341.0645,3663.9281,5332.0608,9367.7845,25550.3054,12780.0446,3819.7553,11777.8063,
FUC-RHAMCAT-PWY,1382.335,1162.4957,2381.7917,1395.2595,1772.701,672.6694,1734.6814,1892.8722,5869.2396,775.3292,1652.3573,5526.335,2267.2704,2002.4305,2431.9515,3348.6933,2114.4368,575.0267,1603.0698,1077.3943,1482.3024,1990.7222,1189.3824,1144.2068,1471.5235,2671.9837,2497.8002,1801.5319,1497.4481,665.4717,3739.5265,1413.1967,535.9671,4539.5619,4912.6825,661.9135,3153.5176,596.0703,1028.2199,2377.4874,4544.2322,646.389,1174.0593,1396.0364,1896.0666,1985.0176,1075.4357,907.7467,4033.461,1494.2589,920.7818,3069.0148,1007.8435,3136.8251,1232.8349,5786.1279,2629.6384,1219.6864,3112.7114,1989.2233,5240.8339,1592.6137,3687.1568,1735.169,7271.3205,2699.8372,1537.4527,5151.3422,3877.2804,2756.3316,8598.4391,3033.0114,26354.6417,1994.2919,1938.3876,1439.2687,2599.7814,4576.8775,982.6742,2303.0668,2170.8406,1917.1959,3085.3514,1950.0278,687.1026,1285.6034,3385.438,4577.298,639.9275,1048.2513,1376.254,3216.6643,1834.924,823.5909,2145.6966,
FUCCAT-PWY,1422.5312,1760.9566,2876.7484,4599.0326,2089.4271,895.2405,2774.4789,2139.6926,5593.8515,2319.9576,1766.0822,7056.1539,2975.9106,1808.2024,3502.0608,3374.6605,3749.8052,1157.2055,2514.5617,1608.1539,2206.6484,2427.3603,1365.5454,1391.9953,2053.0535,3023.8487,5798.0451,3420.4437,2765.5038,714.715,4414.5169,1983.8122,561.9345,4207.2124,4154.1462,886.8549,3697.5677,606.2206,1222.0944,3388.6544,4486.952,762.8946,1484.1995,1683.1189,2901.3031,2124.5194,2987.5337,920.3316,4045.6449,1372.3306,1267.094,4719.9374,1027.4563,3107.0817,1513.1311,5764.8155,3125.4155,1474.7679,3811.0273,2448.7306,5246.9505,2465.4753,5696.1067,2341.2564,7744.4082,5911.7566,1704.846,4548.6558,7359.0858,2472.505,10030.2696,3634.0743,29282.5683,2657.9424,2160.4282,2403.2007,3896.6039,4066.1797,1299.3599,6630.5744,2900.8194,1200.4566,4305.7661,1427.0875,606.3014,2593.4754,2308.8268,4488.7017,627.8209,1934.4487,1033.6844,4208.2264,1802.6552,1640.7782,6364.1514,
GALACT-GLUCUROCAT-PWY,6593.2916,7400.5109,12321.4136,10789.8212,9882.791,809.3601,12463.8893,8391.2856,22195.9518,8103.7605,8228.5712,11398.6064,11090.7673,10699.9221,9155.0269,5875.6822,9225.1094,2775.7917,8325.382,5157.1271,7725.734,13460.6623,5085.3525,5262.988,8535.0265,20800.3275,14550.9495,12136.9209,4733.9942,4119.3422,24121.8274,5794.3584,2609.9432,13627.2736,4617.5775,2376.5046,13169.577,4405.5609,5039.1746,16064.3528,6364.9466,2874.5613,6732.0329,11522.2489,10145.1048,8197.558,783.4577,8953.5786,8356.5583,9228.0891,4674.6333,14689.0157,8542.8665,3579.6971,3420.5495,6927.4521,13716.9835,10748.6826,14714.7663,9330.2683,5956.952,12359.4636,11037.0366,9730.9794,50954.409,12273.3469,11727.1638,24558.2263,15451.5707,16625.5657,45576.0985,25973.8324,51977.3464,6857.8317,7351.1909,5434.3304,9876.8508,24368.6058,6724.691,16667.8261,5743.7944,11714.5188,31091.3169,12276.1143,6307.5496,3335.7709,14434.2116,25101.1178,3602.1595,5181.5953,5696.7776,49221.9174,9603.1122,7549.8366,14449.5615,
GALACTARDEG-PWY,210.9502,72.4588,250.8882,20.7773,140.274,69.4129,176.7,959.5288,667.042,59.9501,69.4797,137.2402,70.5802,48.0958,105.1338,2690.8905,104.4383,68.9042,240.0358,118.7784,59.2569,149.0086,120.9643,28.3577,90.8885,180.345,21.2491,162.3857,98.9141,75.0284,649.0943,162.3381,70.5419,225.2238,1461.2201,31.487,261.558,9.8474,108.6164,155.3321,4436.4108,36.9656,88.707,170.3378,175.4466,62.7923,63.303,60.1516,2794.2377,212.5411,29.3695,237.5162,65.0067,3451.4049,23.1679,6164.3719,271.6188,74.7353,321.9484,50.9878,5648.0704,66.3321,134.5534,80.7664,673.0911,111.6896,48.9767,277.9508,147.8273,205.0027,471.4103,566.4691,10554.8537,101.1927,195.7956,42.2905,249.2234,328.4439,63.1485,452.9876,104.2468,144.19,340.024,125.4364,32.773,26.4131,308.3518,447.7639,17.4683,68.456,106.4308,65.1095,91.3983,24.6663,135.1885,
GALACTUROCAT-PWY,7429.9225,9197.5585,14934.9579,12861.88,12332.5697,926.0553,15739.0697,10104.2541,26854.2074,9629.4219,10879.8654,13822.476,15972.1053,13715.7729,13552.6615,6762.8105,11675.5292,3679.8606,9593.3294,7121.0572,9708.0299,17942.4717,6642.9179,6735.3281,12126.6928,25750.9808,19287.4733,15627.4521,5722.0994,6188.5272,27770.9813,7440.0378,3824.7574,18431.0811,7170.8674,3166.1666,16334.0769,6332.323,6318.0024,20986.6587,6294.3299,4082.1345,8160.2127,17064.6628,14276.0334,10635.1127,1144.6767,10667.7264,9717.4342,9555.4097,5829.8935,17380.2118,10614.4536,3389.5012,5103.6109,6636.284,19066.1401,12798.3515,19063.7614,10964.5596,5658.4301,15070.2659,13797.8774,11751.7199,58787.4974,15180.2577,13796.306,30029.5582,19233.0247,22905.4611,55622.3883,30594.1038,67899.8618,9061.0889,10196.8824,6995.0955,12295.1622,32496.0494,8144.4551,19276.3552,8137.3889,15095.6384,38042.2272,17497.4557,8060.846,3983.1844,18712.0655,30287.8547,4492.6122,6641.1393,7602.0457,54669.1442,11919.7501,9273.2192,18012.1066,
GLCMANNANAUT-PWY,19113.8381,21543.9465,31868.0789,20781.8113,23356.1319,39929.9452,23271.1158,14932.0308,41724.8853,10996.9836,25252.6148,153887.0329,25924.4627,23401.8757,24312.8688,10037.3485,15491.9247,6724.2267,13894.7395,14576.5341,16785.0747,26736.29,20475.8728,57095.6451,25791.9938,33448.0829,41215.5937,23524.1887,8468.8203,57368.7929,29213.3758,15234.0858,5515.6658,58156.8031,9958.1775,5849.5995,18365.2044,14781.7202,12610.4031,35378.41,7851.6396,20601.7526,29324.5631,35098.5061,23604.7819,15825.8585,50529.8861,19339.9519,13663.8927,68800.4032,15432.8083,26224.4869,41437.4309,4096.3751,11531.261,7857.6038,32941.0966,18095.8175,27211.0391,11639.5659,6860.4525,27510.5172,36930.2364,15038.9333,68995.4455,17391.7319,14636.9634,79758.3,25364.1973,30808.1201,74829.1991,52740.2835,90969.382,18418.3431,35218.6658,13660.8438,24425.9571,87057.0458,8075.0215,18010.9754,9910.0394,28549.7598,49942.4942,34909.5364,22189.916,11052.3123,136506.1047,159943.4446,5845.9703,8605.722,11254.766,51078.3458,19293.0006,11241.8971,38088.1309,
GLUCARDEG-PWY,210.9502,198.8459,250.8882,24.6851,152.8853,69.4129,426.5957,981.1774,667.042,168.6951,194.8015,202.0157,192.9999,133.764,292.6553,2702.5688,186.0173,94.3861,240.0358,207.7313,133.973,363.428,120.9643,33.6606,246.4242,292.9528,55.7398,421.8879,124.3086,91.1274,649.0943,183.6274,70.5419,225.2238,1461.2201,61.7419,261.558,28.6673,134.5623,421.4468,4443.1034,105.1708,223.6966,416.9331,441.8299,174.6212,63.303,161.0823,2823.6484,212.5411,84.5542,237.5162,170.6715,3451.4049,64.9964,6173.6047,271.6188,74.7353,788.4646,136.4961,5648.0704,171.76,347.8899,92.7136,1105.4985,322.016,115.1536,438.879,187.9118,301.9057,713.7945,566.4691,10554.8537,101.1927,471.2538,75.5511,334.3116,528.927,174.3779,452.9876,232.4858,295.2647,604.7909,214.4636,32.773,71.1718,555.4473,667.8746,49.4818,186.9622,266.9471,186.6047,218.4903,33.9248,157.6543,
GLUCARGALACTSUPER-PWY,210.9502,72.4588,250.8882,20.7773,140.274,69.4129,176.7,959.5288,667.042,59.9501,69.4797,137.2402,70.5802,48.0958,105.1338,2690.8905,104.4383,68.9042,240.0358,118.7784,59.2569,149.0086,120.9643,28.3577,90.8885,180.345,21.2491,162.3857,98.9141,75.0284,649.0943,162.3381,70.5419,225.2238,1461.2201,31.487,261.558,9.8474,108.6164,155.3321,4436.4108,36.9656,88.707,170.3378,175.4466,62.7923,63.303,60.1516,2794.2377,212.5411,29.3695,237.5162,65.0067,3451.4049,23.1679,6164.3719,271.6188,74.7353,321.9484,50.9878,5648.0704,66.3321,134.5534,80.7664,673.0911,111.6896,48.9767,277.9508,147.8273,205.0027,471.4103,566.4691,10554.8537,101.1927,195.7956,42.2905,249.2234,328.4439,63.1485,452.9876,104.2468,144.19,340.024,125.4364,32.773,26.4131,308.3518,447.7639,17.4683,68.456,106.4308,65.1095,91.3983,24.6663,135.1885,
GLUCONEO-PWY,21957.0909,17338.2741,31533.0656,19786.2839,25785.1154,45439.2363,29058.4915,18316.9713,45493.7175,10165.9143,31638.5418,68392.5333,35359.7005,33756.3636,32698.9897,12814.8881,17834.0246,7411.0548,12209.8765,16698.8872,16279.2035,36146.6972,17847.6782,83858.8331,30404.2484,40195.0431,44089.166,27043.546,8352.8389,44001.5208,15028.9154,15951.1932,8514.9639,53272.7418,11740.7755,5492.0196,25792.6347,18236.7474,11817.8519,41614.851,9229.6327,15987.0582,31088.5605,44443.2997,31330.9727,20123.6315,30573.2219,26555.2728,18250.8731,56727.855,14040.0913,19398.7609,37698.4082,4889.5144,12215.9809,9506.8202,42951.6151,26029.3951,35776.7562,10823.8102,8229.1819,35786.7621,33429.4624,15915.3068,58989.5033,18407.7809,14498.4413,77125.7719,21760.4902,41986.7582,84479.4519,36774.1433,146586.538,19313.7277,29491.4227,15597.6994,13728.9698,103625.0927,11224.8856,17185.7639,13359.9808,36027.696,49302.6511,40664.6698,20949.281,12285.2097,94287.2513,114556.3264,7766.1031,9804.7849,16410.8406,48089.4717,29991.9859,12058.3214,40447.9973,
GLUCOSE1PMETAB-PWY,0,0,60.9513,18.9935,232.4896,807.8711,33.4848,1376.4408,2.4999,0,0,164.242,343.1368,2.9999,3.9998,3872.5402,158.4545,62.7937,7.4986,257.1912,20.4918,25.9929,25.3251,503.9761,560.3347,152.1426,3.4999,0,112.296,340.9331,0,243.0733,1.4999,52.4767,1962.163,14.4866,11.4981,0,104.7349,0,5229.5176,0,0,0,0,27.1457,3951.5238,0,4085.2603,3.9999,0,11.498,0,3390.6032,0,6337.6404,3.4999,42.3103,108.0138,5.9991,5687.3723,131.4334,10.4988,12.9965,466.8802,16.6548,20.3319,202.433,136.4031,165.3578,364.5171,64.4684,2935.624,20.6495,34.4861,28.1385,1.34,232.4102,9.3371,1.34,787.0939,56.116,207.7062,80.5855,0.66,2567.3559,176.2151,367.0874,11.9919,141.236,39.2979,1.16,6.3394,14.4936,439.1136,
GLUCUROCAT-PWY,6824.5928,7798.0133,12425.9242,11189.6676,9791.465,1056.0781,13157.9275,8843.6943,22709.9865,8426.0245,8577.3306,11688.8722,10789.1331,11053.0208,8837.2337,6429.4071,9443.3298,2733.131,8649.6058,5121.4779,8216.9461,13443.8845,5054.6509,6240.09,8346.322,21777.5615,14125.783,12428.0325,4874.8482,4380.8763,25492.5221,6029.9423,2550.5068,13287.6631,4141.3239,2359.6473,13853.6038,4457.9726,5274.7228,16427.9872,6759.897,2834.7878,7888.7271,11415.5579,10120.04,8524.422,840.0237,9598.1564,8928.7522,10070.4075,4842.5138,15371.7326,8627.2923,3745.7313,3256.5782,7300.4129,13620.4664,11073.8305,14991.8685,9860.3966,6246.894,12791.6116,11267.8825,10202.6368,54119.6602,12770.7482,12461.829,24920.5301,16343.0014,16325.6924,47646.3735,27066.1492,51090.4656,6555.643,7719.7548,5603.6128,10416.7177,23318.3603,7027.1606,17243.8761,5408.2367,11779.5902,32550.9405,12008.4046,6045.8311,3465.7323,14700.458,25484.7746,3742.0387,5314.606,5877.4087,51320.7163,9975.1995,7794.3946,15041.551,
GLUTORN-PWY,10784.0946,13612.2726,19028.0444,17955.63,14233.8432,3051.9217,26218.6171,13961.192,34398.4782,11888.7591,13942.9217,16938.0826,23042.308,17824.2714,27831.339,8519.8243,16441.1092,4082.5094,13445.3134,12146.863,16083.4987,24936.2582,8618.5062,26629.5728,18659.5514,36672.2467,23317.7371,20852.6642,6772.2228,32404.0428,31775.4679,9702.9053,5786.4696,22378.0972,7223.7773,4023.3049,23294.7346,7547.7023,10152.6505,23744.7446,7080.0685,5617.1064,11247.0982,28336.4258,19709.2244,13836.2062,4231.6008,12940.6824,12375.6744,10102.8517,8580.8518,21685.544,11568.8143,3500.0102,6709.1087,6948.2291,28889.549,21693.399,31411.7136,14171.7037,5917.645,17148.7473,18938.4181,15465.1671,88030.2643,19823.2294,18179.1894,44158.9092,24545.1222,30708.6409,76953.88,46196.5362,128799.0886,8854.706,12116.7952,9315.311,18768.4103,42549.3595,11248.1878,21914.2004,9267.1059,25639.0861,59681.6738,27882.6667,8041.21,5889.6302,33908.7605,42716.4201,6458.0921,9116.4687,12018.1179,64475.7748,10942.0468,10086.943,19635.0496,
GLYCOCAT-PWY,20050.5692,23999.6916,33832.5952,28172.578,25809.2,14526.9584,37749.4314,22294.1694,53318.2626,18185.3085,28565.287,58439.7429,37230.9212,31570.5783,39142.0904,14459.2397,24185.1038,7380.5044,20804.1274,18440.0768,24310.8673,39608.9668,17390.3395,72214.8735,30741.9672,58789.611,43225.2493,33873.3207,11350.5473,80905.2237,44577.7104,17592.2696,9502.5377,47115.9598,11550.5505,6590.6654,33971.7366,15772.7601,17589.6245,44038.2739,9977.2294,13648.4823,25787.4644,52426.8559,33984.0732,24225.7505,11755.645,25110.3317,20164.3859,31243.5677,15912.3677,33688.9273,30976.2714,4866.4574,12953.262,9544.4603,50883.221,33231.7485,43186.806,20699.1907,8193.5988,32153.6965,35616.5277,22973.2914,117176.7809,30227.7788,26884.5495,77403.4719,37187.3189,49907.7898,111273.3583,72383.9252,139510.4513,17595.795,27428.2178,15922.4398,31487.1991,81326.5366,16254.9726,32467.1172,14916.3771,38605.6385,82603.663,48366.5523,17837.5289,10321.3605,81479.9323,97489.8706,9518.647,13965.6182,20185.4741,91568.2175,22787.8645,16239.3506,38556.6526,
