#OTU ID,Itg10DTT455S49,Vil101BFP07,Lyz204BFP243S92,Vil104BDTT43,Vil107BDTT79,Vil106BFP67,Lyz201BDTT207S47,Itg22FP515S18,Lyz205BFP255S52,Lyz204BDTT243S84,Vil104BFP43,Vil109BFP106,Itg02DTT407S99,Lyz208BDTT291S133,Itg24DTT527S22,Itg26DTT539S35,Lyz208BFP291S89,Vil106BDTT67,Vil102BFP19,Itg26FP539S43,Itg18FP491S94,Itg12DTT467S61,Vil107BFP79,Lyz202BDTT219S59,Itg24FP527S30,Lyz207BFP279S77,Lyz203BFP231S79,Itg18DTT491S86,Itg06DTT431S24,Lyz205BDTT255S96,Itg08FP443S44,Lyz207BDTT279S121,Vil108BFP94,Vil105BDTT55,Itg16FP479S81,Vil105BFP55,Lyz206BDTT267S108,Itg16DTT479S73,Itg12FP467S69,Vil114BFP166,Itg20DTT503S98,Itg22DTT515S10,Itg06FP431S32,Lyz206BFP267S64,Vil1013BDTT151,Itg02FP407S7,Itg04FP419S19,Vil102BDTT19,Lyz201BFP207S55,Itg08DTT443S36,Vil113BFP154,Vil103BFP31,Vil1010BDTT115,Vil108BDTT91,Vil1014BDTT163,Vil109BDTT103,Itg10FP455S57,Lyz203BDTT231S71,Itg20FP503S6,Lyz202BFP219S67,Itg04DTT419S11,Vil110BFP118,LYZdtt351,SLCFP067,SLCdtt019,SLCFP091,LYZFP327,SLCFP073,SLCFP019a,SLCFP049,LYZFP339,LYZFP315,SLCFP127,LYZdtt363,LYZdtt315,LYZFP351,LYZFP303,SLCdtt109,SLCdtt001,LYZdtt303,SLCFP001,SLCFP109,LYZdtt339,LYZdtt327,SLCdtt067,SLCdtt163,SLCdtt145,SLCFP163,SLCFP145,taxonomy
PPGPPMET-PWY,525.6515,102.9965,33.1191,2021.8199,4866.3982,320.8746,582.6364,17.4953,84.8286,810.1036,119.8337,17.4978,518.6425,509.6513,396.8942,130.8008,53.7044,4290.8607,134.8405,73.0241,51.2213,368.5377,44.9671,288.1865,37.4684,88.8719,65.5999,159.6909,84.3131,800.755,31.2385,2379.6891,33.7439,7289.4956,95.4801,746.4633,349.1922,497.9474,234.3513,27.4973,399.9632,330.1766,9.998,84.8777,1499.5784,196.4077,142.0534,221.0854,102.3324,2673.5371,67.4923,297.4738,6794.6446,7078.7687,1439.1589,8540.8808,112.434,508.3851,94.9178,72.4333,693.9065,96.1936,493.7071,29.9697,29.9599,64.9425,634.9841,27.4892,87.2227,107.2101,680.5243,538.555,24.9834,530.5379,3281.4361,938.6597,424.0702,93.6151,339.4247,26549.3292,421.0533,500.4181,1570.4361,744.9368,250.6685,456.6868,1268.2503,31.2371,94.2744,
PRPP-PWY,9225.6299,14680.0213,16530.7199,7299.9338,4826.6218,12275.3582,5480.4694,4550.9059,6837.1748,13112.6084,18319.0598,5771.2104,5734.9388,6235.5928,4725.4335,3597.4935,6370.0107,4268.222,14956.7137,6310.2469,9430.8941,9129.7161,12882.6571,5621.1729,4601.9212,4121.2139,12018.0744,6699.5973,7787.2357,5824.9534,6525.8077,9292.8601,6987.0121,7292.6452,9560.5035,21196.213,3287.9768,12025.1154,8360.9889,4186.3456,7578.3867,7635.5809,8171.509,5911.9734,10828.2975,3698.8006,8333.6993,2938.632,12294.5809,9356.1315,28241.3815,16854.4356,7498.367,7356.9146,10347.5234,10620.6016,11339.671,5672.2481,6855.6411,12918.1005,6857.6429,11834.8208,33788.6043,10786.9278,2134.5542,5220.4644,39300.6414,1247.1992,3895.9252,4839.2911,24781.5324,35976.3587,3899.1661,16177.4382,25852.9489,29114.2161,40356.3437,5103.2656,2366.9393,152812.8091,6440.2963,5058.5083,8399.775,21699.5601,6880.7865,24407.4636,8255.1339,12129.3617,16227.5825,
PWY-1269,4930.0158,12770.1679,9454.5151,3316.272,5851.7684,9729.5753,3056.452,4538.9246,4776.4692,6415.5759,11925.6302,2926.7044,2927.8953,3705.3852,2667.927,2813.7562,3273.3951,5354.3132,11120.8544,5462.6783,9266.3619,8143.3286,11828.3381,4219.577,3181.5555,3093.5716,6746.1289,7548.6579,4486.4094,3359.2992,8247.0628,4040.8461,4660.6653,8947.6467,7036.9958,16574.2717,2909.4869,88394.6942,8061.3026,1417.9242,8061.1667,8028.4827,4555.4284,5168.3828,9684.4443,2346.6848,3911.9399,1504.2126,5929.2391,3958.1519,4570.454,10266.2765,6921.6558,7697.2114,4548.0131,8382.8137,9116.2279,2101.3146,8048.1295,6566.1123,3760.3211,3877.2207,9331.4567,4704.9612,1263.5771,3355.0549,31275.2631,4050.7686,4672.7075,6947.1905,16639.6809,19291.9949,2660.8044,12304.1749,11989.1305,18248.3651,11259.5143,2465.8056,1003.7899,135215.0083,5128.0213,4285.7118,2498.5162,16759.8821,2069.2327,22054.0353,9166.7006,9475.4928,6802.3393,
PWY-1861,13714.1745,7693.0437,4613.683,5679.3744,320.7565,17092.2787,9804.8634,3409.418,7013.2403,11208.3723,14176.5582,32202.136,5214.069,5104.6873,11970.8204,4790.0208,3289.1457,10.9892,7024.033,3566.3603,18512.6051,13991.2082,13838.1931,14195.5811,6427.6706,3604.3448,3808.4221,16660.5112,5955.1484,4312.9412,9676.1298,7577.6336,34766.5209,65.7677,13597.4992,18102.926,8325.5818,16589.6381,13666.2766,7414.2989,10090.7182,5752.5342,7438.2692,7554.6829,9251.2689,941.7134,11465.7842,1326.9026,9723.9553,4143.0399,2005.7886,10624.2645,968.062,90.5086,8127.4853,3131.7965,13348.4682,4969.7336,10578.2411,15938.027,8800.9889,40510.0198,21961.5817,2733.0876,2771.0958,8137.818,39848.0387,2260.9015,10512.1854,9273.6693,36958.4222,13385.2114,2587.831,17757.8386,18889.4963,20187.775,9115.6949,6788.3657,1506.5607,564491.1806,7094.7734,3967.8374,3455.7288,16573.1045,3461.847,34942.3577,28038.4186,9315.3623,5182.2936,
PWY-2941,37346.9325,29253.4732,58147.7294,8381.6749,471.4274,20754.0599,12951.4724,19802.2646,14180.4797,42840.0392,27194.7395,64348.6127,13275.9039,23039.9778,15173.9363,10920.2568,24610.7923,35.799,36455.2232,15071.3705,31320.646,31126.3661,20373.994,18697.2814,11110.5115,5061.7515,61430.9078,28689.4416,45761.0359,7476.6059,25954.0617,11168.0909,81320.7258,779.7262,24647.8681,24170.1565,10656.6775,50396.017,25640.6337,85290.7478,42548.8328,33125.0608,19274.5028,14363.4346,10561.1294,10442.6713,11385.4195,10200.1332,18776.9717,10596.8288,182300.9885,24049.2427,3552.8213,3041.4416,15109.5237,5466.2233,62507.745,29718.8975,35976.2367,20638.4549,14975.3109,72883.49,144453.353,10017.7577,9033.1499,21502.1227,71682.814,25459.5286,11529.1605,5340.2376,55218.8908,103828.5532,13566.4742,13445.3691,44889.0313,30775.5217,222497.4565,21590.9712,4029.6351,59722.5643,14349.9338,7159.9582,12695.6931,51751.2122,19077.5945,78584.2785,71572.9614,21149.1675,29843.8012,
PWY-2942,45607.1905,37143.4414,65383.2062,13076.358,5450.2374,33618.6018,24650.979,24100.6835,23568.7778,52876.2245,38913.7681,75316.3175,22408.3582,27840.2269,28791.15,17249.9996,27026.6361,4800.977,47984.8947,21578.5015,38065.0277,40844.2023,29448.2508,34651.6172,21989.3505,8628.4065,65965.4326,36267.4475,48441.328,15252.1952,32124.2007,18805.2019,88544.0385,8147.0272,29951.0907,50893.489,30406.6817,117047.8828,36853.0537,89112.0549,49443.1623,40376.2703,23868.3976,31196.3912,21560.9248,15185.0278,23989.3489,11668.029,28483.9676,14936.1073,184017.2309,35522.1616,8436.4537,8090.2406,22263.6554,12745.7307,70248.4962,33721.0931,44405.1304,36830.9633,21178.2246,78485.0124,154346.5877,13740.4496,10192.825,26615.9809,98387.6018,28597.175,16520.9611,19832.9372,65309.299,121162.6318,15435.5409,71311.2411,60203.554,57821.3882,231025.3505,28557.9811,5216.0368,608091.421,21281.7097,17587.8256,16747.8313,64657.8418,21448.1347,104275.0125,84907.0929,29800.767,35200.4795,
PWY-3001,33692.7778,30019.2506,39033.8042,11554.7767,5394.833,31663.9777,22978.0496,15166.0102,18616.0985,40000.4084,33076.2252,47237.4748,17615.6219,19714.331,25409.5325,13863.5681,16127.8731,4811.6121,35085.2548,16497.6098,30586.9361,32953.6702,28201.616,32185.7723,18129.5585,7944.9353,31238.1831,30127.701,23223.8761,12682.6208,24718.8978,16310.9924,59459.7353,8102.985,25099.5618,46989.6618,27648.145,113771.7374,29993.5096,17331.6372,34430.7503,26022.6083,18879.667,25872.3022,17423.8574,9592.657,21511.0482,9037.0496,24705.6489,12211.0849,14366.5912,29087.23,7779.0075,7632.5977,17334.5709,11486.2545,41960.0853,21169.8037,33539.6494,33874.0829,17135.0098,53068.5141,81993.7082,10132.8136,7139.9017,16652.7075,82149.1627,17947.8882,16024.8403,19436.679,57981.8406,82659.0695,10257.5743,71879.2637,48922.2588,55977.1581,80121.8142,20802.9733,4187.7327,522563.3952,17101.1299,14626.0803,14051.58,48549.9696,13167.1889,83602.2904,61382.8818,24008.9399,24293.6741,
PWY-3781,3587.8524,2805.2147,753.6135,1470.8801,0,2539.0578,1353.2665,802.8163,1801.9554,2451.6458,4098.9273,2269.7104,2489.252,3386.0976,2395.9635,1164.0908,521.7168,0,2603.1645,825.4034,3263.3283,4140.971,2771.4449,2899.34,1817.2483,450.7193,1009.1753,4255.328,1193.5011,1551.8834,1595.6474,1221.6023,9773.4564,1,1155.6098,4727.7524,2342.8807,129779.7587,2142.1979,1149.6175,2592.895,1414.749,1112.074,2692.4426,229.9809,757.3861,2029.7113,583.8828,1070.1755,863.8241,79.7548,3022.1144,150.32,1,1928.9887,239.5955,1425.6453,1970.3837,2250.0985,3553.3641,2044.7878,5260.6254,3983.9338,383.3203,294.4526,1212.5912,2185.3619,479.3795,1591.1854,1118.1867,3588.9114,4680.6484,526.8894,9013.7752,1293.4513,3999.0204,3993.6176,1495.681,273.2097,154751.2628,855.9223,936.7825,1791.5046,2210.3524,542.1411,16371.0856,11607.8274,4394.2416,2178.9656,
PWY-4361,8.2769,0,0,0,0,0,0,10.5241,0,0,0,0,5.4716,0,0,0,0,0,0,7.4434,0,0,0,0,10.2639,0,0,0,15.2355,0,8.1758,0,14.4744,0,0,8.6847,0,0,0,0,0,8.1886,10.7954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.903,0,0,0,0,0,0,8.799,0,0,14.2215,0,0,14.3696,0,0,0,0,0,0,0,0,0,0,2.9595,2.2493,
PWY-4984,8397.458,2057.1264,2470.5525,1461.1363,0,1635.0261,860.6208,7981.2393,495.6339,2178.2265,8097.8771,11013.9257,3853.371,601.0134,4036.3187,3100.7519,602.5064,0,8538.7817,5470.6786,12209.8904,8069.4865,1198.5773,1319.506,2720.2934,828.6307,1394.3295,7878.9008,1261.8888,630.9838,9073.3815,1725.4794,5135.3495,0,4683.7397,2593.4814,987.3961,7826.7381,8702.7832,27150.583,8062.6127,11080.7242,913.7062,2688.4888,8939.9071,4378.4751,1121.9986,1441.187,1118.9805,2357.4719,11063.3164,2497.3,607.4355,24.9398,4639.1854,1022.6523,18563.2692,816.6035,6352.6434,1364.8608,2082.5166,8077.3386,1497.5246,3400.6986,1390.1393,11209.9754,2457.6832,2162.1492,3369.6395,3691.2985,1387.9899,2664.207,2677.9645,743.9386,3547.9042,2083.6933,1410.8915,6111.6313,1472.5384,22146.8438,8273.0823,5345.3244,583.0787,1446.0232,3673.6512,26376.463,11239.0665,5539.314,8831.4957,
PWY-5005,0,0,0,0,0,0,0,0,0,43.8754,3.1916,0,16.7612,39.0266,7.1921,0,0,0,0,0,0,0,3.1916,0,0,0,0,0,0,8.798,0,45.3885,0,0,0,4.0075,0,0,0,0,0,19.1818,0,0,7.9889,0,0,0,0,103.654,0,0,0,0,17.5626,0,0,41.2339,0,0,54.8801,0,4.7987,0,0,0,0,0,0,0,0,0,0,0,987.0439,0,0,0,0,133.5425,0,0,141.5621,0,0,0,0.792,0,1.6078,
PWY-5022,3883.4464,2338.6334,1127.5344,2071.3447,157.9965,2255.6234,2039.5964,737.2278,1233.8882,3353.0722,3860.5244,2110.059,1889.1388,1846.6489,2562.9918,1021.1655,1144.6676,0,2244.6585,784.1262,2439.5894,3577.8532,1814.5288,4214.8032,1696.9619,335.8691,936.87,2873.9223,930.2991,1336.6631,1720.442,2441.167,8872.3132,3.6658,1536.0063,3301.0096,2299.2371,23355.7155,2721.1753,696.0938,2551.3123,1212.5182,1148.5752,2436.9165,3227.9203,536.548,2519.6457,367.41,1684.1753,2007.6258,1153.7915,3356.9317,157.39,59.3751,2715.1995,730.02,3611.2789,2731.867,1937.9367,4808.2794,2194.4961,2796.3596,4374.1912,540.7679,477.7608,3402.8439,3265.9943,916.3925,861.1831,705.6491,3564.2679,6157.6816,320.864,3852.8899,7087.3686,3618.2097,4432.5042,1508.3237,614.3742,58519.1211,2082.1486,942.7126,1884.7151,2599.8076,896.8791,21251.9013,9374.9841,2618.086,1441.413,
PWY-5088,2.2415,1.9285,1.9285,2.2484,0,1.9999,2.2436,0,0,2.246,0,0,167.6943,4.4773,10.8948,2.2203,1.9562,0,2.057,1.7306,1.7999,2.2201,1.9999,58.4878,3.2298,1.4998,1.9284,2.2103,2.2186,2.2467,1.7999,11.2153,1.956,2.2227,4.0901,2.1492,2.2126,593.7298,0,0,2.2425,2.235,0,3.4375,2.2484,1.6361,0,2.2388,0,2.2487,0,2.0321,2.2482,2.2446,158.793,2.249,0,434.0198,0,0,2.2461,2.0318,2.2385,0,2.0561,0,2.2449,0,0,0,2.24,2.2424,0,11.0769,2.2492,15.3216,2.2417,0,0,33069.1257,0,0,13.4205,2.2464,2.2382,3.5995,1.7998,0,0,
PWY-5097,45404.0515,36902.9571,64651.2556,13089.3814,5277.3436,33743.4178,24828.8247,23988.1536,23488.7577,52609.2026,38867.2079,75089.6492,22358.4606,27681.6039,28996.4431,17182.392,26965.8325,4647.3518,47586.0541,21330.3498,37832.8695,40559.5156,29209.6961,34896.2381,21970.0869,8648.8605,65515.8112,36153.5662,48361.8215,15177.6886,31782.5854,18790.6775,88904.4926,7882.352,29797.5351,50624.9969,30550.4118,116642.7038,36596.4345,89003.8806,49375.9946,40231.652,23938.8864,31220.5128,21309.9483,15134.7635,24232.7798,11522.8972,28495.069,14795.8909,183901.9707,35409.1695,8208.3377,7843.6304,22123.3299,12458.1989,69565.8296,33599.0517,44477.1315,37064.9833,21217.2686,78281.2613,154104.4486,13722.0429,10145.5455,26607.4544,97894.2521,28466.1396,16450.6713,20125.2119,65000.7496,120630.8528,15449.9511,72608.8583,59521.6145,57460.3633,230666.2917,28341.911,5154.6319,708338.6397,21176.2595,17414.0526,16594.5967,64338.166,21450.7835,103474.3344,84871.2692,29715.6446,35029.6322,
PWY-5100,63447.8502,41070.7742,102459.9545,13605.7419,4540.1179,33562.6918,31718.2027,30998.781,26239.3292,75652.5473,41828.2437,94111.8896,26437.1441,37980.4783,36736.6529,22193.0131,34640.159,3869.7769,63294.9032,28169.6963,44400.333,52801.5002,27701.5187,43322.3311,24924.5047,9171.471,96809.1435,43476.6619,64838.0825,16012.8927,43058.3198,20517.8973,123970.7056,6591.2938,34042.2007,53353.3588,33925.3162,114463.2146,45568.8278,115843.861,68475.9567,51547.0726,29241.4932,33561.5295,21463.0075,17717.1219,24946.6477,15583.4951,33222.5691,18392.3997,231006.9346,39175.4116,6921.5553,6486.5535,26240.0942,10965.9225,102316.1847,49221.998,60384.3479,43740.4312,25290.9221,105076.8677,206104.3653,16450.3938,13413.943,32611.5827,101601.7452,37391.7678,17061.5251,21440.8957,72825.8275,166662.8872,20008.6621,78725.0708,71185.362,61032.5897,320979.1319,40735.4905,6884.3777,622016.3818,27157.782,19593.4692,19659.2484,74745.0889,29349.1592,127203.4203,116697.9155,33965.8726,49610.5121,
PWY-5101,30609.6783,29538.9216,28561.9243,13204.3781,5960.3329,36669.0684,27339.4002,12708.4782,16257.5655,35339.2964,36484.098,34809.6101,17351.8015,16415.2764,29776.1267,13099.7417,12614.3884,5269.8341,29250.8468,14469.1907,32638.3774,32211.8298,30523.8092,38148.9685,19049.5242,8821.7186,21473.1352,32898.446,16438.3903,12131.7273,22953.9993,18571.4056,55901.6899,8776.9239,25421.4746,51739.2309,32532.8598,127689.6673,31315.1788,10177.3332,30233.698,21591.3365,18317.6023,27588.8094,20454.614,7650.1026,26093.1111,7937.4075,27449.9412,12349.5725,12047.0491,27351.5515,7832.9601,7971.6114,20103.4916,11125.3653,32251.2358,17062.807,32181.8837,39430.9299,19226.5189,43180.8197,63507.0368,10658.6376,5978.7532,17999.7483,76127.3401,14201.7125,18089.9815,22400.0896,60592.0771,70892.7263,8869.9654,86696.4838,54439.4154,64059.7319,53311.4039,17269.074,3987.0326,680013.5284,18370.8313,15117.9243,14696.0385,41340.6581,10785.3675,82038.9015,56203.4127,24761.3711,21173.765,
PWY-5103,24764.133,24988.9503,23831.8084,10978.5618,5924.8332,30327.2427,22560.1578,10655.3939,13738.7897,28974.7485,30640.7334,29631.569,13982.6516,13064.9451,24429.5601,10875.5166,10400.8131,5247.0158,24534.9207,12318.9905,28016.219,26819.0252,26459.3703,31241.1196,15781.8085,7397.2991,17711.2623,27703.2057,13364.8317,9906.9567,19608.3485,15151.3673,42786.8947,8766.7815,21695.7545,43774.2655,26779.7872,112218.2863,26378.9523,8435.2847,24142.4908,17899.9818,14857.8935,22785.5866,16328.3418,6391.2044,20918.6336,6743.0204,22855.8092,9813.8504,8706.8081,22775.0424,7604.2442,7928.4753,15056.4544,10416.5535,26822.0039,13667.8174,25840.4588,32291.1369,15243.0289,36700.6899,52466.5766,8857.0383,4849.2122,14340.6612,65814.6273,11810.0431,15405.7182,19131.2264,52414.7877,59109.4153,7151.0393,74291.7799,41720.7526,55250.1411,43164.5913,13661.5988,3240.6439,546868.6255,15058.6014,12524.8698,11865.2247,35115.3546,8496.3127,66393.3546,45600.8302,20922.647,16759.9814,
PWY-5104,29165.3835,26998.9524,26140.6268,12361.0108,5306.3988,33665.9367,27168.7417,12260.5827,16273.8612,34066.659,33703.5518,34795.2432,17254.0638,15979.8909,29606.438,12868.1453,11639.3795,4635.5243,28204.9128,13925.234,30179.6515,30548.0358,27070.2948,37596.3118,18694.7833,8389.0269,19558.2032,30816.245,15127.7815,12044.6922,20900.5101,17744.0438,55395.7389,7725.6542,23031.7846,48930.6166,31762.4178,113829.0232,29851.9046,10574.3712,29262.0629,20844.3799,17292.9104,27228.3177,19846.3988,7805.481,24677.9366,7327.5941,26642.8828,11531.3179,11145.9385,26521.6524,7026.7047,7001.8792,19206.2204,10353.054,29617.6029,16779.7673,31340.4758,38556.3451,18064.6431,40660.0583,58671.3444,10123.563,5593.0751,16931.5047,72498.777,13051.4103,16450.6821,21464.7102,55054.5733,67303.4513,8319.0866,83634.151,53813.9001,60412.9915,49203.2591,16752.3027,3711.9461,685006.7465,17477.7661,14655.1141,13732.2767,39352.0192,10518.7801,76299.6052,54439.5331,22870.0985,20476.2151,
PWY-5121,27869.4631,23320.227,29796.6049,9833.1398,4273.2912,26733.4848,20411.7065,14639.4782,20202.3476,32240.9255,28839.5179,52831.0073,17341.575,15798.826,23940.9696,13485.9796,11095.8123,3847.9478,31891.4243,15718.6046,28133.8114,28320.7744,23860.4013,28147.8399,18413.1854,6924.9444,21609.6201,26998.0137,15965.4506,12957.0853,21471.6894,14476.0265,42906.4976,6454.9396,21569.945,43625.271,26206.4518,105459.6399,28014.9089,28705.2654,26208.9092,24158.6646,14339.8464,25859.2905,14353.6641,11119.5859,18640.1988,8012.732,21125.9894,9704.8055,11738.6271,27579.6063,6262.3305,5938.6139,14985.4239,9184.9536,35340.8043,17049.6113,26308.818,29279.3793,14478.952,47876.015,57921.401,9435.7752,5590.9437,15823.062,79915.116,12907.9157,14560.0104,16757.0039,48916.5606,68563.6631,7476.075,66554.5392,39947.2558,50474.4019,53514.7875,19088.0671,3388.9734,427686.7057,15247.8587,15102.4053,11322.6024,42964.1938,10195.3261,69210.9818,51114.5315,21858.9391,18708.7893,
PWY-5154,7126.5545,17724.3059,16379.5503,4137.3946,4538.8574,14800.0278,5776.9492,7072.0629,6697.823,11243.3988,15636.5437,3548.3468,4167.5604,5126.8275,3821.6737,4439.3221,5902.8794,4023.1298,16329.7128,8047.0526,13239.6324,11949.7536,16220.2666,6999.5188,5051.8961,4458.9822,12072.5529,10574.9839,7497.8983,4515.4841,12226.3382,5721.5537,3246.5285,6783.8461,10598.337,23036.7004,4317.0986,10848.4972,12486.5683,1651.5345,13536.8043,11960.9443,7584.5414,7897.5655,12279.2591,3620.5772,5871.9839,2398.2714,10790.5393,5424.9517,2892.1157,13167.2719,5913.5318,6278.0355,7529.8527,7578.6387,15145.2438,2832.6513,13882.2577,10589.3287,5580.1722,2282.1263,16141.6372,3908.4267,1893.0156,5151.6094,42622.8399,7545.3897,6325.1233,10234.5786,24399.3607,33470.4553,4526.7997,18748.7044,21413.5689,28036.91,21357.8888,3537.9522,1443.6271,383765.9579,7817.5232,6207.7555,3068.026,23663.5108,2961.1355,30826.2624,5600.9496,12446.1684,10160.0472,
PWY-5177,659.6266,97.0813,14.9204,1083.1293,0,94.3277,596.7453,13.8892,7.9742,984.4107,311.9431,224.6496,588.3331,520.2719,277.2768,153.9267,17.8571,0,35.6569,59.2399,94.4097,431.9116,75.1768,136.076,35.2298,18.6832,18.8608,222.6076,141.5544,683.8718,98.4386,1330.2537,810.0172,0,73.2174,89.4723,94.8041,825.3898,298.9996,35.996,691.3487,234.6762,29.6006,7.9903,128.0984,17.6864,25.8706,151.9473,17.9306,639.4812,13.0197,242.2219,41.9089,25.9688,850.2057,133.2476,602.3124,658.8773,38.1505,25.4156,747.9238,256.8996,406.4806,34.7511,43.1092,2.9981,557.3157,54.9631,73.2715,150.2015,329.4257,549.2156,41.3787,523.6255,2146.8398,501.8563,487.0639,90.5045,254.8639,17786.6969,240.0119,50.6186,955.0784,734.0921,272.418,2293.8675,29.0345,64.9096,439.5662,
PWY-5180,796.1873,141.2587,21.7894,1295.063,4763.1561,7.9774,267.4514,0,0,613.6079,0,0,320.0586,627.2846,117.8681,55.8314,17.9095,4313.3302,17.2971,17.8375,45.3855,479.4034,18.3121,85.1344,24.8523,0,0,115.8816,56.0668,513.5043,34.7922,1510.5967,888.0989,7241.9209,20.8898,36.0959,44.8342,882.1498,0,37.4832,685.0655,109.6278,0,14.9717,1084.1898,0,0,290.8764,0,1730.0728,287.4438,64.5192,5309.085,6235.015,984.2418,6169.9965,0,291.668,0,0,447.9346,321.2407,145.5855,0,100.1808,0,296.9983,0,0,72.2505,165.4415,220.2548,0,241.0771,11957.3888,185.8667,201.5125,103.4752,324.3353,19966.0637,72.7853,0,1775.2267,410.9569,141.1508,4512.867,2885.8125,2.9928,4.3311,
PWY-5182,796.1873,141.2587,21.7894,1295.063,4763.1561,7.9774,267.4514,0,0,613.6079,0,0,320.0586,627.2846,117.8681,55.8314,17.9095,4313.3302,17.2971,17.8375,45.3855,479.4034,18.3121,85.1344,24.8523,0,0,115.8816,56.0668,513.5043,34.7922,1510.5967,888.0989,7241.9209,20.8898,36.0959,44.8342,882.1498,0,37.4832,685.0655,109.6278,0,14.9717,1084.1898,0,0,290.8764,0,1730.0728,287.4438,64.5192,5309.085,6235.015,984.2418,6169.9965,0,291.668,0,0,447.9346,321.2407,145.5855,0,100.1808,0,296.9983,0,0,72.2505,165.4415,220.2548,0,241.0771,11957.3888,185.8667,201.5125,103.4752,324.3353,19966.0637,72.7853,0,1775.2267,410.9569,141.1508,4512.867,2885.8125,2.9928,4.3311,
PWY-5188,11721.0372,5869.1711,15713.7442,5195.7203,4200.6535,7789.6615,9088.9084,4640.1519,5536.8069,15666.3475,11443.1537,5464.5015,7234.0006,6178.7761,12287.8585,5020.2292,2357.9124,3837.8033,9321.5091,4581.3626,8019.7089,9642.3322,4103.7658,13383.8164,7095.6437,1875.4042,8136.51,9398.6973,3283.0888,4288.069,6980.2651,6995.8211,17128.1215,6362.0542,3962.8542,15701.8516,12686.3095,89205.1831,9102.1765,12599.4382,10073.3728,6917.3207,4256.2729,9645.1856,3646.463,3155.6846,7272.4948,4428.3669,7280.3566,4846.8219,4894.0613,7927.2623,5091.5912,5510.2034,6707.1319,6141.3739,12054.8005,8911.8017,10797.2552,11956.2158,6029.1126,10873.5879,17228.342,4807.4413,1493.5346,7506.3085,7094.7679,2854.3571,4375.8226,7486.9942,9109.3171,44337.2437,1919.5616,37056.7893,19654.5316,18003.7645,22473.7542,6117.469,1468.7354,194983.2909,5736.9968,4890.8941,6335.5209,6169.9278,4118.0223,36087.1373,21158.7941,11355.55,5903.6692,
PWY-5189,11159.1978,5415.1354,15827.975,4937.0228,4206.866,7411.3416,7802.862,4396.068,5245.757,14814.2955,10670.1524,4898.0087,6954.3989,6036.8395,11587.9868,4780.7232,2202.8216,3827.7495,8754.303,4310.5767,7255.997,8867.5331,3742.6399,11798.9484,6734.2793,1708.4692,7844.0029,8598.5687,3054.2908,4080.2751,6480.0344,6768.7333,14115.0241,6361.3915,3589.629,14694.3481,12544.8246,89987.9641,8318.1133,12908.9485,9110.5282,6534.7894,3995.9091,9060.0662,3686.6145,3027.7336,6745.4418,4236.6674,6250.5066,4640.764,4903.6048,7340.3454,5061.215,5494.6337,6507.3016,6008.2241,11495.2996,8665.6183,10067.1948,10487.3379,5704.5984,10114.0429,15948.1789,4612.967,1374.2011,7075.9055,6473.8837,2589.5119,4038.9303,7088.9191,8294.7755,44486.6714,1769.9085,33723.3173,18362.1483,16127.7194,22081.3827,5959.8294,1357.6061,198878.8788,5300.1949,4624.1603,5983.6098,5591.8751,4014.6708,35336.687,20344.4004,10986.743,5065.0113,
PWY-5265,6026.285,2683.0072,394.1253,591.5947,26.2121,950.207,1509.2638,481.6978,427.3558,3150.3031,1433.1626,15766.0801,1010.9108,3256.153,1486.018,802.1257,389.5316,19.7225,550.6505,1300.8782,595.8493,6913.1258,527.6017,820.468,1053.6028,182.2512,267.8335,1830.3079,1565.3714,1330.4257,4123.7775,3494.9468,33956.6107,55.3935,971.2338,2049.2996,395.9507,9310.3701,5154.9993,1632.2608,4709.0595,1534.8376,935.0458,394.1578,404.6059,26.7983,339.8653,100.4377,655.1001,3169.7211,300.4259,856.4673,155.8771,109.8309,4233.8709,1548.8571,12137.1942,2210.4971,1006.9538,171.2125,3567.2972,9023.0517,8545.6805,206.7645,676.2482,200.8466,4356.9802,668.0757,900.6477,19.0151,1500.9218,3365.3026,238.4062,1443.7097,7164.4049,1847.9568,4832.9469,322.1317,869.4376,5050.4724,900.5459,87.8455,2789.3166,5823.3351,266.5455,34180.927,11316.9062,3531.8041,442.0918,
PWY-5304,1934,1122,736.2,746,0,1228,872,312,640,1250,1574,1030,1820,1758,1320,604,238,60,1040,342,1426,1992,1104,1730,1120,176,531.8,2096,424,872,578,1340,5602,0,620.25,2134,1344,1580,930,694,1062,622,446,1552,4786.33,318,814,284,660,1366,356.1,996,101.8,0,1742,260.1,726.25,922,820,1546,1784,2804,1620,250,254.35,922,1192,208,899.2,810,1134,2146,174.35,5528,2463.83,1094,1832,900,183.2,9125.67,562.45,510.35,1308,1312,452.85,7033.05,2188,2224,445.92,
