"KO"	"BioGeo.Itg.02.FP407.S7"	"BioGeo.Itg.02.FP411.S11"	"BioGeo.Itg.04.FP419.S19"	"BioGeo.Itg.04.FP423.S23.Rep1_S87"	"BioGeo.Itg.06.FP431.S32"	"BioGeo.Itg.06.FP435.S36"	"BioGeo.Itg.08.FP443.S44"	"BioGeo.Itg.08.FP447.S48"	"BioGeo.Itg.10.FP455.S57"	"BioGeo.Itg.10.FP459.S61"	"BioGeo.Itg.12.FP467.S69"	"BioGeo.Itg.12.FP471.S73"	"BioGeo.Itg.16.FP479.S81.Rep1_S86"	"BioGeo.Itg.16.FP483.S86"	"BioGeo.Itg.18.FP491.S94"	"BioGeo.Itg.20.FP503.S6"	"BioGeo.Itg.20.FP507.S10"	"BioGeo.Itg.22.FP515.S18"	"BioGeo.Itg.22.FP519.S22"	"BioGeo.Itg.24.FP527.S30"	"BioGeo.Itg.24.FP531.S34"	"BioGeo.Itg.26.FP539.S43"	"BioGeo.Itg.26.FP543.S47"	"BioGeo.LYZFP303"	"BioGeo.LYZFP307"	"BioGeo.LYZFP315"	"BioGeo.LYZFP319"	"BioGeo.LYZFP327.Rep1_S105"	"BioGeo.LYZFP339"	"BioGeo.LYZFP351.Rep1_S106"	"BioGeo.LYZFP355"	"BioGeo.Lyz2.01B.FP207.S55"	"BioGeo.Lyz2.01B.FP211.S59"	"BioGeo.Lyz2.02B.FP219.S67"	"BioGeo.Lyz2.02B.FP223.S71"	"BioGeo.Lyz2.03B.FP231.S79"	"BioGeo.Lyz2.03B.FP235.S83"	"BioGeo.Lyz2.04B.FP243.S92"	"BioGeo.Lyz2.04B.FP247.S44"	"BioGeo.Lyz2.05B.FP255.S52"	"BioGeo.Lyz2.05B.FP259.S56"	"BioGeo.Lyz2.06B.FP267.S64"	"BioGeo.Lyz2.06B.FP271.S69"	"BioGeo.Lyz2.07B.FP279.S77"	"BioGeo.Lyz2.07B.FP283.S81"	"BioGeo.Lyz2.08B.FP291.S89"	"BioGeo.Lyz2.08B.FP295.S93"	"BioGeo.Mouse10A_FP109"	"BioGeo.Mouse10A_FP113"	"BioGeo.Mouse1A_FP01"	"BioGeo.Mouse1A_FP05"	"BioGeo.Mouse2A_FP07"	"BioGeo.Mouse2A_FP11.REP1_S55"	"BioGeo.Mouse3A_FP13"	"BioGeo.Mouse3A_FP17"	"BioGeo.Mouse4A_FP23.Rep1_S92"	"BioGeo.Mouse5A_FP25"	"BioGeo.Mouse5A_FP29.REP1_S53"	"BioGeo.Mouse6A_FP31"	"BioGeo.Mouse6A_FP35.Rep1_S93"	"BioGeo.Mouse7A_FP37"	"BioGeo.Mouse7A_FP41.REP1_S54"	"BioGeo.Mouse8A_FP85"	"BioGeo.Mouse8A_FP89"	"BioGeo.Mouse9A_FP101"	"BioGeo.Mouse9A_FP97"	"BioGeo.SLCFP001"	"BioGeo.SLCFP005.REP1_S24"	"BioGeo.SLCFP019a"	"BioGeo.SLCFP023.REP1_S26"	"BioGeo.SLCFP071.REP1_S27"	"BioGeo.SLCFP077"	"BioGeo.SLCFP091.REP1_S29"	"BioGeo.SLCFP095"	"BioGeo.SLCFP109"	"BioGeo.SLCFP113"	"BioGeo.SLCFP127"	"BioGeo.SLCFP131.REP1_S33"	"BioGeo.TL1A_FP_625.REP1_S16"	"BioGeo.TL1A_FP_629"	"BioGeo.TL1A_FP_637"	"BioGeo.TL1A_FP_641"	"BioGeo.TL1A_FP_673.REP1_S20"	"BioGeo.TL1A_FP_677.REP1_S21"	"BioGeo.TL1A_FP_685.REP1_S22"	"BioGeo.TL1A_FP_685"	"BioGeo.TL1A_FP_689.Rep1_S104"	"BioGeo.TL1a_FP_101.REP1_S6"	"BioGeo.TL1a_FP_127"	"BioGeo.TL1a_FP_131"	"BioGeo.TL1a_FP_139"	"BioGeo.TL1a_FP_143"	"BioGeo.TL1a_FP_193.Rep1_S85"	"BioGeo.TL1a_FP_197.REP1_S10"	"BioGeo.TL1a_FP_205"	"BioGeo.TL1a_FP_209.REP1_S11"	"BioGeo.TL1a_FP_229.REP1_S12"	"BioGeo.TL1a_FP_233.REP1_S13"	"BioGeo.TL1a_FP_241"	"BioGeo.TL1a_FP_61"	"BioGeo.TL1a_FP_65"	"BioGeo.TL1a_FP_73.REP1_S3"	"BioGeo.TL1a_FP_77.REP1_S4"	"BioGeo.TL1a_FP_77"	"BioGeo.TL1a_FP_85"	"BioGeo.Vil1.01B.FP07.Rep1_S107"	"BioGeo.Vil1.01B.FP11"	"BioGeo.Vil1.02B.FP19"	"BioGeo.Vil1.02B.FP23"	"BioGeo.Vil1.03B.FP31"	"BioGeo.Vil1.03B.FP35.REP1_S38"	"BioGeo.Vil1.04B.FP43.Rep1_S88"	"BioGeo.Vil1.04B.FP47"	"BioGeo.Vil1.05B.FP55"	"BioGeo.Vil1.05B.FP59.REP1_S37"	"BioGeo.Vil1.06B.FP67"	"BioGeo.Vil1.06B.FP71"	"BioGeo.Vil1.07B.FP79"	"BioGeo.Vil1.07B.FP83"	"BioGeo.Vil1.08B.FP92.REP1_S41"	"BioGeo.Vil1.08B.FP94.REP1_S42"	"BioGeo.Vil1.09B.FP104"	"BioGeo.Vil1.09B.FP106"	"BioGeo.Vil1.10B.FP116.REP1_S44"	"BioGeo.Vil1.10B.FP118.REP1_S45"	"BioGeo.Vil1.13B.FP152"	"BioGeo.Vil1.13B.FP154.REP1_S47"	"BioGeo.Vil1.14B.FP164"	"BioGeo.Vil1.14B.FP166"
"K06327"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.02327E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"K06333"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.21239E-06	3.379E-06	6.4431E-07	0	0	7.03274E-07	1.3179E-06	0	5.15174E-07	0	0	0	0	0	0	0	6.73082E-07	1.20328E-06	5.48664E-07	0	2.70942E-06	0	0	0	8.07504E-07	0	0	0	0	2.17745E-07	1.83977E-06	0	0	4.62418E-07	2.18387E-06	5.37582E-07	0	4.19934E-07	0	0	0	0	0	0	0	5.11382E-07	9.50726E-08	0	0	0	0	0	0	0	1.5098E-07	0	8.42785E-07	3.469644E-06	9.86951E-06	0	0	5.00828E-06	6.127071E-06	9.43347E-06	0	0	0	1.37327E-06	0	8.48179E-07	0	8.810692E-06	2.2386398E-05	9.80485E-07	0	7.35033E-07	1.645024E-06	1.102876E-05	2.5514339E-06	1.109881E-05	1.884458E-05	1.24837E-06	0	0	0	0	3.39509E-07	0	0	0	0	0	8.68051E-07	0	0	0	5.54371E-07	0	9.57088E-07	0	0	0	0	0	1.33242E-06	0
"K06334"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.246915E-06	5.144333E-06	8.202569E-07	2.518929E-06	2.62615E-07	0	5.21978E-07	0	9.96804E-07	0	5.21179E-07	0	7.86999E-07	0	1.90645E-07	0	6.2564E-07	1.285494E-06	2.894923E-06	3.710188E-06	1.079305E-06	2.046519E-06	3.5787E-07	2.93285E-06	0	0	0	0	0	2.710671E-07	3.58751E-07	0	0	0	2.711858E-06	3.57325E-07	0	3.24115E-07	0	0	0	0	0	2.85226E-07	5.51971E-07	1.36673E-07	7.083037E-07	6.1831E-07	1.645057E-06	1.15076E-07	0	0	0	0	1.249268E-06	0	1.847189E-06	4.937399E-06	9.127711E-06	0	0	6.162967E-06	6.557557E-06	8.1158E-06	0	5.622999E-07	0	1.090611E-06	0	0	0	4.260342E-06	2.1708937E-05	1.564029E-06	4.36479E-07	8.081202E-07	2.116672E-06	1.184879E-05	4.0245987E-06	8.14439E-06	5.623264E-06	2.209779E-06	4.11039E-08	3.505266E-06	9.99776E-07	3.53656E-06	1.12145E-06	8.58025E-08	5.196207E-07	1.737721E-06	0	2.319615E-07	4.4557E-07	0	0	3.948601E-06	2.418628E-06	0	2.06828E-07	0	1.16968E-06	7.53245E-07	0	0	1.496265E-06	0
"K06343"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.09297E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"K06346"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.9187E-06	3.6554324E-05	3.4549159E-05	7.7828876E-05	3.3967604E-05	5.2159E-05	1.780616E-05	8.496644E-05	5.812611E-06	2.45822E-05	6.534102E-06	3.5418698E-05	1.2076868E-05	2.963211E-05	2.36637E-05	5.39019E-05	5.6520681E-05	0.000123187421	7.491947E-06	6.456025E-05	3.343E-05	9.7483266E-05	1.1546399E-05	2.9291777E-05	1.02275E-06	1.46488E-06	0	3.31854E-05	5.765281E-06	2.3658605E-05	3.21304E-06	2.62219E-05	1.6615968E-05	6.138901E-06	2.14319144E-05	3.673817E-06	2.31745E-06	1.2239527E-05	1.398632E-05	3.96934E-07	1.08065E-05	1.1779786E-05	2.230815E-06	3.429329E-06	5.293208E-05	1.6638553E-05	7.219843E-05	1.3606374E-05	1.3061184E-05	4.84161E-06	8.1852725E-05	0	0	2.20718E-05	7.133779E-06	2.308671E-05	9.7551621E-05	4.739834E-06	1.447828E-05	3.374597E-06	1.368936E-05	6.40141E-06	4.564589E-06	1.11256E-05	0	2.120997E-06	0.000200516	1.444854E-06	0	9.84513E-06	3.408195E-05	5.465167E-06	2.1463757E-05	5.359405E-06	4.4761509E-05	9.24824E-07	1.3605909E-06	5.618335E-06	1.7021581E-06	1.024792E-05	9.24634E-06	1.06553E-06	1.70421E-05	3.01809E-05	2.003461E-05	6.1705005E-05	2.7289862E-05	5.71954465E-05	3.91484125E-05	0.000131079445	7.96177E-05	2.9195409E-05	2.8472372E-05	2.50346E-05	4.8977902E-05	0.00011119221	3.497513E-06	1.81871E-05	1.2178431E-05	0.000238761309	3.0164363E-05	0.00018347152	0	0	1.2224686E-05	0.0001331326
"K06347"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.44362E-07	0	0	0	0	0	0	0	0	0	0	0	6.09033E-07	0	0	0	0	0	0
"K06348"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.10264E-06	0	0	0	0	0	0	0	0	0	0	0	1.76698E-06	0	8.99012E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.37656E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.53069E-07	0	0	0	0	0	0	0	0	0	0	0	7.68083E-07	5.54065E-07	0	5.39943E-07	9.44606E-07	0	0	0	0	0	0	0	0	0	0	4.25981E-06	7.88232E-07	0	0	0	5.77619E-07	2.13902E-06
"K06371"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.79599E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"K06373"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.003297E-06	3.85819E-06	8.06658E-07	2.5282E-07	0	0	6.95165E-07	4.63221E-07	0	0	4.19854E-07	0	0	0	0	0	0	1.0707E-06	5.61345E-07	0	4.30649E-07	1.62995E-07	0	4.22445E-07	0	0	0	0	5.09683E-07	0	3.12113E-06	0	0	3.80005E-07	2.095228E-06	0	0	1.05774E-06	0	0	0	0	0	0	0	0	0	1.20023E-06	0	2.24899E-07	0	0	0	0	3.69641E-07	0	6.43082E-07	4.477258E-06	9.06025E-06	0	0	6.322695E-06	6.294343E-06	1.01472E-05	0	3.43231E-07	0	5.54367E-07	0	0	0	5.024635E-06	1.601444E-05	1.32732E-06	0	5.26558E-07	6.18819E-07	4.380807E-06	1.313447E-06	7.3966E-06	3.53321E-06	6.70251E-07	2.19919E-07	2.1236E-07	3.76851E-07	0	4.93117E-07	1.39623E-07	1.96225E-07	0	0	0	8.73038E-07	0	1.66417E-07	5.76803E-07	5.34706E-07	1.78371E-06	7.45676E-07	0	0	0	0	0	1.417486E-06	0
"K06374"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.399905E-06	3.936848E-06	6.81926E-07	0	2.98408E-06	0	1.85947E-06	6.8017E-07	5.1259E-07	0	7.45753E-07	4.91362E-07	0	2.70147E-07	0	0	6.345847E-06	2.120253E-06	3.647013E-06	8.66614E-07	9.24295E-07	2.91206E-07	7.66701E-07	1.150135E-06	9.62133E-07	0	0	0	0	0	0	0	0	0	2.235843E-06	4.80393E-07	0	1.29461E-06	0	2.67804E-07	0	0	0	0	0	3.89653E-07	6.54214E-07	1.16824E-06	0	3.39732E-07	0	0	0	0	0	0	0	5.357367E-06	9.82599E-06	3.49882E-07	0	6.049234E-06	6.408755E-06	1.46306E-05	0	0	0	1.986591E-06	0	3.53457E-07	0	7.462998E-06	3.37151E-05	1.34256E-06	0	5.68379E-07	3.137792E-06	1.5531911E-05	3.881643E-06	1.00402E-05	1.05661E-05	8.29901E-07	0	0	2.02335E-06	1.741562E-06	0	1.6130353E-06	3.6776038E-06	0	0	0	1.776137E-06	0	0	0	7.65448E-07	0	2.22321E-06	1.49653E-05	2.50853E-06	1.93383E-06	0	0	3.236416E-06	5.09733E-06
"K06375"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.30905E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"K06378"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.470676E-06	4.678715E-06	1.16134E-06	9.90637E-07	0	1.63309E-06	3.38896E-06	0	0	0	9.57724E-07	6.00133E-07	5.43365E-07	0	0	0	4.85958E-07	1.51272E-06	1.40976E-06	1.82262E-06	5.85153E-07	8.87161E-07	1.10151E-06	6.89835E-07	2.1406E-06	3.15274E-07	0	0	0	0	1.21925E-06	0	0	0	2.6982399E-06	0	0	2.02079E-06	0	9.44292E-07	1.45359E-07	0	0	0	0	2.85222E-07	2.53326E-07	0	3.40468E-07	9.6657E-07	0	0	0	0	6.85303E-07	0	0	3.970891E-06	9.22141E-06	4.15412E-07	0	5.108174E-06	6.175891E-06	8.35728E-06	0	3.36419E-07	0	0	0	0	4.31335E-06	4.902036E-06	1.631419E-05	3.29941E-06	1.53614E-06	3.87446E-07	6.8603E-07	5.94022E-06	1.1475458E-06	3.99251E-06	5.66245E-06	2.42114E-07	0	0	7.91327E-07	8.37249E-07	6.59014E-07	2.58049E-07	0	5.05621E-07	3.8217E-07	0	1.38561E-06	0	0	7.0838E-07	0	0	0	0	0	0	0	0	1.31259E-06	0
"K06379"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.93225E-06	3.08383E-06	6.25646E-07	0	2.55704E-06	1.460654E-06	0	1.01871E-06	3.00397E-07	0	6.65962E-07	0	4.99474E-07	0	0	0	3.753327E-06	1.379257E-06	3.855543E-06	7.14391E-07	1.044945E-06	0	0	0	1.55072E-06	0	0	0	6.73201E-07	0	1.33954E-06	0	0	0	2.0317454E-06	1.06377E-06	0	8.30965E-07	0	0	0	7.66802E-07	2.10826E-07	0	0	0	1.75625E-07	1.39499E-06	0	1.64459E-07	0	0	0	0	1.62418E-07	0	7.3892E-07	4.07383E-06	8.807477E-06	3.68616E-07	0	5.303663E-06	5.77587E-06	7.15498E-06	0	4.23992E-07	0	1.20405E-06	0	1.37225E-07	5.83172E-06	5.732437E-06	2.3107497E-05	8.53406E-07	0	2.63212E-07	2.1725055E-06	9.458966E-06	2.2973408E-06	1.047474E-05	1.296226E-05	4.83388E-07	0	0	9.41042E-07	9.17503E-07	0	9.914292E-07	2.499447E-06	0	0	0	1.538252E-06	0	5.78434E-07	8.72975E-07	2.16903E-06	0	1.68742E-06	9.00097E-06	1.51921E-06	5.982E-07	0	0	2.46024E-06	4.71223E-06
"K06381"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.6899E-06	3.07804E-06	0	0	0	7.37669E-07	0	0	0	0	0	0	0	0	4.82975E-07	0	0	6.4245E-07	3.7856E-07	4.38415E-07	3.25638E-07	0	4.22912E-07	0	1.21431E-06	0	0	0	9.78899E-07	0	1.16174E-06	0	0	0	1.80046E-06	0	0	8.12536E-07	0	0	0	0	5.60651E-07	0	0	0	0	7.62528E-07	0	0	0	0	0	0	7.64052E-07	0	0	5.31495E-07	0	0	0	1.087581E-06	9.98842E-07	0	0	0	0	1.684015E-06	0	0	0	4.63218E-06	1.9001519E-05	8.4843E-07	7.63585E-07	7.96211E-07	8.63489E-07	5.150694E-06	1.071808E-06	4.20848E-06	5.58416E-06	1.49213E-06	2.27863E-07	0	0	0	0	1.179393E-07	0	0	0	0	0	0	4.25884E-07	0	3.23084E-07	0	0	0	0	0	0	0	0	0
"K06382"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.27439E-06	4.29753E-06	9.43533E-07	0	0	6.0253E-07	0	0	3.83589E-07	0	5.52365E-07	0	0	0	0	0	4.60326E-07	7.2909E-07	5.68617E-07	5.31134E-07	4.73674E-07	1.94033E-07	4.28154E-07	0	7.69993E-07	0	0	0	5.25931E-07	0	7.10582E-07	0	0	0	2.14506E-06	5.41485E-07	0	1.0979E-06	0	3.69579E-07	0	0	5.81675E-07	0	0	1.72982E-07	0	1.34243E-06	0	0	0	0	0	0	1.029647E-06	0	0	2.938085E-06	8.088E-06	0	0	5.24858E-06	4.869455E-06	1.25594E-05	0	0	0	3.176269E-06	0	3.45052E-07	0	4.401685E-06	2.554027E-05	9.88902E-07	5.08117E-07	7.48255E-07	1.521958E-06	9.732057E-06	2.4631126E-06	1.056803E-05	1.367941E-05	8.6327E-07	2.07349E-07	3.12744E-07	0	0	0	1.83159E-07	0	0	0	0	5.88863E-07	0	4.54489E-07	8.71668E-07	2.8497E-07	0	0	0	0	0	0	0	2.17823E-07	0
"K06383"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.43981E-06	3.93314E-06	0	0	8.34662E-07	0	0	0	0	0	0	0	0	0	0	0	1.9263E-06	0	6.196E-07	0	0	0	5.21143E-07	0	7.9547E-07	0	0	0	3.25719E-07	0	1.15139E-06	0	0	0	1.64002E-06	0	0	1.36021E-06	0	2.95291E-07	0	0	1.71169E-06	0	0	0	1.09968E-07	0	0	0	0	0	0	0	0	0	0	2.94484E-06	8.926886E-06	4.83849E-07	0	4.698361E-06	4.333776E-06	1.41692E-05	0	0	0	1.226753E-06	0	3.44988E-07	0	5.93561E-07	1.2266644E-05	9.77765E-07	7.96593E-07	2.9401E-07	1.155858E-06	8.552358E-06	1.776954E-06	7.09365E-06	9.44755E-06	1.02916E-06	0	0	2.493113E-06	0	0	6.963558E-07	1.53821E-06	0	0	0	7.6386E-07	0	7.56827E-07	0	3.11655E-07	0	7.75105E-07	5.64727E-06	2.08968E-06	0	0	0	1.284847E-06	2.61248E-06
"K06384"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.90907E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.83488E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.0036E-06	0	0	1.88612E-07	0	0	2.0917E-08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"K06385"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.25748E-06	3.99511E-06	0	0	0	5.8225E-07	1.08539E-06	0	5.16884E-07	0	0	0	0	0	0	0	1.785747E-06	7.05629E-07	1.127624E-06	1.00627E-06	3.98225E-07	0	0	0	2.20576E-06	0	0	0	4.23922E-07	2.11007E-07	8.58625E-07	0	0	0	2.31954E-06	0	0	1.22211E-06	0	3.16589E-07	0	0	9.3927E-07	0	0	0	0	0	0	0	0	0	0	0	5.74865E-07	0	0	3.26854E-06	7.6619E-06	0	0	5.068965E-06	4.876827E-06	1.05128E-05	0	0	0	5.68046E-07	0	0	0	3.867262E-06	1.189389E-05	4.1656E-07	5.90414E-07	3.90274E-07	7.83624E-07	4.971724E-06	1.42764E-06	4.1375E-06	2.60801E-06	9.51393E-07	1.61354E-07	0	1.06998E-06	0	5.45302E-07	6.21517E-07	1.295135E-06	3.92363E-07	0	1.10551E-07	3.5409E-07	0	0	9.07343E-07	3.04054E-07	0	6.58339E-07	3.884E-06	9.35649E-07	0	0	0	1.449429E-06	1.87192E-06
"K06387"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.54097E-06	3.82989E-06	7.14483E-07	2.94067E-07	0	0	2.323959E-06	0	0	0	0	0	0	0	0	0	3.25094E-07	9.43114E-07	2.6656E-07	5.55919E-07	0	0	0	0	1.06421E-06	0	0	0	9.8012E-07	0	0	0	0	0	1.25213E-06	0	0	1.28684E-06	0	0	1.1528E-07	0	7.11269E-07	0	0	0	0	9.21103E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	4.85606E-07	0	0	0	2.12391E-07	0	0	0	4.69142E-07	0	4.426168E-06	4.684927E-06	1.02052E-06	0	3.24963E-07	5.16704E-07	1.07794E-06	5.29091E-07	0	1.08661E-06	1.74515E-06	1.25052E-07	0	0	3.44734E-07	0	1.01911E-07	0	0	0	1.15779E-07	1.13567E-06	0	0	0	3.60639E-07	0	0	0	0	0	0	0	4.81725E-07	0
"K06390"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.07737E-06	2.78994E-06	5.26503E-07	0	6.46036E-07	0	0	0	0	0	0	0	0	0	0	0	2.64926E-07	7.83026E-07	4.66405E-07	0	0	0	0	0	7.00184E-07	0	0	0	1.12138E-06	0	0	0	0	0	1.69746E-06	4.66136E-07	0	1.54213E-06	0	0	0	0	0	1.08323E-07	1.70254E-07	0	0	0	0	0	0	0	0	0	8.50941E-07	0	0	3.168056E-06	7.49725E-06	0	0	3.90647E-06	4.43745E-06	1.22619E-05	0	0	0	6.78111E-07	0	4.91626E-07	0	3.22704E-06	1.2144676E-05	1.15463E-06	8.20679E-07	6.23272E-07	8.88465E-07	3.86576E-06	9.65789E-07	3.53269E-06	5.37575E-06	4.26121E-07	1.27486E-07	0	0	0	0	1.51615E-07	0	0	0	0	0	0	0	0	2.76678E-07	0	0	0	0	0	0	0	2.91709E-07	0
"K06391"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.5593E-06	2.28074E-06	1.362969E-06	3.89384E-07	0	1.37954E-06	0	0	0	0	0	0	1.7012E-07	0	0	0	0	7.27365E-07	0	0	0	0	0	0	8.27199E-07	0	0	0	5.0813E-07	0	2.47349E-06	0	0	0	1.46343E-06	1.39624E-06	0	7.1696E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.5729E-07	0	0	3.74115E-06	6.46367E-06	3.26159E-07	0	4.06606E-06	4.837705E-06	1.48704E-05	0	0	0	3.28646E-07	0	4.97497E-07	0	2.24419E-06	7.605083E-06	0	0	2.06798E-07	1.062008E-06	3.82959E-06	7.93459E-07	4.7874E-06	1.47583E-06	6.13842E-07	3.31128E-07	0	0	0	0	8.59977E-08	0	0	0	0	1.03743E-06	0	0	0	0	0	0	0	0	0	0	0	0	0
"K06392"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.1614307E-05	6.267406E-06	3.630778E-06	0	4.430911E-06	5.62238E-06	7.44262E-06	0	2.3381805E-05	0	1.2439901E-05	0	8.81705E-07	8.36584E-07	3.038911E-06	0	1.140784E-05	7.671328E-06	6.666507E-06	5.66249E-07	3.0999507E-06	5.19076E-07	6.81603E-06	2.27953E-06	1.249709E-06	0	0	0	0	0	4.238914E-06	0	0	0	1.9741727E-06	1.692074E-06	0	1.349065E-06	0	3.234836E-06	4.40221E-07	0	1.368945E-06	1.7755508E-06	0	1.643154E-07	4.40694E-07	6.828872E-06	0	4.19147E-07	0	0	0	0	6.53364E-07	0	1.17425E-06	8.51972E-06	1.03153E-05	3.77327E-07	8.05998E-07	7.335738E-06	1.2278852E-05	2.99798E-05	0	2.4045304E-05	5.96619E-07	1.46095E-06	0	1.362627E-06	8.79545E-06	7.855496E-06	1.8794212E-05	3.606011E-06	0	1.12604E-06	3.3666344E-06	7.464785E-06	1.283382E-06	6.23984E-06	5.37779E-06	4.414771E-06	1.8816E-06	5.11389E-07	2.375985E-06	1.335437E-06	4.9276E-07	2.3874561E-06	4.074297E-06	6.30545E-07	1.058058E-06	0	2.086477E-06	0	2.641648E-06	1.04643E-07	6.158657E-06	0	3.129563E-06	7.61664E-06	4.817642E-06	0	0	1.15923E-07	1.5849809E-05	5.77109E-06
"K06393"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.39871E-06	6.11296E-06	0	0	0	0	4.1587E-06	0	0	0	0	0	0	0	4.71203E-07	0	1.74357E-06	6.80389E-07	0	0	0	0	0	0	2.58401E-06	0	0	0	1.5873E-06	0	0	0	0	0	1.45927E-06	0	0	0	0	0	0	0	0	0	0	0	0	1.05908E-06	0	0	0	0	0	0	0	0	0	2.224074E-06	6.77317E-06	0	0	4.724142E-06	4.837766E-06	4.19932E-06	0	0	0	1.583245E-06	0	1.9777E-06	0	6.452296E-06	1.666174E-05	7.92458E-07	0	9.93443E-07	1.371474E-06	8.51489E-06	1.5043829E-06	6.11442E-06	9.48883E-06	6.10315E-07	0	8.32225E-07	0	0	0	1.19489E-07	0	0	0	0	9.25921E-07	0	8.35254E-07	0	7.02188E-07	0	0	0	0	0	0	0	0	0
