OTU.ID	GnotobioticExp-DTT-365.fastq	GnotobioticExp-FP-372.fastq	GnotobioticExp-DTT-366.fastq	GnotobioticExp-FP-319.fastq	GnotobioticExp-DTT-308.fastq	GnotobioticExp-DTT-367.fastq	GnotobioticExp-DTT-303.fastq	GnotobioticExp-FP-384.fastq	GnotobioticExp-DTT-305.fastq	GnotobioticExp-DTT-370.fastq	GnotobioticExp-FP-314.fastq	GnotobioticExp-FP-301.fastq	GnotobioticExp-DTT-319.fastq	GnotobioticExp-FP-315.fastq	GnotobioticExp-FP-369.fastq	GnotobioticExp-FP-377.fastq	GnotobioticExp-DTT-362.fastq	GnotobioticExp-DTT-325.fastq	GnotobioticExp-FP-304.fastq	GnotobioticExp-FP-313.fastq	GnotobioticExp-DTT-307.fastq	GnotobioticExp-FP-375.fastq	GnotobioticExp-FP-317.fastq	GnotobioticExp-DTT-179.fastq	GnotobioticExp-FP-306.fastq	GnotobioticExp-DTT-381.fastq	GnotobioticExp-DTT-318.fastq	GnotobioticExp-FP-386.fastq	BSD-4241B.fastq	GnotobioticExp-DTT-323.fastq	GnotobioticExp-FP-305.fastq	GnotobioticExp-DTT-311.fastq	GnotobioticExp-FP-366.fastq	GnotobioticExp-DTT-384.fastq	GnotobioticExp-DTT-321.fastq	GnotobioticExp-FP-371.fastq	GnotobioticExp-DTT-320.fastq	GnotobioticExp-FP-365.fastq	GnotobioticExp-FP-302.fastq	GnotobioticExp-FP-380.fastq	GnotobioticExp-FP-393.fastq	GnotobioticExp-DTT-383.fastq	GnotobioticExp-FP-321.fastq	GnotobioticExp-FP-391.fastq	GnotobioticExp-FP-394.fastq	GnotobioticExp-DTT-322.fastq	GnotobioticExp-FP-363.fastq	GnotobioticExp-FP-303.fastq	GnotobioticExp-DTT-306.fastq	GnotobioticExp-FP-385.fastq	GnotobioticExp-DTT-373.fastq	GnotobioticExp-DTT-376.fastq	GnotobioticExp-FP-307.fastq	GnotobioticExp-FP-381.fastq	GnotobioticExp-FP-312.fastq	GnotobioticExp-FP-309.fastq	GnotobioticExp-DTT-379.fastq	GnotobioticExp-DTT-378.fastq	GnotobioticExp-FP-318.fastq	GnotobioticExp-FP-370.fastq	GnotobioticExp-FP-383.fastq	GnotobioticExp-DTT-324.fastq	GnotobioticExp-FP-367.fastq	GnotobioticExp-FP-378.fastq	GnotobioticExp-DTT-372.fastq	GnotobioticExp-FP-310.fastq	GnotobioticExp-FP-322.fastq	GnotobioticExp-DTT-368.fastq	GnotobioticExp-DTT-363.fastq	GnotobioticExp-DTT-315.fastq	GnotobioticExp-DTT-377.fastq	GnotobioticExp-DTT-364.fastq	GnotobioticExp-FP-373.fastq	GnotobioticExp-FP-364.fastq	GnotobioticExp-DTT-371.fastq	GnotobioticExp-DTT-313.fastq	GnotobioticExp-FP-382.fastq	BSD-4346B.fastq	GnotobioticExp-FP-387.fastq	GnotobioticExp-FP-388.fastq	GnotobioticExp-DTT-375.fastq	GnotobioticExp-FP-368.fastq	GnotobioticExp-FP-361.fastq	GnotobioticExp-DTT-302.fastq	GnotobioticExp-FP-389.fastq	GnotobioticExp-DTT-312.fastq	GnotobioticExp-FP-311.fastq	GnotobioticExp-FP-379.fastq	GnotobioticExp-DTT-314.fastq	GnotobioticExp-DTT-374.fastq	GnotobioticExp-FP-308.fastq	GnotobioticExp-DTT-317.fastq	GnotobioticExp-FP-392.fastq	GnotobioticExp-FP-323.fastq	GnotobioticExp-DTT-309.fastq	GnotobioticExp-DTT-380.fastq	GnotobioticExp-DTT-310.fastq	GnotobioticExp-FP-316.fastq	GnotobioticExp-DTT-304.fastq	GnotobioticExp-FP-396.fastq	GnotobioticExp-FP-374.fastq	GnotobioticExp-DTT-369.fastq	GnotobioticExp-FP-324.fastq	GnotobioticExp-FP-320.fastq	GnotobioticExp-DTT-316.fastq	GnotobioticExp-FP-390.fastq	GnotobioticExp-DTT-382.fastq	GnotobioticExp-FP-362.fastq	GnotobioticExp-FP-376.fastq	GnotobioticExp-FP-395.fastq	taxonomy
f6f69a98e51fbc953c5e9ef07b8cffad	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	
b186c7b3c5fea8ae9122af3aca6e12f2	0	0	0	11	0	0	0	0	0	0	0	0	40	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	13	0	7	0	0	0	0	0	29	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	
c43bbd203d077ba15c26090580d64d32	0	0	0	10	40	0	57	0	76	0	40	58	4	88	0	0	0	34	204	73	35	0	223	271	290	8	33	14	7	0	298	0	0	7	10	0	8	0	73	29	28	12	26	37	8	5	0	59	93	20	0	0	48	23	101	32	4	0	98	0	6	0	0	0	0	82	14	0	0	86	1	0	0	0	0	27	2	31	19	56	0	0	0	53	16	56	155	31	62	0	40	66	26	59	45	7	93	68	66	100	0	0	0	20	48	12	0	0	0	33	
ae5983f0ee9ae3ebb109ba9f81f3e169	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	
47837e1a0b06f78d52ce1faf831fec84	0	0	0	8	0	9	0	0	0	0	0	0	7	0	16	2	21	0	0	0	20	39	0	0	0	22	0	6	16	0	0	0	11	2	5	3	6	5	0	4	9	3	3	6	0	0	50	0	0	10	12	3	0	11	0	0	9	7	0	0	0	0	13	0	3	0	0	10	17	0	0	6	24	25	0	0	0	55	10	3	27	25	29	0	0	0	0	2	0	23	0	0	3	0	0	16	0	0	0	0	12	8	15	23	0	0	0	12	17	0	
7312c1959cb67676ff2a50936ca82f0d	0	0	0	8	14	4	6	0	0	3	14	18	6	7	7	0	2	0	0	26	4	23	2	0	15	0	0	0	2	0	4	0	19	0	5	0	0	9	11	3	0	0	3	0	0	0	20	4	12	0	9	0	30	2	0	21	0	0	2	0	0	0	24	0	0	5	2	1	8	6	0	0	20	17	6	19	0	4	0	0	2	12	29	9	0	0	3	0	7	3	22	0	0	3	10	2	7	3	2	0	23	5	0	5	6	0	0	17	8	0	
19033ae2624f82200e06101928058c29	0	0	0	7	0	0	0	0	0	0	0	0	25	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	108	0	0	0	0	22	0	19	0	0	0	0	0	9	0	0	61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	308	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	440	0	0	0	0	0	0	0	0	211	20	0	0	0	0	0	0	
8663bcce50c6727d80b519b7b1b0a8dc	0	0	0	7	0	0	0	0	0	0	0	0	24	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55	0	41	0	0	0	0	0	17	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	
e3703e2c81f65f762477a2a8f800927e	0	0	0	4	0	0	4	0	0	0	0	0	0	0	2	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	1	0	0	3	0	0	0	1	0	0	3	0	0	0	1	0	1	0	0	0	2	1	0	0	0	0	0	2	0	0	
77c22963de6714a2d8e7340514fcbcf8	0	0	0	4	3838	0	14029	0	4771	0	3252	12326	3	3077	0	0	0	3	451	3716	716	0	76	0	1090	422	974	1520	0	24	83	935	0	69	3	0	2	0	13746	1047	2232	103	0	2442	543	4	0	13082	6048	1743	0	0	4925	828	942	4476	303	22	1336	3	1	0	0	0	0	591	3	0	0	5538	0	0	0	0	0	3595	0	185	1264	210	0	0	0	13203	14	966	1117	1262	4193	0	4871	3169	2693	6	4580	477	2667	1319	12576	4	0	0	0	5	2399	5	15	0	0	7	
8ffda71bff6f29dfe0f0c59cc800bdd5	0	0	0	3	4866	0	5384	13	2181	0	5311	3950	133	5693	0	0	0	273	213	5817	798	0	155	0	212	399	1697	486	132	50	107	1207	0	178	10	0	7	0	4304	1046	620	134	1	804	138	25	0	3922	2557	603	0	0	5668	847	762	6282	360	0	2208	0	10	5	0	0	0	889	5	0	0	5414	0	0	0	0	0	6686	1	0	471	136	0	0	0	4832	0	882	751	1073	6759	0	5993	5206	876	11	4607	413	2939	2552	5313	0	0	0	2	3	3013	9	18	0	0	0	
b2e98b01b6fbb35d652e2f6e6e029235	0	0	0	3	16	0	88	0	42	0	12	13	0	16	0	0	0	0	11	32	3	0	58	0	23	0	26	0	0	5	8	3	0	0	5	0	5	0	38	0	0	0	0	0	0	8	0	14	45	0	0	0	7	0	14	12	0	0	40	0	0	0	0	0	0	11	2	0	0	150	0	0	0	0	0	96	0	0	0	0	0	0	0	59	0	28	8	0	279	0	15	55	0	7	26	0	16	39	33	0	0	0	0	0	69	0	0	0	0	0	
c6a55a7a8d591bfe766a1bf57021afaa	0	0	0	3	0	3	7	0	0	0	0	0	2	4	4	0	4	2	3	3	0	0	2	0	3	0	5	0	0	3	3	0	2	0	2	0	0	2	2	0	0	0	6	0	0	5	4	3	3	0	0	3	7	0	7	4	0	0	5	6	0	0	4	0	0	4	3	0	2	5	0	5	5	6	0	0	0	0	0	0	5	5	3	6	0	0	2	0	2	5	2	2	0	3	4	0	3	3	5	0	2	4	0	4	3	0	0	4	0	0	
7d7a3b101eaf48e202447aa95e0b14e6	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
5b74065cc4963be8f6447b2c9ffcbc87	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	4	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	4	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	2	2	0	0	0	0	0	0	2	0	
7fd5c427232c1e3b47b6d98dd4494837	0	0	0	2	0	0	3	0	0	0	0	0	7	0	0	0	0	0	2	0	0	0	2	0	11	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	6	0	0	0	0	2	0	13	0	0	2	0	0	0	0	0	0	4	5	0	0	0	0	0	
d024ed748dda51c2578491b40ff2f174	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	4	0	0	2	0	0	0	2	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	0	2	2	0	0	2	0	0	3	0	0	2	2	0	0	0	0	0	
eca7ea65dbc52bdbc9ade7f98e109a1e	0	0	0	2	1305	0	2791	21	1962	0	1254	1513	0	1736	0	16	0	0	102	1104	236	0	41	10	1182	64	593	31	17	0	252	493	0	6	0	0	0	0	1471	13	25	18	0	19	26	0	0	1891	2676	18	0	0	1210	13	678	2028	14	7	603	0	15	3	0	13	0	392	0	0	0	1788	5	0	0	0	0	1726	21	11	14	16	0	0	0	1620	18	457	532	11	1561	0	1351	1649	25	2	1436	24	1134	831	2546	14	0	0	0	4	858	33	6	0	0	26	
0dc51a5428fa0646eea0cf4d5a07d6bc	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	10	0	0	2	0	0	0	0	4	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
97412631e682b58f98c183b6cb208597	0	0	0	0	3245	0	3116	0	1022	0	3363	2114	0	3048	0	0	0	0	208	3074	407	0	183	0	176	0	883	0	0	0	186	1067	0	0	2	0	2	0	2264	0	0	0	3	0	0	0	0	2228	925	0	0	0	3886	0	710	3915	0	0	1372	0	0	0	0	0	0	466	0	0	0	3742	0	0	0	0	0	3804	0	0	0	0	0	0	0	2886	0	519	704	0	4162	0	3902	2388	0	3	3949	0	2135	1474	2641	0	0	0	2	0	1505	0	0	0	0	0	
ebe5cd4796acd704c79e0486c2d7e905	0	0	0	0	1835	0	846	0	240	0	1713	769	0	1833	0	0	0	0	46	1884	196	0	32	0	181	0	405	0	0	0	4	341	0	0	0	0	2	0	636	0	0	0	0	0	0	0	0	709	258	0	0	0	2556	0	312	2665	0	0	781	0	0	0	0	0	0	206	0	0	0	1620	0	0	0	0	0	1432	0	0	0	0	0	0	0	608	0	275	132	0	2164	0	2732	1266	0	0	1866	0	1143	853	940	0	0	0	0	0	820	0	0	0	0	0	
429be64e031d881dd17c82846bd66f87	0	0	0	0	1050	0	1260	0	1827	0	144	165	0	266	0	0	0	0	86	132	159	0	29	0	368	0	191	0	0	0	1061	278	0	0	0	0	0	0	316	0	0	0	0	0	0	0	0	583	1834	0	0	0	118	0	223	526	0	0	82	0	0	0	0	0	0	157	0	0	0	484	0	0	0	0	0	463	0	3	0	0	0	0	0	1426	0	626	445	0	878	0	287	658	0	0	762	0	919	51	1652	0	0	0	0	0	512	0	0	0	0	0	
a0f9d2150e3f8419a6ade2e296eafb5f	0	0	0	0	865	0	1716	0	1348	0	207	369	0	522	0	0	0	0	87	326	107	0	93	0	952	0	246	0	650	0	1272	185	0	0	0	0	0	0	437	0	0	0	0	0	0	2	0	667	1548	0	0	0	378	0	1332	629	0	0	387	2	0	0	0	0	0	189	0	0	0	1837	0	0	0	0	0	859	0	0	0	0	0	0	0	1319	0	290	199	0	1343	0	316	892	0	0	1841	0	981	254	1131	0	0	0	2	2	734	0	0	0	0	0	
ab589cea8df6e4d57063760719baaacc	0	0	0	0	837	0	13	0	13	0	0	11	0	0	0	0	0	0	0	0	74	0	0	0	0	0	0	0	1046	0	3	371	0	0	0	0	0	0	22	0	0	0	0	0	0	2	0	7	3	0	0	0	646	0	162	828	0	0	0	0	0	0	0	0	0	165	0	0	0	0	0	0	0	0	0	0	0	4559	0	0	0	0	0	19	0	207	2	0	0	0	739	0	0	0	1594	0	639	0	18	0	0	0	0	0	0	0	0	0	0	0	
6f0b4058c92e83c77533a218739a0e38	0	0	0	0	644	0	1294	0	1309	0	264	719	0	387	0	0	0	0	7263	590	243	0	3046	189	2860	0	179	14	736	0	8474	195	0	10	0	0	0	0	848	0	31	0	0	38	10	0	0	654	1708	34	0	1	797	0	6611	579	0	4	722	0	0	0	0	0	2	5315	0	0	0	443	0	0	0	0	0	395	0	657	15	47	2	1	0	860	31	566	7477	3	581	3	641	488	52	0	769	10	755	509	893	64	1	1	0	0	354	13	0	0	0	17	
0454e6da105a8a1f8ac00cd7b6fea2c6	0	0	0	0	567	0	718	0	372	0	888	608	50	856	0	0	0	11	57	877	106	0	80	0	27	0	224	0	0	0	85	169	0	0	0	0	1	0	643	0	0	0	1	0	0	1	0	585	162	0	0	0	810	0	255	759	0	0	308	0	0	0	0	0	0	112	0	0	0	616	0	0	0	0	0	1026	0	0	0	0	0	0	0	541	0	123	193	0	902	0	738	690	0	0	668	0	532	537	629	0	0	0	0	1	481	0	0	0	0	0	
3415f9a2f7f5186e2a8b35599ee1d445	0	0	0	0	313	0	507	0	228	0	18	48	0	18	0	0	0	0	91	29	35	0	71	0	232	0	45	0	0	8	73	85	0	0	0	0	0	0	53	0	0	0	0	0	0	0	0	26	188	0	0	0	50	0	249	33	0	0	47	0	0	0	0	0	0	212	0	0	0	609	0	0	0	0	0	296	0	0	0	0	0	0	0	436	0	35	109	0	343	0	47	108	0	0	548	0	157	42	259	0	0	0	0	0	116	0	0	0	0	0	
76aa915543cd876d620ebeafeb9fd767	0	0	0	0	272	0	703	0	552	0	318	404	0	360	0	0	0	0	10	392	76	0	13	0	133	42	119	47	1195	2	20	102	0	26	0	0	0	0	440	73	82	20	0	72	12	0	0	472	626	64	0	0	305	74	55	372	16	0	124	0	0	0	0	0	0	87	0	0	0	493	0	0	0	0	0	515	0	461	41	19	0	0	0	600	0	69	66	82	411	0	296	464	53	0	335	45	186	177	679	0	0	0	0	0	234	3	2	0	0	0	
55b1170eb0e3da35c2392bd77fd788be	0	0	0	0	203	0	512	0	443	0	240	489	0	265	0	0	0	0	75	400	52	0	26	0	125	0	64	0	167	0	57	66	0	0	0	0	0	0	501	0	0	0	0	0	0	0	0	294	833	0	0	0	154	0	41	128	0	0	235	0	0	0	0	0	0	63	0	0	0	498	0	0	0	0	0	293	0	0	0	0	0	0	0	425	0	157	87	0	548	0	195	304	0	0	230	0	230	74	340	0	0	0	0	0	159	0	0	0	0	0	
d5b46c5e4e55e711b7081dfdb2433a8d	0	0	0	0	199	0	357	0	1054	0	115	166	2	201	0	0	0	0	1473	183	110	0	920	0	1144	0	136	0	0	0	1151	175	0	0	0	0	0	0	225	0	0	0	0	0	0	0	0	165	2670	0	2	0	234	0	1482	184	0	0	525	0	0	0	0	0	0	1046	0	0	0	288	0	0	0	0	0	220	0	0	0	0	0	0	0	198	0	584	1134	0	307	0	263	560	0	0	283	0	735	329	584	0	0	0	13	0	380	0	0	0	0	0	
49d3131c7f7cc227934f20ad970ead15	0	0	0	0	84	0	104	0	160	0	11	12	5	7	0	0	0	0	5	17	25	0	16	0	44	0	20	0	0	0	54	5	0	0	0	0	0	0	13	0	0	0	0	0	0	2	0	12	227	0	0	0	18	0	12	10	0	0	26	0	0	0	0	0	0	7	0	0	0	84	0	0	0	0	0	40	0	42	0	0	0	0	0	81	0	47	38	0	134	0	10	108	0	0	73	0	151	15	113	0	0	0	0	0	64	0	0	0	0	0	
90817fd37a4422e03ddadf5d19df671d	0	0	0	0	76	0	168	0	147	0	172	199	0	235	0	0	0	0	117	278	31	0	69	0	157	0	41	0	0	0	143	4	0	0	0	0	0	0	236	0	0	0	0	0	0	0	0	236	473	0	0	0	195	0	131	131	0	0	103	0	0	0	0	0	0	63	0	0	0	141	0	0	0	0	0	193	0	0	0	0	0	0	0	113	0	53	130	0	169	0	154	141	0	0	113	0	107	84	99	0	0	0	0	0	93	0	0	0	0	0	
395985171f72818d95d887644dfb6d43	0	0	0	0	70	0	54	0	58	0	84	103	0	81	15	0	3	0	4	87	11	12	0	0	25	4	4	18	628	0	6	28	10	0	2	0	0	6	93	14	8	10	0	20	0	0	13	104	42	13	5	7	367	5	44	411	0	0	30	2	0	2	15	0	0	24	0	4	0	45	6	0	15	0	0	30	0	0	9	2	1	4	8	28	0	19	6	16	43	6	256	33	7	0	90	1	84	20	36	0	17	0	0	0	18	0	0	0	0	0	
630b3162d1cd8d4bcf8e60e87135071f	0	0	0	0	67	0	61	0	127	0	33	17	0	35	0	0	0	0	7	42	13	0	17	14	120	48	27	9	20	0	48	22	0	9	0	0	0	0	49	27	11	7	0	13	3	0	0	11	209	11	0	0	26	18	106	25	29	0	17	0	0	0	0	0	0	18	0	0	0	99	0	0	0	0	0	104	0	0	32	11	0	0	0	51	0	46	19	18	38	0	49	65	10	0	63	73	53	23	76	7	0	0	0	0	82	0	4	0	0	0	
194d511e554b455dac7747ef6442339f	0	0	0	0	62	0	77	0	23	0	35	30	0	37	0	0	0	0	3	69	3	0	0	0	18	0	50	0	0	0	2	0	0	0	0	0	0	0	35	0	0	0	0	0	0	0	0	9	5	0	0	0	25	0	35	16	0	0	45	0	0	0	0	0	0	2	0	0	0	258	0	0	0	0	0	164	0	0	0	0	0	0	0	97	0	0	2	0	213	0	20	148	0	0	73	0	38	41	49	0	0	0	0	0	57	0	0	0	0	0	
8c3c2cadc6f0966f44b3f2371d81abd3	0	0	0	0	48	0	24	0	30	0	31	24	0	32	0	0	0	0	2	37	4	0	2	0	4	0	3	0	2	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	13	27	0	0	0	41	0	5	39	0	0	8	0	0	0	0	0	0	7	0	0	0	41	0	0	0	0	0	64	0	9	0	0	0	0	0	30	0	0	3	0	39	0	39	23	0	0	22	0	10	24	9	0	0	0	0	0	11	0	0	0	0	0	
1cdcb16731bd24bb85f8e2940a01b617	0	0	0	0	47	0	45	0	91	0	4	11	0	10	0	0	0	0	4	3	17	0	0	0	10	0	4	3	0	0	26	15	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	19	135	6	0	0	11	0	1	37	0	0	7	0	0	0	0	0	0	3	0	0	0	16	0	0	0	0	0	22	0	0	9	0	0	0	0	46	0	30	16	0	25	0	24	33	0	0	56	0	66	3	86	0	0	0	0	0	9	0	0	0	0	0	
bff6893546293740c858e5efd4499fa6	0	0	0	0	36	0	20	0	85	0	14	19	65	33	0	0	0	6	97	10	11	0	96	0	107	0	29	0	0	0	173	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	20	140	0	0	0	27	0	44	47	0	0	49	0	0	5	0	0	0	51	0	0	0	22	0	0	0	0	0	22	0	0	0	0	0	0	0	20	0	39	80	0	49	0	47	57	0	1	36	0	66	15	37	0	0	0	0	0	28	0	0	0	0	0	
1d4e859792e8d967e6b071b989b18b10	0	0	0	0	35	0	28	0	86	0	3	8	0	3	0	0	0	0	4	6	16	0	1	0	23	0	25	0	0	0	44	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	1	135	0	0	0	11	0	22	4	0	0	5	0	0	0	0	0	0	5	0	0	0	46	0	0	0	0	0	119	0	0	0	0	0	0	0	42	0	61	10	0	65	0	13	32	0	0	22	0	26	8	39	0	0	0	0	0	36	0	0	0	0	0	
18cf5329396920bfc8027030456d5fb5	0	0	0	0	35	0	24	0	42	0	109	114	0	89	0	0	0	0	5	179	8	0	0	0	2	0	4	0	0	0	5	0	0	0	0	0	0	0	125	0	0	0	0	0	0	0	0	63	5	0	0	0	157	0	7	104	0	0	50	0	0	0	0	0	0	14	0	0	0	57	0	0	0	0	0	151	0	0	0	0	0	0	0	22	0	14	10	0	45	0	141	42	0	0	38	0	19	62	26	0	0	0	0	0	39	0	0	0	0	0	
f5769a5a88275382485c0e400ba5c734	0	0	0	0	28	0	57	0	28	0	8	7	0	14	0	0	0	0	0	13	6	0	1	0	30	0	13	0	0	0	24	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	10	22	0	0	0	21	0	30	12	0	0	19	0	0	0	0	0	0	2	0	0	0	21	0	0	0	0	0	21	0	0	0	0	0	0	0	43	0	8	41	0	47	0	13	11	0	0	62	0	40	9	30	0	0	0	0	0	12	0	0	0	0	0	
a74f0b5e38ba5d7b5e026d522f3e7608	0	0	0	0	22	0	5	0	22	0	3	4	0	3	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	2	5	0	16	0	0	0	0	4	2	0	0	0	0	0	0	0	2	15	0	0	0	3	6	8	4	0	0	4	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	8	0	0	2	0	0	0	0	11	0	0	0	2	11	0	0	13	0	0	22	0	16	0	11	0	0	0	0	0	23	0	0	0	0	0	
bac19f77f8dc4c8d773089903b953006	0	0	0	0	21	0	134	0	52	0	25	45	0	16	0	0	0	0	2	28	8	0	7	0	7	0	28	0	0	0	2	15	0	0	0	0	0	0	48	0	0	0	0	0	0	0	0	25	126	0	0	0	12	0	0	16	0	0	27	0	0	0	0	0	0	12	0	0	0	127	0	0	0	0	0	100	0	12	0	0	0	0	0	114	0	47	24	0	114	0	9	76	0	0	55	0	22	12	77	0	0	0	0	0	78	0	0	0	0	0	
03156252fe6d4e8f09aeafc3bef8622f	0	0	0	0	20	0	2	0	0	0	0	0	0	0	0	0	0	0	44	0	0	0	0	0	14	0	0	2	1	0	151	118	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	1	0	0	0	5	0	9	649	0	0	0	0	0	0	0	44	0	35	0	26	0	0	0	0	0	0	0	0	0	0	0	
91777792b0c4ff2af1e9a8ff54c7557e	0	0	0	0	17	0	11	0	54	0	29	84	0	22	0	0	0	0	16	95	7	0	29	0	109	0	5	0	173	0	21	2	0	0	0	0	0	0	55	0	0	0	0	0	0	0	0	14	66	0	0	0	97	0	233	27	0	0	86	0	0	0	0	0	0	22	0	0	0	17	0	0	0	0	0	99	0	219	0	0	0	0	0	7	0	37	28	0	35	0	68	65	0	0	20	0	30	59	14	0	0	0	0	0	16	0	0	0	0	0	
0338763d146ca272c2f81effad5cf8c9	0	0	0	0	16	0	14	0	94	0	8	9	0	17	0	0	0	17	59	14	8	0	68	0	189	0	14	0	0	0	46	23	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	10	139	0	0	0	7	0	87	20	0	0	65	0	0	0	0	0	0	33	0	0	0	32	0	0	0	0	0	18	0	0	0	0	0	0	0	17	0	70	77	0	35	0	8	37	0	0	39	0	66	10	38	0	0	0	0	0	28	0	0	0	0	0	
3144509143bc29f25ddd77799f6bbf63	0	0	0	0	16	0	3	0	2	0	4	5	0	0	0	0	0	0	2	9	3	0	2	0	0	0	7	2	0	0	4	12	0	0	0	0	0	0	0	0	2	0	0	3	0	0	0	2	13	5	0	0	8	3	0	3	0	0	3	0	0	0	0	0	0	5	0	0	0	5	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	7	0	3	3	0	18	9	2	0	5	0	2	0	2	0	0	0	0	0	12	0	0	0	0	0	
e41985ce8f96568b1b58b36590475fc2	0	0	0	0	14	0	25	0	39	0	15	41	0	26	0	0	0	0	0	32	0	0	3	0	23	0	2	0	0	0	10	0	0	0	0	0	0	0	63	0	0	0	0	0	0	0	0	29	33	0	0	0	35	0	16	22	0	0	31	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	8	0	0	0	0	0	0	0	24	0	1	9	0	20	0	25	9	0	0	9	0	3	8	45	0	0	0	0	0	11	0	0	0	0	0	
